# Created by Octave 5.2.0, Thu Sep 16 00:12:35 2021 CEST <x@x-gama770>
# name: F_norm
# type: scalar
1.0778566085026447e-14


# name: H
# type: complex matrix
# rows: 15
# columns: 15
 (1,0) (-0.99950953190417458,0.031316060299752577) (-0.99950953190417458,-0.031316060299752577) (0.860188770942789,-0.5099757625063509) (0.860188770942789,0.5099757625063509) (0.14153611284497564,0.98993309307282695) (0.14153611284497564,-0.98993309307282695) (0.43851649084835648,-0.89872314271640041) (0.43851649084835648,0.89872314271640041) (-0.41484180160379891,-0.9098935540172346) (-0.41484180160379891,0.9098935540172346) (0.44003182896748833,-0.89798217660236834) (0.44003182896748833,0.89798217660236834) (-0.96592187009563613,0.25883380936606637) (-0.96592187009563613,-0.25883380936606637)
 (1,0) (-0.96592187009563613,-0.25883380936606637) (-0.96592187009563613,0.25883380936606637) (-0.99950953190417458,-0.031316060299752577) (-0.99950953190417458,0.031316060299752577) (0.860188770942789,0.5099757625063509) (0.860188770942789,-0.5099757625063509) (0.14153611284497564,-0.98993309307282695) (0.14153611284497564,0.98993309307282695) (0.43851649084835648,0.89872314271640041) (0.43851649084835648,-0.89872314271640041) (-0.41484180160379891,0.9098935540172346) (-0.41484180160379891,-0.9098935540172346) (0.44003182896748833,0.89798217660236834) (0.44003182896748833,-0.89798217660236834)
 (1,0) (-0.96592187009563613,0.25883380936606637) (-0.96592187009563613,-0.25883380936606637) (-0.99950953190417458,0.031316060299752577) (-0.99950953190417458,-0.031316060299752577) (0.860188770942789,-0.5099757625063509) (0.860188770942789,0.5099757625063509) (0.14153611284497564,0.98993309307282695) (0.14153611284497564,-0.98993309307282695) (0.43851649084835648,-0.89872314271640041) (0.43851649084835648,0.89872314271640041) (-0.41484180160379891,-0.9098935540172346) (-0.41484180160379891,0.9098935540172346) (0.44003182896748833,-0.89798217660236834) (0.44003182896748833,0.89798217660236834)
 (1,0) (0.44003182896748833,0.89798217660236834) (0.44003182896748833,-0.89798217660236834) (-0.96592187009563613,-0.25883380936606637) (-0.96592187009563613,0.25883380936606637) (-0.99950953190417458,-0.031316060299752577) (-0.99950953190417458,0.031316060299752577) (0.860188770942789,0.5099757625063509) (0.860188770942789,-0.5099757625063509) (0.14153611284497564,-0.98993309307282695) (0.14153611284497564,0.98993309307282695) (0.43851649084835648,0.89872314271640041) (0.43851649084835648,-0.89872314271640041) (-0.41484180160379891,0.9098935540172346) (-0.41484180160379891,-0.9098935540172346)
 (1,0) (0.44003182896748833,-0.89798217660236834) (0.44003182896748833,0.89798217660236834) (-0.96592187009563613,0.25883380936606637) (-0.96592187009563613,-0.25883380936606637) (-0.99950953190417458,0.031316060299752577) (-0.99950953190417458,-0.031316060299752577) (0.860188770942789,-0.5099757625063509) (0.860188770942789,0.5099757625063509) (0.14153611284497564,0.98993309307282695) (0.14153611284497564,-0.98993309307282695) (0.43851649084835648,-0.89872314271640041) (0.43851649084835648,0.89872314271640041) (-0.41484180160379891,-0.9098935540172346) (-0.41484180160379891,0.9098935540172346)


# name: argn
# type: sq_string
# elements: 1
# length: 1
x


# name: defect
# type: scalar
0


# name: info
# type: complex matrix
# rows: 1
# columns: 11
 (-4.4408920985006262e-16,-2.2204460492503131e-16) (0,2.2204460492503131e-16) (1.1102230246251565e-16,-5.5511151231257827e-16) (7.7715611723760958e-16,0) (0,-1.1102230246251565e-16) (1.6653345369377348e-16,-2.2204460492503131e-16) (9.7144514654701197e-16,1.1102230246251565e-16) (3.3306690738754696e-16,1.1102230246251565e-16) (2.2204460492503131e-16,9.9920072216264089e-16) (-6.6613381477509392e-16,5.5511151231257827e-16) (6.106226635438361e-16,1.1102230246251565e-16)


# name: is_convergent
# type: scalar
6.2905630352065889e-15


# name: is_unimodular
# type: matrix
# rows: 1
# columns: 7
 0.99999999999999989 1 1 0.99999999999999989 1 1 1


# name: spectrum
# type: scalar
3.8729833462074184


# name: x
# type: complex matrix
# rows: 1
# columns: 7
 (-0.41484180160379891,0.9098935540172346) (0.44003182896748833,0.89798217660236834) (-0.96592187009563613,-0.25883380936606637) (-0.99950953190417458,-0.031316060299752577) (0.860188770942789,0.5099757625063509) (0.14153611284497564,-0.98993309307282695) (0.43851649084835648,0.89872314271640041)


# name: x0
# type: complex matrix
# rows: 1
# columns: 7
 (-0.41484180160379891,0.9098935540172346) (0.44003182896748833,0.89798217660236834) (-0.96592187009563613,-0.25883380936606637) (-0.99950953190417458,-0.031316060299752577) (0.860188770942789,0.5099757625063509) (0.14153611284497564,-0.98993309307282695) (0.43851649084835648,0.89872314271640041)


