# Created by Octave 5.1.0, Fri Sep 17 15:39:02 2021 GMT <unknown@Ola>
# name: F_norm
# type: scalar
1.2010804158176348e-13


# name: H
# type: complex matrix
# rows: 34
# columns: 34
 (1,0) (0.060538233512335671,0.99816587914194244) (0.48945970244803677,-0.87202591686226827) (-0.40718161575160389,0.91334721316370848) (0.38428561113193299,0.92321425957193526) (-0.12871489147146481,0.99168164080691235) (-0.73324073848641924,0.67996913122868374) (0.90562893952947343,0.4240710127876251) (-0.8692766551006208,-0.49432590150332612) (0.6878688261442083,0.72583502121280263) (0.8234250268469997,-0.56742508330353003) (-0.26242632726356158,-0.96495203132537044) (0.9417801119015492,0.33622941695619868) (0.16142023554579277,-0.98688576216112289) (-0.29001149123134773,-0.957023163227396) (-0.49933488710630913,0.86640906650295957) (-0.98375427763609802,-0.17952025298745317) (-0.29783640692353952,0.9546169256360777) (-0.099822495318388799,-0.99500526100539322) (-0.60646046582041913,-0.79511364181284161) (-0.96627373840313124,0.25751711102844793) (0.21929521193458906,-0.97565855196506301) (0.085790838769228606,-0.99631316963255734) (-0.48359006669023219,0.87529460606046072) (0.99006010014451096,-0.14064493628226205) (-0.49631311920940524,-0.86814358702960603) (0.84991514092676201,-0.52691958895399038) (-0.88155599298491261,-0.47207947554663376) (-0.30874703709165086,0.9511441883789894) (0.56560116654991188,0.82467891957863138) (0.81794137260334943,-0.5753015826362281) (0.34953730748084955,-0.93692244645917078) (-0.22361851668272054,0.97467674589918285) (-0.79438910229770587,0.60740921473965581)
 (1,-5.5511151231257827e-17) (-0.19679648048100779,0.98044436112932387) (0.80824062639374183,0.58885234978443601) (-0.15345018875419925,0.98815638416765827) (0.18731501651222687,0.98229989544386243) (0.99014229716536262,-0.14006509688033858) (0.29191098152362771,-0.95644549184253713) (-0.43786922626971492,-0.89903867585658492) (-0.87819583774461574,0.47830123412764952) (0.64200058234042934,0.76670414911786477) (-0.95931292236488508,0.28234503180283538) (0.38006170896697605,0.92496113290078397) (0.45683702128458531,-0.8895504122779252) (-0.067501812909527337,-0.99771915149200541) (0.16142023554579293,-0.98688576216112311) (-0.035566643116967889,-0.99936730679835162) (-0.80149872839143288,-0.59799647857400939) (-0.99640591231370779,0.084706894089492502) (-0.4868075062189301,0.87350927407149259) (-0.93247583106339405,0.36123236909589362) (0.92401559381572551,0.38235478601080997) (0.91342239976668382,0.407012923141849) (-0.71364400206199075,-0.70050855692200154) (0.14680792921918123,-0.98916501753669761) (0.73243345023788753,-0.68083863064064187) (-0.96497716569517911,0.26233388970336813) (-0.92573535085010361,0.37817199815221075) (0.70763217070880102,-0.70658100100268051) (-0.58329527324475172,-0.81226019489467149) (-0.24210000056312747,-0.97025130235796819) (0.14019835938303971,0.99012343676245917) (0.84158266336715126,0.54012833726796106) (-0.82233207861869695,0.56900786679504889) (0.87394392443102054,0.48602676567253639)
 (1,-2.7755575615628914e-17) (-0.8204761262266419,-0.57168079055721621) (-0.96322746383707147,0.26868727716436958) (0.63088281472586438,-0.77587813094813429) (-0.99906392075873085,0.043258319872502782) (-0.45817612778015804,0.88886142673218704) (0.42330267924641451,-0.90598832318237243) (-0.84210852168118644,0.53930811018556657) (-0.55750507545447547,0.83017353056002652) (-0.26516650065407904,0.9642026378987304) (0.18460489513975786,-0.9828128167105058) (0.94350654021571823,0.33135390230109785) (-0.72444145131379878,-0.68933633562895535) (0.45683702128458525,-0.8895504122779252) (0.94178011190154931,0.33622941695619885) (0.67394704424040586,0.73877965697467585) (-0.47332140941106271,0.88088980207124923) (0.70764195164853538,-0.70657120537639551) (0.50696561830743148,-0.8619662765179178) (-0.60462470371465049,0.79651049438031252) (0.46707263988174125,0.88421894860600081) (0.99609913133685346,-0.088241263306719053) (0.18506058070343523,0.98272711444719341) (0.94835760424016435,-0.31720317539371307) (-0.64104164168977618,-0.76750610005372366) (-0.44642909612123838,-0.89481901082642068) (-0.96200330569859949,-0.27303779926040739) (-0.20556411474218822,-0.97864365053387048) (-0.082084628185252473,0.99662536281979508) (-0.71740836882455705,0.69665287793885389) (0.8101231626412968,0.58625972175483998) (-0.11716242686469749,-0.99311276586859665) (0.99982558909874775,0.018675957360778067) (-0.99620250165433544,-0.087066501581505612)
 (1,0) (0.51574980798071512,0.8567392459598524) (-0.53016432646481881,0.84789491503611814) (0.20002474647810822,-0.97979084543404915) (-0.61711873523548944,-0.78687004430296503) (0.50496129632244302,0.86314198670691411) (-0.096727120455795124,-0.99531093843498475) (0.99996479471136945,-0.0083910272225701799) (-0.62524555938612636,-0.78042808154751275) (0.20654041037530996,-0.97843807105099878) (-0.9999997439395476,-0.00071562618736842332) (0.94249097698178508,-0.3342315938206934) (0.94350654021571834,0.33135390230109779) (0.38006170896697616,0.92496113290078386) (-0.26242632726356147,-0.96495203132537055) (0.99043841285128054,-0.1379556100658359) (-0.20792576126032183,0.97814460986314067) (0.49011512497374321,0.87165771049877927) (0.24952439845676461,-0.96836851176336292) (-0.88795748404345631,0.45992554455174078) (-0.5790222824807566,-0.81531171731477992) (-0.51954298550205535,-0.85444431428596446) (-0.26992042531857152,-0.96288263251335171) (0.76087566158679631,0.64889770195683028) (-0.73467198591865424,0.67842248865020782) (0.99994337011552381,0.010642206632510753) (-0.47905645325745683,0.8777840933808192) (-0.76926559743250456,0.63892913582557254) (-0.47119374293072958,-0.88202973681329477) (-0.93778673612197405,-0.34721180503216692) (-0.49740359992390659,0.8675192555688539) (0.48010270863831783,0.87721228283588859) (0.24641934983338165,0.96916330101159609) (-0.42529044155250806,-0.90505692656543602)
 (1,0) (0.99988106858717463,-0.015422343562814689) (-0.065135402353814875,-0.99787643491576994) (-0.99992644210388337,0.012128906853845323) (-0.81392294594392167,0.58097283763181873) (0.58483886525168194,0.81114949404602676) (-0.83881236280500249,0.54442062782878553) (-0.01589701233592361,-0.99987363451527789) (0.91622657412033093,0.40066053571037152) (0.86162879740097531,-0.50753897928075409) (0.45006353044519737,-0.89299653894245568) (-0.99999974393954738,-0.00071562618736831229) (0.18460489513975775,-0.98281281671050569) (-0.95931292236488486,0.28234503180283532) (0.82342502684699981,-0.56742508330353003) (-0.97581369022389408,0.21860384711076278) (0.97280665970084057,-0.23161865823308089) (0.9639398720368616,-0.26612012907249161) (0.86795411013955848,-0.49664440265832793) (0.22887654509716326,0.97345545717530702) (-0.9385052694306022,-0.3452649116996882) (0.98855966939803963,-0.15083030212672294) (0.2033816738074648,0.97909953261109994) (-0.91088250587122777,0.41266579758656063) (-0.72412174564070242,0.68967216667795306) (-0.88357997716013059,-0.46828028355003692) (-0.99745609005808644,0.071283577393634334) (0.99841082514069557,0.056354451837238084) (0.43519004122807964,0.90033861852966324) (0.3033774511519205,-0.95287046450845792) (-0.56594926584778105,0.8244400696753873) (0.080057240954004349,0.99679026789532432) (-0.99440164580113688,0.10566629939573974) (-0.17950582456620578,-0.98375691049507041)
 (1.0000000000000002,0) (0.96263626928384438,-0.27079773459038159) (-0.97957097989358255,-0.20109872040947047) (0.62559387827697299,-0.78014889570028667) (0.88765811751427126,0.46050305798226859) (0.66870711825882634,-0.74352591749714836) (-0.59796127065974924,0.80152499573686331) (-0.7292876933971576,0.68420717641621853) (0.14541501070368204,-0.98937074681943582) (-0.29223113965034453,0.95634771972262356) (0.86162879740097553,-0.50753897928075409) (0.2065404103753099,-0.97843807105099889) (-0.26516650065407893,0.96420263789873051) (0.64200058234042945,0.766704149117865) (0.68786882614420841,0.72583502121280274) (-0.72911076705734545,-0.6843957110919453) (-0.83944975203671668,0.54343731359329295) (-0.82565353237404904,-0.56417749377146931) (-0.51041816697953779,-0.8599263310407752) (-0.30425546836078204,0.95259047337907043) (-0.33415662075140456,0.94251756100775275) (0.53105335613895055,-0.84733838160061992) (-0.9976409894749223,0.068647331481262688) (0.81638232467958272,-0.57751181801826412) (-0.54848568890798999,-0.83615994227368284) (-0.97737537276602404,-0.21151212899140404) (0.98927954260001527,0.1460341966564831) (0.69852768287023437,0.71558303240360732) (0.040430677893554076,-0.99918234586339061) (-0.089710070688601123,0.99596792278519042) (-0.95638704260311291,-0.29210242166211486) (0.25510933108243489,0.96691221379951198) (-0.998434301913531,-0.055936971337747901) (0.95646343260563749,-0.29185219219365338)
 (1,-5.5511151231257827e-17) (-0.15787960656358047,-0.98745836865729653) (-0.059324569952044492,0.99823874669339774) (-0.87197986277749329,0.48954174378753806) (0.28454719971605602,0.95866203175767373) (-0.36705047971608595,0.93020102415563477) (0.51669604603534913,-0.85616890623955533) (0.8371109068259136,0.54703320710272918) (0.45823394413293317,0.88883162209969591) (0.14541501070368207,-0.98937074681943571) (0.91622657412033104,0.40066053571037163) (-0.62524555938612636,-0.78042808154751286) (-0.55750507545447536,0.83017353056002652) (-0.87819583774461574,0.47830123412764952) (-0.86927665510062113,-0.49432590150332634) (-0.75556518355558833,-0.65507347175611585) (-0.49280487797333916,0.87013984637280128) (0.36564922090328594,-0.93075273153121663) (0.90096400138696353,0.43389384439605966) (0.39759364562312333,-0.91756160172498158) (0.54327005731429501,0.83955800563494343) (-0.61604438225279012,0.78771144405472415) (0.72605518759645093,0.68763643341833136) (0.93451950052530552,-0.35591193171616653) (0.79294296127460795,-0.60929587243395644) (-0.87309352545831775,-0.48755276207069781) (-0.011984375368499445,-0.99992818479480161) (-0.90485519860313457,0.42571947284671163) (-0.62380517285656389,-0.78157987839848631) (-0.76728432909451594,-0.64130707022921496) (0.19248977819839613,-0.98129897854279491) (0.43266068627331888,0.90155683711760592) (0.0061728717846231684,0.9999809476454693) (-0.018652900556844043,-0.99982601951580363)
 (1,-5.5511151231257827e-17) (0.90642632505457743,-0.422363963008273) (0.10229145416957286,0.994754471416879) (-0.59607465077391841,0.80292901971765329) (0.98335614483727285,-0.18168844875438811) (-0.62002024638608122,-0.78458581052128662) (-0.99584837446657626,0.091027551171491528) (0.20194120747991723,-0.97939764586277911) (0.83711090682591371,0.54703320710272907) (-0.72928769339715771,0.68420717641621853) (-0.01589701233592361,-0.99987363451527789) (0.99996479471136945,-0.0083910272225702354) (-0.84210852168118633,0.53930811018556668) (-0.43786922626971497,-0.89903867585658481) (0.90562893952947354,0.42407101278762516) (-0.14111017220053856,0.98999389861833709) (-0.98040155989047029,-0.19700959713763433) (0.92712176362072696,-0.37476023724615448) (-0.99855285397206595,0.053779157898224461) (-0.8982912849640482,0.43940046353826162) (0.73025586223462191,-0.68317375218312459) (-0.86339536453563348,0.50452794223747555) (0.55185566317200641,-0.83393964231530926) (0.18446895817417258,-0.98283834045591423) (0.62948731471207364,0.7770107596530329) (0.98767644591210058,0.15650954664314343) (0.9999777601670341,0.0066692706738928353) (-0.6403760086950393,0.76806156490727473) (0.5790227802014305,0.81531136384071456) (-0.29107642995456412,-0.9566998024066411) (-0.49909984586834627,0.86654448463664779) (-0.7363612023208449,-0.67658863404331626) (-0.89013142889587282,0.45570389431273484) (-0.35068444419428157,-0.93649368422864854)
 (1,5.5511151231257827e-17) (0.9953567452534039,-0.096254608609408154) (-0.9991867915131748,0.040320660530394264) (-0.72869959672440754,0.68483348175573722) (0.96543630754705823,-0.26063909159967125) (-0.97517424556057708,0.22143890984955378) (0.69949155499843152,-0.71464086399105187) (-0.99584837446657637,0.09102755117149125) (0.51669604603534913,-0.85616890623955522) (-0.59796127065974924,0.8015249957368632) (-0.83881236280500271,0.54442062782878553) (-0.09672712045579504,-0.99531093843498497) (0.42330267924641451,-0.90598832318237243) (0.29191098152362777,-0.95644549184253702) (-0.73324073848641946,0.67996913122868363) (0.3913583863801523,-0.92023834597886855) (0.034735471325886558,0.99939654143476386) (0.35367185754239372,0.93536956182169728) (-0.45522563809569017,-0.8903761106523308) (0.81509767646066966,-0.57932355193658136) (-0.95694149084045521,-0.29028086934561781) (0.35877947686634587,0.93342235187481504) (0.96422013802999684,-0.26510285818416712) (-0.93884404565178514,-0.34434264613054927) (0.97840953947891629,0.20667552602244804) (-0.45385123845131203,0.8910774676515002) (-0.99998311182108812,0.0058117185593618004) (-0.49471489994986262,-0.86905533067095186) (0.65481170615016349,0.75579205439638741) (-0.10019992497557406,0.99496732360157902) (-0.99164661800090581,0.12898443707426796) (0.15849631680411386,0.98735956852583873) (0.87090801125626938,-0.49144606614525882) (0.88437457355918181,-0.46677790612026121)
 (0.99999999999999989,0) (0.030933239905022947,-0.99952145283079241) (-0.41383101253773319,0.91035371865115899) (-0.84464533546673215,0.5353263091557251) (0.041463802121033455,-0.99914000676264925) (0.17600699068698744,0.98438891665302208) (-0.97517424556057675,0.22143890984955372) (-0.62002024638608089,-0.7845858105212864) (-0.36705047971608595,0.93020102415563455) (0.66870711825882623,-0.74352591749714803) (0.58483886525168161,0.81114949404602665) (0.50496129632244302,0.86314198670691389) (-0.45817612778015793,0.88886142673218693) (0.99014229716536262,-0.14006509688033852) (-0.12871489147146498,0.99168164080691223) (0.79231204208031669,-0.61011607745946017) (-0.9382968780477815,-0.34583083819374139) (-0.45038900902751938,-0.89283242579288591) (-0.31707068385173814,-0.9484019092356315) (0.61423748344983387,-0.78912122891556657) (0.25601250462725267,-0.96667346993412451) (-0.69166651530402923,-0.72221702528199994) (-0.99978146520719491,-0.020905067044954706) (-0.93086692016371186,0.36535842257285556) (-0.87685044733713102,-0.48076324007215165) (0.99653234736211094,-0.08320625373709073) (-0.90667725969984159,-0.42182501910529796) (0.92002745785052908,-0.39185389726413711) (0.22631179077463487,0.97405491290603186) (0.9913916764876809,0.13092953750374853) (0.3836240332440104,-0.92348936166996409) (0.63168896249411921,0.77522193897173941) (-0.27837466013900869,0.96047256524717628) (0.38839426961494344,0.92149329424053561)
 (0.99999999999999989,5.5511151231257827e-17) (-0.99844261861606565,0.055788326118402065) (0.45042819541575674,-0.8928126571540661) (0.98299881121999255,-0.18361191992918191) (-0.98962098985846714,-0.14370211004556155) (0.041463802121033455,-0.99914000676264936) (0.96543630754705823,-0.26063909159967125) (0.98335614483727274,-0.18168844875438794) (0.28454719971605591,0.95866203175767373) (0.88765811751427104,0.4605030579822687) (-0.81392294594392156,0.5809728376318184) (-0.61711873523548921,-0.78687004430296514) (-0.99906392075873063,0.043258319872502671) (0.18731501651222671,0.9822998954438622) (0.38428561113193282,0.92321425957193537) (-0.99105799699625075,-0.13343180501581836) (-0.7024618447648654,0.71172140381580551) (-0.16532732889686058,-0.98623875117530713) (0.87024252844748451,-0.49262352936225867) (-0.74873130552460965,-0.66287361700961722) (-0.99288755188260236,0.1190559083648185) (-0.77465847512200359,-0.63237982804770998) (-0.44635053899339927,-0.89485819901272723) (-0.17071582243194133,-0.98532030729676157) (0.30580791344566138,0.95209323076787555) (-0.12297888197530399,0.99240928783849258) (0.97892163659876053,-0.20423620981305804) (-0.048113677361681706,-0.99884186638863692) (0.1988497287936154,0.98002999207101049) (0.50570153691948616,-0.8627084997594896) (-0.33150665864048767,0.94345287920331167) (0.24490650209298959,0.96954670090335293) (0.94629595712483094,-0.32330165717051196) (-0.30525571643574795,0.95227041725725026)
 (1,-5.5511151231257827e-17) (-0.72144282890734557,0.6924740028464369) (-0.94649315029273196,0.32272390126691852) (-0.65759947916710182,0.75336772229712357) (0.98299881121999277,-0.18361191992918219) (-0.84464533546673215,0.53532630915572532) (-0.72869959672440743,0.68483348175573733) (-0.5960746507739183,0.80292901971765329) (-0.87197986277749306,0.48954174378753801) (0.62559387827697288,-0.78014889570028667) (-0.99992644210388337,0.012128906853845434) (0.20002474647810814,-0.97979084543404915) (0.63088281472586427,-0.7758781309481344) (-0.15345018875419902,0.98815638416765816) (-0.407181615751604,0.91334721316370859) (-0.45469080810779572,0.89064935245150179) (0.75770767747383561,-0.65259411236786835) (-0.90068238856977778,0.43447811788425017) (0.60336190817713264,-0.79746749636637182) (-0.17598649954877027,-0.98439258021206655) (0.69268371984686339,0.72124147430601393) (0.39191099854074174,0.92000313544182999) (-0.96197933223304655,-0.27312225166848236) (0.20508968519938126,-0.9787431844078498) (-0.68410489266691799,0.72938364104851183) (0.17182323634679542,-0.98512779650729254) (0.65045643804460707,0.75954356175687643) (0.98517108016927191,0.1715748897656944) (0.85002376034909244,-0.52674434675845172) (-0.15022409225404865,-0.98865197218558531) (0.99961656952801525,0.027689599582557789) (-0.84807192460887126,-0.52988112883004734) (0.82420178465919125,-0.56629622828039694) (0.53168597967277942,-0.84694156765351669)
 (1,0) (0.52736870119369916,-0.84963654170549396) (0.27896095847337005,-0.96030244384132391) (-0.94649315029273207,0.32272390126691847) (0.45042819541575663,-0.89281265715406632) (-0.41383101253773336,0.91035371865115933) (-0.99918679151317491,0.040320660530394237) (0.10229145416957264,0.99475447141687912) (-0.059324569952044548,0.99823874669339774) (-0.97957097989358244,-0.20109872040947047) (-0.06513540235381482,-0.99787643491577005) (-0.53016432646481904,0.84789491503611814) (-0.96322746383707136,0.26868727716436958) (0.80824062639374183,0.58885234978443601) (0.48945970244803705,-0.87202591686226838) (0.86008794371581898,-0.51014579197979648) (0.58363009860699733,0.81201964754554201) (-0.8145175999629034,0.58013884489031842) (0.99351378367018572,0.11371174810612628) (0.74148114959725031,0.67097369903144466) (-0.33946512362165476,-0.94061864208856427) (-0.26850529424510777,0.96327820849552515) (-0.87288059349260838,-0.48793387820891465) (0.76773827671356554,0.640763558942676) (0.77144194440243485,-0.63629971429868737) (-0.83407824508649364,0.55164615567720143) (0.78899966442746494,0.61439362751687776) (-0.54840598494341997,-0.83621221928302247) (-0.55185640114969003,-0.83393915396155394) (0.72775062947813762,-0.68584183402164545) (-0.6187232901401768,0.78560899322634703) (-0.0021295981473119507,-0.9999977324032947) (-0.046487744279774645,-0.99891886038445499) (-0.03740955679192004,0.99930001754259556)
 (1,-5.5511151231257827e-17) (-0.88133125307642834,0.47249891253920717) (0.52736870119369905,-0.84963654170549396) (-0.72144282890734568,0.69247400284643679) (-0.99844261861606587,0.055788326118402176) (0.030933239905023058,-0.99952145283079274) (0.9953567452534039,-0.096254608609408154) (0.90642632505457754,-0.422363963008273) (-0.15787960656358035,-0.98745836865729641) (0.96263626928384438,-0.27079773459038153) (0.99988106858717463,-0.015422343562814633) (0.51574980798071524,0.85673924595985262) (-0.8204761262266419,-0.57168079055721621) (-0.19679648048100784,0.98044436112932387) (0.06053823351233556,0.99816587914194255) (0.99680799135398335,0.079836259762326223) (-0.44698916910489678,0.89453936900670472) (0.0079163160190532933,0.99996866547941776) (-0.89261227040737334,-0.45082517090130936) (0.66309126888493897,-0.74853855553909932) (-0.46314797590218415,-0.88628096697250047) (-0.93697445238126598,0.34939787575889281) (-0.13622055229294733,0.99067853571832531) (-0.11876723949418794,-0.99292212324176254) (0.31685959770584554,-0.94847245365465949) (-0.99778546555885383,-0.066514394829254586) (-0.414844775361214,0.9098921982056466) (0.25541702506928665,0.96683097969849741) (0.68637631373273866,-0.72724655787886505) (0.25940963844566506,0.96576738373248561) (0.83353349030116441,0.55246893174762202) (-0.39891270908857213,-0.91698890425545321) (-0.9964805487960533,0.08382431551236702) (-0.43919796002483025,-0.89839031156286842)


# name: N
# type: scalar
34


# name: argn
# type: sq_string
# elements: 1
# length: 1
x


# name: defect
# type: scalar
0


# name: info
# type: complex matrix
# rows: 1
# columns: 33
 (7.7715611723760958e-16,-1.8041124150158794e-15) (0,1.1102230246251565e-16) (-4.9960036108132044e-16,-2.4424906541753444e-15) (4.4408920985006262e-16,0) (-9.9920072216264089e-16,2.2204460492503131e-16) (-9.9920072216264089e-16,-1.7763568394002505e-15) (5.5511151231257827e-16,4.4408920985006262e-16) (-4.4408920985006262e-16,-4.9960036108132044e-16) (2.7755575615628914e-16,3.3306690738754696e-16) (-2.2204460492503131e-16,8.8817841970012523e-16) (9.9920072216264089e-16,9.9920072216264089e-16) (1.1102230246251565e-16,0) (9.9920072216264089e-16,-4.5623227418190027e-16) (5.5511151231257827e-16,-2.0539125955565396e-15) (4.4408920985006262e-16,2.2204460492503131e-16) (-1.4988010832439613e-15,-1.3322676295501878e-15) (1.2212453270876722e-15,-1.6653345369377348e-16) (1.3686968225457008e-15,1.9984014443252818e-15) (-3.3306690738754696e-16,-1.1102230246251565e-16) (6.6613381477509392e-16,5.5511151231257827e-16) (9.9920072216264089e-16,-3.8857805861880479e-16) (1.1102230246251565e-16,-5.5511151231257827e-16) (5.5511151231257827e-16,-2.2204460492503131e-16) (9.9920072216264089e-16,8.7430063189231078e-16) (9.9920072216264089e-16,-4.9960036108132044e-16) (-6.2450045135165055e-16,7.7715611723760958e-16) (1.1102230246251565e-16,-8.8817841970012523e-16) (-1.6653345369377348e-16,4.4408920985006262e-16) (1.3322676295501878e-15,6.6613381477509392e-16) (-1.4432899320127035e-15,3.3306690738754696e-16) (0,1.2212453270876722e-15) (-6.6613381477509392e-16,-8.8817841970012523e-16) (1.1102230246251565e-16,-4.4408920985006262e-16)


# name: is_convergent
# type: scalar
3.5734777514526423e-14


# name: is_unimodular
# type: matrix
# rows: 1
# columns: 34
 1.9053386877606364 1.905338687760636 1.9053386877606362 1.9053386877606364 1.9053386877606364 1.9053386877606362 1.9053386877606362 1.9053386877606358 1.905338687760636 1.905338687760636 1.9053386877606362 1.9053386877606355 1.9053386877606364 1.9053386877606364 1.905338687760636 1.9053386877606362 1.9053386877606364 1.9053386877606355 1.9053386877606362 1.9053386877606366 1.9053386877606362 1.9053386877606362 1.9053386877606358 1.9053386877606364 1.9053386877606362 1.905338687760636 1.9053386877606362 1.9053386877606358 1.9053386877606364 1.9053386877606364 1.9053386877606364 1.905338687760636 1.9053386877606364 1.9053386877606362


# name: spectrum
# type: scalar
5.8309518948452954


# name: x
# type: complex matrix
# rows: 1
# columns: 34
 (-1.2022094149920548,1.4781772686595762) (-0.37430707225640752,-1.8682103015282456) (-1.9053385389278825,-0.00075309600011600375) (-0.6077474430156764,-1.8058124378199778) (-1.7554528488034102,0.7407434175916886) (-0.44390561697306274,1.8529067214237169) (-1.5568231271737298,1.0984613173773718) (-0.039260677559283828,-1.9049341495902181) (1.8535892533145266,0.44104693069368239) (1.3740654586531948,1.319946828631217) (-1.7626642433039736,0.72341570376585929) (0.5364052251010677,-1.8282737622034873) (-0.80078648848492417,1.7288888093042329) (-0.30689116859348409,1.8804609343766623) (1.6528490633694641,-0.94784254430580783) (-1.8940300285139748,-0.2072818519908938) (1.4675277015921835,-1.2151863890518966) (-1.7055529809050163,-0.84935536991499261) (0.7880644661794346,1.7347247367299361) (1.4178605823996762,1.2727870536561392) (-1.037683001027222,1.5979766908364343) (-1.3462663441599056,1.3482887100542471) (0.83359155189332057,1.7133127676199424) (0.69624616914540172,-1.7735717597627045) (1.544596182513623,-1.1155887002124776) (1.7643089275477541,0.71939524828338686) (1.7344148806525879,-0.78874618024323406) (-1.4680014207225764,-1.2146140719726239) (0.82462986993720389,1.717644052964634) (-1.6024173411044185,1.030812388364279) (1.8856743837626706,-0.2730341251541577) (-1.7246605804930455,0.80985270090974781) (-1.8812795453898725,0.30183238258195333) (-0.82403563191014872,1.717929216359005)


# name: x0
# type: complex matrix
# rows: 1
# columns: 34
 (-1.2022094149920548,1.4781772686595762) (-0.37430707225640752,-1.8682103015282456) (-1.9053385389278825,-0.00075309600011600375) (-0.6077474430156764,-1.8058124378199778) (-1.7554528488034102,0.7407434175916886) (-0.44390561697306274,1.8529067214237169) (-1.5568231271737298,1.0984613173773718) (-0.039260677559283828,-1.9049341495902181) (1.8535892533145266,0.44104693069368239) (1.3740654586531948,1.319946828631217) (-1.7626642433039736,0.72341570376585929) (0.5364052251010677,-1.8282737622034873) (-0.80078648848492417,1.7288888093042329) (-0.30689116859348409,1.8804609343766623) (1.6528490633694641,-0.94784254430580783) (-1.8940300285139748,-0.2072818519908938) (1.4675277015921835,-1.2151863890518966) (-1.7055529809050163,-0.84935536991499261) (0.7880644661794346,1.7347247367299361) (1.4178605823996762,1.2727870536561392) (-1.037683001027222,1.5979766908364343) (-1.3462663441599056,1.3482887100542471) (0.83359155189332057,1.7133127676199424) (0.69624616914540172,-1.7735717597627045) (1.544596182513623,-1.1155887002124776) (1.7643089275477541,0.71939524828338686) (1.7344148806525879,-0.78874618024323406) (-1.4680014207225764,-1.2146140719726239) (0.82462986993720389,1.717644052964634) (-1.6024173411044185,1.030812388364279) (1.8856743837626706,-0.2730341251541577) (-1.7246605804930455,0.80985270090974781) (-1.8812795453898725,0.30183238258195333) (-0.82403563191014872,1.717929216359005)


