# Created by Octave 5.2.0, Fri Sep 17 23:35:20 2021 CEST <ania@ania-bania>
# name: F_norm
# type: scalar
2.187480170984146e-13


# name: H
# type: complex matrix
# rows: 52
# columns: 52
 (1,0) (0.18098558396459602,-0.98348574895470364) (0.44864646381402734,-0.8937093210363023) (0.97933894108476172,-0.20222571170594875) (-0.4490267928835372,-0.893518292634642) (0.82649509816029509,-0.56294391613819283) (-0.87632322991194511,0.48172356877850203) (0.82527940582211001,0.56472462521649014) (-0.99957905273951297,-0.029012365025590514) (0.88644365453309737,0.46283652334059222) (0.63944256778219666,-0.7688388664135748) (0.89711711299377062,-0.44179280842236623) (-0.70483424230255909,0.70937203981956953) (-0.49532354804879458,-0.86870857181701244) (-0.99171183291695597,0.12848206276554966) (-0.52659882437752592,0.85011392069781277) (-0.85436885112872663,-0.51966707248100596) (-0.26407479615169355,-0.96450220426779798) (0.63100747672215807,-0.77577674902044791) (-0.68945012771912495,0.72433315635008932) (-0.65356704179148428,-0.75686862921112552) (0.61102425113952097,-0.79161187744966766) (0.94929189321339813,-0.31439609011456071) (-0.84646695489170964,-0.53244125899140882) (0.45610060627638888,0.88992822011345962) (-0.96945467797345442,0.2452705187245009) (0.90078999348951094,0.4342549799704859) (-0.63530783459857476,-0.77225899496067352) (-0.60405091113295362,0.79694573012184988) (-0.092772371600444159,0.99568734403306958) (0.98647542893272577,-0.16390920691649555) (0.49753900460206518,0.86744160546954785) (0.79479268223446331,-0.60688103633788626) (-0.84621212751992814,0.53284616470253021) (0.99278430874597901,0.11991378697951544) (-0.25714742198542018,0.96637218677187309) (-0.98961484253251486,0.14374443794229227) (0.82932074554646074,-0.5587728527821143) (-0.77617635093523996,0.63051587787212426) (-0.51821470943159598,-0.85525055681287154) (0.35827926668598287,0.93361446382484559) (-0.11772295837562435,-0.99304647679315128) (0.12303532729256045,0.99240229153202386) (-0.9234428681768142,0.38373593682815155) (-0.77281628586590378,-0.63462980413815251) (-0.18180618568686047,0.98333438404542473) (0.14943281573062633,-0.98877188146852979) (0.56018891833403839,0.82836488081988346) (-0.87814571462554647,0.47839325234035984) (0.68081414967374965,-0.73245620592907024) (0.87961530514813302,0.47568573128606284) (-0.17003044661817096,0.98543880947668405)
 (1,0) (0.99933391373131075,0.036492860486150025) (0.99842683441907676,0.056070101764681746) (-0.79510317089951288,0.60647419370121602) (0.98726002294675774,-0.15911520069172691) (0.99365276544032077,0.11249080732577088) (-0.51738862578188161,-0.85575055355607965) (0.97781080078962912,0.20948994691665976) (-0.16310293738401233,-0.98660905723427605) (-0.29876984163130432,0.95432519705371177) (-0.8663683625846742,-0.49940550689029373) (0.91264183892494133,-0.4087601666548511) (-0.7922550577921833,-0.61019007153730709) (0.064235553034535486,0.99793476426385097) (-0.99638946073767365,0.084900191583341111) (-0.42394464824247852,-0.90568810041126213) (-0.5651442452897113,0.824992110274954) (-0.43174748048195033,0.90199451943872055) (-0.99671455475455961,0.080994421662358429) (0.51042570578484792,0.85992185626023043) (0.62143092028416957,0.78346896001996846) (0.89715323796679991,-0.4417194444505318) (-0.70094395881943838,-0.71321635328596777) (-0.95966523859931319,0.28114521127724068) (0.99918387599748593,-0.0403928452407184) (-0.52843562502575936,-0.84897337426072172) (0.87986209652780878,0.47522909327364332) (-0.70495327221148507,0.7092537514869558) (0.67137356687028671,0.74111910898847344) (-0.90253690197670478,-0.43061251789781019) (-0.02515059175637413,-0.99968367383603096) (-0.96483381121674594,0.26286064127778597) (-0.49288997119648192,-0.87009164821525076) (0.86425577296299649,-0.50305264028740848) (-0.88621658054686814,0.46327116504679655) (0.17599939168465586,-0.98439027531088075) (0.82602443068494114,0.5636343139941169) (0.25684777641065798,0.96645187141052213) (0.74526028517579834,-0.66677365525318155) (0.73293825854595529,-0.6802951632634342) (-0.46575124203034274,-0.88491569120859936) (0.2175760522809696,0.97604337069303893) (-0.11772295837562435,-0.99304647679315128) (-0.96408087808758547,0.26560884869648138) (-0.71943554663405873,-0.69455920859157394) (0.97144702293795138,0.23725657340733841) (-0.88294185063238206,-0.46948236218399586) (0.75827787206670072,-0.65193149082859636) (-0.80460287088800997,0.59381328728715088) (-0.63106550330799938,0.77572954728733978) (0.84936132073999449,0.52781184794471159) (-0.31262412932347489,0.94987691506044059)
 (1,0) (0.99389084124015825,-0.11036754821472838) (0.23428382006978146,0.97216824246295486) (-0.93485953067331362,-0.35501782759359013) (-0.72835597949944997,0.68519892522346937) (-0.26819325085569945,0.96336513337127405) (0.019781169499817453,-0.99980433352392495) (-0.022781421520933098,0.99974046973876485) (-0.64419852495198571,-0.76485832704474488) (-0.9993324232121642,0.036533654579077535) (0.19673779097335375,-0.98045613956103395) (-0.67358570637978632,-0.73910912331051937) (-0.85476022800638551,-0.51902307522736535) (-0.94366402149956352,0.33090514430463491) (0.97549621403958287,0.22001621848045833) (-0.51504011453639931,-0.85716607516766108) (-0.51317227538122701,-0.85828562598942126) (0.93817295460464001,0.34616687774597954) (0.8844432654895964,0.46664773666021314) (0.12377010316506615,-0.99231091980412511) (0.85602046161513379,-0.51694193996638882) (-0.84571745076539273,0.53363095250452419) (-0.45100032339713103,-0.892523785843091) (0.77642984944777971,0.63020368841073804) (0.51141397277350531,-0.85933447996226753) (-0.96359840463329838,0.26735391261053659) (-0.039162440271253873,0.99923285738210221) (-0.62978531258136594,0.77676924505080058) (0.5543734146233823,-0.83226805607256849) (-0.46553482422755327,0.88502956302680702) (0.98384041576787695,0.17904758111097424) (0.27018080337238842,0.96280960396594018) (0.91802392039502601,-0.39652500751219522) (-0.5119890313968829,-0.85899198583530545) (0.82874024066882035,-0.55963346352428311) (0.54136416913041807,0.84078822326536662) (-0.9328554272887204,-0.36025095666490503) (0.32987405649469037,-0.94402495033327227) (0.5174076507208728,0.8557390507482453) (-0.58743341673627592,0.80927250101652737) (0.67119230800657903,-0.74128326952171331) (-0.46575124203034279,-0.88491569120859948) (0.35827926668598298,0.9336144638248457) (0.91689030337554356,-0.39913928843939106) (-0.7346020235056967,-0.6784982439633398) (0.98512015148283905,0.17186706241286687) (-0.38787822707205394,0.92171062756346722) (-0.49558903738459492,-0.86855714033344444) (0.78233056782982624,0.62286345424905232) (-0.38837391705838076,0.92150187224374647) (-0.9417564034851108,-0.33629581694512367) (-0.22908675312169813,0.9734060096096373)
 (1,-2.7755575615628914e-17) (0.99971732021579973,-0.02377561062393041) (0.29242397872491699,0.95628877263444312) (0.15652055203957649,-0.98767470190808615) (-0.94057049276850568,-0.33959851020464116) (-0.23454484434790535,-0.97210530087527958) (0.96499156081637461,0.26228093250020679) (-0.62347337609918974,0.78184458129188272) (0.69568028003582438,-0.7183515490129313) (-0.88427048846293566,0.46697505632905184) (0.99848234711393025,-0.055072701966197457) (0.55941421874358066,-0.82888825053049831) (-0.30940593522084742,0.95093005381579621) (-0.93552979489316601,0.35324779244483784) (-0.035655751005843672,0.9993641315457592) (0.14687259693733906,0.98915541765128223) (-0.5272151683601074,-0.84973182019447957) (-0.76536529990710145,0.64359611379972792) (0.46121562972353208,-0.88728808337468734) (-0.70148801282561424,0.71268125263821269) (-0.97940393585261587,-0.20191069916278737) (0.34175153000818281,0.93979034456471533) (0.46748587011485654,0.88400054368928815) (0.47356271570376973,0.88076010030840468) (-0.99980692816883698,-0.019649589959960384) (-0.38333304211959218,0.92361018769789471) (0.91628237732372231,0.40053290127777036) (-0.95170931070293729,-0.30700063179306336) (0.54244471773891667,-0.84009149989578358) (0.94799247950218546,0.31829272503043354) (0.30115226783170723,-0.95357606491554736) (-0.99983061929045092,-0.018404693131755079) (-0.32263149478286735,-0.94652465291410792) (0.94174858976162845,-0.33631769754502061) (-0.49470897797915397,-0.86905870176117661) (-0.56258100595863525,-0.82674216762819719) (0.95720020348345058,-0.28942662360474197) (-0.19155188120634456,0.98148248930192883) (0.13847904561097471,-0.99036536385652874) (-0.62102142562428853,-0.78379358820774803) (-0.58743341673627592,0.80927250101652726) (0.73293825854595529,-0.68029516326343409) (-0.51821470943159598,-0.85525055681287154) (-0.84071689437710817,0.54147493340773467) (0.77074363569540627,0.63714539002885917) (0.97194119831398285,0.23522395077878305) (-0.40623254898066319,0.91376972818575786) (-0.86678687292228163,0.49867877128429372) (0.81389717050334243,-0.5810089464428696) (0.97522233381487722,0.22122703186695933) (-0.98939926416348467,-0.14522085274765201) (0.10472061388451628,-0.99450168075657353)
 (0.99999999999999989,-5.5511151231257827e-17) (-0.99475673420128885,-0.10226944686066292) (-0.083621458958778205,-0.99649759237120383) (-0.22126788780714851,0.97521306483525083) (-0.2637907755295969,0.96457992242503932) (-0.83648815937971654,0.54798499908075504) (0.99320341735280104,-0.11639145913132215) (0.50189630414515196,0.86492780038881745) (-0.999692262165078,0.02480687338762344) (0.44492931958843757,0.89556568746830068) (-0.92933107647635782,0.36924754609244809) (-0.89302412044937163,-0.45000880024242479) (0.97952120726636493,0.20134101548229838) (-0.44927477773840868,-0.89339362774093267) (0.13767321537163896,-0.99047770584159778) (0.97858047410197102,-0.20586465385384053) (-0.035437464161914678,-0.9993718958094493) (0.83127195016244926,-0.55586594145811707) (-0.43233320115376023,-0.90171392535556538) (-0.62350557672715357,-0.78181890216989525) (-0.55458698333573331,-0.83212575847318393) (-0.50037295358758238,0.86580997182871422) (-0.98934489893185196,0.14559076535798676) (0.37617428456256591,0.92654892349721218) (0.85692278808824029,0.51544479360555862) (-0.99999699832716882,-0.0024501707395937489) (-0.93289634615152406,0.36014498099673242) (0.72510866933431384,-0.68863445866164774) (-0.94593408293684655,-0.32435892270512218) (-0.90649506977803318,-0.42221640004637306) (0.96328481778437403,0.26848158191229105) (0.26722738997835549,-0.96363349985632851) (-0.99597923771531882,-0.089584362698031827) (0.13712416479891931,0.99055386699976988) (-0.98070143402184473,0.19551137385711667) (0.92306025413720638,-0.3846553876291825) (0.98146257532058923,-0.19165388919893206) (0.33649766436768119,0.94168430053553243) (0.12142444151032916,-0.99260067751533698) (0.13847904561097452,-0.99036536385652851) (0.51740765072087258,0.85573905074824497) (0.74526028517579812,-0.66677365525318155) (-0.77617635093523973,0.63051587787212415) (-0.81137125675792665,0.58453116572776764) (0.7928025519300369,0.6094785588133691) (0.95271479714234453,0.30386594956661578) (0.57227557517366723,-0.82006137944647084) (0.93019646859882377,-0.36706202446763336) (0.47705635906597571,0.8788727042494352) (-0.58730893569204579,0.80936284449947238) (0.096020601386353654,-0.99537934683687435) (-0.033888229756547206,0.99942562899095577)
 (1,0) (0.98499232205106768,0.17259816192661326) (0.1132817449940568,-0.99356290502972211) (-0.48570897195367324,0.87412058353736632) (-0.39302215321195189,0.9195290028512646) (-0.55509330126948586,-0.8317880901321828) (0.37911595395279069,0.92534917380330861) (-0.74251185231375083,-0.66983292631342262) (0.40596810839927033,-0.91388724411861599) (-0.37698906314149888,0.92621770997519504) (-0.27867047556372659,-0.96038677940144868) (-0.97704146196488129,-0.21304924689265503) (-0.14631415766316952,0.98923817519711432) (0.87431354502024905,-0.48536154049751951) (-0.99457430571609429,-0.1040286038037096) (0.99942611436036655,-0.033873912300459663) (0.9997031147597979,-0.024365597459476085) (-0.99999889149184051,-0.0014889644355179921) (-0.26314163425926768,-0.96475721314710161) (0.99911171433644008,0.042140031747727846) (-0.92232025356943725,0.38642638348799196) (0.98082862712785668,-0.19487227664930645) (0.69834214066202738,0.71576410539756541) (0.99967005720513891,0.025686119354125014) (-0.75166559491829021,-0.65954441352810567) (-0.82795552677815076,-0.56079376394314073) (0.63526931711973089,0.77229068020158775) (0.1015136074944617,-0.99483415074748027) (-0.78364041095082948,0.62121470227676912) (0.26084430778487983,-0.96538088187835303) (0.89835084058679737,0.43927868969140127) (-0.95310883113110245,-0.30262775156932359) (-0.4012048012428116,0.91598837736060579) (-0.93879750953487517,-0.34446949950774364) (-0.079601598460976752,0.99682675802892484) (0.0030951356238618777,0.99999521005626302) (0.080753163501611325,-0.99673413033992286) (-0.1705582281298339,-0.98534759898079138) (0.3364976643676813,0.94168430053553265) (-0.19155188120634442,0.98148248930192872) (0.32987405649469026,-0.94402495033327227) (0.25684777641065798,0.96645187141052213) (0.82932074554646085,-0.5587728527821143) (-0.63710723163858085,-0.77077517824189401) (-0.78113835609735849,-0.62435796513980357) (-0.94128496763224057,-0.33761310654293553) (-0.6828050805585506,0.73060058990082311) (0.99352272535390673,-0.11363359628800523) (0.27641220411077499,0.961039173716984) (0.68118696638349796,0.73210949784116808) (-0.84090423941907666,-0.54118394296858408) (0.99846882616972366,0.055317295371824948)
 (1,-2.7755575615628914e-17) (-0.15143117464212527,0.98846780389980671) (-0.98672981329047893,-0.16237079652368613) (-0.77570310863846714,-0.63109800130298155) (-0.78597500398869757,-0.61825827378609965) (0.89022378993057061,-0.45552343939873358) (-0.40667656007881697,-0.91357220594896638) (0.9046033610138986,0.42625433633261567) (-0.99634160484129164,-0.085459969940783531) (0.72286517052541255,-0.69098910645629308) (0.85575995589159803,0.51737307418574741) (0.95851973641768773,0.28502616528621816) (-0.99198556000567006,0.12635129101135745) (-0.83420158929293919,0.55145961631032836) (0.99912051683187342,0.041930810218868214) (0.99602200603663982,-0.089107595022803812) (-0.12730160834999252,0.99186405344255957) (0.99996052877798502,-0.0088848683756567737) (-0.95439629895372002,-0.29854263438149348) (-0.20014236067859445,0.97976682708795559) (0.95617002389026151,0.29281203085545593) (0.99964981307590617,-0.026462260245590258) (0.99842623960678989,0.056080692440854923) (0.81228892546807652,-0.58325526278115791) (-0.44455901144818866,-0.89574956619593682) (-0.68352368854849854,0.7299283301756796) (-0.99317333941127772,0.11664783702517219) (-0.23740728277042689,-0.97141020279157186) (-0.98566075583124302,-0.16873907198447916) (0.7260887145948145,-0.68760103151322427) (-0.96604139470147499,-0.25838735209609098) (0.4519738431116892,-0.89203119067824665) (-0.41533841614165329,0.90966697207106695) (-0.79405198375034702,-0.60784985572272565) (0.52052549989031305,-0.85384612428934736) (-0.24926264840046597,0.96843592049881411) (-0.43598247130885881,0.89995515705585027) (0.08075316350161138,-0.99673413033992275) (0.98146257532058956,-0.19165388919893209) (0.95720020348345047,-0.28942662360474203) (-0.93285542728872017,-0.36025095666490503) (0.82602443068494114,0.5636343139941169) (-0.98961484253251497,0.14374443794229233) (-0.81220294646251157,0.58337498554327394) (0.83292642066684253,0.55338375270251805) (-0.33521720695685231,0.94214087277861314) (0.72084441125814647,0.69309691584791833) (0.0069866736809845176,-0.9999755928975842) (-0.99921837014012493,0.039530352572575131) (-0.85064255039041148,0.52574447354708032) (-0.73571315025622541,-0.67729326036810722) (0.87295416544050775,0.48780223968332365)
 (1,-5.5511151231257827e-17) (0.29762966344804753,0.95468140415313507) (-0.30751728807570811,-0.95154249381441813) (-0.27473154346722212,0.96152097170270656) (0.3784246424880055,-0.92563210292093112) (0.6167255000418862,0.78717828831725645) (0.72654020860525503,-0.68712395190375353) (-0.99903877443760569,0.043835227502625473) (0.78858232032719899,-0.614929202483807) (-0.99977440864098821,-0.021239864090000227) (-0.8722803073492682,-0.48900620181206944) (-0.61390398561708448,0.78938070437746211) (0.874410996578872,-0.48518595307566692) (-0.96666518070676444,-0.25604380173938662) (-0.88251256300648562,0.47028882203994948) (-0.82208963912923283,0.5693580817344811) (0.37270503745425809,0.92794986667180435) (0.30610013425811106,0.95199932132705123) (0.98699788927944976,-0.16073321547804104) (0.95026182382965496,0.3114521892232221) (-0.0022923360205540644,0.99999737259433263) (-0.97735246279038313,-0.21161796586672799) (0.97401795425620508,-0.22647080338656683) (-0.24523927415890101,-0.96946258226401671) (-0.99997209814649279,-0.0074701357752076647) (-0.63519143892977792,0.77235473450372383) (0.40218651747118989,0.91555775632365022) (0.99250899268017834,-0.12217159837285002) (-0.81034287993727117,0.5859559854929115) (0.9313975973784171,-0.36400345547496094) (-0.93735159866713413,-0.34838481665561649) (0.17774162860608095,0.98407718877152006) (-0.99081791860615076,-0.1352030035501218) (-0.97705991558376615,-0.21296460118865612) (0.38473230651837675,-0.92302819692631777) (0.26236704000732869,-0.96496815300702654) (-0.24926264840046591,0.96843592049881377) (0.0030951356238619332,0.99999521005626257) (0.92306025413720649,-0.3846553876291825) (-0.56258100595863525,-0.82674216762819686) (0.54136416913041796,0.84078822326536629) (0.17599939168465578,-0.98439027531088041) (-0.25714742198542012,0.96637218677187287) (0.80894474206678557,-0.58788468621193157) (0.1987261116460709,-0.98005506608048965) (-0.1989409229249966,-0.98001148421115436) (0.30411324969543824,-0.95263588603394522) (-0.90768720460697661,0.41964739793399375) (0.36431687813833691,0.93127504653756044) (-0.69419196356886503,-0.71978991220800204) (0.46677899413035023,-0.8843739993004418) (0.97421560123451145,0.22561906460066478)
 (1,0) (0.020215530924936775,0.99979564527428444) (-0.46604528519434035,-0.88476086721109315) (-0.99642129129447232,-0.084525796388182639) (-0.96498023549079348,-0.26232259741038882) (-0.78936941725335041,0.6139184987480879) (0.618747305558349,0.78559007877154574) (-0.10039771844567541,-0.994947384604283) (-0.64901937586912062,0.76077187759962406) (0.9027711047831265,-0.43012129959890716) (-0.0062435710521474008,0.99998050872030342) (0.78960216094630875,-0.61361912244397954) (-0.14684620257691428,0.98915933640073339) (0.98706212053635156,0.16033829923721105) (-0.80482593696568139,-0.59351091918120025) (0.65599663004137976,-0.75476381827320849) (-0.57812537128618047,-0.81594794875360499) (0.51299672271250751,0.85839056523602764) (0.18065305523945485,0.98354688430834369) (-0.99102018838240846,-0.13371232635211866) (0.92125485134988161,0.38895950800090745) (0.19901031802131253,-0.97999739454809554) (-0.95731392664409376,-0.28905024797302381) (-0.24773096233324871,-0.96882886533249113) (-0.61660742367018029,0.7872707825613896) (0.13200949982660398,0.99124845117434091) (0.19497771484754572,0.98080767264170032) (-0.13704280101636951,-0.9905651269298692) (-0.22490835918257962,-0.97437992075463042) (0.63237564754571218,-0.77466188778791822) (-0.5204174265350725,-0.8539119990716918) (-0.19650857507127528,0.98050210602703813) (0.97365325194825836,-0.22803364876829244) (0.2024936388627197,-0.97928357804066835) (0.23592265919257355,-0.97177183478402229) (0.38473230651837692,-0.92302819692631788) (0.52052549989031316,-0.85384612428934725) (-0.079601598460976752,0.99682675802892473) (-0.98070143402184495,0.1955113738571167) (-0.49470897797915386,-0.8690587017611765) (0.82874024066882035,-0.55963346352428311) (-0.88621658054686814,0.4632711650467965) (0.99278430874597901,0.11991378697951555) (0.057831511139996683,-0.99832635762022437) (-0.45865968472479446,0.88861200397482343) (-0.95395243758450532,0.29995790842479964) (-0.048867017271764013,0.99880529364984882) (0.57109068412766562,0.82088697791023246) (0.86232602364536237,-0.50635346245876278) (-0.68319793851634547,0.73023323452648714) (0.85046355591765743,0.52603397234008864) (-0.24850660562103749,0.96863020134760913)
 (1,0) (0.99904195504348481,-0.043762678881575784) (-0.97448450600804482,0.22445477840816164) (0.11093705183441677,0.99382743498571602) (-0.99883933551438808,-0.048166189689208494) (0.69149456442276613,-0.72238166323195729) (0.63433339334642891,0.77305960060373358) (-0.033744553817387585,-0.99943049037322551) (-0.58592181388370723,0.81036758820625721) (0.62129342348239969,0.78357799990653088) (-0.88551978150024602,0.46460167517106188) (-0.37267884241252436,0.92796038731082742) (-0.93124449655897623,-0.36439496103626146) (0.70282979251134581,0.71135805524254692) (0.49162989065561774,-0.87080425505043635) (0.24369941842842119,-0.96985080989688777) (0.62975520940307039,-0.77679365099728648) (-0.69904233436114493,0.71508028554206537) (0.90779973902977829,-0.41940390295926766) (-0.9959223560897803,-0.09021452566289502) (-0.19213311661172275,0.98136887330965739) (-0.54299342800771266,0.83973694520393283) (-0.96720955354220717,-0.25397968331479681) (0.96945678457618212,0.24526219202969193) (0.80311260722782651,0.59582727372261346) (0.48030305619773722,-0.87710260186999423) (0.50583489469406873,-0.86263031439304305) (-0.99839673102463755,-0.056603599526151877) (0.26230163982932708,0.96498593240670938) (0.87248579702422102,-0.4886394724037445) (-0.46733968997090947,0.88407783264704387) (0.66608765326759123,0.74587347329454878) (0.12256052819609244,-0.99246104050904405) (0.98287510866590821,-0.1842729517997109) (0.20249363886271984,-0.97928357804066857) (-0.97705991558376637,-0.21296460118865632) (-0.79405198375034713,-0.60784985572272565) (-0.93879750953487529,-0.34446949950774375) (0.13712416479891931,0.99055386699977033) (0.94174858976162856,-0.33631769754502056) (-0.5119890313968829,-0.85899198583530545) (0.86425577296299672,-0.50305264028740837) (-0.84621212751992836,0.53284616470253032) (0.10536616639680838,0.99443349248647106) (0.90831242076319385,-0.41829241720034355) (-0.051756796979774339,-0.99865971880635807) (-0.078962384181573614,-0.99687759623955929) (-0.62823433340012791,0.7780241785043035) (-0.74564927255049507,0.66633862438321634) (0.54007117166703456,-0.84161934954835504) (-0.88745437013978279,-0.46089558570222861) (-0.29156616870904367,0.95655066215247009)
 (1,-5.5511151231257827e-17) (0.99608623517063744,-0.08838671904526052) (0.29042294390293066,0.95689838209433487) (0.99474730188591254,0.10236115176519556) (0.19114974757576586,0.98156088654842066) (0.48081759664872026,-0.87682064229404955) (-0.7695247879331899,-0.63861694368093558) (-0.09831623644999915,-0.99515522289254355) (-0.60367893989601962,0.79722753184145523) (0.71414048495652116,0.7000024055287698) (-0.68432342723583772,-0.72917861113460913) (-0.98843086270840286,0.1516721122867436) (0.98006483822390145,-0.19867791240386451) (-0.82618760856413986,0.56339509711663993) (0.89103953227624899,-0.45392571189669739) (0.99680177140422288,0.079913881931763686) (0.16641084134834389,-0.98605650542032119) (-0.89773176116940756,-0.44054248942374918) (0.67101791428177171,0.74144113637762343) (0.20408250143816808,0.97895369277956201) (-0.10464117789238736,0.99451004212591743) (-0.94825392540525799,-0.31751298076380952) (0.83331599707386328,0.55279693289741916) (0.98615053301830868,0.16585272451095262) (-0.88741067648113092,0.46097970808626793) (-0.90890575848800836,-0.41700158535350706) (-0.89967310167107972,0.43656421077493224) (0.73948414880506697,0.67317396983695454) (0.99327689748411507,-0.11576270955852197) (-0.82881332235895622,0.55952522434677543) (-0.72923564863218482,0.68426264603878306) (0.25702480307620867,-0.96640480679870222) (-0.75035766327439746,-0.66103205456723979) (0.12256052819609237,-0.99246104050904393) (0.97365325194825858,-0.22803364876829241) (-0.9908179186061512,-0.13520300355012199) (-0.41533841614165323,0.90966697207106706) (-0.40120480124281171,0.9159883773606059) (-0.99597923771531915,-0.089584362698031883) (-0.32263149478286729,-0.94652465291410792) (0.91802392039502612,-0.39652500751219533) (-0.49288997119648204,-0.87009164821525087) (0.79479268223446342,-0.60688103633788637) (-0.73958336471774033,-0.67306496464515631) (-0.80226532446135546,0.59696762824035643) (-0.53646269972276728,0.84392403201127042) (0.99167837158350802,0.12874007664080955) (0.48522895592691451,-0.87438713412885749) (-0.87122577234025544,-0.49088252526457388) (-0.32163836375946853,0.94686258926949496) (0.96824910804307363,0.24998732922648709) (0.17530135594922602,-0.98451482193127104)
 (1,0) (-0.9995148881029392,-0.031144637749848242) (-0.2179782910148465,-0.97595361808143699) (-0.15330044299091533,0.98817962647425073) (-0.99007242339700408,-0.1405581603066321) (0.92839710152181654,0.37158958796754593) (0.8523245319902697,0.52301328106231537) (-0.16895980740683925,-0.98562294183985188) (0.64653622936355171,-0.76288328341913536) (-0.60809040544413806,-0.793867784210182) (0.6882156567230151,0.72550617491604397) (0.29847894613436721,0.9544162188031583) (-0.57655886384024857,-0.81705561409688721) (-0.49598343292323654,0.86833198390113564) (-0.16980913915539503,-0.98547696891368519) (-0.70716152883711425,-0.7070520292968232) (-0.99272925971163095,-0.1203686708092981) (0.99809065758321724,0.061766003959310839) (0.5947968277106559,-0.80387606864823447) (0.92541512387603408,-0.37895494257431939) (-0.99745361740511851,0.071318168270393001) (0.93790508937784578,0.34689197644098818) (0.43899214454914848,-0.89849089980040431) (0.8166587385164582,0.5771208753846182) (0.90448975520282893,-0.42649534901699304) (-0.84319449355879916,0.53760863649323953) (-0.39216194020596046,-0.91989619667324241) (0.12366387296352695,0.99232416403293378) (0.77411035937059547,0.63305067057473952) (-0.31909765973594445,-0.94772183870112614) (-0.75363370734133761,0.65729463344755212) (-0.65222742151827728,0.75802334437642482) (0.25702480307620851,-0.966404806798702) (0.66608765326759112,0.74587347329454845) (-0.19650857507127517,0.98050210602703802) (0.177741628606081,0.98407718877152017) (0.45197384311168914,-0.89203119067824665) (-0.95310883113110245,-0.30262775156932353) (0.26722738997835555,-0.96363349985632862) (-0.99983061929045081,-0.01840469313175494) (0.27018080337238848,0.96280960396594006) (-0.96483381121674583,0.26286064127778591) (0.49753900460206535,0.86744160546954785) (-0.71942162418485933,-0.69457362939807821) (-0.31821230781316101,0.94801947614815485) (-0.4597737763818176,0.88803607728042377) (0.64729180867563552,0.76224229377634545) (-0.67160757448281128,-0.74090705618000086) (-0.89600915935121261,-0.44403556879909239) (0.99296284179065919,0.11842632656220668) (0.99165798104260416,0.12889704664772583) (0.069470809106573037,-0.99758398477625831)
 (0.99999999999999989,0) (-0.99051582462034948,-0.13739869423203677) (-0.0065944122802245042,0.99997825662695217) (0.32925900633955196,-0.94423964476413036) (0.29463809245124678,-0.95560891293284378) (-0.73166695208480714,0.68166228531944539) (-0.51087405621243376,0.85965556980051905) (0.20396493474555377,0.97897819454482371) (0.67312135461799893,-0.73953204254936089) (0.47242518916986315,0.88137077364626626) (-0.48870007176160457,-0.87245185532509639) (-0.20039864240711597,-0.97971444009026654) (-0.7908103177735909,0.61206130518342028) (0.977790528650333,0.20958454638093532) (-0.49452724821405997,-0.86916212571293605) (-0.92930850094399287,0.36930435967265407) (0.59569326345818707,0.80321201178178003) (0.12166086283526006,-0.99257172761175327) (-0.34224053957603312,0.93961237383865159) (-0.46194266333458206,-0.88690979010909177) (0.14729618216109852,0.98909242981673107) (-0.28089685472066134,0.9597379626794178) (-0.55828014247189883,0.82965250709050276) (0.55689567849229293,-0.83058244821125893) (0.99343526345959221,0.11439570496732193) (0.91209578931162461,-0.40997715926622624) (-0.96194622015954256,-0.2732388506797086) (-0.99950393621224398,-0.031494150190625514) (0.070243141014280641,0.99752989987290497) (0.5508801163876027,-0.83458438600825768) (-0.33490336971996126,-0.94225247834654957) (-0.7536337073413375,0.65729463344755201) (-0.7292356486321846,0.68426264603878284) (-0.46733968997090936,0.88407783264704354) (-0.5204174265350725,-0.8539119990716918) (-0.93735159866713413,-0.34838481665561666) (-0.96604139470147476,-0.25838735209609093) (0.89835084058679704,0.43927868969140127) (0.96328481778437403,0.26848158191229116) (0.30115226783170718,-0.95357606491554714) (0.98384041576787684,0.1790475811109743) (-0.025150591756374019,-0.99968367383603085) (0.98647542893272555,-0.16390920691649541) (0.84463509330612518,-0.53534246903804839) (-0.44395716063470381,0.89604801183930494) (0.022809683531480607,0.9997398253231653) (0.63332380489016205,0.77388691561458012) (0.10777075331571395,-0.99417577154634129) (-0.77994478497110509,0.62584833018581731) (0.98517844244974973,0.17153261069629022) (0.027183981336271479,-0.99963044729475325) (0.052776822875928886,-0.99860633232877238)
