# Created by Octave 5.2.0, Fri Sep 17 14:10:09 2021 UTC <root@0x00>
# name: F_norm
# type: scalar
3.1867849336602724e-13


# name: H
# type: complex matrix
# rows: 27
# columns: 27
 (1,5.5511151231257827e-17) (-0.63867233127919931,-0.76947881923961692) (0.24627831222285235,0.9691991502929983) (-0.82903406271978697,0.55919810698027905) (0.10550867004244241,-0.9944183830490454) (0.51201521408012696,0.85897637950672545) (-0.96056463060273956,-0.27805681152423578) (-0.12161249206829827,-0.99257765528594222) (-0.19185065048851685,-0.98142413252738847) (0.74667824279626327,-0.66518538899669699) (0.030148776883788975,0.99954542230576648) (-0.8423919686591681,0.53886526250866451) (0.50295499210901895,0.86431260312031588) (-0.28505880490568669,0.95851003007049584) (0.60412331329634961,-0.79689084718789671) (-0.75789676104208281,0.65237450870027347) (-0.91179447714704631,0.41064684516521788) (-0.33930304625774438,0.94067711931364684) (0.70042605354471954,0.71372497750588226) (-0.054120819457620095,-0.99853439445080483) (0.96642058477823878,-0.25696547105961498) (-0.9429867116897882,-0.33283037958768763) (-0.19382527344906092,-0.98103606629542539) (0.58751761618798937,-0.80921137576580504) (-0.47380872211599195,-0.8806277845076278) (0.80195113595495304,0.59738963461091577) (0.7388978399859869,0.67381746939660636)
 (1,0) (-0.93482680281375108,0.35510399707834805) (-0.58146654894518934,0.81357031193239326) (0.66677279863148098,-0.74526105158202394) (0.98064415318177245,-0.19579848015346324) (0.27970263808697299,-0.96008668059044888) (-0.9708644729186735,0.23962924534443517) (-0.46847929272598693,-0.88347447743947694) (-0.23847392839551795,-0.97114889974483831) (0.045510195569925083,0.99896387427133027) (0.69578803312268245,0.71824718096437157) (0.59613738217413159,-0.80288244567593658) (0.70773533935056987,-0.70647766379010968) (0.95443963786329711,-0.29840405103713707) (-0.86493049636347252,0.50189165809010861) (-0.86131997493286916,0.50806289057718113) (-0.12727197786084796,-0.99186785594220517) (-0.9117944771470462,0.41064684516521793) (0.78013034256472302,0.62561701432254102) (-0.093238658285156401,0.99564378800913511) (0.29710119167884574,0.95484599905063627) (0.53343628536942944,0.84584025055046108) (0.3990488031432104,0.91692968798592933) (-0.65849284979336686,-0.75258698286046055) (0.25933474226728737,-0.96578749808286601) (-0.51529980450382196,-0.85700998330143263) (-0.96932225831862762,0.24579332685830957)
 (1,0) (0.81115272801997695,0.58483437982539299) (0.35898604072527224,-0.93334292870541091) (-0.52664824403673705,-0.85008330594890535) (0.8560996280194012,0.51681082313071447) (-0.5666116115749027,-0.82398500085164983) (-0.0040655012590742889,-0.99999173581560774) (0.023619839838835879,0.9997210126660262) (-0.37208342218235568,0.9281992926829179) (0.7798515300697807,-0.62596452858594298) (0.62129592047786053,0.7835760200501074) (-0.7751923809560084,0.63172523497779842) (0.98725387759354022,-0.15915332599892285) (-0.41431179959478315,0.91013500796119784) (-0.12980383729458031,-0.99153969351892424) (-0.65914620097634835,-0.75201481749926213) (-0.86131997493286927,0.50806289057718124) (-0.75789676104208292,0.65237450870027347) (0.77976107838678277,-0.62607720021821933) (0.82044880921109831,-0.57171999393417272) (-0.74033423013706701,0.67223896620722157) (0.92744720542438286,0.37395411637058318) (-0.94773386910745172,0.31906192713425419) (0.053441962430110811,-0.99857095724421119) (0.096616687757814526,0.9953216644114159) (-0.93286565950908473,0.36022445962022537) (-0.42796181535151218,-0.90379681599408057)
 (1,-5.5511151231257827e-17) (0.73017241374641428,-0.68326294075102478) (0.022013688270768994,0.9997576694023016) (0.81729046068346678,-0.57622591305477266) (-0.52055687619431945,-0.85382699573556065) (-0.9454888976274971,-0.32565433278730421) (-0.76738772913640263,0.64118333818875695) (-0.39695308779665173,0.91783889985590816) (-0.50699822941308936,-0.86194709546003712) (-0.1391246351960555,0.99027487895107491) (-0.89451222420853482,-0.44704348864679788) (0.38088879486999805,0.92462085523877369) (-0.27866469237505659,0.96038845746058188) (0.31934247526628179,0.94763937417712063) (0.71311659463346699,-0.70104544963815962) (-0.12980383729458045,-0.99153969351892424) (-0.86493049636347252,0.50189165809010872) (0.6041233132963495,-0.79689084718789682) (-0.69625275799050812,-0.71779669614077712) (-0.98078705839590274,0.19508138323046648) (0.31977384074726745,-0.94749390012482049) (0.98999236080549036,0.1411209606924948) (0.68580606320115178,0.72778433871342785) (0.3269794423118203,-0.94503145149008394) (0.64527543130293907,0.76395000998547657) (-0.50873177944306425,-0.86092507024984299) (0.075417422299720094,0.99715205079951064)
 (0.99999999999999989,0) (-0.4366098526811098,0.89965095261538974) (-0.98107393333876003,0.19363351291347886) (0.19940325113522245,-0.9799175186905793) (-0.56224290948248834,0.82697213419598592) (-0.9025554910649114,-0.43057355416766252) (-0.12834016701915657,-0.99173020601849937) (-0.79576515672128401,0.60560532968951675) (0.44987838986824485,0.89308982433434747) (0.90868410104957886,0.41748437635403257) (-0.79113058879871057,0.61164727700448529) (0.93001296282603685,0.3675267187233246) (-0.97830616047891961,-0.20716432214305508) (0.96902453169447156,-0.24696448524900549) (0.31934247526628173,0.94763937417712052) (-0.41431179959478304,0.91013500796119784) (0.954439637863297,-0.29840405103713707) (-0.28505880490568658,0.95851003007049573) (-0.97535600125515409,-0.22063696611301437) (-0.61053763302577946,-0.79198724652564656) (0.3625510804225997,-0.93196390170671473) (0.74301629903329303,-0.66927332187296118) (-0.97872107565193267,-0.20519516581713737) (0.89399506117849192,-0.44807681326806326) (-0.7092917596459094,-0.70491503012661794) (0.99784109916456099,0.065674506606906102) (0.82111244416250773,-0.57076646191018654)
 (1.0000000000000002,0) (-0.5538819443077897,-0.83259521483721333) (0.029657498387894138,0.99956011964732394) (-0.53105898340946966,0.84733485478888459) (-0.93120138395323204,-0.36450512002382995) (-0.85206408901094044,-0.52343747307386579) (0.86946441698069277,0.49399557447857967) (0.90098240683536734,0.43385562411146555) (-0.83788690675600674,-0.54584387098038745) (0.85610980842714723,-0.51679395886062063) (-0.98643370410609876,-0.16416012732548044) (0.2116866737266794,0.97733758352297773) (-0.06302355370071383,-0.99801203984668019) (-0.97830616047891994,-0.20716432214305502) (-0.27866469237505664,0.96038845746058199) (0.98725387759354044,-0.15915332599892301) (0.70773533935057009,-0.7064776637901099) (0.50295499210901906,0.86431260312031577) (-0.38464193553517001,0.92306585974553323) (0.76293551595504405,-0.64647459230383331) (-0.42824955715808144,0.90366050970146206) (0.1551383288441078,0.98789275679268862) (-0.13579014576778073,-0.99073762233619056) (-0.51506680595813814,-0.85715003669140699) (0.86953578369044715,0.49386994328653033) (0.48866807686084324,-0.87246977635739764) (-0.86585285624395625,-0.50029874208734915)
 (1,0) (0.98912600699179709,-0.14707053509274254) (0.80856052145535873,-0.58841302088230663) (-0.9185774037764286,0.3952411330711344) (-0.92137981121456292,0.38866340641513575) (0.72048170626013586,0.6934739439549864) (-0.87325591604262731,0.48726184449077248) (-0.037232058344616625,-0.99930664654620405) (-0.85496796920637341,-0.51868079936617462) (-0.58951596431341691,-0.80775672564183776) (-0.36110897829627575,-0.93252362211035578) (-0.49829884153750137,-0.86700534284534914) (0.21168667372667926,0.97733758352297762) (0.93001296282603696,0.36752671872332465) (0.38088879486999794,0.92462085523877369) (-0.77519238095600818,0.63172523497779842) (0.59613738217413148,-0.80288244567593658) (-0.84239196865916799,0.5388652625086644) (-0.99983526808362622,-0.018150391074108208) (0.99584520644228447,-0.091062202948983983) (0.74180180092739223,-0.6706191826520288) (0.93757794062971911,0.34777522229816193) (-0.77116271988922713,0.63663809142483108) (0.43004812997041975,0.90280596249080358) (0.63755518035214498,0.77040469365531705) (-0.77492022966758722,-0.63205904601701113) (-0.16188279663867833,-0.98680999191964136)
 (0.99999999999999989,0) (0.51322321886832933,-0.85825516463021168) (0.87908318372977512,0.47666839215908147) (0.94948013848326418,-0.31382712856890072) (-0.77831501940115644,0.62787397666615807) (0.6292282934507254,-0.77722053158745485) (0.38297068601381995,-0.92376049582892583) (0.93001993664011051,-0.36750907125120058) (0.73451752286320149,0.6785897203811041) (-0.99971215949875802,-0.023991626671214183) (-0.22771226170190212,0.97372846619096154) (-0.36110897829627581,-0.93252362211035567) (-0.98643370410609843,-0.16416012732548041) (-0.79113058879871045,0.6116472770044854) (-0.89451222420853449,-0.44704348864679766) (0.62129592047786053,0.78357602005010729) (0.69578803312268245,0.71824718096437146) (0.030148776883789141,0.99954542230576626) (-0.78838422094978955,-0.61518315984541749) (0.9761835638645211,0.21694619065739934) (0.53394954500818614,-0.84551634128829745) (-0.9907853852809575,0.13544120611417654) (0.87402254045513517,0.48588537617050453) (-0.30689026183048784,-0.95174490657613375) (-0.99579291951370275,-0.091632207473013261) (-0.98676206146474321,-0.16217470226224523) (-0.64237157481028306,0.76639334540153436)
 (1,0) (0.31575372023304538,0.94884118173643572) (-0.31761764401804599,0.94821887357741896) (-0.99857175401923259,0.053427072490959071) (-0.11861992467569754,0.99293973305026684) (0.44328961868672606,0.89637844349614748) (0.85099635039568611,-0.52517160206281421) (-0.3283487175001531,-0.94455657306272789) (-0.43805572859519776,-0.89894781753165809) (-0.80468035398020743,0.5937082852026635) (-0.99971215949875814,-0.023991626671214128) (-0.58951596431341713,-0.80775672564183787) (0.85610980842714723,-0.51679395886062074) (0.90868410104957908,0.41748437635403246) (-0.13912463519605539,0.99027487895107491) (0.77985153006978059,-0.6259645285859432) (0.045510195569925194,0.99896387427133027) (0.74667824279626305,-0.66518538899669721) (0.33477586563415329,-0.94229778721426838) (-0.9999956047006594,-0.0029648911210488627) (-0.012951056680269968,0.99991613154847236) (0.29768065268085864,-0.95466550635261749) (0.664578239876217,-0.74721868491294507) (0.025393045249653245,-0.99967754463774494) (-0.80459456263587747,0.59382454460621859) (-0.085683479134920748,0.99632240836153951) (-0.63182978572054216,-0.77510716799442214)
 (1.0000000000000002,0) (0.87247740717399458,-0.48865445252340339) (-0.74765860352939684,0.66408328737326205) (-0.91455360814142583,0.40446470530257894) (-0.98097542027720142,-0.19413197781914249) (0.14860482078213111,-0.98889666155787714) (0.95195409088040539,-0.30624076942180889) (-0.99490194282990285,-0.10084703343820162) (0.56543144996646733,0.82479529302053067) (-0.4380557285951977,-0.89894781753165809) (0.73451752286320171,0.67858972038110432) (-0.85496796920637341,-0.51868079936617473) (-0.83788690675600663,-0.54584387098038745) (0.44987838986824491,0.89308982433434736) (-0.50699822941308925,-0.861947095460037) (-0.37208342218235568,0.9281992926829179) (-0.23847392839551798,-0.97114889974483853) (-0.19185065048851682,-0.98142413252738825) (0.5188604058070263,0.85485898210510247) (-0.8739223796221699,0.48606550422296446) (-0.9241221095806158,0.38209727372002039) (0.9058784204072815,-0.42353782291598185) (0.82812492785977909,-0.56054357891000806) (-0.055624450738690656,0.99845176171912331) (0.46866614785251959,0.88337536860447063) (0.67408419970801092,-0.73865451444096242) (0.81359756658739868,0.58142841317144756)
 (1,0) (-0.97034424838440847,0.24172720084280191) (-0.60451873689346602,-0.79659092183173241) (0.93184873164786897,0.36284699437401768) (0.99511999161905007,0.098672196084319652) (-0.88137503657472716,-0.47241723603494623) (0.84534675037911056,0.5342180000931066) (0.82016590720157956,0.57212575948318101) (-0.99490194282990307,-0.10084703343820162) (-0.32834871750015299,-0.94455657306272811) (0.93001993664011084,-0.36750907125120058) (-0.037232058344616681,-0.99930664654620405) (0.90098240683536746,0.43385562411146572) (-0.79576515672128423,0.60560532968951697) (-0.39695308779665184,0.91783889985590816) (0.023619839838835921,0.99972101266602642) (-0.46847929272598704,-0.88347447743947716) (-0.12161249206829816,-0.99257765528594222) (-0.9675171616490057,-0.25280534392028225) (-0.42840882662912683,0.90358501385661083) (0.80435326941041008,-0.59415134266345193) (-0.54464174230935458,-0.83866880980171743) (-0.8763589664229372,-0.48165855330318846) (0.54037240963700439,-0.84142596757118082) (0.18995999235132738,0.98179183196127839) (0.40469659349598452,0.91445101958100872) (0.029971637793269612,0.99955074955101164)
 (1,5.5511151231257827e-17) (-0.39522607311598323,0.91858388355627174) (0.96438202890999958,0.26451333107318564) (0.45458851093739433,0.89070156939556488) (-0.99942920015917758,0.033782745139923354) (0.86540157414608077,-0.50107895132951463) (-0.013880011064651587,-0.99990366800649633) (0.84534675037911045,0.53421800009310638) (0.95195409088040539,-0.306240769421809) (0.85099635039568611,-0.5251716020628141) (0.38297068601382006,-0.92376049582892583) (-0.87325591604262709,0.48726184449077248) (0.86946441698069266,0.49399557447857956) (-0.12834016701915674,-0.99173020601849937) (-0.76738772913640263,0.64118333818875684) (-0.0040655012590743445,-0.99999173581560785) (-0.97086447291867362,0.23962924534443519) (-0.96056463060273956,-0.27805681152423556) (-0.82891839556691749,0.5593695500210647) (-0.94813174688284296,-0.31787763455909529) (-0.5697766350573924,-0.82179960217967585) (0.98564426939315131,-0.16883534645459297) (0.52813719303787021,0.84915905773304923) (-0.6802700722914089,0.73296154656614809) (-0.56152849608417288,-0.82745739955930575) (0.86256876524363824,0.50593984348543408) (-0.85981558911662803,0.51060469319428192)
 (1,0) (0.61198699464600248,0.79086782611518314) (-0.14619999190033944,-0.98925505425463656) (-0.81391687017979497,0.58098134947408142) (-0.9319257968161897,0.36264901658285315) (0.15097596701267824,0.98853743347664302) (0.86540157414608054,-0.50107895132951463) (-0.88137503657472693,-0.47241723603494601) (0.148604820782131,-0.98889666155787692) (0.44328961868672601,0.89637844349614737) (0.6292282934507254,-0.77722053158745497) (0.72048170626013575,0.69347394395498629) (-0.85206408901094033,-0.52343747307386568) (-0.90255549106491151,-0.43057355416766241) (-0.94548889762749688,-0.32565433278730421) (-0.5666116115749027,-0.82398500085164961) (0.27970263808697282,-0.96008668059044888) (0.51201521408012707,0.85897637950672534) (0.95049491694447841,0.31074010501174526) (0.019800458779249408,0.99980395169859593) (-0.21780327298626809,-0.97599269171263126) (-0.93368042842449772,-0.35810732689662572) (-0.34835948448733223,0.93736101346691547) (0.19385600618996496,-0.98102999386566925) (0.99622385061628715,0.086821883550499135) (-0.59017252409405407,0.80727714683648411) (0.60809143505989505,0.7938669955394273)
 (1,0) (-0.85729489923789592,0.51482565567450977) (0.45907366714110931,-0.88839820358756771) (-0.60852747962348497,0.79353280117654323) (0.92052809333297492,-0.39067637423417112) (-0.93192579681618981,0.36264901658285315) (-0.9994292001591778,0.033782745139923298) (0.99511999161905007,0.098672196084319652) (-0.9809754202772013,-0.19413197781914254) (-0.11861992467569771,0.99293973305026673) (-0.77831501940115666,0.62787397666615807) (-0.92137981121456303,0.38866340641513575) (-0.93120138395323182,-0.36450512002382984) (-0.56224290948248845,0.82697213419598614) (-0.52055687619431934,-0.85382699573556065) (0.8560996280194012,0.51681082313071447) (0.98064415318177245,-0.19579848015346324) (0.10550867004244235,-0.9944183830490454) (0.92658726889480447,-0.37607982280636698) (0.53392441135704449,0.84553221284409519) (-0.43053799427083744,-0.90257245442637102) (0.76476543165987221,-0.64430880370990606) (0.53230555265814594,0.84655230116591662) (0.33886764453496671,0.9408340552336133) (-0.34134004242516447,-0.93993987862904704) (0.99041117556298952,-0.13815101635506488) (-0.42148893027316531,-0.90683354683049999)
 (1,0) (0.72526857236665976,-0.6884660470475128) (-0.93008546770975087,-0.36734319478538946) (0.87201995213580463,-0.48947032910797461) (-0.60852747962348475,0.79353280117654323) (-0.81391687017979508,0.58098134947408142) (0.45458851093739427,0.89070156939556488) (0.93184873164786897,0.36284699437401768) (-0.91455360814142583,0.40446470530257894) (-0.9985717540192327,0.053427072490959016) (0.94948013848326429,-0.31382712856890066) (-0.9185774037764286,0.39524113307113451) (-0.53105898340946966,0.84733485478888459) (0.19940325113522234,-0.97991751869057964) (0.81729046068346678,-0.57622591305477278) (-0.52664824403673705,-0.85008330594890535) (0.66677279863148087,-0.74526105158202405) (-0.82903406271978708,0.55919810698027916) (0.99923549234963316,0.039095150962592418) (-0.99617780490148933,-0.087348617743191748) (0.93458468277501705,0.35574073525858574) (-0.41376328753530689,0.91038450222308531) (0.96230232075931776,-0.27198206459476787) (-0.99600884428564851,-0.089254591505238456) (-0.89467989796333314,-0.44670782417629723) (0.71206534752322437,0.7021131966119345) (0.14674344887353385,-0.98917458530468694)
 (1,5.5511151231257827e-17) (0.22706465955794575,-0.97387968475568809) (0.91112999034547903,-0.41211908557242427) (-0.93008546770975098,-0.36734319478538952) (0.45907366714110942,-0.88839820358756783) (-0.14619999190033933,-0.98925505425463678) (0.9643820289099998,0.26451333107318575) (-0.60451873689346602,-0.79659092183173241) (-0.74765860352939684,0.66408328737326217) (-0.31761764401804615,0.94821887357741885) (0.87908318372977534,0.47666839215908141) (0.80856052145535884,-0.58841302088230674) (0.02965749838789411,0.99956011964732405) (-0.98107393333876036,0.19363351291347891) (0.022013688270768939,0.99975766940230182) (0.35898604072527229,-0.93334292870541113) (-0.58146654894518934,0.81357031193239349) (0.24627831222285251,0.9691991502929983) (-0.94655445936899341,-0.32254403644878954) (-0.9975345502638564,0.070177069117239643) (-0.41872412366899225,0.90811348864425179) (-0.79425411504608312,-0.60758571472045508) (-0.26566057827867279,0.96406662484946803) (0.20564112123215661,0.9786274721559699) (0.3105836128669871,-0.950546063806743) (0.84545865429761069,-0.53404088221153745) (0.46343577381833745,-0.88613051157569367)
