# Created by Octave 5.2.0, Fri Sep 17 14:20:46 2021 UTC <root@0x00>
# name: F_norm
# type: scalar
8.4953632425315818e-14


# name: H
# type: complex matrix
# rows: 31
# columns: 31
 (1,-5.5511151231257827e-17) (-0.083261475176544641,-0.99652773506381898) (0.78215698413801604,0.62308141696260111) (0.49930085802227031,0.86642867749066566) (-0.61062790489384455,-0.79191764834795464) (-0.036340617996367175,-0.99933946158632292) (-0.95773500165146341,-0.28765198871496006) (0.70341517385218788,0.71077921550541745) (0.76586759240308044,-0.64299831330004986) (-0.95119443852541308,-0.30859219063081228) (-0.99824340129030298,-0.059246196336702639) (-0.94278582216831619,-0.33339900047602272) (0.94744756552471898,-0.31991109793391559) (-0.41711501634589537,-0.90885370832646262) (-0.82281968494739655,0.56830253040354028) (0.96463191019674277,0.26360060286384424) (-0.0091394877324089685,0.99995823400979567) (0.80028248252036049,0.5996231718096362) (0.23554481677048825,0.97186348799229827) (-0.16949961127266722,0.98553025411623685) (0.22974051028885822,0.97325191904882213) (-0.030867711164271283,-0.99952347866744939) (0.069958578597731524,-0.99754989713827635) (0.041693527946571274,-0.99913044680230234) (-0.72425565142344606,0.68953154487753454) (-0.92263283167915422,-0.38567947561116805) (0.64379872773883728,0.76519487593805413) (0.84203731356001299,-0.53941928272229578) (-0.9787292071702185,0.2051563770199589) (-0.85621220040496726,0.51662430051022945) (0.9855840222828004,-0.16918668689012126)
 (1.0000000000000002,0) (-0.90655969368275069,0.4220776253129726) (-0.44830839969004843,-0.89387895084700819) (-0.84903211939932044,0.52834123464698401) (-0.72953180900116543,0.68394688365068834) (0.9947489740660389,-0.10234490018835496) (-0.091419823579006132,0.9958124400994316) (0.34618985389418039,-0.93816447655020863) (-0.91845668463618935,0.39552157772629926) (-0.99667386531104851,-0.081493596103834831) (-0.98463647716692659,0.17461674556669893) (-0.99824340129030331,-0.059246196336702583) (0.012471007635015185,0.99992223396050561) (-0.99421536364092322,-0.10740489141723258) (0.89421462890258074,-0.44763846735576729) (0.64478908894566089,0.76436053716595342) (-0.19923492742965826,0.97995175579826355) (0.98179835754866995,-0.18992626230917847) (0.20447913856387778,-0.97887092197703707) (0.053965771595383627,-0.99854278601175406) (0.061767308518473285,0.99809057685081126) (0.44985991909828793,0.89309912842241779) (-0.30648514123243187,-0.95187544258885981) (0.92748038073442785,0.37387182743919389) (-0.83668903451266396,-0.54767824452525682) (0.81357426624664309,-0.58146101614917967) (-0.54094146507662855,-0.84106024240880128) (0.48644374404596602,0.8737118998151181) (0.16615761519677735,-0.98609920743915036) (0.97202623040924019,0.23487232147786913) (0.79046192024784023,-0.6125111857248795)
 (1.0000000000000002,0) (-0.99856957546872027,-0.053467774857571593) (-0.94668185185646858,0.3221699417475315) (0.93382659379008792,0.35772600231238788) (-0.29340247058184743,-0.95598901157726157) (0.28633435791964501,-0.95812975920526799) (-0.87048917196028308,-0.49218756739672109) (-0.80059471324346698,-0.59920622921212274) (0.34712627866362311,0.9378183974848997) (0.65047676700891621,0.75952615200638696) (-0.99667386531104851,-0.08149359610383472) (-0.95119443852541341,-0.30859219063081234) (-0.19487712574083554,0.98082766369173724) (0.78950738889379157,-0.6137410552359257) (0.53371510522689514,-0.84566434621109876) (-0.071139321743892703,-0.99746638885820038) (-0.96169016926543049,0.27413868449788026) (0.88253061731874904,0.47025494095754883) (-0.13850972042947879,-0.99036107422825725) (-0.83433858140065575,0.55125233023211928) (0.30609896406225312,-0.95199969758399428) (-0.19143607062690071,0.98150508448144724) (0.25515207551114777,0.96690093513366437) (0.88191119613895474,0.47141557263709405) (0.98714655441171184,-0.15981764643832952) (0.35382891886144485,0.93531016041596671) (0.89065987302714222,0.45467019979241502) (0.10889421917142539,-0.99405334315168714) (0.75319308879037361,0.65779949148537409) (-0.89114914520434418,0.45371048147642273) (-0.81965577743737483,-0.57285635766179033)
 (0.99999999999999989,-2.7755575615628914e-17) (0.34765562573753084,-0.9376222938332075) (0.44644163738106502,-0.89481275382758896) (0.69364504037434782,0.72031698436457114) (-0.60082019422536626,-0.79938419687343931) (-0.86610175874681916,0.49986772599925555) (-0.35386080089920396,-0.93529809878293557) (0.20225247604807461,0.97933341407940488) (-0.23388705681432775,0.97226377318849599) (0.347126278663623,0.93781839748489948) (-0.91845668463618901,0.39552157772629903) (0.76586759240308044,-0.64299831330004986) (-0.73022834295666772,-0.68320316681259574) (0.15004180830951686,0.98867965274865977) (-0.99538008384391508,-0.096012961035894351) (0.95131887011283622,-0.30820838302556963) (-0.60791357778132138,0.79400320021339543) (-0.95144955879469351,-0.30780470605463939) (0.66501194239999961,0.7468327232154327) (-0.58686071024368092,-0.8096879070186751) (-0.025184909850116899,-0.99968280985312652) (0.6470399069757492,0.76245613564375891) (-0.76303222073829913,-0.64636044906474599) (0.74861113930330947,-0.66300932279342906) (-0.246227046574782,0.9692121757051243) (0.69657895590798691,-0.71748014480272537) (-0.5127256276284029,-0.85855252068412202) (-0.99321556563372104,0.11628774734634374) (0.99783603598681625,0.065751389993805615) (0.92806502718043737,0.37241818608195532) (-0.20214819741686685,0.97935494397134248)
 (1,0) (0.72379826154102633,0.69001164960469186) (-0.92106109417141346,0.38941810538771587) (0.41751050613979901,-0.90867209556742146) (0.97999969413426669,0.1989989937078705) (-0.44730806431551795,-0.89437995035572249) (-0.69549249235888566,-0.71853336253261468) (-0.62374011132672946,-0.78163180175970248) (0.20225247604807473,0.97933341407940511) (-0.80059471324346698,-0.59920622921212263) (0.34618985389418039,-0.93816447655020851) (0.70341517385218799,0.71077921550541734) (-0.14593333201131908,0.98929442665370093) (0.72554982547421443,-0.68816963806487208) (0.52950747973920198,0.84830526869767775) (0.93098293642278795,-0.36506269610794545) (0.72961312997943562,-0.68386013230894771) (0.079564062372584177,-0.9968297547619509) (0.87864995658061396,-0.47746649495109561) (-0.6900096091868394,0.72380020670750367) (-0.33154076998187698,0.94344089260526809) (-0.80593669137195489,0.59200173099445108) (0.21131453483062451,-0.97741811287151692) (-0.80065185055318733,-0.59912988091544628) (-0.8469864004304537,0.53161455725540807) (-0.99987911815147368,-0.015548282369192701) (-0.54000016429768427,-0.8416649110890122) (-0.75149292479334351,0.65974114922865446) (0.96975473659288169,0.24408144307929391) (-0.1355358099606957,0.99077244825353239) (0.10806051855296189,0.99414431765718247)
 (1,-5.5511151231257827e-17) (0.47720225895757551,0.87879349340205493) (0.31291313194576081,-0.94978174959087047) (-0.99277774908920202,0.11996808289448441) (0.13816055301459051,-0.99040984526139664) (0.76937590342708972,0.63879630495624395) (0.92199703799365162,-0.38719692913417258) (-0.69549249235888566,-0.71853336253261468) (-0.35386080089920402,-0.93529809878293568) (-0.87048917196028286,-0.49218756739672109) (-0.091419823579006132,0.99581244009943137) (-0.95773500165146364,-0.28765198871496012) (-0.92995900695647571,-0.36766322277394992) (-0.86882506829680839,-0.49511917827836893) (0.65655817879076994,-0.75427538595856858) (-0.65641613472925719,-0.75439900455070985) (0.8768103165398704,-0.48083642625039585) (-0.52762045556745552,0.84948022629534525) (0.40701414049725126,0.91342185732293668) (0.26454336183279625,0.96437379148865432) (0.89263402968707539,0.45078208598458563) (0.99914287955956327,0.041394519267949403) (0.82820572331317288,0.56042419636495444) (0.44784308799494982,-0.89411216775925184) (0.43697580164148159,0.89947326184816945) (-0.46348084448676719,-0.88610693868958834) (-0.52873755720851845,0.84878536485802425) (-0.90443952637999314,0.42660185550643631) (0.9989637980039745,-0.045511869632816337) (-0.58797298649576946,0.8088805642066359) (-0.99911358354048529,0.042095690811414233)
 (1,0) (0.84532018525090258,-0.53426003444706538) (-0.84516759154978005,-0.53450139587651624) (-0.8618770240300796,-0.5071173389355309) (0.4604672548784709,0.88767669068455679) (-0.84456907259522673,-0.53544661882921529) (0.76937590342708972,0.63879630495624384) (-0.44730806431551784,-0.8943799503557226) (-0.86610175874681938,0.49986772599925555) (0.28633435791964501,-0.95812975920526777) (0.99474897406603868,-0.10234490018835481) (-0.036340617996367189,-0.99933946158632292) (-0.18738553632424737,-0.98228644537959253) (-0.77641010687401824,-0.63022801107525872) (-0.34873565858072797,0.93722112675412239) (0.88136888350372811,0.47242871546021753) (-0.61364285403287278,0.78958371797700533) (0.73775002521276167,0.67507399616528652) (-0.99995769954576319,0.0091977779460336445) (0.25254338639915269,0.96758557140236867) (-0.58732942733553595,-0.80934797447433704) (-0.99449805316232875,-0.10475505838067271) (-0.93336652103335638,0.35892469602144944) (0.70339738718546885,-0.71079681745253753) (0.64150604422719415,0.76711797998741904) (0.42576872372061858,0.90483202524077144) (0.0065195684585983293,0.9999787473877203) (0.58156712889965145,-0.81349841707492976) (0.16726074028956728,-0.98591269631635581) (0.96369435033434125,0.26700786343040905) (-0.37493292765058805,0.92705194016482084)
 (1,0) (0.83606147388299745,0.54863577343132763) (-0.99745771186841514,-0.071260880111222946) (-0.93900756492919046,-0.34389648588747362) (-0.96820101607100795,0.25017352473647075) (0.46046725487847096,0.88767669068455679) (0.13816055301459057,-0.99040984526139653) (0.97999969413426657,0.1989989937078705) (-0.60082019422536626,-0.79938419687343953) (-0.29340247058184737,-0.95598901157726135) (-0.72953180900116532,0.68394688365068812) (-0.61062790489384455,-0.79191764834795464) (0.80935632998303375,0.58731791315810866) (0.95246144056239157,-0.3046591607712052) (-0.99561673087505742,-0.093527136178037373) (-0.29017817732222756,-0.95697263566203949) (0.99176032213331056,-0.12810723415183445) (-0.0937515945193379,-0.99559561998086488) (-0.96882269628240247,0.24775508706804739) (-0.26842303273024964,-0.96330113438109066) (0.50469703635914787,-0.86329653161025377) (-0.15330787314028194,0.98817847377546331) (0.66687475653406691,0.74516981896587198) (-0.82063209678011417,0.57145687653074462) (-0.69161182535032795,0.72226939782576194) (-0.4442404641981833,0.89590759008336562) (0.924587837000173,-0.38096893793502695) (0.93254020418681027,-0.36106615401505404) (-0.71944581235005445,0.69454857504135137) (0.99835120845059477,0.057400911014012901) (0.38976086399921805,0.92091610307051519)
 (0.99999999999999989,0) (0.20392779721522475,0.97898593121808752) (0.41649363975010456,-0.90913862971920323) (-0.80020263367193711,-0.5997297266806908) (-0.93900756492919046,-0.34389648588747357) (-0.86187702403007971,-0.5071173389355309) (-0.99277774908920213,0.11996808289448452) (0.41751050613979912,-0.90867209556742146) (0.69364504037434804,0.72031698436457137) (0.93382659379008792,0.35772600231238788) (-0.84903211939932022,0.52834123464698401) (0.49930085802227053,0.86642867749066588) (0.70247110225875098,0.71171226664388521) (-0.96121012709418285,0.27581713429659394) (0.9936147279447487,-0.11282629308491821) (0.97418238734353813,0.22576243307876817) (-0.1298535820374796,-0.99153318009637803) (-0.9951705397931091,0.098161075421431099) (0.29611298831643479,0.9551529187257457) (0.2684428790890091,-0.96329560398997127) (-0.96282693234426042,0.27011904477941229) (-0.86552382421771779,-0.50086775670982964) (0.99463245176957871,0.10347118384766596) (0.18539620907246823,0.98266385181381244) (0.98723228627003357,0.15928720270644386) (-0.42267220123621596,-0.90628263268261544) (0.27328506010598114,0.96193309326733889) (0.03095604019165632,-0.99952074694608162) (-0.82666828324131747,-0.56268956759731514) (-0.093576939071471577,-0.99561205118962626) (-0.17063104749855029,0.98533499157877702)
 (0.99999999999999989,0) (0.70129348110002154,0.71287267682708455) (0.59915033775901394,-0.80063654223577507) (0.41649363975010456,-0.90913862971920301) (-0.99745771186841503,-0.071260880111223002) (-0.84516759154978005,-0.53450139587651613) (0.31291313194576093,-0.94978174959087036) (-0.92106109417141346,0.38941810538771576) (0.4464416373810649,-0.89481275382758896) (-0.94668185185646836,0.32216994174753144) (-0.44830839969004821,-0.89387895084700797) (0.78215698413801615,0.623081416962601) (-0.93794080541648572,-0.34679539433890111) (-0.77309508431420582,0.63429014702201636) (-0.79318912145825837,0.60897538341075474) (-0.85208126280712704,0.52340951612767894) (0.98385717727045241,-0.17895545460649787) (0.62249168931003351,0.78262640943169082) (0.63954316518086118,-0.76875518851611291) (-0.93926159579550117,0.34320206098403372) (-0.95479503219065598,0.29726494328131559) (0.75114085227007876,0.66014196961788396) (0.097344660399744168,0.99525073076670389) (0.9971627907203735,0.07527528679956344) (0.0099314763243513737,-0.99995068167286072) (0.041175531251704672,0.99915192820018117) (-0.98480127524932481,0.17368491087973995) (0.91027711360187524,-0.41399948846905388) (-0.41338244524667145,0.91055749624166116) (0.64411973066073624,-0.76492468424907056) (0.85172987255016208,-0.52398112962747512)
 (1,-1.3877787807814457e-17) (-0.99853035641715815,0.05419527021266192) (0.70129348110002154,0.71287267682708455) (0.20392779721522492,0.97898593121808741) (0.83606147388299734,0.54863577343132741) (0.84532018525090258,-0.53426003444706549) (0.47720225895757556,0.87879349340205482) (0.72379826154102644,0.69001164960469175) (0.34765562573753078,-0.93762229383320772) (-0.99856957546872005,-0.053467774857571523) (-0.90655969368275069,0.42207762531297244) (-0.083261475176544739,-0.99652773506381909) (0.6456027775285812,-0.76367339461800154) (0.39115097048842429,0.92032652807900928) (-0.33294961201615814,-0.94294461971967913) (0.36120524316021552,0.93248633894206134) (-0.23333817260840295,-0.97239564849076299) (0.001362713329137788,-0.99999907150576051) (0.74683459790668338,-0.66500983704721428) (-0.97934354163262938,0.20220343088696119) (-0.97987970746177855,0.19958897490748279) (-0.98799450898246188,0.15448899708556482) (0.68083363013075071,0.73243809846497232) (-0.82692501812103658,-0.56231220367827972) (0.83861832190091212,-0.54471947842178214) (-0.50705487173199404,0.86191377588065676) (-0.80968956139834947,0.58685842770002761) (-0.92169012751708113,-0.38792693749924911) (0.63757760215175718,-0.77038613774808806) (0.94942211623548134,-0.31400261973897636) (-0.82208083430215695,0.56937079471383989)


# name: N
# type: scalar
31


# name: argn
# type: sq_string
# elements: 1
# length: 1
x


# name: defect
# type: scalar
0


# name: info
# type: complex matrix
# rows: 1
# columns: 30
 (0,-1.8318679906315083e-15) (-3.3306690738754696e-16,-7.2164496600635175e-16) (-9.9920072216264089e-16,-1.6653345369377348e-16) (6.6613381477509392e-16,-3.3306690738754696e-16) (-4.4408920985006262e-16,1.2212453270876722e-15) (0,4.4408920985006262e-16) (-1.1102230246251565e-15,4.4408920985006262e-16) (1.3322676295501878e-15,6.6613381477509392e-16) (3.3306690738754696e-16,1.5543122344752192e-15) (4.4408920985006262e-16,7.6327832942979512e-16) (-1.6653345369377348e-15,-1.1657341758564144e-15) (9.9920072216264089e-16,1.0685896612017132e-15) (1.457167719820518e-16,-6.6613381477509392e-16) (1.1102230246251565e-16,1.4432899320127035e-15) (-4.9960036108132044e-16,0) (-1.1102230246251565e-15,2.7755575615628914e-16) (-4.9786563760534364e-16,-1.4432899320127035e-15) (-9.9920072216264089e-16,3.3306690738754696e-16) (7.6371201029878932e-16,5.5511151231257827e-16) (5.5511151231257827e-16,-7.7715611723760958e-16) (1.3322676295501878e-15,-1.1102230246251565e-16) (4.4408920985006262e-16,1.1102230246251565e-16) (-1.3322676295501878e-15,-9.9920072216264089e-16) (1.3877787807814457e-17,-4.4408920985006262e-16) (-4.4408920985006262e-16,-6.6613381477509392e-16) (-2.2204460492503131e-16,7.7715611723760958e-16) (-5.5511151231257827e-16,1.3322676295501878e-15) (3.3306690738754696e-16,1.1102230246251565e-15) (6.6613381477509392e-16,-1.1102230246251565e-16) (2.2204460492503131e-16,-4.7184478546569153e-16)


# name: is_convergent
# type: scalar
3.2346636503063935e-14


# name: is_unimodular
# type: matrix
# rows: 1
# columns: 31
 1.9929405617485128 1.992940561748513 1.9929405617485132 1.9929405617485123 1.9929405617485121 1.9929405617485128 1.9929405617485125 1.9929405617485128 1.9929405617485128 1.9929405617485125 1.9929405617485125 1.9929405617485132 1.9929405617485125 1.992940561748513 1.9929405617485123 1.992940561748513 1.9929405617485125 1.992940561748513 1.9929405617485132 1.992940561748513 1.9929405617485125 1.9929405617485128 1.9929405617485121 1.9929405617485128 1.9929405617485123 1.9929405617485128 1.9929405617485125 1.9929405617485128 1.9929405617485128 1.9929405617485128 1.9929405617485128


# name: spectrum
# type: scalar
5.567764362830018


# name: x
# type: complex matrix
# rows: 1
# columns: 31
 (1.6804190093844591,-1.0714495021053632) (1.789165527921823,-0.87789452462052797) (-1.8364547258759907,0.77410989043560163) (-1.7430896657396042,-0.96615242061191919) (0.79843952859326661,-1.8260083246913845) (1.7800810582637747,-0.89617158439274214) (1.2096226590613017,-1.5838639794338218) (1.9227387723974561,0.52429733528027878) (0.83373925893406808,1.810163233184938) (1.9917267898301874,0.069544786542296066) (-1.9532726843573835,-0.39564871187175338) (1.9775332371543768,-0.24733454795521465) (-0.19167767732577376,-1.9837015276188787) (-1.5023156694300877,-1.3095265220862486) (0.82448426319835644,-1.814397360668478) (-1.95378885180468,-0.39309185342134606) (-0.11862775338123492,-1.9894068308895989) (-1.9594406508648072,0.36387417935459326) (0.14096621914755111,1.9879488443422593) (1.2637204290239135,1.5410459953973128) (-1.4001657811601131,-1.418219964579108) (1.5212992165833743,1.2874240856397279) (-1.5760324346331573,-1.2198089389928068) (0.042298538392722705,-1.9924916351925588) (-1.3288265500004561,1.4852717201496706) (-0.52247792626523504,1.9232339689252727) (-1.2255402471013528,-1.5715798374238681) (1.8411836037894984,0.76279421851453044) (-1.2347571836107654,-1.5643486760259324) (-1.9749098714455795,-0.26747538639897778) (-1.9875844466196186,0.14601421238448539)


# name: x0
# type: complex matrix
# rows: 1
# columns: 31
 (1.6804190093844591,-1.0714495021053632) (1.789165527921823,-0.87789452462052797) (-1.8364547258759907,0.77410989043560163) (-1.7430896657396042,-0.96615242061191919) (0.79843952859326661,-1.8260083246913845) (1.7800810582637747,-0.89617158439274214) (1.2096226590613017,-1.5838639794338218) (1.9227387723974561,0.52429733528027878) (0.83373925893406808,1.810163233184938) (1.9917267898301874,0.069544786542296066) (-1.9532726843573835,-0.39564871187175338) (1.9775332371543768,-0.24733454795521465) (-0.19167767732577376,-1.9837015276188787) (-1.5023156694300877,-1.3095265220862486) (0.82448426319835644,-1.814397360668478) (-1.95378885180468,-0.39309185342134606) (-0.11862775338123492,-1.9894068308895989) (-1.9594406508648072,0.36387417935459326) (0.14096621914755111,1.9879488443422593) (1.2637204290239135,1.5410459953973128) (-1.4001657811601131,-1.418219964579108) (1.5212992165833743,1.2874240856397279) (-1.5760324346331573,-1.2198089389928068) (0.042298538392722705,-1.9924916351925588) (-1.3288265500004561,1.4852717201496706) (-0.52247792626523504,1.9232339689252727) (-1.2255402471013528,-1.5715798374238681) (1.8411836037894984,0.76279421851453044) (-1.2347571836107654,-1.5643486760259324) (-1.9749098714455795,-0.26747538639897778) (-1.9875844466196186,0.14601421238448539)


