# Created by Octave 5.2.0, Fri Sep 17 22:49:50 2021 CEST <ania@ania-bania>
# name: F_norm
# type: scalar
2.451099717878589e-13


# name: H
# type: complex matrix
# rows: 48
# columns: 48
 (1.0000000000000002,5.5511151231257827e-17) (-0.093518042910463339,0.99561758504467823) (0.95929568483959882,0.28240359248445318) (0.65532664373471605,0.75534560964593789) (-0.87253682842277924,-0.48854834258844593) (-0.18226776712339127,0.9832489313840389) (-0.84708593907671614,0.53145593591427442) (0.81184161028149615,0.58387772676781058) (-0.78867993908950262,0.61480399614655989) (-0.94129303921195606,-0.33759060166289989) (0.49086097481795249,-0.87123791434990361) (0.98971545902715818,0.14305002678315509) (-0.99996297909612597,0.0086046753106089335) (-0.22828146176540837,0.9735951798433724) (-0.99401268830019118,0.10926470380789782) (0.88661927235327731,0.46250001718026473) (-0.99954288743642572,-0.030232700429395964) (-0.98088323029378377,0.1945972469703337) (-0.11213444724059063,-0.99369304402418324) (-0.35802505957213615,-0.93371197738829936) (-0.061105031663103271,0.99813134161063755) (0.72502333305079747,-0.68872430371804993) (-0.58174395381239574,0.81337197652901838) (0.99703435437265986,-0.07695775594891574) (-0.0038378021391222705,-0.99999263561025309) (0.23772917999245177,0.97133147636639283) (0.80897080255505949,0.58784882462536492) (0.64839463672064712,-0.7613044036861335) (0.76078329576212211,0.64900599141250137) (-0.57336892720021748,-0.81929730459783157) (0.32385685071746323,0.94610609354520459) (-0.5783720656433492,-0.81577310183864626) (-0.76971782193175753,0.63838426876030652) (-0.94795569757557097,-0.31840225412834811) (0.75011286560524604,-0.66130982818455619) (-0.52160856054956828,-0.85318492108182953) (0.28411802902187966,-0.95878931240639242) (0.59460927521199669,-0.8040148069730213) (0.22347279751735349,-0.97471016654683984) (-0.22387559927383796,-0.97461772816308911) (0.56384882573940032,0.82587801866395472) (-0.86954472894869217,-0.49385419341901376) (0.1954546000018669,0.98071275067580865) (0.081921397698956455,-0.99663879344477135) (-0.041488544275488926,0.9991389796689456) (0.87267314601287871,-0.48830480258542014) (-0.83943606216912658,-0.54345845980165775) (0.54861606968672261,0.83607440343637751)
 (1,0) (0.62038637232716465,0.78429634005950866) (-0.19887868911754608,-0.98002411552720736) (0.984755519154762,-0.17394415050307188) (-0.61003559026342424,0.79237401434673227) (-0.52978506842958184,0.84813193623932293) (-0.85599844611540576,0.51697839437254056) (-0.60335958187931704,0.79746925643213007) (-0.58117760089385295,-0.81377674838942404) (0.56200492513323841,-0.8271338852483211) (-0.45912550072403013,-0.88837141702381883) (0.50181237081052998,0.864976499392622) (0.95460265863681926,-0.29788213125918594) (0.22877592218209369,0.97347910990926401) (-0.30463875454948169,-0.95246796755929819) (0.5044412461606711,-0.86344601983671732) (-0.64143884205020674,-0.76717417312451897) (-0.84798865209592567,0.53001438274497348) (-0.21310662229453955,0.97702894917920047) (0.62723898768834352,0.77882684360755117) (-0.72468202455198583,0.68908342259209421) (0.22573964703651367,0.97418766762663822) (-0.17396574728669337,0.98475170412189783) (-0.2948028683698975,-0.95555809284463722) (0.51731378758055313,0.85579579642521109) (-0.92176406854161441,-0.38775121140443775) (-0.52165362421894912,-0.8531573690352996) (0.11635484660404297,-0.99320770721523721) (0.89873564003006257,-0.43849087714541246) (0.92316881333243983,0.38439477375528147) (0.74924509614869073,-0.66229282488725449) (-0.78678145277213996,-0.61723167901020859) (0.23982554270532314,-0.9708160016532984) (0.8275444505881081,-0.56140019798787533) (0.92808578576177492,0.37236645158626874) (-0.98925785450623149,0.14618104288083184) (0.020672812582484323,0.99978629457496038) (-0.99219748213054726,-0.12467620644614424) (0.59460927521199669,-0.80401480697302119) (-0.5120023222773844,-0.85898406386996795) (-0.75685961518420553,0.65357748041316133) (0.99824480583401931,-0.059222526334157255) (-0.61485088862456827,0.7886433824978043) (-0.17739004157144808,0.98414062671514535) (0.098852743779264063,-0.99510207267762807) (-0.99784182876233651,-0.065663420351336932) (0.45126624166091744,0.8923893652085001) (0.73590567626150061,-0.67708406837415946)
 (0.99999999999999989,0) (-0.87461736952155733,0.48481383739657502) (0.69669320836951931,-0.717369202999254) (0.87841499201478335,-0.47789863130549742) (-0.97764897887508939,0.21024384439144761) (-0.7624636974941692,0.64703099616905591) (-0.0051775264114298503,-0.99998659652030242) (-0.67650249652020733,-0.73644033852168012) (0.41948674985731133,0.90776145913678741) (-0.71864730680300226,0.69537475394551851) (0.061435211279726148,0.99811107338563054) (-0.21637523515908527,0.97631027732470888) (-0.69049468708758355,0.72333746419207356) (0.93533069656264922,-0.35377462892020584) (0.82101686364977289,-0.5709039407839912) (-0.4721638030779638,0.88151082980469031) (-0.46653167497165449,-0.88450449193214531) (0.43375324977598906,-0.90103169661714355) (-0.99988648332217434,-0.01506719846606297) (0.98241850771430861,-0.18669192725019212) (0.78888327378409029,0.61454306630511746) (-0.7745376992524462,-0.63252774835316672) (0.76430712933695355,-0.64485239554855145) (0.83526595710420426,-0.54984614293709211) (0.56698370630152173,0.8237290068879386) (-0.021402680339347085,0.9997709364020797) (-0.24983990150853444,0.96828715968673518) (-0.78175872565879578,-0.62358102509323854) (0.77054050791751061,0.63739103041870993) (0.56675256998809787,0.82388805332513815) (-0.90287987110177514,-0.42989293825235397) (-0.9071931579303637,-0.4207143617757006) (0.9932301749051845,0.11616290138343199) (-0.87681840973567549,-0.48082166792751874) (-0.36671716571487745,-0.93033247840223621) (0.90031788274593505,-0.43523293764130128) (-0.51793840571756711,0.85541791416987856) (0.020672812582484296,0.99978629457496038) (0.28411802902187955,-0.9587893124063922) (0.9993165249304482,0.036965970850692531) (-0.75845660265316184,-0.65172354713622493) (-0.99995548939052947,0.0094350006755005988) (0.96903403000988975,0.24692721332974227) (-0.36204402560684068,-0.93216099656786344) (-0.93645229065792757,-0.35079496478929201) (-0.28241401428265733,0.95929261674254329) (0.96356842833077938,0.26746192985946815) (-0.052622807388622905,-0.99861446021101674)
 (1,-1.3877787807814457e-17) (-0.93105593152340693,-0.36487648920570492) (-0.24034044937732002,0.970688656775749) (0.21668321127301349,0.97624197100535193) (-0.94127866588808995,-0.33763067565601412) (-0.63805025075106525,-0.76999472564200278) (0.92583463041787473,-0.37792887838718664) (0.78083994843176863,0.62473112211020188) (-0.80987537962901646,-0.58660196851933333) (0.95592433006145827,0.29361313866472644) (0.85379084892089252,-0.52061616023606128) (0.99834681180787554,-0.057477329035456062) (-0.68599948243309561,-0.72760202727969625) (-0.99992923754103025,-0.011896214129456024) (0.14079110592850391,-0.99003932471969447) (-0.47718558423068019,-0.87880254790392187) (-0.34974045630853728,0.93684663271054969) (0.99950439003198055,-0.031479744389029951) (0.94565491175099237,0.32517193587581078) (-0.47254023667014322,0.88130909715475259) (0.89566592778599419,0.44472749611785267) (-0.98799614080102216,0.15447856084999789) (-0.88724352090472702,0.46130134902532327) (-0.54653008445121121,-0.83743947052294532) (-0.99998127389009472,0.0061197932271186972) (-0.74592621328443665,0.66602859122949143) (0.72801177167654019,0.68556462882822677) (-0.70574359887607618,0.70846734056372862) (0.8490256868428,0.52835157147595524) (-0.98896772015019863,0.14813118679372711) (0.32112163527930099,-0.94703795877226982) (-0.79032284753456417,0.61269062067642144) (0.72132035466116584,0.6926015780746464) (0.9506988315144701,-0.31011567480058339) (-0.99951815422192625,-0.031039642085466744) (-0.32184920478847823,-0.94679094280470577) (0.90031788274593516,-0.43523293764130133) (-0.9892578545062316,0.14618104288083195) (-0.52160856054956817,-0.85318492108182942) (0.84301531002512842,0.53788956772114205) (0.82915753100039735,0.55901501660091901) (0.66056812312823765,-0.75076611185297693) (-0.38186726641057445,-0.92421717731500541) (-0.99534731244319519,-0.096352102271344345) (0.7717061649005843,0.63597924105620918) (0.14491871329339034,0.98944356409923084) (0.98010849266377054,-0.19846244634275631) (-0.004851186977384625,-0.99998823292322347)
 (1,0) (-0.94742562640514938,-0.31997606540304019) (-0.87938602547970934,0.47610946030403511) (-0.7133539831736756,-0.70080389174879154) (0.54504933172989189,-0.83840397540851275) (-0.1825076762505794,-0.98320442844284095) (0.41107554436802374,0.91160128171395893) (-0.24217846866500634,0.97023171939236907) (0.91060339570879267,0.41328132757676816) (-0.96617076868649487,0.25790317124019269) (-0.89085286807930641,-0.45429194075492213) (-0.55752668925878845,-0.83015901534834469) (-0.47187364629527045,0.88166618509048289) (0.016746917841256148,-0.99985976053785575) (-0.45017798944467735,0.89293884326954243) (-0.97934065293527728,-0.20221742137685605) (-0.62855587441408711,-0.77776443267839335) (-0.72250423092464278,-0.69136649925780325) (0.19547468447063326,0.98070874765707383) (0.68928432391746253,-0.72449093907491069) (-0.88802820197083343,0.45978898693253789) (-0.91956190354251199,0.39294516863459811) (-0.20222265988743165,0.97933957125608484) (0.39368994657415624,0.91924328986750714) (0.049930081463142484,0.99875271562338364) (-0.17897860977858215,-0.98385296525534027) (0.042680188042474976,0.999088785618505) (0.32617645135116813,0.94530890326070549) (0.58023646139832741,-0.8144480639451156) (-0.94574251279819954,0.32491706555080613) (0.74317161773892226,0.66910084933985359) (-0.73435577348701575,-0.67876475891599386) (0.92999408108643444,-0.36757449468672132) (0.95950598183707536,0.2816882511196917) (0.67217221849735109,-0.74039483296437836) (-0.99951815422192603,-0.031039642085466668) (-0.36671716571487756,-0.93033247840223621) (0.92808578576177481,0.37236645158626847) (0.75011286560524604,-0.66130982818455619) (0.95027270951235931,-0.31141897430317211) (0.47453666251398385,0.88023573883936879) (-0.52874563658588158,0.84878033188298563) (0.95784299865997269,0.28729216821568898) (0.55853445475688035,0.82948132157959686) (0.89500500622771995,-0.44605609381255995) (0.13719608239083961,-0.99054390865655551) (0.77799679986608594,-0.62826823841264567) (-0.49964947332005255,-0.8662276858949931)
 (1,0) (-0.66444373173032401,-0.74733829512763594) (-0.99967033090227364,0.025675465209767545) (0.52772911201882911,-0.84941272908275733) (-0.49595472373267291,0.86834838170359285) (0.84359350618262252,0.53698230541285974) (-0.56722823454031124,0.82356064132538553) (-0.74725270380928954,-0.66453998875139619) (-0.49185660877451487,0.87067621789321559) (0.99839358376297471,0.05665908489309962) (0.90852152089398563,0.41783806201982082) (-0.81113437764603868,0.58485983055837631) (0.88889766523398084,0.45810581827954983) (-0.9776781860184236,-0.21010798315086676) (-0.54855715252481396,-0.83611306078416658) (0.49959193513464117,0.86626087199435742) (-0.85785324059326284,-0.51389475343073598) (0.97020218712107464,0.24229675215628388) (0.89855470316697172,-0.43886153330693556) (0.73106920907107775,0.6823033134524471) (0.95266395186059205,0.30402531938205252) (0.67920538297683497,-0.73394825957644416) (-0.45577014263465981,0.89009750987337477) (0.69900661186621837,0.71511520510146409) (0.59877029895843759,-0.80092080075699279) (-0.95692891718126827,-0.29032231650750662) (-0.51946344097498975,-0.85449267608939916) (-0.81850911145835792,0.57449354605569636) (0.021632007467322911,-0.99976600074864175) (-0.24719077949173407,0.96896683046132592) (0.48091753280623756,0.8767658334125259) (0.99503303334818849,0.099545278872997578) (0.023311112711448867,0.9997282590905161) (0.943554606979502,-0.33121700386265973) (0.95950598183707536,0.28168825111969181) (0.95069883151446988,-0.31011567480058333) (-0.87681840973567549,-0.48082166792751874) (0.82754445058810799,-0.56140019798787533) (-0.94795569757557097,-0.31840225412834822) (-0.027825007178000349,0.99961280952954235) (0.75830709020040965,0.65189750494367404) (-0.99992594568774673,0.012169763369292319) (-0.7989264107206796,-0.60142879067514943) (-0.8202551435032972,-0.57199781429336283) (-0.59167161952440173,-0.806179071081216) (-0.4756102633122638,-0.87965611316698045) (-0.99255766104049636,-0.12177557025043256) (-0.46566647540993616,-0.88496030062330333)
 (0.99999999999999989,0) (-0.692937787524879,-0.72099738045302642) (-0.89876227216089655,-0.43843628743545182) (0.8347426799979385,-0.55064022572806959) (-0.96651107660187219,-0.25662489903727148) (-0.89132571260349824,-0.45336351204289349) (-0.25328480033241052,-0.96739175617769757) (0.14354755021881449,-0.98964342104930692) (-0.5754174378387783,-0.81785987322465947) (-0.10585053639325358,0.99438205129882606) (-0.75849309598557857,-0.65168107486884386) (0.76224199688698135,-0.6472921582884712) (0.39287219112826222,-0.91959308470544587) (-0.15667909099642355,0.98764956459491937) (-0.91124214922928881,0.41187103013927451) (-0.99924969727570911,0.03873038205857951) (0.22392215550562863,0.97460703274381966) (0.9894398333754244,-0.14494418280845944) (-0.5303491160348256,0.84777934341494754) (0.43902418154180556,-0.89847524619298602) (-0.25757968991121738,0.96625705862634759) (-0.99709432555814803,0.076176807098627702) (0.014145599602350817,-0.99989994600054399) (0.51688110410402976,0.85605719681584314) (0.23166920865917712,-0.97279462259987348) (0.58357443786204777,0.81205965019448834) (-0.99389914867217233,0.11029271176614822) (0.40453912646805024,-0.91452069148623738) (0.95624740009910925,-0.29255924152843715) (0.37686722214161184,0.92626729234884686) (0.99919222474737068,0.04018579356438895) (0.92222467776458394,0.38665442415936419) (-0.65068679978235944,-0.75934622445166067) (0.023311112711448811,0.99972825909051599) (0.92999408108643444,-0.36757449468672132) (0.72132035466116573,0.69260157807464617) (0.99323017490518439,0.11616290138343184) (0.23982554270532302,-0.97081600165329829) (-0.76971782193175742,0.63838426876030652) (0.86018343152375076,-0.50998476852943897) (-0.84989818442117659,0.526946938616772) (-0.9142063161430094,0.40524907344030736) (0.037181124234223151,-0.99930854294390947) (0.60261489967547488,0.79803213136384277) (0.86299908591427954,0.50520548068198767) (-0.76145533860768844,0.64821737658431511) (-0.85251629063770495,0.52270065448335457) (-0.27463470887782337,0.9615486345888038)
 (0.99999999999999989,0) (0.99909091501047664,0.042630312496261411) (0.94021143300796961,-0.34059134052571027) (-0.64773242434804978,0.76186790616759681) (0.99745720960894568,-0.071267910023629172) (0.52393770049693866,0.85175658846760949) (-0.89790732114093585,-0.44018455520555072) (-0.99567550376092728,-0.092899360656699223) (0.37810490081115844,0.92576275793671037) (0.97738271152287803,-0.21147821451910162) (0.0034389241677680593,0.99999408688280211) (0.37361821014645186,-0.92758257478618122) (-0.42427749530283032,-0.90553222304872005) (-0.77921730230824759,0.6267538558185799) (-0.94625778853386977,-0.32341335414449068) (-0.6013632142846852,-0.79897577216408289) (0.87563526560688232,-0.4829729615884974) (0.9947193642825064,-0.10263228693450629) (-0.55949306579845959,-0.82883503142871595) (-0.76144398385142742,-0.64823071468148385) (-0.69779832394216879,0.71629428247299298) (0.77533581358291093,0.63154918745551869) (-0.00058506561267532287,-0.99999982884909977) (0.98122246893242493,-0.19287940911916104) (0.29360924357338181,0.95592552643407691) (-0.9752171047736774,0.2212500814843833) (-0.97589620791294629,0.2182351744818686) (0.9959901423169828,0.08946304492579904) (-0.031034373685987132,-0.99951831781609624) (0.10306802229997067,-0.99467430990207684) (-0.21061476921029573,0.97756913770356635) (-0.17538938182264274,0.98449914410520012) (0.92222467776458394,0.38665442415936407) (0.9950330333481886,0.099545278872997439) (-0.73435577348701564,-0.67876475891599386) (-0.79032284753456405,0.61269062067642133) (-0.90719315793036381,-0.42071436177570032) (-0.78678145277213996,-0.61723167901020837) (-0.57837206564334909,-0.81577310183864604) (0.67680140683232204,0.73616564420637709) (-0.95239425935565636,0.30486911084331136) (0.76699235848192615,0.64165623353189127) (0.90462065833692273,0.42621762576185562) (-0.43196769366226095,-0.90188907945052033) (0.99663120635227653,0.082013648405661013) (0.30037668921220845,0.95382065640135583) (-0.99881925966657947,-0.048580721681612482) (-0.91539251935431798,-0.40256246162571474)
 (1,0) (-0.093325408647383506,-0.99563566031997819) (0.94779478219111235,0.31888093522708716) (-0.97300020163988399,0.23080426254457562) (0.47106171765663279,0.88210025402920211) (-0.52470396293514365,0.85128476509341811) (0.76335637597965977,-0.64597758726692667) (0.78456173591319589,0.62005070965274534) (-0.54372122553821123,-0.83926588689117232) (0.1235095053800966,0.99234338919587906) (-0.44276485823581474,-0.89663776426794539) (0.44970549915116026,0.89317689403231126) (-0.49050114499894804,0.87144054688470907) (0.99642310446028193,-0.084504419397657904) (-0.80121236668883344,0.59838009948934523) (-0.99962272346526526,0.027466538403760989) (0.31853044847601714,-0.94791262962029776) (-0.8692427588504571,0.49438550361640454) (-0.77300279481184087,0.63440261602005021) (-0.55105874318508052,-0.83446645322581958) (0.7751552279849836,-0.63177082278904662) (0.87198744025877784,-0.4895282464076452) (0.8120671337825035,0.58356402410555619) (-0.33813231002900335,-0.94109858193201501) (-0.084894872838027338,-0.99638991392216336) (-0.77769720037276624,-0.6286390574346794) (-0.99903580411945825,-0.043902871060871484) (-0.1553778815584351,-0.98785510775741414) (-0.47418315440187764,-0.88042622409914928) (-0.23090669666336563,0.972975897664486) (-0.84418019033607505,-0.53605951744573022) (-0.21061476921029576,0.97756913770356624) (0.99919222474737057,0.04018579356438888) (0.48091753280623767,0.87676583341252601) (0.74317161773892237,0.6691008493398537) (0.32112163527930093,-0.94703795877226982) (-0.90287987110177526,-0.42989293825235397) (0.74924509614869061,-0.66229282488725472) (0.32385685071746328,0.94610609354520459) (0.72003170880856759,0.69394116343549972) (-0.7935669284977096,0.60848297428499287) (0.72135328258164177,-0.69256728316365801) (-0.98836603864299055,0.15209396325023447) (-0.1786953179651333,-0.98390445843960894) (-0.14558236938023394,0.98934613443710284) (0.63041673006711596,-0.77625688174178986) (0.95152223110131595,0.30757997938743264) (-0.76871228711703954,0.63959473077511475)
 (1,5.5511151231257827e-17) (0.84938765797065263,-0.52776946339015207) (0.9626781183405172,-0.27064892475005264) (-0.023318699044332314,-0.99972808216778586) (-0.94932435797163872,0.31429804861267513) (-0.32338948723342131,-0.94626594546507092) (0.060941628845779583,0.99814133161272411) (-0.8144676273534085,-0.58020900026913425) (-0.89534023217680192,0.4453828338021017) (0.71550267190054551,-0.69860999599431717) (0.73923212187574061,0.67345071830616487) (0.18552764322329479,-0.98263904542818237) (0.69728864221149234,-0.71679045016158871) (0.39283492998726383,-0.91960900266466561) (0.48923617392694485,0.87215134358740998) (-0.99395575446085749,-0.10978141087700988) (0.46125049322351996,-0.88726996032834216) (-0.98855890844155048,0.15083528944133023) (0.99997731674404489,0.0067354285222849253) (-0.90846840751430102,-0.41795352917331458) (0.76073268617231726,0.64906531272981283) (-0.75746273079420368,-0.65287840480275317) (0.85960629691808799,0.51095695934077556) (0.1827146253914857,0.98316599090288315) (-0.64295016155713514,-0.76590801650958895) (-0.41713819343292741,0.9088430709311226) (0.46559266998890608,-0.88499913313663847) (0.93778605980096952,-0.34721363170672115) (-0.93281230648364466,-0.36036259638406182) (-0.76965344613800202,0.63846188049710273) (-0.23090669666336572,0.97297589766448589) (0.10306802229997075,-0.99467430990207695) (0.37686722214161184,0.92626729234884686) (-0.24719077949173401,0.96896683046132592) (-0.94574251279819954,0.32491706555080596) (-0.9889677201501984,0.14813118679372689) (0.56675256998809787,0.82388805332513815) (0.92316881333243983,0.38439477375528153) (-0.57336892720021737,-0.81929730459783157) (0.55749545077235951,-0.83017999395801134) (-0.92349649360064201,-0.38360686425990714) (0.999999391537988,-0.0011031426257367971) (-0.87464231291444305,0.48476883610611138) (-0.32936512576007637,0.94420263393672477) (-0.99878025371770285,0.049376156022937878) (-0.27978936979474028,0.96006140873897361) (0.74284844427044061,-0.6694596245069494) (0.77860085382907185,0.62751949006914531)
 (1,-5.5511151231257827e-17) (0.34994297733039126,0.93677100329650598) (-0.85867585852957728,0.51251904352764555) (0.91166675853239032,-0.41093031208106823) (0.99610158597590714,0.08821355007187115) (-0.039919132026259907,0.99920291377591097) (0.73563419719353917,-0.67737901349201579) (0.11179093235375348,0.99373174823162336) (0.30787784618028602,0.95142589403031719) (0.89528404354350855,-0.44549577032378851) (0.95889852783257867,0.28374920849319341) (-0.99993012780280477,-0.011821146825332585) (0.052294196578726415,-0.9986317224103114) (-0.65159010527578654,-0.75857124563661804) (-0.17466549897349098,0.98462782992780651) (-0.90529217983559096,-0.4247894409334172) (0.68562142997069975,0.7279582781759768) (0.20089771404660864,-0.97961222353074295) (-0.5403998004081354,0.84140837630656362) (-0.96960826326681016,0.24466265715208624) (-0.34181250305918032,0.93976816968463983) (0.74568447275746741,0.66629923239368793) (0.92608680265290899,0.37731052722142921) (-0.99740208793497076,0.072035234315994234) (-0.94318838782193448,0.33225843116143783) (-0.99988127466998422,-0.01540897674498537) (0.41983044333931163,-0.90760255555254898) (-0.95987194807473875,-0.28043866227609537) (0.93285775594406839,0.36024492664713137) (-0.93281230648364488,-0.36036259638406182) (-0.4741831544018778,-0.88042622409914917) (-0.031034373685987104,-0.99951831781609646) (0.95624740009910947,-0.29255924152843743) (0.0216320074673228,-0.99976600074864175) (0.58023646139832752,-0.81444806394511571) (0.8490256868428,0.52835157147595524) (0.77054050791751083,0.63739103041871004) (0.89873564003006257,-0.43849087714541268) (0.76078329576212211,0.64900599141250137) (-0.87322286175611752,-0.48732107866011476) (-0.91447875354549668,-0.40463392012271387) (-0.94746184921267251,0.31986879229850318) (0.44063158343544212,-0.89768803471984371) (-0.9837215591995111,-0.17969945455143427) (-0.61655322350690578,0.7873132302859166) (0.2826340496176164,-0.95922781131321877) (-0.80372780082086337,-0.59499716149546333) (0.16849673348988203,0.98570221203122044)
 (1,0) (0.8822587634248058,0.47076477604014916) (-0.87371234849575341,-0.48644293816030915) (-0.1594609094298684,0.98720424348956204) (0.85983876192376685,0.51056567010855936) (-0.271694604136271,-0.96238352130698623) (-0.45530324972156067,0.89033642562403603) (0.052404079615671229,-0.99862596222991973) (-0.19504610057258409,-0.98079407555889564) (-0.86048279919567783,-0.50947949152872662) (0.99235867199997163,-0.12338665286996237) (-0.39707162309529537,0.91778762583315887) (-0.66328387956676249,0.74836788754386219) (-0.83574902011369623,0.54911162378791101) (0.99593857534740926,-0.090035293829546392) (-0.92013142021488337,-0.39160971583113313) (0.9127065548578811,0.40861564424218644) (0.98295111171112715,-0.18386710414279778) (-0.97977329071857866,-0.20011071634094363) (-0.39505133048912172,-0.91865904789468744) (0.86873727342320739,0.49527320719498857) (0.34421645192654338,0.93889032065683842) (-0.94974322645499298,0.31303003658252809) (-0.58603981567873198,0.81028225603133941) (-0.81351818181744229,-0.58153948090601837) (0.34108625734431419,0.940032002141867) (0.76177043390689225,-0.64784705450075475) (-0.88236896094932171,0.47055819698865448) (-0.95987194807473886,-0.2804386622760956) (0.93778605980096985,-0.34721363170672115) (-0.15537788155843485,-0.98785510775741425) (0.9959901423169828,0.089463044925799207) (0.40453912646805051,-0.91452069148623738) (-0.81850911145835803,0.57449354605569625) (0.32617645135116796,0.9453089032607056) (-0.70574359887607641,0.70846734056372862) (-0.78175872565879589,-0.62358102509323865) (0.11635484660404294,-0.99320770721523721) (0.64839463672064723,-0.76130440368613361) (0.89246476296408872,-0.45111710992540777) (0.37916781987478215,0.92532792261522312) (-0.518380740319206,0.85514993309133258) (0.55745274538925216,0.83020867055095582) (0.40771773529222965,-0.91310801569593836) (-0.9772483395881193,0.21209828564197247) (-0.96183536168071071,-0.27362883075534511) (0.99656557544618085,-0.082807329600834978) (0.46027963015499884,-0.88777399267177071)
 (0.99999999999999989,-5.5511151231257827e-17) (-0.98762921609887167,0.15680730693411282) (0.65036664858216564,-0.75962044628353753) (0.53005021398175112,-0.84796625561274541) (0.45453207985663868,-0.89073036794598937) (0.45756413891419656,0.88917661843961548) (0.47061260151883716,0.88233994542447802) (-0.81287775629368364,-0.58243433391494515) (-0.62837756357871377,-0.77790850206877105) (-0.99999343874417201,-0.0036224948040816107) (0.974796053530958,0.2230978574986085) (-0.60573895942950651,-0.79566344205905215) (-0.88971021947590501,-0.45652571160903488) (-0.8493545056644527,0.52782281469020698) (0.57237072179540416,0.81999497366228291) (-0.48901274836922959,-0.87227663727304594) (-0.9656074563514635,0.26000430811518482) (-0.33712369084504124,0.94146036404673838) (0.74017935424247217,0.67240949097495339) (-0.14708125078870044,0.98912441364392045) (-0.28443518204931795,-0.95869527338595506) (-0.6750865874643851,0.73773850341817604) (0.88890876121296469,-0.45808428726472628) (0.66442486489023345,0.7473550688364895) (0.62197753852401994,-0.78303508323165261) (-0.036361920531280512,-0.99933868669999748) (0.98949798507372422,-0.14454666213731598) (0.76177043390689203,-0.64784705450075475) (0.41983044333931163,-0.90760255555254887) (0.46559266998890608,-0.88499913313663847) (-0.99903580411945803,-0.04390287106087154) (-0.97589620791294629,0.21823517448186852) (-0.99389914867217222,0.11029271176614819) (-0.51946344097498964,-0.85449267608939916) (0.042680188042474976,0.99908878561850512) (0.72801177167654019,0.68556462882822677) (-0.24983990150853441,0.96828715968673529) (-0.52165362421894923,-0.85315736903529937) (0.80897080255505949,0.58784882462536492) (0.89854130593768922,0.43888896263609967) (0.90357650854285754,-0.42842676528141771) (-0.61521828653904864,0.78835681002193203) (-0.93291134675563447,0.3601061219898774) (-0.95665127765449498,-0.29123587169512938) (0.58271364896876465,0.8126775518651338) (0.94851993484502117,0.31671743431898036) (0.67420814171875154,0.73854138789924817) (-0.77673727760468236,-0.62982473877997769)
 (1,2.7755575615628914e-17) (-0.3527183092043582,-0.93572955192834373) (-0.98985481950366905,0.14208249823732311) (-0.52753425964522072,0.8495337573637487) (-0.78546783526409847,-0.61890248001242598) (0.67596023063807953,0.73693810228248768) (0.62699797122631606,-0.77902088808842751) (-0.51755836486857798,-0.85564790594879803) (-0.3080960763746573,-0.95135524790823611) (-0.63077864275272466,-0.77596282375319392) (0.48728976469336982,0.87324033646246568) (0.87516552231550826,-0.4838236337243389) (0.70890841579647879,0.7053005444581244) (0.53172132075841672,-0.84691938049080251) (-0.70586995647888129,0.70834144629585383) (0.94355740770299457,0.33120902519225659) (0.19024754810023747,-0.98173615113320956) (0.85609999651399094,-0.51681021271714878) (-0.48605958214103995,-0.87392567338926364) (0.88672336788485173,0.4623004097412684) (-0.99805961649797525,-0.062265575689245289) (0.26528726625055432,0.96416941787494359) (-0.40193575465779041,0.91566787053367338) (0.46496740875632758,-0.88532779736910183) (0.63356924776561663,-0.77368598816684653) (0.18762286472878148,0.98224114179307587) (-0.036361920531280484,-0.99933868669999759) (0.3410862573443143,0.940032002141867) (-0.99988127466998422,-0.01540897674498537) (-0.41713819343292746,0.9088430709311226) (-0.77769720037276624,-0.62863905743467952) (-0.97521710477367762,0.22125008148438316) (0.58357443786204777,0.81205965019448834) (-0.95692891718126838,-0.29032231650750662) (-0.1789786097785821,-0.98385296525534049) (-0.74592621328443665,0.66602859122949154) (-0.021402680339347085,0.9997709364020797) (-0.92176406854161441,-0.38775121140443769) (0.23772917999245172,0.97133147636639261) (-0.98485377711947508,-0.17338695941016891) (-0.27309621169963377,0.96198672504110405) (-0.3947459053649901,0.91879032983460029) (-0.43828750172438175,-0.89883483790527441) (0.95066188207329572,0.31022892510670019) (0.81313388431477518,0.58207670128529121) (0.95850286739129154,-0.28508288830210915) (0.62332672379641862,-0.78196150506353124) (0.98407923029724009,-0.1777303252053295)
