# Created by Octave 5.2.0, Fri Sep 17 14:18:41 2021 UTC <root@0x00>
# name: F_norm
# type: scalar
1.1703014581179901e-13


# name: H
# type: complex matrix
# rows: 30
# columns: 30
 (1,0) (-0.84159652823096365,-0.54010673359030603) (0.46106381237836469,-0.88736698209654452) (-0.95227453967756714,-0.30524285590637124) (-0.76593108271735222,-0.64292268316448864) (0.83311068677935696,0.55310630404473593) (0.33485060515094406,0.9422712307133474) (0.99313762000514794,0.11695156147101728) (0.42269528734336048,0.90627186542323701) (0.37978664764199765,-0.92507410636816179) (-0.045647385665351148,0.99895761480751444) (-0.39084998749389055,0.92045439174139676) (0.19285419358396591,-0.9812274252267299) (-0.89822681213993238,-0.43953224449741246) (0.399215189585443,-0.91685725846734634) (0.28676379512337841,-0.95800131826967627) (-0.14387174492918778,-0.98959634246041472) (0.91664797608932613,-0.39969549400930504) (-0.61251129456508202,0.79046183590999963) (-0.35458584558150941,0.93502346393726687) (0.85269953711609014,0.52240166481549932) (-0.92985033529014038,0.36793797569809644) (-0.077856589693658468,-0.99696456879934914) (0.16912614511112881,0.98559441305227058) (0.87096155687458854,-0.49135116408388757) (-0.96061011586278489,0.27789963170556065) (-0.88249819946050545,0.47031577471839658) (-0.7766266417845491,0.62996115695370736) (0.36395623487346096,-0.93141605048266862) (0.15606781543592105,0.98774634243061565)
 (1,-1.3877787807814457e-17) (0.8940663314316657,0.44793458785890139) (-0.47094643358974742,0.88216180867746663) (-0.13937933069079453,-0.99023906314393895) (-0.71717565859895216,-0.69689244127997341) (-0.97292384100933982,0.23112593882044657) (0.3776240014915126,0.92595902366008498) (0.086021877144092596,-0.99629324832230315) (-0.81984855536838963,0.57258042776571016) (-0.60676957072463333,0.7948777818272722) (0.37978664764199765,-0.9250741063681619) (-0.060410004895126268,-0.99817364787323992) (0.40110655611300233,-0.91603140265122296) (0.96742121909181489,-0.25317224344486505) (-0.86390452152390984,-0.50365561417554383) (0.39738213358582208,0.91765322421205509) (0.24261914739783677,-0.97012161573482492) (-0.98464560150566549,0.17456528702908586) (0.55171338193147978,0.83403377881098362) (0.79660511930550182,-0.60450002803661418) (0.64907928768210321,-0.76072076237085406) (-0.9961600235553254,-0.087551170581859697) (-0.98752252779023775,0.15747779877423543) (0.70962880953551721,0.70457572529658163) (0.99860753308924544,-0.052754098015339534) (-0.35007069036826444,0.93672328451100528) (-0.99419191223800252,-0.10762175263646198) (0.96793309766621705,-0.25120811778738739) (0.34698807840340556,0.93786953967271558) (-0.80263454965282732,0.59647110550604465)
 (0.99999999999999989,0) (0.81157490033593649,-0.58424838993763184) (-0.64738945299334372,-0.76215936401318352) (0.93808928983309448,0.34639353963438801) (-0.69425212410715853,-0.71973188631093732) (-0.3163707338214905,0.94863563014534324) (-0.74905411205628913,0.66250882047831128) (-0.86645703694906928,-0.49925164308336345) (0.98748841621604311,-0.15769155918796238) (-0.81984855536838952,0.57258042776571016) (0.42269528734336054,0.90627186542323701) (0.72079731035496686,0.69314589906097335) (0.90766418342945965,0.41969718860070049) (0.43053486792335022,-0.90257394572534733) (0.29473494456124011,-0.95557904563384122) (0.18973369546762534,-0.98183558949765037) (0.99960958494557572,0.027940609959943213) (-0.64143099935909609,0.76718073037661227) (-0.99107652544480163,-0.13329411356942547) (-0.9871640849766623,-0.15970932763050641) (-0.17622798240090815,0.98434937812694601) (0.74733070838316806,0.66445226488252096) (-0.70944234668608475,0.70476347573390952) (-0.37721103376253978,-0.92612733250228385) (-0.18828737495826026,-0.98211397731186312) (0.26663419859114723,0.96379780251962432) (0.33473445528257473,0.94231249829696984) (0.73518515890151825,-0.67786634532992496) (-0.8495809100223799,-0.52745831809304544) (-0.77301372866258622,-0.63438929317822301)
 (1,-5.5511151231257827e-17) (-0.37043081488898116,-0.92886006017089884) (-0.022713485224437613,0.99974201551648334) (0.56159548785218183,0.82741193369691601) (-0.029336731971136953,-0.99956958545028551) (0.82604478206134724,0.56360448723304368) (0.99715471493094643,0.075382189481227102) (-0.90884835016646615,-0.41712669106602651) (-0.86645703694906973,-0.49925164308336362) (0.08602187714409254,-0.99629324832230337) (0.99313762000514827,0.1169515614710171) (-0.18330002508692816,0.98305701808345347) (0.066862655652207836,0.99776218873994948) (0.65179835902638106,-0.75839231217788361) (-0.94730079514828514,0.32034544403101334) (0.20525554226925102,-0.9787084153964124) (-0.76560309847860464,0.64331321733659419) (-0.66217863533699317,0.74934601814064383) (0.31532311425283438,0.94898436953297272) (-0.4329925963018243,-0.90139747700323924) (-0.33313642079999378,-0.94287863754386181) (-0.42776722840716991,0.90388893029002682) (0.10131427045428298,-0.99485447106715896) (-0.72051209917221304,0.69344236598757936) (0.89726950802873406,0.44148321594583118) (-0.1613492872586122,-0.98689736421835517) (0.74890495928486256,-0.6626774192309095) (-0.58206557380263801,0.8131418497370585) (-0.30425722972195618,0.95258991080208288) (0.26756651775303991,-0.96353939129519373)
 (1,0) (-0.9993200517158819,-0.036870506350846724) (0.63154784175115353,-0.77533690972341873) (-0.85413633396708621,-0.52004915440491351) (-0.53374755887793834,-0.84564386321420393) (0.98342251508142842,0.18132886375565987) (-0.71885185096785997,-0.69516330193709308) (0.99715471493094643,0.075382189481227116) (-0.74905411205628936,0.6625088204783115) (0.37762400149151265,0.92595902366008498) (0.33485060515094422,0.9422712307133474) (0.91452456766033086,-0.40453036368817052) (0.22998574046156134,0.97319399874040924) (0.58613539744302523,-0.81021311755877312) (-0.34770807152018962,0.93760284609194278) (0.0021957993665606135,0.99999758922966531) (0.26348441609794038,0.96466365250978925) (-0.91579568206978768,-0.40164445558520145) (0.99245547294066949,0.12260560439927479) (0.46704644493431202,0.8842327851161258) (-0.50681206248387456,-0.86205657199562102) (-0.94222269259920588,-0.33498716027797559) (0.23099531694196013,-0.97295486203157633) (-0.86094394859641277,-0.50869983032749055) (-0.88038170144903516,-0.47426581128487644) (0.78392517287433483,-0.62085531594240539) (0.19886062016227601,0.98002778213103436) (0.60880504771262844,-0.7933198685773758) (-0.86740294540242269,-0.49760640099098441) (-0.42663666329560068,0.90442310758405331)
 (1,-5.5511151231257827e-17) (0.99116517530495796,-0.1326333112860138) (0.59783764279655727,0.80161721092767035) (-0.50808458988540206,-0.86130717489231579) (-0.91700472340394545,-0.39887634331313099) (-0.86719656831877412,0.49796597463696524) (0.98342251508142819,0.18132886375565965) (0.82604478206134702,0.56360448723304346) (-0.31637073382149039,0.94863563014534336) (-0.97292384100933982,0.23112593882044663) (0.83311068677935707,0.55310630404473582) (-0.86494255529815178,-0.50187087585782775) (-0.53796536540544282,0.84296694218942381) (-0.2871269038193256,0.95789255196140211) (0.10137433557778919,-0.99484835230610025) (-0.87317391077602657,-0.48740878278925215) (0.60156376072520346,0.79882478791168621) (0.62536031094639444,-0.78033613365845733) (-0.34983963078200053,-0.93680960324620544) (-0.97758262555789965,0.21055215555135764) (-0.67393657089063197,-0.73878921108539242) (0.99979664913691613,-0.020165821941948769) (-0.99930692599763571,0.037224557125038582) (0.87978721683778272,0.47536770303506026) (-0.053333847330419903,0.99857673752643339) (0.69465323501499399,-0.71934475954385302) (0.63878756888612331,-0.76938315671488156) (-0.53284069882129637,-0.8462155692727662) (-0.927091180918307,-0.37483588710727633) (0.88581679288724069,0.46403513815115582)
 (1,-5.5511151231257827e-17) (0.17391081859441646,0.98476140621767938) (0.65811840769299501,-0.75291444497740834) (0.3224213422566326,0.94659625926655322) (0.75748045783186579,-0.65285783751351945) (-0.91700472340394545,-0.39887634331313104) (-0.53374755887793823,-0.84564386321420382) (-0.02933673197113687,-0.99956958545028518) (-0.69425212410715842,-0.7197318863109371) (-0.71717565859895194,-0.6968924412799733) (-0.765931082717352,-0.64292268316448853) (-0.15860276766349984,-0.9873424745697299) (0.10214493874311678,0.99476952681973807) (-0.49797315101600081,-0.86719244742282819) (-0.96234908122951091,0.27181656656046083) (-0.21214423027337134,0.97723836680807841) (-0.17501014516151159,-0.98456663009191403) (0.96766478554946156,0.25223969316409445) (0.13646570031942964,0.99064479640097436) (-0.74234765215911636,0.67001489784470314) (0.48598585026641494,0.87396667747736823) (0.26671520709305657,0.9637753878914469) (0.42663263405491847,0.90442500825627492) (0.9832522966016003,0.18224961242120505) (0.99964338438182743,-0.026704008344202418) (0.28153425593648707,-0.95955117775670995) (0.86875090833966673,0.49524929001363049) (-0.95841862385884524,-0.28536597807117453) (-0.76694191440299764,-0.64171652614831776) (-0.29948554222055102,0.9541008384866162)
 (1,-5.5511151231257827e-17) (0.9999935486294852,0.003592032768285347) (0.75452778714140145,-0.65626809950773957) (-0.35374610068552276,-0.93534148643679171) (0.32242134225663271,0.94659625926655355) (-0.50808458988540195,-0.8613071748923159) (-0.8541363339670861,-0.52004915440491351) (0.56159548785218183,0.8274119336969159) (0.93808928983309448,0.34639353963438801) (-0.13937933069079445,-0.99023906314393906) (-0.95227453967756703,-0.30524285590637124) (0.99138779756560091,0.13095890514976682) (0.5720208773285258,0.82023906021372972) (-0.52913687944087218,0.8485364829019284) (-0.78911971348676124,-0.61423943034176065) (0.015330732174853257,-0.99988247741971326) (0.28870646706160835,0.95741766010284368) (-0.78514296155179353,0.61931456459999357) (0.37008478272500983,0.92899798363364683) (-0.32908093358501439,-0.94430172040021976) (0.65908994786184882,-0.75206412002399392) (-0.9901542206504742,-0.13998078199542707) (0.49008789765316735,0.87167301929903629) (-0.99912368177284128,0.041855328462239549) (-0.15973633267674409,-0.98715971555923188) (-0.37437065689918225,0.92727914419169089) (0.21233942602320449,-0.97719597223695909) (-0.95738739680100893,-0.28880680817215376) (-0.15504390494873771,0.98790758046400551) (0.70024219261318787,0.7139053660565059)
 (1,5.5511151231257827e-17) (0.46825441902878118,0.88359368437083141) (0.51620988960462566,-0.85646211234028402) (0.75452778714140156,-0.65626809950773946) (0.65811840769299512,-0.75291444497740834) (0.59783764279655704,0.80161721092767046) (0.63154784175115353,-0.77533690972341862) (-0.022713485224437835,0.99974201551648312) (-0.64738945299334372,-0.76215936401318352) (-0.4709464335897473,0.88216180867746674) (0.46106381237836469,-0.88736698209654452) (0.67994283720131654,0.73326512131603894) (-0.72377829679316252,-0.69003259132535855) (-0.90476559527298805,0.42590987028984789) (-0.94878216163583351,0.31593102057511924) (0.89555157700799182,0.44495772037183456) (0.55517829315257849,-0.83173136457163332) (0.95678432645569034,0.29079847428886729) (-0.22025284986014715,-0.975442813356316) (0.48148874992566915,-0.87645227120192781) (-0.58720422849606702,0.80943881426352393) (-0.76859028113571737,0.6397413381545074) (-0.55857902307541207,-0.82945130958973057) (-0.56810232956783924,-0.82295792306751347) (-0.63986692230376863,0.76848573294596956) (0.23858122001691917,0.97112254708416645) (-0.98409113874633536,0.17766437639814736) (-0.87658378002392445,0.48124928737502493) (-0.94550889247578906,0.32559627493140569) (0.97206806704046878,-0.23469911171584656)
 (0.99999999999999989,0) (-0.51812258252788024,0.8553063717023508) (0.46825441902878129,0.88359368437083141) (0.99999354862948509,0.003592032768285458) (0.17391081859441643,0.98476140621767927) (0.99116517530495796,-0.13263331128601363) (-0.99932005171588156,-0.03687050635084671) (-0.37043081488898089,-0.9288600601708985) (0.81157490033593638,-0.58424838993763184) (0.89406633143166547,0.44793458785890117) (-0.84159652823096354,-0.54010673359030603) (-0.89901373307258803,-0.43792043540680914) (0.79224655491152018,-0.61020111129924082) (0.92425887068126522,0.38176634210861421) (-0.28309487478056461,-0.95909191002373506) (0.87262920000344912,0.48838333233367126) (-0.47551148326349613,0.87970951414915899) (0.5953381285049818,-0.8034752720203574) (-0.97966139641497674,-0.2006577892190024) (-0.99274246771335362,-0.12025968900010309) (-0.6006715394356138,-0.79949590475001797) (0.96994309892159913,0.24333184102037569) (-0.38509123683810337,-0.92287850734021293) (-0.34035037094371939,0.94029868924638671) (-0.39570292739788288,-0.91837856750293678) (0.99718759307826599,0.074946008638049677) (-0.97395434808081871,-0.22674419034336324) (-0.13687735453414962,0.99058800205521047) (-0.99551615798290338,0.094591644424646903) (-0.30291077160444679,0.95301892134731481)


# name: N
# type: scalar
30


# name: argn
# type: sq_string
# elements: 1
# length: 1
x


# name: defect
# type: scalar
0


# name: info
# type: complex matrix
# rows: 1
# columns: 29
 (9.9920072216264089e-16,-9.4368957093138306e-16) (-8.8817841970012523e-16,-6.106226635438361e-16) (-9.9920072216264089e-16,-8.3266726846886741e-16) (6.6613381477509392e-16,2.1094237467877974e-15) (2.2204460492503131e-16,-2.2204460492503131e-16) (-1.1102230246251565e-15,-1.1102230246251565e-16) (7.7715611723760958e-16,-2.2204460492503131e-16) (8.8817841970012523e-16,2.2204460492503131e-16) (-6.6613381477509392e-16,-8.8817841970012523e-16) (0,-2.2204460492503131e-16) (1.1102230246251565e-16,-2.2204460492503131e-16) (-1.1102230246251565e-16,-3.3306690738754696e-16) (8.8817841970012523e-16,3.3306690738754696e-16) (2.2204460492503131e-16,6.6613381477509392e-16) (-9.9920072216264089e-16,-1.1102230246251565e-15) (9.9920072216264089e-16,-1.1102230246251565e-16) (-3.3306690738754696e-16,-3.3306690738754696e-16) (-5.5511151231257827e-16,-5.5511151231257827e-16) (-7.2164496600635175e-16,-4.4408920985006262e-16) (5.5511151231257827e-16,2.7755575615628914e-16) (1.6653345369377348e-15,7.7715611723760958e-16) (1.1102230246251565e-16,3.3306690738754696e-16) (6.6613381477509392e-16,-1.6653345369377348e-16) (8.8817841970012523e-16,6.6613381477509392e-16) (1.1102230246251565e-16,0) (5.5511151231257827e-16,1.1102230246251565e-16) (3.3306690738754696e-16,-1.1102230246251565e-16) (-3.3306690738754696e-16,8.6042284408449632e-16) (-1.1102230246251565e-16,-1.2212453270876722e-15)


# name: is_convergent
# type: scalar
2.5086755492578224e-14


# name: is_unimodular
# type: matrix
# rows: 1
# columns: 30
 1.8729494231662569 1.8729494231662565 1.8729494231662558 1.8729494231662571 1.8729494231662556 1.8729494231662565 1.8729494231662567 1.8729494231662567 1.8729494231662565 1.8729494231662567 1.8729494231662569 1.8729494231662571 1.8729494231662569 1.8729494231662573 1.8729494231662565 1.8729494231662562 1.8729494231662569 1.872949423166256 1.8729494231662571 1.8729494231662569 1.8729494231662569 1.8729494231662567 1.8729494231662569 1.8729494231662565 1.8729494231662567 1.8729494231662569 1.8729494231662567 1.8729494231662567 1.8729494231662571 1.8729494231662567


# name: spectrum
# type: scalar
5.4772255750516594


# name: x
# type: complex matrix
# rows: 1
# columns: 30
 (-1.0908179540688299,-1.5225162504288441) (-0.40647819765018561,1.8283093328465698) (-0.061940601455570808,1.8719249193357443) (1.7349903152184225,0.70551268439135362) (-0.6255512618024256,-1.7653966015023941) (-1.7748321188604439,-0.59825620899424004) (0.96014193736294795,1.6081253066399206) (-0.62297778764284983,1.7663063771165053) (-1.3048176479892766,-1.3436481858115037) (0.9857261902433162,1.5925713232402532) (1.2775894855332439,-1.3695636707337544) (1.5553842523488353,1.0434171597611717) (-0.5781832338670313,1.7814723376504829) (0.89459500610564224,-1.6454906006385033) (-1.8492265767876295,-0.29715418462663207) (1.2247701790416048,-1.4169959598634032) (-1.6502192570253054,-0.88584194159097218) (-1.8110277480341626,-0.47761704072313088) (1.8474505701069168,0.30800313756590669) (0.66525049230934752,1.75082304194941) (-1.0542797573548779,1.5480419034931046) (-1.3129346358335703,-1.3357178533535381) (-0.57038796558338234,1.7839834950067404) (-1.3645274487406962,-1.2829670234935968) (-1.7451521551523985,-0.67998786541066458) (1.3502952368101735,-1.2979377162200705) (-1.8519632967212993,-0.27959164747179099) (-0.64534592663865575,-1.7582571418054038) (-1.517807841617864,-1.097359967222304) (-0.37042266414444219,-1.8359538642424944)


# name: x0
# type: complex matrix
# rows: 1
# columns: 30
 (-1.0908179540688294,-1.5225162504288441) (-0.406478197650186,1.8283093328465698) (-0.061940601455571467,1.871924919335745) (1.7349903152184223,0.70551268439135262) (-0.62555126180242537,-1.7653966015023956) (-1.7748321188604437,-0.59825620899424004) (0.96014193736294762,1.608125306639921) (-0.62297778764285017,1.7663063771165053) (-1.3048176479892764,-1.3436481858115037) (0.98572619024331631,1.5925713232402534) (1.2775894855332433,-1.3695636707337548) (1.5553842523488348,1.0434171597611706) (-0.57818323386703063,1.7814723376504831) (0.89459500610564169,-1.6454906006385024) (-1.8492265767876293,-0.29715418462663273) (1.224770179041605,-1.4169959598634032) (-1.6502192570253051,-0.88584194159097196) (-1.8110277480341632,-0.47761704072313166) (1.8474505701069162,0.30800313756590597) (0.66525049230934719,1.7508230419494095) (-1.0542797573548772,1.5480419034931048) (-1.3129346358335703,-1.3357178533535385) (-0.57038796558338245,1.7839834950067401) (-1.3645274487406969,-1.2829670234935968) (-1.7451521551523994,-0.67998786541066425) (1.350295236810173,-1.29793771622007) (-1.8519632967212996,-0.27959164747179149) (-0.64534592663865598,-1.7582571418054043) (-1.517807841617864,-1.0973599672223036) (-0.37042266414444186,-1.8359538642424944)


