# Created by Octave 5.2.0, Sat Sep 18 13:16:51 2021 CEST <ania@ania-bania>
# name: F_norm
# type: scalar
3.8703137550553216e-13


# name: H
# type: complex matrix
# rows: 61
# columns: 61
 (1,0) (-0.26308079143566349,0.96477380622484987) (-0.18230558022637727,0.98324192110503728) (-0.62999869266321418,0.77659619316775064) (0.88683129470656197,0.46209333984497514) (-0.010719144046944962,-0.99994254832510321) (0.97430054264065247,-0.22525197581848183) (-0.35536459421749012,0.93472777062449497) (-0.98105781910908851,-0.19371514025733858) (-0.99723906128264583,-0.074258027526371839) (-0.73234422110799546,-0.68093460905561576) (-0.71598337033923021,0.69811733497863915) (-0.97725901732034937,0.2120490817383226) (0.99966350096174339,-0.025940023995955519) (0.68483499845005269,-0.72869817132878545) (-0.61639072729239364,-0.7874404557221798) (0.36276298388424022,0.93188143962813363) (-0.27462114351970163,-0.96155250898322331) (0.3775874718803624,-0.92597392030175307) (0.99867513895549165,0.051458399044579939) (0.85406050218902851,0.52017368118795138) (0.47799316916252799,-0.87836355242801534) (-0.97373181080870574,0.22769795918979763) (0.51464078904005173,0.85740588886258096) (0.22257935386224675,-0.97491457637798484) (-0.74630841167488726,-0.66560029647176944) (0.64490388682787703,-0.76426368273933931) (-0.073750983259077918,-0.99727668802009017) (0.22696083597803296,-0.97390388587999421) (0.96033127766528115,-0.27886168101366959) (-0.85078613415954141,0.52551208732232046) (0.99672153537079167,-0.080908472535898002) (-0.9702734792888309,-0.24201110592026043) (-0.97559713842126783,0.21956826615937269) (-0.99298394691497105,-0.11824923327094386) (0.40900329805085051,-0.91253290471277138) (0.40643311904666551,0.91368053483807943) (-0.53003541213835348,-0.84797550782987074) (0.95415296508232983,0.29931942674106143) (-0.73994658848595385,0.6726656273275734) (-0.51242693797678729,0.85873082699745651) (0.033666445989750382,-0.99943312453331279) (0.5871269187521132,0.80949489268101615) (0.032201168571848182,0.99948140790242268) (-0.31480857141059831,0.94915518402757426) (0.46537427702055356,0.88511399395083445) (0.57793765126777896,-0.8160809219967613) (0.34846461511491278,-0.93732193616324533) (-0.04537225098194908,0.99897014912400295) (0.98921443156862643,0.14647459976514529) (0.99705404700453371,0.076702199133279664) (-0.90297343114754991,-0.42969638425476764) (0.43363649783845748,0.90108789124169153) (-0.77529759120706387,-0.63159610913029218) (-0.99420260206083177,-0.10752295594649414) (0.26654467927973574,-0.96382256351865048) (-0.465376118654517,0.88511302565607819) (-0.99968982697392117,-0.024904815696025151) (0.28810784299567754,-0.95759796929837848) (-0.25064548751109905,0.9680789428503872) (0.87880564647822512,0.4771798777379333)
 (0.99999999999999989,-2.7755575615628914e-17) (0.94418953344268641,-0.32940267900744497) (-0.48735254884259016,-0.87320529839014949) (0.99705734407252999,-0.076659328401920412) (-0.98595663565024927,0.16700153477510926) (-0.88491166382676956,0.46575889387465114) (0.94067460169306039,0.33931002597860593) (0.95030524066777977,0.31131969028532758) (0.099633203388315508,-0.99502423326398592) (0.34791636431894607,-0.93752557481867449) (-0.96851653017209027,-0.24894925343012267) (-0.44606228398981845,0.89500192111625465) (0.54957519825652701,-0.83544425395193167) (-0.28212499715515754,-0.95937765555603971) (0.99549449718329486,-0.094819333881744267) (0.99830681200676485,-0.058167938771192723) (-0.99989734909220351,0.014327989334998445) (0.26247611258182824,-0.96493849043549473) (-0.12336909608747137,0.99236085479555336) (-0.21029942503775312,0.97763702457956791) (0.74894815713204232,0.66262859727642187) (-0.97767694777755554,-0.21011374487253826) (0.9022276749421011,-0.43126004054232736) (-0.8179684384743271,0.57526309951175447) (0.15481514332360796,-0.98794345556701268) (-0.084180407757203451,-0.99645053010665385) (-0.21830418522030748,-0.97588077279721952) (-0.53372601703661349,0.84565745945875348) (-0.58981991917959797,0.80753480602322858) (-0.89697536147455059,0.44208053667584046) (-0.99286538502418598,-0.11924062739173073) (-0.91456713430308856,0.40443411929835532) (-0.64407955547625173,-0.76495851274269411) (-0.8227381807707177,0.56842051854422848) (0.68619176843590712,0.72742068772533741) (0.11238408513523064,-0.99366484158810664) (-0.2024658243470866,0.97928932903991905) (0.64156695564532018,0.76706703841580659) (-0.53301773615802228,-0.84610406744145628) (0.98934372230868628,0.14559876073783212) (0.80764195386231452,-0.58967319284622621) (0.16980294307813354,-0.98547803654977828) (0.3188054396169599,-0.94782017897417514) (0.77152171596214791,0.6362029878889468) (0.97705869395589651,-0.21297020581573978) (-0.88235075625945147,0.47059233199062495) (-0.38823258593259236,0.92156142455079604) (0.077861146423221034,-0.99696421293728565) (-0.041854728318079501,0.99912370691392349) (0.99994105621498242,-0.01085744425112288) (-0.98313272181968514,-0.18289355179288846) (0.99705404700453348,0.076702199133279705) (0.15707527585116518,0.98758663301822824) (-0.90901341126614132,-0.4167668630521062) (0.074606558814979962,0.99721304713776504) (0.85749745031280733,-0.51448821435192715) (-0.97927086164317179,0.20255512715465862) (-0.87110330538703074,0.49109981810604442) (0.021813552407837125,0.99976205615703939) (0.9806383073508379,0.19582775634746663) (-0.8605905619106804,-0.50929744231662799)
 (1,0) (-0.93138536531146976,0.36403475285145481) (0.41043467956971486,-0.91189000093569705) (0.69235680082453765,-0.72155530650949551) (-0.82090798585880109,-0.57106048607240112) (-0.39055742155675854,0.92057856832914431) (0.16377361170479848,0.9864979493689614) (-0.65769543770647831,-0.75328395125615411) (0.9998695794669834,0.016150048189336463) (-0.9751778445815561,-0.22142305985888178) (-0.47563968215925267,0.87964020642274321) (-0.071945197667017513,-0.99740858655450437) (-0.20773555428571938,0.97818502313499234) (-0.89039086558747338,-0.4551967777548423) (0.38199383689732991,0.92416487088206101) (-0.81018367144420722,-0.58617609856184372) (-0.5266851227142868,0.85006045756254078) (-0.83340012831240695,-0.55267008796284922) (0.58958255264836723,-0.80770812402292735) (0.088433770306797277,0.99608205900383806) (0.74982515810694594,-0.66163602703442115) (0.93867307549490131,0.34480843571604219) (0.69577009755987818,0.71826455525907518) (-0.6478580247979856,0.76176110409028674) (-0.99893399195793431,-0.046161452652468571) (0.18907941643109649,0.9819617987895839) (-0.48049278974747461,0.8769986767382778) (-0.38471473485838265,-0.92303552086734197) (-0.94273220988092954,0.33355056656078413) (-0.99568211315968536,0.092828495268773348) (-0.99570563203690066,0.092575884170741252) (0.97599412637878591,0.21779684404074917) (-0.87821054582603897,-0.47827422803234032) (0.99988793254902664,-0.014970716176362531) (-0.92322063304695867,-0.38427029902969856) (0.69737305398383276,-0.71670832531599837) (-0.14131504398168487,-0.98996467530132315) (-0.11081457395670985,-0.99384109906905849) (-0.67205877301187955,-0.74049780932678422) (0.68670727885717409,0.72693405007921819) (0.97668876580570663,0.21466032411446134) (0.51056170368470188,-0.85984111714349587) (-0.41186560475324818,0.91124460142227592) (-0.033812549342812748,0.99942819227143143) (-0.45309510726764513,0.89146218302860236) (-0.87321269230463394,-0.48733930069110387) (0.93733917949790468,0.34841822939994876) (-0.17555711492655701,-0.98446924756371301) (-0.26967057665004646,-0.96295263647244478) (-0.99868424398024458,0.051281388686409857) (0.99994105621498253,-0.010857444251122894) (0.98921443156862654,0.14647459976514532) (0.53290733672718094,0.84617360539214626) (0.77520525204616786,0.63170944048671374) (-0.35725365486378735,-0.93400740151589068) (0.68873530875120648,0.72501287883690746) (0.86797436270305495,0.49660900685572174) (0.94523151004524286,0.32640066240372539) (-0.56216384257987884,-0.82702588477980876) (0.98818236500648293,-0.15328278928240441) (0.42702248728541803,-0.90424100512671668)
 (0.99999999999999989,5.5511151231257827e-17) (0.27580336752037954,0.96121407733366981) (0.8873750439986996,0.46104829604750303) (0.21736172078507754,-0.9760911239927097) (0.028339715106759311,0.99959834961231686) (0.29628784005196696,0.95509869429150651) (0.72730377474707564,-0.68631568482634542) (-0.90665338047605604,-0.42187634168241789) (-0.60182251450723956,0.79862986485116116) (-0.97302508899879958,-0.23069931984918562) (0.44106748498286863,-0.8974739403965375) (-0.26215954500595612,0.96502454526414549) (-0.97322276160818899,0.22986399519657408) (0.19196875159646953,-0.9814010385212022) (0.44378648213181693,-0.89613255619750076) (-0.91206217595179007,-0.41005193231843962) (-0.23614574309762987,-0.97171764829958063) (0.31744702931687857,0.94827600601190376) (-0.86426633742747616,0.50303448986098054) (-0.8720214826910786,-0.48946760232445796) (-0.80177437202675161,-0.59762685378177949) (-0.84261240724501185,-0.53852050207653723) (-0.85976997044592518,0.51068150340443463) (-0.45674912896465231,0.88959554472244928) (0.11350750088361916,0.99353713933760701) (-0.20485561634987132,-0.97879220289595392) (-0.88306457147394612,-0.46925149185435283) (0.91326621603150349,0.40736325147894775) (-0.93376614224727672,-0.35788376827210189) (-0.56472639998217389,0.82527819137741365) (-0.35733854946533822,0.93397492528761594) (0.10032469368644359,-0.99495475064784755) (0.94174311576461189,-0.33633302530373166) (-0.28986787428331973,-0.95706667242071952) (0.88063542487335611,-0.47379452134667471) (0.9027147026025929,0.43023966077654119) (-0.81937018945591611,-0.57326476660525416) (0.93464508835573989,-0.3555820001244322) (0.99829998624036342,-0.058284967808948873) (0.66850377878427025,-0.74370874524315733) (0.82895870133129823,-0.55930981708452809) (-0.094647494025040135,-0.99551084970219217) (0.63492915888344248,0.77257036132611523) (-0.97434113268259814,-0.22507633630125057) (0.092211500797533541,0.99573944338901588) (-0.27994537656443863,-0.96001593014917996) (0.99247685933439389,-0.12243236371866389) (0.12579653182183426,0.99205606322505691) (-0.90716828146926665,0.42076799913503182) (-0.26967057665004629,-0.96295263647244456) (-0.041854728318079459,0.99912370691392338) (-0.045372250981949136,0.99897014912400262) (0.92159130439814396,-0.38816165145172243) (0.36405965194895501,-0.93137563304115134) (0.9998328474401551,-0.018283248609348934) (-0.57579325240907586,0.81759533418444763) (0.92356279843697564,0.38344720281058575) (-0.91248516129656387,0.40910980239244438) (0.94208044490328935,0.3353869933834952) (0.5939044401775001,0.80453559022422971) (-0.98323345083255842,-0.18235125764276777)
 (1,5.5511151231257827e-17) (-0.99976661487746665,0.021603605635418466) (0.67475241903568062,0.738044153831935) (-0.50827135610017049,0.86119697431429409) (-0.95043545235650262,0.31092193699366172) (0.6281117475889868,0.77812314741351107) (0.93226780010531807,0.36176891641874243) (-0.99485962553058671,-0.10126364347158812) (-0.88417366921124674,-0.4671583486073228) (0.43546021460630985,0.90020797680037579) (0.74907561862437722,0.66248450365461864) (0.88505875791071564,0.46547931752715016) (-0.3552195401103998,0.93478290438141676) (-0.0097903844579553811,0.99995207303758638) (-0.42432321462815564,0.90551080033737208) (-0.99925152669715889,0.038683153870872899) (0.98304693113432706,-0.18335411418177106) (0.65371752335488909,-0.75673866007938906) (-0.38287775413873609,0.92379901785273522) (-0.92553550541505492,0.37866083533433892) (0.072346443209985067,0.9973795627316937) (-0.81431948461703696,-0.58041689928278561) (0.061472800737795819,0.99810875898844342) (0.82243125278974527,-0.56886451324958809) (-0.99627291946310048,0.086256999394082157) (-0.10821429284169415,-0.99412759081758317) (-0.66699737485525534,0.74506006599213093) (-0.78715641361575528,-0.61675341953132423) (0.13212441103172845,0.99123314109724969) (-0.0068065871994501537,-0.99997683491703815) (-0.96779043989225078,0.25175715372787916) (0.72871196399557503,-0.68482032207704824) (0.9792107357602895,-0.20284559391761953) (-0.63870858228230731,0.76944872923341967) (0.87034588155169534,-0.49244090657255818) (-0.18437272733730448,-0.98285639714772399) (0.8570202453723883,0.51528273697248195) (0.79816220003181848,0.60244261340012173) (-0.99859625388214079,0.052967175991874671) (-0.99521294778780711,-0.097730182418246048) (0.91415236497387697,-0.40537076067800926) (0.79797636722336285,-0.602688740025069) (-0.48824034473131617,0.87270921031959181) (-0.58718418529578176,-0.80945335414619723) (0.35103836004006483,-0.93636107874066576) (0.83177760251938959,-0.55510901627256704) (-0.79140180350908829,0.61129631554800234) (-0.94041962808613722,0.340016063018105) (0.12579653182183437,0.99205606322505724) (-0.17555711492655712,-0.98446924756371323) (0.077861146423221006,-0.99696421293728599) (0.34846461511491283,-0.93732193616324544) (-0.97075711782363427,0.24006377943111695) (0.71305065286024305,-0.70111252053830952) (0.99743798810723705,-0.071536423453978149) (0.93856064959495233,-0.34511433907025807) (-0.89875837443855711,-0.43844427739059716) (-0.28577959385329682,-0.95829537395160436) (-0.15352576422345526,-0.98814464514037836) (0.53197624172539415,-0.8467592799844148) (0.99916712693924592,-0.040805054147401376)
 (1,5.5511151231257827e-17) (0.97954906445900025,0.20120544306130911) (0.96674499697875227,-0.25574227420696838) (0.89496866201730452,-0.44612901049691572) (-0.97543781769798066,-0.22027497316899636) (0.73661156209676537,-0.67631605524737048) (-0.97675446435759339,-0.21436118202116489) (0.11831160729530532,0.99297651713381518) (0.93007056391875009,0.36738092782813231) (0.92639874490610397,-0.37654397543500184) (-0.26188858095685047,0.96509811478647511) (0.82810161065677179,-0.5605780252807453) (-0.69220291679885371,-0.72170293194302604) (-0.67556096982485281,-0.73730412724282646) (-0.46091922449246275,0.88744209303664845) (-0.98659915924902741,-0.16316279897425434) (-0.91251412273592791,0.40904520020100577) (-0.54812085342665162,-0.83639914516864478) (-0.99665383911813832,-0.081738148811170974) (0.68591501047115877,-0.72768166007557922) (-0.68020635814601071,-0.73302067524575421) (0.13011657468259996,-0.9914987024665578) (0.21162992751714949,-0.9773498727574923) (-0.093398466169427707,0.9956288096058683) (-0.80851993453500393,-0.58846878885758647) (-0.98977075514788315,-0.14266692768118822) (0.86854287996050683,-0.49561402892766226) (0.90463976934101231,-0.42617706147403195) (-0.33040091878781341,0.94384068192898396) (0.96074381381722618,-0.27743706351519271) (-0.80375873128970721,0.59495537805415299) (-0.91279483569063624,-0.40841839813664738) (-0.74124298508332354,-0.67123679656643165) (0.87027960273051563,-0.49255803015605693) (0.7672788433823502,0.64131363348820514) (-0.01746175800185823,0.99984753188047892) (-0.13492654238915897,0.99085560409118523) (0.69555498784784719,0.71847286579242708) (0.37972597267275204,0.92509901398592609) (-0.94687968390420996,-0.32158803492895049) (0.7362414771711645,0.67671891305978937) (-0.96977141786642473,0.24401515749917135) (0.98344943064000456,0.18118282858442103) (-0.71358834611179844,0.70056525198829911) (-0.963309703483479,0.26839227853008696) (0.99624199272365654,0.086613462775714689) (0.673002479972031,0.73964022467108792) (-0.79140180350908818,0.61129631554800223) (0.992476859334394,-0.12243236371866406) (0.93733917949790468,0.34841822939994876) (-0.38823258593259236,0.92156142455079626) (0.57793765126777896,-0.81608092199676119) (-0.95758168418517298,-0.28816196507014652) (0.92239575110155791,-0.38624613700306998) (-0.83983729094787951,-0.54283821230024676) (-0.98357760556541174,0.18048571641604172) (-0.28391436806201642,-0.95884963972874615) (-0.0052851143940653711,-0.99998603368539263) (-0.97972407258461691,-0.20035154503575142) (0.95853645406679755,0.28496993916034408) (0.18943143991875699,0.98189395026668058)
 (1.0000000000000002,0) (0.34510913291276835,-0.93856256391366744) (-0.11508931607376405,0.99335514763133625) (-0.98569535769168293,-0.16853682631717781) (0.81169463284178367,-0.5840820344915969) (-0.054696628241198142,-0.99850301895339566) (0.95469036544971253,0.29760091753469992) (-0.99245121943677506,0.12264003032639159) (-0.95356689002478157,-0.30118131789416697) (0.33930582566928119,0.94067611677287055) (0.4610976849509551,-0.88734938154757892) (0.61810302512459758,-0.78609709981135389) (0.12292204783708882,0.99241632904519295) (-0.14829913670153455,-0.98894254942012738) (-0.99247954230650903,0.12241061270601949) (-0.34710146458057733,0.93782758185394566) (0.068997554189183685,0.99761682900596227) (0.78545874875347144,-0.61891401180344285) (0.8728470318723166,0.48799391282237214) (0.56013361875010226,-0.8284022749521609) (0.51921477107146174,-0.85464379802418833) (0.92284981755399487,-0.38515998525360695) (-0.12541384679203638,-0.99210451416815149) (-0.86878376167496651,-0.4951916552708614) (-0.093071718431032291,-0.99565940724139967) (-0.84600648531937195,0.53317260507040731) (-0.99314076014066277,0.1169248927612388) (-0.031582042518273845,0.99950116287594937) (-0.81481913532322292,0.57971525485458519) (0.33148907911807174,-0.9434590560408298) (-0.72362085000610499,0.69019770025438509) (-0.18667121153221555,0.98242244415785596) (0.88236852103152086,0.47055902190123555) (-0.54373339488945283,0.83925800281081075) (-0.93523658774935259,0.3540233395342004) (0.19127977082563774,0.98153555680519899) (-0.88327128281222866,-0.46886228357508231) (0.85493399302225537,0.51873679990436783) (0.9964161982024573,-0.084585814175676566) (0.99012301921438062,0.14020130820288301) (0.90122293973708856,-0.43335575788448988) (-0.87427678114611918,0.48542775976326513) (-0.66859515719398666,0.74362659700736167) (0.57817523965184181,-0.81591261312320484) (0.96361855675850494,-0.26728126958441484) (-0.92341365931468333,0.38380621906251933) (0.99624199272365632,0.086613462775714634) (0.83177760251938959,-0.55510901627256692) (-0.27994537656443869,-0.9600159301491803) (-0.87321269230463394,-0.48733930069110398) (-0.88235075625945159,0.47059233199062506) (0.46537427702055351,0.88511399395083434) (-0.64600584076861933,0.7633324660282903) (0.28398400579990296,-0.95882901731739478) (-0.89300457609231687,0.45004758312669868) (0.57589371035756665,-0.81752457722725147) (0.999463012651993,0.032767153379608727) (-0.56237847623061943,-0.82687994864582826) (-0.59399686928877382,0.80446735127979951) (-0.70057465455212975,-0.71357911502451066) (0.30769929634997711,0.95148365357778464)
 (0.99999999999999989,0) (0.4569347112804435,-0.88950023587802218) (0.92593121658127164,0.37769217910929237) (0.61744969424746043,-0.78661037056074901) (-0.9915329904426371,-0.12985503018320704) (0.70212537272456643,0.71205334138418941) (0.89676137072010731,-0.44251445624317698) (0.99635713684309013,0.085278695240018687) (0.41119265956035922,-0.91154846098475661) (-0.29002030301507775,-0.95702049290443192) (0.80131463220171217,0.59824314473250384) (-0.84296521143862291,0.53796807740258901) (0.30546635751829659,0.95220286936372156) (-0.57666942220155282,0.81697758690047773) (-0.82963110266661166,-0.55831194997795097) (-0.99218775258877112,0.12475361162244636) (0.97044660420715778,0.24131595136417405) (-0.19162079290300948,-0.98146903757949588) (-0.51819358481913158,0.85526335631330475) (-0.91058556474981045,0.41332061316763502) (0.4853903742369019,-0.87429753779715047) (0.52269615976992401,0.85251904645102994) (0.86309927982740575,-0.5050342890947237) (-0.95496364381261567,-0.29672283194276061) (0.89891701598790941,0.43811893176099276) (-0.91780873744511171,-0.39702282235333752) (-0.76451765991960996,0.64460278286014638) (0.52705121513405184,-0.84983352288887704) (-0.024335868540350525,-0.99970383889549386) (0.87995205836813339,-0.47506249586100319) (0.020562904104030777,0.99978856113420644) (-0.18435109686415579,0.98286045453308524) (0.37014697655358597,-0.92897320507549597) (0.4359722506022039,-0.89996010839639373) (0.75143036319291445,-0.65981240460585899) (-0.90370847232899498,-0.42814833532409513) (-0.92095784750427878,-0.38966221669580092) (-0.85222663788070019,0.52317277995568423) (0.9761743515743081,-0.2169876386536321) (0.53766793124781354,-0.84315668514677444) (-0.87139213433025164,0.4905871464147521) (0.0053749606649056147,0.99998555479459361) (-0.55981344759140805,0.82861867218632135) (0.27826369382547272,0.96050471976904106) (-0.94717194397717286,0.3207262205409836) (0.96361855675850483,-0.26728126958441495) (-0.96330970348347889,0.26839227853008685) (0.35103836004006472,-0.93636107874066554) (0.092211500797533569,0.99573944338901599) (-0.45309510726764507,0.89146218302860247) (0.97705869395589673,-0.21297020581573986) (-0.31480857141059837,0.94915518402757426) (-0.27224506934198373,-0.96222794712010906) (-0.68209612856069657,-0.73126251880053983) (-0.33337154189210499,0.94279553194554333) (-0.30004861681205969,-0.95392391077547201) (-0.81349762480663879,0.5815682371260984) (0.98810068801825568,-0.15380842089381966) (-0.16547025165160006,0.98621478178861022) (-0.97596067330666436,0.21794670027050694) (0.30985041300906335,-0.95078531833327773)
 (1,0) (0.15266439199341725,0.98827809012305878) (-0.99300880272071845,0.1180403224290984) (0.9524420097096733,0.30471990112265412) (0.0014356515928710123,0.99999896945172151) (0.60694927400683296,0.79474057325807845) (-0.23679737489451852,-0.97155905803150511) (-0.26460043597367006,0.96435813331072406) (0.00428424531742988,-0.99999082257891814) (-0.69366822573113218,0.72029465679749582) (0.99786036021112634,0.065381201574478354) (0.85922842092486384,0.51159214289799815) (0.56612192853866983,0.82432151617415517) (-0.19902028561947072,-0.979995370352302) (-0.74648389508755852,-0.6654034823886229) (0.99928486517486537,-0.037812143981154234) (-0.7602164716666624,-0.64966985169906999) (0.87379256950715567,-0.48629882322917795) (-0.92434774489085192,-0.38155110603325265) (0.85156324357054158,0.52425188812213186) (0.41609925862164693,-0.90931919971730313) (-0.9380442865720694,-0.34651539133131898) (-0.96666307508620797,-0.25605175114588813) (0.6670390720390682,0.74502273547406539) (-0.92448988151257727,0.38120658307650168) (-0.32136692670495204,0.9469547499327593) (0.93670585689363217,-0.35011731985316974) (0.60994677500070604,0.79244238381489907) (-0.12825411347233118,-0.99174133844335999) (-0.50450097613850164,-0.86341112170002787) (0.089386237273099689,-0.99599703844246301) (-0.95569051069995492,-0.29437331359696811) (0.24837626848511066,0.96866363060322103) (0.9589703816666213,-0.28350627345117929) (0.098496658712823149,-0.99513738158226728) (-0.85561088106919225,0.51761957091671285) (-0.39619011193083536,0.91816850044435305) (0.29998739613295627,-0.9539431650582596) (-0.36318435321415277,-0.93171729917417423) (0.19296348041236977,0.98120593925390909) (-0.65453631126173861,-0.75603056633966725) (0.64248379262665156,0.7662992732686591) (-0.89254973244270763,-0.45094897174342413) (-0.86640290766721051,-0.49934557331151413) (0.27826369382547256,0.96050471976904106) (0.57817523965184192,-0.81591261312320484) (-0.71358834611179833,0.700565251988299) (-0.58718418529578154,-0.80945335414619723) (-0.97434113268259825,-0.22507633630125068) (-0.033812549342812859,0.9994281922714312) (0.7715217159621478,0.63620298788894702) (0.032201168571848071,0.99948140790242268) (0.099060111750817803,0.99508145106816093) (-0.70689019443385837,0.70732330161904211) (-0.97030879057018149,-0.24186949154912557) (0.99209041578683155,-0.12552532375545367) (-0.56142691907250941,-0.82752632256669123) (0.13472605752318811,-0.99088288380830369) (0.99982446911107548,-0.018735820418564975) (0.2507870049850206,-0.96804229149900411) (0.97044740628617809,0.24131272579876484)
 (1,0) (0.99664427747951057,-0.081854652692096241) (-0.62474785272894151,-0.78082656237513892) (0.12433446681700344,0.99224036420684503) (0.282088540046667,0.95938837577611924) (-0.65377102974997015,-0.7566924346520616) (-0.99913529834296022,0.041577104337892967) (0.52986338249372511,-0.84808301238281392) (0.25515576698596182,-0.9668999609958655) (0.91373657722647816,0.4063071097562036) (-0.93115311420091373,0.36462841073336605) (0.03246945531752099,-0.99947272822793098) (-0.83941776564634751,-0.54348671990886221) (-0.912923221901347,0.40813134027328091) (-0.015651985907556454,-0.99987750016547006) (0.1683748096089912,-0.98572304603734184) (0.76156583684562096,-0.64808755284269215) (-0.02689358009694337,0.999638302262158) (-0.98910400896422246,-0.14721840731003971) (0.8916180898418834,0.45278823070692953) (0.092262110898128247,0.99573475529009325) (-0.34056042942089354,0.94022262997263417) (-0.33035448905844444,-0.94385693384057578) (-0.99163339976365572,-0.12908601966585348) (0.21776714247598733,-0.9760007539227844) (-0.90212967577456071,0.43146500215763256) (-0.93323669132264697,0.35926212988451661) (-0.97089206149873908,0.23951744178395162) (0.29779778854518135,-0.95462897354815346) (-0.8463207179571296,0.53267367342166372) (-0.12671266485779481,0.99193946416333056) (0.46194515538434211,-0.8869084921326077) (0.066249596135903699,0.99780308228218528) (0.74883460600354257,0.66275691837318385) (-0.53844675849899548,-0.84265953282563966) (0.94057504100018585,0.33958591291085571) (0.873802653727488,-0.48628070323507633) (-0.37379354860341774,0.92751193147175437) (0.5268439497563252,-0.84996203009614157) (-0.2723359901375047,-0.96220221807883255) (0.16592336365048316,-0.98613865018815194) (0.73605473554608936,0.67692202378130484) (0.15261579330927616,0.98828559618795464) (-0.89254973244270763,-0.45094897174342397) (-0.55981344759140805,0.82861867218632135) (-0.66859515719398666,0.74362659700736167) (0.98344943064000434,0.18118282858442086) (-0.48824034473131606,0.8727092103195917) (0.6349291588834427,0.77257036132611523) (-0.41186560475324829,0.91124460142227592) (0.3188054396169599,-0.94782017897417525) (0.58712691875211309,0.80949489268101615) (0.92852838205989152,-0.37126142232831305) (-0.51232029388239786,-0.85879445531294241) (0.96090874848027674,0.2768652688476263) (0.98875234537383794,-0.14956202565402382) (-0.33904863152591536,-0.94076884804951111) (0.22895145664415745,-0.97343784110775156) (-0.94203922700438025,-0.3355027492957251) (-0.13938348488912794,0.99023847841828572) (0.70509518890049339,0.70911266706312404)
 (1,0) (0.81010393066239539,-0.58628629655257802) (-0.41030136910136716,0.91194999123501508) (-0.33831547734545142,0.94103275064607683) (-0.30125062835361149,0.95354499574826312) (-0.99957418771543061,-0.029179500561834673) (0.79822672573968456,-0.60235711526876135) (-0.97773855521396769,-0.20982687541900702) (-0.0041380600308833226,0.99999143819293879) (0.99186853072244896,0.12726671899004294) (0.95388251354009879,0.30018019648608518) (0.81382657751554632,0.58110782280858386) (0.45689102093807793,0.88952267817417774) (0.20987986270098649,-0.97772718241471479) (-0.71075783333903275,0.70343677921132608) (0.43655826784230189,-0.89967598544060834) (-0.86371209172521624,-0.50398553809375501) (-0.93623173190539999,0.35138318709553518) (0.13754320450257485,-0.99049576823687902) (0.94975349537554454,-0.31299887862728371) (0.65852754071749986,0.75255662784707622) (-0.65829581249438818,-0.75275933953180163) (-0.63132121795069551,0.77552145022897423) (-0.84719761200715404,-0.53127789922918489) (0.86043166847112629,0.50956583862342542) (-0.37092930153682024,-0.92866110786519285) (-0.99345316067806189,0.11424017480190696) (0.69944893032114186,-0.71468258260056394) (0.98524632324205164,0.17114228740442841) (-0.78052948703382186,0.62511896457452099) (0.90026472360608956,-0.43534288489700923) (0.026781764591165824,0.99964130421135766) (-0.90920265352475216,0.41635385770225591) (0.93423820262382418,0.35664966109363661) (-0.10099805286522009,-0.994886623348327) (0.64841678630897193,-0.76128553856798475) (-0.98693797880338108,0.16110067037569439) (0.47430946468646079,-0.88035818375752339) (-0.088662157265042604,0.99606175605185665) (0.10602621540719512,-0.99436333482607242) (0.44346847943260909,0.8962899685647111) (0.47193184931303322,0.88163503197410575) (0.73605473554608958,0.67692202378130517) (0.64248379262665178,0.76629927326865921) (0.005374960664905476,0.99998555479459361) (-0.87427678114611918,0.48542775976326513) (-0.96977141786642473,0.24401515749917141) (0.79797636722336285,-0.60268874002506911) (-0.094647494025040274,-0.99551084970219239) (0.510561703684702,-0.85984111714349587) (0.16980294307813357,-0.98547803654977839) (0.033666445989750424,-0.99943312453331301) (0.050588636458816394,-0.99871957518676846) (-0.20576654374318151,0.97860110845838866) (0.016169617763072019,0.99986926318464109) (-0.79096749291436286,0.61185817405079113) (-0.79237598408159304,-0.61003303177018886) (-0.063274272863713232,-0.99799617554055253) (-0.9943322804525756,0.10631705437032363) (-0.04379204563612546,-0.9990406682107611) (-0.99155359967747947,-0.12969756731193272)
