# Created by Octave 5.1.0, Tue Sep 14 19:51:09 2021 GMT <unknown@Ola>
# name: F_norm
# type: scalar
6.5751600322763504e-13


# name: H
# type: complex matrix
# rows: 71
# columns: 71
 (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0)
 (1,0) (-0.83438218243581752,0.5511863329525184) (-0.83438218243581752,-0.5511863329525184) (0.041613049469397138,0.99913380190736056) (0.041613049469397138,-0.99913380190736056) (0.99922732912815304,-0.039303240622346101) (0.99922732912815304,0.039303240622346101) (0.72682628317999842,-0.68682134072751755) (0.72682628317999842,0.68682134072751755) (-0.7259026950025198,0.68779741013475604) (-0.7259026950025198,-0.68779741013475604) (0.29584627384897044,-0.95523556374837637) (0.29584627384897044,0.95523556374837637) (-0.36682534641570236,-0.93028982861633103) (-0.36682534641570236,0.93028982861633103) (0.89509303592465717,-0.44587941984260648) (0.89509303592465717,0.44587941984260648) (0.44736117873148279,0.89435338416309418) (0.44736117873148279,-0.89435338416309418) (-0.99127911459260454,0.1317790460297158) (-0.99127911459260454,-0.1317790460297158) (0.99296799810897263,0.11838308465088325) (0.99296799810897263,-0.11838308465088325) (-0.04147081400345741,-0.99913971574844929) (-0.04147081400345741,0.99913971574844929) (-0.99261708309179941,0.12129025663394984) (-0.99261708309179941,-0.12129025663394984) (0.068143238213956084,-0.99767554800431812) (0.068143238213956084,0.99767554800431812) (0.50012532363301199,-0.86595303605967744) (0.50012532363301199,0.86595303605967744) (0.87637607687954733,-0.48162742018412225) (0.87637607687954733,0.48162742018412225) (0.09220179693651398,0.99574034197760453) (0.09220179693651398,-0.99574034197760453) (0.99033174584675687,-0.13871926026372117) (0.99033174584675687,0.13871926026372117) (-0.99474994459203769,0.10233546664834849) (-0.99474994459203769,-0.10233546664834849) (-0.098422133631853467,-0.99514475510417721) (-0.098422133631853467,0.99514475510417721) (-0.65116076395692091,-0.75893982599613186) (-0.65116076395692091,0.75893982599613186) (0.17979404041959479,0.98370427620784284) (0.17979404041959479,-0.98370427620784284) (0.49919735510618279,-0.86648831535975912) (0.49919735510618279,0.86648831535975912) (0.77489467892385211,0.63209037057647144) (0.77489467892385211,-0.63209037057647144) (0.3367937742740445,-0.94157843731164736) (0.3367937742740445,0.94157843731164736) (-0.49072438572840316,-0.8713148554061747) (-0.49072438572840316,0.8713148554061747) (-0.81030990831618932,0.58600158061613683) (-0.81030990831618932,-0.58600158061613683) (0.82818923641284448,-0.56044856025322554) (0.82818923641284448,0.56044856025322554) (-0.76883023070290091,-0.63945295085512088) (-0.76883023070290091,0.63945295085512088) (-0.84211337335357495,-0.53930053441384918) (-0.84211337335357495,0.53930053441384918) (-0.99722392107275926,-0.074461071979047375) (-0.99722392107275926,0.074461071979047375) (-0.9972470767200412,0.074150306630065083) (-0.9972470767200412,-0.074150306630065083) (-0.17873043137081671,0.98389808054594863) (-0.17873043137081671,-0.98389808054594863) (-0.22841018961087645,0.97356498770340161) (-0.22841018961087645,-0.97356498770340161) (0.96541717956033812,-0.26070993346967691) (0.96541717956033812,0.26070993346967691)
 (1,0) (-0.83438218243581752,-0.5511863329525184) (-0.83438218243581752,0.5511863329525184) (0.041613049469397138,-0.99913380190736056) (0.041613049469397138,0.99913380190736056) (0.99922732912815304,0.039303240622346101) (0.99922732912815304,-0.039303240622346101) (0.72682628317999842,0.68682134072751755) (0.72682628317999842,-0.68682134072751755) (-0.7259026950025198,-0.68779741013475604) (-0.7259026950025198,0.68779741013475604) (0.29584627384897044,0.95523556374837637) (0.29584627384897044,-0.95523556374837637) (-0.36682534641570236,0.93028982861633103) (-0.36682534641570236,-0.93028982861633103) (0.89509303592465717,0.44587941984260648) (0.89509303592465717,-0.44587941984260648) (0.44736117873148279,-0.89435338416309418) (0.44736117873148279,0.89435338416309418) (-0.99127911459260454,-0.1317790460297158) (-0.99127911459260454,0.1317790460297158) (0.99296799810897263,-0.11838308465088325) (0.99296799810897263,0.11838308465088325) (-0.04147081400345741,0.99913971574844929) (-0.04147081400345741,-0.99913971574844929) (-0.99261708309179941,-0.12129025663394984) (-0.99261708309179941,0.12129025663394984) (0.068143238213956084,0.99767554800431812) (0.068143238213956084,-0.99767554800431812) (0.50012532363301199,0.86595303605967744) (0.50012532363301199,-0.86595303605967744) (0.87637607687954733,0.48162742018412225) (0.87637607687954733,-0.48162742018412225) (0.09220179693651398,-0.99574034197760453) (0.09220179693651398,0.99574034197760453) (0.99033174584675687,0.13871926026372117) (0.99033174584675687,-0.13871926026372117) (-0.99474994459203769,-0.10233546664834849) (-0.99474994459203769,0.10233546664834849) (-0.098422133631853467,0.99514475510417721) (-0.098422133631853467,-0.99514475510417721) (-0.65116076395692091,0.75893982599613186) (-0.65116076395692091,-0.75893982599613186) (0.17979404041959479,-0.98370427620784284) (0.17979404041959479,0.98370427620784284) (0.49919735510618279,0.86648831535975912) (0.49919735510618279,-0.86648831535975912) (0.77489467892385211,-0.63209037057647144) (0.77489467892385211,0.63209037057647144) (0.3367937742740445,0.94157843731164736) (0.3367937742740445,-0.94157843731164736) (-0.49072438572840316,0.8713148554061747) (-0.49072438572840316,-0.8713148554061747) (-0.81030990831618932,-0.58600158061613683) (-0.81030990831618932,0.58600158061613683) (0.82818923641284448,0.56044856025322554) (0.82818923641284448,-0.56044856025322554) (-0.76883023070290091,0.63945295085512088) (-0.76883023070290091,-0.63945295085512088) (-0.84211337335357495,0.53930053441384918) (-0.84211337335357495,-0.53930053441384918) (-0.99722392107275926,0.074461071979047375) (-0.99722392107275926,-0.074461071979047375) (-0.9972470767200412,-0.074150306630065083) (-0.9972470767200412,0.074150306630065083) (-0.17873043137081671,-0.98389808054594863) (-0.17873043137081671,0.98389808054594863) (-0.22841018961087645,-0.97356498770340161) (-0.22841018961087645,0.97356498770340161) (0.96541717956033812,0.26070993346967691) (0.96541717956033812,-0.26070993346967691)
 (1,0) (0.96541717956033812,-0.26070993346967691) (0.96541717956033812,0.26070993346967691) (-0.83438218243581752,0.5511863329525184) (-0.83438218243581752,-0.5511863329525184) (0.041613049469397138,0.99913380190736056) (0.041613049469397138,-0.99913380190736056) (0.99922732912815304,-0.039303240622346101) (0.99922732912815304,0.039303240622346101) (0.72682628317999842,-0.68682134072751755) (0.72682628317999842,0.68682134072751755) (-0.7259026950025198,0.68779741013475604) (-0.7259026950025198,-0.68779741013475604) (0.29584627384897044,-0.95523556374837637) (0.29584627384897044,0.95523556374837637) (-0.36682534641570236,-0.93028982861633103) (-0.36682534641570236,0.93028982861633103) (0.89509303592465717,-0.44587941984260648) (0.89509303592465717,0.44587941984260648) (0.44736117873148279,0.89435338416309418) (0.44736117873148279,-0.89435338416309418) (-0.99127911459260454,0.1317790460297158) (-0.99127911459260454,-0.1317790460297158) (0.99296799810897263,0.11838308465088325) (0.99296799810897263,-0.11838308465088325) (-0.04147081400345741,-0.99913971574844929) (-0.04147081400345741,0.99913971574844929) (-0.99261708309179941,0.12129025663394984) (-0.99261708309179941,-0.12129025663394984) (0.068143238213956084,-0.99767554800431812) (0.068143238213956084,0.99767554800431812) (0.50012532363301199,-0.86595303605967744) (0.50012532363301199,0.86595303605967744) (0.87637607687954733,-0.48162742018412225) (0.87637607687954733,0.48162742018412225) (0.09220179693651398,0.99574034197760453) (0.09220179693651398,-0.99574034197760453) (0.99033174584675687,-0.13871926026372117) (0.99033174584675687,0.13871926026372117) (-0.99474994459203769,0.10233546664834849) (-0.99474994459203769,-0.10233546664834849) (-0.098422133631853467,-0.99514475510417721) (-0.098422133631853467,0.99514475510417721) (-0.65116076395692091,-0.75893982599613186) (-0.65116076395692091,0.75893982599613186) (0.17979404041959479,0.98370427620784284) (0.17979404041959479,-0.98370427620784284) (0.49919735510618279,-0.86648831535975912) (0.49919735510618279,0.86648831535975912) (0.77489467892385211,0.63209037057647144) (0.77489467892385211,-0.63209037057647144) (0.3367937742740445,-0.94157843731164736) (0.3367937742740445,0.94157843731164736) (-0.49072438572840316,-0.8713148554061747) (-0.49072438572840316,0.8713148554061747) (-0.81030990831618932,0.58600158061613683) (-0.81030990831618932,-0.58600158061613683) (0.82818923641284448,-0.56044856025322554) (0.82818923641284448,0.56044856025322554) (-0.76883023070290091,-0.63945295085512088) (-0.76883023070290091,0.63945295085512088) (-0.84211337335357495,-0.53930053441384918) (-0.84211337335357495,0.53930053441384918) (-0.99722392107275926,-0.074461071979047375) (-0.99722392107275926,0.074461071979047375) (-0.9972470767200412,0.074150306630065083) (-0.9972470767200412,-0.074150306630065083) (-0.17873043137081671,0.98389808054594863) (-0.17873043137081671,-0.98389808054594863) (-0.22841018961087645,0.97356498770340161) (-0.22841018961087645,-0.97356498770340161)
 (1,0) (0.96541717956033812,0.26070993346967691) (0.96541717956033812,-0.26070993346967691) (-0.83438218243581752,-0.5511863329525184) (-0.83438218243581752,0.5511863329525184) (0.041613049469397138,-0.99913380190736056) (0.041613049469397138,0.99913380190736056) (0.99922732912815304,0.039303240622346101) (0.99922732912815304,-0.039303240622346101) (0.72682628317999842,0.68682134072751755) (0.72682628317999842,-0.68682134072751755) (-0.7259026950025198,-0.68779741013475604) (-0.7259026950025198,0.68779741013475604) (0.29584627384897044,0.95523556374837637) (0.29584627384897044,-0.95523556374837637) (-0.36682534641570236,0.93028982861633103) (-0.36682534641570236,-0.93028982861633103) (0.89509303592465717,0.44587941984260648) (0.89509303592465717,-0.44587941984260648) (0.44736117873148279,-0.89435338416309418) (0.44736117873148279,0.89435338416309418) (-0.99127911459260454,-0.1317790460297158) (-0.99127911459260454,0.1317790460297158) (0.99296799810897263,-0.11838308465088325) (0.99296799810897263,0.11838308465088325) (-0.04147081400345741,0.99913971574844929) (-0.04147081400345741,-0.99913971574844929) (-0.99261708309179941,-0.12129025663394984) (-0.99261708309179941,0.12129025663394984) (0.068143238213956084,0.99767554800431812) (0.068143238213956084,-0.99767554800431812) (0.50012532363301199,0.86595303605967744) (0.50012532363301199,-0.86595303605967744) (0.87637607687954733,0.48162742018412225) (0.87637607687954733,-0.48162742018412225) (0.09220179693651398,-0.99574034197760453) (0.09220179693651398,0.99574034197760453) (0.99033174584675687,0.13871926026372117) (0.99033174584675687,-0.13871926026372117) (-0.99474994459203769,-0.10233546664834849) (-0.99474994459203769,0.10233546664834849) (-0.098422133631853467,0.99514475510417721) (-0.098422133631853467,-0.99514475510417721) (-0.65116076395692091,0.75893982599613186) (-0.65116076395692091,-0.75893982599613186) (0.17979404041959479,-0.98370427620784284) (0.17979404041959479,0.98370427620784284) (0.49919735510618279,0.86648831535975912) (0.49919735510618279,-0.86648831535975912) (0.77489467892385211,-0.63209037057647144) (0.77489467892385211,0.63209037057647144) (0.3367937742740445,0.94157843731164736) (0.3367937742740445,-0.94157843731164736) (-0.49072438572840316,0.8713148554061747) (-0.49072438572840316,-0.8713148554061747) (-0.81030990831618932,-0.58600158061613683) (-0.81030990831618932,0.58600158061613683) (0.82818923641284448,0.56044856025322554) (0.82818923641284448,-0.56044856025322554) (-0.76883023070290091,0.63945295085512088) (-0.76883023070290091,-0.63945295085512088) (-0.84211337335357495,0.53930053441384918) (-0.84211337335357495,-0.53930053441384918) (-0.99722392107275926,0.074461071979047375) (-0.99722392107275926,-0.074461071979047375) (-0.9972470767200412,-0.074150306630065083) (-0.9972470767200412,0.074150306630065083) (-0.17873043137081671,-0.98389808054594863) (-0.17873043137081671,0.98389808054594863) (-0.22841018961087645,-0.97356498770340161) (-0.22841018961087645,0.97356498770340161)
 (1,0) (-0.22841018961087645,0.97356498770340161) (-0.22841018961087645,-0.97356498770340161) (0.96541717956033812,-0.26070993346967691) (0.96541717956033812,0.26070993346967691) (-0.83438218243581752,0.5511863329525184) (-0.83438218243581752,-0.5511863329525184) (0.041613049469397138,0.99913380190736056) (0.041613049469397138,-0.99913380190736056) (0.99922732912815304,-0.039303240622346101) (0.99922732912815304,0.039303240622346101) (0.72682628317999842,-0.68682134072751755) (0.72682628317999842,0.68682134072751755) (-0.7259026950025198,0.68779741013475604) (-0.7259026950025198,-0.68779741013475604) (0.29584627384897044,-0.95523556374837637) (0.29584627384897044,0.95523556374837637) (-0.36682534641570236,-0.93028982861633103) (-0.36682534641570236,0.93028982861633103) (0.89509303592465717,-0.44587941984260648) (0.89509303592465717,0.44587941984260648) (0.44736117873148279,0.89435338416309418) (0.44736117873148279,-0.89435338416309418) (-0.99127911459260454,0.1317790460297158) (-0.99127911459260454,-0.1317790460297158) (0.99296799810897263,0.11838308465088325) (0.99296799810897263,-0.11838308465088325) (-0.04147081400345741,-0.99913971574844929) (-0.04147081400345741,0.99913971574844929) (-0.99261708309179941,0.12129025663394984) (-0.99261708309179941,-0.12129025663394984) (0.068143238213956084,-0.99767554800431812) (0.068143238213956084,0.99767554800431812) (0.50012532363301199,-0.86595303605967744) (0.50012532363301199,0.86595303605967744) (0.87637607687954733,-0.48162742018412225) (0.87637607687954733,0.48162742018412225) (0.09220179693651398,0.99574034197760453) (0.09220179693651398,-0.99574034197760453) (0.99033174584675687,-0.13871926026372117) (0.99033174584675687,0.13871926026372117) (-0.99474994459203769,0.10233546664834849) (-0.99474994459203769,-0.10233546664834849) (-0.098422133631853467,-0.99514475510417721) (-0.098422133631853467,0.99514475510417721) (-0.65116076395692091,-0.75893982599613186) (-0.65116076395692091,0.75893982599613186) (0.17979404041959479,0.98370427620784284) (0.17979404041959479,-0.98370427620784284) (0.49919735510618279,-0.86648831535975912) (0.49919735510618279,0.86648831535975912) (0.77489467892385211,0.63209037057647144) (0.77489467892385211,-0.63209037057647144) (0.3367937742740445,-0.94157843731164736) (0.3367937742740445,0.94157843731164736) (-0.49072438572840316,-0.8713148554061747) (-0.49072438572840316,0.8713148554061747) (-0.81030990831618932,0.58600158061613683) (-0.81030990831618932,-0.58600158061613683) (0.82818923641284448,-0.56044856025322554) (0.82818923641284448,0.56044856025322554) (-0.76883023070290091,-0.63945295085512088) (-0.76883023070290091,0.63945295085512088) (-0.84211337335357495,-0.53930053441384918) (-0.84211337335357495,0.53930053441384918) (-0.99722392107275926,-0.074461071979047375) (-0.99722392107275926,0.074461071979047375) (-0.9972470767200412,0.074150306630065083) (-0.9972470767200412,-0.074150306630065083) (-0.17873043137081671,0.98389808054594863) (-0.17873043137081671,-0.98389808054594863)
 (1,0) (-0.22841018961087645,-0.97356498770340161) (-0.22841018961087645,0.97356498770340161) (0.96541717956033812,0.26070993346967691) (0.96541717956033812,-0.26070993346967691) (-0.83438218243581752,-0.5511863329525184) (-0.83438218243581752,0.5511863329525184) (0.041613049469397138,-0.99913380190736056) (0.041613049469397138,0.99913380190736056) (0.99922732912815304,0.039303240622346101) (0.99922732912815304,-0.039303240622346101) (0.72682628317999842,0.68682134072751755) (0.72682628317999842,-0.68682134072751755) (-0.7259026950025198,-0.68779741013475604) (-0.7259026950025198,0.68779741013475604) (0.29584627384897044,0.95523556374837637) (0.29584627384897044,-0.95523556374837637) (-0.36682534641570236,0.93028982861633103) (-0.36682534641570236,-0.93028982861633103) (0.89509303592465717,0.44587941984260648) (0.89509303592465717,-0.44587941984260648) (0.44736117873148279,-0.89435338416309418) (0.44736117873148279,0.89435338416309418) (-0.99127911459260454,-0.1317790460297158) (-0.99127911459260454,0.1317790460297158) (0.99296799810897263,-0.11838308465088325) (0.99296799810897263,0.11838308465088325) (-0.04147081400345741,0.99913971574844929) (-0.04147081400345741,-0.99913971574844929) (-0.99261708309179941,-0.12129025663394984) (-0.99261708309179941,0.12129025663394984) (0.068143238213956084,0.99767554800431812) (0.068143238213956084,-0.99767554800431812) (0.50012532363301199,0.86595303605967744) (0.50012532363301199,-0.86595303605967744) (0.87637607687954733,0.48162742018412225) (0.87637607687954733,-0.48162742018412225) (0.09220179693651398,-0.99574034197760453) (0.09220179693651398,0.99574034197760453) (0.99033174584675687,0.13871926026372117) (0.99033174584675687,-0.13871926026372117) (-0.99474994459203769,-0.10233546664834849) (-0.99474994459203769,0.10233546664834849) (-0.098422133631853467,0.99514475510417721) (-0.098422133631853467,-0.99514475510417721) (-0.65116076395692091,0.75893982599613186) (-0.65116076395692091,-0.75893982599613186) (0.17979404041959479,-0.98370427620784284) (0.17979404041959479,0.98370427620784284) (0.49919735510618279,0.86648831535975912) (0.49919735510618279,-0.86648831535975912) (0.77489467892385211,-0.63209037057647144) (0.77489467892385211,0.63209037057647144) (0.3367937742740445,0.94157843731164736) (0.3367937742740445,-0.94157843731164736) (-0.49072438572840316,0.8713148554061747) (-0.49072438572840316,-0.8713148554061747) (-0.81030990831618932,-0.58600158061613683) (-0.81030990831618932,0.58600158061613683) (0.82818923641284448,0.56044856025322554) (0.82818923641284448,-0.56044856025322554) (-0.76883023070290091,0.63945295085512088) (-0.76883023070290091,-0.63945295085512088) (-0.84211337335357495,0.53930053441384918) (-0.84211337335357495,-0.53930053441384918) (-0.99722392107275926,0.074461071979047375) (-0.99722392107275926,-0.074461071979047375) (-0.9972470767200412,-0.074150306630065083) (-0.9972470767200412,0.074150306630065083) (-0.17873043137081671,-0.98389808054594863) (-0.17873043137081671,0.98389808054594863)
 (1,0) (-0.17873043137081671,0.98389808054594863) (-0.17873043137081671,-0.98389808054594863) (-0.22841018961087645,0.97356498770340161) (-0.22841018961087645,-0.97356498770340161) (0.96541717956033812,-0.26070993346967691) (0.96541717956033812,0.26070993346967691) (-0.83438218243581752,0.5511863329525184) (-0.83438218243581752,-0.5511863329525184) (0.041613049469397138,0.99913380190736056) (0.041613049469397138,-0.99913380190736056) (0.99922732912815304,-0.039303240622346101) (0.99922732912815304,0.039303240622346101) (0.72682628317999842,-0.68682134072751755) (0.72682628317999842,0.68682134072751755) (-0.7259026950025198,0.68779741013475604) (-0.7259026950025198,-0.68779741013475604) (0.29584627384897044,-0.95523556374837637) (0.29584627384897044,0.95523556374837637) (-0.36682534641570236,-0.93028982861633103) (-0.36682534641570236,0.93028982861633103) (0.89509303592465717,-0.44587941984260648) (0.89509303592465717,0.44587941984260648) (0.44736117873148279,0.89435338416309418) (0.44736117873148279,-0.89435338416309418) (-0.99127911459260454,0.1317790460297158) (-0.99127911459260454,-0.1317790460297158) (0.99296799810897263,0.11838308465088325) (0.99296799810897263,-0.11838308465088325) (-0.04147081400345741,-0.99913971574844929) (-0.04147081400345741,0.99913971574844929) (-0.99261708309179941,0.12129025663394984) (-0.99261708309179941,-0.12129025663394984) (0.068143238213956084,-0.99767554800431812) (0.068143238213956084,0.99767554800431812) (0.50012532363301199,-0.86595303605967744) (0.50012532363301199,0.86595303605967744) (0.87637607687954733,-0.48162742018412225) (0.87637607687954733,0.48162742018412225) (0.09220179693651398,0.99574034197760453) (0.09220179693651398,-0.99574034197760453) (0.99033174584675687,-0.13871926026372117) (0.99033174584675687,0.13871926026372117) (-0.99474994459203769,0.10233546664834849) (-0.99474994459203769,-0.10233546664834849) (-0.098422133631853467,-0.99514475510417721) (-0.098422133631853467,0.99514475510417721) (-0.65116076395692091,-0.75893982599613186) (-0.65116076395692091,0.75893982599613186) (0.17979404041959479,0.98370427620784284) (0.17979404041959479,-0.98370427620784284) (0.49919735510618279,-0.86648831535975912) (0.49919735510618279,0.86648831535975912) (0.77489467892385211,0.63209037057647144) (0.77489467892385211,-0.63209037057647144) (0.3367937742740445,-0.94157843731164736) (0.3367937742740445,0.94157843731164736) (-0.49072438572840316,-0.8713148554061747) (-0.49072438572840316,0.8713148554061747) (-0.81030990831618932,0.58600158061613683) (-0.81030990831618932,-0.58600158061613683) (0.82818923641284448,-0.56044856025322554) (0.82818923641284448,0.56044856025322554) (-0.76883023070290091,-0.63945295085512088) (-0.76883023070290091,0.63945295085512088) (-0.84211337335357495,-0.53930053441384918) (-0.84211337335357495,0.53930053441384918) (-0.99722392107275926,-0.074461071979047375) (-0.99722392107275926,0.074461071979047375) (-0.9972470767200412,0.074150306630065083) (-0.9972470767200412,-0.074150306630065083)
 (1,0) (-0.17873043137081671,-0.98389808054594863) (-0.17873043137081671,0.98389808054594863) (-0.22841018961087645,-0.97356498770340161) (-0.22841018961087645,0.97356498770340161) (0.96541717956033812,0.26070993346967691) (0.96541717956033812,-0.26070993346967691) (-0.83438218243581752,-0.5511863329525184) (-0.83438218243581752,0.5511863329525184) (0.041613049469397138,-0.99913380190736056) (0.041613049469397138,0.99913380190736056) (0.99922732912815304,0.039303240622346101) (0.99922732912815304,-0.039303240622346101) (0.72682628317999842,0.68682134072751755) (0.72682628317999842,-0.68682134072751755) (-0.7259026950025198,-0.68779741013475604) (-0.7259026950025198,0.68779741013475604) (0.29584627384897044,0.95523556374837637) (0.29584627384897044,-0.95523556374837637) (-0.36682534641570236,0.93028982861633103) (-0.36682534641570236,-0.93028982861633103) (0.89509303592465717,0.44587941984260648) (0.89509303592465717,-0.44587941984260648) (0.44736117873148279,-0.89435338416309418) (0.44736117873148279,0.89435338416309418) (-0.99127911459260454,-0.1317790460297158) (-0.99127911459260454,0.1317790460297158) (0.99296799810897263,-0.11838308465088325) (0.99296799810897263,0.11838308465088325) (-0.04147081400345741,0.99913971574844929) (-0.04147081400345741,-0.99913971574844929) (-0.99261708309179941,-0.12129025663394984) (-0.99261708309179941,0.12129025663394984) (0.068143238213956084,0.99767554800431812) (0.068143238213956084,-0.99767554800431812) (0.50012532363301199,0.86595303605967744) (0.50012532363301199,-0.86595303605967744) (0.87637607687954733,0.48162742018412225) (0.87637607687954733,-0.48162742018412225) (0.09220179693651398,-0.99574034197760453) (0.09220179693651398,0.99574034197760453) (0.99033174584675687,0.13871926026372117) (0.99033174584675687,-0.13871926026372117) (-0.99474994459203769,-0.10233546664834849) (-0.99474994459203769,0.10233546664834849) (-0.098422133631853467,0.99514475510417721) (-0.098422133631853467,-0.99514475510417721) (-0.65116076395692091,0.75893982599613186) (-0.65116076395692091,-0.75893982599613186) (0.17979404041959479,-0.98370427620784284) (0.17979404041959479,0.98370427620784284) (0.49919735510618279,0.86648831535975912) (0.49919735510618279,-0.86648831535975912) (0.77489467892385211,-0.63209037057647144) (0.77489467892385211,0.63209037057647144) (0.3367937742740445,0.94157843731164736) (0.3367937742740445,-0.94157843731164736) (-0.49072438572840316,0.8713148554061747) (-0.49072438572840316,-0.8713148554061747) (-0.81030990831618932,-0.58600158061613683) (-0.81030990831618932,0.58600158061613683) (0.82818923641284448,0.56044856025322554) (0.82818923641284448,-0.56044856025322554) (-0.76883023070290091,0.63945295085512088) (-0.76883023070290091,-0.63945295085512088) (-0.84211337335357495,0.53930053441384918) (-0.84211337335357495,-0.53930053441384918) (-0.99722392107275926,0.074461071979047375) (-0.99722392107275926,-0.074461071979047375) (-0.9972470767200412,-0.074150306630065083) (-0.9972470767200412,0.074150306630065083)
 (1,0) (-0.9972470767200412,0.074150306630065083) (-0.9972470767200412,-0.074150306630065083) (-0.17873043137081671,0.98389808054594863) (-0.17873043137081671,-0.98389808054594863) (-0.22841018961087645,0.97356498770340161) (-0.22841018961087645,-0.97356498770340161) (0.96541717956033812,-0.26070993346967691) (0.96541717956033812,0.26070993346967691) (-0.83438218243581752,0.5511863329525184) (-0.83438218243581752,-0.5511863329525184) (0.041613049469397138,0.99913380190736056) (0.041613049469397138,-0.99913380190736056) (0.99922732912815304,-0.039303240622346101) (0.99922732912815304,0.039303240622346101) (0.72682628317999842,-0.68682134072751755) (0.72682628317999842,0.68682134072751755) (-0.7259026950025198,0.68779741013475604) (-0.7259026950025198,-0.68779741013475604) (0.29584627384897044,-0.95523556374837637) (0.29584627384897044,0.95523556374837637) (-0.36682534641570236,-0.93028982861633103) (-0.36682534641570236,0.93028982861633103) (0.89509303592465717,-0.44587941984260648) (0.89509303592465717,0.44587941984260648) (0.44736117873148279,0.89435338416309418) (0.44736117873148279,-0.89435338416309418) (-0.99127911459260454,0.1317790460297158) (-0.99127911459260454,-0.1317790460297158) (0.99296799810897263,0.11838308465088325) (0.99296799810897263,-0.11838308465088325) (-0.04147081400345741,-0.99913971574844929) (-0.04147081400345741,0.99913971574844929) (-0.99261708309179941,0.12129025663394984) (-0.99261708309179941,-0.12129025663394984) (0.068143238213956084,-0.99767554800431812) (0.068143238213956084,0.99767554800431812) (0.50012532363301199,-0.86595303605967744) (0.50012532363301199,0.86595303605967744) (0.87637607687954733,-0.48162742018412225) (0.87637607687954733,0.48162742018412225) (0.09220179693651398,0.99574034197760453) (0.09220179693651398,-0.99574034197760453) (0.99033174584675687,-0.13871926026372117) (0.99033174584675687,0.13871926026372117) (-0.99474994459203769,0.10233546664834849) (-0.99474994459203769,-0.10233546664834849) (-0.098422133631853467,-0.99514475510417721) (-0.098422133631853467,0.99514475510417721) (-0.65116076395692091,-0.75893982599613186) (-0.65116076395692091,0.75893982599613186) (0.17979404041959479,0.98370427620784284) (0.17979404041959479,-0.98370427620784284) (0.49919735510618279,-0.86648831535975912) (0.49919735510618279,0.86648831535975912) (0.77489467892385211,0.63209037057647144) (0.77489467892385211,-0.63209037057647144) (0.3367937742740445,-0.94157843731164736) (0.3367937742740445,0.94157843731164736) (-0.49072438572840316,-0.8713148554061747) (-0.49072438572840316,0.8713148554061747) (-0.81030990831618932,0.58600158061613683) (-0.81030990831618932,-0.58600158061613683) (0.82818923641284448,-0.56044856025322554) (0.82818923641284448,0.56044856025322554) (-0.76883023070290091,-0.63945295085512088) (-0.76883023070290091,0.63945295085512088) (-0.84211337335357495,-0.53930053441384918) (-0.84211337335357495,0.53930053441384918) (-0.99722392107275926,-0.074461071979047375) (-0.99722392107275926,0.074461071979047375)
