# Created by Octave 5.1.0, Fri Sep 17 15:08:22 2021 GMT <unknown@Ola>
# name: F_norm
# type: scalar
4.9995655603493677e-14


# name: H
# type: complex matrix
# rows: 21
# columns: 21
 (1,5.5511151231257827e-17) (-0.96792698089231277,-0.2512316852244002) (-0.90211801894354415,-0.4314893740260296) (0.91859035844332859,-0.39521102385302681) (0.0043980260000451299,0.99999032863688375) (0.96286917987992815,-0.2699684100730203) (0.51918687912176875,0.85466074236962442) (-0.95080301056244743,-0.30979611860929901) (0.932097253987759,-0.36220810193655029) (-0.1580817632802321,-0.9874260256435482) (0.95468296830026589,0.29762464621968604) (0.19928884042167505,0.97994079315200666) (-0.42160425484784259,0.90677993597906403) (-0.59217677273104563,-0.80580808499160839) (-0.97128876499715655,0.23790362542487326) (-0.55296652634096677,0.83320346899566211) (-0.1916178701791007,-0.98146960820395512) (-0.5768320885066045,-0.81686274346986143) (0.87940887092266551,0.47606726178400793) (0.24212057591999392,0.97024616810177133) (-0.3272269017161763,-0.94494579463228012)


# name: N
# type: scalar
21


# name: argn
# type: sq_string
# elements: 1
# length: 1
x


# name: defect
# type: scalar
0


# name: info
# type: complex matrix
# rows: 1
# columns: 20
 (-1.1102230246251565e-16,1.1102230246251565e-16) (-8.8817841970012523e-16,-4.4408920985006262e-16) (2.7755575615628914e-16,9.9920072216264089e-16) (-2.2204460492503131e-16,-4.4408920985006262e-16) (-2.2204460492503131e-16,-1.1102230246251565e-16) (9.9920072216264089e-16,-1.3322676295501878e-15) (-4.163336342344337e-16,2.2204460492503131e-16) (0,-6.6613381477509392e-16) (-5.5511151231257827e-16,-6.6613381477509392e-16) (1.1102230246251565e-16,-4.3715031594615539e-16) (8.8817841970012523e-16,-9.9920072216264089e-16) (-1.3322676295501878e-15,-4.4408920985006262e-16) (4.4408920985006262e-16,0) (8.8817841970012523e-16,-1.3322676295501878e-15) (1.1102230246251565e-16,9.9920072216264089e-16) (-3.3306690738754696e-16,3.8857805861880479e-16) (2.2204460492503131e-16,-3.3306690738754696e-16) (-5.5511151231257827e-16,1.6653345369377348e-16) (9.4368957093138306e-16,-1.1102230246251565e-16) (2.2204460492503131e-16,-1.1102230246251565e-16)


# name: is_convergent
# type: scalar
1.553520329120034e-14


# name: is_unimodular
# type: matrix
# rows: 1
# columns: 21
 2.0569287646589944 2.0569287646589949 2.0569287646589944 2.056928764658994 2.0569287646589944 2.0569287646589944 2.0569287646589949 2.0569287646589944 2.0569287646589949 2.0569287646589944 2.0569287646589949 2.0569287646589944 2.0569287646589944 2.0569287646589944 2.0569287646589944 2.0569287646589944 2.0569287646589949 2.0569287646589944 2.0569287646589949 2.0569287646589953 2.0569287646589949


# name: spectrum
# type: scalar
4.5825756949558425


# name: x
# type: complex matrix
# rows: 1
# columns: 21
 (1.5047752347022227,-1.4023578130806871) (1.8629650429573004,0.8719616915901075) (0.62526025396869123,-1.9595932122990691) (-1.9161214927512207,-0.7479534530292703) (-0.83307752996943873,-1.8806748182345603) (1.4816113886867537,1.4268088995360544) (-0.22651572755524396,2.044418393590631) (-1.5016713663259109,-1.4056809917041804) (-1.300601637487794,1.5935467747906389) (-2.0520392593537817,0.14174209308585617) (-1.6852947202190451,1.1792954035708731) (-1.3112288391091673,-1.5848138295616943) (1.9674120295889341,0.6002048389594401) (-1.9333010073268213,-0.70235543562406844) (-1.6146385125283989,1.2743227286451639) (1.9770502974528197,0.56765135798595034) (-1.8219435852192889,-0.95471331569213069) (-2.0480416022431367,0.19100140932187507) (-0.9500460693107432,1.8243816511543807) (-1.7052435191958111,-1.1502610499892034) (2.0557424049904536,-0.069850606336989265)


# name: x0
# type: complex matrix
# rows: 1
# columns: 21
 (1.5047752347022227,-1.4023578130806871) (1.8629650429573004,0.8719616915901075) (0.62526025396869123,-1.9595932122990691) (-1.9161214927512207,-0.7479534530292703) (-0.83307752996943873,-1.8806748182345603) (1.4816113886867537,1.4268088995360544) (-0.22651572755524396,2.044418393590631) (-1.5016713663259109,-1.4056809917041804) (-1.300601637487794,1.5935467747906389) (-2.0520392593537817,0.14174209308585617) (-1.6852947202190451,1.1792954035708731) (-1.3112288391091673,-1.5848138295616943) (1.9674120295889341,0.6002048389594401) (-1.9333010073268213,-0.70235543562406844) (-1.6146385125283989,1.2743227286451639) (1.9770502974528197,0.56765135798595034) (-1.8219435852192889,-0.95471331569213069) (-2.0480416022431367,0.19100140932187507) (-0.9500460693107432,1.8243816511543807) (-1.7052435191958111,-1.1502610499892034) (2.0557424049904536,-0.069850606336989265)


