# Created by Octave 5.1.0, Fri Sep 17 16:09:05 2021 GMT <unknown@Ola>
# name: F_norm
# type: scalar
1.7356029691354749e-13


# name: H
# type: complex matrix
# rows: 38
# columns: 38
 (1.0000000000000002,-2.7755575615628914e-17) (0.99875769476175735,0.049830383845402212) (-0.58770175561039706,0.80907765168274004) (0.99857709268735828,-0.053327197189273839) (0.82356696636369064,-0.56721905108565174) (0.96617711233676085,0.25787940514239871) (0.35828099288676007,-0.93361380138474626) (-0.91060527523221435,-0.41327718630389287) (0.9213181716729586,0.38880949904187945) (-0.32043404544992959,-0.94727082849446576) (-0.18870836852812395,-0.98203317237629728) (-0.95079450528584852,0.30982222114986868) (0.7749205309148367,-0.6320586766801537) (-0.70598565824897819,0.70822612938718665) (0.84206246649852168,-0.5393800167918954) (-0.92067473340266726,-0.3903306742672516) (-0.56936600200076837,0.82208415370061805) (-0.9077382373900873,0.41953699762945551) (-0.16116530397013126,0.98692742630662333) (-0.81131323531868293,-0.58461169522746625) (-0.96821170575927407,0.25013215073379924) (-0.78752838140385928,0.61627838553969883) (-0.20275975021097992,-0.97922851454314819) (-0.98053669111860897,-0.19633592990119991) (-0.071679365829150493,-0.99742772596029761) (-0.97437962440806736,0.22490964305336827) (0.38510616837386519,0.92287227668859972) (0.55467495540179668,0.83206712100047264) (0.82756646324723493,0.56136774836862702) (-0.25142532768322923,0.96787669906831664) (-0.70335578689324285,0.71083798227429218) (0.87343540044034085,-0.48694003866761704) (0.15684772672225733,-0.98762279774317663) (0.86297569731727664,-0.50524543129033916) (-0.06464067181609659,0.99790860480665478) (0.90554435473448247,-0.42425160177483012) (0.60247749701158593,-0.79813586913172518) (-0.81328486581114667,0.58186572939342718)
 (1,0) (0.47816368285543137,-0.87827073980528991) (0.85951186306283223,-0.51111579632629156) (0.98182146969417994,0.18980674816128335) (-0.90781769274222679,0.41936503996420599) (0.53505092743063221,0.84481980626380937) (-0.50493442906384789,0.86315770421514804) (0.70140598014287792,-0.71276198763669218) (0.21630669878657469,-0.97632546420753274) (-0.66493414642139093,0.7469019888331111) (-0.41793778795743969,0.90847564931441216) (-0.18252761090877589,0.9832007278556778) (0.29576463073543685,-0.95526084563637892) (0.9405453974774779,0.33966800744835013) (-0.58241985815941388,0.8128881281096233) (0.42553038606293103,-0.90494413669415696) (-0.64160017121401713,-0.7670392560346202) (-0.99975816300746478,0.021991259626029488) (-0.99893533538830248,0.04613237163489739) (0.8148485849454703,-0.57967385969385032) (0.87539447852781083,0.48340925411396751) (0.95807073658609021,-0.28653178479426356) (0.91668718617503353,0.39960555889839566) (-0.33575415323621499,-0.94194965289267529) (-0.23172678187756376,-0.97278090984592613) (-0.70498235679699806,0.70922484206699266) (-0.077821354486420996,0.99696731981840692) (-0.34768092634752013,0.93761291237596045) (0.55467495540179657,0.83206712100047264) (0.86479866819332474,-0.5021187742865747) (0.61331523368544894,-0.7898382265561491) (-0.85441569379299098,0.51959005206050768) (-0.94335224495956782,0.33179292025259199) (0.78512605351168741,-0.61933599935508621) (-0.93348463582081431,0.3586173931733968) (-0.91471109932555983,-0.4041084072011199) (-0.58058281111096988,-0.81420120329221024) (-0.99163968065753627,-0.1290377609284214)
 (1.0000000000000002,0) (-0.24920256895548232,-0.96845138216948634) (-0.74343396215726054,-0.66880934795437597) (-0.98826405779520266,0.15275520308703083) (-0.59071842463583146,0.80687777438454766) (-0.91054813660211886,-0.41340306110430436) (-0.50059687297561628,0.86568052465504497) (-0.18869069147362355,0.98203656904985204) (0.98365133240809421,-0.18008347023472354) (0.97919860497765465,-0.20290414488081493) (0.67010335401477739,-0.74226780540324333) (0.054131601327070733,-0.99853381001234354) (-0.99882899207438403,-0.048380208677409331) (0.54853180568907334,-0.83612968978949886) (0.84407042193390303,-0.53623234033049694) (0.6367413933327255,0.77107742673268476) (0.16163916678685614,-0.98684992767920421) (-0.4828735369467041,-0.8756900977609483) (-0.92656313947493385,0.37613926751451354) (0.99998217043379856,-0.0059715001892794994) (-0.082099697734154431,0.99662412153828628) (-0.96003684365811703,0.27987364795378711) (-0.99941965916275999,-0.034063835353517202) (0.88811751336490696,-0.45961645146201324) (0.046482260442490375,-0.99891911557650936) (0.12976571748000909,0.9915446830914374) (0.94384037573207247,0.33040179348475002) (-0.077821354486421024,0.99696731981840747) (0.3851061683738653,0.92287227668859995) (0.62966061343330848,-0.77687033145228979) (-0.64454525424374065,0.76456616144835443) (0.1535397541050415,-0.98814247146318035) (0.42990289946612559,-0.9028751281493016) (-0.94167548023558778,0.33652234684055532) (-0.31015890951578362,0.95068472736653331) (-0.69317707607405188,-0.7207673280646314) (0.49316533725198314,0.86993560114133595) (0.31102416764801694,0.95040200291185095)
 (1,6.9388939039072284e-18) (0.98127712074188633,0.19260117421374873) (0.41492070712650753,-0.9098575750070117) (-0.99995587330989211,0.0093942233874034706) (0.74297165973539914,0.66932287636836818) (0.35765508919698991,-0.93385375577308327) (0.92494056289319138,0.3801117666092782) (-0.80774470436706758,-0.58953243555122448) (-0.3173575933686868,-0.94830594110299382) (-0.98758244065923451,0.15710163239619668) (0.2457453485648653,-0.96933442302372319) (-0.694550822251084,-0.71944364290077945) (-0.35664060311094614,0.93424166049939161) (0.69930127097035666,-0.7148270646941427) (0.99353797005077238,0.1135002293715297) (0.99041990530791191,0.13808841794251625) (-0.86692725241151658,0.49843468882715075) (0.69622601860670108,0.71782263200254537) (0.91231370149908075,-0.40949201464381046) (-0.10005252269474277,0.99498215697690751) (-0.41739633468725562,-0.90872454560754867) (0.96630088304252015,-0.25741523542954181) (-0.46769556793660633,0.88388961739147931) (-0.39760974918363895,-0.917554623635085) (-0.34947480196596337,0.93694576299316834) (-0.82765058032819216,-0.56124372324544292) (0.12976571748000912,0.99154468309143706) (-0.70498235679699817,0.70922484206699277) (-0.97437962440806747,0.22490964305336825) (0.24872302456494197,0.96857465228616668) (-0.70917823032321359,-0.70502924594348282) (-0.80209829359272189,-0.59719203562643353) (-0.99980441140681875,-0.019777232654355111) (0.63326134757377583,0.77393802443674153) (0.4662895937309543,0.88463213528461748) (0.35407787505118193,-0.93521594212205317) (-0.94959679836430544,-0.31347395511630816) (0.97295076502990718,0.23101257287801313)
 (1,0) (0.34813083322536337,0.93744595735317671) (-0.31848984079438658,0.94792627419581899) (0.64975554943981551,-0.76014322727507322) (-0.32202679019438174,0.94673055638713999) (-0.082192119712200251,-0.9966165037050182) (-0.97591834909063935,0.21813614076580684) (-0.99858096390193685,0.053254657380158832) (0.41839665832325712,0.90826440880612025) (-0.66072335154832262,0.75062950429539521) (-0.96778111720090587,0.25179298876133666) (-0.23035964846110524,-0.9731055607491288) (-0.5346755026525476,0.84505745772890839) (0.51525166719916227,-0.85703892528197501) (0.23948087017181274,0.97090108292335853) (-0.26562751041492549,0.96407573650142653) (-0.97076826899089252,0.24001868244039914) (0.90776871143485804,-0.41947105566403087) (-0.94496223830464432,-0.3271794128276968) (0.88446988147148831,-0.46659728757228303) (0.76675785532394958,0.64193643867521477) (-0.96933386892249351,-0.245747534188546) (0.99922428450499368,-0.03938056951699842) (-0.48440917075407952,-0.87484156010636815) (0.12340987660493702,0.99235578416027392) (-0.34947480196596331,0.93694576299316845) (0.04648226044249032,-0.99891911557650925) (-0.23172678187756385,-0.97278090984592636) (-0.071679365829150576,-0.9974277259602975) (-0.59098375474782772,-0.80668345813222153) (0.64376038535834457,0.76522713376047724) (0.98513416849856172,0.17178669930075235) (-0.9990425101059911,0.043750005727083097) (0.99604575121814798,-0.088841777786550447) (0.98128387061458833,0.19256678132962501) (0.5504335658944508,-0.83487896699864139) (0.78163073862344945,-0.62374144357975747) (-0.86866097287971367,-0.49540701871861892)
 (1,-5.5511151231257827e-17) (-0.59780608044726136,-0.80164074882723058) (0.87253067824579322,-0.48855932651003176) (0.31300753692588512,-0.9497506419200733) (0.72528939774428525,0.68844410776745801) (-0.71589061140661236,0.6982124551308625) (0.57913435013585912,-0.8152321169413741) (-0.5830762243107056,0.81241745220272743) (-0.98555561425012028,-0.16935209245848581) (-0.32201716710873707,0.94673382958847674) (0.33331703779851846,-0.94281480276521989) (0.52297960238621111,-0.85234519737484293) (0.72723623396373949,-0.68638725222008357) (-0.43997458081168594,0.89801022724665058) (-0.6890188966312667,-0.72474337533021338) (0.93163613619527796,-0.36339250093409059) (0.38688069998587254,0.92212977610444824) (-0.90532991290349774,0.42470901662449267) (0.37592613069972158,-0.92664963403496536) (0.99988126233338392,-0.015409777240407985) (0.17294982568590944,0.98493063603241282) (-0.88695278597329907,0.46186010376974929) (0.98310848174653109,0.18302380478514352) (0.25113340793504707,-0.96795248407084944) (-0.48440917075407947,-0.87484156010636793) (-0.39760974918363889,-0.917554623635085) (0.88811751336490674,-0.45961645146201335) (-0.33575415323621505,-0.9419496528926754) (-0.98053669111860908,-0.19633592990119991) (-0.72321267089634356,0.6906253924197816) (0.97900132731700373,0.20385387195622295) (0.99972124236831128,-0.023610115577001933) (-0.69935491258745952,0.71477458421504225) (-0.9057346052349049,0.42384528413086126) (-0.48415139138605562,0.87498424569757005) (0.5598699770637654,0.82858047815684022) (-0.73998397418895789,0.67262449995782514) (-0.72535164946657238,0.68837851841564779)
 (1,0) (0.59462008575794256,-0.80400681191966161) (-0.88610126530354427,-0.46349169100153126) (-0.72391301877072334,-0.68989125320898115) (-0.077118487195577068,0.9970219350308529) (-0.80526909661616053,0.59290950577216517) (-0.35805866070284342,-0.9336990925858748) (0.91951271610909813,-0.393060256085079) (-0.85109945120589481,-0.52500449917788772) (0.59435965195321949,-0.80419935596221914) (0.94027987056178408,-0.34040235753636539) (-0.75223878816286804,0.65889058695906355) (0.26380138547812143,0.96457702078155649) (0.91612477480804921,0.4008932488617154) (-0.41840563359718547,0.90826027424639566) (-0.92591539948827584,-0.37773095318025868) (0.97144565646562131,0.23726216835829095) (-0.63193914896565484,0.77501800753567229) (-0.99627188177068926,-0.086268983957675738) (-0.96726524037947625,0.25376752107713574) (-0.99999560829966472,-0.0029636770040106786) (-0.073315777379337976,-0.99730877705315701) (0.74301395067880283,0.66927592896852195) (0.9831084817465312,0.18302380478514368) (0.99922428450499368,-0.039380569516998365) (-0.46769556793660644,0.88388961739147931) (-0.99941965916275977,-0.034063835353517258) (0.91668718617503375,0.39960555889839566) (-0.20275975021097975,-0.9792285145431483) (-0.7065150815175365,0.70769798614117141) (0.97632664665809799,-0.21630136158922797) (0.83213991189416614,0.55456574635724587) (-0.95966236325130749,-0.28115502584680108) (-0.99618914181059592,-0.087219228032983986) (0.99068795077574334,-0.13615206273780239) (-0.544551934029191,-0.83872712555697571) (0.80370075664664331,-0.5950336912861427) (0.89866764554302392,0.43863021197149432)
 (1,0) (0.54511984053804763,0.83835813316969399) (0.85452476275611433,0.51941065626015837) (-0.85751158237549374,-0.51446465971131417) (-0.7692376193317898,0.63896281973582836) (0.57405853293206421,-0.81881426512237032) (0.9916248156935672,0.12915194501322347) (0.85747420783983919,0.51452695059582687) (-0.99324758127788204,0.11601397452736623) (0.1930873731906107,0.98118156643627885) (0.31336670149799167,-0.94963219742817806) (0.49840687220760999,-0.86694324481838358) (0.92429174942011616,0.38168673274545556) (-0.30628208706330712,-0.95194079812987575) (-0.6787665838367396,0.7343540867092675) (-0.93382250978904469,-0.35773666321931674) (0.97707713606877078,-0.21288557999932517) (-0.99422521808440922,-0.10731363252173048) (-0.0042555442643592567,-0.99999094513051179) (-0.98043800355593336,0.19682815139927623) (-0.11898941089646942,0.99289552325232677) (-0.44473389931379226,0.89566274836076021) (-0.073315777379337754,-0.99730877705315701) (-0.88695278597329896,0.46186010376974918) (-0.96933386892249351,-0.24574753418854617) (0.96630088304252049,-0.25741523542954176) (-0.96003684365811681,0.27987364795378689) (0.9580707365860901,-0.28653178479426344) (-0.78752838140385928,0.61627838553969871) (0.67446353735180187,-0.73830815841550579) (-0.1153084518278778,0.9933297342459142) (-0.4986103198774765,0.8668262507052269) (0.95021402363652452,-0.31159799306877223) (0.99900131357428679,-0.044680817772851433) (-0.67864176083696381,0.73446944146649595) (-0.75807274870398078,-0.65216999905882744) (-0.25849339736005572,-0.96601302450911908) (0.79072188939672738,-0.61217554151474418)
 (1,0) (-0.51100263650339961,0.85957914439949912) (-0.9023009736674874,-0.4311066607218042) (-0.14617363265725991,0.98925894947469728) (-0.9803086007143933,-0.19747163686309188) (0.57843095033380032,0.81573135019805176) (-0.60763152968298695,-0.79421906558273558) (-0.83742368602109751,-0.5465542700325724) (0.36182424354224763,-0.9322463283838025) (-0.24699592544784466,0.9690165183381354) (-0.56533735573895072,0.82485979063480352) (0.66681577268345993,-0.74522260117401218) (-0.38571819265409962,-0.92261664620559203) (-0.11039138104855745,-0.99388819441131893) (0.42196201174834469,0.90661351227592524) (0.22049517002084668,-0.97538806635998898) (0.63957262530172732,0.76873067908381087) (-0.72046086182867231,-0.69349559953404627) (0.86174595536137621,0.50734003234350555) (0.73395663721962456,-0.67919632999690216) (-0.96100294452656043,0.27653813590765541) (-0.11898941089646936,0.99289552325232655) (-0.9999956082996645,-0.0029636770040106231) (0.17294982568590939,0.9849306360324126) (0.76675785532394936,0.64193643867521466) (-0.41739633468725545,-0.90872454560754845) (-0.082099697734154431,0.99662412153828595) (0.87539447852781083,0.4834092541139674) (-0.96821170575927396,0.25013215073379907) (-0.17657771569544339,-0.9842867012815828) (0.92616927255518777,-0.37710804628726025) (0.38727256265945753,-0.92196527169475107) (-0.66699064931024576,0.74506608682230135) (-0.89323093301066092,-0.44959815425878302) (0.98786094060573326,0.15534079317924332) (0.4221160966186131,0.90654178115267592) (0.53703856407806849,-0.84355769256937341) (0.73787681361831992,-0.6749354101871341)
 (1,0) (-0.57974766978068004,0.81479607226831452) (0.069816761186230925,-0.99755983272055693) (0.12797326979942053,-0.99177761731995429) (0.11259844160119825,0.99364057432704633) (-0.34964443223758546,0.93688247448933404) (0.97401443832943424,-0.22648592434364806) (0.12197211239314393,0.99253352779558779) (-0.47069670481415082,0.88229508220158437) (-0.68357496563112741,-0.72988030961411998) (-0.9030409618614067,0.42955444497807971) (-0.88851648357680646,0.45884469966679042) (-0.10555341886368774,-0.99441363414134032) (-0.68502719445247195,0.72851749660565823) (0.15227732497086083,0.98833780475084443) (-0.76901564492644203,-0.63922995694692597) (-0.7280008275031763,0.68557625043075332) (0.36066702108705845,-0.93269464451136841) (0.29344060685640949,0.95597730634557565) (0.12789685183238875,0.99178747486110397) (0.73395663721962456,-0.67919632999690205) (-0.98043800355593325,0.19682815139927623) (-0.96726524037947614,0.25376752107713557) (0.99988126233338359,-0.01540977724040804) (0.8844698814714882,-0.4665972875722828) (-0.1000525226947428,0.99498215697690751) (0.99998217043379811,-0.0059715001892793884) (0.8148485849454703,-0.57967385969385032) (-0.81131323531868282,-0.58461169522746625) (0.31053062220240651,-0.95056337646397182) (0.34143796498526957,-0.9399043121864683) (-0.99974693714530405,0.022495814468108777) (0.63492170676061388,-0.77257648571788007) (0.99969684615283794,0.024621449836886633) (-0.73233494485190964,-0.68094458551981385) (0.58683692427043055,-0.80970514652731551) (-0.87890668973960429,0.4769937428635429) (0.98565644850171852,0.16876423059102214)
 (1,0) (0.28790067550642956,0.95766027433685574) (-0.68784153372053369,-0.72586088507990576) (0.40119700330969188,-0.91599179283185905) (-0.86324576281844512,-0.50478386758691152) (0.64873355350608164,-0.7610156217551467) (0.98643053412693471,-0.16417917450776293) (-0.82072194355927619,0.57132783177461599) (0.4348782315967531,-0.90048926905504079) (0.99962051783435202,0.027546693532654598) (-0.70745046792815769,-0.70676292731596502) (-0.65153317917097975,0.75862013975332587) (0.60680061620404613,0.79485408231598687) (-0.13401932626698132,0.99097871833200557) (-0.19677464172048664,-0.98044874438992158) (-0.99783728584883635,-0.065732419473402137) (0.93009577306229796,0.36731710133295759) (0.82368177552475919,-0.56705231916321464) (0.034820223435598013,0.99939359215471057) (0.29344060685640949,0.95597730634557587) (0.86174595536137621,0.50734003234350555) (-0.0042555442643593122,-0.9999909451305119) (-0.99627188177068915,-0.086268983957675793) (0.37592613069972158,-0.92664963403496514) (-0.94496223830464421,-0.32717941282769691) (0.91231370149908064,-0.40949201464381035) (-0.92656313947493363,0.37613926751451332) (-0.99893533538830248,0.04613237163489739) (-0.16116530397013124,0.98692742630662322) (0.27877313200964104,-0.9603569861616752) (-0.068692786863217642,-0.99763786066536364) (0.19654453649840747,0.98049489808597456) (-0.8004714515555722,0.59937088288013729) (-0.5993685948238181,0.8004731647837563) (0.82358538558141314,-0.56719230659161435) (-0.30484259219236265,0.95240274778343681) (0.94115697060344561,-0.33796975705607868) (-0.97269231357471198,0.23209839101698859)
 (1,-5.5511151231257827e-17) (0.11154363023509412,-0.99375953759145197) (0.95365384399444664,0.30090587537403679) (0.011751047683506266,0.99993095405549859) (0.34604883499379496,0.93821650155997394) (0.17991722236537894,-0.98368175397143887) (0.83226694161248216,0.55437508773303024) (0.99010823780310075,-0.1403056571718973) (-0.93309654219772553,-0.3596259764514339) (0.92445858244603041,0.38128247972058216) (-0.92178932036338934,-0.38769117718101515) (0.71684550455202112,0.6972320435863214) (-0.59133812711357936,-0.80642372201083157) (0.008044748591773232,0.99996764048647802) (0.40270868029095075,0.91532820278756843) (-0.91128803235419642,-0.4117695011629891) (-0.98843743799575901,-0.15162925564803981) (0.59590416892934095,0.80305555315471822) (0.8236817755247593,-0.56705231916321464) (0.36066702108705839,-0.93269464451136863) (-0.72046086182867242,-0.69349559953404627) (-0.99422521808440911,-0.10731363252173037) (-0.63193914896565473,0.77501800753567218) (-0.90532991290349774,0.42470901662449273) (0.90776871143485804,-0.4194710556640307) (0.69622601860670108,0.71782263200254537) (-0.48287353694670399,-0.87569009776094797) (-0.99975816300746501,0.021991259626029547) (-0.90773823739008719,0.4195369976294554) (0.97506191207799953,0.22193302506566209) (-0.29726649377741915,0.95479454945934772) (-0.20964859647162148,-0.97777679763710768) (-0.40249385242374225,-0.91542268857675468) (-0.95991435591710095,0.28029346996363858) (0.40666959979881684,-0.91357530428502187) (0.5960406502415424,0.80295425975558476) (0.96681990926340999,-0.25545892634999212) (-0.94858920379204048,-0.31650990892732384)
 (1,0) (-0.4300120884286312,-0.90282312985725399) (-0.98829235840083207,-0.15257199718992204) (-0.87943618410714763,-0.47601680441246935) (-0.97214455859969084,-0.23438207522123317) (-0.30784593645194552,0.95143621930743438) (0.88059153321736494,-0.4738760931149511) (0.99846108921168708,0.055456769922269611) (0.96134857170255716,0.27533420362434724) (-0.24462726080855562,-0.96961719419021364) (-0.9789639463185914,-0.20403331053612639) (0.98532306673968895,-0.17069989499321458) (-0.42930395932728638,0.90316006914938152) (-0.51843104843301457,-0.8551194349449931) (0.89712815011814318,0.4417703954155342) (0.93995617445922708,-0.34129516564987505) (-0.99896728553125935,0.045435255455507306) (-0.98843743799575934,-0.15162925564803986) (0.93009577306229818,0.36731710133295747) (-0.72800082750317618,0.68557625043075365) (0.63957262530172743,0.76873067908381087) (0.97707713606877067,-0.21288557999932525) (0.9714456564656212,0.23726216835829084) (0.38688069998587254,0.92212977610444835) (-0.97076826899089241,0.24001868244039906) (-0.86692725241151636,0.49843468882715086) (0.16163916678685603,-0.98684992767920399) (-0.64160017121401713,-0.76703925603462009) (-0.56936600200076837,0.82208415370061805) (0.79999830547487938,0.6000022593601817) (-0.95136057096704485,0.308079639069606) (0.38658201928043623,0.92225503108904749) (0.8326661946559486,0.55377523263250095) (-0.57442929401300646,-0.81855420479020147) (0.4851263455915466,-0.87444406843033229) (0.98508223477295531,-0.17208425475539607) (-0.19096253329733626,-0.98159732623752782) (-0.98909775809510836,0.14726039838065985)
 (1,0) (0.025336994978974403,-0.99967896681156421) (-0.99777413375985635,-0.066684166034894132) (0.68696389590155604,0.72669154785765633) (0.93712531338455984,-0.34899304722858027) (-0.19679009971675554,-0.98044564186571281) (-0.99415376470236916,-0.10797357143350295) (0.8493899092437982,-0.52776584019317885) (0.58571163181003194,0.81051951510277043) (-0.13338222573075481,0.9910646708762807) (-0.036995141016627375,0.99931544546312345) (0.99442354040587433,0.10546005066681563) (0.02949673808616321,0.99956487655493187) (-0.84215640972142691,0.53923332757269038) (-0.9247391469213484,-0.38060151096806716) (0.8379940455563929,-0.54567937436926306) (0.93995617445922686,-0.341295165649875) (-0.91128803235419642,-0.41176950116298916) (-0.99783728584883657,-0.065732419473401915) (-0.76901564492644214,-0.63922995694692597) (0.2204951700208467,-0.9753880663599892) (-0.93382250978904469,-0.35773666321931663) (-0.92591539948827573,-0.37773095318025868) (0.93163613619527785,-0.36339250093409053) (-0.26562751041492549,0.96407573650142642) (0.9904199053079118,0.13808841794251625) (0.63674139333272528,0.77107742673268453) (0.42553038606293109,-0.90494413669415696) (-0.92067473340266714,-0.3903306742672516) (0.83579172611565533,0.54904661965685064) (-0.83844129048260896,-0.54499192876028724) (-0.8566379440486358,0.5159180485465944) (-0.64403880340679909,-0.76499282330381269) (0.65314202631720197,0.75723542802635646) (0.79696254900923835,0.60402872073825919) (0.92694753530471852,0.37519097376203991) (-0.73622640083508784,-0.67673531510732654) (-0.37854859492642684,0.92558141796344895)
 (1,0) (0.87240946925363172,-0.48877573380498007) (0.00055396891009795723,-0.9999998465592117) (-0.18987166127004723,0.98180891839835782) (-0.54395922533333962,-0.83911165000538057) (-0.2412061949374793,0.97047389018138053) (0.80688062188178233,0.59071453514507954) (-0.47073346548597295,-0.8822754697210875) (0.20106046355987051,0.97957883296500947) (-0.96539134782502767,-0.26080557038640306) (0.99303361012361713,-0.11783144387156275) (0.82598912625258913,-0.56368605030857721) (-0.95872003888775714,0.28435169602985971) (-0.99996817018273287,0.0079786353091584328) (-0.98556949617476497,0.16927128583968271) (-0.92473914692134862,-0.38060151096806716) (0.8971281501181434,0.44177039541553442) (0.40270868029095075,0.91532820278756888) (-0.1967746417204867,-0.98044874438992169) (0.15227732497086094,0.98833780475084465) (0.4219620117483448,0.90661351227592546) (-0.67876658383673982,0.73435408670926772) (-0.41840563359718569,0.90826027424639588) (-0.6890188966312667,-0.72474337533021349) (0.23948087017181263,0.97090108292335864) (0.99353797005077249,0.11350022937152987) (0.8440704219339028,-0.53623234033049672) (-0.58241985815941399,0.81288812810962352) (0.8420624664985219,-0.53938001679189529) (-0.98729948305643833,0.15887016949852589) (-0.021925160162621193,-0.99975961478339559) (-0.18743603365113487,-0.98227681092914465) (0.9820328939028391,0.18870981769058831) (0.57055639542299497,-0.82125842439631591) (0.012701021377768851,-0.99991933877486372) (-0.99995597179600959,0.0093837343044997912) (0.69242264620667415,-0.72149211986004835) (-0.70870710304540896,0.70550282925937613)
 (1,0) (0.61364932941005124,-0.78957868544850895) (0.59389256011005631,-0.80454435989939288) (-0.9625379350062635,0.27114705175214177) (-0.026247305311106195,-0.9996554801349844) (0.93069810582550327,-0.36578823903020735) (-0.78120703097907251,-0.62427203585365054) (0.35769511220699596,0.93383842644390258) (0.85974281280106279,-0.51072722253363034) (-0.95888832579885142,-0.28378368284077926) (0.37784387535528369,0.92586932439545833) (-0.91414236272493266,-0.40539331601751694) (-0.17758489947730627,0.98410548391807806) (-0.61803764416518536,-0.78614850403390601) (-0.99996817018273298,0.0079786353091584883) (-0.84215640972142702,0.53923332757269049) (-0.51843104843301457,-0.85511943494499343) (0.0080447485917731765,0.99996764048647835) (-0.13401932626698143,0.99097871833200601) (-0.68502719445247207,0.72851749660565845) (-0.11039138104855734,-0.99388819441131915) (-0.30628208706330723,-0.95194079812987575) (0.91612477480804932,0.40089324886171562) (-0.43997458081168617,0.89801022724665058) (0.51525166719916249,-0.85703892528197501) (0.69930127097035666,-0.71482706469414259) (0.54853180568907334,-0.83612968978949875) (0.94054539747747801,0.33966800744835024) (-0.70598565824897841,0.70822612938718665) (0.041110918900878757,-0.99915458881352603) (0.91765259753734496,0.39738358072895197) (0.37509793282223042,-0.92698518909014371) (-0.14344315793639478,0.9896585575041702) (0.45594618391585362,0.89000734680820004) (-0.80291815468544114,0.59608928599373989) (0.86475651490350103,0.5021913678389448) (0.028577514713935881,0.99959157942270327) (-0.91722045092488125,-0.39838002510813458)
 (1,0) (-0.50743734172376598,-0.86168865852134713) (-0.81713897625527632,-0.57644071116159012) (-0.67330065092633262,0.73936880747173594) (-0.1137058806070525,-0.99351445521208914) (0.52467415787428551,-0.85130313523380718) (0.90728043044090456,0.4205261234917112) (-0.99852228096147044,-0.054343853594505942) (0.033786675364454954,0.99942906730183534) (0.94537228741399781,0.32599269652804314) (0.99989734628362115,0.014328185334258225) (-0.86484118088457662,-0.50204554758126441) (0.0019000859163330608,-0.99999819483512598) (-0.17758489947730621,0.98410548391807784) (-0.95872003888775692,0.28435169602985966) (0.029496738086163155,0.99956487655493198) (-0.42930395932728649,0.90316006914938163) (-0.59133812711357936,-0.80642372201083168) (0.60680061620404624,0.79485408231598698) (-0.10555341886368785,-0.99441363414134043) (-0.38571819265409973,-0.92261664620559236) (0.92429174942011616,0.38168673274545556) (0.26380138547812126,0.96457702078155649) (0.72723623396373949,-0.68638725222008345) (-0.5346755026525476,0.84505745772890828) (-0.35664060311094625,0.9342416604993915) (-0.99882899207438358,-0.048380208677409386) (0.2957646307354368,-0.95526084563637914) (0.77492053091483659,-0.63205867668015348) (0.97971646414901281,0.2003887468780523) (0.55098977357688772,0.83451199476921223) (0.92948240388160863,-0.36886645398364037) (0.45812886563904326,0.88888578707744204) (0.14095859903893909,0.99001549147322965) (-0.97378699303249427,-0.22746184779152184) (-0.96823541077962871,-0.25004037536446649) (-0.63340758635631189,-0.77381834402285254) (-0.0057589386930445574,-0.99998341717506989)
 (1,-2.7755575615628914e-17) (-0.99319837016117452,0.11643452026434206) (0.16228632779969679,0.98674370928285648) (0.90553990447828792,-0.42426110049998028) (-0.96741277860357877,0.25320449402509226) (-0.63704380841676023,-0.77082759820719338) (0.20410529145107439,-0.97894894146818112) (0.22769066158992332,-0.97373351725446056) (-0.71866812623239651,0.69535323709436769) (0.31550466772860797,0.94892402469400083) (-0.45659262199417672,0.88967588342074544) (0.22557175432086046,0.97422655663485669) (-0.86484118088457673,-0.50204554758126441) (-0.91414236272493243,-0.40539331601751682) (0.82598912625258913,-0.56368605030857732) (0.99442354040587455,0.10546005066681557) (0.98532306673968906,-0.17069989499321458) (0.71684550455202134,0.69723204358632151) (-0.65153317917097964,0.75862013975332609) (-0.88851648357680668,0.45884469966679053) (0.66681577268346004,-0.7452226011740124) (0.49840687220760987,-0.86694324481838381) (-0.75223878816286815,0.65889058695906377) (0.522979602386211,-0.85234519737484304) (-0.23035964846110521,-0.97310556074912857) (-0.69455082225108411,-0.71944364290077933) (0.054131601327070566,-0.9985338100123432) (-0.18252761090877584,0.98320072785567791) (-0.95079450528584852,0.30982222114986868) (-0.65941406987915419,0.75177994416279192) (0.0074086057418713824,0.99997255590389145) (0.57802180712698825,-0.81602131742108952) (0.73296588092703185,0.6802654021754011) (0.94082175804118129,-0.3389017845870721) (-0.82881406286486403,0.55952412744888724) (-0.99940585198595644,0.034466549235816518) (0.85572342021553038,-0.51743350113288444) (0.96949910558945906,-0.245094847479988)
