# Created by Octave 5.2.0, Tue Sep 14 14:55:24 2021 UTC <root@0x00>
# name: H
# type: complex matrix
# rows: 27
# columns: 27
 (1,0) (-0.74121045208537883,0.67127272082171485) (-0.74121045208537883,-0.67127272082171485) (-0.69586361362901816,-0.71817395610476187) (-0.69586361362901816,0.71817395610476187) (0.67528992381216257,-0.73755238376522347) (0.67528992381216257,0.73755238376522347) (0.0061163316193685322,0.99998129506882372) (0.0061163316193685322,-0.99998129506882372) (0.8965831000314185,-0.44287554091194886) (0.8965831000314185,0.44287554091194886) (0.7869942218240672,0.61696036729722825) (0.7869942218240672,-0.61696036729722825) (-0.75940206205773508,-0.65062163208923507) (-0.75940206205773508,0.65062163208923507) (0.62375021090199168,-0.78162374221854414) (0.62375021090199168,0.78162374221854414) (-0.77642112074503933,-0.63021444228216272) (-0.77642112074503933,0.63021444228216272) (-0.54096592055215853,-0.84104451297250338) (-0.54096592055215853,0.84104451297250338) (-0.97256202461863839,-0.23264373679447098) (-0.97256202461863839,0.23264373679447098) (0.62593854746590039,-0.77987238366047995) (0.62593854746590039,0.77987238366047995) (0.37175285803305919,0.92833173625824739) (0.37175285803305919,-0.92833173625824739)


# name: ans
# type: scalar
3.198868339937039e-14


# name: argn
# type: sq_string
# elements: 1
# length: 1
x


# name: info
# type: complex matrix
# rows: 1
# columns: 20
 (-2.2204460492503131e-16,2.2204460492503131e-16) (-9.9920072216264089e-16,-2.2204460492503131e-16) (-1.1102230246251565e-16,-8.8817841970012523e-16) (0,2.2204460492503131e-16) (-9.9920072216264089e-16,-9.4368957093138306e-16) (4.4408920985006262e-16,-1.1102230246251565e-16) (-1.1102230246251565e-15,-4.4408920985006262e-16) (3.0531133177191805e-16,-7.7715611723760958e-16) (0,-8.0491169285323849e-16) (-1.1102230246251565e-15,4.9960036108132044e-16) (5.5511151231257827e-16,-1.1102230246251565e-16) (-6.6613381477509392e-16,-1.609823385706477e-15) (5.5511151231257827e-16,-2.2204460492503131e-16) (-2.2204460492503131e-16,-6.6613381477509392e-16) (5.5511151231257827e-17,0) (-1.6653345369377348e-16,-2.2204460492503131e-16) (4.4495657158805102e-16,-6.6613381477509392e-16) (7.7715611723760958e-16,6.4271504784940703e-16) (7.1470607210244452e-16,-2.2204460492503131e-16) (-1.2663481374630692e-16,4.4408920985006262e-16)


# name: is_convergent
# type: scalar
1.5301141628684164e-14


# name: is_unimodular
# type: matrix
# rows: 1
# columns: 13
 1 0.99999999999999978 0.99999999999999989 0.99999999999999989 1 0.99999999999999989 0.99999999999999989 1 1 1.0000000000000002 0.99999999999999978 1 1


# name: x
# type: complex matrix
# rows: 1
# columns: 13
 (0.37175285803305919,-0.92833173625824739) (-0.74121045208537883,-0.67127272082171485) (-0.69586361362901816,0.71817395610476187) (0.67528992381216257,0.73755238376522347) (0.0061163316193685322,-0.99998129506882372) (0.8965831000314185,0.44287554091194886) (0.7869942218240672,-0.61696036729722825) (-0.75940206205773508,0.65062163208923507) (0.62375021090199168,0.78162374221854414) (-0.77642112074503933,0.63021444228216272) (-0.54096592055215853,0.84104451297250338) (-0.97256202461863839,0.23264373679447098) (0.62593854746590039,0.77987238366047995)


# name: x0
# type: complex matrix
# rows: 1
# columns: 13
 (0.37175285803305919,-0.92833173625824739) (-0.74121045208537883,-0.67127272082171485) (-0.69586361362901816,0.71817395610476187) (0.67528992381216257,0.73755238376522347) (0.0061163316193685322,-0.99998129506882372) (0.8965831000314185,0.44287554091194886) (0.7869942218240672,-0.61696036729722825) (-0.75940206205773508,0.65062163208923507) (0.62375021090199168,0.78162374221854414) (-0.77642112074503933,0.63021444228216272) (-0.54096592055215853,0.84104451297250338) (-0.97256202461863839,0.23264373679447098) (0.62593854746590039,0.77987238366047995)


