# Created by Octave 5.2.0, Sun Sep 19 17:48:32 2021 CEST <ania@ania-bania>
# name: F_norm
# type: scalar
2.1187047717876716e-13


# name: H
# type: complex matrix
# rows: 42
# columns: 42
 (1.0000000000000002,0) (-0.71001204401624429,-0.7041895322651951) (-0.77534921454020389,0.63153273510712638) (-0.39256597165010287,-0.91972384871895607) (-0.87586724271416661,-0.48255214551412323) (0.67089846196818914,0.74154922542520219) (0.32469924710331605,0.9458173179481012) (-0.17075387652375507,-0.98531371331779849) (0.31301532602277754,0.94974807484661583) (-0.77959339657953852,-0.62628598580008055) (0.3364171105720874,-0.94171308141828836) (0.2493600356390967,0.96841084908527719) (-0.4487381580168715,-0.89366328420699082) (0.62936851986351883,-0.77710698504440334) (0.98472057937652357,0.17414184032667987) (0.17804104741026278,-0.98402306143558271) (0.80963461098126388,0.58693423541417089) (-0.95466027148259924,0.29769744045384339) (-0.99551427993473718,-0.094611407589264146) (0.66914962748397022,0.7431276983386248) (-0.93875686826415228,0.34458024070871995) (0.8800744055169325,-0.47483580399335584) (-0.22956179723138639,0.97329408775143378) (0.40524597576190502,0.91420768927458773) (-0.29635694884146213,0.95507725283004097) (-0.5915463423696572,-0.80627099962052406) (0.74704173415915731,0.6647771411717448) (0.99788637826248228,0.064982890657350412) (0.73239943552900577,-0.68087522119459798) (0.23214724066991566,-0.97268065604767928) (-0.50942877049843016,-0.86051282836948895) (-0.74255274093371915,-0.66978759837117074) (-0.28501724621317687,0.95852238855493377) (0.54165945431390161,0.84059802257224392) (0.2924054333220843,0.95629444344496961) (0.87730317809646863,0.47993659341816824) (0.040135019535310582,-0.99919426549940693) (-0.23726494776544416,-0.97144497762964443) (-0.73470839908792718,-0.67838305426186341) (-0.66565379750919829,0.74626069296297715) (0.36007342823197369,0.93292396597004268) (-0.93777393564737166,-0.34724637596444147)
 (1.0000000000000002,-5.5511151231257827e-17) (0.78022837078508966,-0.62549475571106561) (0.75633237742908976,0.6541875379831541) (-0.20411746042588891,-0.97894640422715962) (0.87511157151252361,0.48392120991425974) (-0.67192561636145676,-0.74061863740880618) (0.48910690053522249,0.87222384732867098) (-0.99950494701916526,0.031462054672504958) (0.60572243642982448,-0.79567602075563193) (-0.31121700413623288,-0.95033887447397891) (0.011523256920504099,0.99993360507082918) (0.80029368182214533,0.59960822445623196) (0.50857241208995885,0.86101922258507169) (0.4005249026883248,0.91628587369145198) (-0.88364142696789638,0.468164317890781) (0.48767069924067213,-0.87302765655053238) (0.65876428954392863,0.752349394112658) (-0.0030533428800408879,-0.9999953385377639) (-0.60818727062114764,-0.79379357760969527) (-0.66774177559143122,-0.74439298836703405) (0.86245237417792919,0.50613822447514512) (0.19364451163452756,0.98107176246889527) (0.049858484214942933,0.99875629237156194) (-0.35600065510086348,-0.93448570538438713) (0.64705823857032918,-0.76244057860154779) (-0.95575224409700255,0.29417281979058463) (-0.98541934834743472,0.17014319822583807) (-0.53566211971059163,-0.84443240908148209) (0.89141234331528629,0.45319315328582582) (0.83002742326161205,-0.55772258035127886) (-0.74567817302482708,-0.66630628263161107) (-0.77759935685100801,0.62876008160895436) (-0.74255274093371926,-0.66978759837117097) (-0.91997710914522146,-0.39197208911962284) (0.73402261157760118,-0.67912502949957543) (0.098722403798910396,0.99511501193990959) (-0.87655159525951098,-0.48130790648815075) (-0.038750082131770003,0.99924893351695965) (-0.40768852537591294,-0.91312105784327091) (-0.7743499231351445,0.6327576127875475) (0.99199527598023585,0.12627498736050791) (-0.20767384841239206,0.97819812547642249)
 (0.99999999999999989,0) (0.5058169087581067,0.86264086085368874) (-0.56340531821918749,-0.82618063848188572) (-0.23214783692903485,-0.97268051373982456) (-0.75023971766245212,0.66116591415601855) (-0.83104905810634344,0.55619912173659347) (0.93340270534769698,-0.35883058627937603) (-0.066353457149225192,-0.99779618095297662) (0.80533348463101606,-0.59282204626014412) (-0.69813774324487188,-0.71596347075598621) (-0.757411840403033,-0.65293744265227338) (0.42033557241920472,-0.90736872690159398) (-0.48550583801936303,0.87423342492100797) (0.94446752086339358,-0.32860478090580819) (0.99074034128317789,0.13577030659938777) (-0.99997269433113101,0.0073898979788927233) (-0.97054490680000571,0.24092028533224058) (0.93350209720121324,0.35857193772092183) (0.20759101177264228,0.97821570823168158) (0.97215600669900382,0.23433458694577314) (0.6272606808883513,-0.77880937219032109) (0.67261897987303199,0.73998899175228328) (0.38523223402046697,-0.92281966053590336) (0.8775564537245204,-0.4794733261886871) (-0.61971268976628113,-0.7848287597575917) (-0.24710419784441801,0.96898891397562781) (-0.95268458540793344,-0.30396065654310184) (-0.25008789427977096,0.96822313809096161) (0.99989430556645664,-0.01453883405822165) (-0.69835635520449091,0.71575023656684778) (0.99881161645843852,0.048737612043271261) (-0.74567817302482675,-0.66630628263161107) (-0.50942877049843005,-0.86051282836948895) (0.54608773008608169,0.83772799347367621) (-0.93085476571376558,-0.36538938838993396) (0.39243307627127277,0.91978056113850681) (0.99884259573946843,0.048098533620482831) (-0.60215452229967059,0.79837956591714909) (-0.9999926854996104,-0.0038247806835398079) (-0.13395307756914737,-0.99098767550850686) (-0.41629562081532512,0.90922931985829791) (-0.75101157281522501,0.66028904087346596)
 (1,0) (0.92103325087642363,0.38948395445769912) (0.459413634758149,-0.88822244522321414) (0.57736279007414593,0.81648772718136908) (-0.17834576627398652,0.98396787938028951) (-0.77512126362875433,-0.63181249328464695) (-0.75811037218811972,-0.65212626352631275) (-0.84579228789146421,0.53351232951387562) (0.96615656520477711,0.25795637521043407) (-0.90339643170391493,-0.42880635161414588) (-0.92670078391089472,0.3758000227500442) (0.86960307272886483,0.49375145154269295) (0.94186725266251359,-0.3359852353332935) (0.99787228060890776,0.065199015271522442) (-0.41408904111901879,-0.91023637920329836) (0.99970274416863047,-0.02438079780707747) (0.98553798103741297,0.1694546781080416) (-0.20082735083075764,0.97962665090242385) (-0.88712553406061101,0.46152820804115058) (-0.99916775795131951,-0.040789600029082496) (0.53580156701072534,0.84434393512883787) (0.33347509392204788,-0.9427589096548924) (-0.70880566916592924,-0.70540380163296457) (-0.76798182935043247,0.64047163074375268) (0.12562079460109299,-0.99207833156650915) (0.98162345576621479,-0.19082817163509419) (-0.21503867903608359,0.97660553270930017) (-0.092066331125049417,0.99575287630675335) (-0.98672427966922549,-0.16240442084884038) (0.34494618003585409,0.93862246557317786) (-0.69835635520449091,0.71575023656684766) (0.83002742326161194,-0.55772258035127875) (0.23214724066991577,-0.97268065604767906) (0.79300789621370404,0.60921135621614608) (0.94797281906080211,0.31835127504364724) (0.076873335149502342,-0.99704086693725436) (0.62421404588051521,-0.78125336794504618) (-0.43336972775748328,-0.90121622214838371) (-0.99957562316373694,0.029130286246900061) (-0.93902682584786568,0.343843889487776) (-0.94284693548315823,-0.33322613380408378) (-0.87179057832951456,-0.48987874778958318)
 (1.0000000000000002,0) (0.67259752028370889,-0.74000849705135563) (-0.98479946855107858,-0.17369515462877216) (0.69815163986841788,0.71594991986104639) (-0.99080182456810117,-0.13532089429397948) (-0.34516244197526669,0.93854296047100028) (-0.73105734247716581,-0.68231602795934954) (0.75279291023573047,-0.6582574225170712) (-0.99478183082959659,-0.10202504129533746) (-0.9944419540603483,-0.10528627643067728) (0.39167371967668507,0.92010417742483386) (-0.24030068228981466,-0.97069850215762132) (0.99699261658605409,0.077496596524579464) (-0.90187526456935918,0.43199653604855204) (-0.95209791716901138,-0.30579332256023795) (-0.96894363061566369,0.24728170310262776) (-0.47144199360562444,0.88189707260266748) (-0.57888576253080259,-0.81540865456477174) (-0.95336217554414582,0.30182869684927727) (-0.99419115666227409,-0.10762873229082098) (-0.91163653596439254,0.41099735558132522) (0.8441287323936173,-0.53614054421163215) (0.80945788350096892,0.58717794137563872) (0.99954813950957433,0.030058556235246281) (0.96415985787791181,0.26532200899443525) (0.80753832676498694,-0.58981509882810279) (0.11243887209224074,-0.99365864362094902) (0.33133971845303356,-0.94351152137929128) (-0.33367082442639939,0.9426896524978976) (-0.98672427966922571,-0.16240442084884027) (0.99989430556645686,-0.014538834058221817) (0.89141234331528618,0.45319315328582577) (0.73239943552900599,-0.68087522119459798) (0.9818685758079656,0.18956291789492546) (0.31797061999282805,-0.94810056682895039) (0.93429141147372219,0.35651025012815662) (0.078722942571273685,0.99689653340400308) (-0.4929017137948184,0.87008499615734725) (-0.70747413728568842,-0.70673923413934725) (0.046307859966937814,0.99892721561947773) (0.89573487939184138,0.44458860291384406) (-0.72487137426947079,-0.68888423611277994)
 (1,0) (0.47037469705430196,-0.88246679505297754) (-0.26116097496028057,0.96529526320074499) (0.24472055512864066,-0.96959365194782987) (-0.96388332384202802,0.26632487307655706) (-0.99814944246809534,-0.060808638371782742) (-0.170611813312848,0.98533832218081374) (0.60106817495817955,-0.79919775340802968) (0.95487762319470537,-0.29699953656870987) (0.95497531793487322,-0.29668525769776355) (0.83500245514464511,0.55024621752667713) (-0.87378544721673013,0.48631162049889254) (-0.80131954843382902,-0.59823655964660361) (-0.96256683756246164,0.27104443035229542) (0.90080472507770082,-0.43422442040687609) (-0.23754867470132041,0.97137563648037095) (0.017435672507505329,-0.99984798710814571) (0.85527723196662375,-0.51817068276728029) (0.19535963769339484,-0.9807316717432476) (-0.99945731432432283,-0.032940504604674237) (-0.82278118899707364,0.56835826292274594) (0.62251117842730985,0.78261090762462604) (0.50231634932739799,0.86468392213478562) (-0.9311072254581868,0.36474557529812085) (-0.73460283416643379,-0.67849736626949508) (0.67150912452385991,0.74099628587544053) (-0.54311704480738854,-0.83965699880349254) (0.014328650332810139,0.99989733962024285) (0.3313397184530335,-0.94351152137929106) (-0.092066331125049333,0.99575287630675335) (-0.25008789427977085,0.96822313809096161) (-0.53566211971059152,-0.84443240908148198) (0.99788637826248217,0.064982890657350467) (0.86266869028317306,0.50576944431738347) (-0.37903984375573752,-0.92538035252842177) (0.11586966030502446,-0.99326442693816364) (-0.99923092768847732,0.039211645602094281) (-0.46665594914671021,-0.88443893238933213) (0.070207904680245597,0.99753238048717463) (-0.49661151190237374,0.86797292944310089) (0.49462197611853442,-0.86910822153549772) (0.80629052648526744,0.5915197265519635)
 (0.99999999999999989,1.3877787807814457e-17) (-0.57836384069673452,0.81577893315194294) (0.14274375592050659,-0.9897596779752682) (0.89432240706214594,0.44742310202600044) (-0.63909743288467868,-0.76912578378325958) (0.97644794772874832,-0.21575311208952352) (0.9999762560552633,0.0068911048242399769) (0.98155429951248852,0.19118356913852796) (-0.9279208227630722,0.37277734196528284) (0.83757603825439053,-0.54632076671318242) (0.95445641800375403,0.29835037478012949) (0.56814643291574263,-0.82292747600570315) (0.48215853567017913,-0.87608398369128315) (-0.91461055726002038,-0.40433591053542867) (-0.98877953906204619,0.14938213792902619) (0.38305460487930348,0.92372570045482671) (0.80557076172062936,0.59249957625372562) (0.62848451157497731,-0.77782209965413118) (-0.92250276140215848,-0.38599048590009521) (-0.61563153571636398,0.78803414407721606) (0.85127077243912641,-0.52472666407463242) (-0.66381058849523522,-0.74790073044596561) (0.87500108295010393,-0.48412096095515766) (0.98548316799952451,0.16977315921434893) (-0.89188560662049576,-0.45226105813256801) (0.13167641713405401,0.99129275250590665) (-0.85118767019804986,0.52486145800850537) (-0.54311704480738854,-0.83965699880349265) (0.11243887209224093,-0.99365864362094869) (-0.2150386790360837,0.97660553270930017) (-0.95268458540793344,-0.30396065654310195) (-0.9854193483474345,0.17014319822583784) (0.74704173415915709,0.6647771411717448) (-0.09936643125355539,-0.99505090942118757) (-0.077726011591450608,0.9969747575149962) (0.45218175308745273,0.89192581651993819) (-0.15992525683167519,-0.98712912642030881) (-0.9495755574539938,0.31353829221633611) (0.81002046763336621,0.5864016047172973) (-0.97835338153834017,0.20694120138941596) (-0.9357645479914608,0.3526254538775343) (-0.72884503743498275,0.68467869209315835)
 (0.99999999999999989,0) (0.90769827833036421,0.41962344490756592) (0.99625704959039019,0.086440101465989877) (-0.15852734403420476,0.98735458736639314) (-0.61340515635583914,-0.78976839273046917) (0.67863023671926315,-0.73448008945808474) (0.43956044156909396,0.89821301382666618) (-0.98787486469068597,0.15525221966966513) (-0.5249323678705019,0.8511439415057046) (0.74604836262327334,0.6658917634474335) (-0.15682276800229594,-0.98762676119883341) (-0.99009488270341506,-0.14039986910432217) (0.99031963826494784,-0.13880567015357376) (-0.99554954074959334,-0.094239651491678636) (-0.34955488928320327,0.93691588703480044) (-0.96172734676947347,0.27400823067154118) (-0.18146441704764826,-0.98339751135822839) (0.89686669809600938,-0.44230094488522281) (0.13349254251340589,0.99104981766473565) (0.62813425006978219,-0.77810498256293881) (-0.99440369651721039,0.10564699878797776) (0.65434636000221647,-0.75619497561928362) (0.67650357653510518,0.73643934640621378) (-0.99996938046734962,-0.007825479393885032) (0.73763887307818476,-0.67519544794373765) (0.82973284134340164,-0.55816074028563234) (0.13167641713405404,0.99129275250590687) (0.67150912452385991,0.74099628587544075) (0.80753832676498682,-0.58981509882810257) (0.98162345576621479,-0.19082817163509419) (-0.24710419784441806,0.9689889139756277) (-0.95575224409700232,0.29417281979058446) (-0.59154634236965697,-0.80627099962052406) (-0.92905548545746808,-0.3699404072839142) (-0.67109963632803338,-0.74136716822393811) (-0.98268922333760211,0.18526168070094889) (0.59811725687459827,-0.80140860179362006) (-0.81154701947176533,0.58428711708071546) (-0.81993023201507675,-0.57246346139094495) (0.95392608010600433,0.30004171992173306) (-0.29417471114646698,0.95575166195089234) (-0.24239406334624536,-0.97017787959450819)
 (0.99999999999999989,0) (-0.07622557098491417,-0.99709059885650508) (-0.82166336704990284,0.56997307940657715) (0.39568715893813255,0.91838536151850136) (-0.99535534473004039,-0.096269090144978586) (-0.96389741473306034,-0.26627387004909392) (-0.001080136722190761,-0.99999941665216019) (-0.42917857939528165,0.90321965600193099) (-0.95386348404646959,0.30024065980930942) (-0.40483820932124359,-0.91438833340849679) (-0.8021847960859545,-0.59707583515708895) (0.67568606145359267,-0.73718949148596136) (-0.44289456571321362,0.89657370230322053) (-0.49120604881501739,0.87104340741867592) (0.88970079115179601,-0.45654408573966609) (0.96109716327935224,-0.27621050439181644) (-0.54489412771792489,-0.83850485364040761) (0.21171542961997092,0.97733135469032728) (0.97799091091664891,-0.20864749738355903) (0.35260220042260365,0.93577331029322308) (-0.56398911313767353,-0.82578222326602513) (0.79575847287931156,0.60561411215458416) (0.9825876194773272,0.18579981175953603) (-0.73904099267473511,0.67366045686706399) (0.98762833464054578,0.15681285857716099) (0.73763887307818476,-0.67519544794373787) (-0.89188560662049576,-0.45226105813256795) (-0.73460283416643379,-0.67849736626949519) (0.96415985787791181,0.26532200899443525) (0.12562079460109271,-0.99207833156650949) (-0.61971268976628135,-0.78482875975759181) (0.64705823857032907,-0.76244057860154779) (-0.29635694884146224,0.95507725283004097) (0.080154266273546937,-0.99678247055119751) (0.69365107153556815,0.72031117647691523) (-0.99810131053679307,-0.061593619026129698) (0.40290762685127629,-0.91524064825873608) (0.32552477959964454,0.94553350964764982) (0.20347634471502929,0.97907986249407131) (0.21988417976978669,0.9755259850393363) (-0.95461087167754,-0.29785581020864099) (0.095051837084975999,0.99547232420935261)
 (1,0) (0.22401942784541581,0.97458467869539822) (-0.95373998015020367,-0.30063274981792698) (0.94881873982504583,0.31582115026833035) (0.81432346797943489,-0.58041131062199836) (0.76861384269292754,-0.63971303005395352) (0.80973958181237471,-0.58678940826016956) (-0.68015573505735027,0.73306764767557042) (0.14437741682540195,-0.98952269378262503) (-0.14625020795524812,0.98924763162367335) (-0.60937864553629106,-0.792879351707657) (0.18022470523811807,0.98362546511455884) (0.61357436057828174,0.7896369444503919) (0.57194894328332579,0.8202892211147762) (0.20322451318831564,0.97913216535837044) (0.95230085629515993,0.30516074305110841) (-0.66552030466512835,-0.74637974522252026) (-0.68656536500578069,-0.72706808455225036) (-0.11474297642583958,-0.99339521307530898) (-0.83300058774814345,0.55327210377105207) (-0.97642853961145581,0.21584092992812615) (0.0075360403951189592,-0.99997160364440441) (-0.025529180238958199,-0.99967407736538139) (0.041090835249521035,-0.99915541496730897) (-0.739040992674735,0.67366045686706366) (-0.99996938046734929,-0.007825479393884921) (0.98548316799952418,0.16977315921434877) (-0.93110722545818669,0.36474557529812079) (0.999548139509574,0.030058556235246309) (-0.76798182935043213,0.64047163074375257) (0.87755645372452018,-0.4794733261886871) (-0.35600065510086326,-0.9344857053843868) (0.4052459757619048,0.91420768927458751) (0.76074132797933769,-0.64905518402076856) (0.34844262896896361,-0.9373301095757014) (-0.99294457862539653,0.11857935645985512) (-0.49081516031889988,0.87126372494275861) (-0.65005901605456562,-0.75988372508310031) (-0.99807180834305032,0.062069842845238393) (-0.37560450598271178,0.9267800467670213) (0.36499143428483349,0.9310108768960218) (0.97110481533349136,-0.23865338387733731)
 (1.0000000000000002,0) (-0.99678943578500856,0.080067600859561272) (-0.29695498638325396,0.95489147868337521) (-0.98165090476267702,0.19068691926458581) (0.96774204669467867,0.25194311075954373) (-0.9533040496046532,-0.30201223320814274) (-0.99209240923677533,-0.12550956750292724) (0.26456268557529483,-0.96436849046471251) (0.82811539457710992,0.56055766274701635) (0.67604999669762111,-0.73685575383866542) (-0.99853775056873684,-0.05405886318754094) (-0.9712815562633399,-0.23793305458188227) (0.1324998066602554,-0.99118303114762596) (0.011703687553872744,0.99993150950334642) (-0.37979625285391938,0.92507016291637201) (-0.74826892861642058,-0.66339551586307488) (0.99997150743021623,0.0075487964433016419) (0.7228357974659726,-0.69101983321879579) (-0.87145388658166967,0.49047744449842245) (-0.94097114170774754,0.33848679512385493) (0.9560117876570412,-0.29332824933986285) (0.50981961454672364,-0.86028132644120003) (-0.49926461809539174,-0.86644956063123724) (-0.025529180238958282,-0.99967407736538183) (0.98258761947732731,0.18579981175953614) (0.6765035765351054,0.73643934640621389) (0.87500108295010404,-0.48412096095515789) (0.50231634932739833,0.86468392213478584) (0.80945788350096903,0.58717794137563861) (-0.70880566916592946,-0.70540380163296457) (0.38523223402046697,-0.92281966053590359) (0.049858484214942822,0.99875629237156205) (-0.22956179723138648,0.973294087751434) (0.95763722007504337,0.28797735106592193) (0.2810515829352595,0.95969266316336199) (-0.91251007482670743,0.40905423031641946) (-0.88777091495774951,-0.46028556631191503) (-0.89447301211166952,0.44712194153706852) (0.2882720639642295,0.95754854557761393) (0.62382701074225988,-0.78156244834842037) (-0.92907043231698738,-0.36990286805366523) (0.71702956870708845,-0.69704275162986051)
 (1,0) (-0.90038943934972016,-0.43508488540455637) (-0.55903773646939436,-0.82914221289425138) (-0.32836330130476932,0.94455150328408943) (-0.96329197592177318,-0.26845589791384006) (0.13975470023059561,-0.9901861561158366) (-0.086151733699078747,0.9962820277314266) (-0.99980338480201358,0.01982906297422482) (-0.79902739309819759,-0.60129462418908886) (-0.15146840990170762,0.98846209881909408) (0.38094029560556469,0.92459963832133596) (-0.99587041961111333,0.090786052582900956) (0.46724103185916072,0.88412997808421034) (0.96671198855473728,-0.25586701855562438) (-0.99855536080649643,0.053732591642377092) (0.27545521979714588,-0.96131390392863159) (-0.57917899985200938,-0.81520039630168617) (-0.48216698997097673,0.87607933075853794) (0.011503673858125119,-0.9999338305546851) (0.21106426721168978,0.97747218635948485) (0.88995104983324802,0.4560560589452784) (-0.83333159924156408,0.55277341262536905) (0.50981961454672375,-0.86028132644119992) (0.0075360403951190147,-0.99997160364440463) (0.79575847287931145,0.60561411215458427) (0.65434636000221624,-0.75619497561928362) (-0.66381058849523522,-0.7479007304459655) (0.62251117842730996,0.78261090762462626) (0.84412873239361697,-0.53614054421163204) (0.33347509392204777,-0.94275890965489251) (0.67261897987303199,0.73998899175228317) (0.19364451163452734,0.98107176246889505) (0.88007440551693261,-0.47483580399335562) (0.099356828879528847,0.99505186827371173) (-0.94702813245358408,0.32115061317312976) (0.86182968380347802,-0.50719778796362835) (-0.76093430611183777,-0.64882893106125805) (0.032027057156568228,-0.99948700222158426) (0.8860783502479519,0.46353549726193266) (-0.56232321084861581,-0.8269175330955939) (0.36443411286204719,0.93122917554297691) (-0.48952866755259183,0.87198720383052852)
 (0.99999999999999989,0) (0.73973837651020924,0.67289459376490768) (-0.22314872729803092,0.97478440975698211) (0.26882644978636472,0.96318863152305689) (0.88486501311509536,-0.46584751643088379) (0.43072692933338003,-0.90248230583598543) (0.97851770345868427,0.20616280949274679) (0.22658412997772132,-0.97399159752137388) (0.60161540064414476,-0.79878589728899463) (-0.47071171267008405,0.88228707547781571) (0.63897563219042541,0.76922697655948491) (-0.24529813613432458,-0.96944769039336309) (-0.50495843500190807,-0.86314366065008219) (0.83104057845316182,-0.55621179146457578) (-0.012816342564241186,-0.99991786730874799) (-0.99235754915392005,-0.12339568321956966) (-0.71370470007600373,0.70044671538199244) (-0.98628023967236356,-0.16507964390506974) (-0.0052845473301855279,-0.99998603668227026) (0.82564032045227453,0.56419682845923969) (-0.77969932414668641,0.6261541055724219) (0.88995104983324813,0.45605605894527823) (0.95601178765704087,-0.2933282493398629) (-0.97642853961145593,0.21584092992812637) (-0.56398911313767353,-0.82578222326602513) (-0.99440369651721017,0.10564699878797794) (0.85127077243912619,-0.52472666407463264) (-0.82278118899707364,0.56835826292274616) (-0.91163653596439242,0.41099735558132516) (0.53580156701072557,0.84434393512883765) (0.62726068088835107,-0.77880937219032131) (0.86245237417792908,0.50613822447514512) (-0.93875686826415228,0.3445802407087199) (-0.85876413056103862,0.51237112336834845) (0.41741336033139481,0.90871672517724289) (-0.28211929588182594,-0.95937933211589643) (-0.63443890604112163,-0.77297301020239007) (-0.52076127080677148,0.85370234791039179) (0.95377027317912944,-0.30053663004666864) (0.89373518085514003,0.44859494703109343) (-0.97699107810702979,-0.21328017558897319) (-0.99886724235605129,-0.047583948428193495)
 (1,0) (0.93278431277164042,-0.36043505080269178) (-0.55953391893808091,-0.82880745264373279) (-0.53182595772554975,-0.84685367726030503) (-0.58703350834711587,-0.8095626350552978) (0.98833911946623554,0.15226879172274999) (0.8286454622121785,-0.559773791772324) (-0.72697730519712633,0.68666148699947027) (0.97741641784958733,-0.211322374863809) (-0.81599362704944489,0.578060896977725) (0.99408440177607904,0.10861032246290347) (-0.99628425761722184,0.086125942805295563) (-0.22047611722425237,-0.97539237321896144) (0.16823547553638674,0.98574683604414648) (-0.99280210045776984,-0.11976639481356777) (-0.80885151638055497,-0.58801294581741714) (0.89273006760865026,-0.45059186231827819) (0.89089523105982782,0.45420885864859162) (0.1210770752463225,-0.99264310900232222) (0.86573591549633788,-0.50050107354501971) (0.82564032045227465,0.5641968284592398) (0.21106426721168992,0.97747218635948507) (-0.94097114170774754,0.33848679512385499) (-0.83300058774814389,0.55327210377105229) (0.35260220042260371,0.93577331029322308) (0.62813425006978207,-0.77810498256293914) (-0.61563153571636398,0.78803414407721628) (-0.99945731432432316,-0.03294050460467407) (-0.99419115666227431,-0.10762873229082087) (-0.99916775795131985,-0.040789600029082218) (0.97215600669900393,0.23433458694577292) (-0.66774177559143122,-0.74439298836703405) (0.66914962748397033,0.74312769833862491) (0.06893474293697488,-0.99762117119486438) (0.3940852450166239,0.91907389238308124) (-0.074223709517486469,0.99724161613195039) (-0.022590662850050236,0.99974479841207242) (0.3724403740670344,0.92805612317618347) (-0.62443024671070491,0.78108057650463159) (0.14142771309301005,-0.98994858551809684) (0.16964286385232152,-0.98550560563803113) (-0.45403689261157326,-0.89098288431800199)
 (1,0) (0.14959498787150771,-0.98874735883527098) (-0.37927883223629955,0.9252824257584652) (0.65188468487966,-0.75831811109807101) (0.92219509529008981,-0.38672497491486363) (-0.86333294204228739,-0.50463475027450166) (0.93317292414251529,-0.35942773077116374) (0.86228195386749673,0.50642850634067937) (-0.77789287890882641,0.62839690398898163) (-0.57686811749491751,0.81683730021214818) (0.8875808044978204,-0.46065205468661785) (0.32985065643180506,0.94403312677654894) (-0.44232082137306872,0.89685689548548042) (0.79189839478440427,0.61065287384723188) (-0.48910888096489352,-0.87222273678302509) (0.28636631180303035,0.95812020929752295) (0.52809331900006495,-0.84918634375942226) (-0.96328265541438141,0.26848934015676984) (0.58500266776243715,0.81103136727923897) (0.12107707524632255,-0.99264310900232222) (-0.0052845473301854073,-0.99998603668227037) (0.011503673858125285,-0.99993383055468521) (-0.87145388658166967,0.49047744449842234) (-0.11474297642583964,-0.9933952130753092) (0.97799091091664903,-0.20864749738355876) (0.13349254251340603,0.99104981766473565) (-0.92250276140215859,-0.38599048590009527) (0.19535963769339493,-0.98073167174324782) (-0.95336217554414593,0.30182869684927721) (-0.88712553406061123,0.46152820804115058) (0.20759101177264222,0.97821570823168158) (-0.60818727062114741,-0.79379357760969538) (-0.99551427993473729,-0.094611407589264396) (-0.20514325170554196,0.97873195834185189) (-0.65995106069386433,0.75130859005407569) (0.81462756923068735,0.57998441655729183) (-0.62021471896737845,-0.78443208907859896) (-0.66213607819872211,-0.74938362268441405) (0.96537606811665533,0.26086212279215037) (0.99757492068738451,0.069600844934225137) (-0.35794956506394804,0.93374092170715672) (0.0031380245985248023,-0.99999507638868834)
 (1,0) (-0.31861725495700111,-0.94788345530643481) (0.90750925982858699,0.42003207416264099) (-0.93857532725806814,0.34507441960019392) (0.9213272115401987,0.38878807758927314) (0.28100571017105641,-0.95970609607903357) (-0.89337801952676998,0.449305813702012) (0.96020332509260997,0.27930194142020426) (0.99103477654364769,0.13360416041831208) (-0.32035352763910457,-0.94729806150397156) (0.27451081385390858,-0.96158401249046643) (0.98513000823093178,0.17181055521394656) (0.96478886817156195,-0.26302554980882936) (-0.6502042382411124,-0.75975946757726842) (-0.98729527551405583,0.1588963150851023) (-0.17392378988613516,0.9847591153737264) (-0.66961393389732526,0.74270935064165466) (-0.27397951591462638,0.96173552750181091) (-0.96328265541438129,0.26848934015676984) (0.8908952310598276,0.45420885864859162) (-0.98628023967236378,-0.16507964390506991) (-0.4821669899709769,0.87607933075853817) (0.7228357974659726,-0.69101983321879579) (-0.68656536500578091,-0.72706808455225047) (0.21171542961997078,0.9773313546903275) (0.89686669809600927,-0.44230094488522281) (0.62848451157497753,-0.7778220996541314) (0.85527723196662397,-0.51817068276728029) (-0.57888576253080237,-0.81540865456477174) (-0.20082735083075764,0.97962665090242396) (0.93350209720121335,0.35857193772092177) (-0.0030533428800408324,-0.99999533853776379) (-0.95466027148259947,0.29769744045384328) (-0.84725612905704439,-0.53118457411268505) (0.37458137544178249,-0.927194042890776) (0.29617913154768072,0.95513241073458588) (-0.82588413348536449,0.56383986916244977) (0.94957858309467058,-0.31352912867533905) (-0.85119294250266375,0.52485290761665571) (-0.72790292146821201,-0.68568020017938558) (-0.98373532929812468,0.17962405710458162) (0.27220825593207953,0.9622383620509084)
