# Created by Octave 5.2.0, Fri Sep 17 14:14:20 2021 UTC <root@0x00>
# name: F_norm
# type: scalar
9.4418463319843864e-14


# name: H
# type: complex matrix
# rows: 28
# columns: 28
 (1,0) (0.61178935733822359,-0.79102072175618976) (-0.96407289858655887,-0.26563781020576072) (-0.99015132424804952,-0.14000126817223996) (0.82524956373482539,0.56476823348651672) (0.97818736021269226,0.20772454915133426) (0.41531593218264762,0.9096772375272778) (0.31713421133709974,-0.94838066829706991) (0.56491465576785571,-0.82514933902820642) (-0.32822055253210586,0.94460111628957955) (-0.78254083614436909,0.62259926097488394) (0.99100097917793228,-0.13385461989927439) (0.26839647453278559,-0.96330853440544817) (-0.76651579135915249,-0.64222546009719372) (0.8700080031588594,-0.49303759941766523) (0.032224975131532552,-0.99948064062180419) (0.38536908080860538,-0.92276252175558793) (-0.98810605031641363,0.15377396830445123) (-0.17172217708960924,0.98514541763924646) (-0.99823534889180277,-0.059381716233710524) (-0.99942857806310026,-0.03380114422280639) (0.53430406702877364,0.84529235413347537) (0.34024265327823772,0.94033767173828886) (-0.94805637850938529,0.31810234700119566) (-0.99607706123910167,0.088490045051827504) (0.80702226341775962,0.59052101262196954) (0.98141660865676261,0.1918891353168774) (-0.98944918878494525,-0.14488030512396693)
 (1,0) (0.39596810574679869,0.91826426437670539) (0.64980224565407585,0.76010330978290064) (-0.98132055413104347,-0.19237975475590691) (-0.74138840862408051,0.67107617120402596) (-0.36133148441505286,-0.93243742866232782) (0.34401641304679847,-0.93896363484131584) (0.7302470141169104,-0.68318320996152804) (0.31713421133709974,-0.94838066829706991) (0.44852359718315649,0.89377099011429217) (0.80103714747420518,-0.59861464095558858) (-0.8144962362937973,0.5801688384110596) (-0.10055671427442031,0.99493132788868088) (-0.95317927953211412,0.30240578875186824) (0.093779093932384705,0.99559303007866684) (0.99980791607845543,-0.019599258834345545) (-0.24293764956526454,-0.97004190549878055) (-0.39302972395808511,-0.91952576695024313) (0.99230982194347384,-0.12377890480413956) (-0.30705865025447537,-0.95169059326227445) (0.99378091590156525,-0.11135300260813552) (-0.56463439243743518,0.82534114333214326) (-0.98993159632297778,0.14154658103056239) (-0.92144761940063713,0.38850261865385094) (-0.56964042488218103,0.82189402378898457) (-0.33173634667977231,-0.94337214093461419) (0.328797086904555,-0.94440059066218263) (0.17748551145185781,0.98412341361471145)
 (1,-5.5511151231257827e-17) (-0.99653263692419991,0.083202785679933278) (0.12155097898763695,-0.99258519005027845) (-0.89659333688739073,0.44285481621986977) (-0.35106912548994207,-0.93634954430903039) (-0.18798669502884119,0.98217157487484563) (0.095922502032431856,-0.99538880524337747) (0.34401641304679847,-0.93896363484131573) (0.41531593218264762,0.9096772375272778) (-0.91353139068967759,0.40676823649909688) (0.89899951138831269,0.43794963012151938) (0.26173921085993335,0.96513863537753963) (0.99819281942292926,-0.060092389306003302) (0.15378122764579777,0.98810492055436705) (-0.71462532491338848,0.6995074302624914) (-0.74791360279177643,-0.66379608522423872) (-0.026595518461871914,0.99964627663876426) (0.75107850033904111,-0.66021290984685987) (-0.99875963946853252,0.049791390507681943) (-0.28111210559750016,-0.95967493667727966) (-0.98734187801497364,0.15860648132363991) (0.71202311944763053,0.70215602067636407) (0.97472207421310664,-0.22342085408864643) (0.99156601754405438,0.1296025958529578) (-0.65651101961950131,-0.75431643301612028) (0.62906784421842521,-0.77735040192334304) (-0.30600651088629788,-0.95202941934332819) (-0.2833973665548527,0.95900257175347303)
 (1,-5.5511151231257827e-17) (-0.85301298827954675,0.5218896835791994) (0.99979819129624115,-0.02008921802272684) (0.99545578609440089,-0.095224880840978909) (-0.99558983927139844,-0.093812962534775279) (-0.99497487591430622,-0.10012490349214359) (-0.18798669502884108,0.98217157487484563) (-0.36133148441505303,-0.93243742866232782) (0.97818736021269248,0.20772454915133418) (-0.064833705387637941,-0.99789608208756353) (-0.033743766629010907,0.99943051695137219) (-0.35648007769824713,0.93430292421904104) (-0.17093850716895853,-0.98528169919411801) (0.7101992484529811,-0.70400072975588635) (0.88553853193322007,0.4645659355372041) (-0.40837541891434415,-0.91281406498066908) (0.3015486187313059,-0.95345080132183102) (-0.60988874165581364,0.79248704898028965) (-0.73978832220496071,-0.67283968248697223) (0.62601560837175341,0.7798105270352178) (-0.82652139910710898,0.56290530004435757) (-0.96510280666022841,-0.26187129009601262) (-0.49049484260924714,-0.87144409423308988) (-0.91345694944244649,0.40693537756663545) (0.60755249302536662,0.7942795277600081) (0.89465774834810319,0.44675218334184125) (0.23938840232722264,-0.97092388621931613) (0.73417843159386231,0.67895657488706607)
 (1,0) (-0.8458039763062144,-0.53349379908729644) (0.81041601113762363,0.58585483602321053) (-0.76720909130376103,0.6413970768727103) (0.0016436339666794364,0.9999986492327797) (-0.99558983927139832,-0.09381296253477539) (-0.35106912548994201,-0.9363495443090305) (-0.74138840862408029,0.67107617120402585) (0.82524956373482516,0.56476823348651661) (0.11340891962306987,-0.99354839688357866) (-0.071160854821215425,-0.99746485288510978) (-0.49172907774760627,-0.87074824955177987) (0.99999892513476241,-0.0014661955261784376) (0.21737277285873924,-0.97608866278617479) (0.82393135826723973,-0.56668961245456184) (-0.92934070003877367,-0.36922332435998956) (0.96335614315007678,0.26822554213759908) (0.8885449850847148,0.45878950454517187) (-0.085157810778949294,0.99636747601642262) (-0.94019765063754213,0.34062938472135129) (0.9925168161803879,0.12210802430285977) (-0.59129409082971862,-0.80645601129253008) (-0.085568075026603352,0.99633232635313107) (-0.39434894031715173,0.91896077896216022) (-0.090127111613658106,-0.99593027052709837) (0.067283828906537502,-0.99773387552376713) (0.42094912179936078,0.90708425014237115) (-0.74468732703740215,0.66741350372156016)
 (1,0) (-0.45199467224535983,0.89202063667933684) (0.99732184920378375,0.073137740604598767) (0.14352124040576142,0.98964723692454748) (-0.76720909130376103,0.6413970768727103) (0.99545578609440055,-0.095224880840978965) (-0.89659333688739062,0.44285481621986988) (-0.98132055413104335,-0.19237975475590682) (-0.9901513242480493,-0.14000126817224001) (-0.91678890967609949,-0.39937212608657147) (-0.99990771372352327,-0.013585434707687416) (0.75655250432301946,-0.65393295390473105) (0.82700768998369911,0.56219060887551942) (0.29142125405532182,-0.95659482158582865) (-0.95416802650314259,-0.29927141059429319) (0.71817732645274701,0.69586013520619494) (-0.55978367522570682,-0.82863878556992554) (0.94000861295021232,0.34115071094666921) (-0.18665134957134311,-0.98242621794371732) (0.4588538394436717,-0.88851176358436623) (0.9367624149886864,0.34996596672328706) (0.99998152850300936,-0.0060780467904149038) (0.78684260466121669,0.61715372111812883) (-0.6137742779488482,-0.78948156136059944) (-0.59758079347367521,0.80180870241683744) (0.85958727468722984,0.51098895995489091) (-0.79802712346448146,-0.60262153148971187) (-0.99754307735033498,-0.070055755155617017)
 (1,0) (0.32578610391944962,0.94544350148117484) (-0.73207701101619782,-0.68122188011072371) (0.99732184920378375,0.073137740604598767) (0.81041601113762363,0.58585483602321031) (0.99979819129624081,-0.020089218022726812) (0.12155097898763693,-0.99258519005027834) (0.64980224565407574,0.7601033097829003) (-0.96407289858655854,-0.26563781020576072) (0.66020768654786488,-0.75108309169033793) (0.47069557724275279,0.88229568375013034) (-0.98993654331662972,-0.14151197902058266) (0.39172712859748388,0.92008144026535521) (0.093231827288456012,-0.99564442768513262) (-0.91295672488021906,0.40805639131863075) (-0.64085481213474171,-0.76766210650503253) (0.84336993065889843,0.53733337888168153) (-0.96831124126206403,-0.24974655161887821) (-0.89882764469404064,-0.43830225316984456) (0.56228966836646255,0.82694034177099662) (-0.37183272042284898,0.92829975117035535) (0.84092821221049985,-0.54114669167283325) (-0.47138576106971875,0.88192713092450148) (-0.63543206919417528,0.77215677516914205) (-0.94133159111924314,-0.33748308929620863) (-0.89327305270850976,-0.44951446395507616) (0.30975846342404245,-0.95081527876721483) (0.3434081958696768,-0.93918624937204742)
 (1,-2.7755575615628914e-17) (0.81834361735090555,-0.57472926142753045) (0.32578610391944973,0.94544350148117517) (-0.45199467224535994,0.89202063667933684) (-0.84580397630621462,-0.53349379908729655) (-0.85301298827954664,0.5218896835791994) (-0.99653263692419991,0.08320278567993343) (0.39596810574679897,0.91826426437670527) (0.61178935733822359,-0.79102072175618965) (-0.84240365896101632,-0.53884698697226874) (0.44416836143176197,0.89594333900254197) (0.80083602509269569,-0.59888367895087069) (-0.98527492159079322,-0.17097756836572861) (-0.92710109444661659,-0.37481136679119703) (0.78524960722053494,0.61917933941629244) (0.1291366126862889,0.99162681249747919) (-0.382416369016362,0.92399010855546593) (-0.42359586934870441,-0.90585127889224459) (0.077478759463408126,-0.99699400290674345) (-0.233932836142769,-0.9722527594068322) (-0.56257060273639892,0.82674924671075745) (0.67577364246696459,-0.73710920774803179) (0.9375453626821959,-0.34786303757816806) (-0.23175260738263687,0.97277475757307252) (0.98760927140678167,-0.15693287428504515) (-0.99390690980767382,0.11022275008617735) (0.99936623059083196,-0.035596870012298193) (-0.25875191420854954,-0.96594381145769115)


# name: N
# type: scalar
28


# name: argn
# type: sq_string
# elements: 1
# length: 1
x


# name: defect
# type: scalar
0


# name: info
# type: complex matrix
# rows: 1
# columns: 27
 (1.9428902930940239e-16,-4.4408920985006262e-16) (1.9428902930940239e-16,-6.6613381477509392e-16) (-4.4408920985006262e-16,-7.7715611723760958e-16) (-3.3306690738754696e-16,-4.4408920985006262e-16) (5.5511151231257827e-16,-3.3306690738754696e-16) (1.1102230246251565e-16,-8.8817841970012523e-16) (4.4408920985006262e-16,-8.8817841970012523e-16) (2.2204460492503131e-16,3.3306690738754696e-16) (1.2212453270876722e-15,-3.3306690738754696e-16) (4.4408920985006262e-16,-5.8286708792820718e-16) (-3.3306690738754696e-16,-3.3306690738754696e-16) (-4.9960036108132044e-16,2.2204460492503131e-16) (-1.8318679906315083e-15,-1.1102230246251565e-16) (7.2164496600635175e-16,4.4408920985006262e-16) (-4.4408920985006262e-16,-1.1102230246251565e-16) (4.4408920985006262e-16,-2.7755575615628914e-17) (-2.7755575615628914e-16,-3.3306690738754696e-16) (1.1102230246251565e-16,1.4432899320127035e-15) (-1.6653345369377348e-15,-4.4408920985006262e-16) (4.4408920985006262e-16,-4.4408920985006262e-16) (8.8817841970012523e-16,-4.4408920985006262e-16) (-9.2287288921966137e-16,2.2204460492503131e-16) (-1.3322676295501878e-15,-3.3306690738754696e-16) (-5.5511151231257827e-16,0) (-1.2212453270876722e-15,1.6653345369377348e-16) (-2.2204460492503131e-16,-1.2490009027033011e-15) (-3.3306690738754696e-16,3.6082248300317588e-16)


# name: is_convergent
# type: scalar
2.3261696212618651e-14


# name: is_unimodular
# type: matrix
# rows: 1
# columns: 28
 2.1328784731876911 2.1328784731876911 2.1328784731876911 2.1328784731876902 2.1328784731876906 2.1328784731876911 2.1328784731876902 2.1328784731876906 2.1328784731876906 2.1328784731876902 2.1328784731876911 2.1328784731876915 2.1328784731876897 2.1328784731876911 2.1328784731876906 2.1328784731876915 2.1328784731876906 2.1328784731876906 2.1328784731876906 2.1328784731876906 2.1328784731876902 2.1328784731876902 2.1328784731876902 2.1328784731876906 2.1328784731876915 2.1328784731876911 2.1328784731876906 2.1328784731876911


# name: spectrum
# type: scalar
5.2915026221291805


# name: x
# type: complex matrix
# rows: 1
# columns: 28
 (-2.0477497556211284,-0.59656644201720299) (-1.8895912979184464,-0.98924987147754406) (-2.1278286856290598,-0.14668219388038597) (-0.13685363334248191,-2.1284834188756121) (1.7559922464435356,1.210645204763823) (-0.43556286613773232,-2.0879309306175191) (1.125566426574933,1.811703839140048) (-0.90926134775174117,-1.9293559502777451) (1.6996015278061953,-1.2886136845720289) (0.44130257820034952,-2.0867253331143458) (-1.7669262552133105,1.1946305663364403) (-1.6107320514072905,-1.398110453418012) (-2.0547206096024504,-0.57209596910167548) (1.7079881937497479,1.2774767752874925) (-0.7225590996833845,-2.0067583135126639) (1.0614408376584696,-1.8500037647362624) (1.7720516313875943,1.18701457323995) (-1.973227516913779,0.80965656168633415) (1.2530805048593363,1.7259663466385793) (2.0023885128447727,-0.73458207507041351) (-0.80876643705568463,-1.9735925191588324) (1.9583282002941618,0.84505694560785816) (2.0802563151880968,-0.47085480193738549) (1.9814590971309476,-0.78929742669317293) (-0.1142931054197197,2.12981399832027) (-0.20197186818083643,2.123294126081217) (0.38855776079122328,-2.0971870321734216) (0.72414739857778065,-2.0061857158599472)


# name: x0
# type: complex matrix
# rows: 1
# columns: 28
 (-2.0477497556211284,-0.59656644201720299) (-1.8895912979184464,-0.98924987147754406) (-2.1278286856290598,-0.14668219388038597) (-0.13685363334248191,-2.1284834188756121) (1.7559922464435356,1.210645204763823) (-0.43556286613773232,-2.0879309306175191) (1.125566426574933,1.811703839140048) (-0.90926134775174117,-1.9293559502777451) (1.6996015278061953,-1.2886136845720289) (0.44130257820034952,-2.0867253331143458) (-1.7669262552133105,1.1946305663364403) (-1.6107320514072905,-1.398110453418012) (-2.0547206096024504,-0.57209596910167548) (1.7079881937497479,1.2774767752874925) (-0.7225590996833845,-2.0067583135126639) (1.0614408376584696,-1.8500037647362624) (1.7720516313875943,1.18701457323995) (-1.973227516913779,0.80965656168633415) (1.2530805048593363,1.7259663466385793) (2.0023885128447727,-0.73458207507041351) (-0.80876643705568463,-1.9735925191588324) (1.9583282002941618,0.84505694560785816) (2.0802563151880968,-0.47085480193738549) (1.9814590971309476,-0.78929742669317293) (-0.1142931054197197,2.12981399832027) (-0.20197186818083643,2.123294126081217) (0.38855776079122328,-2.0971870321734216) (0.72414739857778065,-2.0061857158599472)


