# Created by Octave 5.2.0, Sat Sep 18 22:44:20 2021 CEST <ania@ania-bania>
# name: F_norm
# type: scalar
4.4992118764610122e-13


# name: H
# type: complex matrix
# rows: 64
# columns: 64
 (1,5.5511151231257827e-17) (-0.07652004860115974,0.99706804289480433) (-0.38203091728358707,-0.92414954322309861) (0.91308569258521921,-0.40776772554503482) (0.36915820509444519,0.9293665690196995) (0.9845282260188114,0.17522606019725676) (-0.99936312387547299,-0.03568398293152486) (0.6924283217660453,-0.72148667293045543) (0.8608462518802068,0.50886513991803439) (0.9804398787846943,-0.19681881030189796) (-0.98727936708032749,0.15899512991745479) (0.90249071281076731,0.43070931414390529) (-0.98937329137492491,-0.1453976970723703) (-0.0022870277164315223,0.99999738474869271) (-0.10952090187838276,0.99398449286281432) (-0.83174440761059665,-0.55515875243798307) (-0.99629329737792216,0.086021308986943434) (0.97683346734819265,-0.21400088099937242) (0.42750915279929103,-0.90401101999523881) (0.82788007983221468,0.56090513762757199) (0.82516062054479122,0.5648981769329191) (0.54072632504378815,0.84119857430017042) (0.8078809166509926,-0.58934575972950887) (-0.98284639601592516,-0.18442603351616965) (0.28569842131652096,0.95831957720650174) (0.22257369345542979,-0.97491586866847624) (-0.086037601540659592,-0.99629189052261746) (-0.99424570329760953,-0.10712367373388187) (0.25502999642124569,0.96693314191074176) (-0.95266600556288772,-0.30401888402671912) (-0.38828043075630891,-0.92154126716696427) (-0.79704630813332766,-0.60391819205173225) (0.25066937052885307,-0.96807275897975187) (-0.74956564813266724,-0.66193001075601265) (0.45603119267504588,0.88996379213278987) (-0.9726640113483318,0.23221696972394573) (0.88574348165173844,-0.46417505826084315) (0.77997859797260016,0.62580618941066601) (0.099209418962755813,0.99506657625963502) (-0.65136917374066705,0.75876096334774668) (0.017809073003094811,0.99984140588333903) (0.15178796158222696,-0.98841307899011199) (-0.5294817975058066,0.8483212988661899) (-0.96615614976439068,0.25795793120671606) (-0.63214047829532949,-0.77485380279156701) (0.0059045159375554213,0.99998256819383746) (-0.51845044224289727,-0.8551076768092688) (-0.74760033124344649,0.66414888746778034) (0.99036553045231068,-0.13847785415695063) (-0.34548436958281309,-0.93842450435502078) (0.9987664688669754,-0.049654210969397705) (-0.73017110601096824,0.68326433826647226) (0.17095573281277621,-0.98527871052735438) (0.71598913624528526,-0.69811142146417504) (0.8855826131406852,-0.46448189986576999) (0.83099537943255264,0.55627931775480111) (-0.88490340018492453,0.46577459391980597) (0.57286985587616668,0.8196463433874519) (0.11466935102624076,-0.99340371447625475) (-0.33557951077342163,0.94201188524830737) (-0.44685672347714411,-0.89460553803521203) (-0.69742959041313035,-0.71665330977828667) (-0.12727662029030179,-0.99186726023570226) (-0.88893346140775709,0.45803635356773187)
 (1,5.5511151231257827e-17) (0.7960204742534025,0.60526969573024925) (0.34663159251258335,0.93800135344901803) (0.94905854741956308,-0.31509978351289075) (0.99511982872356819,0.098673838889423215) (0.57352025762809733,0.81919137818351218) (-0.058109102626103748,-0.99831023844894506) (-0.92707675833883074,0.37487155686710383) (0.99054539457610868,0.13718535375200014) (-0.2993756874064083,-0.95413531419287778) (0.64896968585723491,-0.76081426566433619) (-0.028362979244256459,0.99959768977743768) (0.56755783677006089,-0.8233335301813538) (0.83206222837200372,-0.55468229475675146) (-0.84126319644736025,-0.54062578027982611) (0.43015159008175013,0.90275667239303325) (0.69442324747287076,-0.71956678172997457) (-0.50540700607017064,-0.86288107999607166) (-0.79409710216503637,0.60779091169010713) (0.3195106117876102,0.94758269768664871) (0.98562918265187904,0.1689233977428512) (-0.87764526579613866,0.47931074203028867) (0.99380075104062171,-0.1111758392416981) (-0.99888601655371345,0.047188196971857999) (0.86581852844965224,-0.50035814752363128) (-0.19425329970126448,-0.98095140325867924) (0.7561581944457435,-0.65438886372901683) (0.66729770995701987,0.74479108902169222) (0.79821941628781956,0.60236680142678289) (-0.47674486788309084,0.87904171172199441) (-0.97121737163378108,0.23819491396075126) (0.9963481154705951,-0.085384031283337991) (0.68056312051560108,0.73268945604128055) (-0.98575531445370268,-0.16818579020322061) (-0.95695716838601885,0.29022918163860412) (-0.62730061778353163,-0.77877720493630231) (-0.60557360239992086,0.7957893013080678) (-0.99588196932546769,0.090659269644256191) (0.50131194004526169,0.86526662871513571) (-0.38092037690860747,-0.92460784468649437) (0.90386197709194271,0.42782417693188607) (-0.67089866213950067,0.7415490443250734) (-0.15093163073061799,-0.98854420378908547) (0.98614283633309241,-0.16589848205732372) (-0.051321372506268059,-0.99868219005050496) (-0.60545310413437259,-0.79588098274431263) (0.0059045159375555323,0.99998256819383757) (-0.99959470355293789,-0.028468028188053329) (0.77230189778497327,-0.63525567976817721) (0.99922084013220502,-0.039467868519749372) (-0.99229921207991645,-0.1238639322223235) (0.74237391699457356,0.6699857963913376) (-0.7486725237243439,-0.66294000650150986) (-0.5592562378767072,0.82899484943875978) (0.39106947702290029,-0.92036115962215348) (-0.55550946927339395,-0.83151021012828952) (-0.99339564805012559,0.11473921053881736) (-0.78420976791506392,-0.62049580168330132) (-0.98841242847964828,0.1517921975167551) (-0.88913444312762768,0.45764608819930175) (-0.69407645571271592,-0.71990129436282702) (-0.074264728179806616,0.99723856230511854) (0.99664469031761715,0.081849625910575596) (-0.90398031532745637,0.42757407486945831)
 (0.99999999999999989,0) (0.81612261137015985,0.57787877899292261) (0.98283408950133555,0.18449160553824878) (-0.95032310572936929,0.31126515178684211) (0.98653254092477449,0.16356511148930472) (0.98594850476294738,-0.16704953144414356) (0.63788200215869062,-0.77013411255574249) (-0.48998201517560291,-0.87173254201300476) (-0.86515819325525101,-0.50149905348196877) (-0.67003977997336017,-0.74232519373469386) (-0.84387795915285169,-0.53653517131313921) (-0.65221654386557826,-0.75803270371933229) (0.98837199962439504,0.15205522141141836) (0.16359817891145301,0.98652705784324868) (0.053039910622590322,0.99859239326220961) (-0.99985211079491476,0.017197573635640145) (-0.95546231489384148,0.29511313901231528) (0.95826824949604561,0.28587053364728704) (0.84224701351409603,0.53909179944290142) (0.11633049173144194,-0.99321056009968001) (0.70677701555751293,0.70743639309807593) (-0.56989417675535514,0.821718094786975) (0.073885123267700345,0.99726675897661243) (-0.9057461280152882,-0.42382065969618898) (0.70335967186303172,-0.71083413817621977) (-0.89438099041605912,0.44730598473795341) (0.3926350054931938,-0.91969437992267822) (-0.17805962706957371,0.98401969960354219) (-0.22351459600494683,-0.97470058242146607) (0.20208291252428676,0.97936841712692679) (0.086337169642078854,0.99626597509811321) (0.038782709386131764,-0.99924766772440909) (-0.99852112529484027,-0.054365083830754279) (0.64719965240401034,-0.76232054276933103) (-0.6349554069225759,0.77254878889283518) (0.86128892139107549,-0.50811553202888593) (-0.98511008991783999,-0.17192472405696962) (0.84599476271843221,-0.53319120534099618) (-0.97019650960660109,-0.24231948486898178) (-0.75161719371742375,-0.65959957103408207) (-0.76992521460705443,0.63813412689832094) (0.39811370243213506,0.91733607796476535) (-0.38716512861409957,0.92201039212431246) (-0.61362987863552498,0.78959380192967032) (-0.0089174256289942799,0.99996023896960573) (-0.051321372506268004,-0.99868219005050463) (-0.63214047829532927,-0.77485380279156679) (0.86096748638265219,0.50865999193168132) (0.99947160826310122,0.032503911702593591) (0.81220704252764209,-0.58336928276050171) (0.39262324584049085,-0.91969940025297281) (-0.6417106456533288,-0.76694683469924252) (-0.56989556594076241,0.82171713132991087) (0.44246555542928839,0.89678549958094889) (-0.16253989112298967,0.98670197313764685) (-0.96590242682967298,-0.25890635728878608) (0.97063273034642139,0.24056621288171681) (-0.53616032600021102,-0.84411616784856514) (0.88801910927445793,-0.45980654797795051) (0.70087739072196276,0.71328176983207237) (-0.047865405668955557,-0.99885379457663637) (0.26049212967860513,0.9654759708949282) (-0.62621958503688768,-0.77964673494873848) (-0.26308732666078727,-0.96477202413341157)
 (1,0) (0.42642846969462006,-0.90452128788321218) (-0.024007205166959006,-0.99971178551624174) (0.99887580642782992,0.04740383247326907) (0.0072454076655199817,0.99997375168939306) (-0.27438903074372678,-0.96161877051538425) (-0.81868576851143615,0.57424177176241664) (-0.99806427020486177,-0.062190936159842142) (-0.97547376434766675,-0.22011573108115892) (0.86675501338287142,-0.4987341443852219) (0.039474560778821555,0.99922057577459844) (0.85523026076552056,0.51824820411743011) (0.69023290568957441,0.72358726903071557) (0.71092508855786107,0.70326774308153639) (-0.19375947844672817,0.98104906325425556) (0.68438924984282479,-0.72911683199578881) (-0.99886265392332385,0.047680169853461296) (-0.5793512192008673,0.81507801148753223) (0.34970495622095921,0.93685988471835902) (0.39599784406324168,0.91825144023696703) (-0.86845891648318629,0.495761142467671) (0.50024240769199269,0.86588540439628547) (0.75569008349043076,-0.65492938376150622) (-0.95547632138220551,-0.2950677875979163) (-0.46302483751440293,-0.88634530508417619) (0.78704772446674731,0.61689211326756022) (0.040335426246768558,0.99918619555590948) (0.90022966126303638,-0.4354153844115291) (-0.87343517311033625,-0.48694044643438417) (-0.9492845506107298,-0.31441825960300934) (0.57150011670055023,-0.8206019842842559) (-0.017267040314483756,0.99985091354600397) (0.99999523872059337,0.0030858606811318412) (0.97144368895722655,-0.23727022397505815) (-0.86606686596219451,0.49992817852409788) (-0.96274086665522096,-0.27042563427299965) (-0.98989479353991117,-0.14180372957922363) (0.34771993167994203,-0.9375984476909599) (-0.39164159396227155,-0.92011785216823783) (-0.25343237268410912,-0.96735310640722283) (0.97051973218201826,0.24102167837218663) (0.14786227954766359,0.98900796067927077) (0.60350135760341073,-0.79736197010569843) (-0.51127506789300625,-0.85941713093875638) (-0.61362987863552498,0.78959380192967044) (0.98614283633309197,-0.16589848205732369) (-0.96615614976439046,0.25795793120671617) (0.31491481872336025,0.94911993812606976) (-0.35421905567216416,0.93516247818158316) (-0.07753038135533169,-0.99698998990305754) (-0.93747356199186282,0.3480564904814869) (-0.55886291520498088,-0.82926005692339466) (-0.84153805264937787,-0.54019783963201118) (-0.68331465783271927,-0.73012401576099017) (0.48524162309762425,-0.87438010453897186) (-0.15163867064035827,-0.9884359936619187) (-0.60722910168369959,-0.79452678876700455) (0.92735073038348537,-0.37419329611474483) (-0.31250040889376868,-0.94991762508189492) (-0.28900449340586465,0.95732774053153835) (0.50099765792828932,0.86544863900197422) (0.96101838706737552,0.27648446560054596) (-0.37152387864220277,0.92842339888579584) (0.93219973185662397,0.36194427737766377)
 (0.99999999999999989,0) (-0.9808469743125332,0.19477990908188705) (0.74208109098577846,0.67031011808069563) (-0.69762716183692985,0.71646098502804079) (-0.96109040383684086,0.2762340233438626) (-0.88480564057983724,-0.46596027555801695) (0.21083308242920079,-0.97752207716930994) (-0.30217056116378854,-0.95325387592496047) (0.98728143952941039,0.15898226052215816) (-0.99409932374469812,-0.10847365823246291) (0.44746952083489622,0.89429918255793439) (-0.76639704531075814,0.64236716053900156) (0.14259063064996258,0.98978174970588728) (0.71718054704350387,-0.6968874105207965) (0.48182800601951636,-0.87626581162068429) (-0.93403459476102157,-0.35718255247088049) (-0.99624457817458145,-0.086583719357333777) (0.97292389677185298,0.23112570408821442) (0.6176979256562205,0.78641545803729074) (0.92123763837126837,-0.38900027461189202) (-0.99414808345886241,0.10802586799035895) (0.77972810529986658,0.62611826503104018) (-0.6136492460854519,0.78957875020719492) (0.55935917786289191,-0.8289253947977161) (-0.30951684205856739,0.9508939606928275) (-0.94358784700869469,-0.33112229610447019) (-0.89974184581988226,-0.43642251417706568) (0.99920482783461073,0.039871193009566541) (0.72655326582946,-0.68711014540068127) (0.91419775249457658,0.40526839172808021) (0.47510835796769701,-0.87992729710427686) (-0.99715335205669742,-0.075400215398187032) (0.60916898536287845,0.79304044491561743) (0.80008356541129744,0.59988856328383611) (0.50790692155442396,0.86141195663695502) (0.0034088079599062238,0.99999418999726741) (0.30747679898274571,-0.95155557803384438) (-0.95174142004582041,0.30690107423918589) (0.12118363500281605,0.99263010563225584) (-0.99952494778946821,-0.030820102959919521) (0.19977514788922143,-0.97984176798391331) (-0.98869462328285829,-0.14994312885747052) (-0.9631374831922227,-0.26900964382369419) (0.60350135760341073,-0.7973619701056982) (-0.38716512861409957,0.92201039212431235) (-0.15093163073061797,-0.98854420378908492) (-0.52948179750580637,0.84832129886618979) (-0.50858104376243352,-0.86101412411499589) (0.90376662194395818,0.42802557524055251) (-0.37520012869555719,-0.92694382970428024) (0.90183083769820482,-0.4320892733875189) (0.91399574723049715,-0.40572376568863344) (-0.037802255811200614,0.99928523928635338) (-0.98932841644717584,-0.14570272615885566) (0.91149959498098243,-0.41130097051855319) (0.90242795633064976,-0.43084078687246719) (-0.99123980750213414,0.13207438821789669) (0.33802878179608686,0.94113577271159643) (-0.69760027001074931,-0.7164871689576372) (-0.18240664840622159,-0.98322317640361179) (0.99581577669349253,-0.091383471636484512) (0.7401591622543422,0.67243171737430008) (0.28378794562204201,-0.9588870642153956) (-0.71114380789215792,0.70304657349043442)
 (1,0) (0.57843114137375728,0.81573121473255727) (-0.94837690075441428,0.3171454778417192) (-0.8956743631080577,0.44471050726396927) (-0.99971167469416544,-0.024011819593442729) (-0.97830534445192119,0.20716817568538209) (-0.52637369928421862,0.85025333207335752) (0.096215837440532859,-0.99536049380393754) (0.80784407952583781,-0.58939625310571153) (-0.36567408052208117,-0.93074296496633901) (-0.96794530357398245,0.25116108235368018) (0.99960821179688519,0.027989692892844753) (0.23326829467016003,0.97241241389735311) (-0.54222820499708568,-0.84023126203780407) (-0.10155768726302911,0.99482965182878746) (0.24955965730111546,-0.96835942575458533) (0.75009223618413612,-0.66133322706203324) (-0.05312097136488303,-0.99858808444786284) (-0.99505243757850725,-0.099351127165582809) (-0.9039308035725846,-0.42767873731648409) (0.8671226884632367,-0.49809461265134114) (0.61805627062815816,-0.78613386031719412) (0.99150349640538926,-0.13008003926771045) (0.99973108691012469,-0.023189520596633817) (-0.1868943863037727,0.9823800121990155) (0.65396325961135171,-0.75652630825272549) (-0.29212444112189967,-0.95638031708061544) (0.99383742694768951,0.11084750244366059) (-0.63491129851294437,-0.77258503934557754) (0.95497815558303589,0.29667612367567392) (0.98528808982524474,0.17090166777571586) (0.44264371359075355,0.89669757600798095) (0.85083866994306179,0.52542702417131448) (0.90665610399336172,-0.4218704885288595) (0.99750831852001709,-0.070548950972844915) (-0.41997453155728415,-0.90753589066396678) (0.37599909892432698,0.92662002871084903) (-0.84595147803918236,0.53325987736123981) (-0.93537811123874182,-0.35364924574420481) (-0.10879748180902465,-0.99406393554540318) (-0.06735814243116045,0.99772886128858951) (0.95155248172763174,-0.3074863810284727) (-0.98869462328285862,-0.14994312885747035) (0.14786227954766362,0.98900796067927077) (0.39811370243213534,0.91733607796476568) (-0.67089866213950045,0.74154904432507329) (0.15178796158222679,-0.98841307899011199) (0.13499602464618304,0.99084614008923111) (0.190462411948983,0.98169448894988509) (0.66325189815977437,0.74839623167641478) (-0.92252924348418408,-0.38592718862046904) (0.80153184441760861,0.59795209037556518) (0.20622592740725565,0.97850440308923381) (0.69137292994657817,-0.72249807732414462) (-0.99854967526059224,-0.053838146670973586) (-0.22400246893730569,-0.97458857673891908) (-0.66266038004473593,0.7489200362648657) (-0.24302742617209466,-0.97001941739749098) (-0.91443456531047551,-0.40473377146643358) (-0.49024695619408587,0.8715835714046215) (0.83542334969391119,0.54960697483402199) (-0.73171732589148397,-0.68160821223795209) (-0.94786560830869793,-0.31867034469116173) (-0.96175837194317104,-0.27389931361217651)
 (1,0) (0.99468728868991307,-0.10294269142930734) (0.97370960464918921,-0.22779290114909279) (-0.84390291506368098,-0.53649591792204965) (-0.76790101188027216,0.64056852557181931) (-0.57195473123613016,0.82028518541822237) (0.9306505292785533,0.36590926792519146) (0.58009869636627365,0.8145461941929073) (0.28278962828459853,-0.95918195673952267) (-0.79569074582704247,0.60570309311180237) (-0.97518408657042199,0.22139556748005007) (0.73051110019204779,0.6829008218593714) (-0.53708588681448888,-0.84352756338171697) (-0.98850546914021564,0.15118510998072304) (0.72660895784804158,-0.68705125163628433) (0.9341602838432933,0.35685370124158522) (0.94862328760344983,-0.31640774044960268) (0.9397991306467065,-0.34172736799339803) (0.9470701023000111,0.32102682337998856) (0.1495696249564919,-0.98875119584775972) (-0.74045569423477686,0.67210517396855063) (0.72014601508867915,0.69382253995664978) (-0.93126310863214434,-0.36434739260875088) (-0.95514814875324461,0.29612837407659953) (-0.084772627921742505,0.99640032193654138) (-0.45376976899946198,-0.89111895768307869) (0.5584781196974502,-0.82951925222938716) (0.99240675245749155,-0.12299934014772512) (-0.99469803266563883,0.10283882443468656) (-0.63367694427671095,-0.77359778327767392) (0.53909418275824139,-0.84224548803553945) (0.26500443014666869,0.96424719444893447) (-0.86134806323507784,-0.50801526941734865) (-0.28057754887708702,-0.95983135970134181) (-0.59381983646492364,-0.8045980374204077) (-0.51619909187252799,0.8564686202949745) (-0.95480167999975496,0.2972435901237323) (-0.67928334592228756,-0.7338761039525834) (-0.58480057303966737,0.81117710136102661) (0.7755698356999472,-0.63126177609004486) (-0.42706977116464301,0.90421867408132039) (-0.067358142431160506,0.99772886128858917) (0.19977514788922152,-0.97984176798391343) (0.97051973218201815,0.24102167837218663) (-0.76992521460705443,0.63813412689832094) (0.90386197709194227,0.4278241769318859) (0.017809073003094922,0.99984140588333892) (-0.99962619367079841,0.027339951119799977) (-0.75169223029595478,-0.65951405664526441) (0.74824782082776387,0.6634193233743676) (0.53908341338947818,-0.84225238106422062) (-0.9102756459747916,-0.41400271538382033) (0.20466333922493624,0.97883242568751239) (-0.5134991456914455,-0.8580901044611553) (-0.37656824838252562,-0.92638887855485241) (0.72103291932747549,0.69290080765294093) (0.99359438559120328,-0.11300529598934927) (-0.90227622188585832,0.43115846207558395) (0.85714572966476443,-0.51507397344212547) (0.79970904933328402,0.60038773839449466) (-0.97577009669648751,-0.21879835098310918) (-0.93367844878953121,-0.35811248828541969) (0.75159318966122757,-0.65962692277897783) (0.67656532332409325,0.73638262016112699)
 (1,0) (-0.79402866769192182,0.60788031295921274) (0.26325491781720328,0.96472630742872167) (-0.9940736324967514,-0.10870884588989993) (0.97625166189783275,-0.2166395454244647) (-0.61361331631326976,-0.78960667299803822) (-0.59872877129807445,0.80095184525656604) (-0.22014511584888041,0.97546713320740974) (-0.82981522896456539,-0.55803824759462928) (-0.28010131307044922,-0.95997044455348202) (-0.8673239505294823,-0.49774407564322842) (-0.97318604902942052,-0.23001937738918193) (0.38343125688335156,0.92356941874709875) (-0.51175393104072664,0.85913207021060733) (0.77477949148442926,0.63223155534592634) (0.86468419993193557,0.50231587112898268) (-0.68858144948846889,-0.72515900837013625) (-0.87836633783648566,0.47798805064114369) (-0.49606222017118584,-0.86828697659174459) (-0.17197259971129819,-0.98510173329891981) (0.99996551299881864,-0.0083049872371566136) (0.99999961941653537,0.00087244872872294099) (0.076739683103460743,0.99705116269787275) (-0.94022090231742739,0.34056519911083399) (0.67637765937811312,0.73655499583818285) (0.90199987599779141,0.4317362895332863) (0.90926532550342154,0.41621697206764285) (-0.97688608562793222,-0.21376055694757407) (0.6312199040088986,-0.77560391488374769) (0.79506156416020313,-0.60652873732011303) (0.56661127447536452,-0.82398523265735935) (-0.91274000291960289,0.40854092459669589) (0.98508098433483893,0.1720914126326612) (-0.75456870421500843,-0.65622105316675317) (0.51056944277514016,-0.8598365217320576) (-0.84025318384526626,0.54219423368188979) (-0.99235187624794274,-0.12344129660363629) (-0.34985660142057612,0.93680326560193183) (0.99395993943669725,-0.10974351368074609) (0.82504248950908154,0.5650706951388087) (0.77556983569994731,-0.63126177609004475) (-0.10879748180902454,-0.99406393554540307) (-0.99952494778946843,-0.03082010295991966) (-0.2534323726841089,-0.96735310640722283) (-0.75161719371742386,-0.65959957103408229) (-0.38092037690860736,-0.92460784468649404) (-0.65136917374066694,0.75876096334774656) (-0.73319128895874519,0.6800224509492423) (-0.27440920119396733,0.9616130148350156) (0.885199029936661,-0.46521250778455414) (0.10100333840398512,0.99488608676131807) (-0.049699334770509251,0.99876422449113011) (0.82515663404710216,0.56490400006377683) (0.88566486624046559,0.46432504208502312) (0.78493760129307932,-0.61957482363009697) (-0.22282535723750019,-0.97485837954647558) (0.32206857325550065,-0.94671634300943874) (-0.96565191321908195,0.25983914735144636) (0.96129033639586303,0.27553745507993782) (0.64935625536178976,-0.76048435462047037) (-0.19677481414239309,-0.98044870978507914) (-0.85495703790258137,0.51869881756260416) (0.083404609953565245,0.99651576557448052) (0.71985455045773816,-0.69412493557376831)
 (1,-5.5511151231257827e-17) (-0.5885572231007018,-0.80845556163340904) (0.70203712952492814,-0.71214034344951849) (0.99535180672459656,0.096305663644879858) (0.6064680795305013,0.79510783451717093) (-0.98728363723383517,0.15896861215450198) (0.82336158006360627,-0.56751714377202844) (0.49112595042543472,-0.87108857231553261) (0.99352629523925151,-0.11360237967651565) (0.045518494490195183,-0.99896349615956659) (0.61227572765435523,0.7906443153057704) (0.84171618162304496,-0.53992024373412795) (0.63017165214818383,-0.77645585117817828) (0.74195796422620375,0.67044640301914293) (0.17239333977891902,0.98502819066251646) (-0.912497962062501,-0.40908125015916058) (0.83971482628221894,-0.54302763329486614) (-0.61229341431094197,0.7906306184252222) (-0.79936966865958026,0.60083952335633817) (-0.83853442837866343,-0.54484861422570108) (0.30234760998664312,0.95319773538094599) (0.68436381413477843,-0.72914070651891194) (-0.68323604793229076,0.73019757792385498) (-0.71571438984793545,0.69839309286718843) (-0.72096700803064939,0.69296938845185174) (0.34962979109217546,0.93688793843278928) (-0.19866174912574647,-0.98006811469116717) (0.9970929348747638,0.076195007860294262) (-0.50105856420901296,-0.86541337823770803) (-0.98745346591650629,-0.15791026771390906) (-0.61399530823706572,0.78930967399549201) (-0.35574727378352689,-0.93458219392174846) (-0.99901354039509604,-0.044406599816409764) (-0.37090960866426292,0.92866897342407362) (0.99994340982386798,-0.010638474976049916) (0.58324184004217672,-0.8122985633523031) (0.56729310660279331,-0.82351595685873058) (-0.69159979445427089,-0.72228091786424065) (0.85124537355994323,-0.52476786676852749) (0.99395993943669725,-0.10974351368074609) (-0.58480057303966737,0.8111771013610265) (-0.93537811123874171,-0.35364924574420481) (0.12118363500281615,0.99263010563225607) (-0.39164159396227138,-0.92011785216823794) (-0.9701965096066012,-0.2423194848689818) (0.50131194004526147,0.86526662871513549) (0.099209418962755758,0.99506657625963491) (0.0035195300438949362,-0.99999380643495506) (-0.91375669026550277,0.40626187489725579) (0.6200763881866429,-0.78454144110646451) (-0.28066003688588265,0.95980724298955644) (0.82720046580109763,-0.56190692234430251) (0.96957564866351365,0.24479187388213219) (0.25454004174999334,0.96706223540468739) (-0.92938824380773299,-0.36910363351229269) (0.46417977376051189,0.88574101047181908) (-0.59574046821763393,-0.80317700074630793) (-0.97958282712809797,-0.20104100277237466) (-0.4672561029607315,0.88412201321194939) (0.019699461265384299,0.99980594678460144) (-0.11097127835516007,-0.99382361381696915) (0.58989848468367967,-0.80747741625874481) (-0.56450721242707114,0.82542813564708184) (-0.9943589031931479,0.10606776909372378)
 (1,0) (0.96089295545524034,0.2769200753944987) (-0.99001495890762348,-0.14096233943553116) (0.88691738342236826,0.46192808421140702) (0.96994771189227724,0.24331345255644188) (0.95018278938910883,0.31169322538151734) (0.69141109173109527,0.72246155761480868) (0.17690608571514022,-0.98422773626683968) (0.88543581282494321,-0.46476168233518633) (-0.96902942050000296,-0.24694530205174747) (-0.83626608722341988,-0.54832383803736973) (0.66715488910654264,-0.74491902509013563) (-0.70441710956803849,-0.70978626060794592) (0.40925648967986406,0.91241938035911807) (-0.80411589468934286,0.59447256278818994) (0.88992371073586762,0.45610940471569411) (0.22894518182717349,-0.9734393169161204) (0.98320837429175489,0.18248641791258369) (-0.14762450280443729,-0.9890434804252759) (-0.20867556060283626,-0.97798492340479959) (-0.9761042922093317,0.21730257874797554) (-0.97884576388694655,0.20459953695104099) (-0.66439842452406084,-0.74737857441188826) (0.82245357115662387,-0.56883224529883791) (-0.27767302287930323,-0.96067564368264868) (0.50546296692630877,-0.86284830014670277) (0.093587440481925577,0.99561106411291089) (0.93699964973399408,0.34933029699465495) (-0.96992229952322762,-0.24341473432718691) (-0.13906002656110056,-0.99028395372884193) (-0.72458897686470258,0.689181263969185) (-0.82257492270540189,-0.56865674755181039) (0.53065512228053746,0.84758783686260419) (0.39813123358022895,0.91732846944150015) (0.84543865632541604,0.53407254038255536) (-0.83387353175603485,0.55195555349748726) (-0.41937510050310295,-0.9078130452235269) (-0.58559748619934315,0.81060198874479139) (-0.69159979445427067,-0.72228091786424076) (-0.34985660142057629,0.93680326560193172) (-0.67928334592228756,-0.73387610395258362) (-0.84595147803918236,0.53325987736123959) (-0.95174142004582052,0.30690107423918583) (0.34771993167994225,-0.9375984476909599) (0.84599476271843244,-0.53319120534099607) (-0.99588196932546746,0.090659269644256024) (0.77997859797260005,0.62580618941066612) (0.99453236584417304,0.10442879530279686) (0.32213372758547409,0.94669417530260946) (-0.77224411656746461,0.6353259198450335) (-0.71353844753293005,-0.70061607453176267) (-0.64332140784731418,0.76559621616446716) (0.87237502074379158,0.48883721542275071) (-0.95549106540838313,-0.29502003986975822) (0.85374508288870676,0.52069120738049202) (0.097245051741575383,0.99526046837588145) (-0.99990647748815753,-0.013676120693590033) (0.14565993656229187,-0.98933471731293776) (0.28645518545897852,-0.95809364193885682) (0.88993180322451582,-0.45609361496250134) (-0.99739314395813028,-0.072158966077108866) (-0.056833584438129359,0.99838366557146485) (0.4400323300946859,0.89798193103839385) (0.99648532128479617,-0.083767562122443351)
