# Created by Octave 5.1.0, Fri Sep 17 16:26:39 2021 GMT <unknown@Ola>
# name: F_norm
# type: scalar
2.7661687217832507e-13


# name: H
# type: complex matrix
# rows: 41
# columns: 41
 (1,-5.5511151231257827e-17) (0.98342946200390646,0.1812911836320456) (0.26428047733800952,0.96444586644248442) (-0.66665010603609143,-0.74537080444706749) (-0.15691083774472536,0.98761277280027504) (-0.090687906306604171,0.99587936199608251) (-0.48799433892743643,-0.87284679364409368) (0.56326979137918076,0.82627304332142826) (-0.92671911280461328,0.37575482160929402) (-0.92674307118629162,0.3756957279610732) (-0.99873722356001493,0.050239011491395924) (-0.1568369576584937,-0.98762450795453005) (-0.050690928335973551,0.99871438849374639) (-0.24767161170107976,0.96884403943946995) (-0.48868978189147283,-0.87245761907090102) (0.076189666791791788,-0.99709334300964814) (0.93459581328095309,0.35571149236103389) (0.25267488766089397,-0.96755123954525235) (-0.61481099194629318,-0.78867448556550457) (0.94644975136284637,-0.3228511547837577) (0.32436801446765479,-0.94593096534065912) (0.97014815506776997,-0.2425130042257565) (-0.93236080022208934,0.36152916647101258) (0.25030705084752891,-0.96816650442783525) (-0.59856453468506221,0.80107458942176868) (0.063326585094910848,0.99799285749960009) (-0.29822406423278075,-0.95449589182588035) (-0.88105802238972664,-0.47300820413889594) (0.99885857772288089,0.047765486592562689) (0.99922215488217059,0.03943456849811583) (-0.97620942542086064,-0.216829789741803) (0.6550077080941189,0.75562219550334142) (0.25596156878001258,0.96668695827950124) (-0.99431242984461654,0.10650254389681896) (-0.66040578231021163,0.75090891770656054) (0.9947606848940671,-0.1022310118754915) (0.99487456003393038,0.10111681263417099) (0.97332005775697605,-0.22945166194202543) (-0.98831526710209139,0.1524235310341629) (-0.81224557254317287,-0.58331563487018911) (0.45379379939010062,-0.89110672067665186)
 (1,0) (0.99901056356839135,0.044473518848479499) (0.88039112017210153,-0.47424832685220331) (-0.10190328077219646,0.99479431108539429) (-0.93805237457270763,0.34649349569437027) (0.55483492742619167,-0.83196045777907845) (0.94391096141252206,0.33020008619818481) (-0.9998383218335698,0.017981384625014529) (-0.30006854727387589,-0.95391764159016734) (-0.16439045084928877,0.98639534653685867) (-0.49798908005175446,-0.8671833002019862) (-0.11275864028902755,-0.99362240767817367) (0.58566205650767267,0.81055533775751842) (-0.58088419517522871,0.813986211059885) (-0.99094000263101945,0.13430529098153515) (-0.48543980288776895,0.87427009429139568) (0.57235761647324801,-0.82000412124882804) (-0.73355928970836681,-0.67962546191454376) (0.36028466969295625,0.93284240726086021) (0.21980126987049137,-0.97554466928138117) (0.98119993555690366,0.19299400628809171) (0.3028618796575403,0.95303445994901081) (0.66886385694388661,-0.74338492106993159) (0.73257637043311863,-0.68068484740226087) (-0.96722816401377809,-0.25390880004154293) (0.81578461262242918,-0.5783558297523026) (0.22825308605668593,-0.97360183273533329) (0.64001490211292822,0.76836249587898231) (-0.83852099240434863,0.54486929193819211) (0.60326966534994197,0.79753727867013913) (-0.73744356460056637,-0.67540875699772462) (-0.97620942542086087,-0.21682978974180289) (0.75260141062574237,0.6584763600343928) (0.88444429147037995,-0.46664579210088053) (0.74844570853972692,0.66319606555562949) (-0.97803787320000246,-0.20842725010520335) (-0.92301890631149985,-0.38475459528318012) (-0.8120147317827755,0.58363693797406913) (-0.3418089698925792,0.93976945476056806) (-0.072509668796691407,-0.99736770948882936) (-0.92195262202495165,0.38730267587678235)
 (1,-2.7755575615628914e-17) (-0.79147007675441272,0.6112079168354787) (-0.23459429167100351,0.97209336913456101) (-0.67734711265283643,0.73566357051363362) (-0.97499037814487621,0.2222470754023802) (-0.8107864304632274,0.58534209158123907) (0.9913278197569072,0.13141215231483808) (-0.12591445535957932,0.99204110294458137) (-0.91042619505648492,0.41367154042183418) (0.89760638144094229,-0.44079789472784325) (0.78191468708733003,-0.62338545228223308) (-0.28087449323445046,0.95974450717380633) (-0.95895183228692515,-0.28356900986100503) (-0.6879559362974057,-0.72575245760049678) (0.89281118628012801,-0.45043111088497367) (-0.98372404493024435,-0.17968584648235142) (0.33151282882933564,-0.94345071112463186) (0.28679608732675949,-0.95799165147409426) (-0.83709833468740835,0.54705244544153819) (-0.18580400107621284,-0.98258682730030078) (-0.042476943049772287,0.99909744735393369) (0.41222712357070102,-0.91108111526506064) (-0.99948376507488979,0.032127921683857058) (-0.34119158624027324,-0.93999377736176937) (0.99235308474696926,0.12343158102031539) (-0.99117142752284149,0.13258658024978889) (0.51898448472229242,-0.85478365954055202) (-0.76010661859520334,-0.64979837516553263) (-0.62572899356940281,0.78004052882310093) (0.91993207953410394,-0.39207775892552321) (0.60326966534994186,0.79753727867013924) (0.99922215488217081,0.03943456849811583) (0.81311120571074391,-0.58210838092886252) (0.20839518448780223,0.97804470607549243) (0.93737415614288311,-0.34832411830853627) (-0.46920071611114017,-0.88309155131322248) (-0.9999862480317383,-0.0052444015300666114) (-0.51342722791972195,0.85813313747382503) (0.67791231755782722,0.73514276824530933) (0.96302396697553605,-0.26941573641994687) (0.97493669432767605,-0.22248245336076411)
 (1,0) (0.67418920654287373,-0.73855867321499247) (0.59608555715628775,0.80292092297416084) (0.26584340890521851,0.96401622493693195) (0.97023249515359333,0.2421753607368678) (0.78448308057246963,-0.62015022074939885) (0.95055471187254703,0.31055714407641533) (-0.24916381276452532,-0.96846135411210132) (-0.43999701720740758,-0.89799923432516582) (0.68277217265910894,0.7306313435942644) (0.99472485339470107,0.10257907212920947) (0.9991829965040786,-0.040414595100426887) (-0.87182820037832287,-0.48981178938965508) (-0.99982323899675063,0.018801350005969997) (-0.43341546344258508,-0.90119422770502078) (-0.94758275324208974,0.31951044702503961) (-0.98696522978206558,0.16093363601569921) (0.15332762743510364,0.98817540885468436) (0.93510467060728075,0.35437163403473337) (-0.84163097778733709,0.54005305038369156) (-0.5135828291828568,-0.858040020959705) (-0.99502110279339084,-0.099664462050540303) (-0.86426256082374653,-0.50304097840869733) (0.28063449001923968,-0.95981471285433129) (-0.34375800566020309,0.9390582695150067) (-0.90505195581545239,0.42530101960214478) (0.75526085297102141,-0.65542432360226377) (0.6604679684587893,0.75085422196317109) (-0.3275998368348359,0.94481656786160784) (-0.6257289935694027,0.78004052882310093) (-0.83852099240434841,0.544869291938192) (0.99885857772288089,0.047765486592562634) (0.56217377930268908,-0.8270191302893366) (-0.98838020653202441,0.15200186622444314) (-0.2508576087631828,-0.96802399770130643) (0.98527917022393441,-0.17095308339668969) (0.76203613928985814,0.64753449515543782) (-0.02386550403838722,-0.99971517829679535) (-0.97035255093123718,-0.24169387021859001) (-0.030900801807778822,0.99952245619977687) (-0.56292211603374531,-0.82650994626809582)
 (1,0) (0.44159259119946559,0.89721568387859907) (0.90543028614729726,-0.42449499046186989) (-0.71725609894075237,0.69680965014291663) (0.38486803594786767,0.92297161110492976) (0.1724818970854326,-0.98501268782580209) (0.60176076436401305,-0.79867639408714119) (0.95362867246584648,0.30098563927707112) (-0.89600604760341707,0.44404184786808437) (-0.39595287957362857,-0.91827082996104714) (-0.98361839680050034,-0.18026327822275073) (-0.89523407361791829,0.44559617753462277) (-0.84709564404983517,-0.53144046687450897) (0.54728311057256196,-0.83694754727044951) (0.61717253775027769,-0.78682784562246) (-0.99773532754866556,-0.067262293756283675) (-0.28974404685237798,-0.95710416743090532) (0.27627970431508764,0.96107727315943037) (0.28689447687372305,-0.95796219087151435) (-0.67733785658457413,0.73567209274065393) (-0.52218264994738905,-0.85283367668843901) (0.10824517126326866,0.99412422910730047) (-0.83886377525063271,-0.54434140626288463) (0.34621818203829868,0.93815402276283799) (-0.21206159631118415,-0.97725630178062928) (0.9869982427406585,0.16073104500018598) (0.60319715922329309,0.7975921182565362) (-0.99929713512307217,0.03748647402489641) (0.6604679684587893,0.7508542219631712) (-0.76010661859520312,-0.64979837516553252) (0.64001490211292811,0.7683624958789822) (-0.88105802238972675,-0.47300820413889588) (0.55792926209828886,0.8298885096773293) (-0.1311227881041786,-0.99136613541102292) (-0.17640347766868353,0.98431794307855403) (0.95415374234107486,0.29931694902982353) (-0.17539421649530723,-0.98449828279179696) (-0.49862078379857511,-0.86682023163058053) (-0.054599346712691899,0.99850834314919323) (0.98432288707125337,-0.17637588833996282) (-0.079248812101111565,0.99685486695935888)
 (1,-1.7347234759768071e-18) (-0.90637453732558948,-0.42247508575988946) (-0.67583430435260383,-0.73705358900166418) (-0.94834445096477493,-0.31724249766435919) (-0.0033786854563249511,-0.99999429222600422) (-0.41434580610490562,0.91011952674540375) (0.68896387186952845,0.72479568380237336) (0.041586215545183519,0.99913491915588204) (0.54786572918700793,0.83656628116509046) (0.4634926105280785,-0.88610078432753236) (-0.98853824716687722,0.15097063915953218) (-0.48835306246922616,0.87264614041255528) (-0.85854896594975427,0.5127315799388692) (0.049687711288888936,0.99876480281739732) (-0.83326335784603556,-0.55287627591636723) (0.87590525255722418,0.48248314845460344) (0.54692144411002686,0.83718393078976594) (0.46293493068649821,-0.88639226640934066) (0.4901411892257268,0.87164305459539415) (-0.99999045297615963,0.0043696632062595435) (0.99613218767537826,0.087867312904542361) (-0.71439545830917617,-0.69974218762857399) (-0.30499493724904253,-0.95235397214084916) (-0.8317740861349161,-0.55511428520118833) (-0.99912353100251916,-0.041858927328094833) (0.47095993962659333,-0.88215459828020926) (0.66240675051668507,0.74914437651892396) (0.60319715922329331,0.79759211825653642) (0.75526085297102163,-0.65542432360226388) (0.51898448472229253,-0.85478365954055202) (0.22825308605668601,-0.97360183273533329) (-0.29822406423278081,-0.95449589182588068) (0.73401777360567966,0.6791302585152289) (-0.91027247886696083,0.41400967889338119) (0.88753656638783895,-0.46073728232528249) (0.99834012931608807,0.057593282569573204) (0.36885942004583172,0.92948519527933027) (-0.48740064109621828,-0.87317845544825257) (-0.90043203698533625,-0.43499672041342835) (0.86444082008781498,0.50273459058026437) (-0.6922990207441666,0.72161074401415892)
 (1,-6.9388939039072284e-18) (-0.96911895725118691,0.24659368746254029) (0.86083557794663279,-0.50888319656016212) (0.61801069258140862,0.78616969151389293) (0.3940586032929797,-0.91908531550165973) (0.13317504122545729,-0.99109253271054298) (-0.92893340511202505,-0.37024684855779599) (-0.84624301454036255,0.53279710992238094) (0.041664907546066533,0.99913164071566607) (-0.94825198343945927,0.31751878039437581) (-0.99864050951814898,-0.05212612348267736) (0.48637914416726435,0.87374786301261964) (0.24901201683724367,0.96850039518352793) (0.96563685939255195,-0.25989508610685508) (0.74627451442172732,-0.66563830202642105) (-0.25822332487941807,-0.96608525218441255) (-0.73647621219205484,-0.67646344237899858) (0.46952952857639169,0.88291676946065067) (-0.42264830728318881,-0.90629377596376237) (0.077774683919007048,-0.99697096173424138) (0.97480942369168855,0.22303943032988216) (0.66469641867829521,-0.74711355963886028) (0.99375944768317803,-0.11154443123896995) (-0.83181780450267029,-0.55504877273295405) (0.29415408112494246,-0.9557580115058103) (-0.99816464271388505,-0.060558616528640238) (0.47095993962659322,-0.88215459828020915) (0.98699824274065862,0.16073104500018587) (-0.9050519558154525,0.42530101960214484) (-0.99117142752284138,0.13258658024978892) (0.81578461262242918,-0.57835582975230249) (0.063326585094910903,0.99799285749960032) (0.67006367424768842,0.7423036255156561) (-0.22434692260943395,0.97450934234397035) (-0.99381484450111679,-0.11104978545329772) (-0.9591183115516968,-0.28300541416415254) (0.9660484929651495,0.25836081212088974) (0.98474875527861316,0.17398243870351673) (-0.97536934851646462,0.22057795441650055) (-0.23462157654676086,0.97208678409837013) (-0.70568869516471122,0.70852202895656491)
 (0.99999999999999989,-1.3877787807814457e-17) (-0.9643319902387586,0.26469569811796184) (0.32673480090948159,-0.94511606158960282) (-0.88850239175233303,0.45887198634301618) (-0.82380164111964316,0.56687816688295756) (0.49971471083312036,-0.86619005291966433) (0.99776315010556482,0.066848308066999471) (0.53008963989389146,-0.84794160982768463) (-0.8360756692432989,0.54861414063016201) (-0.98079540109332575,-0.19503943497196172) (0.69729675919313139,0.71678255393023849) (0.31738020680847734,0.94829837304838183) (0.96042579456095589,0.27853598177247513) (0.0050652905745117022,-0.99998717133341086) (-0.81935138584631129,-0.57329164175987157) (0.99972922293999344,-0.023269740002810749) (0.040433686492349762,0.99918222411962432) (-0.68648661544038025,-0.72714243915563892) (0.9894124959342806,0.14513067521752906) (-0.13460521045755308,0.990899307355534) (-0.28444722923989652,0.958691699024115) (0.74817911451742314,-0.66349680677447509) (0.177505111756036,0.9841198785211468) (0.69459237863230239,-0.71940352205554337) (0.27613174360980591,-0.96111979491164778) (0.29415408112494235,-0.95575801150581019) (-0.99912353100251883,-0.041858927328094792) (-0.21206159631118429,-0.97725630178062928) (-0.3437580056602032,0.93905826951500682) (0.99235308474696904,0.12343158102031553) (-0.96722816401377798,-0.25390880004154293) (-0.59856453468506232,0.80107458942176868) (-0.49127813116828811,-0.8710027542067782) (-0.29310510836736287,0.95608022437918694) (-0.67847312491616241,0.73462522333942382) (0.65371979774473976,0.75673669531520538) (-0.89070551193514758,-0.45458078600876611) (0.71404177180505424,-0.70010309820589967) (0.42851737547915336,-0.90353354055754831) (0.43886656805950242,0.89855224413479318) (-0.88941154323047866,-0.45710732521846215)
 (1,0) (-0.040754927301049321,0.99916917281343698) (-0.81226194487736414,-0.58329283632155438) (0.76570282973578341,0.64319450909862064) (-0.99453730899235882,0.10438170827419338) (0.17492613417717578,0.9845815596393378) (0.69271752129685449,-0.72120900971101509) (0.84990871222168785,0.52692995823892363) (-0.66106614040575351,-0.75032763377676726) (-0.99941945021107803,0.034069965362301613) (0.99840741806092015,0.056414781404585904) (-0.74336019184517377,-0.66889134033855435) (0.7003582832476245,-0.7137914787152071) (-0.74972691833300864,0.66174734448042238) (0.37430324088385297,0.92730635922754545) (-0.99857173799875432,-0.053427371918788658) (-0.48478796226862775,0.87463171200193401) (0.94295125546116065,0.33293081837556437) (-0.18533353104950551,0.9826756750162905) (-0.85506703880280421,0.51851746272715282) (-0.79350695451481401,-0.60856118273894622) (0.93822570309653941,-0.34602388652953464) (0.96929968102427067,0.24588234659334329) (0.8467435588491482,-0.532001264610791) (0.6945923786323025,-0.71940352205554348) (-0.83181780450267007,-0.55504877273295417) (-0.83177408613491599,-0.55511428520118833) (0.34621818203829885,0.93815402276283821) (0.28063449001923974,-0.9598147128543314) (-0.34119158624027329,-0.93999377736176948) (0.73257637043311874,-0.68068484740226065) (0.25030705084752897,-0.96816650442783525) (-0.87749866470198323,-0.47957907945013345) (-0.67718545882468106,-0.73581237714271086) (0.43069201306642318,0.90249896946245534) (0.22853034923526949,-0.97353678897020002) (0.97614565060627212,-0.21711671700369037) (0.25351362438120217,0.96733181600374762) (-0.98028285387012848,0.1975994089268448) (-0.49651203560600499,0.86802983733186367) (-0.092097850833724182,0.99574996152237416)
 (1,0) (-0.91174748250294391,-0.41075117546946172) (-0.25403849279851765,-0.96719410884096024) (0.19836718979782519,0.98012777636985415) (-0.99310847769669452,0.11719876930648104) (-0.7617281942119043,-0.64789671873121379) (-0.90102839967991044,-0.43376009840724317) (-0.065005761491986835,0.99788488863838798) (0.33673682365259472,0.94159880607207791) (0.97867202860538494,0.20542896686061901) (-0.20707294933582926,0.97832550495904069) (0.36394097976257272,-0.93142201136190628) (-0.80012273923216792,-0.59983631280843053) (-0.98831916004486597,-0.15239828702518821) (0.6663821691669507,0.74561035710104617) (-0.84821067198333644,0.52965899967203267) (0.56912340092613389,0.82225212345014453) (-0.95465149544605099,0.29772558210980188) (0.99556808548352871,0.09404353867577131) (0.99258687731632433,-0.12153719998185197) (0.93707992162715259,0.34911491014170304) (-0.92299733041231224,-0.38480635136617153) (-0.84313890735668806,0.53769580889325352) (0.96929968102427089,0.24588234659334346) (0.17750511175603595,0.98411987852114713) (0.99375944768317814,-0.11154443123896984) (-0.30499493724904259,-0.95235397214084916) (-0.83886377525063305,-0.54434140626288496) (-0.86426256082374686,-0.50304097840869755) (-0.9994837650748899,0.032127921683856864) (0.66886385694388695,-0.7433849210699317) (-0.93236080022208956,0.36152916647101246) (-0.47413027147580478,0.88045470392875957) (0.60702559234637299,-0.79468228257369389) (0.44989228669410053,-0.89308282391565141) (0.83763229633008329,-0.54623450654896644) (0.8942305822936657,-0.44760659701431249) (0.84482383421875307,-0.53504456742959872) (0.76301328119692013,0.64638280663791714) (-0.25739732305972485,0.96630565458434958) (-0.12183995147659565,-0.9925497600746177)
 (1.0000000000000002,-6.9388939039072284e-18) (0.8034970843909145,0.59530868914815982) (-0.94274462539016646,-0.33351547385084668) (0.64867822849201229,-0.76106278051187459) (0.71836658416619248,0.69566475457176657) (0.61666631023652319,0.78722465778154638) (-0.99963249523109277,0.027108568351366685) (-0.99930946316411917,0.037156383444048931) (0.81445336411321745,-0.58022902175318924) (0.6966610942250453,0.71740039015403589) (-0.61621886762928257,0.7875749533712233) (-0.73913917799829598,-0.67355272662799337) (-0.47718411290597412,0.87880334682461192) (0.23261310892562448,-0.97256935051231996) (0.35336657640114205,-0.93548493450324255) (0.77154684693366704,-0.63617251039848954) (-0.84293679264730725,-0.53801260542990204) (0.36282613978986727,-0.93185685182069888) (0.94501213510180848,-0.32703526493380125) (-0.00030501828639852707,0.9999999534819215) (0.54510984535014861,0.83836463218717472) (-0.95179816124192018,-0.30672505645365777) (-0.92299733041231191,-0.38480635136617136) (0.93822570309653952,-0.3460238865295347) (0.74817911451742325,-0.66349680677447509) (0.6646964186782951,-0.74711355963886006) (-0.71439545830917617,-0.69974218762857399) (0.10824517126326882,0.99412422910730058) (-0.99502110279339095,-0.099664462050540387) (0.41222712357070107,-0.91108111526506053) (0.30286187965754024,0.95303445994901093) (0.9701481550677703,-0.24251300422575664) (-0.99635196117577285,-0.085339143780508275) (0.65206961614367387,0.75815909656367131) (-0.87446548656742273,-0.48508773722121801) (0.85335248006021891,0.52133438863657755) (-0.87144716977240488,-0.49048937837191364) (-0.8279153608660722,0.56085306029476378) (-0.5720118407172835,0.82024536211991261) (-0.9811726547564692,0.19313265274971517) (0.16624409968326595,0.9860846309118203)
 (1,-5.5511151231257827e-17) (-0.77598198761550075,-0.63075506727754271) (-0.82574296726604468,-0.56404658673789365) (0.22134187956017931,0.97519627375865547) (-0.14841245496004379,0.98892554988367665) (-0.26402102263816057,0.96451692551509938) (-0.97606309955484205,-0.21748752995837384) (0.89244410225112247,-0.45115798159534892) (-0.62595095953297419,-0.7798624213665829) (-0.53910912051311144,0.84223592667350555) (0.96408337685943124,-0.26559977873355745) (0.32552298518739131,0.94553412741935938) (-0.61466658335755797,-0.78878703799159078) (0.99106333974357153,0.13339211602009188) (-0.88336014854078504,-0.46869483458856426) (0.90223915141062161,0.43123603010629952) (-0.88624337923594509,-0.46321989676659175) (0.018894555280353664,-0.99982148195603282) (0.37585541528504368,-0.92667831894401509) (-0.37293128871024572,-0.92785896228948284) (0.91731977436853351,-0.39815126717425153) (0.54510984535014884,0.83836463218717472) (0.93707992162715259,0.34911491014170282) (-0.79350695451481412,-0.60856118273894622) (-0.28444722923989652,0.95869169902411511) (0.97480942369168866,0.2230394303298821) (0.99613218767537803,0.08786731290454225) (-0.52218264994738917,-0.85283367668843901) (-0.51358282918285703,-0.85804002095970522) (-0.042476943049772342,0.99909744735393358) (0.98119993555690366,0.19299400628809193) (0.32436801446765473,-0.94593096534065935) (-0.96759482692903254,-0.25250792245031511) (0.47663988663575002,-0.87909863978273717) (-0.68856804998591603,0.7251717317564117) (-0.59165388321751611,0.80619208782624141) (-0.11276675027541505,0.99362148730405497) (-0.91054388474322701,-0.4134124259824718) (-0.58345572587791272,0.81214494761728218) (0.24096061922089917,0.97053489374915347) (0.83819832471713496,-0.54536553653617292)
 (0.99999999999999978,0) (0.88770278455318319,-0.46041694831589974) (-0.86938675148498346,0.49413224580307313) (-0.90223865825193561,-0.43123706189953948) (0.93223029164166582,-0.36186555976728835) (0.056582070103668336,-0.99839795139151999) (0.9999493848257931,-0.010061202041410588) (-0.1869875371957217,0.98236228598897191) (-0.76648744481843423,0.64225929104662161) (-0.7967174844375281,0.60435192561250062) (-0.99597920694673792,0.089584704775678148) (0.75425440892925433,0.65658227710682304) (-0.96938833782925271,-0.24553258537440403) (-0.57762348503166216,-0.81630331956931168) (0.69910909665737131,0.71501501450732741) (0.55509996574899079,0.83178364255704673) (0.89781063781300841,0.44038171922753422) (0.94200239377415129,0.33560615328650911) (0.90358887008048927,0.42840069312112861) (0.67879741369894919,-0.73432558933732983) (-0.37293128871024567,-0.92785896228948261) (-0.00030501828639845074,0.9999999534819215) (0.992586877316324,-0.1215371999818522) (-0.8550670388028041,0.51851746272715293) (-0.13460521045755303,0.990899307355534) (0.077774683919007048,-0.99697096173424105) (-0.99999045297615941,0.0043696632062596441) (-0.67733785658457413,0.73567209274065404) (-0.84163097778733698,0.54005305038369145) (-0.18580400107621275,-0.98258682730030056) (0.21980126987049131,-0.97554466928138095) (0.94644975136284648,-0.32285115478375775) (-0.32444083470148533,-0.94590599151194898) (0.47444546389236619,0.88028489808240895) (-0.72128890529806555,0.69263432999954455) (-0.9624705677737535,0.27138608322695723) (0.57082280131317231,-0.82107327900802085) (-0.90629605397564716,-0.42264342245937059) (0.46497019856965482,-0.8853263321748065) (-0.98375928040274563,-0.17949283612855216) (0.97675802875884887,-0.2143449398869221)
 (1,0) (0.66800709127850721,-0.74415490726167255) (-0.45095482524413638,-0.89254677501463842) (-0.51391393874345737,0.85784174739003372) (0.061978868383815708,0.9980774618604813) (-0.67971467546586573,0.73347662536466174) (-0.83567159981702732,0.54922943954166381) (-0.391269196513992,-0.92027627148552238) (-0.39134167650240359,-0.92024545216604459) (0.85773529939702187,0.51409158344433292) (-0.99519755181423886,0.097886837025948303) (-0.86047477823779672,-0.50949303824155801) (-0.80466340739017705,0.59373125301539398) (-0.99778396284694548,0.066536933243465116) (-0.3086407696019064,-0.9511786768738788) (-0.5975597521346967,-0.80182438390754818) (0.80704211244160373,0.59049388544318837) (-0.99902525783023099,0.044142204490032644) (-0.39426783668439841,0.91899557831156187) (0.90358887008048949,0.42840069312112872) (0.37585541528504379,-0.9266783189440152) (0.94501213510180848,-0.32703526493380131) (0.99556808548352871,0.094043538675771171) (-0.18533353104950548,0.98267567501629061) (0.98941249593428082,0.14513067521752904) (-0.42264830728318875,-0.90629377596376248) (0.49014118922572691,0.87164305459539393) (0.28689447687372305,-0.95796219087151457) (0.93510467060728109,0.35437163403473343) (-0.83709833468740857,0.54705244544153819) (0.36028466969295614,0.93284240726086021) (-0.61481099194629352,-0.78867448556550479) (0.21870566191735544,-0.97579087587724966) (-0.12960093881760215,0.99156623412538414) (-0.51953368018343593,-0.85444997229507547) (-0.83122539680139307,0.5559355535602718) (0.78923255552505711,-0.61409443353558202) (0.84187046118454811,0.53967965181662692) (0.13256704744490855,-0.99117404018251942) (0.94932677283969136,-0.31429075450890243) (0.15240253089875241,0.98831850563249801)
 (1,5.5511151231257827e-17) (-0.78474910878232318,-0.61981354959806356) (-0.62812026396049092,0.7781162728038814) (-0.50183620475436874,0.86496267179441522) (-0.03115826161827695,-0.99951446349361406) (-0.83745021228218552,0.54651362466870212) (0.04628046064665281,-0.99892848540940793) (0.50931024590647678,-0.86058298461838378) (0.49303937215944149,-0.87000699853542818) (0.71632233372255028,0.69776952800353731) (0.85618197847353505,-0.516674384634214) (-0.44684385076820765,0.89461196785569586) (-0.77098945136171659,-0.636847914253442) (0.84861705285772038,0.52900765362996172) (-0.17158878935915228,0.9851686593503981) (0.97059892871079034,-0.24070255417312791) (-0.49399377257215571,0.86946544075076926) (-0.068414457573330034,0.99765698614050069) (-0.99902525783023077,0.044142204490032644) (0.94200239377415129,0.33560615328650922) (0.018894555280353775,-0.99982148195603271) (0.36282613978986711,-0.93185685182069866) (-0.95465149544605066,0.29772558210980177) (0.94295125546116054,0.33293081837556443) (-0.68648661544038025,-0.72714243915563892) (0.46952952857639163,0.88291676946065056) (0.46293493068649816,-0.88639226640934055) (0.27627970431508769,0.96107727315943037) (0.15332762743510353,0.98817540885468436) (0.28679608732675954,-0.95799165147409404) (-0.73355928970836648,-0.67962546191454376) (0.25267488766089397,-0.96755123954525257) (0.17503413205779211,0.98456236603618685) (0.81512436581309722,0.57928599867232788) (-0.99988790678508144,-0.014972436840734571) (-0.90742525600544399,0.42021352282316538) (-0.8618547862684367,-0.50715513147969593) (0.7236558567050051,-0.69016099647585494) (0.97933844246283319,0.20222812641784677) (-0.66938031510875495,-0.74291991072046448) (-0.75430498419720993,0.65652417382397021)
 (1,0) (-0.94305824592175824,0.33262763685385144) (0.92434503193241502,-0.38155767839458427) (0.61713520410954115,-0.78685712797729446) (-0.86880197279677729,-0.49515970359514166) (0.015861909715515488,-0.99987419199626226) (-0.65642446392565412,-0.75439175708640838) (0.98808422938520946,0.15391411774180214) (0.42989787107679489,-0.9028775223936194) (0.77609020541263096,0.63062190975463328) (0.24989454383270021,-0.96827305909162131) (-0.83562940325185409,-0.54929363770296069) (0.37884864448861066,0.92545864552077295) (0.64028420408598197,0.76813809825966906) (-0.20956938595452473,-0.97779377808955403) (-0.72174420737559031,0.69215987973862048) (-0.99562722254416047,0.09341538272148886) (-0.4939937725721556,0.86946544075076937) (0.80704211244160362,0.59049388544318815) (0.89781063781300852,0.44038171922753416) (-0.88624337923594498,-0.46321989676659164) (-0.84293679264730714,-0.53801260542990192) (0.569123400926134,0.82225212345014431) (-0.48478796226862764,0.87463171200193401) (0.040433686492349741,0.99918222411962432) (-0.73647621219205461,-0.67646344237899847) (0.54692144411002697,0.83718393078976572) (-0.28974404685237815,-0.95710416743090543) (-0.98696522978206569,0.16093363601569927) (0.33151282882933564,-0.94345071112463164) (0.57235761647324801,-0.82000412124882804) (0.93459581328095309,0.35571149236103378) (0.2628200828749962,0.96484486008766179) (-0.70656124235915463,0.70765189945049123) (0.48357518176153519,0.87530282964486017) (0.77073639672043504,0.63715414678898674) (-0.94926515697033054,0.31447680639769765) (-0.83854653822186587,0.54482997644781295) (-0.53535905195322864,-0.84462458257603445) (-0.099333450468674311,-0.99505420235180519) (0.84369669153108151,-0.53682016793289977)
 (0.99999999999999989,0) (0.8829785043952012,-0.46941342202371511) (-0.022182194082471962,0.99975394486127878) (0.84987032744723268,-0.52699186571021728) (-0.87378860140745274,-0.48630595313075053) (0.91491191320261223,0.40365355328541064) (-0.96335654812957872,0.26822408761306998) (-0.72664141046156139,0.68701692890527344) (-0.99638857906255285,0.084910538295945082) (-0.89533377580681828,-0.44539581262008626) (-0.013108443138974801,0.99991408066817011) (0.94165508953683719,-0.33657939976975881) (0.91316831649026908,-0.40758266125821596) (0.34530575694281829,0.93849024194295627) (0.042162524861287132,0.99911076537955545) (-0.26981840060986817,0.9629112267973271) (-0.72174420737559042,0.69215987973862048) (0.97059892871079012,-0.2407025541731278) (-0.59755975213469648,-0.80182438390754807) (0.55509996574899079,0.83178364255704684) (0.90223915141062139,0.43123603010629946) (0.77154684693366704,-0.63617251039848943) (-0.848210671983336,0.52965899967203256) (-0.99857173799875421,-0.053427371918788713) (0.99972922293999333,-0.023269740002810846) (-0.25822332487941796,-0.96608525218441232) (0.87590525255722385,0.48248314845460316) (-0.99773532754866556,-0.06726229375628362) (-0.94758275324208974,0.3195104470250395) (-0.98372404493024412,-0.17968584648235136) (-0.48543980288776878,0.87427009429139535) (0.076189666791791733,-0.99709334300964803) (0.95316877769995667,-0.30243888840221916) (0.51849134615526793,-0.85508287549342155) (0.88350760311848486,-0.46841681783624112) (-0.021553084187437399,0.99976770530059123) (-0.79302505374128451,-0.60918902168262545) (-0.0067139552061938335,-0.99997746114874464) (-0.50462320185195386,-0.86333969221429996) (0.52540891393446243,-0.85084985347487008) (-0.99661323821079595,0.082231705704012892)
