# Created by Octave 5.2.0, Sun Sep 19 15:27:26 2021 CEST <ania@ania-bania>
# name: F_norm
# type: scalar
2.4262968204697004e-06


# name: H
# type: complex matrix
# rows: 23
# columns: 23
 (1,0) (-0.87428970544107831,-0.48540444380242598) (-0.87428970544107831,0.48540444380242598) (-0.15740176003360776,0.98753464266933022) (-0.15740176003360776,-0.98753464266933022) (-0.29066489538834733,-0.95682492497960547) (-0.29066489538834733,0.95682492497960547) (-0.15296151798052143,-0.9882321273902791) (-0.15296151798052143,0.9882321273902791) (-0.45874529185504737,-0.88856780221851761) (-0.45874529185504737,0.88856780221851761) (0.8522984133174728,-0.52305582883267721) (0.8522984133174728,0.52305582883267721) (0.62524971389821427,0.78042472742665658) (0.62524971389821427,-0.78042472742665658) (0.86429156185417777,-0.50299113906851278) (0.86429156185417777,0.50299113906851278) (-0.75391490314066956,0.65697205065719066) (-0.75391490314066956,-0.65697205065719066) (-0.9983258064115782,0.057841086038825769) (-0.9983258064115782,-0.057841086038825769) (0.84446419111231619,-0.53561200168886824) (0.84446419111231619,0.53561200168886824)
 (1,0) (0.84446419111231619,0.53561200168886824) (0.84446419111231619,-0.53561200168886824) (-0.87428970544107831,0.48540444380242598) (-0.87428970544107831,-0.48540444380242598) (-0.15740176003360776,-0.98753464266933022) (-0.15740176003360776,0.98753464266933022) (-0.29066489538834733,0.95682492497960547) (-0.29066489538834733,-0.95682492497960547) (-0.15296151798052143,0.9882321273902791) (-0.15296151798052143,-0.9882321273902791) (-0.45874529185504737,0.88856780221851761) (-0.45874529185504737,-0.88856780221851761) (0.8522984133174728,0.52305582883267721) (0.8522984133174728,-0.52305582883267721) (0.62524971389821427,-0.78042472742665658) (0.62524971389821427,0.78042472742665658) (0.86429156185417777,0.50299113906851278) (0.86429156185417777,-0.50299113906851278) (-0.75391490314066956,-0.65697205065719066) (-0.75391490314066956,0.65697205065719066) (-0.9983258064115782,-0.057841086038825769) (-0.9983258064115782,0.057841086038825769)
 (1,0) (0.84446419111231619,-0.53561200168886824) (0.84446419111231619,0.53561200168886824) (-0.87428970544107831,-0.48540444380242598) (-0.87428970544107831,0.48540444380242598) (-0.15740176003360776,0.98753464266933022) (-0.15740176003360776,-0.98753464266933022) (-0.29066489538834733,-0.95682492497960547) (-0.29066489538834733,0.95682492497960547) (-0.15296151798052143,-0.9882321273902791) (-0.15296151798052143,0.9882321273902791) (-0.45874529185504737,-0.88856780221851761) (-0.45874529185504737,0.88856780221851761) (0.8522984133174728,-0.52305582883267721) (0.8522984133174728,0.52305582883267721) (0.62524971389821427,0.78042472742665658) (0.62524971389821427,-0.78042472742665658) (0.86429156185417777,-0.50299113906851278) (0.86429156185417777,0.50299113906851278) (-0.75391490314066956,0.65697205065719066) (-0.75391490314066956,-0.65697205065719066) (-0.9983258064115782,0.057841086038825769) (-0.9983258064115782,-0.057841086038825769)
 (1,0) (-0.9983258064115782,-0.057841086038825769) (-0.9983258064115782,0.057841086038825769) (0.84446419111231619,0.53561200168886824) (0.84446419111231619,-0.53561200168886824) (-0.87428970544107831,0.48540444380242598) (-0.87428970544107831,-0.48540444380242598) (-0.15740176003360776,-0.98753464266933022) (-0.15740176003360776,0.98753464266933022) (-0.29066489538834733,0.95682492497960547) (-0.29066489538834733,-0.95682492497960547) (-0.15296151798052143,0.9882321273902791) (-0.15296151798052143,-0.9882321273902791) (-0.45874529185504737,0.88856780221851761) (-0.45874529185504737,-0.88856780221851761) (0.8522984133174728,0.52305582883267721) (0.8522984133174728,-0.52305582883267721) (0.62524971389821427,-0.78042472742665658) (0.62524971389821427,0.78042472742665658) (0.86429156185417777,0.50299113906851278) (0.86429156185417777,-0.50299113906851278) (-0.75391490314066956,-0.65697205065719066) (-0.75391490314066956,0.65697205065719066)
 (1,0) (-0.9983258064115782,0.057841086038825769) (-0.9983258064115782,-0.057841086038825769) (0.84446419111231619,-0.53561200168886824) (0.84446419111231619,0.53561200168886824) (-0.87428970544107831,-0.48540444380242598) (-0.87428970544107831,0.48540444380242598) (-0.15740176003360776,0.98753464266933022) (-0.15740176003360776,-0.98753464266933022) (-0.29066489538834733,-0.95682492497960547) (-0.29066489538834733,0.95682492497960547) (-0.15296151798052143,-0.9882321273902791) (-0.15296151798052143,0.9882321273902791) (-0.45874529185504737,-0.88856780221851761) (-0.45874529185504737,0.88856780221851761) (0.8522984133174728,-0.52305582883267721) (0.8522984133174728,0.52305582883267721) (0.62524971389821427,0.78042472742665658) (0.62524971389821427,-0.78042472742665658) (0.86429156185417777,-0.50299113906851278) (0.86429156185417777,0.50299113906851278) (-0.75391490314066956,0.65697205065719066) (-0.75391490314066956,-0.65697205065719066)
 (1,0) (-0.75391490314066956,-0.65697205065719066) (-0.75391490314066956,0.65697205065719066) (-0.9983258064115782,-0.057841086038825769) (-0.9983258064115782,0.057841086038825769) (0.84446419111231619,0.53561200168886824) (0.84446419111231619,-0.53561200168886824) (-0.87428970544107831,0.48540444380242598) (-0.87428970544107831,-0.48540444380242598) (-0.15740176003360776,-0.98753464266933022) (-0.15740176003360776,0.98753464266933022) (-0.29066489538834733,0.95682492497960547) (-0.29066489538834733,-0.95682492497960547) (-0.15296151798052143,0.9882321273902791) (-0.15296151798052143,-0.9882321273902791) (-0.45874529185504737,0.88856780221851761) (-0.45874529185504737,-0.88856780221851761) (0.8522984133174728,0.52305582883267721) (0.8522984133174728,-0.52305582883267721) (0.62524971389821427,-0.78042472742665658) (0.62524971389821427,0.78042472742665658) (0.86429156185417777,0.50299113906851278) (0.86429156185417777,-0.50299113906851278)
 (1,0) (-0.75391490314066956,0.65697205065719066) (-0.75391490314066956,-0.65697205065719066) (-0.9983258064115782,0.057841086038825769) (-0.9983258064115782,-0.057841086038825769) (0.84446419111231619,-0.53561200168886824) (0.84446419111231619,0.53561200168886824) (-0.87428970544107831,-0.48540444380242598) (-0.87428970544107831,0.48540444380242598) (-0.15740176003360776,0.98753464266933022) (-0.15740176003360776,-0.98753464266933022) (-0.29066489538834733,-0.95682492497960547) (-0.29066489538834733,0.95682492497960547) (-0.15296151798052143,-0.9882321273902791) (-0.15296151798052143,0.9882321273902791) (-0.45874529185504737,-0.88856780221851761) (-0.45874529185504737,0.88856780221851761) (0.8522984133174728,-0.52305582883267721) (0.8522984133174728,0.52305582883267721) (0.62524971389821427,0.78042472742665658) (0.62524971389821427,-0.78042472742665658) (0.86429156185417777,-0.50299113906851278) (0.86429156185417777,0.50299113906851278)
 (1,0) (0.86429156185417777,0.50299113906851278) (0.86429156185417777,-0.50299113906851278) (-0.75391490314066956,-0.65697205065719066) (-0.75391490314066956,0.65697205065719066) (-0.9983258064115782,-0.057841086038825769) (-0.9983258064115782,0.057841086038825769) (0.84446419111231619,0.53561200168886824) (0.84446419111231619,-0.53561200168886824) (-0.87428970544107831,0.48540444380242598) (-0.87428970544107831,-0.48540444380242598) (-0.15740176003360776,-0.98753464266933022) (-0.15740176003360776,0.98753464266933022) (-0.29066489538834733,0.95682492497960547) (-0.29066489538834733,-0.95682492497960547) (-0.15296151798052143,0.9882321273902791) (-0.15296151798052143,-0.9882321273902791) (-0.45874529185504737,0.88856780221851761) (-0.45874529185504737,-0.88856780221851761) (0.8522984133174728,0.52305582883267721) (0.8522984133174728,-0.52305582883267721) (0.62524971389821427,-0.78042472742665658) (0.62524971389821427,0.78042472742665658)
 (1,0) (0.86429156185417777,-0.50299113906851278) (0.86429156185417777,0.50299113906851278) (-0.75391490314066956,0.65697205065719066) (-0.75391490314066956,-0.65697205065719066) (-0.9983258064115782,0.057841086038825769) (-0.9983258064115782,-0.057841086038825769) (0.84446419111231619,-0.53561200168886824) (0.84446419111231619,0.53561200168886824) (-0.87428970544107831,-0.48540444380242598) (-0.87428970544107831,0.48540444380242598) (-0.15740176003360776,0.98753464266933022) (-0.15740176003360776,-0.98753464266933022) (-0.29066489538834733,-0.95682492497960547) (-0.29066489538834733,0.95682492497960547) (-0.15296151798052143,-0.9882321273902791) (-0.15296151798052143,0.9882321273902791) (-0.45874529185504737,-0.88856780221851761) (-0.45874529185504737,0.88856780221851761) (0.8522984133174728,-0.52305582883267721) (0.8522984133174728,0.52305582883267721) (0.62524971389821427,0.78042472742665658) (0.62524971389821427,-0.78042472742665658)
 (1,0) (0.62524971389821427,-0.78042472742665658) (0.62524971389821427,0.78042472742665658) (0.86429156185417777,0.50299113906851278) (0.86429156185417777,-0.50299113906851278) (-0.75391490314066956,-0.65697205065719066) (-0.75391490314066956,0.65697205065719066) (-0.9983258064115782,-0.057841086038825769) (-0.9983258064115782,0.057841086038825769) (0.84446419111231619,0.53561200168886824) (0.84446419111231619,-0.53561200168886824) (-0.87428970544107831,0.48540444380242598) (-0.87428970544107831,-0.48540444380242598) (-0.15740176003360776,-0.98753464266933022) (-0.15740176003360776,0.98753464266933022) (-0.29066489538834733,0.95682492497960547) (-0.29066489538834733,-0.95682492497960547) (-0.15296151798052143,0.9882321273902791) (-0.15296151798052143,-0.9882321273902791) (-0.45874529185504737,0.88856780221851761) (-0.45874529185504737,-0.88856780221851761) (0.8522984133174728,0.52305582883267721) (0.8522984133174728,-0.52305582883267721)
 (1,0) (0.62524971389821427,0.78042472742665658) (0.62524971389821427,-0.78042472742665658) (0.86429156185417777,-0.50299113906851278) (0.86429156185417777,0.50299113906851278) (-0.75391490314066956,0.65697205065719066) (-0.75391490314066956,-0.65697205065719066) (-0.9983258064115782,0.057841086038825769) (-0.9983258064115782,-0.057841086038825769) (0.84446419111231619,-0.53561200168886824) (0.84446419111231619,0.53561200168886824) (-0.87428970544107831,-0.48540444380242598) (-0.87428970544107831,0.48540444380242598) (-0.15740176003360776,0.98753464266933022) (-0.15740176003360776,-0.98753464266933022) (-0.29066489538834733,-0.95682492497960547) (-0.29066489538834733,0.95682492497960547) (-0.15296151798052143,-0.9882321273902791) (-0.15296151798052143,0.9882321273902791) (-0.45874529185504737,-0.88856780221851761) (-0.45874529185504737,0.88856780221851761) (0.8522984133174728,-0.52305582883267721) (0.8522984133174728,0.52305582883267721)
 (1,0) (0.8522984133174728,0.52305582883267721) (0.8522984133174728,-0.52305582883267721) (0.62524971389821427,-0.78042472742665658) (0.62524971389821427,0.78042472742665658) (0.86429156185417777,0.50299113906851278) (0.86429156185417777,-0.50299113906851278) (-0.75391490314066956,-0.65697205065719066) (-0.75391490314066956,0.65697205065719066) (-0.9983258064115782,-0.057841086038825769) (-0.9983258064115782,0.057841086038825769) (0.84446419111231619,0.53561200168886824) (0.84446419111231619,-0.53561200168886824) (-0.87428970544107831,0.48540444380242598) (-0.87428970544107831,-0.48540444380242598) (-0.15740176003360776,-0.98753464266933022) (-0.15740176003360776,0.98753464266933022) (-0.29066489538834733,0.95682492497960547) (-0.29066489538834733,-0.95682492497960547) (-0.15296151798052143,0.9882321273902791) (-0.15296151798052143,-0.9882321273902791) (-0.45874529185504737,0.88856780221851761) (-0.45874529185504737,-0.88856780221851761)
 (1,0) (0.8522984133174728,-0.52305582883267721) (0.8522984133174728,0.52305582883267721) (0.62524971389821427,0.78042472742665658) (0.62524971389821427,-0.78042472742665658) (0.86429156185417777,-0.50299113906851278) (0.86429156185417777,0.50299113906851278) (-0.75391490314066956,0.65697205065719066) (-0.75391490314066956,-0.65697205065719066) (-0.9983258064115782,0.057841086038825769) (-0.9983258064115782,-0.057841086038825769) (0.84446419111231619,-0.53561200168886824) (0.84446419111231619,0.53561200168886824) (-0.87428970544107831,-0.48540444380242598) (-0.87428970544107831,0.48540444380242598) (-0.15740176003360776,0.98753464266933022) (-0.15740176003360776,-0.98753464266933022) (-0.29066489538834733,-0.95682492497960547) (-0.29066489538834733,0.95682492497960547) (-0.15296151798052143,-0.9882321273902791) (-0.15296151798052143,0.9882321273902791) (-0.45874529185504737,-0.88856780221851761) (-0.45874529185504737,0.88856780221851761)


# name: argn
# type: sq_string
# elements: 1
# length: 22
2j * pi * rand (1, 11)


# name: info
# type: complex matrix
# rows: 1
# columns: 17
 (-1.1413769929191631e-08,2.4650904650869165e-09) (2.8797601192565025e-08,9.4863652488896832e-09) (3.2304425134910275e-08,5.0784405125625653e-08) (4.5762852507458263e-08,-1.4563471650852478e-08) (-3.4092016987230522e-08,-2.2917432285218808e-08) (-2.9976427340372425e-08,-3.7426623578085128e-08) (-1.4537730796959636e-08,4.5187329988927161e-08) (-1.4537730269603699e-08,4.5187329988927161e-08) (-2.9976427451394727e-08,-3.7426623911152035e-08) (-3.4092017431319732e-08,-2.2917432174196506e-08) (4.5762852063369053e-08,-1.456347087369636e-08) (3.2304425245932578e-08,5.0784405125625653e-08) (-1.497808388428723e-08,3.5223589545108069e-08) (-2.1058496280090822e-08,-1.4038640749891584e-08) (2.7167512572923158e-08,-3.9079106617379011e-09) (8.1161549703168134e-10,-3.7765216953644654e-08) (5.6113194923934628e-09,-7.7843029799851138e-09)


# name: is_convergent
# type: scalar
6.6982108358446338e-07


# name: is_unimodular
# type: matrix
# rows: 1
# columns: 11
 0.99999999096930958 0.99999999270966033 0.99999997995438483 0.99999999493688696 0.99999997826115949 1.0000000034907393 0.99999999321206734 0.99999998155169478 0.99999999226685954 1.0000000092366732 0.99999998179461091


# name: spectrum
# type: scalar
4.7958315233957052


# name: x
# type: complex matrix
# rows: 1
# columns: 11
 (-0.45874529185504737,0.88856780221851761) (0.8522984133174728,0.52305582883267721) (0.62524971389821427,-0.78042472742665658) (0.86429156185417777,0.50299113906851278) (-0.75391490314066956,-0.65697205065719066) (-0.9983258064115782,-0.057841086038825769) (0.84446419111231619,0.53561200168886824) (-0.87428970544107831,0.48540444380242598) (-0.15740176003360776,-0.98753464266933022) (-0.29066489538834733,0.95682492497960547) (-0.15296151798052143,0.9882321273902791)


# name: x0
# type: complex matrix
# rows: 1
# columns: 11
 (0,4.5166669087558473) (0,3.4122638928542406) (0,0.65283615605770395) (0,4.8792183241639737) (0,3.2871636733176879) (0,2.0615328670188324) (0,5.6778932624286842) (0,1.9640012099839519) (0,5.4461613657868906) (0,1.1015788894059786) (0,4.2805655097873645)


