# Created by Octave 5.1.0, Wed Sep 15 08:51:58 2021 GMT <unknown@Ola>
# name: F_norm
# type: scalar
4.0652398269984561e-13


# name: H
# type: complex matrix
# rows: 75
# columns: 75
 (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0)
 (1,0) (-0.94878583641626346,-0.31591998451489456) (-0.94878583641626346,0.31591998451489456) (0.99650199539428508,-0.083568972562828941) (0.99650199539428508,0.083568972562828941) (-0.86479600544100299,-0.50212336031426019) (-0.86479600544100299,0.50212336031426019) (-0.40726550146814655,-0.91330981124364341) (-0.40726550146814655,0.91330981124364341) (0.096487432939410603,0.99533420281067575) (0.096487432939410603,-0.99533420281067575) (0.97742049771748096,0.2113035036191091) (0.97742049771748096,-0.2113035036191091) (0.99948431301923146,0.032110870876934559) (0.99948431301923146,-0.032110870876934559) (-0.047915528734292619,-0.99885139140220125) (-0.047915528734292619,0.99885139140220125) (-0.99018431725558675,-0.13976772825330205) (-0.99018431725558675,0.13976772825330205) (0.68655108230171769,-0.72708157134556872) (0.68655108230171769,0.72708157134556872) (-0.052866291716116412,-0.99860159983858721) (-0.052866291716116412,0.99860159983858721) (-0.62778073383866506,0.77839023003952668) (-0.62778073383866506,-0.77839023003952668) (0.587831429951155,-0.80898344232844599) (0.587831429951155,0.80898344232844599) (0.98657933087811844,0.16328265028497183) (0.98657933087811844,-0.16328265028497183) (0.69275289619172209,0.72117503063956767) (0.69275289619172209,-0.72117503063956767) (0.36368369740370909,-0.93152250012695215) (0.36368369740370909,0.93152250012695215) (0.83415231012920843,0.55153415443298281) (0.83415231012920843,-0.55153415443298281) (-0.51253033674620874,-0.85866911782992228) (-0.51253033674620874,0.85866911782992228) (-0.86471238775761017,-0.5022673456024519) (-0.86471238775761017,0.5022673456024519) (0.87355546100338544,-0.48672462085984919) (0.87355546100338544,0.48672462085984919) (-0.63291631582575802,0.77422021231788407) (-0.63291631582575802,-0.77422021231788407) (-0.095501442428978844,-0.99542929155916759) (-0.095501442428978844,0.99542929155916759) (-0.56933215055744524,-0.82210759778853415) (-0.56933215055744524,0.82210759778853415) (-0.68675688271640467,-0.72688718797461593) (-0.68675688271640467,0.72688718797461593) (-0.31872915180464029,0.94784583545526757) (-0.31872915180464029,-0.94784583545526757) (0.062145637836018251,0.99806709178188691) (0.062145637836018251,-0.99806709178188691) (-0.72810682152300954,0.68546367989242196) (-0.72810682152300954,-0.68546367989242196) (-0.74692038621863732,0.66491348057548194) (-0.74692038621863732,-0.66491348057548194) (-0.7542424448291063,-0.65659602071457424) (-0.7542424448291063,0.65659602071457424) (0.99895115519038724,0.045788530701386394) (0.99895115519038724,-0.045788530701386394) (0.51350466072109446,0.85808680412748095) (0.51350466072109446,-0.85808680412748095) (0.94444811946557572,0.3286605386077513) (0.94444811946557572,-0.3286605386077513) (-0.77459428620681603,-0.63245845063194017) (-0.77459428620681603,0.63245845063194017) (0.18076077112237807,0.98352709348713119) (0.18076077112237807,-0.98352709348713119) (-0.96163331837263422,-0.27433804146642998) (-0.96163331837263422,0.27433804146642998) (0.64883404203655826,-0.76092994808622205) (0.64883404203655826,0.76092994808622205) (-0.35807469344411358,-0.93369294412826276) (-0.35807469344411358,0.93369294412826276)
 (1,0) (-0.94878583641626346,0.31591998451489456) (-0.94878583641626346,-0.31591998451489456) (0.99650199539428508,0.083568972562828941) (0.99650199539428508,-0.083568972562828941) (-0.86479600544100299,0.50212336031426019) (-0.86479600544100299,-0.50212336031426019) (-0.40726550146814655,0.91330981124364341) (-0.40726550146814655,-0.91330981124364341) (0.096487432939410603,-0.99533420281067575) (0.096487432939410603,0.99533420281067575) (0.97742049771748096,-0.2113035036191091) (0.97742049771748096,0.2113035036191091) (0.99948431301923146,-0.032110870876934559) (0.99948431301923146,0.032110870876934559) (-0.047915528734292619,0.99885139140220125) (-0.047915528734292619,-0.99885139140220125) (-0.99018431725558675,0.13976772825330205) (-0.99018431725558675,-0.13976772825330205) (0.68655108230171769,0.72708157134556872) (0.68655108230171769,-0.72708157134556872) (-0.052866291716116412,0.99860159983858721) (-0.052866291716116412,-0.99860159983858721) (-0.62778073383866506,-0.77839023003952668) (-0.62778073383866506,0.77839023003952668) (0.587831429951155,0.80898344232844599) (0.587831429951155,-0.80898344232844599) (0.98657933087811844,-0.16328265028497183) (0.98657933087811844,0.16328265028497183) (0.69275289619172209,-0.72117503063956767) (0.69275289619172209,0.72117503063956767) (0.36368369740370909,0.93152250012695215) (0.36368369740370909,-0.93152250012695215) (0.83415231012920843,-0.55153415443298281) (0.83415231012920843,0.55153415443298281) (-0.51253033674620874,0.85866911782992228) (-0.51253033674620874,-0.85866911782992228) (-0.86471238775761017,0.5022673456024519) (-0.86471238775761017,-0.5022673456024519) (0.87355546100338544,0.48672462085984919) (0.87355546100338544,-0.48672462085984919) (-0.63291631582575802,-0.77422021231788407) (-0.63291631582575802,0.77422021231788407) (-0.095501442428978844,0.99542929155916759) (-0.095501442428978844,-0.99542929155916759) (-0.56933215055744524,0.82210759778853415) (-0.56933215055744524,-0.82210759778853415) (-0.68675688271640467,0.72688718797461593) (-0.68675688271640467,-0.72688718797461593) (-0.31872915180464029,-0.94784583545526757) (-0.31872915180464029,0.94784583545526757) (0.062145637836018251,-0.99806709178188691) (0.062145637836018251,0.99806709178188691) (-0.72810682152300954,-0.68546367989242196) (-0.72810682152300954,0.68546367989242196) (-0.74692038621863732,-0.66491348057548194) (-0.74692038621863732,0.66491348057548194) (-0.7542424448291063,0.65659602071457424) (-0.7542424448291063,-0.65659602071457424) (0.99895115519038724,-0.045788530701386394) (0.99895115519038724,0.045788530701386394) (0.51350466072109446,-0.85808680412748095) (0.51350466072109446,0.85808680412748095) (0.94444811946557572,-0.3286605386077513) (0.94444811946557572,0.3286605386077513) (-0.77459428620681603,0.63245845063194017) (-0.77459428620681603,-0.63245845063194017) (0.18076077112237807,-0.98352709348713119) (0.18076077112237807,0.98352709348713119) (-0.96163331837263422,0.27433804146642998) (-0.96163331837263422,-0.27433804146642998) (0.64883404203655826,0.76092994808622205) (0.64883404203655826,-0.76092994808622205) (-0.35807469344411358,0.93369294412826276) (-0.35807469344411358,-0.93369294412826276)
 (1,0) (-0.35807469344411358,-0.93369294412826276) (-0.35807469344411358,0.93369294412826276) (-0.94878583641626346,-0.31591998451489456) (-0.94878583641626346,0.31591998451489456) (0.99650199539428508,-0.083568972562828941) (0.99650199539428508,0.083568972562828941) (-0.86479600544100299,-0.50212336031426019) (-0.86479600544100299,0.50212336031426019) (-0.40726550146814655,-0.91330981124364341) (-0.40726550146814655,0.91330981124364341) (0.096487432939410603,0.99533420281067575) (0.096487432939410603,-0.99533420281067575) (0.97742049771748096,0.2113035036191091) (0.97742049771748096,-0.2113035036191091) (0.99948431301923146,0.032110870876934559) (0.99948431301923146,-0.032110870876934559) (-0.047915528734292619,-0.99885139140220125) (-0.047915528734292619,0.99885139140220125) (-0.99018431725558675,-0.13976772825330205) (-0.99018431725558675,0.13976772825330205) (0.68655108230171769,-0.72708157134556872) (0.68655108230171769,0.72708157134556872) (-0.052866291716116412,-0.99860159983858721) (-0.052866291716116412,0.99860159983858721) (-0.62778073383866506,0.77839023003952668) (-0.62778073383866506,-0.77839023003952668) (0.587831429951155,-0.80898344232844599) (0.587831429951155,0.80898344232844599) (0.98657933087811844,0.16328265028497183) (0.98657933087811844,-0.16328265028497183) (0.69275289619172209,0.72117503063956767) (0.69275289619172209,-0.72117503063956767) (0.36368369740370909,-0.93152250012695215) (0.36368369740370909,0.93152250012695215) (0.83415231012920843,0.55153415443298281) (0.83415231012920843,-0.55153415443298281) (-0.51253033674620874,-0.85866911782992228) (-0.51253033674620874,0.85866911782992228) (-0.86471238775761017,-0.5022673456024519) (-0.86471238775761017,0.5022673456024519) (0.87355546100338544,-0.48672462085984919) (0.87355546100338544,0.48672462085984919) (-0.63291631582575802,0.77422021231788407) (-0.63291631582575802,-0.77422021231788407) (-0.095501442428978844,-0.99542929155916759) (-0.095501442428978844,0.99542929155916759) (-0.56933215055744524,-0.82210759778853415) (-0.56933215055744524,0.82210759778853415) (-0.68675688271640467,-0.72688718797461593) (-0.68675688271640467,0.72688718797461593) (-0.31872915180464029,0.94784583545526757) (-0.31872915180464029,-0.94784583545526757) (0.062145637836018251,0.99806709178188691) (0.062145637836018251,-0.99806709178188691) (-0.72810682152300954,0.68546367989242196) (-0.72810682152300954,-0.68546367989242196) (-0.74692038621863732,0.66491348057548194) (-0.74692038621863732,-0.66491348057548194) (-0.7542424448291063,-0.65659602071457424) (-0.7542424448291063,0.65659602071457424) (0.99895115519038724,0.045788530701386394) (0.99895115519038724,-0.045788530701386394) (0.51350466072109446,0.85808680412748095) (0.51350466072109446,-0.85808680412748095) (0.94444811946557572,0.3286605386077513) (0.94444811946557572,-0.3286605386077513) (-0.77459428620681603,-0.63245845063194017) (-0.77459428620681603,0.63245845063194017) (0.18076077112237807,0.98352709348713119) (0.18076077112237807,-0.98352709348713119) (-0.96163331837263422,-0.27433804146642998) (-0.96163331837263422,0.27433804146642998) (0.64883404203655826,-0.76092994808622205) (0.64883404203655826,0.76092994808622205)
 (1,0) (-0.35807469344411358,0.93369294412826276) (-0.35807469344411358,-0.93369294412826276) (-0.94878583641626346,0.31591998451489456) (-0.94878583641626346,-0.31591998451489456) (0.99650199539428508,0.083568972562828941) (0.99650199539428508,-0.083568972562828941) (-0.86479600544100299,0.50212336031426019) (-0.86479600544100299,-0.50212336031426019) (-0.40726550146814655,0.91330981124364341) (-0.40726550146814655,-0.91330981124364341) (0.096487432939410603,-0.99533420281067575) (0.096487432939410603,0.99533420281067575) (0.97742049771748096,-0.2113035036191091) (0.97742049771748096,0.2113035036191091) (0.99948431301923146,-0.032110870876934559) (0.99948431301923146,0.032110870876934559) (-0.047915528734292619,0.99885139140220125) (-0.047915528734292619,-0.99885139140220125) (-0.99018431725558675,0.13976772825330205) (-0.99018431725558675,-0.13976772825330205) (0.68655108230171769,0.72708157134556872) (0.68655108230171769,-0.72708157134556872) (-0.052866291716116412,0.99860159983858721) (-0.052866291716116412,-0.99860159983858721) (-0.62778073383866506,-0.77839023003952668) (-0.62778073383866506,0.77839023003952668) (0.587831429951155,0.80898344232844599) (0.587831429951155,-0.80898344232844599) (0.98657933087811844,-0.16328265028497183) (0.98657933087811844,0.16328265028497183) (0.69275289619172209,-0.72117503063956767) (0.69275289619172209,0.72117503063956767) (0.36368369740370909,0.93152250012695215) (0.36368369740370909,-0.93152250012695215) (0.83415231012920843,-0.55153415443298281) (0.83415231012920843,0.55153415443298281) (-0.51253033674620874,0.85866911782992228) (-0.51253033674620874,-0.85866911782992228) (-0.86471238775761017,0.5022673456024519) (-0.86471238775761017,-0.5022673456024519) (0.87355546100338544,0.48672462085984919) (0.87355546100338544,-0.48672462085984919) (-0.63291631582575802,-0.77422021231788407) (-0.63291631582575802,0.77422021231788407) (-0.095501442428978844,0.99542929155916759) (-0.095501442428978844,-0.99542929155916759) (-0.56933215055744524,0.82210759778853415) (-0.56933215055744524,-0.82210759778853415) (-0.68675688271640467,0.72688718797461593) (-0.68675688271640467,-0.72688718797461593) (-0.31872915180464029,-0.94784583545526757) (-0.31872915180464029,0.94784583545526757) (0.062145637836018251,-0.99806709178188691) (0.062145637836018251,0.99806709178188691) (-0.72810682152300954,-0.68546367989242196) (-0.72810682152300954,0.68546367989242196) (-0.74692038621863732,-0.66491348057548194) (-0.74692038621863732,0.66491348057548194) (-0.7542424448291063,0.65659602071457424) (-0.7542424448291063,-0.65659602071457424) (0.99895115519038724,-0.045788530701386394) (0.99895115519038724,0.045788530701386394) (0.51350466072109446,-0.85808680412748095) (0.51350466072109446,0.85808680412748095) (0.94444811946557572,-0.3286605386077513) (0.94444811946557572,0.3286605386077513) (-0.77459428620681603,0.63245845063194017) (-0.77459428620681603,-0.63245845063194017) (0.18076077112237807,-0.98352709348713119) (0.18076077112237807,0.98352709348713119) (-0.96163331837263422,0.27433804146642998) (-0.96163331837263422,-0.27433804146642998) (0.64883404203655826,0.76092994808622205) (0.64883404203655826,-0.76092994808622205)
 (1,0) (0.64883404203655826,-0.76092994808622205) (0.64883404203655826,0.76092994808622205) (-0.35807469344411358,-0.93369294412826276) (-0.35807469344411358,0.93369294412826276) (-0.94878583641626346,-0.31591998451489456) (-0.94878583641626346,0.31591998451489456) (0.99650199539428508,-0.083568972562828941) (0.99650199539428508,0.083568972562828941) (-0.86479600544100299,-0.50212336031426019) (-0.86479600544100299,0.50212336031426019) (-0.40726550146814655,-0.91330981124364341) (-0.40726550146814655,0.91330981124364341) (0.096487432939410603,0.99533420281067575) (0.096487432939410603,-0.99533420281067575) (0.97742049771748096,0.2113035036191091) (0.97742049771748096,-0.2113035036191091) (0.99948431301923146,0.032110870876934559) (0.99948431301923146,-0.032110870876934559) (-0.047915528734292619,-0.99885139140220125) (-0.047915528734292619,0.99885139140220125) (-0.99018431725558675,-0.13976772825330205) (-0.99018431725558675,0.13976772825330205) (0.68655108230171769,-0.72708157134556872) (0.68655108230171769,0.72708157134556872) (-0.052866291716116412,-0.99860159983858721) (-0.052866291716116412,0.99860159983858721) (-0.62778073383866506,0.77839023003952668) (-0.62778073383866506,-0.77839023003952668) (0.587831429951155,-0.80898344232844599) (0.587831429951155,0.80898344232844599) (0.98657933087811844,0.16328265028497183) (0.98657933087811844,-0.16328265028497183) (0.69275289619172209,0.72117503063956767) (0.69275289619172209,-0.72117503063956767) (0.36368369740370909,-0.93152250012695215) (0.36368369740370909,0.93152250012695215) (0.83415231012920843,0.55153415443298281) (0.83415231012920843,-0.55153415443298281) (-0.51253033674620874,-0.85866911782992228) (-0.51253033674620874,0.85866911782992228) (-0.86471238775761017,-0.5022673456024519) (-0.86471238775761017,0.5022673456024519) (0.87355546100338544,-0.48672462085984919) (0.87355546100338544,0.48672462085984919) (-0.63291631582575802,0.77422021231788407) (-0.63291631582575802,-0.77422021231788407) (-0.095501442428978844,-0.99542929155916759) (-0.095501442428978844,0.99542929155916759) (-0.56933215055744524,-0.82210759778853415) (-0.56933215055744524,0.82210759778853415) (-0.68675688271640467,-0.72688718797461593) (-0.68675688271640467,0.72688718797461593) (-0.31872915180464029,0.94784583545526757) (-0.31872915180464029,-0.94784583545526757) (0.062145637836018251,0.99806709178188691) (0.062145637836018251,-0.99806709178188691) (-0.72810682152300954,0.68546367989242196) (-0.72810682152300954,-0.68546367989242196) (-0.74692038621863732,0.66491348057548194) (-0.74692038621863732,-0.66491348057548194) (-0.7542424448291063,-0.65659602071457424) (-0.7542424448291063,0.65659602071457424) (0.99895115519038724,0.045788530701386394) (0.99895115519038724,-0.045788530701386394) (0.51350466072109446,0.85808680412748095) (0.51350466072109446,-0.85808680412748095) (0.94444811946557572,0.3286605386077513) (0.94444811946557572,-0.3286605386077513) (-0.77459428620681603,-0.63245845063194017) (-0.77459428620681603,0.63245845063194017) (0.18076077112237807,0.98352709348713119) (0.18076077112237807,-0.98352709348713119) (-0.96163331837263422,-0.27433804146642998) (-0.96163331837263422,0.27433804146642998)
 (1,0) (0.64883404203655826,0.76092994808622205) (0.64883404203655826,-0.76092994808622205) (-0.35807469344411358,0.93369294412826276) (-0.35807469344411358,-0.93369294412826276) (-0.94878583641626346,0.31591998451489456) (-0.94878583641626346,-0.31591998451489456) (0.99650199539428508,0.083568972562828941) (0.99650199539428508,-0.083568972562828941) (-0.86479600544100299,0.50212336031426019) (-0.86479600544100299,-0.50212336031426019) (-0.40726550146814655,0.91330981124364341) (-0.40726550146814655,-0.91330981124364341) (0.096487432939410603,-0.99533420281067575) (0.096487432939410603,0.99533420281067575) (0.97742049771748096,-0.2113035036191091) (0.97742049771748096,0.2113035036191091) (0.99948431301923146,-0.032110870876934559) (0.99948431301923146,0.032110870876934559) (-0.047915528734292619,0.99885139140220125) (-0.047915528734292619,-0.99885139140220125) (-0.99018431725558675,0.13976772825330205) (-0.99018431725558675,-0.13976772825330205) (0.68655108230171769,0.72708157134556872) (0.68655108230171769,-0.72708157134556872) (-0.052866291716116412,0.99860159983858721) (-0.052866291716116412,-0.99860159983858721) (-0.62778073383866506,-0.77839023003952668) (-0.62778073383866506,0.77839023003952668) (0.587831429951155,0.80898344232844599) (0.587831429951155,-0.80898344232844599) (0.98657933087811844,-0.16328265028497183) (0.98657933087811844,0.16328265028497183) (0.69275289619172209,-0.72117503063956767) (0.69275289619172209,0.72117503063956767) (0.36368369740370909,0.93152250012695215) (0.36368369740370909,-0.93152250012695215) (0.83415231012920843,-0.55153415443298281) (0.83415231012920843,0.55153415443298281) (-0.51253033674620874,0.85866911782992228) (-0.51253033674620874,-0.85866911782992228) (-0.86471238775761017,0.5022673456024519) (-0.86471238775761017,-0.5022673456024519) (0.87355546100338544,0.48672462085984919) (0.87355546100338544,-0.48672462085984919) (-0.63291631582575802,-0.77422021231788407) (-0.63291631582575802,0.77422021231788407) (-0.095501442428978844,0.99542929155916759) (-0.095501442428978844,-0.99542929155916759) (-0.56933215055744524,0.82210759778853415) (-0.56933215055744524,-0.82210759778853415) (-0.68675688271640467,0.72688718797461593) (-0.68675688271640467,-0.72688718797461593) (-0.31872915180464029,-0.94784583545526757) (-0.31872915180464029,0.94784583545526757) (0.062145637836018251,-0.99806709178188691) (0.062145637836018251,0.99806709178188691) (-0.72810682152300954,-0.68546367989242196) (-0.72810682152300954,0.68546367989242196) (-0.74692038621863732,-0.66491348057548194) (-0.74692038621863732,0.66491348057548194) (-0.7542424448291063,0.65659602071457424) (-0.7542424448291063,-0.65659602071457424) (0.99895115519038724,-0.045788530701386394) (0.99895115519038724,0.045788530701386394) (0.51350466072109446,-0.85808680412748095) (0.51350466072109446,0.85808680412748095) (0.94444811946557572,-0.3286605386077513) (0.94444811946557572,0.3286605386077513) (-0.77459428620681603,0.63245845063194017) (-0.77459428620681603,-0.63245845063194017) (0.18076077112237807,-0.98352709348713119) (0.18076077112237807,0.98352709348713119) (-0.96163331837263422,0.27433804146642998) (-0.96163331837263422,-0.27433804146642998)
 (1,0) (-0.96163331837263422,-0.27433804146642998) (-0.96163331837263422,0.27433804146642998) (0.64883404203655826,-0.76092994808622205) (0.64883404203655826,0.76092994808622205) (-0.35807469344411358,-0.93369294412826276) (-0.35807469344411358,0.93369294412826276) (-0.94878583641626346,-0.31591998451489456) (-0.94878583641626346,0.31591998451489456) (0.99650199539428508,-0.083568972562828941) (0.99650199539428508,0.083568972562828941) (-0.86479600544100299,-0.50212336031426019) (-0.86479600544100299,0.50212336031426019) (-0.40726550146814655,-0.91330981124364341) (-0.40726550146814655,0.91330981124364341) (0.096487432939410603,0.99533420281067575) (0.096487432939410603,-0.99533420281067575) (0.97742049771748096,0.2113035036191091) (0.97742049771748096,-0.2113035036191091) (0.99948431301923146,0.032110870876934559) (0.99948431301923146,-0.032110870876934559) (-0.047915528734292619,-0.99885139140220125) (-0.047915528734292619,0.99885139140220125) (-0.99018431725558675,-0.13976772825330205) (-0.99018431725558675,0.13976772825330205) (0.68655108230171769,-0.72708157134556872) (0.68655108230171769,0.72708157134556872) (-0.052866291716116412,-0.99860159983858721) (-0.052866291716116412,0.99860159983858721) (-0.62778073383866506,0.77839023003952668) (-0.62778073383866506,-0.77839023003952668) (0.587831429951155,-0.80898344232844599) (0.587831429951155,0.80898344232844599) (0.98657933087811844,0.16328265028497183) (0.98657933087811844,-0.16328265028497183) (0.69275289619172209,0.72117503063956767) (0.69275289619172209,-0.72117503063956767) (0.36368369740370909,-0.93152250012695215) (0.36368369740370909,0.93152250012695215) (0.83415231012920843,0.55153415443298281) (0.83415231012920843,-0.55153415443298281) (-0.51253033674620874,-0.85866911782992228) (-0.51253033674620874,0.85866911782992228) (-0.86471238775761017,-0.5022673456024519) (-0.86471238775761017,0.5022673456024519) (0.87355546100338544,-0.48672462085984919) (0.87355546100338544,0.48672462085984919) (-0.63291631582575802,0.77422021231788407) (-0.63291631582575802,-0.77422021231788407) (-0.095501442428978844,-0.99542929155916759) (-0.095501442428978844,0.99542929155916759) (-0.56933215055744524,-0.82210759778853415) (-0.56933215055744524,0.82210759778853415) (-0.68675688271640467,-0.72688718797461593) (-0.68675688271640467,0.72688718797461593) (-0.31872915180464029,0.94784583545526757) (-0.31872915180464029,-0.94784583545526757) (0.062145637836018251,0.99806709178188691) (0.062145637836018251,-0.99806709178188691) (-0.72810682152300954,0.68546367989242196) (-0.72810682152300954,-0.68546367989242196) (-0.74692038621863732,0.66491348057548194) (-0.74692038621863732,-0.66491348057548194) (-0.7542424448291063,-0.65659602071457424) (-0.7542424448291063,0.65659602071457424) (0.99895115519038724,0.045788530701386394) (0.99895115519038724,-0.045788530701386394) (0.51350466072109446,0.85808680412748095) (0.51350466072109446,-0.85808680412748095) (0.94444811946557572,0.3286605386077513) (0.94444811946557572,-0.3286605386077513) (-0.77459428620681603,-0.63245845063194017) (-0.77459428620681603,0.63245845063194017) (0.18076077112237807,0.98352709348713119) (0.18076077112237807,-0.98352709348713119)
 (1,0) (-0.96163331837263422,0.27433804146642998) (-0.96163331837263422,-0.27433804146642998) (0.64883404203655826,0.76092994808622205) (0.64883404203655826,-0.76092994808622205) (-0.35807469344411358,0.93369294412826276) (-0.35807469344411358,-0.93369294412826276) (-0.94878583641626346,0.31591998451489456) (-0.94878583641626346,-0.31591998451489456) (0.99650199539428508,0.083568972562828941) (0.99650199539428508,-0.083568972562828941) (-0.86479600544100299,0.50212336031426019) (-0.86479600544100299,-0.50212336031426019) (-0.40726550146814655,0.91330981124364341) (-0.40726550146814655,-0.91330981124364341) (0.096487432939410603,-0.99533420281067575) (0.096487432939410603,0.99533420281067575) (0.97742049771748096,-0.2113035036191091) (0.97742049771748096,0.2113035036191091) (0.99948431301923146,-0.032110870876934559) (0.99948431301923146,0.032110870876934559) (-0.047915528734292619,0.99885139140220125) (-0.047915528734292619,-0.99885139140220125) (-0.99018431725558675,0.13976772825330205) (-0.99018431725558675,-0.13976772825330205) (0.68655108230171769,0.72708157134556872) (0.68655108230171769,-0.72708157134556872) (-0.052866291716116412,0.99860159983858721) (-0.052866291716116412,-0.99860159983858721) (-0.62778073383866506,-0.77839023003952668) (-0.62778073383866506,0.77839023003952668) (0.587831429951155,0.80898344232844599) (0.587831429951155,-0.80898344232844599) (0.98657933087811844,-0.16328265028497183) (0.98657933087811844,0.16328265028497183) (0.69275289619172209,-0.72117503063956767) (0.69275289619172209,0.72117503063956767) (0.36368369740370909,0.93152250012695215) (0.36368369740370909,-0.93152250012695215) (0.83415231012920843,-0.55153415443298281) (0.83415231012920843,0.55153415443298281) (-0.51253033674620874,0.85866911782992228) (-0.51253033674620874,-0.85866911782992228) (-0.86471238775761017,0.5022673456024519) (-0.86471238775761017,-0.5022673456024519) (0.87355546100338544,0.48672462085984919) (0.87355546100338544,-0.48672462085984919) (-0.63291631582575802,-0.77422021231788407) (-0.63291631582575802,0.77422021231788407) (-0.095501442428978844,0.99542929155916759) (-0.095501442428978844,-0.99542929155916759) (-0.56933215055744524,0.82210759778853415) (-0.56933215055744524,-0.82210759778853415) (-0.68675688271640467,0.72688718797461593) (-0.68675688271640467,-0.72688718797461593) (-0.31872915180464029,-0.94784583545526757) (-0.31872915180464029,0.94784583545526757) (0.062145637836018251,-0.99806709178188691) (0.062145637836018251,0.99806709178188691) (-0.72810682152300954,-0.68546367989242196) (-0.72810682152300954,0.68546367989242196) (-0.74692038621863732,-0.66491348057548194) (-0.74692038621863732,0.66491348057548194) (-0.7542424448291063,0.65659602071457424) (-0.7542424448291063,-0.65659602071457424) (0.99895115519038724,-0.045788530701386394) (0.99895115519038724,0.045788530701386394) (0.51350466072109446,-0.85808680412748095) (0.51350466072109446,0.85808680412748095) (0.94444811946557572,-0.3286605386077513) (0.94444811946557572,0.3286605386077513) (-0.77459428620681603,0.63245845063194017) (-0.77459428620681603,-0.63245845063194017) (0.18076077112237807,-0.98352709348713119) (0.18076077112237807,0.98352709348713119)
 (1,0) (0.18076077112237807,0.98352709348713119) (0.18076077112237807,-0.98352709348713119) (-0.96163331837263422,-0.27433804146642998) (-0.96163331837263422,0.27433804146642998) (0.64883404203655826,-0.76092994808622205) (0.64883404203655826,0.76092994808622205) (-0.35807469344411358,-0.93369294412826276) (-0.35807469344411358,0.93369294412826276) (-0.94878583641626346,-0.31591998451489456) (-0.94878583641626346,0.31591998451489456) (0.99650199539428508,-0.083568972562828941) (0.99650199539428508,0.083568972562828941) (-0.86479600544100299,-0.50212336031426019) (-0.86479600544100299,0.50212336031426019) (-0.40726550146814655,-0.91330981124364341) (-0.40726550146814655,0.91330981124364341) (0.096487432939410603,0.99533420281067575) (0.096487432939410603,-0.99533420281067575) (0.97742049771748096,0.2113035036191091) (0.97742049771748096,-0.2113035036191091) (0.99948431301923146,0.032110870876934559) (0.99948431301923146,-0.032110870876934559) (-0.047915528734292619,-0.99885139140220125) (-0.047915528734292619,0.99885139140220125) (-0.99018431725558675,-0.13976772825330205) (-0.99018431725558675,0.13976772825330205) (0.68655108230171769,-0.72708157134556872) (0.68655108230171769,0.72708157134556872) (-0.052866291716116412,-0.99860159983858721) (-0.052866291716116412,0.99860159983858721) (-0.62778073383866506,0.77839023003952668) (-0.62778073383866506,-0.77839023003952668) (0.587831429951155,-0.80898344232844599) (0.587831429951155,0.80898344232844599) (0.98657933087811844,0.16328265028497183) (0.98657933087811844,-0.16328265028497183) (0.69275289619172209,0.72117503063956767) (0.69275289619172209,-0.72117503063956767) (0.36368369740370909,-0.93152250012695215) (0.36368369740370909,0.93152250012695215) (0.83415231012920843,0.55153415443298281) (0.83415231012920843,-0.55153415443298281) (-0.51253033674620874,-0.85866911782992228) (-0.51253033674620874,0.85866911782992228) (-0.86471238775761017,-0.5022673456024519) (-0.86471238775761017,0.5022673456024519) (0.87355546100338544,-0.48672462085984919) (0.87355546100338544,0.48672462085984919) (-0.63291631582575802,0.77422021231788407) (-0.63291631582575802,-0.77422021231788407) (-0.095501442428978844,-0.99542929155916759) (-0.095501442428978844,0.99542929155916759) (-0.56933215055744524,-0.82210759778853415) (-0.56933215055744524,0.82210759778853415) (-0.68675688271640467,-0.72688718797461593) (-0.68675688271640467,0.72688718797461593) (-0.31872915180464029,0.94784583545526757) (-0.31872915180464029,-0.94784583545526757) (0.062145637836018251,0.99806709178188691) (0.062145637836018251,-0.99806709178188691) (-0.72810682152300954,0.68546367989242196) (-0.72810682152300954,-0.68546367989242196) (-0.74692038621863732,0.66491348057548194) (-0.74692038621863732,-0.66491348057548194) (-0.7542424448291063,-0.65659602071457424) (-0.7542424448291063,0.65659602071457424) (0.99895115519038724,0.045788530701386394) (0.99895115519038724,-0.045788530701386394) (0.51350466072109446,0.85808680412748095) (0.51350466072109446,-0.85808680412748095) (0.94444811946557572,0.3286605386077513) (0.94444811946557572,-0.3286605386077513) (-0.77459428620681603,-0.63245845063194017) (-0.77459428620681603,0.63245845063194017)
