# Created by Octave 5.2.0, Fri Sep 17 23:17:55 2021 CEST <ania@ania-bania>
# name: F_norm
# type: scalar
3.7826143127224031e-26


# name: H
# type: complex matrix
# rows: 49
# columns: 49
 (1,2.7755575615628914e-17) (-0.69409038607235962,-0.71988786346341738) (-0.99968473521276879,-0.025108368775703577) (0.28461058450949184,-0.95864321579259426) (0.90991283038060811,-0.41479951917613261) (-0.95318466779205635,-0.30238880449869232) (-0.77160420390498841,-0.63610294176033311) (0.77013746695202223,0.63787795227357036) (-0.66292300082468103,0.74868758169052096) (-0.9519645481137825,-0.30620826104878868) (-0.88694091031660449,0.46188290897883877) (-0.99029343301565365,-0.13899250528741089) (0.85836011546837909,0.51304767046845856) (0.97414192266638722,-0.22593697020150302) (-0.60191270926024076,-0.79856188891719448) (-0.24092627180395287,-0.97054342074667033) (0.70389067938973648,-0.7103083214127901) (-0.77710474168578436,0.62937128981982604) (-0.097438487383981143,0.99524154916096752) (-0.70804286259853388,-0.70616945892843241) (0.94562414269779116,-0.32526140371563883) (0.23388825636732674,-0.97226348462412815) (-0.53234708701326972,0.84652618326221141) (0.053909676276453738,-0.99854581607644277) (0.53222608379072611,0.84660226537187311) (0.64676608237104016,0.76268842569847406) (0.96419244370865353,0.2652035661433233) (0.42426597113599507,0.90553762248513514) (-0.6299920428762894,-0.77660158763201104) (-0.39409113935515561,0.91907136495582042) (0.78946640847006377,-0.61379376821321607) (-0.69069249814217626,0.72314858294137629) (-0.58444786318686837,-0.81143126339592353) (0.1304794673980737,-0.99145101169322292) (0.5382101422153015,0.84281068029337747) (0.87883002732316984,-0.47713497364493984) (0.99461945943123609,0.10359599857482946) (-0.14619403090778027,-0.98925593519924682) (-0.061749484002253802,0.99809167976967716) (0.34446595947307673,0.93879880845913644) (-0.53672794747091146,-0.84375536170365339) (0.25384068266552534,0.96724604306448347) (-0.25491583450787425,0.96696324507043929) (0.36702409120632296,0.93021143643484294) (-0.97630120170666279,-0.2164161813407825) (-0.30741461372332746,-0.95157566975482211) (0.62634700732992266,0.77954437103275342) (0.51136648504109772,-0.85936273946262842) (-0.28559128539044565,0.95835151051638323)
 (1,0) (-0.89242549002399885,-0.45119479690641989) (0.96330133381293614,0.26842231701968777) (-0.38105609725917655,-0.92455191889996402) (-0.9108063498149257,0.41283385657769223) (0.99967583349380051,0.025460320667170078) (-0.58704617402608528,-0.80955345071300622) (0.40690456738588732,-0.91347067442830576) (-0.68214926726973912,-0.73121294925852998) (-0.80511501236112593,0.593118720721867) (0.69594877814426215,0.71809142746554877) (0.82105040703187471,0.5708556990280399) (-0.99997656805281421,-0.0068456807780630791) (0.60036232051995697,0.79972813136708698) (-0.20918235909644339,0.97787664899150062) (0.20832826622966241,-0.97805896217444044) (0.98820482372796392,-0.15313793246868473) (-0.81406540722218279,-0.58077320251900555) (0.22403429096688948,-0.97458126211771756) (-0.54431280565162687,-0.83888233358657349) (-0.987455603596882,-0.15789689966911152) (-0.96963639708296012,0.24455113463645017) (-0.41575475888195151,0.90947676191698856) (0.42779010270763085,-0.90387810462771756) (-0.99249594680573583,0.1222775350347966) (-0.15183342350116896,0.98840609645424282) (-0.35039450686692769,0.93660220454442811) (0.8257119643733144,-0.56409197112772536) (0.97475996801652298,0.22325546970326771) (-0.26488465403254496,-0.96428010456405178) (0.28060673345558046,-0.9598228279945149) (0.74908355894155143,-0.66247552537694521) (0.41823547645199521,0.90833864072655934) (-0.011527996672243024,0.99993355043859022) (0.7352017053223352,-0.67784839934245622) (0.97670701554161521,0.2145772723095134) (0.39464846233976253,0.91883218879883699) (-0.84919976645448392,-0.52807173438241362) (0.74843781971667789,0.66320496833011267) (-0.061749484002253829,0.9980916797696775) (0.63438054297674173,0.77302090960887626) (0.31448158336849652,0.94926357442074172) (0.80530363172998043,0.59286259851883427) (0.25700311993062064,-0.96641057338272485) (-0.61117362653816376,-0.79149655604063662) (-0.89061703258297831,-0.45475411078195921) (-0.83362828820480406,0.55232587944503253) (-0.83565280036829037,0.54925804248698529) (-0.39802248981655231,-0.91737565784155839)
 (1,-3.4694469519536142e-18) (0.39283191555173819,0.91961029035344799) (-0.80495221339343814,-0.59333964485192103) (0.52667906242947127,-0.85006421239716567) (0.91866124198430454,-0.3950462282769639) (0.74743355531886124,0.66433657161367177) (-0.20861289001576258,-0.97799829351552148) (-0.98030507326729877,0.19748914736358719) (0.94784494019299637,-0.31873181414872148) (-0.15876412608497928,0.98731654106900935) (-0.8504768177187757,-0.52601253076608834) (-0.85048564970017182,0.52599825061883698) (-0.38652735224705842,-0.92227794398699503) (0.45898853362749809,0.8884421905776867) (0.88059830088093216,0.47386351672777671) (0.98110855138205944,0.19345803267116335) (-0.54162592432002055,-0.84061962747992258) (-0.3746865488702894,0.9271515464559571) (-0.79331505967461535,-0.60881131403207456) (0.24912101178712207,-0.96847236485413535) (0.48126665130198337,0.87657424690928243) (-0.58835331805464208,-0.80860396556911163) (-0.79932551779696592,-0.60089825810915143) (-0.8459967323969857,0.53318808011209695) (0.56981970562829309,0.82176973847768664) (0.27707280652633492,0.96084892667037924) (0.94210623435595753,0.33531454365660618) (0.18810040060269298,-0.98214980491425374) (-0.69105997866492763,0.72279741690713739) (-0.23109317804982737,-0.97293162301306158) (0.30529356882747355,-0.95225828262745227) (-0.79569140172280828,0.60570223148374813) (-0.34450655423261661,0.93878391235191605) (-0.78531786764432565,0.61909276102904798) (0.98638994651657608,-0.16442284941888829) (-0.67334391936027815,0.73932940308129169) (0.84520526002796781,-0.53444182884674696) (-0.67859228905457447,0.73451514976593513) (-0.84919976645448381,-0.52807173438241339) (-0.1461940309077803,-0.98925593519924671) (0.41253516085805714,-0.91094167818572092) (-0.25555384120506242,0.96679482530955752) (-0.29596479200281378,-0.95519884939981559) (0.23288640668066318,0.97250394425080322) (0.62658898775667171,-0.77934988318602383) (-0.29111775022036906,0.95668722971859066) (0.7823330914621287,-0.62286028449669928) (-0.20769111680643701,0.97819445919494741) (0.67588837616752484,-0.73700400471206828)
 (1,0) (0.99987898245050588,0.015557006580340205) (0.98336484248552503,0.18164136798487829) (0.23128081490918803,0.97288703591678183) (0.8184889343145989,-0.57452229234778318) (-0.9189136712290541,0.39445869850764098) (-0.61354595387026589,-0.78965901659477422) (-0.59536477177256697,0.80345552990330393) (-0.86633295786503051,0.4994669219446139) (-0.84416849528020033,0.5360779342375156) (-0.1954745630845949,0.98070877185170879) (-0.37256598808902963,-0.92800570284844919) (0.41847319372143066,-0.90822914847332781) (0.44511148695484382,0.89547516111885961) (0.8819754242678659,-0.47129539673915471) (-0.6240458503482369,-0.78138772492479436) (-0.16749013308921562,-0.98587375222071738) (0.37527935049071359,-0.92691175906623868) (0.66879575937010638,0.74344618651827266) (-0.89104788941931334,0.45390930675784513) (0.73542015232905233,0.67761139272322846) (0.76459570612752714,0.6445102064136361) (-0.77635962090986232,-0.6302902022248914) (-0.99735459357754952,-0.072689852591410628) (-0.92889976954293441,-0.37033122760993742) (-0.33836770513378794,-0.94101397233117279) (0.32218487657850148,-0.94667676917947863) (-0.55838781187933906,0.82958004529075036) (0.92106656722235702,0.38940516014200804) (0.66228705203321003,-0.74925019900508516) (-0.72180013057779058,-0.69210156154850855) (0.20411629475753681,0.97894664727678293) (-0.66414228885379556,-0.74760619323012634) (-0.50975048013694246,0.8603222930972767) (0.91102992389729165,-0.41234024514191581) (-0.16607894221765654,0.98611246060064761) (0.92944782789491831,0.36895356783939309) (0.84520526002796781,-0.53444182884674718) (0.39464846233976242,0.91883218879883688) (0.9946194594312362,0.10359599857482946) (0.80448206624967911,0.59397693985764055) (0.21757876289868483,-0.97604276644800636) (-0.76668647499742648,-0.64202168892960343) (-0.68226210262480491,-0.73110766876157185) (0.8245041970632937,0.56585583766981928) (-0.4605161666155454,0.8876513168388378) (-0.90903746326064727,0.41671439906565216) (-0.85707104453381366,-0.51519823817800248) (-0.92817052890639218,-0.37215516826940315)
 (1,-5.5511151231257827e-17) (-0.36757224277798717,0.9299949711364901) (0.57125557080635903,0.82077224174718544) (0.94761862175141742,-0.3194040508665229) (-0.86203139792261707,-0.50685487962095954) (-0.24792848325438399,-0.96877833749066711) (-0.13856075273952095,0.99035393562112828) (-0.85347844004379991,-0.52112815350967379) (-0.78109940375697617,-0.6244066955522628) (0.39267345333492171,0.91967796485836684) (-0.16685794111944863,-0.9859809468166103) (-0.36915246934196838,-0.92936884732528358) (-0.82188887718135939,0.5696478504879694) (-0.74639507353644841,-0.66550311359190473) (0.11411266411398452,0.99346781522543992) (0.26990470943145989,-0.96288703793680741) (-0.62570824613677767,-0.78005717144093856) (0.40883017128232524,0.91261048155785762) (0.93192581180164447,-0.36264897807362717) (-0.07327320972283774,0.99731190544228121) (0.92776092604761173,0.37317511184332447) (-0.67209514617520871,0.74046479625146555) (-0.71831237740287446,0.69572072591653511) (0.45368503509484198,-0.89116210025505038) (0.98095597385893751,-0.19423021739797025) (-0.84217795285623986,0.53919968075182734) (-0.81129028804951642,-0.58464353970306804) (-0.8071911676453718,0.59029011416023369) (0.91840844077073347,-0.39563358795869435) (0.66069017067111246,-0.7506587096534455) (0.87200734382164535,0.4894927908775768) (-0.57239891873380022,0.81997529098892719) (0.079496803553764595,-0.99683512088245296) (0.98342482588074964,-0.18131633087346721) (0.41913873467433793,0.90792219991340395) (-0.96434397184080456,-0.26465204320825081) (-0.16607894221765651,0.98611246060064772) (-0.67334391936027815,0.7393294030812918) (0.9767070155416151,0.21457727230951323) (0.87883002732316995,-0.47713497364494006) (-0.31785033634868587,-0.94814089864483075) (-0.71100801195837193,0.70318390690558585) (-0.85152362601904419,0.52431623504463287) (0.57088630317521694,-0.8210291278919003) (0.43181384055539385,-0.90196275261498482) (0.6916118309981365,-0.7222693924176804) (0.11394519302192996,-0.99348703715106168) (-0.91056300892364539,0.41337030224717158) (0.47644073755431443,0.87920658755419967)
 (1,0) (-0.31121122399975976,-0.95034076733378736) (0.58973981104099904,-0.8075933105674703) (-0.97184472529571564,0.23562221863588156) (-0.25034697615979074,-0.96815618137139881) (0.19881330747478876,-0.98003738131304696) (0.92148136789483581,-0.38842256451275159) (-0.7931337570340361,-0.60904748866822767) (0.10782998507065811,0.99416934891378617) (0.10078248472916806,-0.99490848361636519) (0.76596254119712948,-0.64288520396944626) (-0.99084045290808476,-0.13503776094448888) (0.2720571641586581,-0.96228109169303988) (-0.8428393923989862,-0.53816517782229956) (0.92783136952403988,0.37299993261010711) (-0.99906818147408716,0.043159804981720229) (0.40931182523387943,0.91239455814012249) (-0.99869999481100291,0.050973722293978285) (-0.29460954352360824,-0.95561771481320423) (-0.9668903358862394,0.25519223806729741) (-0.23192023497151854,0.97273480692877201) (-0.31258251394684888,-0.949890610530848) (0.98948259265097716,0.14465199217674202) (0.99474924690613653,-0.10234224826373017) (-0.47079796055804757,-0.8822410556839797) (0.26325327210157634,0.96472675651078144) (-0.28856583400020197,-0.95746005631972375) (-0.85620490634752322,-0.51663638891044927) (-0.72985596720159185,0.68360095607030047) (0.70176354328130097,0.71240994470969676) (-0.98321366484793082,0.18245791091728697) (0.33001977944078487,0.94397401721543994) (-0.20034075841122967,0.97972627836514281) (-0.99760231055482107,0.069207152633830593) (0.26845053118650275,0.96329347153693712) (0.41913873467433782,0.90792219991340384) (0.91102992389729154,-0.41234024514191586) (0.98638994651657608,-0.16442284941888827) (0.7352017053223352,-0.67784839934245589) (0.5382101422153015,0.84281068029337747) (0.99890959105621713,-0.046686495862309829) (-0.65138456787184573,0.7587477477649659) (-0.78184370885181642,0.62347447015001056) (0.97217039577101627,0.23427488466847149) (-0.89661968287884919,0.44280147275526494) (0.99646448310918012,-0.084015081395868108) (-0.28933260249060033,-0.9572286274114542) (0.54383109734163437,0.83919469586276207) (-0.8331255453711881,0.55308392279107166)
 (0.99999999999999989,0) (-0.97434416088940312,0.22506322698460804) (0.99962651689471482,0.027328130578946938) (0.88679889845600957,-0.46215550813249923) (0.99708770723052209,-0.07626338629893048) (-0.47500061164011642,-0.87998546518764464) (0.14075951557895378,-0.99004381659297169) (0.97877681048586296,0.20492914691453998) (0.99612116347715762,0.087992202341535597) (0.55802057903209079,0.82982711053368841) (0.10412008266324872,0.99456473313012594) (-0.95363467461317053,0.3009666216965462) (-0.76980655807867548,0.63827726196306134) (-0.03146562332574214,-0.99950483468001383) (0.30676332026065423,-0.95178582955550406) (0.85622021779978796,0.51661101288192057) (-0.60415705043782586,-0.7968652699209986) (0.28863704930736822,-0.95743859007621768) (0.15989913738471698,-0.98713335768964039) (0.99534505280857655,-0.096375442149399859) (0.007874740361560259,0.99996899375142534) (-0.36797376764567269,-0.92983617176610611) (0.73136725829181082,0.68198382202125529) (-0.7842718661520599,0.62041731114014353) (-0.82722657530099797,-0.56186848382498022) (-0.45436200583019942,-0.89081713480262437) (-0.099658676847080477,0.99502168224068799) (-0.9597200816619269,0.28095794143398822) (-0.48914588837886902,0.87220198342015176) (-0.51109499187642915,0.85952423425918156) (-0.99973922818050776,0.022835841062733092) (-0.58828581814480085,0.80865307528612163) (0.79329887567968571,-0.60883240209876055) (0.1418417993111539,-0.9898893392537238) (-0.99760231055482085,0.069207152633830676) (0.98342482588074953,-0.1813163308734671) (-0.50975048013694246,0.8603222930972767) (-0.78531786764432565,0.61909276102904798) (-0.011527996672243107,0.99993355043859) (0.1304794673980737,-0.99145101169322292) (0.99960341131049224,-0.028160612500918322) (-0.87988735023009013,0.47518233437815316) (0.61724979499103472,0.78676724041073609) (0.20323925277700439,-0.97912910595622948) (-0.73821650926547722,0.67456384831081262) (-0.62170518702636091,0.78325133924208368) (-0.86836839336205995,-0.49591968443468243) (0.62687620962976232,-0.77911887270186364) (0.79883198688480639,-0.60155420099079349)
 (1,0) (0.98598396372539432,-0.16684011291161649) (-0.17526490073105572,0.98452131240097229) (-0.85442620598410435,-0.51957276538287633) (0.9665134889738638,-0.25661581329210553) (-0.96667738743818077,0.25599771212980277) (0.47459087558530244,0.88020651032083197) (-0.72147001468462391,0.69244567867159679) (0.95504710689737915,-0.29645408347153268) (-0.94392652543313982,0.33015559147729218) (0.6727190788212829,0.73989799363820774) (-0.34066846718898658,0.94018349031617554) (0.47658342552656002,-0.87912925017506405) (0.58988867027463643,-0.80748458603345552) (-0.97399480671454597,0.22657033453895456) (-0.50710486603503313,0.8618843628025693) (-0.0032623262470733959,-0.99999467859957047) (0.124852339479826,-0.99217533396391921) (-0.84524586576322125,-0.53437760657626954) (-0.91206912486972258,-0.41003647576694896) (-0.2114227378864843,0.97739471346257178) (0.5306532632557549,0.84758900075214449) (-0.73104967577150559,-0.6823242422443867) (0.9999895104049058,-0.004580292584236114) (-0.99601773997724086,-0.089155267094150586) (0.78097815771624257,0.62455833768363334) (0.046038410596853013,0.99893967022524244) (-0.98606379402277489,-0.16636764744808441) (-0.2543888468735731,-0.96710201870657586) (0.28484161433323929,-0.95857459529451017) (0.21815350700924172,0.97591446724575681) (0.75059973849250183,-0.66075716611701463) (-0.93230639252395187,-0.36166944916453103) (0.79329887567968571,-0.60883240209876066) (-0.20034075841122956,0.9797262783651427) (0.079496803553764608,-0.99683512088245263) (-0.66414228885379567,-0.74760619323012623) (-0.34450655423261661,0.93878391235191605) (0.4182354764519951,0.90833864072655912) (-0.58444786318686848,-0.81143126339592353) (0.74491816406973621,0.66715585048695603) (0.91420756948093818,-0.40524624600822123) (-0.23735400701444653,-0.97142322154362093) (0.96323939278362258,0.26864450895158504) (-0.65395260035847924,-0.75653552228853282) (0.43374850597344816,-0.90103398025035786) (-0.97193233435155901,0.23526057349655952) (0.021450266090247114,0.99976991657313741) (0.78600787937779182,0.61821647790723522)
 (0.99999999999999989,0) (0.091128872995899099,-0.99583910774105322) (-0.8802354290376635,-0.47453723717626173) (-0.57836473638424679,-0.81577829813447511) (-0.8553030803670898,0.51812801575920087) (0.18215908024421665,0.98326907277946107) (0.00046535605940586922,-0.99999989172186299) (-0.90935109978245032,-0.41602953900468176) (0.84861567644676328,0.5290098616177219) (0.44991733429769459,0.89307020569407436) (0.22161272991014527,0.97513475886247303) (0.99963386772119656,-0.027057910206826491) (-0.98693590437148182,0.16111337828512265) (0.87370613656278107,0.48645409540113715) (-0.63862972672145046,0.76951417930255495) (0.24774919612945079,-0.96882420274124559) (0.2421210889965533,-0.97024604006567439) (-0.51524421783971475,-0.85704340379162891) (-0.60918042208115719,0.7930316597419188) (0.46730504474528134,0.88409614587759089) (-0.54791282604386227,-0.83653543562519128) (0.99683466978209379,-0.079502459838818429) (0.736089301189504,-0.6768844367204403) (-0.25201772442083153,0.96772261861431441) (0.84834296214918181,-0.52944708760361592) (0.41330113263025126,-0.91059440683904402) (-0.97766465917338219,0.21017091664498755) (-0.27649520717197146,0.96101529665813745) (-0.89887509115271824,-0.43820494121494286) (0.97576518180026561,-0.21882026868252921) (-0.97830945445737294,0.20714876615446451) (-0.78997274897960756,0.6131419540935048) (0.75059973849250172,-0.66075716611701441) (-0.58828581814480085,0.80865307528612163) (0.33001977944078481,0.94397401721543972) (-0.57239891873380011,0.81997529098892696) (0.20411629475753679,0.97894664727678271) (-0.79569140172280828,0.60570223148374813) (0.7490835589415511,-0.66247552537694487) (-0.69069249814217637,0.72314858294137641) (0.23207619629511,-0.97269760928728155) (0.56479085078793567,-0.82523408489121353) (0.99528354033592348,0.097008630216026556) (-0.81715975379271988,0.57641125664010229) (-0.37703913928443655,-0.92619732640925401) (0.67066484058121678,-0.74176052173742091) (-0.19952801246523674,-0.97989212275723114) (0.86833908075623789,-0.49597100805532174) (-0.22443364177850411,0.9744893742047871)
 (1,0) (-0.86211608873813872,-0.50671081450750033) (0.3684757419620901,0.92963736348400206) (0.14117723160052659,-0.9899843378951062) (-0.29854876808772668,0.95439438026074952) (-0.9996020187907646,0.028209998749165632) (-0.4936423052856258,0.86966503576508902) (0.97872430933770915,-0.20517974147421109) (0.8134744917855542,0.58160059423476729) (0.67351087134809273,0.73917731714111212) (0.086329793392037002,-0.99626661430205954) (0.8000977533665411,-0.5998696400534147) (0.99535731833440388,-0.096248682267053742) (-0.95837145647176758,-0.28552434470668653) (-0.8467955375080658,0.53191852539315254) (-0.99916203357197397,-0.040929581824364514) (0.91981206042323516,0.39235924036520659) (-0.98926893495919965,-0.14610603794741261) (0.90952150645432717,0.41565686485014469) (0.045109880757173093,-0.99898203119879692) (0.86667165712694805,0.49887898205158876) (0.41902771484282308,0.9079734435508573) (-0.98448661868039167,-0.17545967525117839) (-0.69700468381949532,0.71706657343212299) (0.99000470495327564,0.14103433684878758) (0.97612309092522775,0.2172181193238234) (0.99979740755657109,-0.020128185292270617) (-0.5265692075066507,0.85013226600677716) (0.53464319226729162,0.84507789993718307) (-0.59757671356043507,-0.80181174312322778) (-0.96160724167494249,0.27442943129028491) (-0.97830945445737316,0.20714876615446448) (0.21815350700924169,0.9759144672457567) (-0.99973922818050776,0.022835841062733064) (-0.98321366484793071,0.1824579109172868) (0.87200734382164513,0.48949279087757669) (-0.72180013057779058,-0.69210156154850866) (0.3052935688274736,-0.95225828262745238) (0.28060673345558051,-0.95982282799451479) (0.78946640847006389,-0.61379376821321596) (-0.47077652313099827,0.88225249518983462) (-0.51766282471108394,0.85558471229454602) (-0.01609647138754533,-0.99987044341197984) (-0.98681260328389531,-0.16186687740257916) (0.67280446575016495,-0.73982035040044369) (-0.069326271714693632,-0.99759403970259375) (-0.86497819289658329,-0.5018094516979148) (0.99910834023461947,-0.042219953500967244) (0.16816787984096121,-0.98575837008355949)
 (0.99999999999999989,0) (0.83163199588022374,0.55532713190359739) (-0.99279283246548522,-0.11984319674123552) (0.78210126752450437,-0.62315135186932191) (0.89963633003628274,-0.43663998176855934) (0.76883023727649891,-0.63945294295152189) (0.74608592853629974,0.66584967315462984) (0.93356890580044516,0.35839796054464301) (0.99910278378363826,0.042351238893142268) (-0.57964722701177063,-0.81486753047201788) (0.12809417292884015,0.99176200918449986) (0.96214179474222172,-0.27254938416774249) (-0.79287499414620655,0.60938431523764458) (-0.91617543225031106,-0.40077746610925508) (-0.75052065696170644,0.66084698945653697) (0.91489542125738066,0.40369093148382718) (-0.24853821782538338,0.96862209053902015) (-0.35476776383737235,0.93495445543717792) (-0.92229587942663327,0.38648455440373358) (0.99234093182410221,-0.1235292476560641) (0.44371084571960973,0.89617000920070311) (0.74704616336332663,0.66477216383068616) (0.11874324746722099,0.99292499272650925) (-0.98425269503676538,-0.17676716978235557) (-0.75486751940411534,-0.65587729656443916) (-0.56049788080159391,-0.82815585828811289) (-0.16903571620657715,-0.98560992621144461) (-0.71983956342407296,0.69414047780650234) (-0.23019665551176732,-0.97314413104698749) (-0.029969750489712371,-0.99955080614022995) (-0.59757671356043507,-0.80181174312322778) (0.97576518180026572,-0.2188202686825293) (0.28484161433323929,-0.95857459529451039) (-0.51109499187642926,0.85952423425918156) (0.70176354328130097,0.71240994470969665) (0.66069017067111235,-0.75065870965344539) (0.66228705203320992,-0.74925019900508527) (-0.2310931780498274,-0.97293162301306169) (-0.2648846540325448,-0.96428010456405155) (-0.39409113935515566,0.91907136495582065) (-0.64042745619432784,0.7680186673203081) (-0.7561876155446009,0.65435486557140421) (-0.014768374236051734,-0.99989094161434589) (0.10651218839403584,-0.99431139675833569) (-0.9999988749448433,-0.0015000363485667967) (-0.89685157524263004,0.44233160862051646) (0.97558960852309251,-0.21960172071675357) (-0.6755601468106428,0.73730488133551841) (-0.64657188052988868,0.76285306796790364)
 (0.99999999999999989,1.7347234759768071e-18) (-0.99850733115039125,-0.054617850918201323) (-0.93709324075371603,0.34907915740372847) (-0.65136045689019406,-0.75876844636542284) (-0.97375946998626883,0.22757964454682553) (0.91626828711545572,-0.40056513331355803) (0.89109139448985142,-0.45382389389071592) (-0.044784184450401249,0.9989966850911528) (-0.99668467491973112,-0.081361285511904677) (0.98723658389553925,-0.15926056454209006) (0.51576963203213333,0.85672731173544248) (0.51906688457493055,-0.85473362478474779) (0.68068529461390992,-0.73257595489913152) (-0.77717524686029726,0.62928422486793356) (0.42372167499598618,-0.90579243877314164) (-0.96115325105148652,0.27601526768126017) (-0.091537794240804521,0.99580160284342178) (0.94813820598440202,-0.31785836838548026) (-0.65553691762761157,-0.75516312782556383) (0.087246632996995824,-0.99618674204723667) (0.39675508501114554,-0.91792450807122394) (-0.70962264388737994,-0.70458193510924172) (-0.87448284744594262,-0.4850564395231089) (-0.60662398538196249,-0.79498889323015365) (0.40069738232606783,0.91621046042764442) (-0.52716425599055616,-0.84976340660558136) (0.052858719096962811,-0.99860200070670191) (-0.99283993670180837,-0.11945233396609928) (0.49460451583123105,0.86911815820367766) (-0.23019665551176724,-0.97314413104698727) (0.53464319226729162,0.84507789993718307) (-0.89887509115271824,-0.4382049412149428) (-0.25438884687357305,-0.96710201870657586) (-0.48914588837886902,0.87220198342015154) (-0.72985596720159163,0.68360095607030047) (0.91840844077073325,-0.39563358795869424) (0.9210665672223568,0.38940516014200799) (-0.69105997866492752,0.72279741690713717) (0.97475996801652265,0.22325546970326768) (-0.6299920428762894,-0.77660158763201081) (0.33717724999209836,0.94144118355198636) (0.50401393595617772,-0.86369552063326183) (0.23335838347247051,0.97239079842577447) (0.41329386379249961,0.91059770598847112) (0.55509632363341521,0.83178607315142372) (-0.98754320939109419,0.15734805237287633) (0.9104341076796103,0.41365412553682152) (0.51369222491184718,0.85797453229400478) (0.57929936670974769,0.81511486535928468)
 (0.99999999999999989,0) (-0.19396312405104565,-0.98100882081067886) (0.90886092173597754,0.41709929865827955) (0.13444628072333081,-0.99092088362273567) (-0.86977643968716345,0.49344598991695243) (-0.42567701715920275,-0.90487517208863855) (0.42525569883891606,0.90507325151339268) (-0.1653038181546439,0.98624269209130055) (0.88226402637710699,-0.47075491262530117) (-0.36226763453742755,-0.93207411774314208) (-0.32725494221820883,-0.94493608397275031) (0.99309951231138271,-0.11727471443961437) (0.96887692167360095,-0.24754294707845337) (0.88997580465680737,0.45600774897524232) (0.61745556124422385,-0.78660576522714365) (0.80802420894229554,0.58914928308806158) (0.65744555181437381,-0.75350205467503062) (0.66896837241852114,0.7432908695145628) (-0.99679546834471611,0.079992463941530367) (0.46227956219281729,0.88673423661140816) (0.36099715821436068,-0.93256691543350112) (-0.98539915737801032,0.17026009702424927) (-0.30622722074352249,0.95195844934308838) (0.27270232902424651,0.9620984563675129) (-0.99686808482097866,-0.079082371394348261) (-0.93521476482775612,0.35408098458991455) (0.9876639928819857,-0.1565881131006214) (0.092495006520673537,-0.9957131483357744) (-0.99283993670180826,-0.11945233396609915) (-0.71983956342407296,0.69414047780650234) (-0.52656920750665059,0.85013226600677716) (-0.2764952071719714,0.96101529665813734) (-0.98606379402277478,-0.16636764744808438) (-0.95972008166192668,0.28095794143398822) (-0.85620490634752289,-0.51663638891044905) (-0.80719116764537135,0.59029011416023347) (-0.55838781187933895,0.82958004529075036) (0.1881004006026929,-0.98214980491425341) (0.82571196437331396,-0.56409197112772513) (0.42426597113599507,0.90553762248513514) (-0.10936855887288996,-0.99400126676481992) (0.72443825243993276,-0.689339697392929) (0.68615747239518976,-0.72745303839921094) (0.62421118259769781,-0.78125565567231803) (0.19836466795719068,-0.9801282867595611) (-0.54212793918783331,0.84029595830989945) (-0.45894793995514194,0.88846316097569944) (-0.99001150511635538,0.14098659417564888) (0.54645447034369954,0.83748881296491717)
 (0.99999999999999989,0) (-0.23278894271704925,-0.97252727887122992) (-0.14019852993314377,0.9901234126130869) (-0.77198002869739402,0.63564678500907335) (-0.95868896465671871,-0.28445644490049488) (-0.69319306077732834,-0.72075195489860422) (0.874416328806914,-0.48517634311231495) (-0.98752355191008823,-0.15747137651930027) (0.91766868539700996,-0.39734642799668318) (0.83163265148124221,0.55532615010485409) (-0.83431946758623932,0.55128125853017607) (-0.99868857296664892,-0.051197013837113892) (0.81526785072033081,0.57908404535253133) (0.53548419005672465,0.84454525171792461) (-0.97821821577284007,-0.20757919532121122) (0.6835250004878648,0.72992710163965302) (-0.99986330492003705,-0.01653394914655365) (-0.14627976371844964,-0.98924326165330778) (-0.50481894100044977,-0.86322525264683048) (0.99345122024352128,0.1142570479080349) (0.23607921419782105,0.97173381366696243) (-0.96904099102449226,0.24689989411554894) (0.62991531801604206,0.77666382182302585) (0.8721849069272769,-0.48917633643529568) (0.91510529382276418,0.40321495658959816) (0.089647155715678994,-0.99597358773819311) (-0.003650435509695793,-0.99999333713809802) (0.98766399288198581,-0.15658811310062137) (0.052858719096962825,-0.9986020007067018) (-0.16903571620657704,-0.98560992621144439) (0.99979740755657087,-0.020128185292270617) (-0.97766465917338219,0.21017091664498755) (0.046038410596852958,0.99893967022524222) (-0.099658676847080491,0.9950216822406881) (-0.28856583400020186,-0.95746005631972353) (-0.81129028804951631,-0.58464353970306793) (0.32218487657850137,-0.94667676917947841) (0.94210623435595742,0.33531454365660618) (-0.35039450686692764,0.93660220454442777) (0.96419244370865342,0.2652035661433233) (-0.093921384073143627,0.99557961691357688) (-0.84405702511485092,0.53625342735899362) (0.84062104080570688,-0.54162373078986226) (-0.998471083978967,-0.055276527187105406) (-0.95213159299446748,0.30568845189476412) (0.96905944687430579,-0.24682744665791198) (0.39195675193276913,0.91998364366673036) (-0.13048213679318349,-0.9914506603850165) (-0.97593146497258343,0.21807745338862397)
