# Created by Octave 5.2.0, Fri Sep 17 21:15:58 2021 CEST <ania@ania-bania>
# name: F_norm
# type: scalar
2.6935487152222781e-13


# name: H
# type: complex matrix
# rows: 45
# columns: 45
 (1,0) (0.77575296147770278,-0.6310367206102776) (-0.83048870267845698,-0.55703546989707364) (-0.6407906917233861,-0.76771563055643477) (0.60733550788644441,0.79444545493086871) (-0.014527130348896133,0.99989447567422141) (0.81343976874455959,0.58164915767565317) (0.66669644948319495,0.74532935286791269) (-0.99718223685994278,-0.075017241291580328) (0.40392817288185673,-0.91479070346846303) (-0.68940474726783141,-0.72437634862312883) (-0.97396379965732716,-0.22670358831977427) (-0.032509592499047335,0.99947142350121554) (0.70902203574906275,-0.70518632489736732) (0.75398343302042203,0.65689343331375916) (-0.21627173230627594,0.97633321043854782) (-0.96793292683829302,0.25120877600564911) (-0.1951079867862211,0.98078176649661863) (0.1085787562768058,0.99408785008437894) (0.23577432212845056,0.97180783544117877) (0.24522957042982918,-0.96946503690788277) (-0.24727085042680685,-0.9689464002354331) (-0.84341821115826887,-0.53725759286080366) (0.7064891875377991,0.70772383589376187) (-0.94541207817236717,-0.32587728126674698) (-0.26734571454771544,0.96360067917834713) (0.90263077278577553,-0.43041571534988499) (0.84498109188751402,0.53479618019632902) (0.77317315063598913,-0.63419498510759098) (-0.3555174594127552,0.93466964006150333) (0.96788419255119806,0.25139647931010367) (-0.26586436249699863,-0.96401044639260203) (-0.93248818070975448,0.36120048842244479) (-0.36812673209312197,-0.92977562299645122) (-0.34178908399042424,0.9397766873385327) (0.96108107777889518,-0.2762664690753428) (-0.81715333306208771,0.576420358996384) (0.42277797887848861,-0.90623329257725926) (-0.5656985154054891,-0.82461214499182967) (-0.50215459758009962,-0.86477786750654517) (-0.068045300657411767,-0.99768223250614307) (0.0088008091417670076,0.99996127212930108) (0.17788164514663907,-0.98405188903833951) (-0.65671801084968506,0.75413623054832279) (0.64974109310626937,-0.76015558402807881)
 (0.99999999999999989,0) (-0.99967605840907225,0.025451488044906462) (0.92480998432020611,-0.38042935336493111) (-0.35950394285028586,0.93314356616498062) (-0.63337457403968078,0.77384536501813606) (-0.85974619367080485,-0.51072153123650765) (-0.81206527819380825,-0.58356660626873691) (0.96352808674829193,0.26760722345851495) (0.21228575387308257,0.97720763336280536) (-0.40528659680595402,0.91418968187649485) (0.10270413226128955,-0.9947119488658287) (0.97941823594241817,0.20184132159555485) (-0.31944496022013469,0.94760483187347466) (-0.84456997956238911,-0.535445188251781) (0.50322681285468929,-0.86415436978824001) (-0.16334074531529269,-0.9865697141712001) (0.34726901153263329,-0.9377655536588807) (0.15287640233084843,0.98824531651325109) (-0.39591213582642681,0.91828839734876111) (0.99457720835118035,0.10400084917140456) (-0.065118715680987399,-0.99787752398180529) (0.75572101759470267,0.65489368875079801) (-0.61598369245369378,0.78775890387295067) (-0.9684142601871133,0.24934678796055273) (-0.99746934511716723,-0.071097858979920159) (0.81957374989025089,-0.57297370663131841) (-0.95285376985579306,0.30342988196880472) (0.61683653183760601,-0.78709128631344449) (0.88870957793155081,-0.45847059457802075) (0.83840279014572672,0.54505115491654532) (-0.91022334679041883,-0.4141176873277076) (0.98062194685042348,0.19590966631405238) (0.85567543971368865,0.51751284222788618) (-0.93064856983957045,-0.36591425150649948) (-0.35815712035527336,-0.93366132892972342) (-0.34178908399042424,0.93977668733853248) (-0.92957891633546375,-0.36862316571884596) (-0.024614851709861663,-0.99969700863576683) (-0.99747887099036503,0.070964089001313596) (0.67231271672057147,-0.74026725642554547) (0.99998945538529627,-0.0045922889955046509) (0.065691379159354718,0.99783998852728895) (0.54712091728939782,0.83705358362795812) (-0.99393765532804212,0.10994515596875336) (0.65783751279481428,-0.75315988127351208)
 (1,0) (-0.99934650177184925,0.036146499088667738) (-0.96729043397339809,-0.25367147325538075) (-0.58431547476602042,-0.81152660212032479) (0.98597565461421377,0.16688921028057133) (0.28895584988506712,-0.95734242401410319) (0.90607344969410841,-0.42312043647100955) (-0.96572663886894416,-0.2595612817407314) (0.71367692718695708,0.70047501283127989) (0.99309414703265397,0.11732013948800696) (-0.093533934752944026,0.99561609220102054) (0.49227927050924897,0.87043731527714374) (0.28498360631290753,-0.95853239075833485) (-0.66226172414176054,-0.74927258640416239) (-0.95722183577190101,-0.28935507101392099) (-0.9344309650773952,0.35614431275050229) (0.038103749912491935,0.99927378842968073) (-0.90286542543558146,-0.42992327635640437) (-0.046498239012189913,0.99891837192473609) (0.82002404812011853,0.57232906662574246) (-0.96474079144813152,-0.26320183380066814) (0.92474911423577666,0.38057729270168805) (0.046025909161769463,-0.99894024630396816) (0.1654890987316075,0.98621161938044555) (0.5588324399340443,-0.82928059429686551) (0.63590835695408965,-0.77176457651018804) (0.93195114488466202,0.36258387105353673) (-0.7108318015047822,0.7033620333579752) (-0.37697021981424589,-0.92622537936141547) (0.71341033631439055,0.7007465248146354) (-0.58854310333323601,0.80846584066297111) (-0.93613076697927655,-0.35165208248322805) (-0.84121534859649294,0.54070022867174794) (0.28919401338089834,0.95727050650516166) (-0.93064856983957056,-0.36591425150649964) (-0.36812673209312174,-0.92977562299645111) (0.83906075867746421,-0.54403772226528291) (0.81720876475072179,-0.57634176910458157) (-0.85624001015899576,0.51657820802171139) (-0.30878146232542314,-0.95113301305557318) (0.31710155496359471,0.94839158781574551) (-0.99991636680298035,0.012932880557997739) (0.60244330090006804,0.79816168111519159) (0.63821248931349772,-0.76986025906281796) (0.99288236099788696,-0.11909919067424685)
 (1,0) (-0.71817222124334501,0.69586540410800646) (-0.88341485309998191,0.46859171708678055) (0.65241873945818407,0.75785868630226449) (-0.013227353132094909,0.99991251473772391) (-0.5746938523352394,0.81836848429548092) (0.98761430691673513,0.15690118155506749) (0.039883512062687469,-0.99920433619232529) (-0.99941345430451956,-0.034245399035585211) (0.36543252211790811,-0.93083783323334301) (0.5901914636213802,-0.80726330045930661) (-0.95128918943437235,-0.30829998064432979) (0.39711562785602111,-0.91776858636179026) (0.99701084459651934,0.077261735399452136) (-0.98754574285593533,0.15733215109162726) (0.9714775006089712,0.23713174779127741) (0.5639416101832877,-0.82581466462147612) (0.77641927053994886,-0.63021672171897569) (-0.99603599726652658,0.088951066037878807) (0.88482759935617494,-0.46591857595248209) (-0.99927718351464123,-0.038014609126580251) (-0.011544702642927666,-0.99993335769984559) (-0.84738935812738247,-0.53097201030982966) (-0.99857025028255453,-0.053455170476175595) (-0.99850209273447099,0.05471353401931308) (0.88813077813778463,0.4595908190166258) (0.80571621243429092,-0.59230176854416039) (0.6717283435030954,-0.74079756515163242) (0.83823033870955588,0.54531632954356168) (0.13233471595677715,-0.99120508622213921) (-0.095632648249282109,0.9954166949518326) (0.17100751953813448,0.98526972360943599) (0.41524082915173172,-0.90971152229999974) (-0.84121534859649294,0.54070022867174794) (0.85567543971368876,0.51751284222788629) (-0.93248818070975426,0.36120048842244473) (0.44728619386867052,0.89439088813251966) (0.66663701999819491,0.74538250822508945) (-0.95675820920088284,0.29088439134253918) (-0.99866959053826354,-0.051565966820532994) (0.85945923841730387,-0.5112042815735689) (-0.87453808926835241,-0.48495683356239011) (-0.24117191129361029,0.970482410558268) (-0.10871828928138445,-0.99407259975100848) (0.050488891364967016,0.99872462263065087)
 (1,0) (0.74363868625781337,0.66858171101276165) (0.96084559395082292,0.27708436366076133) (0.046965259816436594,-0.99889652335483392) (-0.98988111116926192,0.14189920982974802) (-0.37918166639602147,0.92532224866212753) (-0.39656683717244195,0.91800585164531756) (-0.8443419242619592,-0.53580473582603871) (-0.96708212532133286,0.25446446290979846) (0.9062007360716029,-0.42284775740600089) (-0.73041561467169425,0.68300295009887779) (0.70481220522454247,-0.70939393524791028) (0.91981609146781218,-0.39234979020878397) (0.12750116975313472,-0.991838420163074) (-0.83956661761104268,-0.54325674831809667) (-0.2773179814766204,-0.96077819352321492) (0.42319317751225671,0.90603947734471213) (0.11319732262589804,0.9935725268697434) (-0.9592062660567876,-0.28270716148940023) (0.77180048570703463,-0.63586477356619164) (0.90220902718816076,0.43129905084545839) (-0.95271933005433795,0.30385173710349789) (0.99605014681535642,0.088792482953834628) (0.87838986231842087,0.47794481875654293) (-0.99538388250119791,-0.095973571658252071) (-0.97156196685089924,0.23678543994260265) (0.61023798758494241,-0.79221815083238178) (-0.9436568125675513,0.33092570177435288) (-0.43834233229017411,0.89880809949755647) (0.85582377335622251,-0.51726750232188001) (-0.57843798517032319,-0.81572636178567659) (0.71497991779976267,-0.699144990072191) (0.17100751953813453,0.98526972360943588) (-0.93613076697927655,-0.35165208248322788) (0.9806219468504237,0.19590966631405238) (-0.26586436249699863,-0.96401044639260192) (-0.50135360582959887,-0.86524248735349218) (0.63425693821775941,0.77312232946839166) (-0.88724135880915156,0.46130550746602761) (-0.22838195293192873,0.9735716119397676) (-0.97134816044495009,0.2376610005874143) (0.97512147607884703,0.22167116837741885) (0.76872691412446081,0.63957715054611164) (-0.75684355188766683,-0.65359608166363747) (0.60542997469137216,-0.7958985775494275)
 (1,0) (-0.99950443370266073,-0.031478357783150779) (0.46968172861916552,0.8828358136150305) (0.11436966316659761,-0.99343826186993589) (-0.99635205402508498,0.085338059738869543) (0.89269225592343704,-0.45066676848235221) (-0.49371851219253171,-0.86962177451947065) (-0.11461358495575413,0.99341015001035227) (-0.41918167800314166,-0.907902374061479) (-0.14137321458513721,0.98995636984559354) (0.76960816597145854,-0.6385164609233247) (0.26574467671812146,-0.96404344652924301) (-0.59337735992148355,-0.8049244118130664) (-0.18519708758932985,0.98270139856847183) (-0.075921522821474352,-0.9971137960997577) (0.24693683230538149,0.96903157887190849) (0.087289351284731476,0.99618299983100078) (0.96117188560537792,-0.27595036930905203) (-0.15358046104883014,0.98813614546985828) (-0.52824771753626365,0.84909030669165453) (-0.89634521046242743,0.4433568130536254) (-0.82440795778676934,0.5659960416273685) (0.78894783988591055,0.61446017441275724) (0.78174289233730032,-0.62360087418164667) (-0.98724926035401084,0.15918196484042707) (0.70454834076443884,-0.70965599802022206) (-0.68967901376402685,-0.72411522423815955) (0.24950869575913709,-0.9683725578208906) (-0.24731648611938131,0.96893475306315702) (-0.97940320377851176,-0.20191425018652748) (0.41069084011920742,0.91177466176801636) (-0.57843798517032319,-0.8157263617856767) (-0.095632648249282137,0.99541669495183283) (-0.58854310333323612,0.80846584066297134) (-0.91022334679041916,-0.41411768732770771) (0.96788419255119795,0.25139647931010373) (-0.4307033809340054,0.90249354438246099) (0.99262804405764604,0.12120052042088034) (0.41973629664876355,-0.90764609913533012) (-0.60893396346055217,-0.79322092013777756) (-0.69033136976454523,-0.72349333094300716) (0.9837252923421137,-0.17967901715677032) (0.9583427145411666,-0.28562080016320379) (0.44563606708751136,-0.89521421777738586) (0.71738878066051714,0.69667304912879779)
 (1,0) (0.088842562557409521,0.99604568122061099) (-0.25766644804221139,0.96623392693141885) (-0.70008140661172846,-0.7140630393155375) (0.1378075060500385,0.99045903058948781) (-0.50641118591376721,-0.86229212612745809) (0.99699307662852354,0.077490677857340096) (-0.59806482105245751,0.80144773367917854) (0.84340081058194449,0.53728490832119735) (0.15323873371852192,0.98818919771891034) (0.97261239746857564,-0.23243305335177489) (0.97848099467448524,0.20633696484350239) (-0.29735635714346315,0.95476656668861692) (-0.16546985575742384,-0.98621484821291205) (0.99049106295709333,-0.13757708458215845) (0.85224789778251386,0.52313814688405769) (-0.98448876503495164,0.17544763184481921) (-0.050434154776058948,-0.99872738824567331) (-0.13200415002435811,-0.99124916361949389) (0.29902198980482686,-0.9542462206438973) (-0.78637324906222605,-0.6177516597786834) (-0.9984008877696402,0.056530233510871442) (0.24580505777516348,-0.96931928360687669) (-0.21919754326693031,-0.975680499459604) (0.99294719995249969,0.11855740426684197) (-0.91896066093837536,-0.39434921535068856) (0.13890267870141937,-0.99030603646023008) (-0.281271789405873,0.95962814698424603) (-0.65857501760691695,0.75251508036985371) (0.12068033810220141,0.99269142032936775) (-0.97940320377851164,-0.20191425018652742) (0.85582377335622262,-0.5172675023218799) (0.13233471595677737,-0.99120508622213932) (0.71341033631439066,0.7007465248146354) (0.83840279014572683,0.54505115491654543) (-0.35551745941275525,0.9346696400615031) (-0.74999322872821961,0.66144550558743609) (-0.82572727284391512,0.56406956209473813) (-0.90064764745423609,0.43455012959973854) (0.13702895648485103,-0.99056704219586855) (-0.1954589458628932,-0.98071188454212477) (0.67995623545944894,-0.73325269713776953) (-0.72723546483078072,-0.68638806712555644) (-0.80080335750053966,0.59892736004949998) (0.92111375834559817,0.38929351932243417)
 (1,3.4694469519536142e-18) (-0.27820523454078461,0.96052165382884824) (0.87223250017046905,0.48909146961112571) (0.33811196242422886,-0.94110589248268761) (0.61113560955754509,0.79152591033441633) (-0.97741417864205982,0.21133273146738693) (0.3755107089591927,-0.92681805520661009) (0.035094750422541683,-0.99938398951192831) (0.10627742761700883,0.99433651666782785) (-0.34665059092401401,-0.93799433250528286) (0.98732477666237561,-0.15871290240112357) (0.50905881364126937,0.8607317376826199) (-0.81869531134316353,-0.57422816648499542) (-0.90939256556811943,0.41593889177309823) (-0.99285205826228262,0.11935154127344844) (-0.75744688811378091,0.65289678486476543) (-0.83852552035270489,0.54486232363526976) (0.97333032854024004,0.22940808953423247) (-0.89264492346259605,-0.45076051359502933) (-0.37831122120878941,0.92567846464499393) (0.70816722450262903,0.70604474514030813) (-0.1308746976398262,-0.99139891744831099) (0.91851796539413388,-0.39537924483743303) (-0.96549510848346065,0.26042118864353214) (0.80877746614095503,-0.58811479343969542) (0.49327696444254343,0.86987231037109691) (-0.99106062392691874,-0.13341229216824388) (-0.99989641804102192,0.01439281726185068) (0.90129722536334433,-0.43320123678532524) (-0.65857501760691695,0.75251508036985371) (-0.24731648611938128,0.96893475306315702) (-0.43834233229017416,0.89880809949755658) (0.83823033870955599,0.54531632954356168) (-0.37697021981424589,-0.92622537936141547) (0.88870957793155092,-0.45847059457802075) (0.77317315063598924,-0.63419498510759076) (-0.24014452254646859,-0.97073714685847234) (-0.98483798366370956,-0.17347664376854) (0.69709467076265808,-0.71697909313612485) (-0.93074655878419299,0.36566493311689219) (0.82280945537299843,-0.56831734105936682) (0.99362081252541168,0.11277269579263779) (-0.88469249410750217,-0.46617506461612224) (0.71449886248889993,0.69963660246021087) (-0.32715963682342575,-0.94496908522637013)
 (0.99999999999999989,0) (-0.52754705725674289,-0.84952581030816843) (-0.99901904196952607,-0.044282657805163279) (0.97079250050740507,-0.23992065554799125) (-0.36600140269501708,-0.93061429885064584) (0.00097537814603069345,-0.99999952431862249) (0.99095395819115739,-0.13420228293615594) (0.87989537960455788,-0.47516746621643813) (0.99978576610573666,0.020698354822612737) (0.2902904045552952,0.95693859835577866) (0.36498881779870151,-0.93101190265318579) (-0.96262551070536861,-0.27083597644926455) (0.82369414623726489,0.56703434944848163) (0.81739365125271268,0.57607952479823277) (-0.93910379755999518,-0.34363360925321962) (-0.040125460749071085,0.99919464940504643) (0.89346229542930267,0.44913820439392604) (-0.5352179493051441,0.84471400292737853) (0.087979511981119599,0.99612228439663075) (-0.9887197146765162,-0.14977758780934924) (0.99953291479504602,0.030560632213991398) (-0.75185419992052327,-0.65932940330450063) (-0.96841837334998759,-0.24933081269302143) (0.98291259606736314,-0.18407288907417929) (0.99808057889149315,0.061928652816137533) (-0.86267810583890692,0.50575338427557248) (-0.99852934363264612,0.054213927219458814) (-0.75625551379742351,-0.6542763925521029) (-0.99989641804102181,0.014392817261850641) (-0.28127178940587294,0.95962814698424581) (0.24950869575913703,-0.96837255782089027) (-0.94365681256755107,0.33092570177435282) (0.6717283435030954,-0.74079756515163242) (-0.71083180150478198,0.70336203335797509) (0.61683653183760589,-0.78709128631344438) (0.8449810918875138,0.53479618019632891) (-0.53100702709616321,-0.84736741569079321) (0.18202661478811627,0.98329360391938769) (-0.64983431736176445,0.76007589093390393) (-0.008893169274143263,0.99996045498822572) (0.92750761564753659,-0.37380425748755269) (-0.9054150986145747,-0.42452738333440726) (0.83457622567636325,0.5508924791062173) (-0.94464180600095282,0.32810342630831768) (0.24364069266113941,-0.9698655643333246)
 (1,-5.5511151231257827e-17) (-0.90658679748296311,-0.42201940551304584) (0.19675167022613077,-0.98045335445559489) (-0.27861085071477754,0.96040407842948461) (0.029475179694792519,-0.99956551250128611) (0.29136447599535448,0.95661211686239533) (0.4795210944888767,0.87753035271732271) (0.99972790703475578,-0.023326206204740241) (0.88615036562579053,0.46339780912438117) (0.73388940338172115,-0.67926897736023628) (0.14580411213690098,0.98931347958266991) (-0.22588840005782318,0.97415318647495908) (-0.73917131071321895,0.67351746333595686) (-0.99966848801951991,-0.025747117523470919) (0.68640054720633159,0.72722368552932015) (0.068803365864068933,0.99763024054294536) (0.59552998375715327,-0.80333308063729403) (0.85594570890656785,-0.51706570511341399) (-0.9446693122622718,0.3280242223829315) (0.83315119117037251,0.55304528987361312) (0.7078689893297675,0.7063437505529826) (-0.81802950539673525,0.57517625846376252) (-0.50013334063946902,0.8659484058422906) (-0.99437955335625838,0.10587399995753333) (-0.90512785662463158,0.42513946319072726) (-0.91350643402262932,0.4068242802479472) (-0.6036382977846475,-0.79725830534880804) (-0.99852934363264645,0.054213927219458891) (-0.99106062392691907,-0.13341229216824385) (0.1389026787014192,-0.99030603646023008) (-0.68967901376402674,-0.72411522423815955) (0.6102379875849423,-0.79221815083238201) (0.80571621243429103,-0.59230176854416061) (0.93195114488466224,0.36258387105353673) (-0.95285376985579329,0.30342988196880488) (0.90263077278577553,-0.43041571534988499) (0.11179653114181592,-0.99373111837390748) (0.88183290039831519,0.47156201689183458) (0.97379082684401486,-0.22744543423522473) (-0.59276822269516027,-0.8053731024579972) (-0.54742235865766153,-0.83685647589158452) (-0.99677143940590751,-0.080291329448920867) (-0.94622177309000399,-0.32351871063418969) (0.68569487327321921,-0.72788909922241829) (0.99177876923602226,0.12796434227033648)
 (1,0) (-0.52564521070966819,0.85070389234914623) (-0.96546638745625657,0.26052764669448375) (-0.526004427327047,0.85048182957212293) (0.62248405043112798,-0.78263248524378093) (0.97449495867217706,0.22440939267889673) (-0.77824167259111476,0.6279648867911195) (0.96349643827099085,-0.26772114865866331) (0.87789742534659032,-0.4788487345392346) (-0.16705158012143367,-0.98594815765279065) (-0.46245296141425279,-0.88664381714372031) (-0.98484992934597482,0.17340881369534811) (0.78533335472288046,-0.61907311519699071) (-0.93142407735428767,-0.36393569229290201) (-0.33715748441074256,0.94144826236273849) (-0.87155612647768943,-0.49029574585060914) (-0.79805672378193648,-0.60258233099423197) (-0.96804236690882284,0.25078671390160084) (0.24372200944367595,-0.96984513305616771) (0.89707173973086329,0.44188493273276763) (-0.97297732198300224,0.23090069490320969) (-0.25585921207448348,0.96671405472177996) (0.77048696558125607,-0.63745575208745875) (0.96008440781569993,0.27971043932820372) (-0.23989576740764107,-0.97079865099818652) (-0.71892707100743491,-0.69508551025947152) (-0.9135064340226291,0.40682428024794692) (-0.86267810583890714,0.50575338427557248) (0.49327696444254326,0.86987231037109702) (-0.91896066093837525,-0.39434921535068862) (0.70454834076443873,-0.70965599802022183) (-0.97156196685089924,0.23678543994260243) (0.88813077813778463,0.4595908190166258) (0.63590835695408987,-0.77176457651018793) (0.81957374989025111,-0.57297370663131841) (-0.26734571454771555,0.9636006791783468) (-0.71134427430224689,0.70284374039853881) (0.95821125534679807,-0.28606151458508633) (-0.8459476694708955,-0.53326591914049815) (0.99312983554853029,0.11701764714498741) (0.44925572811123576,-0.89340320726939559) (0.99999798830018161,0.002005840369760592) (-0.089067391760438763,0.99602560194253642) (0.81424305265514341,0.58052411767542744) (0.23267313793763844,0.97255499118674571)
 (1,0) (0.60850986440147148,0.793546309251138) (0.9764670305290073,0.21566672967767331) (0.43984387023623495,-0.89807425629265802) (-0.2611311330691935,-0.96530333643989863) (0.94312603821589081,-0.33243537122153355) (0.97881683421221066,0.20473789356829994) (0.99624286323208866,-0.08660344946438514) (-0.37453949024002953,-0.92721096318515217) (-0.70677624117538584,0.70743716675758062) (-0.4451209882281042,0.89547043828304895) (-0.14506869312917448,-0.98942158571247729) (0.76059633950920946,-0.64922508294519243) (0.72223388446957459,-0.69164891102638926) (0.49429089665280185,0.8692965601485888) (-0.91902434465544869,-0.39420077870372533) (0.020363558562607631,-0.99979264124250644) (0.99299224059319535,0.11817956727668996) (0.62218188379026074,0.78287272495802429) (0.16873186257169492,0.98566199001132548) (-0.0018220633513406082,0.99999834004119481) (-0.92282522467098227,0.38521890492413641) (-0.85590089546592085,-0.51713988159939372) (-0.84281157252716365,0.53820874501840787) (0.87252554803170945,0.48856848857858737) (-0.23989576740764135,-0.97079865099818663) (-0.90512785662463169,0.42513946319072737) (0.99808057889149349,0.061928652816137492) (0.80877746614095503,-0.58811479343969575) (0.99294719995249991,0.118557404266842) (-0.98724926035401084,0.15918196484042713) (-0.99538388250119803,-0.095973571658252071) (-0.9985020927344711,0.05471353401931317) (0.5588324399340443,-0.82928059429686574) (-0.99746934511716756,-0.071097858979920103) (-0.94541207817236739,-0.32587728126674687) (-0.95552987952716706,-0.29489430196393634) (-0.68339703130721507,0.73004691465719151) (-0.14392122081939518,0.98958914818113053) (-0.95579094902526629,0.29404704004866439) (0.99994944530535768,0.010055189382010499) (0.98715774447771343,-0.1597485133504305) (-0.93088983268138603,-0.36530004025515939) (-0.73694717307649615,-0.6759503414412642) (0.0078694261511347841,0.9999690355866282)
 (0.99999999999999989,0) (0.77146299077550629,0.63627419707521526) (0.34624003648450258,-0.93814595726635719) (-0.65138791389700079,0.75874487519120182) (0.55604566729961535,0.83115174058490982) (0.06879497264383623,-0.99763081936101716) (0.83316970444404259,-0.55301739899990976) (-0.84111036081866664,-0.5408635326249045) (-0.41372413172194644,-0.91040229724606903) (0.78169471111712963,0.62366126912892905) (0.92729578752615527,-0.3743294303634786) (-0.53923705156241597,0.84215402523663752) (0.78630996708752521,0.61783220671863215) (0.51505137806794155,-0.85715930721792555) (-0.95250487507493176,0.30452333729697623) (-0.77588938100399985,0.6308689788262134) (-0.30869610988059165,-0.95116071814630243) (0.67048880206261285,0.74191964949625178) (-0.50253916539244226,-0.86455444435076911) (-0.96726629646350193,-0.25376349565250733) (-0.65819660263633706,0.75284608804056596) (0.37794487189077319,0.92582810165357754) (-0.3312531016833471,-0.94354193474649595) (0.90499372953218149,0.4254249046628939) (-0.84281157252716343,0.53820874501840776) (0.96008440781569981,0.2797104393282035) (-0.99437955335625805,0.1058739999575332) (0.98291259606736303,-0.18407288907417924) (-0.96549510848346054,0.26042118864353209) (-0.21919754326693017,-0.97568049945960356) (0.78174289233729999,-0.62360087418164623) (0.87838986231842076,0.47794481875654288) (-0.99857025028255442,-0.053455170476175595) (0.16548909873160747,0.98621161938044533) (-0.9684142601871133,0.24934678796055265) (0.70648918753779877,0.70772383589376164) (0.13329324592219538,-0.99107664213799551) (-0.99944274607832573,-0.033379594236814247) (-0.57353088750025705,-0.81918393605048567) (0.80958686756836362,0.58700008846749274) (-0.8064662895578516,0.59128007222194723) (0.74682071971038888,0.66502542253003838) (-0.99988076725601138,0.01544186748837139) (0.7174028938765975,-0.69665851595848804) (-0.11171042218645072,-0.99374080200770842)
 (0.99999999999999978,5.5511151231257827e-17) (-0.70118821754648586,-0.7129762152933159) (-0.22863857303790991,0.97351137790946607) (-0.58194946705929573,-0.81322494906969034) (0.22949475254048057,0.97330989851967631) (-0.15191235623951679,-0.98839396802173884) (0.07410493716354552,0.99725044912899696) (0.99320533224308272,-0.11637511763219285) (0.32943881752931503,-0.94417692489537353) (-0.74193034537179758,-0.67047696650704158) (0.38121668762810668,0.92448571491064857) (-0.98535079666932679,0.17053975343925423) (0.085521076666241147,0.99633636159975936) (-0.90179385206305585,-0.43216645911185037) (0.89096857125977702,-0.45406497886019659) (0.36256355652062422,0.93195904817921882) (0.96291828132998902,0.26979322356297164) (-0.82203736013310835,-0.56943355937755324) (-0.29075308350224549,0.95679812104431661) (-0.87486605363505487,-0.48436493287295745) (0.31664355594100196,0.94854460015385544) (0.41968459025186267,-0.90767000870642689) (0.97464054280250678,-0.22377625505319892) (-0.3312531016833471,-0.94354193474649606) (-0.85590089546592063,-0.51713988159939372) (0.77048696558125584,-0.63745575208745886) (-0.50013334063946902,0.86594840584229038) (-0.9684183733499877,-0.24933081269302146) (0.91851796539413377,-0.39537924483743303) (0.2458050577751634,-0.96931928360687658) (0.78894783988591044,0.61446017441275713) (0.99605014681535631,0.088792482953834739) (-0.84738935812738259,-0.53097201030982966) (0.046025909161769407,-0.99894024630396816) (-0.61598369245369367,0.78775890387295056) (-0.84341821115826865,-0.53725759286080366) (0.63815338460707971,-0.76990925290876122) (0.028189655388431545,0.99960259269825869) (-0.33823557283248462,0.94106147369376469) (0.99971656813015775,-0.023807213319872289) (-0.92213379683932883,-0.38687111642856353) (0.982211030370014,0.18778043513495934) (0.5598464605133,0.82859636775134915) (-0.49231218833539836,0.87041869764867186) (-0.9987530493560256,-0.049923405352983896)
 (1.0000000000000002,0) (0.59063487727211739,-0.80693893309825548) (0.98509596214926853,0.17200565501519638) (-0.61698276674285024,0.78697666137080413) (-0.15258812778377595,-0.98828986803439522) (0.99904657609595815,0.043657058890212486) (-0.89719784663402691,0.44162883057525248) (-0.97291318359887946,-0.23117079655417921) (-0.87064616944026663,0.49190979624214592) (0.97237842267195251,-0.23340994649329988) (0.8815945208271927,-0.47200752202424973) (0.942519605721583,-0.33415085340371509) (-0.83515923434544348,-0.55000823019981504) (0.89310163313147273,-0.44985494650820163) (0.74691602401684387,-0.6649183807557657) (0.76818821568357987,-0.64022407427780958) (0.91188389196305153,0.41044825201030932) (0.51402258092472419,0.85777665292282534) (0.99530047603646321,-0.096834716923168085) (-0.91890512248099765,0.39447861270059048) (-0.9725122147094587,0.23285186759161897) (0.71832813751229796,-0.6957044536713225) (0.41968459025186267,-0.90767000870642711) (0.37794487189077336,0.92582810165357787) (-0.92282522467098238,0.38521890492413635) (-0.25585921207448353,0.96671405472178029) (-0.81802950539673513,0.57517625846376241) (-0.75185419992052349,-0.65932940330450096) (-0.13087469763982618,-0.99139891744831121) (-0.9984008877696402,0.056530233510871386) (-0.82440795778676934,0.5659960416273685) (-0.95271933005433818,0.30385173710349789) (-0.011544702642927729,-0.99993335769984593) (0.92474911423577688,0.380577292701688) (0.75572101759470289,0.65489368875079823) (-0.2472708504268068,-0.96894640023543321) (-0.95199126339294105,-0.30612519403588989) (-0.93293188279818806,-0.36005291563689296) (-0.12127463880168532,0.99261899134739573) (0.69624525504227575,-0.71780397381953531) (-0.40393103191628738,-0.9147894410491646) (-0.87083328403122295,0.49157846924310633) (-0.27258776289165787,0.96213092223549368) (0.22398561343063028,0.97459245070752776) (0.38689971149818825,0.922121799570218)
