
// H induces TBI
{
{ 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1},
{ 1, 1, 1,-1, 1, 1,-1,-1,-1,-1, 1, 1,-1, 1, 1,-1, 1,-1, 1, 1,-1,-1,-1,-1, 1, 1,-1, 1},
{ 1, 1, 1, 1,-1, 1, 1,-1,-1,-1,-1, 1, 1,-1, 1, 1,-1, 1,-1, 1, 1,-1,-1,-1,-1, 1, 1,-1},
{ 1,-1, 1, 1, 1,-1, 1, 1,-1,-1,-1,-1, 1, 1, 1,-1, 1,-1, 1,-1, 1, 1,-1,-1,-1,-1, 1, 1},
{ 1, 1,-1, 1, 1, 1,-1, 1, 1,-1,-1,-1,-1, 1, 1, 1,-1, 1,-1, 1,-1, 1, 1,-1,-1,-1,-1, 1},
{ 1, 1, 1,-1, 1, 1, 1,-1, 1, 1,-1,-1,-1,-1, 1, 1, 1,-1, 1,-1, 1,-1, 1, 1,-1,-1,-1,-1},
{ 1,-1, 1, 1,-1, 1, 1, 1,-1, 1, 1,-1,-1,-1, 1,-1, 1, 1,-1, 1,-1, 1,-1, 1, 1,-1,-1,-1},
{ 1,-1,-1, 1, 1,-1, 1, 1, 1,-1, 1, 1,-1,-1, 1,-1,-1, 1, 1,-1, 1,-1, 1,-1, 1, 1,-1,-1},
{ 1,-1,-1,-1, 1, 1,-1, 1, 1, 1,-1, 1, 1,-1, 1,-1,-1,-1, 1, 1,-1, 1,-1, 1,-1, 1, 1,-1},
{ 1,-1,-1,-1,-1, 1, 1,-1, 1, 1, 1,-1, 1, 1, 1,-1,-1,-1,-1, 1, 1,-1, 1,-1, 1,-1, 1, 1},
{ 1, 1,-1,-1,-1,-1, 1, 1,-1, 1, 1, 1,-1, 1, 1, 1,-1,-1,-1,-1, 1, 1,-1, 1,-1, 1,-1, 1},
{ 1, 1, 1,-1,-1,-1,-1, 1, 1,-1, 1, 1, 1,-1, 1, 1, 1,-1,-1,-1,-1, 1, 1,-1, 1,-1, 1,-1},
{ 1,-1, 1, 1,-1,-1,-1,-1, 1, 1,-1, 1, 1, 1, 1,-1, 1, 1,-1,-1,-1,-1, 1, 1,-1, 1,-1, 1},
{ 1, 1,-1, 1, 1,-1,-1,-1,-1, 1, 1,-1, 1, 1, 1, 1,-1, 1, 1,-1,-1,-1,-1, 1, 1,-1, 1,-1},
{-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{ 1,-1, 1,-1, 1, 1,-1,-1,-1,-1, 1, 1,-1, 1,-1,-1,-1, 1,-1,-1, 1, 1, 1, 1,-1,-1, 1,-1},
{ 1, 1,-1, 1,-1, 1, 1,-1,-1,-1,-1, 1, 1,-1,-1,-1,-1,-1, 1,-1,-1, 1, 1, 1, 1,-1,-1, 1},
{ 1,-1, 1,-1, 1,-1, 1, 1,-1,-1,-1,-1, 1, 1,-1, 1,-1,-1,-1, 1,-1,-1, 1, 1, 1, 1,-1,-1},
{ 1, 1,-1, 1,-1, 1,-1, 1, 1,-1,-1,-1,-1, 1,-1,-1, 1,-1,-1,-1, 1,-1,-1, 1, 1, 1, 1,-1},
{ 1, 1, 1,-1, 1,-1, 1,-1, 1, 1,-1,-1,-1,-1,-1,-1,-1, 1,-1,-1,-1, 1,-1,-1, 1, 1, 1, 1},
{ 1,-1, 1, 1,-1, 1,-1, 1,-1, 1, 1,-1,-1,-1,-1, 1,-1,-1, 1,-1,-1,-1, 1,-1,-1, 1, 1, 1},
{ 1,-1,-1, 1, 1,-1, 1,-1, 1,-1, 1, 1,-1,-1,-1, 1, 1,-1,-1, 1,-1,-1,-1, 1,-1,-1, 1, 1},
{ 1,-1,-1,-1, 1, 1,-1, 1,-1, 1,-1, 1, 1,-1,-1, 1, 1, 1,-1,-1, 1,-1,-1,-1, 1,-1,-1, 1},
{ 1,-1,-1,-1,-1, 1, 1,-1, 1,-1, 1,-1, 1, 1,-1, 1, 1, 1, 1,-1,-1, 1,-1,-1,-1, 1,-1,-1},
{ 1, 1,-1,-1,-1,-1, 1, 1,-1, 1,-1, 1,-1, 1,-1,-1, 1, 1, 1, 1,-1,-1, 1,-1,-1,-1, 1,-1},
{ 1, 1, 1,-1,-1,-1,-1, 1, 1,-1, 1,-1, 1,-1,-1,-1,-1, 1, 1, 1, 1,-1,-1, 1,-1,-1,-1, 1},
{ 1,-1, 1, 1,-1,-1,-1,-1, 1, 1,-1, 1,-1, 1,-1, 1,-1,-1, 1, 1, 1, 1,-1,-1, 1,-1,-1,-1},
{ 1, 1,-1, 1, 1,-1,-1,-1,-1, 1, 1,-1, 1,-1,-1,-1, 1,-1,-1, 1, 1, 1, 1,-1,-1, 1,-1,-1}
};
