# Created by Octave 5.2.0, Tue Sep 14 15:58:26 2021 UTC <root@0x00>
# name: H
# type: complex matrix
# rows: 43
# columns: 43
 (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0) (1,0)
 (1,0) (0.23949712999622613,-0.97089707215727616) (0.23949712999622613,0.97089707215727616) (0.99412559552620616,0.1082326213286274) (0.99412559552620616,-0.1082326213286274) (-0.99638310103192917,0.084974796133895719) (-0.99638310103192917,-0.084974796133895719) (-0.88267349363237346,-0.4699867058107286) (-0.88267349363237346,0.4699867058107286) (0.26919737928932752,-0.96308502790966388) (0.26919737928932752,0.96308502790966388) (-0.99068282590028789,0.13618934784416734) (-0.99068282590028789,-0.13618934784416734) (0.83511120839146913,-0.55008114821264353) (0.83511120839146913,0.55008114821264353) (-0.66076077913479092,0.75059655791722368) (-0.66076077913479092,-0.75059655791722368) (-0.74452310605112848,0.66759669303852909) (-0.74452310605112848,-0.66759669303852909) (-0.67193289499711506,0.74061203380771223) (-0.67193289499711506,-0.74061203380771223) (0.51443854191756766,0.85752725122279716) (0.51443854191756766,-0.85752725122279716) (0.27228971741741959,-0.96221531363242274) (0.27228971741741959,0.96221531363242274) (0.47854757228576961,-0.87806162714207914) (0.47854757228576961,0.87806162714207914) (-0.921118199349377,0.38928301122366132) (-0.921118199349377,-0.38928301122366132) (-0.016715157786824125,-0.99986029199091697) (-0.016715157786824125,0.99986029199091697) (0.60957209634743137,0.79273063480264105) (0.60957209634743137,-0.79273063480264105) (-0.55672237446483874,-0.83069862030114827) (-0.55672237446483874,0.83069862030114827) (-0.58287657411661264,-0.81256070502214273) (-0.58287657411661264,0.81256070502214273) (0.84357314875643985,-0.53701428537530171) (0.84357314875643985,0.53701428537530171) (0.65739688343028513,0.75354451604145334) (0.65739688343028513,-0.75354451604145334) (0.81063923310713504,-0.58554592795738525) (0.81063923310713504,0.58554592795738525)
 (1,0) (0.23949712999622613,0.97089707215727616) (0.23949712999622613,-0.97089707215727616) (0.99412559552620616,-0.1082326213286274) (0.99412559552620616,0.1082326213286274) (-0.99638310103192917,-0.084974796133895719) (-0.99638310103192917,0.084974796133895719) (-0.88267349363237346,0.4699867058107286) (-0.88267349363237346,-0.4699867058107286) (0.26919737928932752,0.96308502790966388) (0.26919737928932752,-0.96308502790966388) (-0.99068282590028789,-0.13618934784416734) (-0.99068282590028789,0.13618934784416734) (0.83511120839146913,0.55008114821264353) (0.83511120839146913,-0.55008114821264353) (-0.66076077913479092,-0.75059655791722368) (-0.66076077913479092,0.75059655791722368) (-0.74452310605112848,-0.66759669303852909) (-0.74452310605112848,0.66759669303852909) (-0.67193289499711506,-0.74061203380771223) (-0.67193289499711506,0.74061203380771223) (0.51443854191756766,-0.85752725122279716) (0.51443854191756766,0.85752725122279716) (0.27228971741741959,0.96221531363242274) (0.27228971741741959,-0.96221531363242274) (0.47854757228576961,0.87806162714207914) (0.47854757228576961,-0.87806162714207914) (-0.921118199349377,-0.38928301122366132) (-0.921118199349377,0.38928301122366132) (-0.016715157786824125,0.99986029199091697) (-0.016715157786824125,-0.99986029199091697) (0.60957209634743137,-0.79273063480264105) (0.60957209634743137,0.79273063480264105) (-0.55672237446483874,0.83069862030114827) (-0.55672237446483874,-0.83069862030114827) (-0.58287657411661264,0.81256070502214273) (-0.58287657411661264,-0.81256070502214273) (0.84357314875643985,0.53701428537530171) (0.84357314875643985,-0.53701428537530171) (0.65739688343028513,-0.75354451604145334) (0.65739688343028513,0.75354451604145334) (0.81063923310713504,0.58554592795738525) (0.81063923310713504,-0.58554592795738525)
 (1,0) (0.81063923310713504,-0.58554592795738525) (0.81063923310713504,0.58554592795738525) (0.23949712999622613,-0.97089707215727616) (0.23949712999622613,0.97089707215727616) (0.99412559552620616,0.1082326213286274) (0.99412559552620616,-0.1082326213286274) (-0.99638310103192917,0.084974796133895719) (-0.99638310103192917,-0.084974796133895719) (-0.88267349363237346,-0.4699867058107286) (-0.88267349363237346,0.4699867058107286) (0.26919737928932752,-0.96308502790966388) (0.26919737928932752,0.96308502790966388) (-0.99068282590028789,0.13618934784416734) (-0.99068282590028789,-0.13618934784416734) (0.83511120839146913,-0.55008114821264353) (0.83511120839146913,0.55008114821264353) (-0.66076077913479092,0.75059655791722368) (-0.66076077913479092,-0.75059655791722368) (-0.74452310605112848,0.66759669303852909) (-0.74452310605112848,-0.66759669303852909) (-0.67193289499711506,0.74061203380771223) (-0.67193289499711506,-0.74061203380771223) (0.51443854191756766,0.85752725122279716) (0.51443854191756766,-0.85752725122279716) (0.27228971741741959,-0.96221531363242274) (0.27228971741741959,0.96221531363242274) (0.47854757228576961,-0.87806162714207914) (0.47854757228576961,0.87806162714207914) (-0.921118199349377,0.38928301122366132) (-0.921118199349377,-0.38928301122366132) (-0.016715157786824125,-0.99986029199091697) (-0.016715157786824125,0.99986029199091697) (0.60957209634743137,0.79273063480264105) (0.60957209634743137,-0.79273063480264105) (-0.55672237446483874,-0.83069862030114827) (-0.55672237446483874,0.83069862030114827) (-0.58287657411661264,-0.81256070502214273) (-0.58287657411661264,0.81256070502214273) (0.84357314875643985,-0.53701428537530171) (0.84357314875643985,0.53701428537530171) (0.65739688343028513,0.75354451604145334) (0.65739688343028513,-0.75354451604145334)
 (1,0) (0.81063923310713504,0.58554592795738525) (0.81063923310713504,-0.58554592795738525) (0.23949712999622613,0.97089707215727616) (0.23949712999622613,-0.97089707215727616) (0.99412559552620616,-0.1082326213286274) (0.99412559552620616,0.1082326213286274) (-0.99638310103192917,-0.084974796133895719) (-0.99638310103192917,0.084974796133895719) (-0.88267349363237346,0.4699867058107286) (-0.88267349363237346,-0.4699867058107286) (0.26919737928932752,0.96308502790966388) (0.26919737928932752,-0.96308502790966388) (-0.99068282590028789,-0.13618934784416734) (-0.99068282590028789,0.13618934784416734) (0.83511120839146913,0.55008114821264353) (0.83511120839146913,-0.55008114821264353) (-0.66076077913479092,-0.75059655791722368) (-0.66076077913479092,0.75059655791722368) (-0.74452310605112848,-0.66759669303852909) (-0.74452310605112848,0.66759669303852909) (-0.67193289499711506,-0.74061203380771223) (-0.67193289499711506,0.74061203380771223) (0.51443854191756766,-0.85752725122279716) (0.51443854191756766,0.85752725122279716) (0.27228971741741959,0.96221531363242274) (0.27228971741741959,-0.96221531363242274) (0.47854757228576961,0.87806162714207914) (0.47854757228576961,-0.87806162714207914) (-0.921118199349377,-0.38928301122366132) (-0.921118199349377,0.38928301122366132) (-0.016715157786824125,0.99986029199091697) (-0.016715157786824125,-0.99986029199091697) (0.60957209634743137,-0.79273063480264105) (0.60957209634743137,0.79273063480264105) (-0.55672237446483874,0.83069862030114827) (-0.55672237446483874,-0.83069862030114827) (-0.58287657411661264,0.81256070502214273) (-0.58287657411661264,-0.81256070502214273) (0.84357314875643985,0.53701428537530171) (0.84357314875643985,-0.53701428537530171) (0.65739688343028513,-0.75354451604145334) (0.65739688343028513,0.75354451604145334)
 (1,0) (0.65739688343028513,0.75354451604145334) (0.65739688343028513,-0.75354451604145334) (0.81063923310713504,-0.58554592795738525) (0.81063923310713504,0.58554592795738525) (0.23949712999622613,-0.97089707215727616) (0.23949712999622613,0.97089707215727616) (0.99412559552620616,0.1082326213286274) (0.99412559552620616,-0.1082326213286274) (-0.99638310103192917,0.084974796133895719) (-0.99638310103192917,-0.084974796133895719) (-0.88267349363237346,-0.4699867058107286) (-0.88267349363237346,0.4699867058107286) (0.26919737928932752,-0.96308502790966388) (0.26919737928932752,0.96308502790966388) (-0.99068282590028789,0.13618934784416734) (-0.99068282590028789,-0.13618934784416734) (0.83511120839146913,-0.55008114821264353) (0.83511120839146913,0.55008114821264353) (-0.66076077913479092,0.75059655791722368) (-0.66076077913479092,-0.75059655791722368) (-0.74452310605112848,0.66759669303852909) (-0.74452310605112848,-0.66759669303852909) (-0.67193289499711506,0.74061203380771223) (-0.67193289499711506,-0.74061203380771223) (0.51443854191756766,0.85752725122279716) (0.51443854191756766,-0.85752725122279716) (0.27228971741741959,-0.96221531363242274) (0.27228971741741959,0.96221531363242274) (0.47854757228576961,-0.87806162714207914) (0.47854757228576961,0.87806162714207914) (-0.921118199349377,0.38928301122366132) (-0.921118199349377,-0.38928301122366132) (-0.016715157786824125,-0.99986029199091697) (-0.016715157786824125,0.99986029199091697) (0.60957209634743137,0.79273063480264105) (0.60957209634743137,-0.79273063480264105) (-0.55672237446483874,-0.83069862030114827) (-0.55672237446483874,0.83069862030114827) (-0.58287657411661264,-0.81256070502214273) (-0.58287657411661264,0.81256070502214273) (0.84357314875643985,-0.53701428537530171) (0.84357314875643985,0.53701428537530171)
 (1,0) (0.65739688343028513,-0.75354451604145334) (0.65739688343028513,0.75354451604145334) (0.81063923310713504,0.58554592795738525) (0.81063923310713504,-0.58554592795738525) (0.23949712999622613,0.97089707215727616) (0.23949712999622613,-0.97089707215727616) (0.99412559552620616,-0.1082326213286274) (0.99412559552620616,0.1082326213286274) (-0.99638310103192917,-0.084974796133895719) (-0.99638310103192917,0.084974796133895719) (-0.88267349363237346,0.4699867058107286) (-0.88267349363237346,-0.4699867058107286) (0.26919737928932752,0.96308502790966388) (0.26919737928932752,-0.96308502790966388) (-0.99068282590028789,-0.13618934784416734) (-0.99068282590028789,0.13618934784416734) (0.83511120839146913,0.55008114821264353) (0.83511120839146913,-0.55008114821264353) (-0.66076077913479092,-0.75059655791722368) (-0.66076077913479092,0.75059655791722368) (-0.74452310605112848,-0.66759669303852909) (-0.74452310605112848,0.66759669303852909) (-0.67193289499711506,-0.74061203380771223) (-0.67193289499711506,0.74061203380771223) (0.51443854191756766,-0.85752725122279716) (0.51443854191756766,0.85752725122279716) (0.27228971741741959,0.96221531363242274) (0.27228971741741959,-0.96221531363242274) (0.47854757228576961,0.87806162714207914) (0.47854757228576961,-0.87806162714207914) (-0.921118199349377,-0.38928301122366132) (-0.921118199349377,0.38928301122366132) (-0.016715157786824125,0.99986029199091697) (-0.016715157786824125,-0.99986029199091697) (0.60957209634743137,-0.79273063480264105) (0.60957209634743137,0.79273063480264105) (-0.55672237446483874,0.83069862030114827) (-0.55672237446483874,-0.83069862030114827) (-0.58287657411661264,0.81256070502214273) (-0.58287657411661264,-0.81256070502214273) (0.84357314875643985,0.53701428537530171) (0.84357314875643985,-0.53701428537530171)
 (1,0) (0.84357314875643985,-0.53701428537530171) (0.84357314875643985,0.53701428537530171) (0.65739688343028513,0.75354451604145334) (0.65739688343028513,-0.75354451604145334) (0.81063923310713504,-0.58554592795738525) (0.81063923310713504,0.58554592795738525) (0.23949712999622613,-0.97089707215727616) (0.23949712999622613,0.97089707215727616) (0.99412559552620616,0.1082326213286274) (0.99412559552620616,-0.1082326213286274) (-0.99638310103192917,0.084974796133895719) (-0.99638310103192917,-0.084974796133895719) (-0.88267349363237346,-0.4699867058107286) (-0.88267349363237346,0.4699867058107286) (0.26919737928932752,-0.96308502790966388) (0.26919737928932752,0.96308502790966388) (-0.99068282590028789,0.13618934784416734) (-0.99068282590028789,-0.13618934784416734) (0.83511120839146913,-0.55008114821264353) (0.83511120839146913,0.55008114821264353) (-0.66076077913479092,0.75059655791722368) (-0.66076077913479092,-0.75059655791722368) (-0.74452310605112848,0.66759669303852909) (-0.74452310605112848,-0.66759669303852909) (-0.67193289499711506,0.74061203380771223) (-0.67193289499711506,-0.74061203380771223) (0.51443854191756766,0.85752725122279716) (0.51443854191756766,-0.85752725122279716) (0.27228971741741959,-0.96221531363242274) (0.27228971741741959,0.96221531363242274) (0.47854757228576961,-0.87806162714207914) (0.47854757228576961,0.87806162714207914) (-0.921118199349377,0.38928301122366132) (-0.921118199349377,-0.38928301122366132) (-0.016715157786824125,-0.99986029199091697) (-0.016715157786824125,0.99986029199091697) (0.60957209634743137,0.79273063480264105) (0.60957209634743137,-0.79273063480264105) (-0.55672237446483874,-0.83069862030114827) (-0.55672237446483874,0.83069862030114827) (-0.58287657411661264,-0.81256070502214273) (-0.58287657411661264,0.81256070502214273)
 (1,0) (0.84357314875643985,0.53701428537530171) (0.84357314875643985,-0.53701428537530171) (0.65739688343028513,-0.75354451604145334) (0.65739688343028513,0.75354451604145334) (0.81063923310713504,0.58554592795738525) (0.81063923310713504,-0.58554592795738525) (0.23949712999622613,0.97089707215727616) (0.23949712999622613,-0.97089707215727616) (0.99412559552620616,-0.1082326213286274) (0.99412559552620616,0.1082326213286274) (-0.99638310103192917,-0.084974796133895719) (-0.99638310103192917,0.084974796133895719) (-0.88267349363237346,0.4699867058107286) (-0.88267349363237346,-0.4699867058107286) (0.26919737928932752,0.96308502790966388) (0.26919737928932752,-0.96308502790966388) (-0.99068282590028789,-0.13618934784416734) (-0.99068282590028789,0.13618934784416734) (0.83511120839146913,0.55008114821264353) (0.83511120839146913,-0.55008114821264353) (-0.66076077913479092,-0.75059655791722368) (-0.66076077913479092,0.75059655791722368) (-0.74452310605112848,-0.66759669303852909) (-0.74452310605112848,0.66759669303852909) (-0.67193289499711506,-0.74061203380771223) (-0.67193289499711506,0.74061203380771223) (0.51443854191756766,-0.85752725122279716) (0.51443854191756766,0.85752725122279716) (0.27228971741741959,0.96221531363242274) (0.27228971741741959,-0.96221531363242274) (0.47854757228576961,0.87806162714207914) (0.47854757228576961,-0.87806162714207914) (-0.921118199349377,-0.38928301122366132) (-0.921118199349377,0.38928301122366132) (-0.016715157786824125,0.99986029199091697) (-0.016715157786824125,-0.99986029199091697) (0.60957209634743137,-0.79273063480264105) (0.60957209634743137,0.79273063480264105) (-0.55672237446483874,0.83069862030114827) (-0.55672237446483874,-0.83069862030114827) (-0.58287657411661264,0.81256070502214273) (-0.58287657411661264,-0.81256070502214273)
 (1,0) (-0.58287657411661264,-0.81256070502214273) (-0.58287657411661264,0.81256070502214273) (0.84357314875643985,-0.53701428537530171) (0.84357314875643985,0.53701428537530171) (0.65739688343028513,0.75354451604145334) (0.65739688343028513,-0.75354451604145334) (0.81063923310713504,-0.58554592795738525) (0.81063923310713504,0.58554592795738525) (0.23949712999622613,-0.97089707215727616) (0.23949712999622613,0.97089707215727616) (0.99412559552620616,0.1082326213286274) (0.99412559552620616,-0.1082326213286274) (-0.99638310103192917,0.084974796133895719) (-0.99638310103192917,-0.084974796133895719) (-0.88267349363237346,-0.4699867058107286) (-0.88267349363237346,0.4699867058107286) (0.26919737928932752,-0.96308502790966388) (0.26919737928932752,0.96308502790966388) (-0.99068282590028789,0.13618934784416734) (-0.99068282590028789,-0.13618934784416734) (0.83511120839146913,-0.55008114821264353) (0.83511120839146913,0.55008114821264353) (-0.66076077913479092,0.75059655791722368) (-0.66076077913479092,-0.75059655791722368) (-0.74452310605112848,0.66759669303852909) (-0.74452310605112848,-0.66759669303852909) (-0.67193289499711506,0.74061203380771223) (-0.67193289499711506,-0.74061203380771223) (0.51443854191756766,0.85752725122279716) (0.51443854191756766,-0.85752725122279716) (0.27228971741741959,-0.96221531363242274) (0.27228971741741959,0.96221531363242274) (0.47854757228576961,-0.87806162714207914) (0.47854757228576961,0.87806162714207914) (-0.921118199349377,0.38928301122366132) (-0.921118199349377,-0.38928301122366132) (-0.016715157786824125,-0.99986029199091697) (-0.016715157786824125,0.99986029199091697) (0.60957209634743137,0.79273063480264105) (0.60957209634743137,-0.79273063480264105) (-0.55672237446483874,-0.83069862030114827) (-0.55672237446483874,0.83069862030114827)
