# Created by Octave 5.2.0, Sun Sep 19 15:40:22 2021 CEST <ania@ania-bania>
# name: F_norm
# type: scalar
8.6558123678288301e-15


# name: H
# type: complex matrix
 (0.1906437649262655,-0.98165928656267443) (0.97929451195895634,-0.20244075391844776) (-0.81312194211505195,-0.58209338361730778) (0.84680970199545502,-0.53189597536207101) (-0.24872513066562763,-0.96857411145217309) (0.36941793138542267,0.92926335985602881) (0.75481999756105123,0.65593198678059195) (0.94186477961628157,0.33599216794201237) (-0.77014729374773649,-0.63786608777472864)


# name: N
# type: scalar
9


# name: argn
# type: sq_string
# elements: 1
# length: 1
x


# name: defect
# type: scalar
0


# name: info
# type: complex matrix
# rows: 1
# columns: 8
 (-2.2204460492503131e-16,5.5511151231257827e-17) (-2.7755575615628914e-17,-4.4408920985006262e-16) (2.2204460492503131e-16,-2.2204460492503131e-16) (0,-5.5511151231257827e-17) (-1.1102230246251565e-16,2.2204460492503131e-16) (-3.3306690738754696e-16,-1.1102230246251565e-16) (1.1102230246251565e-16,1.1102230246251565e-16) (-3.3306690738754696e-16,4.4408920985006262e-16)


# name: is_convergent
# type: scalar
2.3548212294629151e-15


# name: is_unimodular
# type: matrix
# rows: 1
# columns: 9
 1.2002567084126177 1.2002567084126177 1.2002567084126177 1.2002567084126177 1.2002567084126179 1.2002567084126177 1.2002567084126177 1.2002567084126177 1.2002567084126177


# name: spectrum
# type: scalar
3.0000000000000009


# name: x
# type: complex matrix
# rows: 1
# columns: 9
 (-0.92437445578654354,-0.7656030509205296) (0.22882145776978827,-1.1782431440723942) (1.1754048074903978,-0.24298087294672485) (-0.97595506578108726,-0.69866148860927302) (1.0163890255689345,-0.63841171260599816) (-0.29853400663222446,-1.1625375748652611) (0.44339635035326563,1.1153545815492469) (0.90597776571664745,0.78728676739582193) (1.1304795201520137,0.40327685354649917)


# name: x0
# type: complex matrix
# rows: 1
# columns: 9
 (-0.92437445578654354,-0.7656030509205296) (0.22882145776978827,-1.1782431440723942) (1.1754048074903978,-0.24298087294672485) (-0.97595506578108726,-0.69866148860927302) (1.0163890255689345,-0.63841171260599816) (-0.29853400663222446,-1.1625375748652611) (0.44339635035326563,1.1153545815492469) (0.90597776571664745,0.78728676739582193) (1.1304795201520137,0.40327685354649917)


