# Created by Octave 5.2.0, Fri Sep 17 14:17:28 2021 UTC <root@0x00>
# name: F_norm
# type: scalar
8.2940857942169763e-14


# name: H
# type: complex matrix
# rows: 29
# columns: 29
 (1,0) (-0.27532834984797122,-0.96135024822901727) (-0.49301904138867203,0.8700185198190864) (0.99808844164136068,-0.061801801445583282) (0.27798204983069746,0.96058626888579024) (-0.19826526929888438,-0.98014839845292856) (-0.039003809283923441,-0.99923906191728884) (-0.68798370142518206,0.725726137446699) (0.99541967355858607,0.095601639591159526) (-0.27673976916735693,0.96094489964888052) (-0.088925876189407227,0.99603824652668127) (-0.087412856133870787,-0.99617217015058146) (0.99988804828446409,0.014962984257349654) (0.74276267164993681,-0.66955478760400788) (-0.83889130437345005,0.54429897983241737) (-0.29949308776770522,-0.95409846995966063) (0.66632192683836378,-0.74566419373227921) (-0.23530472237540156,-0.9719216468562859) (-0.47986188482834891,0.8773440439696305) (-0.96178262317394192,-0.27381414455913622) (-0.023891533439234391,0.99971455657598685) (0.99183051864025895,0.12756262106822169) (0.15808403155583306,0.98742566250176722) (-0.99924883043951684,0.038752740099994187) (0.35041669258272468,-0.93659390429330869) (-0.8530573317161867,-0.52181719864839649) (0.56683480053524082,-0.82383148088803515) (-0.21613784293939237,0.97636285921244781) (-0.69328102132902003,0.72066734730039639)
 (0.99999999999999989,0) (0.82963335104617919,0.55830860895376389) (0.62918656050130384,0.77725431622123442) (0.740481445074472,0.67207680327505748) (-0.1471687622126174,-0.98911139687540006) (-0.29543349902191524,0.95536330663034497) (0.8560111940868147,0.51695728604795355) (-0.83816117255900213,0.54542263320705575) (-0.9972268881763996,0.07442132421566873) (0.99541967355858596,0.095601639591159485) (-0.40695650683286616,-0.91344753628568642) (0.89436924312558896,0.44732947248192922) (0.65283919942816393,-0.75749652123953248) (-0.98892729312205518,-0.14840083867109483) (-0.97272066507283672,0.23197954164162249) (0.0067530108800806787,-0.99997719816206443) (-0.068910659724423423,-0.9976228350315286) (-0.53036171281659039,0.8477714630596217) (-0.91219624679952416,0.40975359342519763) (-0.0076658444353211869,-0.99997061698286571) (0.7370251842490777,-0.67586528079389718) (0.7516363673262928,0.65957772196499564) (-0.53146149315297908,-0.84708245247768277) (-0.1816764521939257,0.9833583612896305) (-0.96319467902138389,-0.26880478103057048) (-0.42613359849934324,-0.90466024353344932) (0.22335715807438306,0.97473667210018033) (0.94922834136641432,-0.31458791449571832) (-0.99774525507617295,0.067114871474074703)
 (1,-2.1684043449710089e-19) (0.98946926052812012,-0.1447431603563181) (-0.85417800160301882,0.51998071269756985) (0.36547634220811909,-0.93082062895392115) (-0.086345563716727011,-0.99626524762557089) (-0.29905517752165539,-0.95423582032822984) (-0.95378972940678275,-0.30047487761564268) (-0.66849702333054617,-0.74371481751959145) (-0.83816117255900202,0.54542263320705564) (-0.68798370142518217,0.725726137446699) (-0.22741832079026514,0.97379715925285792) (-0.70951605486479319,0.70468927045123897) (0.86530930401778883,0.50123827505513752) (-0.10750676839929435,0.9942043526098342) (0.99602867340408952,-0.089033037446155899) (-0.37963804483909447,-0.92513510089648487) (-0.47560354368353874,-0.87965974628583521) (0.82871202067358585,0.55967525118688388) (0.9347563222119657,-0.35528948490598472) (-0.096997120653765562,-0.99528466208662081) (0.98124802735690553,-0.19274934191374429) (-0.70567414500565695,-0.70853652063287087) (-0.64847420188324922,-0.76123663173278933) (-0.81716945969847643,-0.57639749664281148) (0.24157994549832656,0.97038092001699261) (-0.30231334920658343,0.95320860198148571) (0.37208509403062173,0.92819862249424945) (0.30957042884876401,0.95087651647434857) (0.97408595980934543,0.2261781220682173)
 (1,0) (-0.90450826822153174,0.42645608533456925) (-0.0089486859567552979,-0.99995995970821117) (-0.9775057289132737,-0.21090886643697324) (0.73533442641370061,-0.67770442032705858) (0.51222032323638333,0.8588540856650877) (-0.82885475641897799,0.55946384401642624) (-0.95378972940678297,-0.30047487761564257) (0.85601119408681492,0.51695728604795343) (-0.039003809283923496,-0.99923906191728862) (0.82698803882380034,0.56221951552962302) (-0.90948306018392044,0.41574098094666112) (0.52672704115740054,-0.85003448407318727) (0.93090992525381366,-0.36524883444569545) (0.41296281817720537,0.9107478854233696) (-0.51393145378290184,-0.85783125427591711) (0.92729690427948031,0.37432666390960245) (-0.99181809197359672,0.12765920426609745) (0.58394083328054136,0.81179622025951048) (-0.32735915377506064,-0.94489998647458784) (-0.83713887620083072,0.54699040389499609) (0.50597936226700946,0.86254558427938754) (-0.80384468716790225,-0.59483923787182846) (0.98494475285033256,0.17286941265763828) (0.99420713006344108,-0.10748107987462652) (-0.87549133630896925,0.48323381509155083) (-0.070702085539563864,0.99749747623758733) (-0.69329841896326139,-0.72065061039524658) (-0.06184460779267098,-0.99808579014379839)
 (1,0) (-0.14996676202677814,-0.9886910388423692) (-0.99989875432651731,0.014229585246181092) (0.50585744806445265,0.86261708900167222) (0.81605754863452706,-0.57797065437321837) (-0.78698981041785732,-0.61696599444253331) (0.51222032323638333,0.8588540856650877) (-0.29905517752165545,-0.95423582032822996) (-0.29543349902191529,0.95536330663034519) (-0.19826526929888433,-0.98014839845292856) (0.089263906189989625,-0.99600800953190338) (-0.97391191735248361,-0.22692636964180468) (0.36421205085526498,0.93131604840236826) (0.99853439324686977,-0.054120841670324105) (0.57882207413916476,0.81545386533465769) (0.55326514377970881,0.8330052104749508) (-0.49978492190283397,0.86614954357696106) (0.50505686926021642,0.86308606686301459) (0.49275731703623982,-0.87016678085712207) (0.29916926890547929,0.95420005687620912) (-0.50128740159422391,-0.86528084516121773) (0.81079795661093224,-0.58532612580982279) (-0.92459047336909883,0.38096253956931925) (-0.23345202626157144,0.97236832087145175) (-0.25536360459669422,-0.96684509071897473) (-0.99695925689810705,0.077924579467418681) (-0.43556491552578713,-0.90015732200711063) (0.99971191578679919,-0.024001779806656715) (-0.97520242563161985,0.22131477366457841)
 (0.99999999999999989,0) (0.99994228682908204,0.010743510181791122) (0.90598954282235522,0.42330006885959692) (0.36569421527206397,0.93073505409248936) (0.36436854131725038,-0.93125483413421239) (0.81605754863452695,-0.57797065437321826) (0.7353344264137005,-0.67770442032705824) (-0.086345563716727108,-0.99626524762557089) (-0.1471687622126174,-0.98911139687540006) (0.27798204983069741,0.96058626888579002) (0.99594489040484369,0.089965411556242228) (-0.99310652347748773,0.1172153276088862) (-0.90210654131806389,-0.43151336956247399) (-0.73141940756301238,-0.681927892258538) (-0.99073200955639873,0.13583109084572081) (-0.81586135015401273,0.5782475744219524) (0.80322213869688286,0.59567960843662016) (-0.22650661962570959,-0.97400962585886885) (0.27163805104098271,-0.96239948525893193) (0.54342311677553679,0.83945894250639874) (-0.94469855185086404,0.32794000385875577) (-0.91699125255381864,0.39890731096305865) (-0.94786637735069923,0.31866805721324137) (-0.8074390876676909,0.58995094686453964) (0.035054104199551461,0.99938541603265707) (-0.99773890273103527,0.067209240265529435) (0.99063650008301185,0.13652591220453514) (-0.37477362541612513,-0.92711635175551377) (0.7774671628737766,0.62892353323198202)
 (0.99999999999999989,0) (-0.62739994407893251,0.77869718772431118) (-0.30026190454415203,-0.95385679673602897) (0.73549304083194622,0.67753227737708266) (0.36569421527206397,0.93073505409248924) (0.50585744806445265,0.862617089001672) (-0.97750572891327359,-0.21090886643697321) (0.36547634220811909,-0.93082062895392093) (0.740481445074472,0.67207680327505737) (0.99808844164136046,-0.061801801445583116) (0.62524719491885872,-0.7804267712259092) (0.85216631826583411,0.52327102539052672) (0.69414376892901752,-0.71983638978383024) (-0.61786241788185614,0.78628622814416982) (-0.97250500905809045,0.23288196013629414) (0.8618358394568757,0.50718732814184253) (-0.29123645733961845,-0.95665109936500259) (0.5258698521470111,-0.8505650466618524) (-0.32146611426216543,-0.94692108297428068) (-0.98918497028604446,0.14667342826905266) (0.062615265231731831,-0.99803773904595394) (-0.90126979469309099,-0.43325830306397201) (-0.52957489766571597,0.84826318307606974) (0.10279915467689948,-0.99470213320255552) (-0.23208403539900008,-0.97269573891989214) (-0.73343976114145915,0.67975445329674689) (-0.72783762863979906,0.68574950698924508) (-0.76493009969705217,0.64411329948810792) (0.550790436881608,0.83464357341308626)
 (1,-1.3877787807814457e-17) (-0.36244713253197558,0.93200433267198302) (0.99847789888036054,0.055153290449981997) (-0.30026190454415219,-0.9538567967360293) (0.90598954282235544,0.42330006885959692) (-0.99989875432651742,0.01422958524618112) (-0.0089486859567553256,-0.99995995970821117) (-0.85417800160301871,0.51998071269757007) (0.62918656050130395,0.77725431622123464) (-0.49301904138867186,0.87001851981908651) (-0.83206158465735758,-0.55468326037251747) (0.73707263898225439,-0.67581352817455154) (-0.90359244284544638,0.42839315731299848) (-0.77772124893584049,-0.62860930549402183) (0.58650065299062859,0.80994875396012878) (0.99209600765695194,0.12548112045697371) (-0.51898287745114036,0.85478463539802463) (-0.77301857821989661,0.63438338386727078) (0.14709647704712969,-0.98912214940336041) (-0.49157922802850151,0.87083285570246072) (0.98336693841357947,0.18163002074300325) (0.51204663925887484,-0.85895764693242649) (-0.89534786539952738,0.44536748862541564) (-0.77877425207225914,-0.62730428366885338) (0.98154011452183465,0.19125638181368948) (0.31161544015597936,-0.95020830214032304) (0.17147041352237735,0.98518926977838372) (-0.32306966463196846,-0.94637518553403899) (0.35644193783940004,-0.93431747545964949)
 (1,0) (-0.54540788400442863,-0.83817077022872311) (-0.36244713253197558,0.93200433267198279) (-0.62739994407893274,0.77869718772431107) (0.99994228682908204,0.010743510181791122) (-0.14996676202677811,-0.98869103884236886) (-0.90450826822153163,0.42645608533456913) (0.98946926052812001,-0.14474316035631807) (0.82963335104617908,0.55830860895376389) (-0.27532834984797105,-0.96135024822901705) (-0.21589856593755904,0.97641579730466477) (0.97875341900024848,-0.20504083689675978) (-0.89678015891368923,-0.4424763796845409) (-0.99569265526002459,-0.092715350731372853) (0.010039208943192934,-0.9999496058721129) (0.93689711389976427,0.3496052030023174) (-0.72305359924353807,-0.69079193149671725) (-0.70114174617328073,0.71302191535259363) (-0.45314254693947809,-0.89143806972397299) (0.041032425514974297,-0.99915781539072068) (0.10382985715474094,0.99459507376782552) (-0.95818250040906472,0.28615781644021548) (0.96868820206492101,0.24828042045282153) (0.96065890485263927,0.27773092828730411) (0.17924611237312793,0.98380426467825355) (-0.97922077176231248,0.20279714038718896) (0.99844528740789407,-0.05574054227370645) (0.76905929686727714,-0.63917743851141129) (-0.97752384113159585,0.21082490369813847)


# name: N
# type: scalar
29


# name: argn
# type: sq_string
# elements: 1
# length: 1
x


# name: defect
# type: scalar
0


# name: info
# type: complex matrix
# rows: 1
# columns: 28
 (-4.0245584642661925e-16,8.8817841970012523e-16) (-7.7715611723760958e-16,-1.1102230246251565e-16) (2.1094237467877974e-15,-7.0776717819853729e-16) (4.4408920985006262e-16,0) (-1.5265566588595902e-16,-2.2204460492503131e-16) (3.3306690738754696e-16,-2.2204460492503131e-16) (-5.5511151231257827e-16,-1.3877787807814457e-16) (1.3496148643099559e-15,-1.2212453270876722e-15) (-5.5511151231257827e-16,-5.134781488891349e-16) (1.1102230246251565e-16,-2.2204460492503131e-16) (-2.2204460492503131e-16,-9.9920072216264089e-16) (3.3306690738754696e-16,-2.7755575615628914e-16) (7.7715611723760958e-16,-1.1102230246251565e-16) (-2.2204460492503131e-16,3.3306690738754696e-16) (0,1.5543122344752192e-15) (1.1102230246251565e-16,7.2164496600635175e-16) (8.3266726846886741e-17,3.3306690738754696e-16) (1.27675647831893e-15,0) (-4.4408920985006262e-16,-6.6613381477509392e-16) (1.4432899320127035e-15,-3.3306690738754696e-16) (3.3306690738754696e-16,-7.7715611723760958e-16) (8.8817841970012523e-16,-3.3306690738754696e-16) (-7.7715611723760958e-16,-2.2204460492503131e-16) (-6.6613381477509392e-16,-3.8857805861880479e-16) (-4.7184478546569153e-16,-7.7715611723760958e-16) (-1.4710455076283324e-15,0) (-4.4408920985006262e-16,4.4408920985006262e-16) (-1.6653345369377348e-16,1.3322676295501878e-15)


# name: is_convergent
# type: scalar
2.5049003017887718e-14


# name: is_unimodular
# type: matrix
# rows: 1
# columns: 29
 1.4244977807354429 1.4244977807354431 1.4244977807354429 1.4244977807354431 1.4244977807354426 1.4244977807354433 1.4244977807354429 1.4244977807354431 1.4244977807354431 1.4244977807354431 1.4244977807354431 1.4244977807354424 1.4244977807354426 1.4244977807354429 1.4244977807354433 1.4244977807354431 1.4244977807354429 1.4244977807354433 1.4244977807354426 1.4244977807354429 1.4244977807354426 1.4244977807354431 1.4244977807354431 1.4244977807354429 1.4244977807354431 1.4244977807354431 1.4244977807354431 1.4244977807354431 1.4244977807354433


# name: spectrum
# type: scalar
5.3851648071345091


# name: x
# type: complex matrix
# rows: 1
# columns: 29
 (1.29715222922888,-0.5887189665084257) (0.26340905626078764,1.3999319970627158) (0.7112491156078522,1.2342279460728678) (0.12544208661613468,-1.4189637804488149) (-1.2036171572927126,0.76190528675866986) (-0.43933586353471166,-1.3550564292059619) (-0.31641111260096916,-1.3889125008951495) (-1.2980723678657942,0.58668735720440812) (-0.46115614722915083,-1.3477866801511906) (1.2482349897081948,0.6863696801202579) (1.2739583261496257,0.63735712952335155) (-0.86121129659425832,-1.134684550850428) (1.1629471219794816,-0.82264689800657609) (0.11776642037473008,-1.4196214275476136) (-1.3031865701282601,-0.57523794273113149) (-1.1202603056262812,-0.87989247920317715) (1.3575590512535718,-0.43154066978641031) (0.91209228440808043,-1.0942036337188121) (-1.4103312437293674,-0.2003988779434081) (-1.4188511981458338,0.12670913479435364) (-1.3983091402411254,-0.27189239716903807) (1.3485093303171916,0.45903868395559233) (0.39087112849184019,-1.3698225024548683) (1.0237192479002502,0.99055177996849197) (-1.3688793307472698,0.39416152168002055) (1.3900051833201834,-0.31157586181093277) (-0.26154410743478745,-1.4002816170993402) (1.4244976933279843,-0.00049902249889986067) (0.62435863534401759,1.2803789367962748)


# name: x0
# type: complex matrix
# rows: 1
# columns: 29
 (1.29715222922888,-0.5887189665084257) (0.26340905626078764,1.3999319970627158) (0.7112491156078522,1.2342279460728678) (0.12544208661613468,-1.4189637804488149) (-1.2036171572927126,0.76190528675866986) (-0.43933586353471166,-1.3550564292059619) (-0.31641111260096916,-1.3889125008951495) (-1.2980723678657942,0.58668735720440812) (-0.46115614722915083,-1.3477866801511906) (1.2482349897081948,0.6863696801202579) (1.2739583261496257,0.63735712952335155) (-0.86121129659425832,-1.134684550850428) (1.1629471219794816,-0.82264689800657609) (0.11776642037473008,-1.4196214275476136) (-1.3031865701282601,-0.57523794273113149) (-1.1202603056262812,-0.87989247920317715) (1.3575590512535718,-0.43154066978641031) (0.91209228440808043,-1.0942036337188121) (-1.4103312437293674,-0.2003988779434081) (-1.4188511981458338,0.12670913479435364) (-1.3983091402411254,-0.27189239716903807) (1.3485093303171916,0.45903868395559233) (0.39087112849184019,-1.3698225024548683) (1.0237192479002502,0.99055177996849197) (-1.3688793307472698,0.39416152168002055) (1.3900051833201834,-0.31157586181093277) (-0.26154410743478745,-1.4002816170993402) (1.4244976933279843,-0.00049902249889986067) (0.62435863534401759,1.2803789367962748)


