# Created by Octave 5.2.0, Fri Sep 17 23:39:08 2021 CEST <ania@ania-bania>
# name: F_norm
# type: scalar
7.3849851884717887e-13


# name: H
# type: complex matrix
# rows: 53
# columns: 53
 (1.0000000000000002,2.7755575615628914e-17) (0.031246908551575553,-0.99951169613265223) (-0.55350937721666216,0.83284294397756942) (0.98406759217895767,-0.17779475251847962) (0.7598681685351234,-0.65007720037475292) (-0.24326923025088282,-0.96995880408043189) (-0.13907361326424042,0.99028204572920997) (0.16744898660879301,-0.98588074171457918) (0.7026332173855373,0.7115522200277713) (0.98999959690494754,-0.14107018865813031) (-0.69844829592365354,-0.71566051862691382) (-0.16012861052874969,0.98709615949517904) (0.97743049385606373,0.21125725947358806) (-0.93577309881071957,-0.35260276167690946) (0.35035799809486945,-0.93661586211795345) (0.75259604856575735,-0.65848248851675006) (-0.36528151529176855,0.9308971020398279) (-0.70343495607184159,-0.7107596376949149) (0.30312049083599191,0.95295223806618246) (0.30662205763314787,0.95183134733671027) (0.54639886495677836,-0.83752509238466832) (-0.99734815612859717,0.072778124920129944) (-0.055620190231965599,0.99845199906583526) (0.45086015700768001,-0.89259459936917207) (0.59252460180636257,0.80555235475679177) (0.86791570728301659,0.49671151089079701) (-0.86220104385739227,-0.50656624440562847) (-0.75190852798557728,-0.65926744614197608) (-0.22635372204755519,-0.97404516964831711) (-0.16964061515073631,-0.98550599272215522) (-0.86969450706318996,-0.4935903811705758) (-0.12881247061125284,-0.99166897068277049) (-0.98476373551825769,0.1738976285293361) (0.79395018676100682,-0.60798281303188217) (0.077337175348209802,-0.9970049956289877) (0.87618123558283612,0.48198178639087402) (-0.82605281013085186,0.56359272074337885) (0.33049472508798278,0.94380783885758135) (-0.97082318216968821,-0.23979647403980267) (0.38697277414693654,0.92209114086896249) (-0.99976206137326362,-0.021813313335754703) (0.63563374448338683,0.77199076605489847) (-0.88604869321950208,0.46359218419211229) (-0.94707504801611064,0.32101223251658878) (-0.98772643227248569,0.15619377385244027) (-0.16747476251897475,0.98587636340426066) (0.21507171239531006,0.97659825851132365) (0.84082605610490435,-0.54130540674842242) (0.63134775320453507,0.77549984817766915) (0.0032660676360800334,0.99999466638687406) (-0.50220326900827339,-0.86474960340979889) (-0.37440184643627761,-0.92726655142149128) (0.93265745014267853,0.36076319198798079)
 (1,-5.5511151231257827e-17) (-0.30645052275672635,0.95188658836130724) (-0.29720897856749229,0.95481245439032192) (0.34335473246685511,-0.9392057962409599) (0.95388100634431738,0.30018498585964049) (-0.24695720952635145,-0.96902638594774926) (-0.61788164776443599,0.78627111695388185) (-0.80201673684821717,-0.59730156019831226) (-0.98512815596326819,-0.17182117543659209) (-0.94030056918466598,0.34034517712315648) (-0.90959697981227317,-0.41549167779438145) (-0.89053209924157117,-0.45492041086370255) (-0.88543030710991766,-0.46477217133907323) (0.9922889839332304,0.12394584448361606) (0.74570006180475501,-0.66628178560154816) (-0.25771205459396279,-0.9662217638394206) (0.95963900383063583,-0.28123474594535069) (0.96116248841744811,-0.27598309886509276) (0.95428764679284561,-0.29888975756718866) (-0.99278882639209043,-0.11987637878671692) (-0.91197962583508785,0.41023549585780184) (-0.92178797187204187,0.38769438338984336) (-0.92932884901697399,-0.36925315216635474) (0.37011527577791209,-0.92898583554101766) (-0.98832511507525211,0.15235966300662579) (0.99512313804106667,-0.098640458916706558) (-0.56948458896536214,-0.82200200907963117) (-0.066247957717114836,0.99780319106440662) (0.96931755283253629,0.24581188289165909) (0.96698740132814165,0.25482418580788357) (0.3941502785330589,-0.9190460042524049) (-0.44881378249993914,0.89362530662358586) (-0.96208186304865073,-0.27276086374851805) (-0.94603157917235636,0.32407445318731287) (-0.85602304937886609,0.51693765478257203) (0.86154406854318999,-0.50768279265506733) (0.98822413709670109,-0.15301325060099308) (0.69546553353061413,-0.71855945590534032) (0.97381876309260307,-0.22732579406831999) (-0.99607296957740343,-0.088536090252827548) (-0.82678788367238254,-0.56251381797476085) (0.73873487516456704,-0.67399613071262798) (0.076537231202328415,0.99706672406608876) (-0.88604869321950219,0.46359218419211223) (0.99891496645674738,-0.046571340851593174) (-0.90405197637316526,0.42742253569012334) (0.76645085520336842,0.64230295543304528) (-0.71442874511379362,0.69970820214939045) (0.83876083772059684,-0.54450000652547725) (0.15612874475793267,0.98773671343142522) (0.89219030597662741,0.45165967046143418) (0.9107809744247235,0.41288983594410694) (0.55593987502606013,0.8312225065263863)
 (1,-5.5511151231257827e-17) (0.29624151127556198,0.95511306503322957) (-0.030234293212334895,-0.99954283925900378) (-0.51972962340384554,-0.85433080159648833) (0.22008447616307764,-0.97548081649616569) (0.15024556500065855,-0.98864870919737324) (-0.050003768034017848,0.99874902912713726) (-0.85019798104394428,-0.52646309749953102) (-0.032346145189283138,0.99947672653813968) (-0.007731424505094231,-0.99997011209091702) (0.92510839272978251,-0.3797031231118832) (-0.87322238814719455,0.48732192731141277) (0.18160876080238464,-0.98337086493337877) (-0.97645391446480634,0.21572610626986455) (0.0067176777157305634,0.99997743614849099) (-0.3794843675532093,-0.92519814892959262) (-0.42517069761731646,-0.90511318512526617) (-0.99980098145484342,-0.019949874233510467) (0.40331767167998078,0.91506002847389134) (0.46852032721684944,0.88345271689243088) (-0.56721626241303924,-0.82356888701199926) (0.9046151336102588,-0.42622935145681451) (-0.84762765441065158,0.530591518475654) (0.99600001107324299,0.089353108183780838) (-0.6571476105796874,0.75376191062523878) (0.22776746505874729,0.97371555490333683) (-0.96485476033806883,0.26278373513778702) (0.11196516960354036,0.99371213175428674) (-0.85074828048956552,-0.52557336618596551) (-0.12183521507091455,0.99255034147826771) (0.97566624491686282,0.21926098268919098) (-0.96694054320993794,0.2550019331237926) (0.96673528930218988,0.25577896789574284) (-0.88176631533008898,0.47168651151924657) (0.67339671919706223,-0.73928131220438043) (-0.98112550849384661,0.19337201602789494) (-0.22841137424661595,-0.97356470977268461) (-0.56626109352676446,0.82422592409962081) (-0.96526317349274082,-0.26127955507219347) (0.54445948865708527,-0.83878713939310434) (0.45395994577204835,-0.89102209155252754) (0.71357113630430069,-0.7005827812852593) (0.73873487516456704,-0.67399613071262798) (0.63563374448338672,0.77199076605489836) (0.68655783047046215,-0.72707519928800357) (0.58686963807022474,-0.80968143606687937) (0.50088877089540629,0.86551166323215556) (0.45550690016456696,0.89023225278714069) (-0.17881933193885158,0.9838819271258844) (0.78907774339514958,-0.61429334594997831) (0.95619054446833229,-0.29274501305633777) (-0.72302911898985389,0.69081755412898593) (-0.92401920603494214,0.3823460564443632)
 (1,0) (0.87858052713711676,-0.47759423921930194) (-0.66774929307287001,0.74438624490292715) (0.47511564794434513,-0.87992336091185952) (-0.64308285466870341,0.76579660617630885) (0.12896795545589343,0.99164876164170468) (0.96811053170139783,0.25052344882033556) (0.25586778712464642,0.96671178513139822) (0.96878742143621943,-0.24789298511043001) (0.33840094948676031,0.94100201773771808) (0.96963016710479044,-0.24457583494763663) (-0.99891170691287201,-0.046641202733325282) (-0.5437979551951686,0.8392161723450946) (-0.75486384929189221,0.65588152057534377) (-0.85482758387329549,0.51891213307201134) (0.1356757092826027,-0.99075330022698582) (-0.72145494801463506,0.69246137652955053) (0.94562742961427826,-0.32525184759058928) (-0.95149556955617687,0.30766244670899501) (0.71483285142516451,0.69929535571414225) (0.98678790890846979,0.16201735349045099) (0.68376292480897227,-0.7297042295729681) (-0.71641417274173336,-0.69767523468644044) (-0.86502008224367322,-0.50173723931471392) (-0.22818033117320988,0.97361888666237661) (0.42868800476275748,-0.90345259674900791) (-0.82868135472702087,0.55972065562009476) (0.030607957896713306,-0.99953146669496662) (-0.17679841069115285,0.98424708380420312) (-0.97366386702833985,-0.22798831997148394) (0.99377588584802667,-0.1113978846611032) (-0.80263579523237116,0.59646942940246372) (0.78889157938058374,-0.61453240433878464) (-0.64877223184899924,-0.760982648410373) (-0.92849194594958262,-0.37135253642159693) (-0.62917396411753101,-0.77726451281184294) (0.99597877864170348,-0.089589466430932241) (0.32212594313721865,-0.94669682409837752) (-0.099750664740555189,-0.99501246468766258) (0.64309481477123798,0.76578656244044174) (0.68974564941280447,-0.72405175168361224) (0.45395994577204835,-0.89102209155252732) (-0.82678788367238232,-0.56251381797476074) (-0.9997620613732634,-0.021813313335754758) (-0.34552739221137141,0.93840866429909164) (-0.94360659959382154,0.33106885266207436) (-0.34011803085601688,0.94038275456679177) (0.94878491281283683,-0.31592275831085725) (0.2808450083823108,-0.95975313558578079) (0.99469296491315118,-0.10288782995225235) (-0.54116395849117549,0.84091710056946811) (0.98805730500785272,-0.15408686517876316) (-0.9786640548920883,0.20546695029170398)
 (0.99999999999999989,-5.5511151231257827e-17) (0.77548870200117426,-0.63136144407821948) (0.93984205970389478,0.3416092838485813) (-0.87773881079205895,0.47913941606732913) (-0.99987132390946054,0.016041683937278339) (0.1611885308861592,-0.98692363306932918) (-0.97754527993247964,0.21072547468621949) (0.97111360198705698,-0.23861762725273353) (-0.94869356007354511,-0.31619697828249882) (0.68698338613113874,-0.72667312264854911) (-0.71793788094537014,0.69610717501234753) (-0.99999330896122651,-0.0036581460847226466) (-0.81063827803877042,0.58554725016717279) (0.87352009142475662,-0.48678809545559387) (-0.33528801976664746,0.942115674320814) (0.83196420195166931,-0.554829313096312) (-0.91105772328062462,0.41227881930888166) (-0.74625345086003558,-0.66566191650077888) (0.66046555458822886,-0.75085634525018363) (-0.63763356379142766,0.77033982003181278) (0.9455785342066394,-0.32539396990052777) (0.23520154083109188,0.9719466215748076) (-0.97820040920747819,-0.20766309115084433) (0.10069116462581273,-0.99491772994871353) (0.46262043318072221,-0.88655644761271968) (-0.22717225712294242,-0.97385459160681098) (0.99432174169393983,-0.10641557214398328) (-0.46436974530111713,-0.88564142837210247) (0.13474163573317599,-0.99088076558178606) (0.32502512779254034,0.94570538028682194) (0.18802439480708244,0.9821643584234927) (-0.40192806622583971,0.91567124536045108) (0.33571543411027693,-0.94196345327202136) (-0.97109663218719566,0.23868667946637775) (-0.019694023236692115,-0.99980605391683386) (-0.33968752258320783,0.9405383495643781) (0.68964231556949618,0.72415017543044424) (0.96013347741773603,0.27954195667506715) (0.53059143405315301,0.84762770725679881) (-0.31703920418648962,0.94841243296827404) (0.64309481477123809,0.76578656244044152) (0.54445948865708527,-0.83878713939310412) (-0.99607296957740332,-0.088536090252827382) (0.38697277414693654,0.92209114086896227) (-0.63865147201193895,-0.76949613208708423) (0.60041800729864603,-0.79968632382423621) (0.69457019294390254,-0.71942494193200668) (0.93417887558291712,0.35680502857252516) (-0.96871573092726526,-0.2481729893724495) (-0.98319733615458815,0.18254587965363978) (-0.81040754455085695,0.58586654771803759) (-0.50451545731933689,0.86340266001782817) (0.97685205484752569,0.21391601842818747)
 (1,0) (-0.4483923503394911,0.89383684202265012) (-0.96657295264987986,0.25639174558805938) (-0.96481773908890844,-0.26291962714746803) (-0.99056701313687467,-0.13702916654890959) (-0.56101278569339297,0.8278071359251119) (-0.9415423143034084,0.3368947467328372) (0.42756138709996422,-0.90398631641256322) (-0.082906312012327954,-0.99655734578021837) (0.78767719269591152,-0.61608817559395179) (-0.99595838590285624,0.089815886956450375) (-0.58837925032061977,0.80858509619714325) (0.46152949656599496,-0.88712486370270183) (-0.84691146801333672,0.53173392344996495) (-0.12599315712531173,0.99203111057950022) (0.12288049716817567,0.9924214746848754) (0.99999956411046065,-0.00093369100227458368) (0.79861924537458018,0.6018366064949312) (0.97756529320077035,-0.21063261269160249) (0.26453604594607349,0.96437579832512188) (-0.74259723377754017,-0.66973826856910756) (-0.91443582965191195,-0.40473091486668) (-0.35893433102785877,0.93336281584900493) (0.77367601104576733,0.6335814311770106) (-0.93365248745741858,0.35818016788283613) (-0.39029824052332779,-0.92068848338859643) (-0.36109600302471184,0.93252864653026946) (-0.40594668026539538,-0.91389676264964681) (0.71798680771221168,0.69605671029825311) (0.71466222563175563,0.69946973004917379) (-0.3876434946105527,0.92180937350740488) (0.99626794000866115,-0.086314493052436048) (0.56318723911298008,0.82632931310724955) (0.3340731282067575,-0.942547157976804) (0.99974148977382427,0.022736614189690807) (0.88878966538283755,-0.45831531799478781) (0.1558058249697411,0.98778770234575008) (-0.72462568579752773,-0.68914266700187654) (0.51783482468492426,-0.85548062183987028) (0.5305914340531529,0.84762770725679881) (-0.099750664740555217,-0.9950124646876628) (-0.96526317349274071,-0.26127955507219358) (0.97381876309260307,-0.22732579406831982) (-0.97082318216968799,-0.23979647403980256) (0.036359598826994688,-0.99933877117478809) (-0.73389899109863566,-0.67925861854260106) (-0.24162203639566293,-0.97037044036182984) (0.93479935023793703,0.35517625877123393) (0.87051645275332024,0.49213931511897901) (-0.59717836864463736,-0.80210846898840948) (-0.42758502178190627,0.90397513746107183) (0.4611799866287703,-0.88730660987794141) (0.45874568876231003,-0.88856760746833063)
 (0.99999999999999989,-2.7755575615628914e-17) (-0.97927117527562091,-0.20255361086463705) (0.80921291454738786,0.58751549675708059) (0.5670088220239049,0.82371171883557748) (0.59894392238666061,-0.80079097012646183) (-0.88321994959186001,-0.46895897543703025) (0.1700732520105715,0.98543142275378381) (0.99877549478093419,0.049472325850928478) (0.33229226924227973,-0.94317646694657153) (-0.23897378321383456,0.97102601970104996) (-0.19988261792554771,-0.97981985030475138) (-0.49923928289308184,-0.8664641587604176) (0.74738161008438353,-0.66439500969503984) (0.96004709540399857,0.27983847949548168) (0.98258316787934452,-0.1858233521390471) (-0.82546267705206244,0.56445670232006551) (-0.97945987090550213,-0.20163918588849511) (0.72347171724501635,-0.69035402102583987) (-0.52762704166235364,-0.8494761355721715) (-0.99412919274877953,-0.10819957543659824) (-0.4673491790240113,-0.88407281649510205) (-0.93943160699935202,0.34273642317474146) (0.68909198917362025,-0.7246738786907827) (0.83475255874879983,0.55062524975007388) (0.99911781256788479,-0.041995197458330441) (-0.99810497558819866,-0.061534199483545521) (-0.99799465569347245,0.063298240159317537) (0.20156468653923335,0.97947520496454654) (-0.54282564865712202,0.83984541146568925) (-0.40995454601883552,-0.9121059533839756) (-0.94667886843879345,0.32217870825279904) (-0.23750934756593567,0.97138525303753753) (0.9777142098255126,0.20994028652279462) (-0.65169306138181327,0.75848279726490675) (-0.94162464376513777,-0.33666456637753805) (-0.76826756852470901,0.64012884886804744) (0.94582545887995995,0.32467553239274255) (0.89294980212251041,-0.45015625163865725) (-0.72462568579752784,-0.68914266700187654) (0.96013347741773591,0.27954195667506709) (0.32212594313721854,-0.94669682409837763) (-0.56626109352676435,0.8242259240996207) (0.69546553353061413,-0.71855945590534032) (0.33049472508798283,0.94380783885758102) (-0.40307013176376377,0.91516909305326732) (0.93732167953666667,-0.34846530540436615) (-0.39154483138205598,-0.92015903246014907) (0.78935506634049346,0.6139369505434531) (-0.24914912681341375,0.96846513236569975) (-0.8037481167386904,0.59496971758149875) (-0.2721098773538988,-0.96226618700152122) (0.9597447522953193,-0.2808736556560486) (-0.98623940450589642,-0.16532343149067957)
 (1,0) (0.49206657073958193,-0.87055757417909352) (-0.77915404490871265,-0.62683249301738664) (0.82820476405244936,0.56042561397639912) (0.083663869912274924,-0.99649403253170687) (0.26428979630331795,0.96444331278201556) (0.032090601818159259,-0.99948496400643649) (0.86143769458797392,0.50786326736923559) (-0.25411169188230154,0.96717487976514194) (-0.5623754911589105,-0.82688197884811476) (-0.84912928720024028,0.52818505622443501) (0.31791018733820398,0.94812083237664679) (-0.99999597895102443,-0.0028358564456766322) (-0.81833998671568797,0.57473443096978838) (0.8236739984817939,-0.56706361567730246) (-0.82391210823174965,0.56671759978768632) (0.99931760195333896,0.036936843750207726) (-0.2449966749372065,-0.9695239188744712) (-0.08219553113730288,-0.9966162223549524) (-0.99716431630683333,-0.075255074807793365) (-0.19900427048902841,0.97999862261491555) (0.30631449532722621,-0.95193037032780281) (0.95408098513888651,0.29954878366705762) (0.95992083600121925,-0.28027127682072928) (-0.16467554442735896,0.98634779113026572) (-0.64144526771939714,0.76716880053896164) (-0.75856707358259956,-0.65159496228587577) (-0.31953765435078729,-0.94757357891194827) (0.45417138144245611,0.89091433722813695) (0.30315314154293355,0.95294185172687851) (-0.34871901515398418,0.93722731952821126) (-0.17490146078890789,-0.98458594292926283) (-0.66130882881738684,-0.75011374665991459) (-0.9665781551544782,-0.25637213182825486) (-0.85370674864148821,0.52075405646425565) (0.063492245299431815,0.99798233190114138) (0.41013183190539332,-0.91202624987328385) (0.94582545887996006,0.32467553239274266) (0.15580582496974116,0.98778770234575031) (0.68964231556949629,0.72415017543044446) (0.9959787786417037,-0.089589466430932407) (-0.22841137424661595,-0.97356470977268472) (0.98822413709670132,-0.15301325060099308) (-0.82605281013085174,0.56359272074337885) (-0.14586009463298497,0.98930522731543991) (0.32694142319295139,-0.94504460519097566) (-0.36748032888009219,0.93003129403594731) (-0.7265330479561396,0.68713152323813809) (-0.65225964636841693,-0.75799561589718145) (0.83123274126496804,-0.55592457208611123) (0.037653999424967721,-0.99929083670736507) (-0.63777937426363818,-0.77021910503692603) (0.95897112614899405,-0.28350375520004728)
 (0.99999999999999989,-5.5511151231257827e-17) (-0.82374993060106094,0.56695330657360832) (-0.99165416985243116,0.12892636431035914) (0.45544222323540212,0.89026534319515938) (-0.16352902010407133,0.98653852412554177) (-0.36381060763785922,-0.93147294204940401) (0.96378387596266013,-0.26668453354927046) (0.37237050901527635,0.92808415783036857) (0.929727037366335,-0.36824942089570034) (-0.22362087894754901,-0.97467620392555343) (-0.58858032704431429,0.80843874141236549) (-0.97474581343432498,0.22331726129490259) (-0.79270441673905789,-0.60960619065294008) (-0.8414840900268421,-0.54028189515446157) (0.50163362238348996,-0.8650801748360788) (0.84458247893935645,-0.53542547218885195) (-0.88339633592139843,-0.468626625023215) (0.039918934489886593,-0.99920292166766234) (0.63274342571910935,0.77436151583691548) (0.53830281976955063,0.84275149019634077) (0.58167631025218913,-0.81342035264148715) (0.99289054399217547,-0.11903095249104317) (0.98848571113281647,-0.15131423887477413) (-0.28265473151905107,-0.95922171720092764) (-0.24568759781626143,-0.96934906214390992) (0.21183020400712849,0.97730648451256008) (0.97429457255392871,0.22527779715710394) (-0.78414424484080536,0.62057860362974671) (0.13973774013799051,0.99018854971218928) (-0.78314529503106733,-0.62183876275985372) (-0.79810300157467617,0.60252103604562546) (0.57191322595883309,0.82031412396310965) (-0.63239202375424386,-0.77464851919564948) (-0.21947603689144463,-0.9756178909954567) (0.51820402758250717,0.85525702908381163) (-0.48039905054499316,-0.87705002835384027) (0.063492245299431815,0.99798233190114116) (-0.76826756852470901,0.64012884886804733) (0.88878966538283755,-0.45831531799478781) (-0.33968752258320789,0.94053834956437798) (-0.62917396411753113,-0.77726451281184294) (-0.98112550849384661,0.19337201602789483) (0.86154406854318999,-0.50768279265506733) (0.876181235582836,0.48198178639087375) (0.94341540061033413,0.33161330174051018) (-0.49523932434832474,0.86875658939602529) (-0.051944247976832947,-0.99864998628254353) (-0.88947262330171439,-0.45698845980699343) (-0.99451291545906417,0.10461386612258899) (0.45510484146116809,-0.89043786042519835) (0.51323321312485271,-0.85824918814149775) (-0.075097154723458792,0.99717622181460142) (0.2385004693068577,0.97114238201224234)
 (1,0) (0.60473007089818465,0.79643050001332305) (0.27406869360714931,-0.96171011806285356) (0.24210582320390095,-0.97024984945670489) (0.81348882369044273,0.58158054793015412) (0.94326215828773907,-0.33204894329353207) (0.40909659730675596,0.91249108163972303) (0.66704376209200655,0.74501853631580128) (0.23068548406747813,-0.97302836928866066) (0.78716997339939287,0.61673611291896513) (0.57809412625793488,0.81597008596275922) (0.61064406879452904,0.79190518450510261) (-0.76015316390038523,-0.64974392449043328) (-0.92341133054124969,0.38381182189718138) (0.090991115908565401,-0.99585170423397473) (-0.86941124448783735,-0.4940891498081188) (0.46055127590017458,-0.88763310115538074) (0.90299967114551061,0.42964123860623188) (0.9029248910133062,-0.42979837271516652) (-0.34566508836011184,0.93835795232362895) (0.069528448771220955,0.99757996913102998) (-0.2517693371016067,0.96778727047601543) (0.80852512959242617,-0.5884616511018792) (-0.70434076873608953,0.70986201581451935) (0.29297527358263614,0.9561200181301398) (-0.78150016148636658,0.62390503892562021) (-0.6662912923312666,-0.74569156744831655) (-0.93151694093086157,-0.36369793614867651) (-0.50644740477840988,-0.86227085431041384) (-0.81672332978951068,0.57702946421957868) (-0.95943424015092293,-0.28193250757232435) (0.99617218411921837,-0.08741269694469854) (0.39540081258083426,-0.91850868118402418) (-0.97367171257790197,0.22795481158688019) (0.87811997072892323,0.47844050519059128) (0.51820402758250705,0.85525702908381163) (-0.85370674864148788,0.52075405646425543) (-0.94162464376513755,-0.33666456637753817) (0.99974148977382404,0.022736614189690717) (-0.019694023236692171,-0.99980605391683375) (-0.92849194594958262,-0.37135253642159682) (0.67339671919706212,-0.73928131220438009) (-0.85602304937886586,0.51693765478257192) (0.077337175348209747,-0.99700499562898726) (-0.98424158883327861,0.17682899878396538) (0.61557609270236158,-0.78807745437443522) (0.99626526681788607,0.086345342273247055) (-0.00028382491729735462,-0.99999995972170741) (-0.88229222180634892,0.47070206642845064) (-0.85813273950682578,0.51342789307409886) (-0.99986374464990635,0.016507335783321433) (0.86289377517914834,0.50538533096744487) (-0.88730235569138394,-0.46118817155746716)
 (1,0) (0.19985912425877866,-0.97982464270425118) (0.46988318599229995,0.88272860581365653) (-0.068658155234347193,-0.99764024463722034) (-0.57934065148247038,0.81508552283785884) (-0.82407626616850072,0.56647886768861944) (0.89469076375269829,0.44668606118347787) (0.99951627466129755,-0.031100107511066122) (-0.67040269093799021,0.74199746090070906) (-0.85024707749408224,-0.52638380219452763) (0.43174717259025808,0.9019946668136759) (-0.86837958852787045,-0.4959000808914692) (0.90279780182806424,-0.43006526134345424) (0.87352247697364793,0.48678381466706455) (0.022932624792632111,0.99973701277892002) (0.59537911936818566,0.80344489806107) (0.66726981717997669,0.74481607869365829) (0.95961126344266801,-0.28132938537231483) (0.72465765973940222,-0.68910904520330452) (-0.12605014111634588,-0.9920238716505505) (0.99134933170521711,0.13124977153358461) (-0.40298540157603085,0.9152064062912828) (0.56076385761391401,-0.82797578225088275) (0.91474563834710687,-0.40403021808392514) (-0.99872200673545708,-0.050540610030955724) (-0.99184428323923302,-0.1274555522747059) (-0.94313240882317462,0.3324172971242525) (0.26328268548435946,-0.96471872974672901) (-0.97813501805316327,0.20797087887041713) (-0.98796377996540441,0.15468538869741658) (0.98881190823724474,-0.14916772482081145) (0.12446060119957253,-0.99222455056758252) (-0.20617149306519428,0.97851587388619721) (-0.14054260894288562,0.99007463106147942) (-0.97367171257790219,0.22795481158688019) (-0.21947603689144463,-0.97561789099545659) (-0.96657815515447809,-0.25637213182825491) (-0.65169306138181338,0.75848279726490653) (0.33407312820675739,-0.942547157976804) (-0.97109663218719566,0.23868667946637767) (-0.64877223184899924,-0.760982648410373) (-0.88176631533008876,0.47168651151924645) (-0.94603157917235614,0.32407445318731282) (0.79395018676100659,-0.60798281303188206) (0.24486128829113168,-0.96955812074181602) (0.84037836852441883,-0.54200018239501868) (0.46947475853541476,0.88294589364134501) (-0.54971120086935576,-0.8353547723205812) (0.11408665625364417,0.99347080222061035) (0.99727696111717501,-0.073747290288451686) (-0.17660053953503271,-0.98428260648857047) (-0.73455703471340861,0.67854694955694905) (0.9772234161673542,0.21221308841398961)
 (0.99999999999999989,0) (-0.44994958291391446,0.89305395852411718) (-0.58669968051592447,0.80980459672844163) (-0.5396296019035095,-0.84190254349862681) (0.53977213168971505,-0.84181116994914085) (0.33299938624658065,0.94292704317958786) (0.89391085293519068,0.44824478469323042) (-0.89962558792311587,0.4366621137149258) (0.12822436340031246,-0.99174518533269707) (-0.24642572017650649,-0.96916168126659219) (0.28708457691423012,0.95790523837067265) (0.57815725589713662,0.81592535654524889) (0.83966948440636879,-0.5430977416236823) (0.9294364524857639,-0.36898222286538229) (-0.91066257887258328,0.41315090153736417) (0.4673531554125302,0.88407071443745511) (0.048751050733271496,0.99881096061887542) (0.33533291201868365,-0.94209969648496827) (-0.33985020082960715,0.94047958031850676) (0.17596009125832091,0.98439730103468104) (0.99662269991497066,-0.082116953269074644) (-0.63600559064553031,-0.77168444889581067) (-0.85266820095523799,0.52245281038554992) (-0.87913268821902224,0.47657708348681282) (-0.77160187096863131,-0.63610577164313653) (-0.67517156486572205,0.73766073366878571) (0.7463987837665268,0.6654989523596937) (0.60400717034549911,0.79697888188535082) (0.049795940247026993,0.9987594126389564) (0.41845672543736523,-0.90823673617413103) (-0.83889520437462906,-0.54429296897649737) (-0.045239883589341195,-0.99897615233439152) (-0.77412534002514244,-0.63303235140943581) (-0.20617149306519425,0.97851587388619721) (0.39540081258083437,-0.91850868118402407) (-0.63239202375424364,-0.77464851919564937) (-0.66130882881738662,-0.75011374665991459) (0.9777142098255126,0.20994028652279478) (0.56318723911297985,0.82632931310724955) (0.33571543411027704,-0.94196345327202113) (0.78889157938058374,-0.61453240433878453) (0.96673528930218977,0.25577896789574289) (-0.96208186304865051,-0.2727608637485181) (-0.98476373551825747,0.17389762852933605) (-0.9763188641608177,0.21633648671393324) (0.11754732441806028,-0.99306728197144456) (0.11143120145391072,-0.99377215061730306) (-0.62811146153561981,0.77812337831965317) (-0.41739385822248187,-0.90872568309592283) (-0.53746757335482498,0.84328441678479815) (0.52551765454597155,-0.85078269538143514) (0.59824687089029405,0.80131185032418706) (0.69937234952578575,-0.71475752302356454)
 (0.99999999999999989,0) (-0.99558797093640028,0.093832788121959387) (0.94546008394850056,0.32573797700006724) (0.99989427827554411,-0.014540710843350735) (0.88148505979618963,-0.47221191149324782) (0.58337717059956518,-0.8122013770138814) (0.98611032090034967,0.16609164642994717) (-0.84726873385978418,-0.5311644685251824) (-0.6578156346280214,0.75317898990806498) (-0.1543335620348914,0.98801880125310437) (-0.99644061767602898,0.084297659786091772) (-0.52174486494341776,0.85310157420155619) (-0.64371657067617938,-0.76526399146758384) (0.87631103898203389,0.48174574513764967) (-0.95470998491420411,0.2975379718710256) (-0.99270709937358648,-0.12055129552718336) (-0.89693535827091153,0.44216169336955219) (0.89469632457028414,0.44667492295899497) (-0.40155621490994475,0.91583437709402316) (0.36110777944643946,-0.93252408635019335) (-0.6391434933583453,-0.76908750795841985) (0.10676254100727439,-0.9942845467157132) (0.79988300021038694,-0.600155968040335) (0.59049639388026309,0.80704027707073411) (-0.047903853776886163,0.99885195138885541) (-0.68266272906279879,-0.7307336028598469) (0.710297010545754,0.70390209319887997) (0.98991059026832873,-0.14169341295420423) (0.045341414334163999,-0.99897154921758258) (0.03074417480653735,-0.99952728612853114) (0.8242496325976254,0.56622658288239947) (-0.99288774442250505,-0.11905430263368572) (-0.045239883589341334,-0.99897615233439141) (0.12446060119957242,-0.9922245505675823) (0.99617218411921826,-0.087412696944698554) (0.57191322595883309,0.82031412396310965) (-0.17490146078890773,-0.98458594292926271) (-0.23750934756593595,0.97138525303753753) (0.99626794000866103,-0.086314493052436103) (-0.40192806622583965,0.91567124536045097) (-0.80263579523237116,0.59646942940246384) (-0.96694054320993783,0.25500193312379249) (-0.44881378249993914,0.89362530662358575) (-0.12881247061125278,-0.99166897068277016) (0.29552904850730938,0.95533375397730069) (-0.78845759681665906,-0.61508911388683862) (0.23927422816759158,-0.97095202957448057) (0.75259461467494071,0.65848412734270279) (-0.96380107542461579,-0.2666223677982702) (0.95248943666323793,-0.3045716221924617) (-0.59228271910666874,0.80573021579658577) (-0.8910530827419475,0.45389911184763365) (0.31296216318871917,-0.94976559445593667)
