# Created by Octave 5.2.0, Sat Sep 18 09:36:49 2021 CEST <ania@ania-bania>
# name: F_norm
# type: scalar
7.7138422585977186e-13


# name: H
# type: complex matrix
# rows: 57
# columns: 57
 (1,5.5511151231257827e-17) (-0.24491975347108816,-0.96954335352250376) (-0.29751814846041313,-0.95471616270841841) (0.028253438652108886,-0.99960079191862095) (-0.49323525415320474,-0.86989596163014016) (0.96332940382260357,-0.26832156031670051) (0.59070594957395783,-0.80688690727878942) (0.95274709285312853,0.30376467381825734) (-0.99993976065215973,0.010976113469834736) (-0.31502550787360412,0.94908320467121343) (-0.013111414567062274,0.99991404170961218) (-0.33974419836723746,-0.94051787844559642) (-0.99995910192887771,-0.0090440294998367365) (0.090967260250660598,0.9958538836408124) (-0.9860315526770862,0.16655862969301177) (0.50398234263247954,-0.86371395630421366) (-0.88275433759369792,-0.46983484274743981) (-0.94767297085781244,0.31924276077231195) (0.5932100318806619,-0.80504773652010464) (0.43660077113496498,-0.89965535992643031) (-0.73420639111772523,-0.67892634007076524) (-0.57716902088132438,-0.81662471266481673) (0.83504032277147844,0.55018874883598401) (-0.6307808605908124,0.77596102087174279) (-0.9986580267528028,0.051789435237331261) (0.76224773514057376,0.64728540094232601) (0.043970616801554396,0.99903282471503074) (0.44121942784361617,0.89739925144461274) (0.996328186803352,0.085616261195796683) (-0.35324159342875711,0.93553213556345238) (0.13038097494350903,0.99146396877182696) (-0.8862691490650163,-0.46317058997260568) (0.99787876320651692,-0.065099723051906144) (-0.86494508753116195,-0.50186651168982099) (0.8485687881390851,0.52908507047181519) (0.99097880624601831,0.13401867620305297) (-0.040617751966063653,0.99917475860092797) (-0.8600375331091823,0.51023077292875618) (-0.05989192444473751,0.99820486744270354) (-0.43572489582664392,0.90007989376324704) (0.47658986695094446,-0.87912575819371908) (-0.23706692863800824,-0.97149332027870416) (0.88428401665136602,-0.46694943826385149) (-0.19412498234515851,-0.98097680463377634) (0.97748121921940201,-0.21102243026121983) (-0.74016638637648757,-0.67242376555143579) (0.9520647462425823,-0.30589658213528337) (-0.99486967505441803,-0.10116486374783201) (-0.93552949119689277,-0.35324859674297954) (0.90423085693655059,-0.42704397591324783) (0.86793377305064878,-0.49667994281837585) (0.94272464358444041,0.33357195082708829) (-0.83916505028179389,0.54387684119252133) (-0.014477092026845439,0.99989520141185084) (-0.96592419161452669,-0.25882514571391024) (0.27395854728758379,0.96174150080366039) (0.39710045023081175,0.91777515352426398)
 (1,0) (0.7956852242306427,0.60571034656924139) (0.22381919233480826,-0.97463068346045501) (-0.10051379682496531,-0.99493566457727756) (-0.75154151552322634,-0.65968579675861816) (-0.046690535068714234,0.99890940226579084) (0.74298425085653963,0.66930889952184691) (-0.4367720388825172,0.89957222392113145) (-0.40757798272445117,0.91317040468811994) (0.7420375177807006,-0.67035835357356155) (0.91248971451336358,0.40909964667220355) (0.29935197144895442,-0.95414275514182134) (-0.88597111224170988,-0.46374043200176857) (-0.11009140944023399,0.99392146649896951) (-0.50104416705647292,0.86542171376657906) (-0.88695774239879999,0.46185058536156787) (-0.076688777191690538,-0.99705507944789129) (0.87524384861696647,-0.48368192591636217) (0.73427448934473638,0.67885268968865731) (0.26856062970485256,0.96326278251188158) (-0.74948440521785464,0.6620219983771205) (0.31869855148062753,0.94785612478062842) (0.98733082764141344,-0.15867525575501407) (0.70821478448638475,0.70599703897035182) (-0.84507790037879849,-0.53464319156925799) (0.92442329297763981,0.38136803143470038) (0.60435199309380117,0.79671743324942446) (-0.99282311433078574,-0.11959207185477938) (-0.40222498996478806,-0.9155408551494717) (-0.51919179035757468,-0.85465775888673545) (0.26163214647170507,-0.96516766415613331) (0.55560139678601539,0.83144878849477566) (-0.38089418154278998,0.92461863623163443) (-0.74717490821958621,-0.6646274569464099) (-0.42507827066408505,0.90515659629106693) (-0.83782383012718131,-0.54594068328987966) (-0.25558742997395245,0.96678594613249735) (-0.36309672670858162,-0.93175145132890136) (0.10275735412529374,-0.99470645226276133) (0.98370325746248677,-0.17979961417558654) (-0.38983338529684181,0.92088540639321748) (-0.64244035252560761,-0.76633569240038124) (-0.54521369548545873,-0.83829709903773897) (-0.56197825843489624,0.82715200359213314) (-0.29487801297821309,-0.95553490645921491) (0.72657801086041773,0.68708397895316864) (0.18576257073672814,0.98259466073924884) (0.95206474624258264,-0.30589658213528348) (0.84116474657196483,-0.54077894663579484) (-0.63029386412686961,-0.77635664796794279) (0.84181345788803164,-0.53976856347752855) (0.6567012458265864,-0.75415082956250024) (-0.61188989142467154,0.79094295671198966) (-0.45618673816113969,-0.88988407105976353) (-0.98756859872868341,-0.15718862174173456) (-0.63852657541081193,0.7695997742295283) (0.2358707759287095,-0.97178442931690656)
 (1,0) (-0.99999122854258493,-0.0041884171106199575) (-0.88821245396327486,-0.45943295117409266) (0.21757606668602203,0.97604336748191733) (0.99848731517686917,-0.054982555696212299) (-0.80421477593537083,-0.59433878736561008) (0.39417145201922843,-0.91903692331323406) (0.99566765875080776,-0.092983403452910895) (0.99653222170234468,-0.083207758706689394) (0.81363938843891292,0.58136988706051007) (0.95806684706077816,0.286544789802607) (0.99782945457381222,0.065851192737355235) (0.88402100262354566,0.46744718088834597) (-0.062944977661417267,-0.99801699874661631) (0.079658732829508805,-0.99682219391624505) (-0.42087254038890032,-0.90711978522496839) (-0.16003048708026596,-0.98711207226173281) (-0.98930294323309997,0.14587558572401971) (0.99678593182865816,-0.080111210878840544) (0.69151670034302293,-0.72236047313422225) (0.49939666676712358,0.86637345828567747) (-0.64494700134280603,0.76422729960328195) (0.87033358474812383,-0.49246263945550206) (-0.82274151627361181,0.56841569066995201) (0.018885330306100401,-0.99982165624636776) (-0.93564861777071162,-0.35293294556297561) (-0.99930190405398545,0.037359129460985629) (0.42524989040928296,-0.90507598062642958) (-0.88533624938045863,0.46495131522875016) (-0.12094874221484125,-0.99265875393140468) (-0.96047284358215479,-0.27837369980156162) (0.74470311898256791,0.66739588294926955) (-0.24200738262061944,0.97027440796772557) (-0.51107431210734278,0.85953653063962587) (-0.006181764847701221,-0.99998089270914026) (0.18633653966101271,0.98248597648371583) (-0.055045881264000895,0.99848382608626607) (0.71751830025677943,0.69653965342730051) (-0.92878808798398482,0.37061123514951982) (0.70792429322999262,-0.7062883228928647) (-0.63896411465236758,0.76923654371494543) (-0.99151944840358452,-0.12995839117752039) (0.993884482993319,-0.11042479098963276) (-0.99014602940886065,0.14003871052629852) (-0.15305290076020817,-0.98821799698694246) (-0.02428873623894684,0.99970498512907124) (0.72657801086041762,0.68708397895316853) (-0.74016638637648757,-0.67242376555143579) (-0.059219988325887429,-0.99824495640232636) (-0.77124003159567545,0.6365444318068465) (0.99357102325928215,0.11321051956202122) (-0.019572289675093724,0.99980844439166161) (-0.9255448948486108,-0.3786378845541945) (0.99358585328542781,0.11308029072773612) (-0.55966933358936677,0.82871601712506837) (-0.05781788083449696,-0.99832714710950732) (-0.53265412183622185,0.84633302339615857)
 (0.99999999999999978,0) (0.94941439464873967,-0.31402596585913994) (-0.88104373065788355,0.47303482394897528) (-0.95786444182959829,0.28722066617580061) (0.87888535194739059,-0.47703305769339571) (-0.89490115607774845,0.44626440688308167) (-0.78302438420945497,-0.62199100775927929) (0.67786079303930125,0.73519027826824002) (0.81460518507810953,0.58001585533833344) (0.20485140328135681,0.97879308465766068) (-0.24613826503026193,-0.96923472620820295) (-0.92545223811166144,0.37886429625146428) (-0.075261444957976376,-0.99716383553698873) (-0.3731641198378392,-0.92776534730806226) (-0.40518154063742506,-0.9142362490771625) (-0.93315347137585669,-0.35947823141212198) (-0.90531863993049422,0.42473304579982718) (0.85044045943801927,-0.5260713116592185) (0.99897152469308714,-0.045341954659749883) (0.37688271114279659,0.92626099024068576) (-0.18784126374570981,0.98219939912138554) (-0.83758646154834715,-0.54630478620539225) (-0.98260837380501831,-0.18569002054029643) (0.28310513612563848,-0.95908888112587531) (-0.99252516874351349,0.12204011394069531) (0.48653044667257228,0.87366362203114911) (-0.92431537477178671,0.3816295166263895) (-0.74703643098007255,-0.66478310055878764) (0.46871862295742123,0.88334752645428272) (0.87053967593090609,-0.49209823473582393) (0.92749502267432415,0.37383550247983827) (-0.41184247658132878,0.91125505457218581) (-0.32422141743093785,-0.94598122205415547) (0.066437265411507407,-0.99779060416734777) (0.86763940795282091,-0.49719398404171855) (0.81705309687403882,0.57656243104155147) (-0.51182478479248716,0.85908986123229358) (-0.97048488858437321,-0.24116193942945696) (-0.42491389892828751,0.90523377008237993) (0.99980654985644068,-0.019668829760754514) (-0.23179907409120876,-0.97276368623137754) (0.99506306742037676,0.099244606180627415) (-0.38364127646592255,0.92348219852447389) (-0.0018740760695012404,0.99999824391790115) (-0.34875698579215664,0.93721319072085607) (-0.153052900760208,-0.98821799698694246) (-0.29487801297821303,-0.95553490645921468) (0.97748121921940179,-0.21102243026121981) (0.61744066403613596,-0.78661745874002342) (-0.48075905641179628,-0.87685274115899292) (0.21651458909534022,0.97627938250731916) (0.37052155087629468,-0.92882386938333095) (-0.80675453127982966,0.59088672878942139) (-0.4621516156817036,-0.88680092699702917) (0.65440883594630828,0.75614090977502357) (0.99850572842366214,0.054647143613649585) (0.49019879935661242,0.87161065683556926)
 (0.99999999999999989,-1.3877787807814457e-17) (0.72853136601543267,0.68501244421666441) (0.96697866421759937,0.25485733842278602) (-0.9824991188866784,0.18626723111406862) (-0.48361655150915239,0.87527997298372739) (-0.98571994000305507,-0.16839299237312444) (-0.79831494029086325,-0.6022401980176969) (0.8279696181663837,0.56077295886429468) (-0.8629445873620063,0.50529856435836018) (-0.99999949533071597,0.0010046583070452281) (0.99999906728506027,-0.0013658070914380899) (-0.14565022234490838,0.98933614749026466) (-0.5177774315055248,0.85551536013302654) (-0.99157476726393901,-0.12953563573575677) (0.33107574628700154,-0.94360418090452702) (-0.58587303492195053,-0.81040285472803109) (-0.99112919221818085,0.13290193502329528) (0.23977252797265208,-0.97082909661258321) (-0.8132286686213922,-0.58194426926663512) (-0.66123394987135642,0.75017975415064675) (0.11275970016765803,-0.99362228740004577) (0.71250875397177871,-0.70166322086424338) (0.90771995933323568,-0.41957654299074937) (-0.88140106658094608,-0.47236866939920119) (0.96309594752687178,0.26915831002834978) (0.91116003936414147,0.41205264550289583) (0.18524902569750631,0.98269160904025499) (-0.12341686427464163,-0.99235491514508789) (0.64162819968379303,0.767015810378468) (0.52719224521902941,-0.84974604240380036) (-0.87427459822318709,0.48543169128280611) (0.9995861572639575,0.028766546651889061) (0.90575801342827811,0.42379525848039057) (-0.536188217900606,0.84409845100235248) (-0.9964957142136408,-0.083643837512683547) (-0.92245316617670603,0.38610899524690057) (-0.74631592508844469,0.6655918719150492) (0.22705416566454253,-0.97388213139700797) (0.83377903103282647,-0.55209829506163144) (0.95470822494421115,0.29754361902731485) (0.99942546568903901,0.033893045484975945) (-0.96980118926766812,-0.24389680870199429) (0.9910450833234542,-0.13352768559519007) (0.0095154471786398354,-0.99995472710767774) (-0.0018740760695011849,0.99999824391790126) (-0.99014602940886065,0.14003871052629854) (-0.56197825843489602,0.82715200359213292) (-0.19412498234515857,-0.98097680463377623) (-0.70995680891224899,0.7042452197062723) (0.96282452745159097,-0.27012761676218916) (-0.50250931843113744,-0.86457179279101715) (0.43394885987068965,0.90093750450124188) (0.69534913508758933,0.71867209514001773) (-0.41400576964864294,-0.91027425685758911) (0.97295687457137414,-0.23098683993748836) (0.98408243061182366,-0.17771260439576908) (-0.78117039192015081,-0.62431788280275646)
 (1,0) (-0.41864709630577279,-0.90814900140601629) (0.144666229446207,-0.98948051120667257) (-0.5838842363739678,-0.81183692852320344) (0.83764908057754972,-0.54620876760409676) (-0.99988266652679303,0.015318393495082183) (-0.091386591755888313,0.99581549036317119) (-0.57796707206305764,-0.8160600857846545) (0.93009104090790573,-0.36732908355158966) (-0.72120210055474632,0.69272471455508555) (0.55483273133350475,-0.83196192235041855) (0.71251603990037893,0.70165582224099332) (-0.10737847945519197,-0.99421821656510068) (-0.42330623747436802,-0.90598666067183009) (0.33048239394387074,0.94381215678392727) (-0.49069249838392126,0.87133281358488102) (0.67630985139516353,0.73661725808309109) (-0.80264863282182008,0.59645215418276787) (0.97351858046339157,0.22860790339037515) (-0.97959467733073446,-0.20098325339514178) (-0.99937648484404673,-0.035307811327737859) (0.89180708206395498,-0.45241587989434801) (0.16559645342975332,-0.98619359895077718) (-0.96729806898191761,-0.25364235794491108) (-0.75894119561162932,0.65115916764151538) (0.35882248756900231,0.93340581871702155) (-0.4260130611065347,-0.9047170119803426) (0.89349780972140569,0.4490675495101486) (0.39628027635919244,-0.91812958920224552) (-0.66741632620337865,0.74468479742585658) (0.81175728457657415,-0.58399495797212819) (0.88837314239466225,-0.45912216225296171) (-0.41336576298360944,0.91056506960951444) (-0.14662833001133069,0.98919165627197247) (-0.56744996730804154,-0.82340787863737541) (-0.82987422816037792,-0.55795050446721595) (-0.21413414399959677,0.97680426308117541) (-0.79467648057620666,0.60703318790574878) (-0.21351297842432826,-0.97694022746756148) (0.33104078924594932,0.94361644530784727) (-0.73853003799606609,-0.67422057442466754) (-0.78234922172385046,0.62284002381677783) (0.9221220201838306,0.38689918569582604) (0.99104508332345442,-0.13352768559519004) (-0.38364127646592266,0.92348219852447411) (0.99388448299331922,-0.11042479098963276) (-0.54521369548545895,-0.83829709903773908) (0.88428401665136636,-0.46694943826385166) (-0.37081230620946748,-0.92870783003246871) (0.97259651012065196,0.2324995236578544) (-0.99632860220899266,-0.085611426925803591) (0.36432372837038879,0.93127236668243218) (0.93671525462816718,0.35009217607208454) (0.98395487926603786,-0.17841747551335152) (-0.97912235963514449,-0.20327175126542124) (-0.63334467361226565,0.77386983686339295) (0.67845224172874641,0.73464450974143869)
 (0.99999999999999989,-5.5511151231257827e-17) (0.55039694427285157,0.83490311038772957) (0.36953782636847327,-0.92921568803096588) (0.63180702186977011,-0.77512572342559438) (-0.9187328724720123,-0.39487961334984484) (-0.94861089935615772,-0.31644487928026488) (-0.24147777220408717,-0.97040635072702819) (0.24632485165260509,-0.96918732320347778) (0.98595820330373041,-0.1669922792768529) (-0.72307512323168954,0.69076940158310218) (0.32118282392785247,0.94701720872100914) (-0.93784293718485745,0.34705997345196665) (0.93120982532866869,0.36448355410271899) (-0.94572323105126543,-0.32497318389361091) (0.49349618163001474,-0.86974796275506827) (0.30720844212964271,0.95164225057753582) (-0.24276516434932927,0.97008508646326486) (-0.98534813578144598,-0.17055512690044833) (0.71836015443945889,0.69567139406023826) (-0.94309002422049981,0.3325375260264265) (0.59371699651229337,0.80467392653945158) (0.64271878811690186,0.76610218600493529) (-0.31810969248084164,0.94805391384126625) (0.64795836641622773,-0.76167575476131044) (0.45757736010950129,-0.88916981477961676) (0.99746094378780026,0.071215627624484135) (-0.18701110306552615,0.98235780005566886) (0.99813514410780146,0.061042887357119824) (-0.6629596591359147,-0.74865512110610122) (-0.99360716582803232,-0.11289286963836775) (0.82585192607950531,-0.56388704204900086) (0.73530761874235817,-0.67773350649015596) (-0.22847847557035783,-0.97354896445995276) (0.99988433480781225,-0.015209109307780577) (0.92193474408079956,0.38734523058464249) (0.24364051961273259,0.96986560780493547) (0.86903309462067613,-0.49475395951322121) (0.14041990242613817,-0.99009204168230369) (0.31776244181889318,-0.94817035946568839) (-0.99297744027199331,0.11830385923914449) (0.050479296388656725,0.99872510764279043) (-0.99313492593672503,0.11697443688538406) (-0.78234922172385013,0.62284002381677783) (-0.96980118926766812,-0.24389680870199432) (0.99506306742037698,0.099244606180627304) (-0.99151944840358452,-0.12995839117752028) (-0.64244035252560761,-0.76633569240038102) (-0.23706692863800838,-0.97149332027870416) (-0.68131366212943911,0.73199159407452852) (0.46641910508156975,-0.88456385773719415) (0.90346795766004817,0.42865563040928101) (-0.99609314287836725,-0.088308837104173199) (-0.9602919150562732,-0.27899720048336518) (-0.71478224039088245,0.69934708751934271) (-0.29674868333881071,0.95495561097711956) (-0.82645022831589066,0.56300978687462677) (0.99948775209595531,-0.032003646826132048)
 (1,0) (-0.27088479296789264,0.9626117747766969) (-0.88420008022930929,0.46710835800966022) (0.97935036523726249,0.20217037891253786) (0.84129773767755767,-0.5405720271884431) (-0.55810731159945648,0.82976878028715106) (0.81374209846325374,-0.58122611537044633) (-0.69659127504725993,0.7174681843315649) (0.016300488327500112,0.99986713821401552) (-0.95445861397991383,-0.29834334951451624) (-0.50801708857484251,0.8613469903099108) (0.91615236290242907,-0.40083019839864742) (-0.99519433762955667,-0.097919509547726102) (0.99520157092600914,0.097845966837691645) (0.54008257125272296,-0.84161203427056708) (0.98507566253560319,-0.17212187275311749) (-0.27368706890118488,0.96181879182945773) (0.4310941991653614,-0.9023069275174469) (-0.76185760627942456,0.64774453896129747) (-0.49160421436148005,-0.87081875061463421) (0.31444610427309183,0.94927532755648569) (0.87182734138935003,-0.48981331832237784) (-0.5797966831573178,-0.81476119581124562) (-0.988975114363005,-0.14808181242368113) (-0.20853915487115851,0.97801401875720628) (-0.85667314000746431,-0.5158596041460799) (0.087133307754599584,0.99619666064474499) (-0.024361352063793418,-0.99970321822309882) (-0.26890320511560417,-0.96316720577403048) (-0.98691613549101365,0.16123443027927828) (0.35183726205588883,0.93606118444737108) (0.99062576769782806,0.13660376412489622) (0.35130827677096216,-0.93625984356492531) (-0.98288468403217522,-0.18422187138059987) (0.88779571171330351,-0.46023773667906442) (0.041381695525778472,-0.99914341076514779) (-0.47804875913932521,-0.87833329885946421) (-0.96517621971645162,-0.26160058274755776) (-0.39211668092565288,0.91991548989015648) (-0.28948436143770406,-0.95718274351505228) (-0.51869225522375895,-0.8549610192113366) (0.050479296388656711,0.99872510764279043) (-0.73853003799606598,-0.67422057442466732) (0.99942546568903901,0.033893045484975876) (-0.23179907409120884,-0.97276368623137777) (-0.63896411465236758,0.76923654371494554) (-0.38983338529684169,0.92088540639321759) (0.47658986695094446,-0.8791257581937193) (-0.27866464807444202,0.96038847031477093) (-0.62080054639323179,-0.78396854630645962) (0.99979902499408335,-0.020047683678632883) (0.26473850864115123,0.96432023832462177) (0.99953687376552491,0.030430872203055487) (0.99996998279546645,0.0077481293248031213) (0.53400636459141726,-0.84548045664927018) (-0.34826203333031241,0.93739722430815664) (0.44282606746443109,0.89660753620186917)
 (1,5.5511151231257827e-17) (0.76416459938275616,0.64502129038520173) (-0.71587267931481802,0.69823084077590158) (-0.97269646240764818,0.23208100314253433) (0.81114648931440592,-0.58484303267877913) (-0.99912699069581778,-0.041776266744631363) (-0.99706550565498508,-0.07655310204665744) (-0.73184693998958839,0.68146904289767696) (-0.59607952522156638,-0.80292540102529442) (-0.63624688578592103,-0.77148551530648724) (-0.43886301357278157,0.89855398019140442) (0.76701478250643595,-0.64162942842158188) (0.45005532361702982,-0.89300067507475667) (-0.24715238656481603,0.96897662397774775) (0.72187132538703236,0.69202730407402691) (0.3033306499205024,-0.95288536394405843) (0.74680072328358427,-0.66504787775250596) (-0.61811544225617188,-0.78608733614303772) (-0.99999363085000592,0.0035690698255925746) (0.009629942414446202,-0.99995363102950585) (0.06801950576433119,0.99768399147003106) (0.22862070206255553,-0.97351557490798468) (0.0055737747075237931,0.99998446639710747) (-0.35867361205506249,-0.93346303623409388) (0.08046053701816297,-0.99675779504488848) (0.64693811707804449,-0.7625425054851116) (-0.68933187505621063,-0.72444569570913087) (-0.99194472708377424,-0.12667145854806033) (-0.068985502148699418,0.99761766248061701) (-0.65735903875757129,0.75357753029381092) (0.97847283021651243,-0.20637567814082552) (0.69431899225621774,0.71966737941378822) (0.096468658156984743,-0.99533602265435583) (-0.93258222749909936,0.36095759993774384) (-0.14841559445965585,0.98892507871991309) (-0.9179635525012968,0.39666474040327587) (0.97680144780966738,0.21414698586936787) (0.75801037167004992,0.65224249818655) (0.81542623548917914,-0.57886099754254039) (0.97748271877679416,0.21101548401177067) (-0.28948436143770401,-0.95718274351505228) (-0.99297744027199342,0.11830385923914427) (0.33104078924594926,0.94361644530784694) (0.95470822494421115,0.29754361902731485) (0.99980654985644091,-0.019668829760754514) (0.70792429322999262,-0.7062883228928647) (0.98370325746248666,-0.1797996141755866) (-0.43572489582664398,0.90007989376324715) (0.12520717620015837,0.99213061792688395) (-0.75824665547357373,0.65196779787282289) (-0.68040242342094037,-0.73283868770890292) (0.95407282069653032,-0.29957478666964416) (-0.99492218102704699,-0.10064717432884784) (-0.18116720357318078,0.98345230913830783) (-0.20014574816257019,0.97976613510186517) (-0.50233310297159162,-0.86467418931001372) (0.79664876557274988,-0.60444250703554192)
 (1,0) (-0.77793258529545917,0.62834774825372264) (-0.98787740428525905,0.155236059285909) (-0.3248039565363422,-0.94578136470240226) (-0.76571929997063648,-0.64317490129239108) (0.17758951786939575,-0.9841046505036517) (0.96011898177881871,-0.27959173955609545) (-0.13698030884415466,0.99057377059407337) (0.92187715218758126,-0.38748227865866958) (-0.43422892008339736,0.90080255603722892) (-0.34095211709872597,-0.94008066347835106) (0.55207536024624382,0.83379421718370084) (0.93125759037554456,0.36436149682414987) (0.7234652513527422,-0.69036079703667586) (-0.44792875984439151,-0.89406925129111925) (-0.63828027893586137,0.76980405657644957) (0.99842843932451097,-0.056041516289415561) (-0.99595375168710698,-0.089867260447704461) (-0.79880098911043751,-0.60159536217975207) (0.62082716641680735,0.78394746599429577) (-0.79861451281371088,-0.60184288641082784) (0.78209269553077676,0.62316211020681056) (-0.79999094911407975,0.60001206765826987) (-0.90628913316615534,-0.42265826279032981) (0.2421776479688037,0.97023192424507299) (-0.72183479567735609,-0.69206540713246856) (0.39741421747153949,0.91763932988483121) (0.34852040259986061,0.93730119437224024) (-0.3992828277238849,0.91682780470752401) (0.31634616777166003,0.94864382258895463) (0.65114941410511262,0.75894956387797308) (0.41276877323968791,0.91083584681225749) (0.57905474143047186,0.81528866447834936) (-0.4271387768425276,-0.90418607892262404) (-0.97691426618098931,0.21363173109830746) (0.91725393294688407,0.39830292805034051) (0.99906970076086787,-0.043124621987767897) (0.04429627120213489,-0.99901843844725291) (0.018844327050031418,-0.99982242990344483) (0.81542623548917903,-0.57886099754254039) (-0.39211668092565288,0.91991548989015637) (0.31776244181889318,-0.94817035946568839) (-0.21351297842432831,-0.97694022746756115) (0.83377903103282647,-0.55209829506163155) (-0.42491389892828746,0.90523377008238015) (-0.92878808798398471,0.37061123514951988) (0.10275735412529349,-0.99470645226276133) (-0.059891924444737288,0.99820486744270365) (0.99982228880819668,0.018851811645994476) (-0.80030222391526262,-0.59959682320396346) (-0.56332719134878395,-0.82623391087941178) (0.66582908577419053,-0.7461043013795734) (-0.9677083360519213,-0.25207256164767639) (0.90352413401205944,0.42853720872026491) (0.53647057070624293,-0.84391902856027479) (-0.76625593339187281,0.64253548115395931) (-0.97365800477105047,-0.22801335431341116)
 (1,-5.5511151231257827e-17) (0.012265851288618068,-0.9999247716164289) (0.74773968332038121,0.66399199241251294) (0.55872723243569533,0.82935148142072479) (0.27352240075699152,0.96186563317551488) (0.58327739693743341,-0.81227303181990074) (-0.855089526184721,-0.51848037784393486) (0.89197143423296732,0.45209176116402122) (0.38002304386835278,0.92497701924373965) (0.98215311856186061,-0.18808309785627758) (-0.088112019039260026,-0.99611057222620936) (0.76778463926544882,-0.64070800502883374) (-0.38424148583633994,-0.92323262537796125) (-0.98655365645342119,0.1634377035398728) (-0.70645845334898327,-0.70775451513343524) (-0.15459234777688335,0.98797834288451458) (0.85195040792651144,-0.52362248083313923) (0.99308991920799394,-0.11735592174006204) (0.49924382097867814,-0.8664615439906207) (-0.78322383148791486,-0.62173984092174273) (-0.61159329759442471,0.79117231899098783) (0.48604232856450941,-0.87393526925258747) (0.882193426638613,0.47088720304933279) (0.88227275115743242,0.47073856073737791) (-0.94908137206580556,0.31503102894427715) (-0.90478850185283188,0.42586120616335671) (-0.33704893056943552,0.9414871312992027) (0.77279007164744629,0.63466172498673146) (-0.58056575994437343,0.81421336170577152) (-0.75737516038199248,-0.65297998930775292) (-0.49184529736303367,0.87068260776351158) (-0.23286889341946637,-0.97250813800070235) (-0.91466973523851081,-0.40420202305123998) (-0.89435005856922578,0.44736782711458334) (0.9193499891794612,0.39344071649452922) (-0.7404191138416828,-0.6721454722438448) (0.99452457760108093,-0.10450294037678137) (0.8883542557852474,0.45915870483770826) (0.044296271202134918,-0.99901843844725302) (0.75801037167005003,0.65224249818655) (-0.96517621971645173,-0.26160058274755771) (0.14041990242613828,-0.99009204168230369) (-0.79467648057620655,0.60703318790574878) (0.22705416566454234,-0.97388213139700797) (-0.97048488858437332,-0.24116193942945702) (0.71751830025677943,0.69653965342730051) (-0.36309672670858173,-0.93175145132890125) (-0.8600375331091823,0.51023077292875629) (-0.31421614923430519,0.9493514689304301) (-0.091587345918121177,-0.99579704662530266) (0.12401582666001604,0.99228024002185666) (0.00059380607537190544,0.99999982369715623) (0.39729755308357961,-0.91768984646981933) (-0.96043788734269453,0.27849428101256052) (0.99864032252221402,-0.052129705856943764) (-0.35099517407165132,0.93637726786718367) (-0.73153702268567489,-0.68180171929981159)
 (0.99999999999999989,-2.7755575615628914e-17) (-0.48636069210765753,-0.87375813425258475) (-0.78186561056622728,0.62344700417429211) (-0.2289753622086142,-0.97343221823680914) (-0.87200573439289897,-0.48949565798472672) (-0.64243963586804798,0.76633629319361529) (-0.89197184894831671,-0.45209094293484731) (-0.71276433960271057,-0.70140359008969411) (0.83738737388679452,-0.54660990299753787) (0.64522538506777527,0.76399227906055422) (-0.31835320337071843,0.94797217148163249) (0.57687146640179054,-0.81683493513160144) (-0.51897850416148228,0.85478729062750447) (0.99291561807937689,0.11882161156139404) (0.64944491075396482,0.76040864533208252) (0.63267725098064398,0.77441558358001528) (-0.037525598771946111,-0.99929566667568637) (0.42409006815754113,-0.9056200163921575) (0.20364132715320879,0.97904556067390236) (0.028001562384329493,-0.99960787937272477) (-0.092019507333735123,-0.99575720447810745) (-0.99999993363392348,0.00036432423667298597) (-0.19387803816197061,-0.98102563999034387) (-0.45024721251939936,-0.89290394086850799) (0.7060270048716657,-0.70818491115805626) (-0.86036180300963816,-0.5096837920927092) (0.98197947368779337,0.18898760079921348) (0.60592940156030928,0.79551842236667503) (0.41504850521092629,0.90979928463489912) (-0.92105500598978018,-0.38943250498791843) (-0.51703777437106413,-0.85596258088389277) (0.45118543037185499,-0.89243022551915085) (0.99627109649191492,0.086278052219530138) (0.049648626048677896,-0.99876674650865127) (-0.13786830757592269,-0.99045056906750817) (0.67000643509673408,0.74235529022764346) (-0.95608891346426006,0.29307676392155291) (0.99452457760108071,-0.1045029403767814) (0.99906970076086776,-0.043124621987768091) (0.97680144780966738,0.21414698586936767) (-0.47804875913932521,-0.8783332988594641) (0.86903309462067602,-0.49475395951322143) (-0.21413414399959652,0.97680426308117529) (-0.74631592508844447,0.66559187191504932) (-0.51182478479248694,0.85908986123229369) (-0.055045881264000757,0.99848382608626607) (-0.25558742997395228,0.96678594613249735) (-0.040617751966063403,0.99917475860092808) (-0.69961631566002602,0.71451872674009786) (0.95199012188061705,-0.30612874389989375) (-0.19039190675928824,0.98170816531215566) (-0.04669146922287909,-0.99890935860157315) (0.74518625997637433,0.66685638479542375) (-0.60412166478939,-0.79689209691908292) (-0.26996613651209117,0.96286981733603894) (-0.71094523097610796,0.70324738076464055) (-0.95985171265261926,0.28050791382388762)
