# Created by Octave 6.2.0, Sat Sep 25 08:13:42 2021 UTC <root@0x05>
# name: H
# type: complex matrix
# rows: 70
# columns: 70
 (1,0) (0.99999999999999978,0) (0.99999999999999978,1.1102230246251563e-16) (0.99999999999999967,0) (0.99999999999999967,0) (0.99999999999999978,0) (0.99999999999999978,0) (1,0) (0.99999999999999967,0) (0.99999999999999978,-5.5511151231257815e-17) (0.99999999999999978,-2.7755575615628907e-17) (0.99999999999999978,-2.7755575615628907e-17) (0.99999999999999978,0) (0.99999999999999978,0) (0.99999999999999967,0) (0.99999999999999978,-5.5511151231257815e-17) (0.99999999999999967,-5.5511151231257815e-17) (0.99999999999999967,0) (0.99999999999999978,-5.5511151231257815e-17) (0.99999999999999967,0) (0.99999999999999967,1.1102230246251563e-16) (0.99999999999999978,-1.7347234759768067e-18) (0.99999999999999978,0) (0.99999999999999978,0) (0.99999999999999978,5.5511151231257815e-17) (0.99999999999999978,0) (0.99999999999999978,-5.5511151231257815e-17) (0.99999999999999978,0) (0.99999999999999978,0) (0.99999999999999978,-5.5511151231257815e-17) (0.99999999999999978,5.5511151231257815e-17) (0.99999999999999978,0) (0.99999999999999978,0) (0.99999999999999978,0) (0.99999999999999978,0) (0.99999999999999978,-5.5511151231257815e-17) (0.99999999999999978,-2.7755575615628907e-17) (0.99999999999999967,0) (0.99999999999999978,0) (0.99999999999999978,0) (0.99999999999999978,0) (0.99999999999999967,0) (0.99999999999999978,1.3877787807814454e-17) (0.99999999999999978,-5.5511151231257815e-17) (0.99999999999999978,-5.5511151231257815e-17) (0.99999999999999978,-1.7347234759768067e-18) (0.99999999999999978,5.5511151231257815e-17) (0.99999999999999978,-2.7755575615628907e-17) (1,0) (0.99999999999999978,-5.5511151231257815e-17) (0.99999999999999978,-5.5511151231257815e-17) (1,0) (0.99999999999999967,-2.7755575615628907e-17) (0.99999999999999967,3.4694469519536134e-18) (0.99999999999999978,-1.3877787807814454e-17) (0.99999999999999978,0) (0.99999999999999978,0) (0.99999999999999978,0) (0.99999999999999967,0) (0.99999999999999978,0) (0.99999999999999978,0) (0.99999999999999978,0) (0.99999999999999978,0) (0.99999999999999967,0) (0.99999999999999978,0) (0.99999999999999956,-5.5511151231257815e-17) (0.99999999999999978,0) (0.99999999999999978,0) (0.99999999999999978,5.5511151231257815e-17) (0.99999999999999978,0)
 (1,5.5511151231257827e-17) (-0.38882863243033317,0.9213100968742064) (-0.89442217652157352,-0.44722362431607698) (0.91627184781929571,-0.40055698832227876) (0.54620332350911593,-0.83765263050240379) (-0.8833504969742676,-0.46871302467001363) (-0.99922083464375355,-0.039468007472395816) (-0.059294114835531653,-0.99824055615160745) (0.98168926842246607,-0.19048931797915847) (0.7830319038854654,-0.62198154112280624) (-0.39001135915540674,-0.92081004541097078) (0.54307536230160436,-0.83968395891607994) (0.95499236450723801,0.29663038234960692) (0.12949310883925702,0.99158032189184953) (0.31728651230267885,0.94832972594493992) (0.19699665865695581,0.98040415976167317) (-0.90411051510265861,-0.42729869702680395) (-0.96587541422476109,-0.25900711225011747) (-0.77815711581551972,-0.62806966421383015) (-0.99515324805618832,0.098336223657506272) (0.7327685031411667,-0.68047800905264588) (-0.037873212981918813,-0.99928255250375875) (-0.98044151300333793,-0.19681066937471411) (0.31412635589348886,-0.94938118399991456) (-0.44539218282045545,0.89533558149021886) (-0.54723190542893341,0.83698102826803666) (-0.14664985181821261,-0.98918846584546105) (0.70964659829872434,-0.70455780850335525) (-0.50602440204266319,0.86251916183779009) (0.99470233039184519,0.10279724662184747) (0.86895777468718949,-0.49488623522046504) (0.95836243491006634,0.28555462411463139) (0.11504014168219234,-0.9933608437027015) (0.72778300511233818,0.68580747842937373) (-0.40048333101049483,-0.91630404429028789) (-0.83931234527635945,0.54364950755675168) (0.99760380953633176,0.069185541832065878) (-0.017182418100722185,0.99985237135699734) (-0.41145688084505577,-0.91142922665737491) (-0.55005838736692347,0.83512620033579155) (-0.32978552512268028,0.94405588151314435) (-0.44761147515471744,-0.8942281405266872) (-0.58596401521808916,-0.8103370736116533) (0.98141864188594052,-0.19187873607764) (0.98547399722083073,0.16982638429172037) (-0.065276372510222336,-0.99786722322757293) (0.67949797044677962,0.73367738697516738) (-0.28894211633813061,0.95734656912010718) (-0.57434155298824063,0.81861577098847516) (0.65222234807987578,0.75802770969481936) (0.31719634638748145,-0.94835988835380203) (-0.98523702843619931,0.1711957879102402) (-0.94389103360951332,-0.33025704636171477) (-0.73766697888458876,-0.67516474157296091) (-0.32493812603433303,0.94573527704601135) (0.28126606178479285,0.95962982575995093) (-0.94726553829180937,0.32044968398288126) (0.4705727945421051,0.88236117607067999) (-0.93707440197517944,-0.34912972540713466) (0.23761699309432877,-0.97135892675818258) (0.9204672134644547,-0.39081979087167595) (-0.92948802506716022,0.36885228921175583) (0.39504807211515414,0.9186604490877478) (0.9761150977242079,-0.21725403562386791) (-0.99983243425682622,-0.018305829892904746) (-0.039533394557703661,0.99921824979067853) (0.73117788893921776,0.68218684737129665) (-0.11557377623164478,-0.99329889874476263) (0.35964924752137883,0.93308757293048572) (0.6171981560281401,0.7868077504673332)
 (1,-6.9388939039072284e-18) (0.48490960985748921,0.87456427452066576) (-0.042588104116470016,-0.99909271511094633) (-0.65690830888747676,0.7539704727073806) (-0.67422832356271056,-0.7385229635602516) (-0.1593563413679778,0.98722112845390919) (0.92929086800848415,-0.36934872767621035) (0.7989037170988228,0.60145893526132188) (-0.91544373132623902,-0.40244598988621066) (-0.19646824430268417,-0.98051018810648705) (-0.91841619825713394,0.39561557954523308) (-0.74372670413060782,0.66848379902808652) (-0.030357380611560819,-0.99953910851071892) (0.67007893793372764,0.74228984698539757) (-0.21085753394550333,0.97751680311819811) (-0.14351898279928854,0.98964756432593548) (-0.61501925833016224,-0.78851208734109601) (0.97964265602686451,-0.20074926274491453) (0.99937190882044979,0.035437097236787368) (0.94763636336142387,-0.31935140963386455) (0.18073478907942792,0.98353186832782047) (-0.99267389171724807,0.12082443752375718) (0.67826433666276231,0.73481799760989797) (0.37831882308473147,0.92567535783328592) (0.99226346702755763,-0.12414995772230591) (-0.9908951380244545,-0.13463589951976021) (0.88986512043189736,-0.45622370328461137) (-0.96540510396236545,0.26075464567944934) (0.91554074172504107,0.40222524814034361) (0.26872707086347147,0.96321636270629096) (0.24784181998049226,-0.9688005121121448) (0.42327573180546491,-0.90600091328019294) (-0.4800740619388178,-0.87722796071121889) (-0.034604702429401453,-0.99940107793106492) (-0.5328384229083809,-0.84621700235371611) (0.94871609920300937,-0.31612934554233463) (-0.15896112368490295,0.98728484296925711) (0.73059676470336754,0.68280917349210168) (0.25544505310994925,-0.9668235748272046) (0.73356914275167662,-0.67961482679718532) (-0.99991691367820212,-0.012890529091405457) (0.51169851064239869,-0.8591650797177165) (0.41230712963835636,0.91104491154354172) (-0.98817023141329585,0.15336099161322439) (0.59940220651539033,-0.80044799632735508) (-0.71755739061189872,-0.69649938347298102) (-0.14669301964299472,-0.98918206513665652) (-0.20965310294393533,0.97777583137750845) (-0.99999975609744018,0.00069843042321446336) (-0.53665151411866618,0.84380397746996971) (0.27389048073526495,-0.96176088741568555) (0.68520942265485207,0.72834610392656396) (0.73773516827302432,-0.67509023211210062) (0.98521973225276527,0.17129529818353662) (0.16574623456901783,-0.98616843679271649) (-0.65259923697980149,0.75770326374734598) (-0.99854993656023616,-0.053833300061829903) (-0.98862606185726387,0.15039451391788083) (-0.86185560917841109,-0.50715373303142441) (0.30416862114459559,0.95261820784141749) (-0.87586712638865316,-0.48255235665332574) (0.11387177011806721,0.9934954554350901) (-0.99296135749036973,0.11843877123174462) (0.99919786279034994,0.040045361718865038) (-0.44796072863053266,0.89405323421192118) (-0.74980617661350046,-0.66165753793956217) (0.11507113836997998,0.99335725351669801) (-0.26740884420763339,-0.96358316197385718) (0.18045801595466898,-0.98358268817507277) (0.35964924752137878,0.93308757293048572)
 (1,0) (0.71982107714036903,0.69415964799495744) (-0.94755777627425397,-0.31958451248799563) (-0.99623232441898879,0.086724597333966369) (0.99580477336781159,0.091503296868905737) (0.99330198293395333,0.11554726608395399) (-0.84329641456657467,-0.53744874842087009) (-0.99756879982937163,0.069688518473175198) (0.73220744849962072,-0.68108167818674803) (-0.11058177075355829,0.99386702932384585) (0.22847077583772318,0.97355077144857216) (0.86014152056842619,0.51005545246986117) (0.063072120199426984,0.99800897172998915) (0.20618262619925221,-0.97851352808920256) (0.63598939397753229,0.77169779755296253) (-0.37282390903760099,0.92790211382986021) (-0.57890505360070166,-0.81539495884851321) (0.9994711304530951,-0.032518600689566857) (-0.74786446583212007,0.66385144478688707) (-0.30014158281551545,0.95389466413488155) (-0.64846615889905135,-0.76124348323168722) (0.14773346347382221,-0.98902721083397405) (0.43034549946127443,-0.90266425158716901) (-0.057937307951802464,-0.99832022334885062) (-0.42731848460190225,0.90410116287809972) (0.68041007801820685,0.73283158074093646) (0.93738298389714103,0.34830036103927914) (-0.77559349146645828,-0.63123271144235882) (-0.80527487739451087,-0.59290165443963527) (0.77379921061498957,-0.63343096044606162) (0.91231943045150143,-0.40947925078158176) (-0.61537949790356239,-0.78823097729025926) (-0.79575017003838056,0.60562502167916343) (-0.81221019199466826,-0.58336489782981216) (0.078682502361326012,0.99689972606183563) (0.71871870894197187,-0.69530095456340879) (0.11522946917159715,-0.99333889958786514) (-0.51817310294223984,0.85527576569619279) (-0.76777133458287261,-0.64072394819675216) (0.93513294395550839,-0.35429701823343407) (0.99906403866652038,-0.043255596670760788) (0.99653175738424027,-0.083213319394646934) (-0.27537842752558933,0.96133590469384722) (0.9688705594818976,-0.24756784720402036) (-0.37516692203229873,0.92695727011163354) (-0.81068621429076293,0.58548088095078654) (-0.92440596250379103,-0.38141003721381372) (0.49148083072769466,-0.8708883929799589) (-0.92870742530031458,0.37081331986871802) (-0.94164264060922087,0.3366142263578461) (0.95120793086133015,-0.30855059919972511) (0.89007593434387766,0.45581227616407616) (-0.99872901260270985,0.050401977993105529) (-0.35974348962162001,0.93305124279155094) (0.6440752724939991,0.76496211890640686) (0.24671931005079373,-0.96908698373678548) (-0.7298474202044184,-0.68361008127510481) (-0.99767606285342225,0.068135699961874241) (0.5426315658739902,-0.83997082313443627) (0.41788262534779153,0.90850102445315772) (0.9418522716891925,-0.33602722853052541) (0.47387363539180605,-0.88059285579690738) (0.15175888531027082,0.98841754371793056) (-0.030169514509009399,0.99954479659207496) (-0.41346370642618968,0.91052060024379267) (-0.76556479946223155,0.64335879400560858) (-0.96353788665922147,-0.26757193607006391) (0.13630706279625726,-0.99066663647861875) (-0.2674088442076335,-0.9635831619738574) (-0.11557377623164494,-0.99329889874476285)
 (1,0) (-0.87019791127061941,-0.49270233936957608) (0.97500493369282948,-0.22218321105484259) (0.028994884711219859,-0.99957955994537095) (-0.82146334539064347,-0.57026131920340861) (0.64061382072049544,-0.76786322525687112) (0.26780763567127908,-0.96347240244656673) (-0.81159889585234546,-0.58421505650851879) (-0.14505938191756135,-0.98942295087474785) (0.96479874648376251,0.26298931305921713) (0.17312618983855221,0.98489965092489751) (-0.44342950332114706,0.89630925220280988) (-0.8147188527708652,0.57985618125507876) (-0.077062673646916435,-0.99702625057236516) (-0.00063799682110207701,0.99999979648000792) (-0.69739117404766959,-0.716690693647135) (0.590283771412346,0.80719580598960972) (-0.97144282919492264,0.23727374402946896) (0.69064341816154884,-0.72319545694793186) (0.65078643253994062,0.75926083740828942) (-0.94677192092693052,0.32190515644259188) (-0.58721790828675702,-0.80942889013632824) (-0.89506797102165436,-0.44592973353565102) (0.77089458430363456,-0.63696274607807779) (-0.49642455029374605,0.86807987297578226) (0.90712880950257269,-0.42085308953415523) (0.70304484593553085,0.71114551577260698) (0.30525851839697937,0.95226951906804302) (0.23891942628093921,0.97103939556826868) (0.7535654791887928,-0.6573728535427712) (0.88563070936008437,0.46439018792213071) (0.016464721663880105,0.99986444728299384) (-0.41845113006493234,-0.90823931413883396) (0.21919972200419197,-0.97568000997933957) (-0.9471213544546585,-0.32087558326549964) (0.85888353815283613,-0.5121709362020348) (0.5511693861537037,0.83439337711114947) (-0.24595215020410904,0.96928197126015481) (-0.23429587128221985,0.97216533814989781) (0.1761645861538858,0.98436072584455814) (-0.9959754588577211,-0.089626365279148718) (0.92432668191978418,-0.38160212930637755) (0.8289624792979956,-0.55930421768132577) (-0.97971943799605343,-0.20037420695462929) (-0.03630898638643662,0.99934061135710273) (-0.42148898167409826,0.90683352293975739) (0.30893941324163288,-0.95108172043516548) (0.69650910462495719,0.71754795461665155) (-0.94624474585725848,0.32345151249844351) (0.56152846618537267,-0.82745741984920351) (-0.9954637840973376,-0.095141234754487158) (-0.36150310943136221,-0.93237090359548314) (0.79903770829701393,-0.60128091664334105) (-0.72193682424894468,0.69195897406807894) (0.72756912882009162,-0.68603437434866954) (-0.76374464515498774,-0.64551848695221747) (-0.99924263816936321,-0.0389120812130377) (0.92918656211472617,0.3696110560919616) (-0.39336272019704066,0.91938336419536393) (0.80120804888795194,-0.5983858808471002) (-0.75391002512908822,0.65697768151578395) (-0.5684634527071537,-0.82270851638734221) (-0.20199740671378549,0.97938605650729282) (-0.9675331778983618,0.25274403982269522) (0.98653087019274255,0.16357518808410426) (0.54938765565129111,-0.83556759380553858) (0.16691939507525222,-0.98597054496962988) (-0.96353788665922124,-0.26757193607006402) (0.11507113836997999,0.9933572535166979) (0.73117788893921754,0.68218684737129676)
 (0.99999999999999989,5.5511151231257827e-17) (0.34420273181842498,0.9388953506162101) (0.97409735323043212,0.22612904817706453) (0.18283497271519311,-0.9831436175616638) (-0.98966060624884811,0.14342902230428015) (0.94144423923547715,0.33716871801863785) (0.015973005124054751,0.99987242341575922) (-0.85824218992752566,0.51324491563814267) (-0.94970703383275357,0.31313982482046721) (-0.9999948696430212,-0.0032032308118303821) (-0.77408846765674943,-0.63307743937122418) (0.93914725054987302,-0.34351483488288148) (-0.009834113781467646,0.99995164393391178) (-0.99743516208842531,-0.071575815955072619) (0.4077979457300393,-0.91307219619171542) (-0.58297979687783341,0.81248665000249631) (0.88242746800540672,0.47044847083348562) (-0.90017257302881792,-0.43553339569621397) (0.95195525444165741,-0.30623715245038235) (0.086757168575425092,0.99622948847179393) (0.80389114235665637,-0.59477645484712083) (0.89851416112940918,0.43894453208795675) (0.92470611335784469,0.38068176199895448) (-0.030994712922689238,0.99951954846858326) (0.83032409875964031,0.55728080087061049) (-0.94013191094227178,-0.34081078332123266) (-0.9716979718961678,-0.23622669496243093) (0.73750834170453694,-0.67533802344916682) (-0.86260985270115487,0.50586978761623214) (0.77645648515358134,0.63017087100480018) (-0.4031753435659533,-0.91512274714405073) (0.99976278836757904,0.021779967756653085) (0.79492074453200001,-0.60671328476693875) (-0.41393813859297823,-0.91030501339835557) (-0.58833392795680328,0.80861807376221695) (0.54124882800810181,-0.84086247756684873) (0.3443790831974029,-0.93883068071730469) (-0.25075992937003033,0.96804930547071599) (0.60079637146270759,-0.79940210159671432) (-0.997676709885294,-0.068126225144591046) (-0.82995925808685789,0.55782401339123977) (0.9023085692636017,0.43109076287189285) (-0.980550145886256,0.19626872242526178) (0.033418453156504546,-0.99944144750386599) (-0.92927318004335113,0.36939322794566504) (0.71108569151906242,-0.70310535435086496) (-0.48647926671884628,0.87369212143219854) (0.98971437908775584,-0.14305749832474596) (-0.6141635830292812,0.78917874609028527) (-0.9759322831075693,0.21807379207150465) (-0.98587862380772318,-0.16746145562185721) (0.67671315910438046,-0.73624676589779914) (0.70615494782038846,0.70805733501516999) (-0.79325222972087517,0.60889317621637062) (-0.92612308958252088,-0.37722145079797131) (0.97565886402533053,-0.21929382355369734) (0.93041546137630748,-0.36650657460939412) (-0.93267800775648491,-0.36071004123449818) (-0.999879618356318,0.015516081838672591) (0.99432879297131604,-0.10634966604651497) (-0.22111735675757443,-0.97524720688681854) (-0.27109438576084643,-0.96255276946718571) (-0.18955623106527336,-0.98186986676663579) (0.69351226588252013,0.72044481889350187) (0.55039603953132354,-0.83490370682386605) (0.52003511438677297,0.85414488220953355) (0.54938765565129122,-0.83556759380553891) (-0.76556479946223166,0.64335879400560847) (-0.74980617661350069,-0.66165753793956228) (-0.039533394557703772,0.99921824979067853)
 (0.99999999999999989,0) (0.93596157825432369,0.35210214999581552) (-0.99735665711285126,-0.072661533927350752) (-0.22170866714504284,-0.9751129508486519) (-0.66099994011401997,0.75038595347278503) (0.29968664973897619,-0.95403768896633423) (-0.33710711092084067,0.94146630091926331) (-0.11459400043479764,-0.99341240935693131) (0.6962541775872545,0.71779531914905548) (0.85694449024363017,0.51540871222853835) (0.90603201389802068,-0.42320915608230059) (0.34357629021257668,0.93912476956140434) (-0.088920741320687904,-0.99603870495226032) (0.15889091439197278,0.98729614469199645) (-0.95802243174073598,0.2866932511964051) (0.18119729257617839,-0.98344676580029522) (-0.51965387383300976,-0.85437687902373716) (-0.65353792522610221,0.75689377081011588) (0.88669956497399249,-0.46234606246288013) (0.43431426330396022,0.90076141163503243) (0.6411312892039932,-0.76743121516108515) (-0.75547762198870627,0.6551744520921795) (-0.57531061603062938,0.81793501886302322) (-0.78349488876627371,-0.62139822921949528) (-0.43772625235401863,0.8991082960356348) (0.42610167335693505,0.90467528095025163) (0.98705868112705941,0.16035947122545724) (0.55041626174673441,0.83489037532166388) (0.96881402710087072,-0.24778898460705134) (0.45016894243466132,0.89294340429125574) (0.12420407213037443,-0.99225669484575929) (-0.98642777182552976,0.16419577026012697) (-0.99524738726636619,-0.097378838252819136) (0.064205340625904356,-0.99793670853171279) (0.76969544769765808,0.63841124503998137) (-0.99989233922688858,-0.014673443882703779) (-0.82442052931693144,-0.56597772998660401) (0.32330208000087302,-0.94629581266489116) (-0.20858748914298031,-0.97800371132886099) (0.92739480002479913,-0.3740840612575691) (-0.93422662536212087,-0.35667998607224949) (0.45769274259866388,-0.88911042810919005) (-0.97591673544119939,0.21814335993972253) (0.41702619948505681,0.90889446523952733) (-0.98649471306714498,-0.16379310452691961) (0.88550223607953893,-0.46463511479238762) (0.0044192770361745765,-0.99999023494755979) (-0.69010449419040976,0.72370973953526152) (0.90950447097630094,0.41569413909040548) (0.088614146045302683,0.99606602849442616) (0.99799167366225228,0.063345238975127324) (-0.043319189558210458,-0.99906128331350053) (0.50594314756957004,0.86256682722406619) (-0.99660632725671783,0.082315420620157731) (-0.93474274915965005,0.35532519315896793) (-0.99807009376438183,-0.062097406815077041) (0.55373121443400197,0.83269546784009896) (0.61789391108969338,-0.78626147981334948) (0.63354584651816059,-0.77370515079039326) (0.98296356747661273,0.18380050330085607) (-0.52065410879957008,-0.85376770786328138) (0.80192989876395482,-0.59741814290196316) (-0.6595302768937481,-0.7516779987870178) (-0.90077120905268082,0.4342939430175935) (-0.70555545646430295,0.70865470989293788) (0.55039603953132332,-0.83490370682386594) (0.98653087019274255,0.16357518808410415) (-0.41346370642618974,0.91052060024379244) (-0.44796072863053277,0.8940532342119214) (-0.99983243425682622,-0.018305829892904791)
 (1,0) (0.37189813215957823,-0.92827354766589165) (0.69299004957044952,0.72094714868452314) (0.93670252007872912,-0.35012624705691037) (0.94409698103083861,0.32966784861198545) (-0.92899092935040983,0.37010249010869983) (0.31981630136273992,-0.94747956884708318) (-0.96477575624747491,-0.26307364017915269) (0.31913224996846817,0.94771019147736235) (-0.99383994827348698,-0.11082489438636978) (-0.1222273403138498,0.99250212960970541) (-0.11852479146351041,0.99295109336186749) (-0.067814846227636727,-0.99769792353754072) (-0.97199903785183484,0.2349848301808119) (0.87722715025418185,-0.48007554286479531) (0.4858836173164835,0.87402351823245916) (0.56909083922354664,-0.82227466014211936) (-0.29815441065992443,-0.95451765169850511) (-0.98050446536643654,0.19649680250954676) (0.8267775660604475,-0.56252898259481809) (-0.93771673407048828,-0.34740081554909363) (0.80222571324147141,0.59702085810648964) (-0.86046410671665585,0.50951106077523423) (-0.61041390336549217,-0.7920826134805028) (-0.89739580013501818,0.44122644741677741) (0.52862638275960228,0.84885460913544986) (-0.82212266641480425,0.56931039105834969) (-0.80266161985251894,0.5964346770734672) (0.99750883010801883,-0.07054171713624785) (-0.98629899820687861,0.16496753055104357) (-0.84306943356888042,-0.53780473239071103) (-0.38555005970356993,0.92268691952502058) (-0.067901816454793873,-0.99769200824810567) (0.67122277321735735,0.74125568376532525) (0.93372998577489275,-0.35797809104024275) (0.99506921588241171,0.099182940081257331) (0.99784856879332418,0.0655609163840149) (-0.56505106329106469,0.82505593499691632) (0.99360628014954344,-0.11290066451261016) (-0.93799470532200591,-0.3466495821256389) (-0.065592276539081007,-0.99784650786502116) (-0.11741615691625834,-0.99308279921415066) (0.98575722308554581,-0.16817460312030319) (0.9084253256749667,-0.41804715962714961) (-0.27426405455276892,-0.96165442253455824) (0.080816564745209207,-0.99672899168368745) (-0.94854461500083487,-0.31664351146505365) (-0.96126682387926365,-0.27561947193380643) (0.21400212122173229,0.9768331956442704) (-0.29562861594227413,-0.95530294746538424) (-0.97681946591029922,-0.21406478229433082) (0.99195109258776493,-0.12662160129274835) (0.27148561701426299,-0.9624424968559856) (-0.19122116598324601,0.9815469757887314) (-0.22820222634293302,0.97361375498301572) (0.6183818299236945,0.78587779738342478) (-0.96039676425174858,0.27863606230129456) (0.45797076418526772,-0.88896725426280965) (0.84383835850146061,-0.53659745128127367) (0.61553429773513813,0.78811009910526342) (-0.97251958822357532,0.23282106975410144) (-0.80973343868811698,-0.58679788536626198) (-0.87464582060402651,-0.48476250731663462) (0.81775576912700809,0.57556537600822844) (-0.90077120905268093,0.43429394301759339) (0.69351226588252013,0.72044481889350176) (-0.96753317789836202,0.25274403982269522) (-0.030169514509009621,0.99954479659207496) (0.99919786279035017,0.040045361718865025) (0.97611509772420801,-0.21725403562386802)
 (0.99999999999999989,0) (-0.57969983514964452,0.81483010568306824) (-0.87416427507150918,0.48563033285484336) (0.81847543201302009,0.57454152782118517) (0.42514269898098683,-0.90512633676363885) (-0.5038161104142943,-0.86381093237294204) (0.99273173827304029,-0.12034822734627168) (-0.88457837159627073,-0.46639157850897128) (-0.95722370817607649,-0.28934887680038285) (0.70120344893282982,0.71296123541515266) (0.07053186959310942,0.99750952645661606) (0.60929154938127539,0.79294628308137349) (-0.59636638594552061,0.80271236050921613) (0.99977368020811996,0.021274124261946581) (-0.33449499913695596,-0.94239752522614939) (0.46180933188747597,0.88697922240695393) (0.15253168250253341,-0.98829858131687354) (-0.88495356617496024,0.46567927344280668) (-0.56076707784239432,0.82797360127488495) (0.99701548278857577,-0.077201859303156373) (0.42950133612245928,-0.90306622252691027) (-0.51062883930974956,0.85980124939731328) (-0.49158562409240131,-0.87082924513688753) (-0.0039202408560694568,0.99999231582629289) (0.99971130222119353,0.024027322181352451) (0.33451350860315632,-0.94239095526326522) (0.88459951912707091,-0.46635146698617475) (-0.39156346761291344,0.92015110217341678) (0.11029296010692452,-0.99389912111383583) (0.96857027147677532,0.2487400836443695) (-0.89407766309992065,0.44791196941562889) (-0.4744857658212257,-0.88026317543848454) (0.74510788707350728,0.66694395313313726) (0.787510415622099,-0.6163013429213926) (0.59871460936254683,-0.80096243141351842) (-0.75056450664214458,0.66079718625992656) (0.92582354797619359,0.3779560265596697) (-0.29723137568382285,0.95480548244608499) (0.92282576179525644,0.38521761819393568) (-0.63521949129591859,0.77233166313298063) (0.7889348588592815,-0.61447684128589208) (-0.95211017280262855,0.30575516160115301) (-0.86544600974460117,0.50100219981268523) (0.98978531828900429,-0.14256585741169567) (0.99913315402746383,-0.04162860222410375) (-0.99230368879253217,0.12382806309046349) (0.90167318199159308,-0.43241816899519514) (0.74083381821177874,-0.67168836062102455) (0.8957138409544152,-0.44463098758710967) (-0.76019557124941117,0.64969430769615211) (-0.97094237311854381,-0.23931340974323073) (0.96569454628208473,0.25968065634745019) (-0.90954270216776378,-0.41561048222267505) (-0.94418929404182261,0.32940336521779146) (-0.73688001627821953,-0.67602355107629974) (-0.98656283602497918,-0.16338228353879974) (-0.69891956766845653,-0.71520027819495469) (-0.52550879637859227,-0.85078816689510062) (-0.86809605268980439,0.49639625633598528) (-0.10728056031047625,-0.99422878724138264) (0.74835950262305351,0.66329333995885653) (0.92347647891856033,-0.38365504412711687) (0.42592034632601899,-0.90476066370368269) (-0.87464582060402629,-0.48476250731663467) (-0.65953027689374788,-0.75167799878701791) (-0.18955623106527322,-0.98186986676663557) (-0.20199740671378563,0.97938605650729293) (0.1517588853102706,0.98841754371793056) (-0.99296135749036973,0.11843877123174457) (0.39504807211515397,0.91866044908774791)
 (1,0) (0.69276514571875825,0.72116326367700379) (-0.082562971780770822,-0.99658584963400276) (0.49087044173627814,0.87123258056022679) (0.02519005679953179,-0.99968268017328177) (0.23549058909866066,0.97187662923128459) (0.99660601696626738,-0.082319177271338639) (-0.97453675279409524,-0.22422782488696577) (-0.64396274960235123,0.76505684568179544) (-0.028392141928732351,0.9995968618781752) (-0.69728860002811155,-0.71679049119727589) (0.78927353683852075,-0.61404176083260942) (0.99864228824553825,0.05209203516578037) (-0.79270232841605015,0.60960890620443642) (0.99454180310986851,0.10433887993922919) (-0.13284882676683835,-0.99113631213202602) (-0.93319647594005017,-0.35936657787427789) (0.68131135368493112,0.73199374269183615) (0.56529283732606217,-0.82489030062660429) (-0.61930686520724587,-0.78514903471071829) (-0.40737084271159313,-0.91326282991723939) (-0.72578747228201879,0.68791899601513962) (-0.4174672122454075,-0.90869198670399065) (-0.21016803263550174,0.9776652791513667) (-0.76539357940751906,0.6435624822826016) (0.53253528685224427,0.84640780257343917) (-0.56466597825912235,0.82531953387561952) (-0.75839127412640339,-0.651799566837024) (-0.97325979064276513,0.22970716122489687) (-0.81410085020739453,-0.58072351914796627) (0.13934062289428961,-0.99024451061918484) (-0.22922042758674008,0.97337454023461678) (-0.027032537681690116,0.99963455417791913) (0.94887739075725364,0.31564489115097089) (-0.78384559659843056,0.62095577998215856) (0.89009795165097427,0.45576927986289401) (0.24403001866345364,0.96976767835967381) (0.68885281504331042,0.72490123410496676) (0.28006315982036034,-0.95998157613124779) (0.18571391719861091,0.98260385759406943) (-0.9901730977415325,0.13984718984998878) (-0.75200680824608024,0.65915533855953945) (0.86246286111060888,-0.50612035446611103) (0.30668888872549155,0.95180981584154689) (0.42024962528870469,-0.90740853668273336) (-0.95558535414738155,-0.29471449054809307) (-0.89377461471510566,0.44851637438433184) (0.96839849701814862,0.24940800102039198) (0.9606580680809178,0.27773382262705881) (0.72127530554343422,-0.69264849210347867) (0.99976435510064188,0.021707931043723483) (0.45799247200720961,-0.8889560706720685) (-0.84436967373045291,0.53576100463203624) (0.99998686333944731,0.0051257339506353139) (-0.9205169069213166,-0.39070273107826015) (-0.64988755035733303,-0.76003037563675235) (0.24161910723757282,-0.97037116971688631) (-0.75634345740869036,-0.65417472775633012) (0.97814554967410339,0.20792134006096502) (0.9919982416440043,0.12625168741526294) (-0.99471156506701641,0.10270784936859928) (-0.68423721296057005,0.72925951238221831) (0.92347647891856011,-0.38365504412711698) (-0.80973343868811698,-0.58679788536626198) (0.80192989876395493,-0.59741814290196305) (-0.27109438576084638,-0.9625527694671856) (-0.5684634527071537,-0.82270851638734221) (0.47387363539180621,-0.88059285579690716) (0.11387177011806726,0.9934954554350901) (-0.92948802506716011,0.36885228921175583)
