# Created by Octave 5.2.0, Fri Sep 17 14:22:05 2021 UTC <root@0x00>
# name: F_norm
# type: scalar
7.434870937648497e-14


# name: H
# type: complex matrix
# rows: 32
# columns: 32
 (1,0) (0.70507498308121452,-0.70913275783383822) (0.94710734643373329,0.32091692746138023) (0.63427388552529473,-0.77310842586318107) (-0.97677984667004636,0.2142454926929413) (-0.24145717022034821,0.97041147713183096) (0.98357263488562219,0.18051280260456726) (0.37054705090352252,-0.92881369664034508) (-0.92244873017353757,0.38611959313304473) (0.56166505560453928,-0.82736471118410038) (0.047072877252481049,0.99889145768054943) (-0.75875670399575856,0.65137413530281796) (0.89755475713973787,-0.44090300286551348) (0.70187535547909008,-0.71229978616527834) (-0.91640180686638428,-0.4002595762402521) (-0.8435807955600978,0.53700227314434446) (-0.94470959469124605,-0.32790819095945412) (0.33415657128126819,0.94251757854670659) (-0.40877746315253927,-0.9126340918564102) (-0.054558548342114932,0.99851057320531211) (0.9997703325930245,0.02143086715076703) (0.59962899907073408,-0.80027811632796175) (0.99709200710742751,-0.076207147712551881) (-0.82307315939161074,-0.56793536101312825) (-0.66264329244563414,-0.74893515538850841) (-0.10438185251560927,0.99453729385348333) (-0.89450444978165655,0.44705904455766915) (0.78859556229328465,0.61491222067164875) (-0.77535219878359207,-0.63152907125598734) (-0.91293809903325529,0.40809806092843265) (-0.61807220456616585,-0.78612133283782581) (0.29044849753862367,0.95689062607884101)
 (1,5.5511151231257827e-17) (0.45329762649586586,-0.89135922153372849) (0.46120983559044743,0.88729109516248006) (-0.98618515836964837,-0.1656467126490368) (-0.19064675779832568,0.98165870532532207) (0.52273791574864492,-0.85249344363388713) (-0.93157118282902651,-0.36355897915266705) (0.46728492211681083,0.88410678176467294) (0.99091762695312335,-0.1344702814512983) (-0.9930852299454741,-0.11739559644273456) (-0.44170623695296107,-0.89715974064647752) (-0.98211710005500441,0.18827108588296093) (-0.75875670399575867,0.65137413530281774) (0.71883453704141165,-0.69518120541083417) (0.99960721933710839,-0.028025114614120328) (0.10864026045624003,0.99408113039530188) (0.15846837442198269,0.98736405358310231) (0.80192805092041164,0.59742062330236845) (-0.14956919265201224,-0.98875126124290003) (0.95997958400376315,0.28006998821002271) (0.31088878687064397,-0.95044629632509992) (-0.44152487672371493,-0.89724900848878586) (-0.23053563723417836,0.97306388277699063) (0.90316455646853,0.42929451887836168) (0.93895861408553338,0.34403011646449572) (-0.6444052163919809,-0.76468419434875523) (-0.32901142954687945,-0.94432593908433926) (0.0054504086163485455,0.99998514641264302) (0.168242942594092,-0.98574556162697591) (-0.99561164458558049,-0.093581265035246719) (-0.98886231423492554,0.14883320693295488) (-0.90602258040548911,0.42322935129239336)
 (0.99999999999999989,-2.7755575615628914e-17) (-0.81805653914725696,-0.57513780849324414) (0.79661936985598558,-0.60448124831979055) (-0.87885912928005272,0.47708136714936572) (-0.1854434058325134,-0.98265494617044391) (-0.89125765720461358,0.45349728607142054) (0.73154747844994972,-0.68179050064775792) (-0.98826820470116716,0.15272837187874286) (0.75678652713797756,0.65366210869411678) (0.49819905880509507,-0.86706268389645158) (0.71310576353607158,0.70105646706355706) (-0.44170623695296102,-0.89715974064647752) (0.047072877252480938,0.99889145768054943) (0.77019724559650293,0.63780577206196609) (0.1379386370984951,-0.99044077682383902) (-0.91856061983222959,0.39528013824809138) (0.42702154120719898,-0.90424145190597649) (-0.95842548269401306,-0.28534294125271181) (-0.82667334910889301,0.56268212506981785) (0.64204273252738653,-0.76666885264028206) (-0.6347775153740508,0.77269496308410535) (0.020289392311983651,0.99979414909250719) (0.74823701461018499,-0.66343151113527821) (0.62557194711451347,0.78016648158156399) (-0.32709999056797695,0.94498973336773839) (0.49480836248782017,-0.86900211991232912) (0.54218340146894506,-0.84026017350078219) (-0.26198553957657078,0.96507179891071981) (-0.34887178450494993,-0.9371704636704743) (-0.96148339642960634,0.27486301750178954) (-0.4855665325503824,0.87419971543520791) (0.97541403429664686,0.22038026612457909)
 (1,2.7755575615628914e-17) (0.99892193174405775,-0.046421700536707716) (0.91918827141925941,0.3938183866775059) (-0.97025889728148829,-0.24206956075911462) (0.99812065608998657,0.061279326746427748) (-0.06251509801590871,0.99804401832788003) (0.65291709045620927,-0.75742938482092081) (0.35604861049447967,0.93446743494085982) (0.37657029833424926,-0.92638804526637453) (-0.65153171379123997,0.75862139827732911) (0.49819905880509513,-0.86706268389645158) (-0.99308522994547399,-0.11739559644273462) (0.56166505560453928,-0.82736471118410027) (-0.6401847856697922,0.76822095792611789) (-0.80725531242629134,0.59020238948985193) (-0.78281391109696774,-0.62225588032020163) (-0.87003039752789624,0.49299808050077754) (-0.97355484274839765,-0.22845342667848745) (0.036949502305189147,0.99931713398670341) (0.91730192857941095,-0.39819238041993343) (-0.90398253157907782,-0.4275693892222428) (0.3030668640385028,0.95296929432268085) (0.58363367205157501,-0.8120170791600354) (0.66111419263327775,0.75028529527030552) (0.12491535332043094,-0.99216740246030655) (-0.98729582032036367,0.15889292991804432) (-0.90512852510584019,0.42513803998198818) (0.49180188460310359,-0.87070713003904787) (0.67800746139428403,0.73505501990917577) (0.1075159723799729,-0.9942033573083473) (-0.50066385672617775,-0.86564178651915213) (-0.21763688201870829,0.97602980875851109)
 (0.99999999999999989,2.7755575615628914e-17) (-0.043612908288781699,-0.99904850444339977) (0.24897069826355275,0.96851101769993253) (-0.96388020606359115,0.26633615668701177) (0.72149462099453687,-0.692420040059464) (-0.30811248297997929,0.95134993447832439) (-0.94818773816608748,0.31771058086170056) (0.89139437005173161,-0.45322850422284383) (-0.17725382304865575,0.98416517018975813) (0.37657029833424915,-0.92638804526637442) (0.75678652713797745,0.65366210869411667) (0.99091762695312324,-0.13447028145129836) (-0.92244873017353746,0.38611959313304467) (-0.22774258692113702,-0.97372137395790381) (-0.81072603886227124,0.58542573389857933) (0.99546652262790547,-0.095112577123669217) (-0.53564659757766464,0.84444225528065076) (0.74954079020548936,-0.66195815866120311) (0.99567660096187216,-0.092887600340477966) (-0.98817538198934929,-0.15332780057837969) (-0.78870834128253842,0.61476755964457563) (0.52355300590634435,0.85199310443596399) (-0.94329049095532735,-0.33196844680369553) (0.58841798171397663,-0.80855691129050999) (-0.99667128143368677,-0.081525190986175278) (-0.3567140604548108,-0.93421361533315395) (0.44153617057004568,-0.89724345084170964) (0.47518842721772281,0.8798840597705736) (-0.88084227623027678,0.47340984823455512) (0.96156623842244104,-0.27457306700788664) (-0.13496925036477933,-0.99084978753389708) (-0.69009768456849407,0.72371623289325471)
 (1,0) (-0.5529145920566223,-0.83323793354050968) (0.70310825931697463,-0.71108281914292837) (-0.99474371996309396,-0.10239595496886539) (-0.2477538005370985,-0.96882302528347453) (0.86998832036851437,0.49307232980808369) (-0.81683524426607002,0.5768710286752059) (-0.88857714875004223,0.45872720730216743) (0.89139437005173183,-0.45322850422284389) (0.35604861049447967,0.93446743494086004) (-0.98826820470116739,0.15272837187874289) (0.46728492211681094,0.88410678176467294) (0.37054705090352269,-0.92881369664034508) (0.19279705908377009,0.98123865293242984) (-0.49804049891303082,-0.86715377035590369) (0.80709359540856285,-0.59042351600396059) (-0.67711558348395406,-0.73587667893688891) (-0.1838029957185619,-0.98296310142593002) (0.018372731835389677,0.99983120711693385) (0.42988022883814964,0.90288592239222554) (0.80159254970593752,-0.59787070864521752) (0.81017578330353335,-0.58618700100608412) (-0.90177025319816395,0.4322156989824873) (-0.98047428481702703,0.19664734122926725) (0.62879943948688322,0.77756753076564422) (-0.58118981310837259,0.81376802661388425) (0.95821520143991468,-0.28604829614850757) (-0.99007805373794777,0.14051849524698795) (-0.45638583233576285,-0.88978198006207865) (0.53835715319173028,0.8427167825594174) (0.48583012783264401,-0.87405325174735027) (-0.57153537779163388,0.82057742592187766)
 (1,0) (-0.41924161554075923,-0.9078746982919913) (0.38090621113439449,-0.92461368058191784) (0.27980951050685149,0.96005553892986661) (0.27159778089922998,-0.96241085063013232) (0.92587419226457957,-0.37783194690022248) (0.25634143391168324,0.96658629685098607) (-0.81683524426607002,0.57687102867520579) (-0.94818773816608748,0.31771058086170062) (0.65291709045620927,-0.75742938482092093) (0.73154747844994972,-0.68179050064775804) (-0.9315711828290264,-0.36355897915266694) (0.98357263488562197,0.18051280260456731) (-0.74165935482566847,-0.6707767150099756) (0.32625824218978267,0.94528067757848144) (0.36559104119671193,0.93077558551817652) (-0.90309140847886937,-0.42944837632904398) (0.97364780215254387,0.22805691693856112) (0.78167536207097732,0.62368552037962766) (-0.97666302783538805,0.21477739652815414) (-0.88471814827168271,-0.46612637569518123) (-0.89964217211468411,0.43662794476851086) (0.36070963438454057,0.93267816510421842) (-0.67485582422165491,0.73794960296358403) (0.21529919388252089,-0.97654813353645642) (0.99993021197988974,0.011814024286966929) (-0.66141969965014846,-0.75001598710608008) (-0.67069628038704332,-0.74173209413843311) (0.99943851607761824,0.033506008126442832) (-0.92260769246345964,0.38573960881305791) (0.93224769574241584,0.36182072049974701) (-0.98617464313497927,0.16570930341292495)
 (1,5.5511151231257827e-17) (-0.94200423950897538,-0.3356009725062139) (-0.24926274413905766,-0.96843589585695722) (0.99477455252051494,0.10209598257331168) (-0.61606267665751291,0.78769713623294435) (0.79122727250169878,-0.61152220176337291) (0.92587419226457968,-0.37783194690022237) (0.86998832036851415,0.49307232980808374) (-0.30811248297997951,0.95134993447832439) (-0.06251509801590871,0.99804401832788003) (-0.89125765720461358,0.45349728607142042) (0.52273791574864481,-0.85249344363388702) (-0.24145717022034832,0.97041147713183096) (-0.25589938909547738,-0.96670342021768096) (-0.98026111371060942,0.19770723038583149) (-0.83117408973810469,-0.55601225935048737) (-0.094604059863222872,-0.99551497821850776) (0.58254460620930071,-0.81279873386740165) (-0.28829036694773014,0.95754303523400131) (0.31512155366365663,0.94905131916909713) (-0.083044082785149242,-0.99654587466627631) (0.99256224340504384,-0.12173821489880352) (-0.83628631990919222,-0.54829297928456211) (0.99974132809149641,0.022743722339388095) (-0.93598083330438664,-0.35205096177517564) (-0.99363611102736105,-0.11263782163386607) (0.52799070949302418,0.84925014612247973) (0.38287272741556644,0.9238011012124665) (0.97714607852142199,0.21256890936872189) (-0.63229451389077351,-0.77472811211652282) (0.25054782795647412,0.96810422264665963) (-0.890986379161534,-0.45403003441250445)
 (1,0) (-0.95665159866207072,0.2912348172477055) (-0.99341468574427005,0.11457426477012017) (0.38260569289595792,-0.92391172942202904) (0.91638433234643513,0.40029958210068067) (-0.61606267665751291,0.78769713623294446) (0.27159778089923009,-0.96241085063013232) (-0.24775380053709853,-0.96882302528347441) (0.72149462099453687,-0.69242004005946423) (0.99812065608998646,0.061279326746427665) (-0.18544340583251351,-0.98265494617044391) (-0.19064675779832563,0.98165870532532207) (-0.97677984667004636,0.21424549269294119) (0.67178601450083053,-0.74074526709327704) (-0.96638583865246086,0.25709611209036287) (0.085041087022581285,-0.99637744530776029) (0.97335961198183607,0.22928381051127467) (0.85014683020674409,-0.52654569325883394) (0.99892117182464135,0.046438049921217417) (-0.2293825267536031,0.97333635317917355) (-0.67854143469857897,0.73456212902462847) (0.97063306891405454,0.24056484683029894) (0.96313676633873402,0.26901221036705381) (-0.32814155028040204,0.94462856349973601) (0.83931537189933736,0.54364483488163207) (0.37288827988872159,0.92787624752529951) (-0.88797831575854258,-0.45988532346947386) (-0.76056783085350177,-0.64925848063063385) (-0.99669582561643533,0.081224572629057912) (-0.90929253912543662,-0.41615751620127894) (-0.38137914483129126,0.92441870810134175) (-0.71031350733153698,-0.70388544615041682)
 (1,-5.5511151231257827e-17) (-0.82245266487997359,0.5688335556486005) (-0.48698973911934856,0.87340769059613244) (-0.97586735721570816,-0.21836414797495896) (0.38260569289595781,-0.92391172942202926) (0.99477455252051517,0.10209598257331132) (0.27980951050685177,0.96005553892986673) (-0.99474371996309419,-0.10239595496886517) (-0.96388020606359137,0.26633615668701194) (-0.97025889728148829,-0.24206956075911434) (-0.87885912928005272,0.47708136714936589) (-0.98618515836964837,-0.16564671264903669) (0.63427388552529473,-0.77310842586318118) (0.99946413398153466,-0.032732932721365682) (-0.91070463354046383,-0.41305819256846804) (-0.2815636512202217,-0.95954255263200194) (0.55025044112441857,0.8349996718816024) (0.5124317559937579,0.85872795194354445) (0.99139339200322452,0.13091654705323025) (0.94793374978075118,-0.31846759022953014) (-0.83505547358543741,0.55016575323715111) (-0.72325426722083574,-0.69058183073901747) (0.94675732154523762,0.32194809224545601) (-0.2794184942461721,-0.96016941477699769) (-0.54533937469603344,0.83821534608126769) (-0.45882932943118121,-0.88852442085388583) (0.32092002937425901,0.94710629537894275) (0.99026367720716446,-0.13920434477467103) (0.65079371309293033,-0.75925459695593356) (0.98457443160985647,-0.17496624994589377) (0.36659945999592175,0.93037886687666072) (-0.43944365104442429,-0.89827015844719416)
 (1.0000000000000002,0) (-0.5897466865197758,0.80758828974852348) (0.1354760991348555,0.99078061474940216) (-0.48698973911934879,0.87340769059613221) (-0.99341468574427028,0.11457426477012012) (-0.24926274413905763,-0.96843589585695755) (0.38090621113439449,-0.92461368058191795) (0.70310825931697463,-0.71108281914292837) (0.24897069826355281,0.96851101769993264) (0.91918827141925952,0.39381838667750602) (0.7966193698559858,-0.60448124831979055) (0.46120983559044737,0.88729109516248028) (0.94710734643373329,0.32091692746138034) (-0.51008636927824058,0.86012318645444197) (-0.62763433488667741,-0.7785082797705869) (0.065391393397069286,-0.99785969237643335) (0.96033347568679972,0.27885411145491795) (0.11592689646499507,0.99325774835940506) (0.18606220123957073,0.98253796734268017) (0.83960641798920277,-0.54319523458084573) (0.99522982231307189,0.097558191755954704) (-0.78395370086927663,-0.62081929326766738) (-0.87168428723708535,-0.49006785589750312) (-0.53350025030138293,-0.84579990714610631) (-0.36691847723040505,-0.93025310054141763) (0.68977273759455304,-0.72402594599317827) (-0.6861783648817863,-0.72743333135632327) (-0.95778300817675865,-0.28749210293133176) (0.45520451612635104,0.89038690943778798) (-0.27549802188981476,0.96130163837101623) (-0.96756389473162563,-0.25262642302769561) (-0.99989898695531232,-0.014213229250997939)
 (1.0000000000000002,-1.3877787807814457e-17) (-0.98697879938096089,-0.16085039500267537) (-0.58974668651977591,0.80758828974852359) (-0.8224526648799737,0.56883355564860039) (-0.95665159866207072,0.29123481724770556) (-0.9420042395089756,-0.33560097250621401) (-0.41924161554075934,-0.90787469829199141) (-0.55291459205662241,-0.8332379335405099) (-0.04361290828878172,-0.9990485044434001) (0.99892193174405786,-0.046421700536707806) (-0.81805653914725707,-0.57513780849324436) (0.45329762649586591,-0.8913592215337286) (0.70507498308121463,-0.70913275783383833) (-0.29005012048737744,-0.95701145636050655) (0.54775599677569076,0.83663813443822244) (0.99803367309404112,0.062680039649129798) (-0.16353135112820461,0.98653813773122012) (-0.27624392585573876,0.96108755762823694) (-0.97262606774327387,0.23237584286292889) (-0.20740258376028831,0.97825567631859733) (0.58234062983867907,0.81294488794695685) (-0.77129338520765833,0.63647978281710627) (-0.049510941679906086,-0.99877358127554094) (-0.66182529955456593,0.7496581039844159) (0.43168860315083063,-0.90202269922085898) (-0.78968187131550016,0.6135165377686651) (0.99992266108356631,0.012436713856946599) (0.57049397672527991,0.82130178528977715) (0.87248586161067188,-0.4886393570819727) (0.19815955358764575,-0.98016977678458628) (0.97105679542203993,0.23884869701272776) (0.98459289810810635,0.17486230295601313)


# name: N
# type: scalar
32


# name: argn
# type: sq_string
# elements: 1
# length: 1
x


# name: defect
# type: scalar
0


# name: info
# type: complex matrix
# rows: 1
# columns: 31
 (2.2204460492503131e-15,1.7763568394002505e-15) (-5.5511151231257827e-16,6.106226635438361e-16) (-3.3306690738754696e-16,-1.1102230246251565e-15) (-1.1102230246251565e-16,-8.8817841970012523e-16) (2.2204460492503131e-16,1.1102230246251565e-16) (-8.3266726846886741e-16,-6.6613381477509392e-16) (-2.2204460492503131e-16,9.9920072216264089e-16) (-5.5511151231257827e-16,-1.3322676295501878e-15) (-1.1102230246251565e-16,4.4408920985006262e-16) (1.2212453270876722e-15,-6.9388939039072284e-17) (-3.3306690738754696e-16,-1.9428902930940239e-16) (-8.8817841970012523e-16,-7.7715611723760958e-16) (1.1102230246251565e-16,3.6082248300317588e-16) (0,-3.3306690738754696e-16) (3.3306690738754696e-16,-1.5543122344752192e-15) (0,1.1102230246251565e-15) (-4.4929338027799304e-16,-2.3314683517128287e-15) (0,9.1593399531575415e-16) (1.8873791418627661e-15,1.3322676295501878e-15) (4.4408920985006262e-16,-5.5511151231257827e-16) (1.6653345369377348e-15,0) (-8.8817841970012523e-16,-1.1102230246251565e-16) (-2.1094237467877974e-15,4.4408920985006262e-16) (6.6613381477509392e-16,4.4408920985006262e-16) (0,-8.8817841970012523e-16) (2.2204460492503131e-16,0) (1.2212453270876722e-15,1.27675647831893e-15) (-7.7715611723760958e-16,3.8857805861880479e-16) (-5.8286708792820718e-16,3.3306690738754696e-16) (1.1102230246251565e-16,4.4408920985006262e-16) (-1.1102230246251565e-16,1.27675647831893e-15)


# name: is_convergent
# type: scalar
3.4146236257965285e-14


# name: is_unimodular
# type: matrix
# rows: 1
# columns: 32
 2.1244654660551001 2.1244654660551001 2.1244654660551001 2.1244654660550997 2.1244654660550997 2.1244654660550997 2.1244654660550997 2.1244654660551001 2.1244654660551001 2.1244654660551001 2.1244654660551001 2.1244654660550992 2.1244654660550997 2.1244654660551001 2.1244654660551001 2.1244654660551001 2.1244654660550997 2.1244654660550997 2.1244654660551001 2.1244654660551001 2.1244654660550997 2.1244654660550997 2.1244654660550997 2.1244654660551001 2.1244654660551001 2.1244654660550997 2.1244654660551001 2.1244654660551001 2.1244654660551001 2.1244654660550997 2.1244654660551001 2.1244654660550997


# name: spectrum
# type: scalar
5.6568542494923832


# name: x
# type: complex matrix
# rows: 1
# columns: 32
 (-1.6631981612904292,1.3217887095677769) (1.7543142545143346,-1.1982216042404379) (1.9842100740704258,-0.75912047687975603) (0.70372820310701723,-2.0045249144404469) (-0.41201871011511843,-2.084129098442749) (-0.86319057255556753,-1.9411995136801121) (-0.0082552994781621338,-2.1244494266729999) (1.9851098017982516,-0.75676455470986426) (1.6344107762114304,1.3572232428987734) (-1.4034950216958073,1.5948527331812798) (1.4442394176427926,-1.5580519955981957) (2.1042001158962016,-0.29273774734926422) (-0.83612350417386194,1.9530107532291607) (-0.65106862256409936,-2.0222421133912722) (1.8292650570973086,-1.0803438653241353) (-1.8330808606813775,-1.0738566359921293) (1.6718666761364747,1.3108071306203244) (1.6661085082173905,-1.318118338885524) (-0.66252823498818714,-2.0185167461044635) (-0.97987180019410858,-1.8849946343809765) (-2.0828815740229683,0.41827964934516504) (1.4442337777101244,1.5580572235260983) (2.0797000482382257,0.43382165208600715) (-0.48102135010394442,2.0692926272533065) (1.1047423906972866,1.8146343341448044) (-2.1236198555577377,0.059935177831097169) (-1.7334412518363715,1.2282243047964267) (1.8311544154043744,-1.0771383492410698) (-1.8600460025956145,-1.0264416128980682) (2.1198393249528706,0.14012406233074232) (-0.70400908963997388,2.004426281549164) (1.2877774545431127,-1.6896694185642271)


# name: x0
# type: complex matrix
# rows: 1
# columns: 32
 (-1.6631981612904292,1.3217887095677769) (1.7543142545143346,-1.1982216042404379) (1.9842100740704258,-0.75912047687975603) (0.70372820310701723,-2.0045249144404469) (-0.41201871011511843,-2.084129098442749) (-0.86319057255556753,-1.9411995136801121) (-0.0082552994781621338,-2.1244494266729999) (1.9851098017982516,-0.75676455470986426) (1.6344107762114304,1.3572232428987734) (-1.4034950216958073,1.5948527331812798) (1.4442394176427926,-1.5580519955981957) (2.1042001158962016,-0.29273774734926422) (-0.83612350417386194,1.9530107532291607) (-0.65106862256409936,-2.0222421133912722) (1.8292650570973086,-1.0803438653241353) (-1.8330808606813775,-1.0738566359921293) (1.6718666761364747,1.3108071306203244) (1.6661085082173905,-1.318118338885524) (-0.66252823498818714,-2.0185167461044635) (-0.97987180019410858,-1.8849946343809765) (-2.0828815740229683,0.41827964934516504) (1.4442337777101244,1.5580572235260983) (2.0797000482382257,0.43382165208600715) (-0.48102135010394442,2.0692926272533065) (1.1047423906972866,1.8146343341448044) (-2.1236198555577377,0.059935177831097169) (-1.7334412518363715,1.2282243047964267) (1.8311544154043744,-1.0771383492410698) (-1.8600460025956145,-1.0264416128980682) (2.1198393249528706,0.14012406233074232) (-0.70400908963997388,2.004426281549164) (1.2877774545431127,-1.6896694185642271)


