# Created by Octave 5.1.0, Fri Sep 17 15:12:27 2021 GMT <unknown@Ola>
# name: F_norm
# type: scalar
1.1976854801228385e-13


# name: H
# type: complex matrix
# rows: 24
# columns: 24
 (1,0) (-0.9826485040227273,0.18547753918438742) (-0.96910614163822761,0.24664404764572345) (0.35065548482187137,0.93650452799991157) (-0.27444027415608113,-0.96160414720462484) (-0.43229874421481929,-0.90173044517210799) (-0.82142614415898341,-0.57031490397157325) (0.43950008237374322,-0.8982425494227444) (0.56758055450295197,0.82331786944661878) (-0.3434318502374919,0.9391775999471299) (-0.63767903521593994,-0.77030217969707571) (0.052854476491382807,-0.9986022252703125) (-0.99783824616405636,-0.065717839984577031) (0.41789819289207847,0.90849386369833773) (-0.67092895165850464,-0.74152163948627881) (0.78405464015469561,0.62069180859093809) (0.89625175623561082,-0.44354570164142298) (0.81134346111746269,-0.58456974613978674) (0.98491489935873888,-0.17303942042541326) (-0.78770281909754136,-0.61605541048333079) (-0.46144130965072683,0.88717073765302934) (0.85628042615615596,0.51651121167098701) (-0.43266375742429664,0.90155536325368746) (0.65027180353470426,0.75970163980849814)
 (1,0) (-0.28014581077839906,-0.95995745984044178) (0.72158530888204675,0.69232553181693479) (-0.99704729443377438,0.076789925526005665) (0.35065548482187137,0.93650452799991168) (0.93036259078951489,-0.36664076377214261) (-0.53700455363371857,0.84357934385370703) (0.77599716293314847,-0.63073639749082566) (-0.36606658632067357,0.93058866013912267) (-0.86183511093713194,0.50718856607378349) (0.95216209723981682,0.3055934236528528) (-0.25536864555845223,-0.96684375928359856) (0.85792746702264844,-0.51377082568797283) (-0.72890615380602286,-0.68461362748904553) (-0.84140823049549862,-0.54040002743748361) (-0.86571092247829384,-0.50054430243663917) (-0.9979344181447759,-0.064240929959389459) (-0.66362415397783359,0.748066161684382) (0.63036526834901008,-0.77629867219986881) (-0.94945156582199375,0.31391356160281325) (0.37392279153312796,0.92745983523388931) (0.2559454164956001,-0.96669123497365628) (0.98522965687355835,-0.17123820606631768) (0.51035020144622467,0.85996666905397956)
 (0.99999999999999989,2.7755575615628914e-17) (-0.44062626090610257,-0.8976906472721583) (-0.47500395157115916,0.8799836623436732) (0.72158530888204664,0.69232553181693479) (-0.96910614163822795,0.24664404764572329) (-0.80919870693373874,0.58753506507847109) (-0.89329327506196021,-0.4494742759369853) (-0.78012085654643126,-0.62562884299020438) (-0.59372559884754805,0.80466757936002364) (-0.96267645063459317,-0.27065485658598665) (0.67743990998021619,0.73557811846600973) (0.84111011735193597,0.54086391124589905) (0.52077945665180059,-0.8536912542186752) (0.99972114955781344,-0.023614045117327481) (0.99991589048312057,0.012969655328773533) (-0.99617831953775793,-0.087342748313343738) (0.96805001939431101,-0.25075717327860059) (0.88060576709092686,-0.47384964172847055) (-0.28487871548793875,0.95856356985957958) (-0.35627299788918998,0.93438190852298109) (0.99948246751709136,0.032168262712573725) (-0.70070044647620644,-0.71345559378846068) (-0.58783699588339422,-0.8089793979272808) (0.24092863050498628,-0.97054283522315021)
 (1,-5.5511151231257827e-17) (0.94421761515641589,0.32932217542754294) (-0.44062626090610263,-0.89769064727215842) (-0.28014581077839906,-0.95995745984044167) (-0.98264850402272741,0.18547753918438742) (0.96298587285166759,0.26955186641555606) (-0.84440043338965065,0.53571252373952361) (0.20227720654842812,0.97932830639727952) (-0.93744099831117156,0.34814418663156349) (0.97039412272283765,-0.24152690654453779) (-0.6572758759379782,-0.75365006661577505) (-0.95278783149080293,-0.30363686891260822) (-0.82615794717405611,-0.56343859143756625) (-0.2809725063821954,0.95971581765505276) (0.027158749512536051,-0.99963113313107355) (-0.3158890577987678,0.94879613361512272) (-0.10147131061050413,0.99483846584407165) (-0.019521737440880593,-0.99980943272570144) (0.13810582021379542,0.99041747885579723) (0.7227561971951505,0.69110308884854788) (0.063110471390430523,0.9980065472735522) (0.41769948776924209,-0.90858523976416872) (0.64352239612310935,-0.7654272830830976) (0.54711033475962267,-0.83706050056086856)


# name: N
# type: scalar
24


# name: argn
# type: sq_string
# elements: 1
# length: 1
x


# name: defect
# type: scalar
0


# name: info
# type: complex matrix
# rows: 1
# columns: 23
 (-2.2204460492503131e-16,1.0547118733938987e-15) (-9.9920072216264089e-16,-7.7715611723760958e-16) (1.8041124150158794e-16,-4.4408920985006262e-16) (3.3306690738754696e-16,-6.6613381477509392e-16) (1.1102230246251565e-16,3.3306690738754696e-16) (-1.2212453270876722e-15,-3.3306690738754696e-16) (-1.8873791418627661e-15,6.6613381477509392e-16) (-2.2204460492503131e-16,-2.2204460492503131e-16) (-3.3306690738754696e-16,2.7755575615628914e-16) (1.1102230246251565e-16,8.7430063189231078e-16) (8.8817841970012523e-16,-8.8817841970012523e-16) (-2.2204460492503131e-16,1.1102230246251565e-16) (-7.7715611723760958e-16,-4.5102810375396984e-16) (5.8286708792820718e-16,6.6613381477509392e-16) (-1.1102230246251565e-16,-3.3306690738754696e-16) (-8.8817841970012523e-16,-2.4980018054066022e-16) (7.7715611723760958e-16,4.4408920985006262e-16) (-1.6653345369377348e-16,-1.1102230246251565e-16) (-6.6613381477509392e-16,-1.1102230246251565e-15) (-2.2204460492503131e-16,1.0807327255335508e-15) (1.3877787807814457e-16,3.3306690738754696e-16) (1.3322676295501878e-15,-1.1102230246251565e-16) (1.1102230246251565e-16,-9.9920072216264089e-16)


# name: is_convergent
# type: scalar
1.957316332931014e-14


# name: is_unimodular
# type: matrix
# rows: 1
# columns: 24
 1.7267720432699938 1.7267720432699942 1.7267720432699938 1.726772043269994 1.7267720432699944 1.7267720432699947 1.7267720432699938 1.7267720432699938 1.7267720432699942 1.7267720432699942 1.7267720432699947 1.7267720432699942 1.726772043269994 1.726772043269994 1.7267720432699942 1.7267720432699936 1.7267720432699938 1.7267720432699938 1.7267720432699942 1.726772043269994 1.7267720432699938 1.7267720432699938 1.7267720432699936 1.7267720432699944


# name: spectrum
# type: scalar
4.8989794855663584


# name: x
# type: complex matrix
# rows: 1
# columns: 24
 (-1.3505712156656495,1.0759642562995475) (1.724556757560475,0.087439575544095233) (-0.76842695357236634,-1.546370494558895) (1.6943426103494186,-0.33308378551521878) (-0.4193620458101282,1.6750752711304575) (-1.2170062653005986,1.225005077392711) (1.6896874708670779,0.35594654123006586) (1.6126241676891897,0.61740180045378712) (1.3367307551285317,-1.0931114205387924) (1.6403619969259282,-0.53940171343814991) (-1.7042361561906783,-0.27806620318056413) (0.28857609732725353,-1.7024880397436577) (1.6092829803189732,-0.62605908560974743) (1.0031739346223074,1.4054834564352683) (1.5982362864513247,0.65374495186510606) (-1.5681415446007845,0.722961814701091) (-0.99313211343944652,1.4125970036334239) (0.22899923779462372,1.7115200958528973) (-1.4529908383235759,-0.93303768046450464) (-1.5801000174880067,0.69643781068608801) (0.82718161990113181,1.5157546823666979) (1.7045337623383201,0.27623602673728281) (-1.6705617163686612,0.43699569931776333) (1.5876311491740016,-0.67909426708761889)


# name: x0
# type: complex matrix
# rows: 1
# columns: 24
 (-1.3505712156656495,1.0759642562995475) (1.724556757560475,0.087439575544095233) (-0.76842695357236634,-1.546370494558895) (1.6943426103494186,-0.33308378551521878) (-0.4193620458101282,1.6750752711304575) (-1.2170062653005986,1.225005077392711) (1.6896874708670779,0.35594654123006586) (1.6126241676891897,0.61740180045378712) (1.3367307551285317,-1.0931114205387924) (1.6403619969259282,-0.53940171343814991) (-1.7042361561906783,-0.27806620318056413) (0.28857609732725353,-1.7024880397436577) (1.6092829803189732,-0.62605908560974743) (1.0031739346223074,1.4054834564352683) (1.5982362864513247,0.65374495186510606) (-1.5681415446007845,0.722961814701091) (-0.99313211343944652,1.4125970036334239) (0.22899923779462372,1.7115200958528973) (-1.4529908383235759,-0.93303768046450464) (-1.5801000174880067,0.69643781068608801) (0.82718161990113181,1.5157546823666979) (1.7045337623383201,0.27623602673728281) (-1.6705617163686612,0.43699569931776333) (1.5876311491740016,-0.67909426708761889)


