# Created by Octave 5.2.0, Fri Sep 17 14:09:41 2021 UTC <root@0x00>
# name: F_norm
# type: scalar
6.0958143255496888e-14


# name: H
# type: complex matrix
# rows: 26
# columns: 26
 (1,-5.5511151231257827e-17) (0.047106433530718028,0.99888987577210753) (-0.43787315755902195,-0.89903676114455577) (-0.268241237144767,-0.96335177307930764) (-0.57264074948742538,0.81980642350891642) (-0.77578313792147868,-0.63099962196240966) (0.95595165339456578,0.29352416658973229) (0.52976105597990142,0.84814693512802386) (0.43437418068524003,0.90073251920535613) (-0.92664636175096526,0.3759341967069495) (-0.98946267155204515,0.14478819566901757) (0.91427536621994931,-0.40509326669716106) (0.58443711620583583,0.81143900399291036) (-0.35341786780632711,-0.93546555827311484) (0.99976432946586991,-0.021709111627590372) (-0.87219021988793655,-0.48916686348508237) (0.57235222381002904,-0.82000788526679103) (0.70496738030603756,-0.70923972865628637) (-0.98188320239781235,0.18948714164559188) (-0.98533025992145851,-0.1706583689219815) (0.72833278489680586,0.68522357989525151) (0.42419637428308221,0.90557022700897571) (0.14247546469625949,-0.98979833398505246) (-0.92010537873557219,-0.39167089759371898) (-0.94609502971652482,0.32388917046682575) (0.99167491040704103,0.12876673510339443)
 (1,0) (-0.54699059266059935,0.83713875286048367) (-0.13395832541921893,-0.99098696613572002) (-0.32728888476411244,0.94492432813948846) (0.9646512579574491,-0.26352979057615428) (-0.97943376127082638,0.20176597156825393) (-0.55186903250733699,0.83393079506600298) (0.73114694506828926,0.68222001195897808) (-0.74279059920878221,-0.66952380519818566) (-0.20501699025389025,-0.9787584143736574) (-0.9625814029246742,0.27099269869050913) (-0.16098075234859599,0.98695754588192863) (-0.65291344487029457,-0.75743252736306743) (-0.4127237649073886,0.9108562421593599) (0.016822648320195421,0.9998584892390997) (-0.29719140013964124,-0.95481792593302239) (-0.87219021988793632,-0.48916686348508226) (0.94423402033150672,-0.32927513548489962) (0.89177208864667734,-0.45248485268651972) (0.915374131900625,0.40260427052774367) (0.64796158833567719,0.76167301385929798) (0.99141986214689437,-0.13071593988735036) (-0.98856364363382043,0.15080425221267724) (-0.11844218133707002,-0.99296095073276514) (0.99989398418253428,0.014560920148720402) (-0.15034153075566048,-0.98863412045611931)
 (1,0) (-0.6533432999923714,-0.75706177578522493) (0.71681982280189316,0.69725844680309357) (-0.59595545749473444,-0.80301749213964302) (0.57969910282507531,-0.81483062668495954) (-0.69704765380369926,0.71702480314613837) (-0.99977190700891527,0.021357292800287975) (-0.25057112549047034,-0.96809819288667143) (0.6830450301031602,-0.73037626388825982) (-0.95100450708544437,0.30917701645363377) (0.98302104423405035,0.18349285161279991) (-0.95153781257022485,-0.30753177274725768) (-0.14684658952202925,0.98915927895650269) (0.81489808250358964,0.57960427459774044) (0.49767499130831883,0.86736359332535073) (0.016822648320195421,0.9998584892390997) (0.99976432946586979,-0.021709111627590316) (0.98820617285854873,-0.15312922622497566) (-0.26033829345595216,0.96551746382985826) (0.40363745634787462,-0.91491901490406069) (0.9834829667654561,-0.18100070188321632) (-0.25701140313659993,0.96640837054412776) (-0.90659998615290227,-0.42199107230788424) (-0.13263363033336989,-0.99116513261140859) (-0.97444322774342507,0.22463391530438048) (-0.88996675374389389,-0.45602541292186249)
 (0.99999999999999989,0) (0.23222667522850743,-0.97266169417342296) (-0.91014312252529617,-0.4142939735500677) (0.34943194926893012,0.93696174565993651) (-0.5587103025348078,0.82936288670368197) (-0.85826164557294193,0.51321238073377184) (-0.94648357037164055,-0.32275199614650352) (0.99620696049049817,0.087015469143615354) (-0.76855465333470407,-0.63978413925133581) (0.60549458373413589,-0.79584942612822518) (0.85370060359444611,-0.52076413031474988) (-0.14659267582677576,0.98919694065132724) (-0.32039318605634837,-0.9472846490515201) (0.75299994803029091,-0.65802057586855123) (0.81489808250358953,0.57960427459774033) (-0.4127237649073886,0.91085624215936001) (-0.35341786780632684,-0.93546555827311462) (-0.96644667308545817,-0.25686733556847757) (-0.98397528082612329,0.17830492624476557) (-0.50032462493432228,0.86583790035105823) (0.69288582036140478,-0.72104732156919016) (-0.157730486277741,0.98748219918061686) (0.97962268776997763,0.20084668184046561) (0.98551002306144331,-0.16961719973350101) (-0.76129621781397883,-0.64840424793652529) (0.38207673783063012,0.92413060029884542)
 (1,0) (0.45365594211751425,0.89117691070935534) (0.78487887140279322,0.61964922111262077) (0.98654895374173701,0.16346608783195371) (-0.16828575131217505,0.98573825425682715) (-0.29658390122875899,0.95500680077784228) (0.99328034885784655,-0.11573309195228212) (-0.96427341695412772,0.26490899825338471) (-0.32345964328793775,0.94624196649907688) (0.99367305500383907,-0.11231144091025144) (-0.2842852687828753,-0.95873973838213677) (-0.96094339163034603,-0.27674500552307468) (0.36529238636861727,-0.93089283618530461) (-0.32039318605634842,-0.94728464905152043) (-0.14684658952202939,0.9891592789565028) (-0.65291344487029479,-0.75743252736306776) (0.58443711620583572,0.81143900399291025) (-0.70679817707416603,-0.70741525067292388) (-0.89112411136221126,0.45375964799539825) (0.81161080796936769,-0.5841985076900742) (0.16793885919099041,-0.98579741304876045) (-0.9208077952239011,-0.3900166717653204) (-0.82276129171527634,0.56838706605183198) (0.44547708315077539,-0.89529334208821054) (0.037150369020835461,0.99930968677463361) (-0.16446782400970297,-0.9863824485794106)
 (1,0) (-0.64244725080366671,-0.76632990933070744) (0.96541702359977433,-0.26071051099591774) (0.98410975818555402,0.1775612115411756) (-0.89452266175691786,-0.44702260301165891) (-0.34238108932334999,-0.93956116867064887) (-0.47698408262422198,0.87891193240456666) (-0.59014148151005519,0.80729984008490785) (0.24999570636784085,0.96824694515275644) (0.6474295845397966,0.76212527386422879) (-0.28861059854061727,0.95744656373607895) (0.30797711376902498,-0.9513937656903686) (-0.96094339163034603,-0.27674500552307457) (-0.14659267582677571,0.98919694065132768) (-0.95153781257022496,-0.30753177274725763) (-0.16098075234859588,0.98695754588192885) (0.91427536621994943,-0.405093266697161) (-0.95649735208894426,-0.29174100748238591) (0.98528740684933935,-0.1709056052448355) (-0.41538300063382894,0.90964661423238136) (0.35680443190647976,-0.93417910347635913) (0.91189458298463077,-0.41042449917528767) (0.55562160346010236,0.83143528537609235) (-0.54121658218983792,-0.84088323277536614) (-0.93298921332619722,-0.35990433147846917) (0.42241536729108731,-0.90640237062594697)
 (1,0) (-0.9632940695569655,-0.26844838527430132) (-0.46079192107160105,0.88750820022980259) (0.21424941736100117,-0.97677898583071021) (-0.99237270745787509,0.12327371776955137) (0.79217407752680535,-0.61029519979642199) (-0.68504862258197063,-0.72849734707721781) (-0.80022844808358573,-0.59969528168707131) (0.99897227793796173,0.045325356164512109) (0.95023819403092591,-0.31152427610837047) (-0.62144581736003557,0.7834571437454102) (-0.28861059854061727,0.95744656373607884) (-0.28428526878287524,-0.95873973838213644) (0.85370060359444633,-0.52076413031475) (0.98302104423405023,0.18349285161279991) (-0.96258140292467442,0.27099269869050902) (-0.98946267155204493,0.14478819566901746) (0.098017405216499376,0.99518470058307451) (0.30308923379304131,-0.95296217992045507) (0.12593272610698486,-0.99203878376566634) (0.68530493868511899,0.72825623307582066) (0.6762471594610453,-0.73667481246535582) (-0.9033796423766014,0.42884172108077695) (-0.40137712533471159,0.91591287973149649) (-0.29938160103789591,0.95413345867335853) (0.97131281871357344,0.2378053998602481)
 (0.99999999999999989,-1.3877787807814457e-17) (-0.4509099762389655,0.89256943333736005) (0.99729546117665124,0.073496687792380708) (0.91462174322867451,-0.40431060685238063) (0.99397472755401195,0.10960949312868853) (-0.86615295543146076,-0.49977900896030586) (-0.76151735862083536,-0.64814451515009064) (-0.4011460310626821,-0.91601411657389742) (0.96810832397302615,0.25053198010261701) (-0.98433712576317967,-0.17629640621488146) (0.95023819403092602,-0.3115242761083703) (0.6474295845397966,0.76212527386422868) (0.99367305500383885,-0.11231144091025139) (0.605494583734136,-0.79584942612822529) (-0.95100450708544437,0.30917701645363371) (-0.20501699025389011,-0.9787584143736574) (-0.92664636175096515,0.37593419670694922) (-0.93246847012262191,-0.36125136986200679) (-0.10949382054419804,0.99398747641136509) (-0.71871474067934149,0.69530505645380281) (-0.65159167982532373,0.75856989314262446) (0.98362665836180396,-0.1802181926443332) (0.60711753429201543,0.79461204342445202) (-0.68523239801749503,0.72832448860874732) (-0.085740680349397233,-0.99631748741714954) (-0.93160677014908067,-0.36346777823130044)
 (1,0) (0.32962166880929561,-0.94411310522170788) (-0.13724931068067242,0.99053653477177772) (0.81540646085118107,0.57888885254610967) (-0.60852452098979515,-0.7935350700215722) (-0.81103325678922544,-0.58500004818962359) (0.18123691848552781,-0.98343946401284432) (0.60965867518230821,0.79266405227874026) (-0.8043257847065407,-0.59418854924696052) (0.96810832397302626,0.2505319801026169) (0.99897227793796195,0.045325356164511943) (0.2499957063678408,0.96824694515275622) (-0.32345964328793758,0.94624196649907688) (-0.7685546533347043,-0.63978413925133581) (0.6830450301031602,-0.73037626388825994) (-0.74279059920878243,-0.66952380519818577) (0.43437418068523992,0.90073251920535602) (0.99999717250354814,-0.0023780212171340964) (0.90234506705413886,0.43101436166682561) (-0.45453615313559576,0.89072828937487658) (-0.95007717111102363,0.31201501395553805) (-0.40701450686631913,-0.91342169407145535) (-0.13694636984141612,-0.99057846321594201) (-0.91559017102488216,-0.40211271892670508) (-0.12385611745335467,0.99230018752864324) (-0.98880322352297867,0.14922528321489731)
 (1.0000000000000002,0) (0.75632367942441525,-0.65419759395913035) (0.50343907624142559,-0.86403072660246361) (-0.93321488979982503,0.35931875745068131) (0.78404913341247373,-0.62069876461545381) (-0.37335448861222076,0.92768875482734392) (0.72121372434588749,-0.69271261271550033) (-0.79197525245435996,0.61055319137635644) (0.60965867518230821,0.79266405227874037) (-0.40114603106268221,-0.91601411657389731) (-0.80022844808358595,-0.59969528168707142) (-0.59014148151005519,0.80729984008490785) (-0.96427341695412749,0.26490899825338482) (0.99620696049049839,0.087015469143615354) (-0.25057112549047034,-0.96809819288667154) (0.73114694506828937,0.6822200119589783) (0.52976105597990142,0.84814693512802397) (0.43987153817959346,-0.89806070501916446) (-0.82792347084377071,-0.56084108838957558) (0.23893584800944284,0.97103535493616744) (-0.99211747678768991,0.12531126147488891) (0.6023097419276876,-0.79826247236044034) (-0.98929983204963823,-0.14589668367224196) (0.11986202098359816,0.99279055994994625) (-0.9538926673297462,-0.30014792888597908) (0.83536018173265147,0.5497029805045559)
 (1,0) (-0.12554955359820161,0.99208734977888535) (-0.31224320307291636,0.95000220112101119) (-0.75872637643726026,0.65140946086036022) (-0.72809160933804706,-0.685479838078068) (0.93426477704128497,-0.35658004203824756) (0.98583772168534634,-0.16770207661876646) (0.72121372434588737,-0.69271261271550033) (0.18123691848552786,-0.98343946401284443) (-0.76151735862083536,-0.64814451515009064) (-0.68504862258197063,-0.72849734707721781) (-0.47698408262422182,0.87891193240456655) (0.99328034885784633,-0.11573309195228214) (-0.94648357037164077,-0.32275199614650363) (-0.99977190700891527,0.021357292800288086) (-0.5518690325073371,0.83393079506600287) (0.95595165339456556,0.29352416658973235) (0.37584938664387368,0.92668076410348765) (0.31593467530101704,-0.94878094465605733) (0.73337852219932342,0.67982052276813176) (0.00024018903359718236,-0.99999997115461392) (-0.10606977108346888,0.99435868963986074) (0.88690229822662581,0.46195704713785807) (-0.84289952025029458,0.53807099788208612) (-0.81971869938497099,-0.57276631699028091) (0.030883091665184298,-0.99952300356179902)
 (1,-5.5511151231257827e-17) (-0.77945410296326245,-0.62645933736654902) (0.9906464631213554,0.13645360055765926) (0.36006826275455317,0.93292595963287361) (0.82175289901580317,-0.56984399001755204) (0.99917529521040505,0.040604549513574839) (0.93426477704128508,-0.35658004203824772) (-0.37335448861222059,0.92768875482734392) (-0.81103325678922555,-0.58500004818962359) (-0.86615295543146098,-0.49977900896030591) (0.79217407752680524,-0.61029519979642199) (-0.34238108932335004,-0.93956116867064865) (-0.29658390122875877,0.95500680077784228) (-0.85826164557294216,0.51321238073377218) (-0.69704765380369926,0.71702480314613848) (-0.97943376127082649,0.20176597156825415) (-0.77578313792147857,-0.63099962196240955) (-0.85317264758182598,0.52162863554277494) (-0.99949463113386294,-0.031788084789469595) (-0.51937340403757426,-0.85454740487489766) (0.99953039251011311,-0.030643016310065996) (0.7056018040878409,-0.70860856194939115) (0.47168385010871594,-0.88176773900308825) (-0.31148462381743131,0.95025119264608837) (0.7564021537361334,0.65410685810755653) (0.63171132437491051,0.77520371687479406)
 (0.99999999999999978,-2.7755575615628914e-17) (0.17819041686094367,0.9839960240462986) (0.98589636242820444,-0.16735699134136936) (-0.98631418412302696,-0.16487671211462207) (-0.43445255500347746,0.90069471934221523) (0.82175289901580328,-0.56984399001755182) (-0.72809160933804717,-0.685479838078068) (0.78404913341247351,-0.62069876461545381) (-0.60852452098979515,-0.79353507002157209) (0.99397472755401195,0.10960949312868842) (-0.99237270745787498,0.12327371776955137) (-0.89452266175691775,-0.44702260301165886) (-0.16828575131217491,0.98573825425682704) (-0.55871030253480769,0.82936288670368208) (0.57969910282507531,-0.81483062668495954) (0.96465125795744944,-0.26352979057615422) (-0.57264074948742538,0.8198064235089163) (-0.85209677632763836,-0.52338426014931561) (-0.55052642528129825,0.83481773763318845) (0.99267406738611386,-0.12082299424823534) (0.57256941302638875,0.81985624792802392) (-0.10357934089081486,-0.99462119429490603) (0.95170549118878001,0.30701247212633487) (-0.5041484370405882,-0.86361701779754962) (-0.73728498473238158,-0.67558186127824094) (-0.13361186537897518,0.99103373778593007)
 (1,0) (0.8398020924150611,0.54289266487518928) (-0.96343060103486167,0.26795797616343753) (-0.57583819458786478,0.81756368171157634) (-0.98631418412302696,-0.16487671211462201) (0.36006826275455306,0.9329259596328735) (-0.75872637643726026,0.65140946086036033) (-0.93321488979982492,0.3593187574506812) (0.81540646085118107,0.57888885254610967) (0.91462174322867451,-0.40431060685238074) (0.21424941736100112,-0.9767789858307101) (0.98410975818555391,0.17756121154117549) (0.98654895374173679,0.16346608783195354) (0.34943194926893029,0.93696174565993662) (-0.59595545749473444,-0.80301749213964302) (-0.32728888476411261,0.94492432813948857) (-0.26824123714476689,-0.96335177307930742) (0.33355428379749974,0.94273089466736837) (-0.76096540089313447,0.64879246191948781) (-0.37805003232006473,-0.92578516571761804) (-0.53827343758240853,0.84277025718354381) (0.070213004207313856,-0.99753202156130483) (0.17710057182911337,-0.98419275929962047) (0.045466431909206906,-0.9989658670692636) (0.60489011719029606,-0.79630895142872127) (-0.60916435055806273,-0.79304400508999096)
 (1,0) (-0.20640508816786562,-0.97846662670650975) (0.95532902921559681,-0.29554432144432247) (-0.96343060103486167,0.26795797616343764) (0.98589636242820444,-0.16735699134136944) (0.99064646312135518,0.13645360055765923) (-0.31224320307291625,0.95000220112101119) (0.50343907624142537,-0.86403072660246349) (-0.13724931068067242,0.99053653477177761) (0.99729546117665124,0.073496687792380611) (-0.460791921071601,0.88750820022980259) (0.96541702359977422,-0.26071051099591769) (0.78487887140279322,0.61964922111262066) (-0.91014312252529639,-0.41429397355006758) (0.71681982280189316,0.69725844680309346) (-0.13395832541921901,-0.99098696613572013) (-0.4378731575590219,-0.89903676114455577) (0.41899893057992665,0.90798672687043069) (-0.72281449660227137,-0.69104211413024941) (-0.63122769422890168,0.77559757480181934) (-0.46174400960662243,-0.88701322966030194) (-0.89314024362284061,-0.44977828451508545) (-0.90909022589558641,0.41659928130172291) (0.7645273627026401,0.64459127490134882) (-0.90401413149119236,-0.42750257316678852) (-0.99912287229139074,-0.041874647033754625)
 (1,0) (0.61784848635158807,-0.78629717531799104) (-0.20640508816786551,-0.97846662670650952) (0.83980209241506099,0.54289266487518928) (0.17819041686094372,0.9839960240462986) (-0.77945410296326223,-0.62645933736654902) (-0.12554955359820152,0.99208734977888535) (0.75632367942441514,-0.65419759395913024) (0.32962166880929566,-0.94411310522170755) (-0.45090997623896534,0.89256943333736005) (-0.96329406955696562,-0.26844838527430132) (-0.64244725080366671,-0.76632990933070744) (0.45365594211751425,0.89117691070935523) (0.23222667522850737,-0.97266169417342319) (-0.6533432999923714,-0.75706177578522493) (-0.54699059266059924,0.83713875286048367) (0.047106433530717973,0.99888987577210742) (-0.25697980214855576,0.96641677411336846) (-0.026231770516173536,-0.99965588790122495) (-0.11537076537748786,-0.99332249873654443) (-0.99438413775301016,0.10583093397113164) (0.95764914510415333,0.28793769270674602) (-0.74494203151016669,0.66712920014754695) (0.82298765744479363,-0.56805925368180687) (0.92112271500486798,0.38927232614464224) (-0.65023247100456594,0.75973530499200614)


# name: N
# type: scalar
26


# name: argn
# type: sq_string
# elements: 1
# length: 1
x


# name: defect
# type: scalar
0


# name: info
# type: complex matrix
# rows: 1
# columns: 25
 (-4.9960036108132044e-16,-3.3306690738754696e-16) (-1.8873791418627661e-15,1.6653345369377348e-16) (3.4694469519536142e-16,3.3306690738754696e-16) (1.6653345369377348e-16,0) (-4.163336342344337e-16,-3.3306690738754696e-16) (-3.3306690738754696e-16,1.1102230246251565e-16) (2.7755575615628914e-17,-2.2204460492503131e-16) (0,7.7715611723760958e-16) (-5.5511151231257827e-16,8.8817841970012523e-16) (-1.915134717478395e-15,1.3322676295501878e-15) (2.2204460492503131e-16,-1.1102230246251565e-16) (4.4408920985006262e-16,2.3314683517128287e-15) (-9.3675067702747583e-16,1.1102230246251565e-16) (-5.5511151231257827e-16,-6.6613381477509392e-16) (-5.5511151231257827e-16,6.6613381477509392e-16) (2.2204460492503131e-16,-1.1102230246251565e-16) (-1.1102230246251565e-16,5.5511151231257827e-17) (-6.6613381477509392e-16,0) (-5.4123372450476381e-16,-4.4408920985006262e-16) (2.2204460492503131e-16,1.1102230246251565e-16) (-1.2212453270876722e-15,4.4408920985006262e-16) (-6.1756155744774333e-16,-8.8817841970012523e-16) (4.4408920985006262e-16,-7.7715611723760958e-16) (-2.2204460492503131e-16,8.8817841970012523e-16) (1.1102230246251565e-16,6.6613381477509392e-16)


# name: is_convergent
# type: scalar
2.0561377911537994e-14


