# Created by Octave 5.2.0, Sat Sep 18 11:30:11 2021 CEST <ania@ania-bania>
# name: F_norm
# type: scalar
7.6810686992114957e-13


# name: H
# type: complex matrix
# rows: 60
# columns: 60
 (0.99999999999999989,5.5511151231257827e-17) (-0.32358458355768133,0.94619924819448098) (-0.71964012975702019,0.69434723564172018) (0.79767250427893588,0.60309085212542457) (0.70677170778194987,0.70744169588665407) (0.66070539411171436,0.7506453105106855) (-0.98685763608510446,0.16159209789007906) (0.19822464093267567,-0.98015661591763537) (0.99718792960474312,0.074941530879797658) (0.082252988109520864,-0.99661148194622684) (0.69058067865493644,0.72325536725867778) (-0.94782501939667974,-0.31879104850306333) (0.89570865027109114,0.44464144412047085) (-0.99974789851979162,-0.0224530489078405) (-0.93931816090224762,0.34304721628256496) (-0.91209063761561437,0.40998862029810146) (0.4984749033537032,0.8669041300665925) (0.29874840228262617,-0.95433190878937713) (0.77622908406015512,0.63045095690238206) (-0.059982508034897741,-0.9981994283357617) (-0.51654570000270617,-0.85625962173204995) (0.9997222644547088,-0.023566797693972519) (0.97496829550505404,0.22234392899283134) (-0.15130387813439916,-0.98848729706632643) (0.69195312855616797,-0.72194242698523325) (0.82604910591776592,0.5635981499370436) (-0.66212258296205662,0.74939554651175655) (-0.99392592938907931,0.11005111034448473) (0.16593154717697356,-0.98613727322896294) (0.28490421188224502,-0.95855599213178799) (0.99954517989950997,0.03015681249162383) (0.097051364888105007,-0.99527937413238643) (-0.068996330570241959,0.99761691363360516) (0.57548684235557435,0.81781103824514778) (-0.13820028930559286,0.99040430130116675) (0.99080746730290437,-0.13527957250376654) (-0.49452955535522769,0.86916081301457671) (-0.35384085548078487,-0.93530564469195032) (-0.07210117721455378,0.99739732315876739) (-0.28994350695458004,-0.95704376220467435) (-0.9615428400030066,-0.27465499602037496) (-0.4806365842596324,0.87691987882088274) (-0.066263669302966788,-0.99780214778807907) (-0.61867509176728208,-0.78564695049796052) (0.27225459722477607,-0.96222525132630676) (-0.95386490985260908,0.30023612999083316) (-0.99970901862183714,-0.024122149285694117) (0.69500029302420818,-0.71900945243874514) (-0.82003874857183379,-0.57230800347429922) (-0.24869334513420449,0.96858227326642632) (-0.99010921290578913,0.1402987759001354) (0.69981126135549632,-0.71432779483933528) (-0.49088356483958806,0.87122518660239567) (-0.36641943065434407,-0.9304497841576107) (-0.38003588736566091,0.9249717424409204) (-0.15079664334675719,-0.98856480432764238) (0.98912669750007221,-0.14706589098971884) (0.35795476020528172,0.93373893013324538) (0.9215321277591968,0.38830212143073001) (-0.98643070258631926,-0.1641781623574205)
 (1,5.5511151231257827e-17) (-0.99329233694854357,-0.11563015765491147) (0.21725279148337134,0.97611537463185327) (-0.52995357268138343,-0.8480266568936603) (-0.85271940492423504,0.52236923384293887) (0.96270066598262927,0.27056871163643609) (-0.19349928539307976,0.98110041614116428) (0.98686217640430163,0.1615643673046851) (-0.84467652465493637,-0.53527709524774225) (0.19040040469497116,-0.98170651718932356) (-0.79995272114979776,-0.60006303329319677) (0.9046054693374429,0.42624986198799186) (0.99615325481984573,-0.087628151366023976) (0.22936140998005611,-0.9733413294481843) (0.023637732512128917,-0.99972058976580214) (-0.59435755646027288,0.80420090467405747) (-0.38448238899118292,0.9231323266767506) (-0.58749538014587011,0.80922751949452254) (0.86613836038265501,-0.49980430237608486) (-0.99840206230854078,-0.056509485735135423) (-0.99983031905514652,-0.018420996120769473) (0.92424972443146725,-0.38178848448893282) (-0.9823843848692837,0.18687140060747598) (-0.92820414063952927,0.37207132824182348) (0.7211219569533015,0.69280814313909378) (0.99989393957888351,0.014563982745793902) (0.030055546093574026,0.99954823002645388) (-0.50663032300153221,-0.86216339275995779) (0.7899608802062259,-0.61315724552826134) (0.33036280067637763,0.94385402469304536) (0.10838860194075361,-0.994108601194722) (0.96933514149512279,0.2457425145607281) (-0.095211861400125886,-0.99545703144270492) (-0.9386369291723281,-0.34490682103133347) (-0.49243837491195619,-0.87034731395809484) (0.7741189062407493,0.63304021910193475) (-0.99379011176960597,0.11127090252601607) (0.99895147159357656,-0.045781627330454377) (-0.45966048579104901,-0.88809472344020657) (0.71565281862318297,0.69845618559555489) (-0.99520904613673511,-0.097769905838189675) (-0.65901224962223348,0.75213220569780326) (-0.25599120121751956,-0.96667911164936626) (0.92718594016642886,-0.37460143133428503) (-0.36538422704415507,0.93085679168567448) (-0.23953806127189692,0.97088697447339245) (0.99883289755998561,0.048299510886999242) (-0.97899391960441251,-0.20388944400725245) (-0.88073748755591685,-0.47360476983840716) (0.57972498522367499,0.81481221241916113) (-0.24869334513420455,0.96858227326642621) (-0.3470176115915119,-0.93785861260923542) (-0.24464136843605949,-0.9696136348307669) (0.76945271422352579,-0.63870378155609064) (0.99023545203925378,-0.13940498385859185) (0.1841621991878114,0.98289586650382565) (-0.97892697769808734,-0.20421060779227085) (0.18382061399973154,0.98295980684296502) (0.12343172004502656,-0.99235306745468577) (0.87371308370507639,0.48644161763007632)
 (1.0000000000000002,5.5511151231257827e-17) (0.97430131969254674,-0.22524861474681868) (0.7139220925387556,-0.70022513935525388) (0.93829825668571709,-0.34582709769557596) (-0.86389982105788965,0.50366367664955458) (0.16542951372660841,-0.98622161606211922) (-0.6619478668852572,-0.74954987927826111) (-0.17530877049466159,0.98451350167869678) (-0.18343295019929989,0.983032223673864) (0.3318898814625757,-0.9433181364644474) (0.91723387563298198,0.39834911496236447) (0.99771130653133144,-0.067617666475128568) (0.9508153110789801,-0.30975836424184044) (0.61325954697186769,0.78988146455519515) (-0.99390317518984705,0.11025642089030008) (0.78557099379676065,0.61877153595262357) (-0.4442426449439853,-0.89590650874584599) (0.93253044177402833,-0.36109136678233278) (0.85674006127078983,-0.51574845362223165) (0.078660145760148681,-0.99690149035348097) (-0.20660851884374282,-0.97842369142472796) (0.17271388454443048,0.98497203720997639) (0.62221632917760927,-0.78284534852341126) (-0.42075260043423668,0.90717542362424586) (-0.19174122210937583,0.98144551746085318) (-0.32152360784167461,-0.94690156278278126) (-0.81765066243202822,-0.57571468126535219) (0.99836047342658518,-0.057239541397907323) (-0.98926465717914491,-0.14613499942254615) (0.06422286262354332,-0.99793558104540914) (-0.75789479503101986,-0.65237679270869753) (0.01636066517791579,0.99986615536027368) (-0.95899470047829805,0.28342400119703931) (-0.98795657477618104,0.15473140068039015) (-0.99424222419390429,-0.10715595937678352) (0.95198319018925348,-0.30615029903151886) (0.93355843855632725,0.35842522483814454) (-0.85089179059617648,-0.52534099468443363) (-0.87525978678536465,0.48365308397283724) (0.99285330983764952,-0.11934112930764412) (-0.73267527905951146,0.68057838303539042) (0.19485793623283865,-0.98083147619103106) (0.37448035348821512,0.92723484881196028) (-0.60612631339748302,0.79536840030716349) (0.95109142826305326,0.30890952572646108) (0.0028873818941965723,0.99999583150421012) (-0.24940030982277911,0.96840047782944649) (-0.99355847033627309,0.11332063370386086) (-0.40117525719127184,-0.9160013171483512) (-0.88073748755591708,-0.47360476983840716) (-0.82003874857183379,-0.57230800347429933) (0.95373197060553094,-0.30065815845389782) (0.98892543354397655,-0.14841323017122349) (-0.22345452754049472,-0.97471435514290738) (-0.71777586999715626,-0.69627422790867977) (-0.49061354420677034,0.87137727204745841) (-0.98536814444103438,0.17043949049686696) (0.17381367830858291,0.98477855644446233) (0.038126338454670783,0.99927292684032898) (0.10989390034514346,0.99394332366937865)
 (0.99999999999999989,5.5511151231257827e-17) (0.38104888123091696,-0.92455489296886262) (0.48001489356343441,0.87726033875770559) (-0.95775491317575079,0.2875856851230788) (-0.95659256881729082,-0.29142864870073765) (-0.69230719657301076,-0.7216029001973443) (0.21146735019005919,0.9773850621958543) (-0.99234730240077818,0.12347806047188059) (-0.72878780370731788,0.68473961267584404) (-0.54473810043458959,0.83860622579069466) (0.92252833406757517,-0.38592936250368831) (-0.31133334900346166,0.95030076596743174) (-0.2033934550465748,-0.97909708530064343) (0.9639706371977258,-0.26600866643891291) (-0.37458999063043008,-0.92719056235462971) (-0.4074049051905223,-0.91324763521549879) (-0.18739684675812984,0.98228428768107057) (0.56981854718984781,0.82177054174413455) (-0.604904372729967,0.79629812247183118) (-0.7786016470258148,-0.62751850590137004) (0.41889056184559104,-0.90803672678845071) (-0.21629199401346222,0.97632872196083464) (0.99801926012508035,-0.062909112371627884) (-0.9423691029550102,-0.33457506451582902) (0.99844454880941869,0.055753770749209564) (-0.27794038448440944,-0.96059832535386969) (0.62964196692953589,0.77688544424587191) (0.358257135179056,0.93362295660148287) (-0.32594050488042936,-0.94539028304626072) (0.081598381349117566,0.99666529194168452) (0.98738552710210248,0.15833452203894838) (0.93343859492496006,-0.35873721510949375) (-0.9978149321602896,-0.066070879803095728) (0.96356608502564445,0.26747037179536731) (-0.21627320617978246,0.97633288395337703) (-0.59844829970865865,-0.80116142728904127) (-0.01191129747750358,-0.99992905797981557) (0.99691806564028318,0.078449795411045076) (0.65351460359570468,-0.75691390718307427) (-0.89098255555185735,-0.45403753776783606) (0.85382387789766345,0.52056199009512383) (-0.99948043972608069,0.032231205453082501) (-0.95850092706606027,0.28508941196315696) (-0.41364115482770447,-0.91044000078687426) (-0.38621688638448715,0.92240799902834381) (0.52714900294505163,-0.84977286888558479) (0.81072185427814858,0.58543152887062788) (-0.75946449945227945,-0.65054874842066668) (-0.99355847033627276,0.1133206337038607) (-0.9789939196044124,-0.20388944400725267) (0.69500029302420829,-0.71900945243874492) (0.78336648345394932,0.62156009572767024) (0.86872616202801112,0.49529269670375808) (0.47147075880851536,-0.8818816947802699) (-0.28113950816830058,0.95966690937370891) (0.45304696166935032,-0.8914866519035336) (-0.91065481668848558,0.41316801042924478) (0.99779003525160825,0.066445809142423595) (0.83084940389371731,0.55649732079269953) (-0.94069285605715325,-0.33925941484803945)
 (1,0) (-0.9978677133855326,0.06526887912878504) (-0.33234498153978792,-0.94315789412235707) (-0.89024671964110891,0.45547862536923323) (-0.098948601569504024,-0.99509254556922555) (-0.92208085093043657,0.38699729242903508) (-0.029396269686037979,-0.99956783628153323) (-0.069644910665636106,-0.99757184524142251) (-0.060254249541179972,0.99818306207440299) (0.73039010147042038,0.68303023335283619) (0.5767055910363228,0.81695205567245155) (0.58527161480768253,-0.81083730606109095) (-0.27328204089113706,-0.9619339510207422) (-0.81655434734019139,0.57726856647476876) (0.43430794615117019,0.90076445750815015) (-0.91249002628992615,-0.40909895125924234) (-0.97670394944931482,-0.21459122798965974) (-0.91564341674790528,0.4019914593199963) (0.04343344705245944,0.99905632257502919) (-0.15650727946931381,-0.98767680517116219) (-0.54433641303921609,0.8388670153484401) (0.92024129014392542,0.39135146341139904) (-0.12725128558964466,-0.99187051086106059) (-0.66027393897221942,0.75102485013088049) (0.88064065508151879,-0.473784799901383) (0.76757455278374565,0.64095967573540458) (0.46102239608872242,-0.88738850020980964) (-0.85439019843128416,0.51963197440549269) (-0.89001670427742141,-0.45592791766589263) (0.85032449757802619,0.52625872802137685) (0.42883107744172894,0.90338469492247042) (0.98086836494567686,0.194672161976991) (0.73800981670255461,-0.67478997506680694) (0.16721347301982359,-0.98592071407423454) (-0.98240385325105573,-0.1867690261191105) (0.83447264323837167,0.55104936955482087) (0.71636169704307306,0.69772911578174124) (-0.72744359621161125,0.68616748271155747) (0.97619927689686525,-0.21687547529870499) (-0.33226905425797088,-0.94318464554005166) (-0.63048752444851963,0.77619938257819865) (0.72261521040401755,-0.69125050285172152) (0.56224779323104424,-0.8269688138054655) (-0.70891525882011885,-0.70529366636317103) (-0.42000084078855271,0.90752371524765774) (0.18048219739267007,-0.98357825129692333) (-0.66485214032742002,0.74697498719973887) (0.8107218542781488,0.58543152887062799) (-0.24940030982277911,0.96840047782944638) (0.99883289755998583,0.048299510886999297) (-0.99970901862183714,-0.024122149285694172) (0.931023304879675,0.36495973171149676) (0.86141100962900907,-0.50790852767986761) (-0.76365085891015982,-0.64562943372012971) (0.85510113055040216,0.51846123917938636) (0.45402525455657433,0.89098881487078097) (-0.7984940374794971,-0.60200271769294811) (-0.60072326663543407,-0.79945703882250785) (-0.93046585845810725,-0.36637861051624593) (0.86872042152624962,0.49530276520857003)
 (1,5.5511151231257827e-17) (0.97195998068190315,-0.23514632881002401) (0.56769885499994754,-0.82323630266877101) (-0.88556811880842312,0.46450953375588661) (0.43709772875374248,0.89941401785736053) (0.82162588348724619,0.57002711127086103) (0.9862776798889179,0.1650949367876961) (-0.058046980415725979,-0.99831385248558802) (0.9983375253713308,-0.057638402436654024) (-0.98448013842520787,0.17549603142602083) (-0.81912204891428286,0.57361927180183381) (-0.97258744149560206,-0.23253745643451998) (-0.13977868817392086,-0.99018277016537559) (0.65288131910588465,-0.75746021886470061) (0.82344330865802795,0.56739855254161409) (-0.98310190483382776,-0.18305912900508145) (0.77410272850823669,-0.63306000167132936) (0.52947588971075854,0.8483249862022213) (0.99973765464681263,-0.022904625761819897) (0.8533095338575436,0.52140467913878574) (0.9081422120488325,-0.41866182378508238) (0.93108494860812308,0.36480243759521164) (0.99332964748323882,-0.11530919924630562) (-0.88491581846562495,-0.46575100024510113) (0.28174109979114609,0.95949046513682101) (-0.99967048634774081,0.025669412250226953) (-0.28241044157502282,-0.9592936685339909) (-0.90399833907907023,-0.42753596684054745) (-0.12104346955404499,0.99264720746009172) (-0.92746003953927836,0.373922284783617) (-0.99978717436114217,-0.020630220138451005) (-0.54662855021252454,-0.83737520150321654) (-0.93940837874670569,0.34280008451061705) (-0.72487316918291,-0.688882347428589) (-0.086836161470733975,-0.99622260617847347) (0.37226106443822782,-0.92812806223242572) (0.96777505717671197,0.25181627966955067) (0.14362860306147346,0.98963166096412247) (0.33856556469298438,-0.94094280293975285) (-0.1288439120046328,0.99166488610787396) (0.95537411596807198,-0.2953985418688182) (-0.71777386944396726,-0.69627629023501325) (-0.30118370579959297,-0.95356613580853511) (-0.99727715247793647,0.073744702491085889) (-0.099949629678861118,-0.99499249822652391) (-0.046325823430656665,0.99892638271469814) (0.18048219739266991,-0.98357825129692333) (0.52714900294505151,-0.84977286888558501) (0.0028873818941966278,0.99999583150421034) (-0.239538061271897,0.97088697447339278) (-0.9538649098526093,0.30023612999083332) (0.51650136992869999,0.85628636265082081) (-0.53865872413158311,0.84252405242635953) (0.86725546881993909,-0.49786338668545016) (-0.55127037290395831,0.83432666022267998) (-0.92744954717922501,0.37394830850941074) (-0.89269543010219454,0.45066048093288469) (-0.25270764505193366,0.96754268439811353) (-0.4862910677594981,-0.87379688567614222) (0.99142137877061465,0.1307044364838893)
 (1,0) (0.9888106858455018,0.14917582765900317) (-0.73029790696687491,0.68312880709263202) (-0.66259370632966219,-0.74897902529531724) (0.075364837634626258,0.99715602653161028) (-0.8018662656339095,-0.59750354981232601) (-0.01392600787908288,-0.99990302845053591) (0.86568509984365416,0.50058896103358619) (0.94240225182356085,0.33448168224565855) (-0.092600255750519445,0.99570336578468022) (0.40654533627279887,-0.91363060891962089) (0.58555336007633063,-0.81063386464131837) (-0.98969817656254278,0.14316954742115123) (0.94416513499060639,-0.32947260564145781) (-0.73412954629498373,-0.67900943237684364) (-0.99859488626221438,-0.052992953597222392) (0.85987829959823436,-0.51049907921567306) (-0.87847065904385346,-0.47779629676155838) (0.21813722341673308,-0.97591810709712679) (0.81697203074258051,-0.57667729362646536) (-0.61373458358442257,0.78951241973287223) (-0.24453945700498109,-0.96963934221323211) (0.97065454763069736,0.24047816774885961) (0.773038977687865,-0.63435852557942629) (-0.99087375117659604,0.13479320913613912) (0.53913269267511632,-0.84222083783820012) (0.58154143327240249,0.81351678617437462) (-0.9979898638513246,-0.063373745747085652) (-0.99725096129095148,0.074098044537456664) (0.34121029617279724,0.93998698596612162) (0.862961874271021,-0.50526904076407342) (0.96307380051348956,0.26923754337852657) (0.67210505593296355,0.74045580137463218) (0.032956349176977262,0.99945679198699078) (-0.62777757074077201,-0.77839278110399879) (0.88057133997304338,0.47391361577620855) (0.42547178057957824,-0.90497169233653207) (0.2712478326367197,0.96250953932409566) (-0.2242955872468711,-0.97452115910409187) (0.47105355998887305,0.88210461036195031) (-0.84982530557168956,-0.52706446475738344) (-0.17435090499400585,0.98468358467467665) (-0.9990414414363793,-0.043774402254271871) (-0.83108361690712629,0.55614748197629305) (-0.53934743459815238,-0.84208333601395724) (-0.099949629678861063,-0.99499249822652369) (-0.42000084078855277,0.90752371524765785) (-0.38621688638448715,0.92240799902834392) (0.95109142826305315,0.30890952572646108) (-0.36538422704415496,0.93085679168567448) (0.27225459722477613,-0.96222525132630643) (0.46596144743373741,0.88480502344045087) (-0.99921608040438781,-0.039588188406285696) (-0.82350952703239511,0.56730244040272093) (-0.24933225774609546,-0.96841800130276179) (0.042663975929814024,-0.99908947805382375) (0.0076140406659003235,-0.99997101277224032) (0.45371559243352494,0.89114654304592178) (-0.7026727187464642,0.71151321163380732) (0.35673517424533946,0.93420555310710296)
 (1,0) (0.60166580069638065,-0.79874793537910316) (-0.1305420806137193,0.99144276949758492) (0.9999105403769849,-0.013375770744356419) (-0.1782602732795775,0.98398337128748836) (-0.99833991146745982,0.057597058702204496) (0.86991363556295687,0.4932040821623831) (-0.66720325887814291,-0.74487570194119401) (0.15095301893558599,0.98854093798599751) (0.55093768404937082,0.83454638474701714) (-0.9259949794503044,0.37753582350927956) (0.83635105071638161,0.54819423561872904) (-0.73639926808145995,-0.6765472030605767) (-0.9877507753798801,-0.15603975690971894) (-0.98102137401368594,-0.19389962281629103) (0.63803017183726707,-0.77001136343907861) (-0.17016223962238197,-0.9854160604570511) (-0.91018455803197318,0.41420293374158956) (0.97985018172626481,0.19973387637305462) (-0.99232104300657942,-0.12368891464611304) (0.99997874779624585,-0.0065195057980064752) (0.97383999283502876,-0.2272348308580128) (-0.99301739012500079,-0.11796805885209521) (0.16632004786964349,-0.98607182379208136) (-0.72498734121494424,-0.68876219051141607) (0.93759934568666059,-0.3477175102981499) (-0.45316023914185261,0.89142907606881394) (0.22305784827805181,-0.9748052094247166) (-0.043321621206264094,0.9990611778745393) (0.047842658713632413,0.99885488435868997) (-0.99999929563736112,-0.0011868971229456182) (-0.21640054184022867,0.97630466837522345) (-0.57265120031561723,0.81979912343029593) (0.07566348862869543,-0.99713340957393171) (0.82812414160041037,0.5605447404967655) (0.38741970804197406,-0.92190344929426915) (0.86623620907573895,-0.49963469663954874) (0.39501816358246922,-0.91867330996384844) (-0.99034562619932687,-0.13862013081751001) (0.84392046310169866,-0.53646831403002171) (-0.41805663202182614,0.90842096652519289) (-0.044669432795113428,-0.99900182270792848) (0.99847072035787965,-0.05528309495689615) (0.96745375442864523,0.2530478868552703) (-0.8310836169071264,0.55614748197629316) (-0.99727715247793625,0.073744702491085889) (-0.70891525882011885,-0.70529366636317103) (-0.41364115482770458,-0.91044000078687415) (-0.6061263133974828,0.79536840030716327) (0.92718594016642897,-0.37460143133428525) (-0.61867509176728208,-0.78564695049796041) (-0.55785988626198457,0.82993514644203525) (-0.55925591820540843,0.82899506509521848) (-0.80410851705293185,0.59448254205059092) (0.98694430531785737,0.16106190797532838) (0.9561163843333399,-0.29298713215658512) (0.80126340914290572,-0.59831174914812568) (-0.47945982473823068,0.87756383042031993) (0.85326112293106982,0.52148389821202434) (-0.15213671901066184,-0.98835945825831661)
 (1,0) (-0.4200895518172596,0.90748265462981126) (-0.91522716426936512,-0.40293825554723861) (-0.61116920013409581,0.79149997397817229) (0.77878017891147555,0.62729692565371853) (0.99988727016246581,-0.015014891509755254) (-0.92327147233978235,0.38414813335942105) (-0.91600385415044505,0.40116946441812795) (0.047485852546182414,0.99887191061114633) (0.27893074377580396,-0.9603112204783798) (0.29112358695364826,-0.95668545359446033) (0.4238037349436492,0.90575404732620957) (-0.46679552121558732,0.88436527598784886) (0.67386714374184653,0.73885253778084992) (-0.88905495685279279,-0.45780048459506295) (0.071319846135469517,0.99745349743595113) (-0.96743986195862008,-0.25310099465131275) (-0.27090889484868852,-0.96260499203560035) (-0.59287985203996918,0.80529092944417358) (0.1066502812385914,0.99429659433778972) (0.86776865541595372,0.49696836989649906) (0.89506637008465095,0.44593294691408725) (0.075917061770846672,0.99711413575983265) (-0.16874816108829582,-0.98565919978931715) (0.98579009607801915,-0.16798180399818868) (-0.94675021732211539,-0.3219689829789899) (0.78612860324320144,-0.61806295728096294) (-0.89294202035589632,0.45017168756234049) (0.99997428262300014,-0.007171756591910966) (-0.98987813948708603,0.14191993857659174) (0.99599851819352014,0.08936974743339432) (-0.51153112147286883,0.85926475068206187) (0.9416759271906795,0.33652109614342296) (-0.93578502980886957,0.35257109635591044) (0.88153121209991936,0.47212574817906894) (-0.11103858313506497,-0.99381609619454003) (0.73868463190778089,0.67405119581769524) (-0.71887515598443741,0.6951392019648629) (-0.82090415934547489,-0.57106598670319808) (0.40135847654947293,0.91592105189360251) (-0.9897212306633959,-0.14301008906412757) (0.92845570545069334,-0.37144313564265774) (0.88360823318986992,-0.4682269644510787) (0.99847072035787976,-0.055283094956896123) (-0.99904144143637952,-0.043774402254271871) (-0.30118370579959292,-0.95356613580853511) (0.56224779323104435,-0.8269688138054655) (-0.95850092706606049,0.28508941196315707) (0.37448035348821507,0.92723484881196039) (-0.25599120121751967,-0.96667911164936637) (-0.066263669302966746,-0.99780214778807919) (-0.5337480957949825,-0.84564352432643053) (0.99364217376986064,-0.11258432619996986) (-0.29052317229872882,-0.95686795659457635) (-0.99650170744182998,0.083572406124950427) (-0.095487678130933923,-0.99543061200927563) (-0.92964933769201974,-0.3684455304774189) (0.93554108054984197,-0.35321790243931728) (-0.26024770824287347,-0.96554188430866517) (0.82796425911041749,-0.56078087131760757)
 (1,-5.5511151231257827e-17) (0.64011927483989828,0.76827554560746192) (0.60142442277134456,-0.79892969884349252) (-0.98259402954548347,0.18576590941711391) (-0.21900348101091427,0.97572407744459289) (-0.60068181645514851,-0.7994881833899371) (0.090802091012371855,-0.99586895737731451) (-0.77089718516383177,-0.63695959833138582) (0.65391658322730761,-0.75656665415568314) (-0.67538635424855409,-0.7374640821727162) (-0.033365275802359207,0.99944322418566234) (-0.63460159794174564,0.77283944767964652) (0.089461938136685459,0.99599024173172823) (-0.52628994561850539,-0.85030517647540438) (0.99975783228013571,0.02200628988545833) (0.79511306265333481,0.60646122513977141) (-0.064789297548228153,-0.99789896629027863) (-0.56062493752246045,0.82806985178059478) (-0.94247507651363882,0.33427642775195732) (-0.69562485782258809,0.7184052179510545) (-0.74394576520223898,-0.6682400006267617) (0.99030510557559071,-0.13890931527768796) (0.49056157205821527,0.87140653200430562) (-0.078724222330415317,0.99689643234313552) (-0.062797885085395244,-0.99802626499947311) (-0.15749653255227009,-0.98751954017832566) (-0.44329084574931443,0.89637783667093063) (0.3984753962939086,-0.9171790220826076) (-0.96728870232529895,0.25367807621833793) (0.96898879774995739,0.24710465360873413) (0.90579327134247578,0.42371989520282749) (-0.48199436964516224,-0.87617431349609998) (0.89331076074557481,-0.44943952289063444) (0.98307677352785994,-0.18319404288909452) (-0.87842193837565907,-0.47788586313088388) (-0.9741231181025537,-0.22601803197567322) (0.62347478415563606,-0.78184345845065717) (-0.80569141273887535,0.59233550242985866) (0.99228488235618084,-0.12397867658343237) (0.87837952171748468,0.47796382271816573) (-0.73890801237630854,-0.6738063143412153) (0.97462271173801207,-0.22385390272327604) (0.92845570545069322,-0.37144313564265796) (-0.044669432795113595,-0.99900182270792848) (-0.17435090499400568,0.98468358467467687) (-0.71777386944396704,-0.69627629023501314) (0.72261521040401755,-0.69125050285172163) (-0.9994804397260808,0.032231205453082723) (0.19485793623283848,-0.98083147619103106) (-0.65901224962223326,0.75213220569780315) (-0.48063658425963229,0.87691987882088274) (-0.88684936506071665,-0.46205865827987869) (0.73458595336080379,0.67851564250575558) (0.52990302736537942,0.84805824186137291) (-0.76434123420909772,-0.6448119708005684) (0.99485036437545615,0.10135458796729113) (0.52195808140390965,0.85297113741154851) (-0.89135207938958771,0.45331167045186016) (0.6301353313164032,0.77648532776013524) (-0.56974757291409017,0.82181975101508831)
 (1,-5.5511151231257827e-17) (-0.31967310194770682,-0.94752789293568063) (0.11340116639542108,0.99354928184774027) (-0.40133653390531904,0.91593066689180402) (0.96783305232077654,-0.25159328853418972) (-0.74359249686151352,0.66863308219924333) (0.98572959235296065,-0.16833648077485869) (-0.99966804562875256,0.025764288245368416) (-0.81702524040922142,-0.57660190472652484) (0.37836930933104523,-0.92565472275376448) (-0.58227844950139085,-0.81298942628195114) (-0.7136761335910361,0.70047582138325781) (0.98625768313871853,-0.16521435303824733) (0.6890721413741292,0.72469275143475254) (0.8383886726093116,0.54507287002784843) (0.84332276482051183,0.53740740070777615) (0.51703142960345783,0.85596641336106383) (0.79988644177905799,0.60015138111816169) (-0.62324649867543058,-0.7820254483639375) (0.98673017174760613,0.1623686181592347) (-0.39535658932615342,0.91852771720639426) (0.90404852874506414,0.42742982777747929) (-0.67800218300112181,-0.73505988861161009) (0.011330658115235981,-0.99993580603290555) (0.52676910204195904,-0.85000841944883465) (0.95015713828394133,0.31177141076126752) (0.94189376821979132,0.33591089501342974) (0.3277013887934016,-0.94478135025140852) (-0.83580631544344097,0.54902441026320181) (0.93245344528739516,0.36129014984035501) (0.36337435998675272,0.93164321202068412) (-0.2127597944551381,0.97710453374416795) (0.42053260953225768,-0.9072774241211945) (-0.81135883515331053,0.58454840742120107) (-0.50311393405812666,-0.86422009312243875) (-0.82318245244629396,-0.56777693681982522) (0.18796720657867222,0.98217530474503978) (-0.32516457795420917,-0.94565744180641909) (-0.92880198225705157,-0.37057641284271181) (0.99083366128245887,0.13508758517938277) (0.90081413757415985,0.43420489350826452) (-0.73890801237630854,-0.67380631434121541) (-0.9897212306633959,-0.14301008906412735) (-0.41805663202182614,0.908420966525193) (-0.84982530557168978,-0.52706446475738333) (0.95537411596807198,-0.2953985418688182) (-0.63048752444851952,0.77619938257819876) (0.85382387789766367,0.52056199009512372) (-0.73267527905951124,0.68057838303539042) (-0.99520904613673522,-0.09776990583818948) (-0.9615428400030066,-0.27465499602037491) (-0.15291709451642954,-0.98823902078629344) (-0.83229875288058408,-0.55432732744599966) (0.62047357086589872,-0.7842273572484707) (-0.69214929881853082,-0.72175435443439828) (-0.31034041580013344,-0.95062549214767023) (0.99985059378249541,0.017285546354996573) (-0.85610718428869026,-0.51679830592726461) (0.40951933442663052,0.91230143852279844) (-0.52865814165426994,0.84883483037788554)
