# Created by Octave 5.2.0, Fri Sep 17 14:33:48 2021 UTC <root@0x00>
# name: F_norm
# type: scalar
1.1899046884347186e-13


# name: H
# type: complex matrix
# rows: 33
# columns: 33
 (1,-5.5511151231257827e-17) (-0.97090581064145742,0.23946170228797498) (-0.93868972994811961,0.34476309386291254) (0.40637331534798332,0.91370713501268486) (-0.9869040145897956,0.16130860481246367) (0.27947443781371911,0.96015313289532367) (0.068535857803152411,-0.99764865368284172) (0.82968332530283839,-0.55823434121739957) (-0.34701140892967042,0.93786090763643892) (-0.47819122298950267,0.87825574535883577) (-0.97812914427226616,0.20799850269942549) (-0.29512171344765847,-0.95545966647039504) (0.46697646684249883,-0.88426974358240751) (0.90155524616046689,0.43266400141511607) (-0.29065803845561394,-0.95682699830279372) (0.92983951635468998,0.36796531606290728) (-0.91348512404262416,0.40687212752022095) (0.86286384131735105,0.50543643650518999) (-0.8891856827876008,0.45754652389188566) (0.99616275052387127,-0.087520137503975637) (0.89497676527964543,0.44611275436775194) (0.37323606922713559,-0.9277364047119615) (0.036742473851443413,-0.99932476733806341) (-0.98452555221745264,0.17524108260028887) (0.92028611923266879,-0.39124603352324749) (-0.44666782234653313,0.89469986949826119) (0.33312509112272015,-0.94288264045133396) (0.47819831217269831,0.87825188541510257) (-0.62901862297359079,0.77739023144905017) (0.13531143729969625,-0.99080311613149985) (-0.75272455385329995,0.65833558769547806) (-0.2235814703452973,-0.97468524463964012) (0.21145888618790243,-0.97738689343175267)
 (1,0) (0.83894369371354305,-0.54421822716468859) (0.97609276019539504,0.21735437307341143) (-0.99746012390163274,-0.071227110190851151) (-0.53557162818753468,-0.84448980519634054) (0.95142838389724582,0.30787015171119514) (-0.99263977815215143,0.12110437989621547) (0.25251059233301126,0.96759413018043472) (0.9550414232327421,-0.29647239316600443) (0.57594910574830604,-0.81748555191374872) (-0.00084422483176094243,0.99999964364215344) (-0.6226467503156059,-0.78250305067866321) (0.25230821298764694,-0.9676469220015016) (0.46697646684249872,-0.8842697435824074) (-0.99353176618376005,-0.113554522515739) (-0.27267771528022711,0.96210543267853665) (-0.76212478370499237,0.64743016153297772) (-0.73264177816307174,-0.680614446577541) (0.90273618955762225,-0.4301945746554513) (0.617236956553748,0.78677731249970939) (-0.24677396916169392,0.96907306646309355) (-0.19176701490394882,-0.98144047807028412) (-0.47737538905529109,0.87869945824741946) (-0.96962013494417154,-0.24461560438951307) (-0.85320938863816453,0.52156853733683872) (0.80638142117405032,-0.59139580957707072) (0.87688149230115575,0.48070661370496859) (-0.7328258242970378,-0.68041627790887471) (-0.82576063781493836,0.56402071684953747) (-0.384909577817445,0.92295428754862829) (-0.3470662362957237,0.93784061952099362) (0.77246690689666853,-0.63505501946641907) (0.6944931162155189,-0.71949934783101599)
 (1,-5.5511151231257827e-17) (0.4265650357037758,-0.90445689245814076) (-0.78432429666718206,0.62035102777180173) (0.99615425386731382,0.087616793493345113) (0.80799010618734624,-0.58919605251848139) (0.6010883024822109,0.79918261531333046) (0.079765024463504031,0.99681369416372689) (0.54037478507018799,-0.84142444203882483) (0.49571903599544986,0.86848295167593359) (-0.82744014200920502,0.56155392563117768) (-0.42470222354864789,-0.90533309964500597) (-0.52643362355529344,0.85021623131439017) (-0.6226467503156059,-0.7825030506786631) (-0.29512171344765853,-0.95545966647039493) (0.39165073649504267,0.92011396066079265) (0.99153051921823121,0.12987389829686297) (-0.97775990171977489,-0.20972738159080578) (-0.99584168936771422,0.091100657062708867) (-0.71046130816872455,0.70373626423198132) (-0.9281264898133349,-0.37226498479816339) (-0.63491974023389708,0.77257810185205267) (0.57296491213853884,-0.81957989815397259) (0.59111413153463865,0.80658792670114332) (0.98825879693099472,0.15278923485803581) (-0.77753357127169198,0.62884143116169433) (-0.23445380158878806,0.97212726271850092) (-0.91236058666994657,-0.409387542423156) (0.34808449333671021,-0.93746316487557291) (0.092903817014451884,-0.99567508795999571) (-0.13134077217257628,0.99133727941862015) (0.059140803652764695,-0.9982496508105102) (-0.16886798165680372,-0.98563867860953902) (0.96902983811568422,-0.24694366329487144)
 (1,-5.5511151231257827e-17) (-0.11262518882705341,-0.99363754299124107) (0.20513129725517976,0.97873446393105401) (-0.21498455262777677,0.97661744922535265) (-0.39274860537961387,0.91964587367767181) (-0.30267585966945826,0.95309355468041812) (0.020424122274010137,0.9997914058589108) (-0.99826714467781219,-0.058844777651100355) (-0.24358670288408124,-0.96987912555022116) (-0.97940324494746911,-0.20191405049269867) (0.59029163838806231,0.80719005299194357) (-0.42470222354864801,-0.90533309964500608) (-0.00084422483176088692,0.99999964364215344) (-0.97812914427226638,0.2079985026994256) (0.98547693793412261,-0.16980931894329324) (-0.80728633048364762,-0.5901599618868143) (0.46903108596268012,0.88318165764505552) (-0.96357848208385766,-0.26742570718793834) (0.56730602808813635,0.82350705552221171) (0.87369844208286207,-0.486467914976907) (-0.3799790840290484,-0.9249950787439063) (0.47513502905839511,-0.87991289578098431) (0.37362545379990847,0.92757965710380452) (0.040514286305500524,-0.99917895924862055) (0.24104715321038456,-0.97051340533202768) (0.43341023292873998,0.90119674322128718) (0.67256681672012897,-0.74003640251473635) (0.27415107556978496,0.96168663698937307) (0.65748397791290314,-0.7534685254128568) (-0.9636507724215484,-0.26716509654397796) (-0.68730288861737643,-0.72637093781222439) (0.85132357856942487,0.52464098636281631) (-0.28085270675880558,-0.95975088283692289)
 (1,0) (0.99698231762852163,-0.077628978713242036) (-0.74850170602653998,0.66313286457191856) (-0.65518375827175523,0.75546955127053106) (0.53771337503513894,-0.84312770462624387) (0.98115256015843699,-0.19323471141216941) (-0.56769500372974613,-0.82323895846848971) (0.15285896818110628,-0.98824801332793366) (-0.66156844087913169,-0.74988478983958151) (-0.48911049802955908,0.87222182999353737) (-0.97940324494746878,-0.20191405049269862) (-0.82744014200920502,0.56155392563117745) (0.57594910574830593,-0.8174855519137485) (-0.47819122298950267,0.87825574535883566) (0.99896850579790741,-0.045408417984932614) (-0.62301639780862228,-0.78220877523942867) (0.99884921489845535,0.047960878815324626) (-0.92352994964774404,0.38352631213990368) (-0.97883120152881575,0.20466919385597493) (0.95666451639341821,-0.2911923815516918) (-0.32090931471375328,0.9471099258955894) (-0.85387888986803573,0.52047174893334014) (-0.89482450857719076,0.44641807630245811) (0.94758434127963964,0.3195057372906332) (0.16497978498201057,-0.98629694846293037) (0.48851841984908539,-0.87255358200408062) (0.99613935146189314,0.087786060790297382) (0.073274095670067818,-0.99731184035071685) (-0.99288049486136498,-0.11911474687817072) (0.80164631982061252,-0.59779860983283284) (0.55126797129453442,0.83432824704956976) (0.22748468002960054,0.97378165948626805) (-0.4550687543402997,0.89045630371353302)
 (0.99999999999999989,5.5511151231257827e-17) (-0.67129698910030999,0.74118847294386447) (0.99234342792226049,0.12350919423061943) (0.84666776404355826,-0.53212188202467336) (-0.30347793001788814,0.95283846794304916) (0.70562920676812169,-0.70858127448853081) (-0.28786400372394855,-0.9576712981811758) (-0.92723070590327095,-0.37449061140450796) (-0.18427859244765404,0.98287405112023951) (-0.66156844087913158,-0.74988478983958162) (-0.24358670288408091,-0.96987912555022082) (0.49571903599544964,0.86848295167593359) (0.95504142323274199,-0.29647239316600416) (-0.34701140892967042,0.93786090763643859) (0.094293323592549605,0.99554445863852337) (0.964755542012115,0.26314776107143267) (-0.90380970591115717,0.42793459254982735) (-0.57660790656334793,-0.81702100468019367) (-0.056762789300610739,-0.99838769310865105) (-0.60955553463832013,-0.79274336969273385) (-0.21615335511924122,-0.97635942514562468) (-0.83201173646275361,0.55475802868298585) (-0.7702171513879249,0.6377817335953333) (-0.48971946753238316,-0.87188006234791215) (-0.9533314803353321,0.30192563422412971) (0.31878571264257161,0.94782681404092317) (0.95840621389705993,0.28540765435338683) (-0.23501269174753153,0.97199230177896923) (-0.9591859796687372,0.28277598272647692) (0.91097103873255691,-0.41247032207242035) (0.77667843351836152,-0.62989730187345905) (0.72617340676012732,0.68751158776735588) (0.48321804343582103,-0.87550004140380067)
 (1,-5.5511151231257827e-17) (0.64733290586877001,-0.76220739236738844) (0.7868033922240627,-0.61720371190127188) (0.96745108197278218,0.2530581039794863) (-0.54108698805314459,0.84096662915931175) (0.47243494110827888,-0.88136554642215126) (0.79372011041071622,0.60828314651122828) (0.7877320585925085,0.61601802235454872) (-0.92723070590327095,-0.3744906114045079) (0.15285896818110631,-0.98824801332793377) (-0.99826714467781197,-0.058844777651100438) (0.5403747850701881,-0.84142444203882483) (0.25251059233301132,0.96759413018043472) (0.82968332530283839,-0.55823434121739945) (-0.26723476328646983,-0.96363145511716475) (0.18433644614118286,-0.98286320239595848) (-0.44823779496937749,0.89391435784474826) (-0.9072225735553604,-0.42065092657878339) (-0.95244644696276359,0.30470603155830017) (-0.85871237171884252,0.51245786427471229) (0.81977574622171046,-0.57268466533218598) (-0.39519910944740294,0.91859548436293714) (0.72196329438993567,-0.69193135609945455) (0.69792897166362089,0.71616698507580012) (-0.92290750562248958,-0.38502173453673122) (-0.6757794065980236,0.73710392321437435) (0.83794770343105773,-0.54575053487341241) (0.39575233881555766,-0.91835727596726546) (-0.98806204979740109,0.15405643689946158) (-0.65006481030921104,0.75987876822401723) (-0.87867806671535642,0.4774147621024763) (-0.58804669915902963,0.80882697754721933) (0.11056977504862958,0.9938683639424768)
 (0.99999999999999989,5.5511151231257827e-17) (-0.96851700374209793,0.24894741103781004) (0.99664496023086446,-0.081846339236514298) (-0.99664366594876075,-0.081862098215316537) (0.90771084885925535,0.41959625220348301) (-0.9800201800472903,0.19889808118751617) (-0.55888193642820372,-0.8292472376404163) (0.79372011041071611,0.60828314651122806) (-0.2878640037239486,-0.95767129818117569) (-0.56769500372974624,-0.82323895846848949) (0.020424122274010026,0.99979140585891013) (0.079765024463503864,0.99681369416372667) (-0.99263977815215121,0.12110437989621536) (0.068535857803152467,-0.99764865368284128) (0.82418311819032364,-0.56632339496975925) (0.58463575051371874,-0.81129590114905648) (-0.54111895523948672,-0.84094606026815177) (0.92661478870266412,0.37601201225162467) (0.97664031653776617,-0.21488064620391417) (-0.17485459780329221,-0.98459426650120618) (-0.12249275529078413,0.99246940753923074) (0.80831989784765779,0.58874352883369419) (-0.74818274575488064,0.66349271205845683) (0.22790411981996583,0.97368357907951131) (-0.7319473327097753,-0.68136121267580552) (0.88313562482586039,0.46911775511425241) (-0.44975250214448204,-0.89315322695200328) (-0.15467020315378499,0.98796615744486216) (-0.8079651311213083,-0.58923030038527946) (0.99328080776896654,-0.11572915327534478) (-0.94906237899103851,0.31508824285249137) (-0.98974714347025716,0.14283064094397463) (0.93053996920286208,0.366190340828286)
 (1,0) (-0.67229255021946532,-0.74028557119493255) (0.047459158982695926,-0.99887317925182839) (0.17852932154880863,-0.98393459200666467) (-0.22465956793474484,-0.97443731380493293) (-0.67879929423926155,0.73432385099510444) (-0.98002018004729052,0.19889808118751628) (0.47243494110827883,-0.88136554642215115) (0.7056292067681218,-0.70858127448853103) (0.98115256015843721,-0.19323471141216936) (-0.3026758596694582,0.95309355468041801) (0.60108830248221101,0.79918261531333046) (0.95142838389724571,0.30787015171119531) (0.27947443781371922,0.96015313289532356) (0.91025356141954616,-0.41405126967929023) (0.19160067093017619,0.98147296595428701) (0.81478340978288133,-0.5797654656346658) (-0.90728390756357191,-0.42051862155697284) (-0.68233473961641411,-0.73103987792226455) (-0.84276011237319215,0.53828932089790182) (-0.00062029968386606571,-0.99999980761413276) (-0.63994187496926458,-0.76842331866024305) (-0.55038880753627639,0.83490847434841298) (0.77948739117105381,-0.62641791721289786) (0.72186238214913023,-0.69203663287284334) (-0.34943956488442757,0.93695890544536753) (-0.93417013668696303,-0.35682790771219097) (0.21785685784222253,0.97598073213107717) (0.10699024900387066,0.99426006991032745) (-0.1820601745380982,0.98328739076994021) (0.059085646853236695,0.99825291701849506) (-0.43664704212625538,-0.89963290324575895) (-0.63502236982308524,0.77249374743377264)
 (1,5.5511151231257827e-17) (-0.49720052791022556,0.86763565800731834) (-0.6826308925893152,-0.73076334369118046) (0.0042192453191007284,0.99999109894485372) (-0.42791235728465254,-0.90382023349950036) (-0.22465956793474479,-0.97443731380493304) (0.90771084885925579,0.41959625220348307) (-0.54108698805314481,0.84096662915931175) (-0.3034779300178882,0.95283846794304927) (0.53771337503513916,-0.84312770462624398) (-0.39274860537961398,0.91964587367767159) (0.80799010618734646,-0.58919605251848117) (-0.53557162818753468,-0.84448980519634054) (-0.98690401458979549,0.16130860481246356) (0.88748671153902237,0.46083330700118763) (0.94578904652010398,-0.32478158735154861) (0.98420083311389683,-0.17705569772788998) (-0.99724715412233789,-0.07414926563964136) (0.52715327515198496,-0.84977021864533253) (0.15426409437660099,-0.98802964995295817) (0.6490948484720982,0.76070748496842322) (0.42578242806753153,-0.90482557653335416) (-0.86951628489620802,-0.49390427240538698) (-0.94979001790375228,-0.312888034111869) (-0.046322699192186179,0.99892652759827594) (-0.10054587947723398,0.99493242289119754) (-0.99683562983326368,0.079490421403586808) (0.29419623125022853,-0.95574503792494836) (0.70011848585839354,-0.71402668420679483) (-0.76261478740920596,-0.64685290911057258) (0.07311030350922737,0.99732386090015335) (0.48255063763971306,0.87586807346398121) (-0.066315506118539924,0.99779870397201975)
 (1,0) (-0.90948453594764578,0.41573775252206197) (-0.90355148553885367,0.4284795362447667) (0.1803868991395145,0.98359573332687333) (0.0042192453191007839,0.99999109894485372) (0.17852932154880863,-0.98393459200666478) (-0.99664366594876108,-0.081862098215316481) (0.96745108197278218,0.25305810397948625) (0.84666776404355826,-0.53212188202467359) (-0.65518375827175523,0.75546955127053106) (-0.21498455262777688,0.97661744922535232) (0.99615425386731382,0.087616793493345113) (-0.99746012390163274,-0.071227110190851317) (0.40637331534798332,0.91370713501268486) (-0.9397291864295767,0.34191966333102941) (0.36540666253559811,0.93084798489044052) (0.30095238399457919,-0.95363916790785108) (-0.42091966806270081,-0.90709791810916718) (0.7291785934889371,-0.68432344603812567) (0.8717868737219997,0.4898853404685854) (-0.80295021202152994,-0.59604610309486883) (-0.34827105708312184,0.93739387175199962) (0.64551715801462239,-0.7637457683736939) (0.76667736704294553,-0.64203256526760122) (0.99573436935226034,0.092266276020305737) (-0.037752127290533843,-0.99928713435380445) (-0.95942455907715662,-0.28196545079070079) (0.4580881915111879,-0.88890674921389179) (-0.94118604903865011,-0.33788877030024905) (-0.59485580877053557,0.8038324245587205) (-0.48111787092733649,-0.87665591555315836) (-0.10386558418248132,0.99459134342826039) (0.59425676421885743,-0.80427538702867973)
 (1,0) (0.54136982584228099,-0.84078458101198483) (0.92448530324110456,-0.3812176859632877) (-0.90355148553885367,0.42847953624476665) (-0.6826308925893152,-0.73076334369118046) (0.047459158982695815,-0.99887317925182839) (0.99664496023086446,-0.081846339236514298) (0.7868033922240627,-0.61720371190127177) (0.99234342792226049,0.12350919423061935) (-0.74850170602653998,0.66313286457191867) (0.20513129725517948,0.97873446393105379) (-0.78432429666718206,0.62035102777180162) (0.97609276019539482,0.21735437307341138) (-0.93868972994811939,0.34476309386291237) (-0.92284429262389434,-0.38517322281215849) (0.97983882366115682,-0.19978958843322853) (-0.95307063045230167,0.30274803611130308) (0.86744592642881702,-0.49753147108705797) (-0.96599487382540961,0.25856121855961173) (-0.97929342843314227,-0.20244599533619234) (-0.41292786406916016,0.91076373394820798) (0.42601681458450275,0.90471524453347862) (0.047604824463198636,-0.9988662476467145) (-0.88289751770548408,-0.46956572833789273) (0.077759732141251092,-0.99697212802430957) (0.84636167824867869,-0.53260858948394696) (-0.9120207083136892,0.41014415466637633) (-0.26796743119217181,0.96342797126732238) (0.9988446031323801,-0.048056828789653006) (-0.93455806325503588,0.35581066089283475) (0.41916522658735339,-0.90790996955643832) (0.78000737274260012,0.62577032405443023) (-0.62410220724348298,0.78134271284361057)
 (1,5.5511151231257827e-17) (-0.50934607697798095,0.86056177806543332) (0.54136982584228122,-0.84078458101198483) (-0.909484535947646,0.41573775252206185) (-0.49720052791022573,0.86763565800731834) (-0.6722925502194651,-0.74028557119493277) (-0.96851700374209826,0.24894741103780998) (0.64733290586877013,-0.76220739236738855) (-0.67129698910030999,0.7411884729438647) (0.99698231762852163,-0.077628978713241814) (-0.11262518882705314,-0.99363754299124096) (0.42656503570377602,-0.90445689245814065) (0.83894369371354316,-0.54421822716468837) (-0.97090581064145742,0.23946170228797503) (-0.41163714160358611,0.9113478280285906) (-0.87489830553498882,-0.4843066745069749) (-0.17143787261742521,-0.98519493291044202) (0.92139593552350463,0.38862517931905199) (0.37599003672972103,0.92662370586985521) (-0.79099836767254716,-0.61181825923991939) (-0.07983743291069717,0.99680789739359021) (-0.77084636303470355,0.63702110215923802) (0.7074116926457279,0.70680173818978709) (0.979482427654782,-0.20152958570764662) (0.94119259916747844,-0.33787052442076937) (0.57604323562690685,0.81741922578838522) (0.83281373800199132,0.55355331973997779) (-0.45717146475001913,-0.88937857620831073) (0.9581647264813451,-0.28621732464497818) (-0.70087683931676448,0.71328231164759848) (-0.82194279604984799,0.56957004838892078) (0.0021367596188669458,-0.99999771712655994) (-0.35450966335039996,-0.93505235072223924)


# name: N
# type: scalar
33


# name: argn
# type: sq_string
# elements: 1
# length: 1
x


# name: defect
# type: scalar
0


# name: info
# type: complex matrix
# rows: 1
# columns: 32
 (-7.7715611723760958e-16,1.1102230246251565e-16) (8.8817841970012523e-16,3.8857805861880479e-16) (7.2164496600635175e-16,2.2204460492503131e-16) (1.1102230246251565e-16,4.4408920985006262e-16) (1.1102230246251565e-15,9.9920072216264089e-16) (1.1102230246251565e-16,1.27675647831893e-15) (-1.9984014443252818e-15,4.9960036108132044e-16) (4.4408920985006262e-16,4.4408920985006262e-16) (-1.8873791418627661e-15,-6.3837823915946501e-16) (1.0547118733938987e-15,8.8817841970012523e-16) (3.3306690738754696e-16,-4.4408920985006262e-16) (2.7755575615628914e-16,-1.1102230246251565e-15) (-2.2204460492503131e-16,7.7715611723760958e-16) (-1.2628786905111156e-15,3.3306690738754696e-16) (-6.6613381477509392e-16,-1.1102230246251565e-16) (-1.4988010832439613e-15,6.6613381477509392e-16) (1.6514567491299204e-15,1.1102230246251565e-16) (-7.7715611723760958e-16,7.7715611723760958e-16) (1.6653345369377348e-16,-4.4408920985006262e-16) (1.5543122344752192e-15,4.4408920985006262e-16) (-2.2204460492503131e-16,1.1102230246251565e-16) (6.6613381477509392e-16,1.6653345369377348e-16) (-2.3592239273284576e-16,7.7715611723760958e-16) (1.4710455076283324e-15,1.8873791418627661e-15) (1.4432899320127035e-15,-8.8817841970012523e-16) (0,-2.7755575615628914e-16) (-1.2212453270876722e-15,-2.4980018054066022e-16) (0,-7.7715611723760958e-16) (-3.3306690738754696e-16,-1.700029006457271e-16) (1.1102230246251565e-16,1.1102230246251565e-16) (3.3306690738754696e-16,6.6613381477509392e-16) (-3.3306690738754696e-16,3.3306690738754696e-16)


# name: is_convergent
# type: scalar
3.2658777458844614e-14


# name: is_unimodular
# type: matrix
# rows: 1
# columns: 33
 1.7423577740225493 1.7423577740225495 1.7423577740225491 1.7423577740225498 1.7423577740225498 1.7423577740225493 1.7423577740225493 1.7423577740225493 1.7423577740225495 1.7423577740225495 1.7423577740225493 1.7423577740225491 1.7423577740225495 1.7423577740225493 1.7423577740225498 1.74235777402255 1.74235777402255 1.7423577740225489 1.7423577740225489 1.7423577740225498 1.7423577740225491 1.7423577740225495 1.74235777402255 1.7423577740225484 1.7423577740225495 1.7423577740225495 1.7423577740225491 1.7423577740225493 1.7423577740225493 1.7423577740225493 1.7423577740225491 1.7423577740225489 1.7423577740225493


# name: spectrum
# type: scalar
5.7445626465380295


# name: x
# type: complex matrix
# rows: 1
# columns: 33
 (-1.6152864936608329,0.65319228110389127) (0.73816035515115774,-1.578268007272507) (-1.6992674293789012,-0.38509844994343156) (0.079922630331559136,-1.7405237676796315) (-1.577225158244338,-0.74038598912860176) (-0.36358121939608612,1.7040009711262691) (-0.50602462456761466,1.6672581359909502) (1.1303839168377978,1.3259120684461891) (-1.2737664818585825,1.188835380694242) (1.2053983669292878,1.2581038866886232) (-1.7420107620245364,0.034772369598673282) (-1.3449695781626552,-1.1076404861297648) (0.64722007235231627,-1.6176887187098377) (1.4110667102973005,1.0221063309595375) (1.6282175268791899,-0.62025663870709968) (-1.1074096495335335,-1.3451596488212216) (-1.3990292838675582,-1.0385218705341948) (-0.48613764674400456,-1.673164905535319) (1.0302508647418096,1.4051312281760608) (-0.33996144928159905,-1.7088700435372988) (-0.49331849735536776,-1.6710617800858993) (-1.0047261806646859,1.4234942622236897) (1.2799030892782999,1.1822261605770192) (-1.2366134793215167,-1.2274354221127657) (1.7171567284909162,-0.29526832287800192) (-0.52623469402210132,1.6609899636976375) (0.85770392759693437,-1.516626053212065) (-0.60117358233059637,1.6353595741012465) (-1.1214165187816179,1.3335050071524031) (-0.58121544769278266,-1.6425587405204392) (-1.6579648326729994,0.5356894868451364) (0.16829301396420651,1.7342110811973424) (-1.1582234891292653,1.3016639204979308)


# name: x0
# type: complex matrix
# rows: 1
# columns: 33
 (-1.6152864936608329,0.65319228110389127) (0.73816035515115774,-1.578268007272507) (-1.6992674293789012,-0.38509844994343156) (0.079922630331559136,-1.7405237676796315) (-1.577225158244338,-0.74038598912860176) (-0.36358121939608612,1.7040009711262691) (-0.50602462456761466,1.6672581359909502) (1.1303839168377978,1.3259120684461891) (-1.2737664818585825,1.188835380694242) (1.2053983669292878,1.2581038866886232) (-1.7420107620245364,0.034772369598673282) (-1.3449695781626552,-1.1076404861297648) (0.64722007235231627,-1.6176887187098377) (1.4110667102973005,1.0221063309595375) (1.6282175268791899,-0.62025663870709968) (-1.1074096495335335,-1.3451596488212216) (-1.3990292838675582,-1.0385218705341948) (-0.48613764674400456,-1.673164905535319) (1.0302508647418096,1.4051312281760608) (-0.33996144928159905,-1.7088700435372988) (-0.49331849735536776,-1.6710617800858993) (-1.0047261806646859,1.4234942622236897) (1.2799030892782999,1.1822261605770192) (-1.2366134793215167,-1.2274354221127657) (1.7171567284909162,-0.29526832287800192) (-0.52623469402210132,1.6609899636976375) (0.85770392759693437,-1.516626053212065) (-0.60117358233059637,1.6353595741012465) (-1.1214165187816179,1.3335050071524031) (-0.58121544769278266,-1.6425587405204392) (-1.6579648326729994,0.5356894868451364) (0.16829301396420651,1.7342110811973424) (-1.1582234891292653,1.3016639204979308)


