# Created by Octave 5.2.0, Sat Sep 18 09:35:04 2021 CEST <ania@ania-bania>
# name: F_norm
# type: scalar
7.3890289799892506e-13


# name: H
# type: complex matrix
# rows: 56
# columns: 56
 (1,0) (0.91337724107291329,0.40711425360706122) (0.18440150670641386,-0.98285099802788256) (0.99999999467337464,0.00010321458363510283) (0.2601703763487978,-0.9655627246691556) (-0.99997832660206687,-0.0065837926860995988) (0.45883389460033835,-0.88852206340973061) (-0.99601142572698897,0.089225780026245038) (0.050399312986951494,-0.99872914709166372) (-0.11384459085523063,0.99349857027224953) (0.89819145747680362,-0.43960448782478923) (-0.98540067777555751,0.17025129732096678) (0.51354077872355874,-0.8580651890083878) (0.84718264348868877,-0.53130176789797845) (-0.99941147572738798,-0.034303092927677414) (0.8411786764891227,0.54075727847159594) (-0.3261453160341316,0.94531964584948591) (0.99366256754147897,0.11240418972118121) (-0.13402859284773627,0.99097746508144935) (-0.034960607436389179,0.99938869111456308) (-0.96236784187848767,-0.27175013692386729) (0.70197068063753321,0.71220584350683191) (-0.96477139889512409,0.2630896194720469) (0.99512381209896184,0.098633658522993051) (-0.99965793352407406,-0.026153698445491036) (0.944878965378805,-0.32741982344488429) (0.6015965856067349,-0.79880006771802214) (-0.28053867685104622,-0.95984272190326347) (0.98211023146219456,0.18830691239908781) (-0.29086984124054172,-0.95676263276567242) (-0.97456425684373782,0.22410825349061714) (0.91064011195484607,-0.41320041928689516) (-0.10673132142503566,0.99428789846143895) (0.79979792999157362,-0.60026933220113254) (-0.96923198406741573,-0.24614906268507158) (-0.13207584243699189,0.99123961373855396) (-0.1902652470508453,-0.98173272114393884) (0.23753169103282507,0.97137978965751981) (-0.9637010119297853,0.26698381899565649) (-0.46751037293190922,-0.88398758543379319) (0.99863333862198933,-0.052263323590255151) (0.8540417953245758,0.52020439429014564) (0.80967538503813907,0.58687798635094657) (0.060498224071350026,0.99816830488861541) (-0.30906388665518914,-0.95104127879161493) (-0.96625135309722843,0.25760109207411364) (-0.86532991512912583,-0.50120269151573793) (-0.75056666066714739,-0.66079473960902968) (0.99981593903310628,0.019185621057171809) (-0.99614820210708865,0.087685571440330567) (-0.22513629930513607,-0.97432727906755667) (-0.33716832322707169,0.94144438062598357) (-0.73747531608167094,0.67537408757683326) (0.1509678938002828,0.9885386664372352) (-0.21469207319980149,0.97668178733156075) (-0.71432226261141674,-0.69981690829652543)
 (1,0) (-0.12705498455009881,-0.9918956754119721) (0.90831671542865733,-0.41828309130646907) (-0.93839115946763407,0.34557492940459156) (-0.88840343997764881,0.45906353355050666) (-0.99677638783333666,-0.080229873849611444) (0.36701007260905155,-0.93021696748849902) (-0.80217419408170487,0.59709007892391519) (-0.89210310849078955,0.45183187561422467) (0.56851598792559666,-0.82267221386952216) (-0.33395550062025448,0.94258884122690201) (0.29407159343637512,0.9557833948828518) (-0.30652534732725656,-0.95186249608118445) (-0.89050353165695195,-0.45497632917163411) (0.90358367852413035,-0.42841164305466639) (0.37875865487104637,-0.9254954788437787) (-0.76391891688207358,-0.64531224103508056) (-0.84357645569385864,-0.53700909061112445) (0.24259509645008359,0.97012763035508431) (-0.55573591128036604,0.83135888574873684) (-0.87680662508927487,-0.4808431575883706) (-0.813013860230553,0.58224433279595977) (-0.39556143954994805,-0.91843951762822784) (0.031828359565961917,-0.99949334941626311) (-0.98971310769413701,-0.14306629392841433) (-0.020571793012318929,0.99978837827425138) (-0.70013973147795483,0.71400585180093212) (0.99876566939014144,-0.049670289385731203) (0.16745167589812926,0.98588028494280555) (0.15900118666290547,-0.98727839166052211) (0.23830522806446747,-0.97119031002020484) (0.24559453354275851,-0.9693726451132787) (0.46037420600246104,-0.88772495202489476) (0.33893139639429348,0.94081109078189207) (0.95724595438431637,0.28927527169610512) (0.99196159621841651,0.12653928887033167) (0.60762267211730447,0.79422584214379854) (-0.59380788732499079,0.80460685614195004) (0.98814226184314979,-0.15354110315970865) (-0.86968557516962997,0.49360611862280079) (0.88538760838224684,0.4648535069494113) (-0.85276215940939315,0.52229943469185236) (0.99923113740262148,-0.039206301088751006) (0.49101197952704112,0.87115282009584039) (0.58355449384716118,-0.81207398228904104) (0.9277850751873149,-0.37311506838999292) (-0.96625135309722832,0.25760109207411358) (0.021701951772147648,0.99976448491095982) (0.10466788210845737,-0.9945072319771876) (-0.94481469932161388,0.32760522576083817) (0.73653806733808569,0.67639609354421826) (-0.15275023385282838,-0.98826482587305631) (-0.24063291765500006,0.97061619548657796) (-0.27520260439391958,0.96138625252018428) (0.78333351652568606,-0.62160164244273242) (0.64954467372075697,-0.76032342910171824)
 (1,5.5511151231257827e-17) (-0.99824561065792727,0.059208958800010092) (-0.61367445535538034,0.78955915727972881) (-0.62026733940653522,0.78439048162604463) (-0.69018139373869125,-0.72363640299318543) (0.83001176846138858,-0.55774587781138929) (-0.86896919534179418,-0.49486618145417016) (0.62302379121609686,0.78220288645512115) (0.8141048285810405,0.58071794193139292) (-0.15301469630433123,0.98822391324784875) (-0.6221882830237363,-0.78286763917534263) (-0.53569187106663818,0.84441353569985056) (0.36234636983857604,0.93204351200188251) (0.30538749144588628,0.95222816597094417) (-0.61145933977083722,0.79127585316816673) (0.99979124025044963,-0.020432227447490708) (0.83276925473966756,0.55362023839482122) (-0.53671931742306922,-0.8437608513701691) (-0.9617813673401111,-0.27381855568493496) (0.96162529553348075,0.27436616225428373) (-0.90185841999301675,0.432031700558765) (0.32113319122241518,0.9470340403044164) (-0.1808484691507789,-0.98351097157368705) (-0.040455316236135741,-0.99918134859905883) (0.98954141236507642,0.14424906659846726) (0.9788300874181467,0.20467452202211647) (-0.93127379602465976,0.36432007471153455) (-0.14801397856640608,0.98898526892413496) (-0.13417014459743398,0.99095831007096513) (-0.12948302586490651,-0.99158163860212001) (-0.72235749194541821,-0.69151981448858446) (0.70536436183603057,-0.70884491749017142) (-0.93932977135651397,0.34301542333154378) (-0.99559870439018971,-0.093718833841311439) (0.79018694072073992,0.61286588966461064) (-0.23750812599789589,0.9713855517172183) (-0.5567694454598584,-0.83066707205854851) (-0.97078691747649115,-0.23994324507369019) (0.71008019558684932,-0.70412081053988196) (-0.32590103051032909,-0.9454038916316676) (-0.86689057756206023,-0.49849847194762453) (-0.054340052990756782,0.99852248779933006) (0.87609200588990965,0.48214395901617602) (0.44330922133997225,-0.89636874905082775) (-0.97168427261808965,-0.23628303863513689) (0.58355449384716107,-0.81207398228904093) (-0.30906388665518902,-0.95104127879161504) (0.73909216403320055,-0.673604314909517) (0.54010772843235855,0.84159588977586874) (0.98385462269549451,-0.17896949852057112) (0.53545363691853121,-0.84456462317025749) (0.77375449703602139,-0.6334855786176441) (-0.98273619380569488,0.18501236008519312) (0.97149216990316778,-0.23707164279354884) (-0.17143122794013008,-0.98519608915532075) (0.11178694925934274,0.9937321963060719)
 (0.99999999999999989,6.9388939039072284e-18) (0.72499932970719227,0.68874957126964576) (-0.022926052068256625,-0.99973716352677544) (-0.84659454129817902,0.53223837013515274) (0.4720322853684375,0.88158126203422016) (-0.057428297108549464,-0.99834963349079842) (-0.78709964433767243,-0.61682586674320472) (-0.95873086234702209,-0.28431520111195852) (-0.98643257752930413,0.16416689675111912) (-0.88221217692626719,-0.47085207324914113) (-0.29896796158946137,-0.95426314921149569) (-0.36376039268184379,0.93149255322624513) (0.96670724149390697,-0.25588495313956627) (-0.43444101446414007,0.90070028586171025) (-0.76855353556192529,-0.6397854819978821) (0.94655498708757002,0.32254248777432115) (0.83975043393894155,-0.5429725671701634) (0.13730058202940712,-0.99052942923185516) (0.037055598981192185,0.99931320544869218) (0.9988220802543758,0.048522695682741868) (0.060907048978890252,-0.9981434422890727) (-0.44061149389041437,-0.89769789542565837) (0.59645583408192482,0.80264589825752852) (-0.84328710002199525,0.53746336334348543) (-0.62827645876957672,-0.77799016147761013) (0.51795920994073086,0.85540531728390212) (0.59048676578387016,-0.80704732168200732) (0.98367687208689858,-0.17994391159840653) (0.40681359830333447,0.9135111910838819) (-0.83711029675579018,0.54703414067627376) (0.27416891322649167,0.96168155177283243) (-0.5261932259823312,0.85036503275376218) (0.53719750507475605,0.84345648408288043) (0.084221303287401142,-0.99644707439611213) (0.94021682004128881,0.34057646911001266) (0.98939328730546472,-0.14526156764568965) (-0.94227506095186608,-0.33483982664574941) (-0.43218120421013723,-0.90178678562478187) (-0.34820309532361959,-0.9374191188614871) (0.13953466947019388,0.99021718628583799) (-0.9989578882336847,0.045641401552699447) (-0.79058884726731704,0.61234734797868873) (-0.93756914117269585,-0.3477989441052004) (-0.96895844210438786,-0.24722365880844471) (0.44330922133997219,-0.89636874905082764) (0.49101197952704101,0.87115282009584027) (0.060498224071349867,0.99816830488861519) (0.026258911119828483,-0.99965517534137771) (-0.89205253096453441,0.45193172271900539) (0.99933913973797428,-0.036349467503175401) (0.99945831202554503,-0.032910219127893874) (0.04484191094651456,0.99899409558948959) (-0.10005523407315217,0.99498188432481804) (0.14998564041514423,-0.98868817514383989) (0.99174581983178356,0.12821945580207522) (-0.35723644982329683,-0.93401398218530252)
 (1,1.3877787807814457e-17) (-0.52927605874181904,-0.84844967655290338) (0.86710698753215532,-0.49812194508263796) (-0.54735980458194045,0.8368973917560143) (0.10198458353993949,-0.99478597935444513) (0.44929092387249447,-0.89338550790003368) (0.99297540717562549,-0.11832092268233231) (0.77213565663994488,0.63545773088790058) (-0.86705854113392367,0.49820626877500096) (-0.99916039710204196,0.040969511382124554) (-0.95929150886391024,-0.28241777745319474) (0.83794774783548454,-0.54575046669465921) (-0.98036310606792099,0.19720086272847862) (-0.68606849508833589,-0.72753695442034039) (-0.13604879903004011,0.99070213701317977) (0.57941943651379479,-0.81502951884581176) (-0.99960349417978223,-0.028157670776699978) (0.69588831498682879,0.71815002128022687) (0.79590566108165195,-0.6054206625629619) (0.012596755274250276,0.99992065773068128) (-0.084740603271510992,0.9964030460396931) (-0.95393828086219457,-0.30000292716185034) (0.49266174456463641,0.87022089462534113) (-0.71695699351862219,0.69711740004445366) (0.57923261960913408,-0.81516229818407171) (-0.43993769173688235,0.89802829988214905) (-0.99098813090573068,-0.13394970848779192) (0.88050257503104146,-0.47404136461252511) (-0.87988975409106274,0.47517788316121079) (0.63786761016797555,-0.77014603283961214) (-0.89001940054923134,0.45592265423642375) (-0.97276703722869473,0.2317850109073179) (0.51640193322083172,0.85634633377260816) (0.99273400868353112,0.12032949764345396) (0.5574249232092362,-0.83022735138344772) (-0.9791335115998957,0.20321802691212004) (0.2076230886318742,-0.97820890052532261) (0.73961173716358297,0.67303378685610338) (-0.70271870277505832,0.71146779601759702) (-0.85831192338253615,-0.51312829017641293) (-0.92121581746325754,-0.38905194724548453) (0.56260487761521294,-0.82672592295365321) (0.10469214567265242,0.99450467803547959) (-0.93756914117269607,-0.34779894410520051) (0.87609200588990976,0.48214395901617602) (0.99923113740262148,-0.039206301088751019) (0.80967538503813896,0.58687798635094657) (0.50831037242655097,-0.86117394600834196) (0.52242575661311141,-0.85268477694117373) (0.31320344995579863,-0.94968605282787355) (-0.93449746122773147,-0.35596979500924492) (0.92508705332468855,-0.37975511026323266) (0.54475279325760917,0.8385966815090744) (0.77115214477196214,0.63665090089750342) (-0.69740050607876136,0.71668161279684406) (-0.98222367604868954,-0.1877142781180936)
 (1,5.5511151231257827e-17) (0.44296870644838082,-0.89653707402842509) (-0.73270426901410224,-0.68054717262546327) (-0.45594989204903691,-0.89000544714090013) (0.63535551642437404,-0.77221976648433299) (-0.87489063920330812,-0.48432052344953136) (0.14875517451072306,0.98887405570997022) (-0.60426503920451002,-0.79678338486389944) (0.62517961035416858,0.7804809125131813) (-0.81442543928808731,-0.58026821715513999) (-0.71670488241494734,-0.69737659232482141) (0.85693553692239188,-0.51542359817875349) (0.13105557454565936,0.99137502307679071) (-0.31536775956432933,0.94896953387734029) (-0.052338584974186531,-0.99862939698513764) (-0.47403950178925369,-0.88050357792765177) (-0.97219239964631976,0.23418355636109817) (0.7507076169999336,-0.66063459928941171) (-0.85717778660632937,0.51502062303239127) (0.92459430245645002,0.38095324629811445) (-0.50591159433918065,-0.86258533416305372) (0.22364115567111092,0.97467155159576224) (0.30345096238635139,0.95284705668160474) (-0.93260992261344744,-0.36088603775006656) (0.99017439905916516,-0.13983797569981549) (-0.36374593476559985,-0.93149819910802845) (0.54819484416304798,-0.83635065183991519) (0.025468326995348234,-0.99967562955193667) (-0.97833367813336025,-0.20703433104210484) (-0.061342842890889648,0.99811675450623671) (0.97062221854716468,0.24060862175446029) (0.55391472922382468,-0.83257340382028588) (-0.95109968102569331,0.30888411541033278) (0.39774080187677491,0.91749782262543977) (-0.073373543361299753,0.99730452878476683) (-0.87027576762118086,0.49256480618428766) (-0.91954957972470186,0.39297400731871079) (-0.99865503734037053,-0.051847048080923941) (0.98714533778747049,-0.1598251609868086) (-0.89990373213701413,0.4360886066912012) (0.86568595069057586,0.5005874896328868) (0.88296702023915419,0.46943502337383414) (0.56260487761521283,-0.82672592295365332) (-0.79058884726731715,0.61234734797868884) (-0.05434005299075656,0.99852248779933017) (-0.85276215940939304,0.52229943469185247) (0.85404179532457558,0.52020439429014553) (0.61848434105660199,-0.78579712386072142) (0.87637592037912027,0.48162770495440826) (-0.70544112133294679,0.70876852662383283) (-0.98646242464388756,-0.16398745307402479) (-0.51996137038884849,-0.85418977593000311) (0.99540651068771246,0.095738594519198861) (0.51440334782584629,0.85754836350235264) (0.68690060614415416,-0.72675137239553633) (0.96163829940500301,0.27432058092212841)
 (1,2.7755575615628914e-17) (-0.36148369777887746,0.93237842973768348) (-0.10512403688038777,0.99445911774691487) (0.64990004900981169,-0.76001968809830567) (-0.43786738465327019,-0.89903957279805302) (0.53790664385346898,0.84300441428162121) (-0.98031552710211267,0.19743724907551191) (-0.71888297575583193,0.69513111509156444) (0.50644608498326404,0.86227162947943692) (0.36736707639505584,-0.93007603516107618) (0.22610314368439965,0.97410336639189965) (-0.9894866149831445,0.14462447500060621) (-0.18365132247691304,-0.98299145049816228) (-0.95567163575716108,-0.29443458460111793) (0.80489850665084506,-0.59341249901838033) (-0.69739479335253873,-0.71668717178750296) (0.13308400702632506,-0.99110476089756372) (-0.47551019131552413,0.87971021248765435) (-0.54976923400929656,-0.83531658030762779) (0.91670534097925516,0.3995639095565402) (0.97674908170753061,-0.21438570704106022) (0.80154701972722586,0.59793174791643311) (-0.59975193471874089,0.80018598888079029) (0.88373949501624915,0.46797917148995538) (-0.61276595972197156,-0.79026443587321571) (-0.3441908320932725,0.93889971301675357) (-0.33033613960242864,-0.94386335603866023) (-0.92781902251200288,-0.37303064413647447) (0.59626470576984392,-0.80278789269221251) (0.62571018534374079,-0.78005561593844064) (0.88865129516262087,-0.45858355357099023) (0.93716433078121075,-0.34888825877550711) (-0.40584483789543824,0.91394199353877159) (0.96391017183972916,-0.26622768568258293) (0.85498002722605371,-0.51866092299742084) (-0.43394952398039943,0.90093718462342509) (0.69433338083173402,-0.71965349736020601) (-0.60533470749787921,-0.79597103709774475) (0.59301768782034092,-0.80518943232770745) (-0.99588277574189255,-0.090650410813309781) (-0.8499824013835322,0.52681108315817127) (0.86568595069057586,0.5005874896328868) (-0.92121581746325731,-0.38905194724548448) (-0.99895788823368492,0.04564140155269944) (-0.86689057756206012,-0.49849847194762448) (0.88538760838224673,0.4648535069494113) (0.99863333862198922,-0.052263323590255067) (-0.47736766391404439,0.87870365507903048) (-0.85406103080141393,-0.52017281327115494) (0.79800756879388468,0.60264742606906951) (-0.85762439852642536,-0.5142765705845358) (0.74134647905097362,0.67112249105414712) (0.14987048811268669,0.98870563707954262) (-0.99909192886353815,-0.042606545033992707) (-0.84603536475169061,0.53312677815832443) (0.98485055186766757,0.17340527813752588)
 (1,0) (-0.45596441858215542,0.88999800504665982) (0.11958004557808433,-0.9928245629009893) (-0.98594469202365409,-0.16707203317845082) (0.73878366143412832,-0.67394265453225444) (0.99937868486897719,-0.035245485236461316) (0.9202365490265092,0.39136261169889341) (-0.65519381515286512,-0.75546082928596048) (0.85397402689890756,-0.52031563630363975) (0.58434836059826067,-0.81150292264792379) (-0.93327877623611166,0.35915278897319364) (0.86308307766184988,0.50506197743816184) (-0.31006899035005875,0.95071405860189873) (0.93964856503177518,0.34214116126786753) (0.5258170848848579,0.85059766825637839) (0.31428916254278916,-0.94932729988563525) (-0.040794938962231242,-0.9991675399826927) (-0.56612460622011307,-0.82431967720788957) (0.73933336508734959,0.67333956906497938) (-0.45607667149310582,0.88994048661681147) (0.99574779838641836,-0.092121235383581024) (-0.87181264050546381,0.48983948376472142) (-0.04244575442000087,0.99909877286067883) (0.028689477173309386,0.99958837223105068) (0.42428681576548199,0.90552785598654262) (0.99793446452574852,-0.064240209461887521) (-0.47115531198710048,0.88205026613358939) (-0.90855097567590637,0.41777401139654124) (-0.45427405061510417,-0.8908619909602975) (0.35307933555873577,0.93559338539848569) (-0.97089501551821011,-0.23950546724843891) (0.56349895269721673,-0.82611677764656122) (-0.91229469669688323,0.40953435311184627) (0.53629563364117439,-0.84403020878248736) (-0.2975365880519758,-0.95471041618408281) (0.99780595718774567,-0.066206282184134602) (0.26113717634995909,-0.96530170160834627) (0.81109926756570427,0.58490852118462) (0.99933971282013434,0.036333708599157355) (-0.83585412893962352,0.54895161456596564) (-0.99588277574189243,-0.090650410813309823) (-0.89990373213701402,0.43608860669120114) (-0.85831192338253581,-0.51312829017641282) (0.13953466947019394,0.9902171862858381) (-0.32590103051032915,-0.94540389163166749) (-0.86968557516962997,0.49360611862280079) (-0.46751037293190906,-0.88398758543379286) (-0.001875981342025379,0.99999824034545248) (0.88630391945348541,0.46310405133337829) (-0.70031793124014585,-0.7138310690797387) (-0.48602000878354135,0.87394768210805684) (0.34857020146433715,0.93728267595806425) (-0.3288722779809819,-0.9443744092125741) (-0.099939349088846496,-0.99499353088534959) (0.1239165876257709,-0.99229263794063349) (-0.86322552355948945,-0.50481847774764066)
 (1.0000000000000002,0) (0.1182925157360339,-0.99297879167726422) (0.13104369287425821,0.99137659371092424) (-0.98516252109887614,0.17162402810243102) (0.99800257604091402,-0.063173239711907719) (-0.62602521010474155,-0.77980281886725356) (-0.54796170439310732,0.83650341931076355) (-0.45152135629110585,-0.89226031224807911) (-0.74992108239819988,-0.66152730115597569) (0.96815856020428315,0.25033777642051525) (0.88959205037024502,-0.45675593473764758) (0.035276470727440279,-0.99937759161040496) (-0.59315129593785987,0.80509101356755552) (0.88031310218950209,0.47439313033969643) (0.75668656117224387,0.65377782781409943) (-0.99892190903191069,-0.046422189263774644) (-0.64097826442182726,0.76755903000276193) (0.90482501422978034,0.42578362301064998) (0.7560695154024033,-0.65449131994180842) (0.13091864828842756,0.99139311452638657) (-0.37518545201869136,-0.92694977026456349) (0.73645578951716717,-0.67648567618734035) (0.99443523888199259,0.10534968281733495) (-0.83289116489981474,-0.55343681430839742) (0.25905209457828682,-0.96586335073580709) (0.98050361533814057,-0.19650104404005966) (-0.96107020520104158,0.27630429000438239) (-0.99914394803889028,-0.041368721242742698) (0.99762641029824095,-0.068858880875630857) (-0.96757577758348934,0.25258090710444292) (-0.40855047574359482,0.91273572778196965) (0.82032943376685141,-0.57189126597261009) (0.17722954647569386,-0.98416954223142727) (-0.80879862386732704,0.5880856961619767) (0.98410710308254801,0.17757592647223017) (0.17702951712712128,0.98420554259043624) (0.82203997549800456,-0.56942978380414999) (-0.97288304825818839,0.23129758842637194) (0.8171272962979319,-0.57645726783936868) (0.99933971282013467,0.036333708599157244) (0.59301768782034092,-0.80518943232770768) (0.98714533778747082,-0.15982516098680866) (-0.70271870277505832,0.71146779601759724) (-0.34820309532361982,-0.93741911886148732) (0.71008019558684932,-0.70412081053988229) (0.98814226184314979,-0.15354110315970873) (-0.9637010119297853,0.26698381899565649) (-0.70583538899511344,0.70837589148849212) (-0.93262654641653964,0.36084307519911774) (-0.93068730426517499,-0.36581572093011705) (-0.29626867777828814,0.95510463854360228) (-0.73606032308096991,0.67691594809542954) (0.20940390738610143,0.9778292302705176) (-0.59692570198991879,-0.80229652018679598) (-0.9311014520982388,0.36476031294611666) (-0.7583735874001859,0.65182014538810473)
 (1.0000000000000002,0) (0.97738581104015987,-0.21146388906234392) (0.68371884939635952,-0.72974552755061184) (0.68558655152054637,0.7279911265765302) (0.67073186714189836,0.74169991398161961) (0.94546700095016489,-0.32571789959150838) (0.38287808445330745,0.92379888095048424) (0.58290435034761889,0.81254077949714176) (0.59493148708879784,-0.80377641522397991) (0.92891081191002178,-0.37030352890117529) (-0.38366422981498105,0.92347266270338502) (-0.91975364754146194,0.39249615008835081) (0.18968879104028585,0.98184426593715668) (-0.4638479267672615,0.88591483836411355) (-0.50208118188252537,0.86482049397516547) (-0.55616018142410273,-0.83107511850512683) (-0.090735607652233319,0.99587501700965542) (0.74781411762921124,-0.66390816042163936) (-0.99999377803936562,0.0035275887734437794) (0.3376018728250455,0.94128899678314615) (0.24709356298269791,-0.96899162593518595) (0.20242027427267795,-0.97929874530879168) (-0.44141197186053749,-0.89730455871916337) (-0.94988473256967298,-0.31260037560924792) (-0.51891092529229854,0.85482831703932782) (0.1699550790156461,-0.98545181065173715) (-0.67804003582546069,-0.73502497224094832) (0.48816637895509485,-0.87275058662705818) (-0.07175666198980285,0.99742216812144502) (0.98305641405511557,-0.18330326452383761) (0.19350794633064664,-0.98109870793253873) (0.72384100306847632,-0.68996681244594904) (0.97805180122514679,0.20836188259910993) (0.93581991153444943,-0.35247850030272304) (0.22110208176161691,-0.97525067005394972) (-0.028972023216692455,-0.99958022282892856) (-0.49829310654807923,0.86700863892274216) (0.13531400675410454,-0.99080276522431787) (-0.97288304825818828,0.23129758842637171) (0.81109926756570416,0.58490852118462) (-0.60533470749787921,-0.79597103709774497) (-0.99865503734037053,-0.051847048080923996) (0.73961173716358286,0.67303378685610338) (-0.43218120421013717,-0.90178678562478165) (-0.97078691747649093,-0.23994324507369016) (-0.59380788732499079,0.80460685614195016) (0.23753169103282484,0.97137978965751959) (-0.61955021337046712,0.784957026283992) (0.080823178971373255,-0.99672845536834354) (0.72276815715487985,0.69109058089583342) (-0.89987936729477092,0.43613888191396677) (-0.95857414670114949,-0.2848431239755721) (-0.80169604641586223,-0.59773192081498872) (-0.66211223938787067,0.74940468536884819) (-0.94726012783280245,-0.32046567712968071) (-0.031555133652002132,0.99950201277446415)
 (1,-6.9388939039072284e-18) (0.81609123300068187,0.57792309126684438) (0.31488775623258919,0.94912891694163815) (0.81810795419065507,-0.57506467052843935) (0.88286299656254519,-0.46963063070949884) (0.17361257232278399,0.98481403053138206) (-0.71019670393712953,-0.70400329666617156) (0.69317154304942374,0.72077264924973572) (-0.96685348918069247,0.25533180463686861) (-0.35624394727266628,0.93439298479365163) (-0.55690098516792652,0.83057889012362496) (0.96194022100982013,-0.27325996999849633) (0.98011006351227603,0.19845468853610232) (-0.4668938854325182,0.88431334929747951) (-0.22552277933114834,-0.97423789497368285) (0.99859938290437622,0.052908151196213289) (-0.95996549894276684,-0.28011826223858677) (0.87677087085216965,-0.48090834888274536) (-0.9427098823608826,0.3336136653363122) (0.93016717466904941,-0.3671362515037126) (0.76165352635322991,-0.64798449502568178) (0.99534143302581524,0.09641281917937973) (-0.24924942552557541,-0.96843932379636988) (-0.55175420531642971,0.83400677270369639) (-0.89403599912779352,0.44799512526763929) (-0.95903439442598648,0.28328965796156502) (-0.89925485057206445,-0.43742509498497384) (0.6416910592718793,0.76696322235850012) (-0.19976394449805013,-0.97984405212185799) (-0.70727784633524482,0.70693567464329987) (-0.88892433962568318,0.45805405622158024) (-0.98749382121533535,0.15765770853826094) (0.63211241659876405,0.77487669521135427) (-0.48009650248285313,0.8772156794675593) (-0.96888115521616558,0.2475263765076085) (-0.66395598851155302,-0.74777165319343653) (0.99748608429233809,-0.070862625149926473) (-0.49829310654807912,0.86700863892274216) (0.82203997549800445,-0.56942978380414977) (0.26113717634995909,-0.9653017016083465) (0.69433338083173413,-0.71965349736020612) (-0.91954957972470197,0.39297400731871079) (0.20762308863187412,-0.97820890052532239) (-0.94227506095186597,-0.33483982664574929) (-0.55676944545985818,-0.83066707205854839) (0.60762267211730447,0.79422584214379854) (-0.19026524705084522,-0.98173272114393884) (0.042921795523057103,0.99907843509359906) (0.71367671845446545,-0.7004752254977078) (-0.89087087498500972,-0.45425662802368183) (0.72038562231266334,0.69357375611047822) (0.35789224872638503,-0.93376289190648898) (0.80253604532163136,-0.59660363388058313) (0.7404406554145746,-0.67212174180667228) (-0.81223663784876665,0.5833280759025179) (-0.99994606998245683,0.010385428572831406)
 (1,0) (0.61163646349021783,-0.79113894893955072) (0.85207390172069619,0.52342149937356064) (0.9973274918187347,-0.073060755967560898) (-0.95408674539461291,0.29953043628705567) (0.11352666689973195,-0.99353494951241417) (-0.55682412326272401,-0.8306304206761842) (-0.43496060245712459,0.90044948459651808) (0.35211170153494004,0.93595798497697913) (-0.46990245331057873,-0.88271834940296656) (-0.98112130727167957,0.193393330850652) (-0.037936228757229018,-0.99928016219060234) (-0.36002116875432089,0.932944134473641) (0.79459923835051982,-0.60713429355684734) (-0.98346695524673644,0.18108768024829863) (0.61201369547892748,0.79084716383522791) (-0.566491336002237,-0.82406769517704137) (0.96464909703419677,-0.2635377005119145) (0.07377878224701867,0.99727463182923859) (-0.62144760893767348,-0.78345572264528529) (-0.76834204705458198,0.64003945091530967) (0.68506305049106853,-0.72848377940203202) (-0.31193129029210281,-0.95010466272758709) (0.67363611395469547,0.73906318131538318) (0.98785062180766858,-0.1554063994634694) (-0.31021744282991015,0.95066562900110674) (0.99932763401082247,0.036664422841868549) (0.51676757510585714,-0.856125734526893) (0.20350513569366152,-0.97907387859461492) (-0.85008444169353226,-0.52664641078297847) (-0.8596935709127187,-0.51081010574511732) (0.70603443534192012,-0.70817750325141871) (-0.99923156759054343,0.039195335571243051) (0.34427399367291289,0.93886922267188111) (-0.79438456247868172,-0.60741515201347174) (0.91569001543229644,0.40188530159436997) (-0.66395598851155291,-0.74777165319343664) (-0.028972023216692511,-0.99958022282892867) (0.17702951712712114,0.98420554259043613) (0.99780595718774578,-0.066206282184134491) (-0.4339495239803996,0.90093718462342509) (-0.87027576762118097,0.49256480618428755) (-0.97913351159989559,0.20321802691211999) (0.98939328730546483,-0.14526156764568954) (-0.23750812599789595,0.97138555171721819) (0.99196159621841651,0.12653928887033167) (-0.13207584243699194,0.99123961373855385) (-0.99887670214273039,-0.047384954536875579) (-0.99212586519619483,-0.12524483066657449) (-0.94158471824293466,0.33677621408195008) (-0.4942091669122588,0.86934302742927194) (-0.054873392097148588,0.99849332037813243) (0.86774488219783985,-0.49700987859342882) (0.91939385248118888,-0.39333820564470601) (-0.45358353562142617,-0.89121376572243549) (0.79407290922062757,0.60782251919609731)
