# Created by Octave 5.2.0, Fri Sep 17 22:07:18 2021 CEST <ania@ania-bania>
# name: F_norm
# type: scalar
2.7984700388672858e-13


# name: H
# type: complex matrix
# rows: 46
# columns: 46
 (0.99999999999999989,1.3877787807814457e-17) (-0.9058501141458446,0.42359836012661756) (0.75507515083418086,-0.65563825131907805) (-0.72412190282217448,0.68967200164512577) (-0.21204291198320957,-0.9772603560350136) (-0.5035358797351176,0.86397431548592984) (-0.99679122531624631,-0.080045319241891608) (0.54041719357096674,0.84139720518485228) (0.74830519918704508,0.66335460265957069) (0.97367233790149954,0.22795214060286489) (-0.96296641488179713,-0.2696213712035796) (0.16019569135548686,0.98708527517694133) (-0.77881194077778892,0.62725749170650258) (0.97169372757780204,0.23624415291379447) (-0.19530449482889936,0.98074265447141018) (-0.95892261727899941,-0.28366778821500571) (0.56877887918281189,-0.82249047811846676) (-0.5189134154951085,0.85482680539346723) (0.016687520553558377,-0.9998607536341122) (0.98653890832303825,0.16352670229900707) (0.98690564285606841,-0.16129864258217122) (0.84345044781573175,-0.53720698253042198) (-0.66509200426346204,-0.7467614249978447) (-0.079770741894716016,0.99681323663842181) (-0.13552786088128782,0.99077353564017978) (-0.6460579118216434,0.76328839541333093) (-0.14878684574516943,-0.98886929092433828) (0.84082160989655119,-0.54131231311597949) (0.48255448151927915,0.87586595570649961) (-0.12396001735445683,-0.992287213511029) (-0.070356570803883356,-0.99752190599741641) (-0.78223701755707808,0.62298093739969895) (0.22827295123758948,-0.97359717529031531) (-0.63064236407823338,-0.77607358454583231) (-0.9449676336696613,0.32716382947502176) (-0.48598891822147877,-0.87396497147535457) (0.74431239286535755,-0.66783161188060314) (0.32542290354819614,0.94556857701927766) (0.41025960453621385,0.91196878065303855) (-0.44586775500898962,0.89509884652101002) (-0.046945843117049274,-0.9988974360834193) (0.29099501026688968,-0.95672457060523586) (-0.7430787710236455,-0.66920395998080318) (0.87716836957484634,0.48018293536672557) (-0.99595082607724184,-0.089899677619325297) (0.950963976180069,-0.30930165859205094)
 (0.99999999999999989,5.5511151231257827e-17) (0.9927856910687316,-0.11990234196704402) (-0.10500237929082445,0.99447197061720449) (0.2411178034300962,0.97049585515294456) (-0.59534333450185661,-0.8034714145905949) (-0.63762611283584758,-0.7703459873523375) (-0.95967114364906536,0.28112505410812377) (0.88717144102664036,0.46143995733650384) (0.71807586250854372,-0.69596483796425468) (0.98576419226690337,-0.16813374808283099) (-0.832352033518729,-0.55424732051425918) (0.27739382636348969,0.96075629849375621) (0.1350030077762216,0.99084518866035454) (-0.65184050933476023,0.75835608416508427) (-0.94926340629200723,-0.3144820908651168) (-0.98197949805752183,0.1889874741740763) (0.97852174235190981,-0.20614363862264312) (0.81053553286121316,-0.58568946547585199) (-0.98345804328867659,0.18113607341114552) (0.7451980285236437,-0.66684323366476161) (-0.9809549180827638,-0.19423554949915384) (-0.90062366495755675,-0.43459983216565912) (-0.64585649433298609,-0.76345883237271273) (0.10272353613211066,0.99470994522248313) (0.2156510007589818,-0.97647050435312654) (-0.95057628990535337,-0.31049109016165638) (0.60087117027005965,0.79934588054126476) (0.97321961871206852,-0.22987730151960734) (-0.33302187246314496,0.9429191017585451) (0.64411348269519941,-0.76492994542654758) (0.039191033369489092,0.99923173633718809) (0.99814327954437221,-0.060909715977054357) (-0.99546419842277645,-0.095136899563207422) (0.057636726900502422,0.99833762210596699) (0.98089277300461464,-0.1945491399809266) (0.94677517734403704,-0.32189557866669682) (-0.48598891822147855,-0.87396497147535435) (-0.91549121399200017,0.40233796378598657) (-0.88291343464850613,-0.46953579939891571) (0.99551175478621934,0.094637973786751484) (-0.038106290747761007,0.99927369154073431) (0.95392679838643535,0.30003943627497598) (-0.069773856521601785,-0.99756283458542261) (-0.97742414171757008,-0.21128664696963434) (0.5451802148034266,-0.8383188733333452) (-0.95267194010211997,0.30400028707562604)
 (1,0) (-0.99210247332403578,0.12542999013127454) (-0.40488135077736948,0.91436923165245143) (0.84128703414475081,0.54058868484267153) (0.99210462324355286,-0.12541298393216138) (0.9005402017021481,0.43477275112207325) (-0.061123016025972643,0.9981302404555682) (-0.99407075218486241,-0.10873518129208437) (-0.27175681457215528,0.9623659562420086) (0.098604568937149195,0.99512669494126271) (0.983306070736649,0.18195925712217309) (0.027804875817761532,-0.99961336969888503) (-0.25821852015626273,-0.96608653641809483) (-0.3181209974910239,-0.94805012048694826) (-0.70742720651384061,0.70678621059272539) (0.072294432605316816,0.9973833340367565) (-0.77064106983524472,0.63726944182440592) (-0.99196615002452138,-0.12650358574178638) (-0.97765928886392595,-0.21019589648250248) (0.80422130347374732,0.59432995468761962) (0.76205163937418552,-0.64751625379376987) (-0.69562366283076693,-0.71840637504820892) (0.30410782814688686,-0.95263761675664749) (-0.082907099577339383,-0.9965572802602336) (-0.029024028812693281,0.99957871413485033) (-0.92431783915252907,-0.38162354778551028) (0.50892649281105828,-0.86080998188626834) (0.74332398816615586,-0.66893157244725854) (0.62410248955889081,-0.78134248734239187) (-0.99944137628391838,0.033420583054582065) (0.70283330332040472,-0.71135458650642647) (0.99937689661467888,-0.035296154362958798) (-0.76399659013394761,-0.64522028041878987) (-0.98041061496285531,0.19696452997470665) (0.91172010069150244,0.41081194967415119) (0.98089277300461486,-0.19454913998092643) (-0.94496763366966152,0.32716382947502165) (-0.19459208681541051,-0.9808842540018804) (-0.38995706847489253,0.92083303847465703) (0.84185641047284121,-0.53970156952317927) (-0.94447017494808883,0.32859715250367949) (0.92708250287686278,0.37485735001407217) (-0.99782720640735056,0.06588524989178679) (0.56104376451048088,0.82778614043961163) (0.27929732913679634,-0.9602046666919779) (-0.17127560750776494,0.98522315557078088)
 (1,5.5511151231257827e-17) (-0.57022060418280862,-0.82149160833534585) (0.99756958432732257,-0.069677287727162862) (-0.39105383451882619,0.92036780610151925) (0.97846715561175701,0.20640258086816154) (-0.88666148152692426,-0.4624190925734788) (0.66039649282914892,-0.750917087473019) (-0.99966370259442383,0.025932252412930956) (0.83839628393146948,-0.54506116270552862) (0.44860383746711713,-0.89373071839887963) (-0.97415126155933818,0.2258967011763352) (-0.6541905118592094,0.75632980517323745) (-0.90758429205476066,0.41986992368525144) (-0.59741607086877191,0.80193144237379776) (0.74589587235974353,-0.66606257033157024) (0.087318948086615888,0.99618040600337399) (-0.4939325529280667,0.86950022033232588) (0.74296357569887339,0.66933184982095728) (-0.46473567234103452,0.88544946487855936) (-0.52212097959425285,0.85287143384424502) (-0.18007534407183456,0.98365282008308763) (0.5474409421109534,0.83684431939320258) (0.9838609848344757,0.1789345202037218) (0.90169137075150951,0.43238023996508568) (0.90809570937146966,-0.41876268054964866) (0.27423234968290555,0.96166346420532867) (0.9917210261003192,0.12841108359690345) (-0.035248570035995797,-0.99937857607135983) (0.95298733635850441,-0.30301012646498093) (0.17899434504881734,0.98385010262770489) (-0.4213478637869662,-0.90689910005587793) (0.29767575781296224,-0.95466703264042763) (0.24347046456602417,-0.96990831158620616) (-0.073177927927386532,-0.99731890128697287) (-0.98041061496285509,0.19696452997470659) (0.057636726900502533,0.99833762210596722) (-0.63064236407823326,-0.77607358454583231) (-0.4817591158621356,-0.87630368838875405) (0.13736376729154892,-0.99052066885829038) (0.41825252514582595,-0.90833079063144162) (-0.99594347635623837,-0.08998106413824325) (-0.89170247494449029,0.4526220235227969) (-0.45059992817931582,-0.89272599644280304) (0.87852312896581519,0.47769981355670776) (-0.84495884409820321,-0.53483133021563767) (-0.82396069692161011,0.56664695351555139)
 (1,0) (-0.98595782244107,-0.1669945279560503) (0.97505934793909044,0.22194429029960747) (0.63634315038862255,-0.77140611544988658) (0.68725597608523392,0.72641532427058153) (-0.99983581458083248,-0.018120261628439799) (0.043944883475426591,0.99903395698861586) (0.98690812356826696,-0.16128346361286891) (0.063165070226783582,-0.99800309313310542) (-0.3784094651738511,0.92563830769196298) (0.8959915894123015,-0.44407102101174967) (-0.47412639951478963,-0.88045678899259083) (0.85552105768364373,-0.51776801741693201) (0.94665937085464702,-0.32223599360264565) (-0.84665067460130905,0.53214907234453535) (-0.73633945671630574,-0.6766122999788996) (0.29045982474192056,0.95688718781834115) (0.91055487008198266,-0.41338822983967999) (0.28936211719271837,-0.95721970578010351) (0.99969607317012066,0.024652815016586893) (-0.76337486756935469,0.64595573498767744) (-0.88225713567165109,0.47076782659444194) (-0.91047982462173394,0.41355348983750384) (0.46018971046656598,0.88782060709396615) (0.64283262761296389,0.76600666633927772) (0.035645606380772382,-0.99936449343857869) (-0.97275177532834678,-0.23184905347132895) (0.32794598231987182,-0.94469647648345489) (-0.39546717362921613,-0.91848011115196204) (0.37763537475688225,0.9259543853410005) (-0.1918889907155481,0.98141663692958125) (-0.99056290741621766,0.13705884302419369) (-0.97745640996679173,0.21113731696417859) (0.24347046456602398,-0.96990831158620594) (-0.76399659013394761,-0.64522028041878976) (-0.99546419842277656,-0.095136899563207422) (0.22827295123758942,-0.97359717529031498) (-0.077109419369558119,-0.99702263637516819) (-0.82219771142557951,-0.56920200572954838) (0.58712789417185351,0.80949418520785266) (-0.2911845310319171,0.95666690592270531) (-0.66669982657687721,0.74532633204681731) (0.85417778210261774,-0.51998107327310794) (0.64399661177988565,0.76502834196912417) (-0.75898156185046328,0.65111211689772097) (0.89897609654235,0.43799769159834689)
 (1,0) (0.63094920118458186,-0.77582414600509719) (0.057406258095406892,0.99835090100198964) (0.072447048077782572,0.99737226010392732) (0.99897581391327939,0.04524735590398693) (0.90792702444511719,-0.41912828380131639) (-0.99996441621856813,-0.0084360118929758809) (-0.40071876417688312,-0.91620110894745765) (-0.90383517998820673,-0.42788078645305755) (-0.99960650520151795,0.028050575017444845) (-0.022265031194458829,-0.99975210346660925) (-0.97776961351189384,0.20968209960033057) (-0.94458493592700188,-0.32826711504471884) (0.075893932620444693,-0.9971158964691138) (-0.5280386533149235,0.84922033690047849) (-0.98952495182351641,0.14436193999343583) (0.86785605536881283,-0.49681572756876846) (0.66125507808938233,0.75016113049197963) (0.93905504288137798,-0.34376681986348501) (0.34278048271589434,-0.93941553141783829) (-0.75708298997254253,0.65331871723855883) (0.65357118862708996,-0.75686504833858792) (0.98423795476428055,0.1768492250518135) (0.84218671556677638,-0.53918599399729117) (-0.89504617094410466,-0.44597348786480218) (-0.28071647292935825,0.95979073856028729) (-0.8735350713045853,0.48676121373923581) (-0.57815112142796188,-0.81592970333944281) (0.88800712240745816,0.4598296973376409) (-0.029023419211919921,0.99957873183519186) (-0.87719635429822351,-0.4801318110747369) (-0.8444413904404825,0.53564796098832035) (-0.99056290741621789,0.13705884302419369) (0.29767575781296207,-0.95466703264042763) (0.99937689661467899,-0.035296154362958909) (0.99814327954437232,-0.060909715977054413) (-0.78223701755707808,0.62298093739969884) (0.21852512930408374,0.97583132141914453) (0.99969272171282753,-0.024788347149431011) (-0.34780109669020765,0.93756834265086453) (0.96926605553967571,-0.24601486454797594) (-0.99272858564424604,0.12037422998621883) (0.3923213117025196,0.91982823852283147) (-0.26104739362743506,-0.96532598549936632) (0.17804310481239272,-0.98402268918392499) (0.30028486702013557,0.95384956813886546)
 (1,0) (-0.12929583190391172,-0.99160606485250802) (-0.93768914721270857,0.34747526991068656) (-0.39365566684042497,0.91925797030236356) (-0.041353428373211376,0.99914458111015281) (-0.4277049932783365,-0.9039183805658445) (0.31094893388527911,-0.95042662026881908) (0.38799517602686839,-0.92166140386797113) (0.58152202144427179,0.813530662344922) (0.44533602307659648,0.89536351642800549) (0.31453136664858006,-0.94924708026634308) (0.55287818287278534,0.83326209256349104) (0.19400661174116665,0.98100022150900279) (-0.14176133536687185,0.98990086564009161) (0.98908096035005866,0.14737317894721141) (-0.15943979445300302,0.98720765391318999) (-0.60485565922306028,-0.79633512512373761) (-0.18821820806747735,-0.98212723521541168) (0.99383279331121466,0.11088903885970397) (0.44730598121968496,-0.89438099217564782) (0.93173977000499453,0.36312670101638167) (-0.10960610790335501,-0.99397510085025709) (-0.53778155133463112,0.84308422061151078) (-0.71248191966586483,0.70169046890295217) (0.4272370677033161,0.90413963964659416) (-0.8065180141114302,-0.59120951693435664) (0.47843405502858538,-0.87812348504575755) (-0.82507817125604699,0.56501859377968944) (0.28170965121976138,-0.95949969901487819) (-0.9949066127803925,-0.10080095161181271) (-0.99453035264917944,-0.10444796627747333) (-0.87719635429822329,-0.48013181107473685) (-0.1918889907155481,0.98141663692958114) (-0.42134786378696631,-0.90689910005587793) (0.7028333033204045,-0.71135458650642636) (0.039191033369489148,0.99923173633718809) (-0.070356570803883328,-0.9975219059974163) (-0.35675549856161476,-0.93419779182251073) (-0.55673801940669154,0.83068813507062633) (-0.88548465765509865,-0.46466861423753708) (0.99693842720290404,-0.078190615589086687) (0.99561680854428336,0.093526309368525906) (0.47523529404912668,0.87985874735098257) (0.59553325370826482,-0.80333065653418678) (0.19654559561974111,0.98049468577982679) (-0.97380756069944685,0.22737377756591437)
 (0.99999999999999989,-2.7755575615628914e-17) (-0.9790059576694643,0.20383163357951914) (0.94672948850844507,0.32202992964713528) (-0.03154900698527012,0.99950220617977825) (0.90352572490269367,0.42853385448417347) (-0.49814766345128603,-0.86709221274211934) (-0.22906075702638526,0.97341212730811) (0.58962884907373536,-0.80767432814221785) (0.99344666992279851,0.11429660545834995) (-0.99957634495375691,0.029105508222469489) (0.18801789519066517,0.9821656026801554) (0.94948804326782654,-0.3138032117289995) (-0.6015345108815876,-0.79884681398779434) (-0.4467094073453251,-0.89467910749563673) (-0.13813104330825018,0.99041396136896986) (-0.31823351912014142,-0.94801235609479872) (0.40794728847545447,0.9130054818157034) (0.38445534577682516,0.92314358964552357) (-0.53849434753112546,0.84262912225784603) (-0.65984610236530705,-0.75140077268613004) (0.39850472872292075,-0.91716627782832927) (0.62306342246820123,0.78217131856276334) (0.94606573311412312,-0.32397473455076364) (-0.89455602378632404,0.44695583708863484) (-0.74827184074784525,0.66339223114521895) (0.94048219348534445,-0.33984296923284418) (0.69705102540433661,-0.71702152546681863) (-0.9456587683224863,-0.32516072009823038) (-0.22405106629114163,0.97457740569633722) (0.98611000584847941,-0.16609351692800359) (-0.9949066127803925,-0.10080095161181261) (-0.029023419211919754,0.99957873183519175) (0.37763537475688236,0.92595438534100039) (0.17899434504881742,0.983850102627705) (-0.99944137628391827,0.033420583054582148) (0.6441134826951993,-0.76492994542654791) (-0.1239600173544568,-0.992287213511029) (0.16102500421225524,-0.98695032702686925) (-0.93219973964152947,-0.36194425732737645) (-0.52089804717885158,-0.85361889883323105) (0.99966600425525209,-0.025843373160991612) (0.18723633440337703,-0.9823148960894299) (-0.93711961196806026,0.34900835643983241) (-0.89145938442644856,-0.45310061346020802) (0.80885652613882131,0.58800605449488197) (-0.63020891704118032,-0.77642560550369755)
 (1,5.5511151231257827e-17) (-0.24466303459699529,0.96960816802551231) (-0.7618034497869991,-0.64780823080031014) (-0.39314514630937875,-0.91947642380507943) (0.49884101123908331,-0.86669351301712738) (-0.32639324514479257,0.9452340712880869) (0.8230442894452743,0.56797719814401382) (0.54201534647420513,0.84036858829114247) (0.71675184014473681,-0.69732832987706328) (0.40073450400615163,0.91619422465923905) (-0.64095249368559026,0.76758055006508785) (0.36707284424229014,0.93019219896743777) (-0.073573594032306289,0.99728979051285305) (0.89568922113908012,-0.44468058101885777) (-0.99989764122563107,0.014307587896631224) (0.11895657761007838,-0.99289945746953578) (-0.8996840740896056,0.43654159805169812) (-0.95903950767008728,-0.28327234727010814) (-0.68527041837708125,-0.72828871589315536) (0.18823040738501029,-0.98212489721810559) (-0.94859280629943266,0.31649911190549579) (-0.18094420680787265,-0.9834933624700628) (0.42622167925194554,0.90461874849886492) (0.61481218947520855,-0.78867355203068712) (-0.041495181122280678,0.99913870405646366) (0.98416150400666691,-0.17727417756496811) (0.97028000158570049,0.24198495515807372) (-0.87040770485206442,0.49233162333346231) (-0.03924258915450346,0.99922971292713891) (-0.22405106629114169,0.97457740569633722) (0.28170965121976149,-0.95949969901487808) (0.88800712240745805,0.45982969733764067) (-0.39546717362921607,-0.91848011115196204) (0.9529873363585043,-0.30301012646498104) (0.62410248955889069,-0.78134248734239187) (-0.33302187246314502,0.94291910175854521) (0.48255448151927893,0.8758659557064995) (-0.84709228464082953,-0.53144582160553366) (-0.97557347668548444,0.2196733747812824) (-0.31035022151278729,-0.95062229092682449) (0.82274831955270467,-0.56840584327855059) (-0.76919587722274985,-0.63901306908663846) (0.98188802537992137,0.18946214823948293) (-0.48764906653862666,-0.87303974016307329) (-0.61110151639443744,-0.79155223242715878) (-0.56220119346891184,0.82700049459606251)
 (0.99999999999999989,5.5511151231257827e-17) (-0.85817046059568769,-0.51336484157077389) (-0.12142085517465145,-0.99260111622376146) (-0.96516833739095498,-0.26162966287862) (-0.929188155719191,-0.36960704981259429) (-0.64712391361645072,0.76238483748414687) (0.98399992021991567,0.17816890022447998) (-0.09189911427030012,0.99576832285242667) (-0.99369306922593048,0.11213422391201794) (-0.53473724398863853,0.84501839026818659) (-0.56831682305318643,0.82280981316142121) (-0.69602421262568837,-0.71801831135340211) (0.30401550350369766,-0.95266708436336489) (0.52283399390141927,-0.85243452230719285) (0.96108657412055709,0.27624734758040925) (-0.25542353808787366,0.96682925906835959) (0.27950876012591952,-0.96014314193919681) (0.85378323532024891,0.52062864604830339) (-0.21703528119183507,0.9761637601949692) (-0.66572216766679337,0.74619970214214615) (0.77065373672884752,-0.63725412361621092) (-0.58261295209135133,-0.81274974503558051) (0.9419771543863662,0.33567698850854422) (-0.74710276723993141,0.66470854905171595) (0.99375097680599289,-0.11161987321770162) (0.63671698933557508,0.77109757844999183) (-0.64793782646731812,0.76169322764011038) (0.73189140402031494,-0.68142128872025554) (-0.87040770485206465,0.49233162333346236) (-0.94565876832248619,-0.32516072009823055) (-0.8250781712560471,0.56501859377968944) (-0.57815112142796188,-0.81592970333944281) (0.32794598231987188,-0.94469647648345501) (-0.035248570035995686,-0.99937857607135983) (0.74332398816615575,-0.66893157244725832) (0.97321961871206875,-0.22987730151960745) (0.8408216098965513,-0.54131231311597938) (-0.45551111435190339,0.89023009649297313) (-0.89200866349065533,-0.45201830079944294) (0.81650519737438221,-0.57733808350101179) (0.080210449677075413,0.99677795108168488) (0.39532607625723598,-0.9185408501700173) (0.55085340805991356,0.83460201463259076) (-0.94615208802785478,-0.3237224526048984) (0.97465143581388936,0.2237288060709321) (0.38671690542475345,0.9221984792107949)
 (1,0) (-0.037572411959582108,-0.99929390764656456) (0.3953736503646228,0.91852037353417182) (0.41905036632084608,-0.90796298960164989) (-0.89126753430788352,-0.4534778740895159) (0.01655069847054369,0.99986302780937875) (0.02623358567648032,0.99965584026831777) (-0.61408182504251141,0.78924236591332286) (-0.024188227242740667,-0.9997074220304929) (0.79801208171470439,0.60264145014873138) (-0.53668616158130067,-0.84378194100557224) (0.13259712197914209,-0.99117001732439902) (-0.78891026361326966,0.61450841814058288) (-0.97828980128716636,-0.20724156122148579) (0.75562098616112328,0.65500910319849248) (0.99970716324947673,-0.024198920382637046) (-0.98811118273110887,0.15374098530232716) (-0.76100325266591173,-0.64874806314308486) (0.99524835072722118,-0.09736899082740702) (0.43069821395027391,0.90249601024051374) (-0.66575948302689791,-0.74616640956274594) (-0.003280596156384652,0.99999461882995133) (0.62439138374930203,0.78111164368458441) (-0.86724705156016391,0.49787804888366338) (-0.48554851905290058,-0.87420972063088831) (0.98869313320850782,0.14995295377665879) (-0.37447040742327975,-0.92723886564587243) (-0.64793782646731801,0.76169322764011049) (0.9702800015857006,0.24198495515807367) (0.69705102540433661,-0.71702152546681874) (0.47843405502858527,-0.87812348504575755) (-0.87353507130458508,0.48676121373923587) (-0.97275177532834689,-0.23184905347132884) (0.99172102610031931,0.1284110835969034) (0.50892649281105806,-0.86080998188626834) (0.60087117027005987,0.79934588054126476) (-0.14878684574516948,-0.98886929092433828) (0.17131508218664604,0.98521629230102792) (-0.98104458522075577,0.1937821503881017) (0.48086487874623363,0.87679471279676968) (-0.81739963464730725,-0.57607103492403555) (-0.34666253222317783,0.93798991932355846) (-0.99232978571064745,-0.12361875420607027) (0.52249479892969664,-0.8526424720194371) (0.88326660854373473,0.46887108914034104) (-0.090537100880205945,-0.99589308329971327)
 (0.99999999999999989,0) (0.33724494557212342,0.94141693562738438) (0.27753916568910941,-0.96071432356793407) (-0.15809573685911449,-0.98742378844494794) (-0.32588239719805184,0.94541031472924553) (-0.22883571824271121,-0.97346505538531902) (-0.86891279244603203,-0.49496521001343025) (0.98885272983273631,0.14889687270841157) (-0.23633758915335917,0.97167100602682244) (0.4155791037905614,-0.90955703971363655) (0.70363064024510225,-0.7105659167932743) (-0.97447767660357143,-0.22448442663424589) (0.9978663522673159,-0.065289685347075965) (-0.87639299081363542,-0.4815966420696165) (-0.066320647951191525,0.99779836222321727) (-0.99462813002543482,-0.10351271884221191) (-0.6766827463389572,-0.73627471829960744) (-0.038095817473273452,-0.99927409087349139) (0.96999647113517584,-0.24311899552545513) (-0.48190069811882708,0.87622583684378297) (0.80337789975087792,-0.59546952079167581) (-0.94251823417497127,0.33415472201914853) (0.348095866248189,0.93745894198141988) (0.96284831156630757,-0.2700428279253318) (0.57077118668509086,0.82110915988685274) (0.52356032930254581,0.85198860413776012) (0.9886931332085076,0.14995295377665874) (0.63671698933557497,0.77109757844999172) (0.98416150400666691,-0.17727417756496822) (0.94048219348534445,-0.33984296923284402) (-0.80651801411143009,-0.59120951693435642) (-0.2807164729293582,0.95979073856028707) (0.035645606380772354,-0.99936449343857858) (0.27423234968290566,0.96166346420532856) (-0.92431783915252885,-0.38162354778551005) (-0.95057628990535348,-0.31049109016165632) (-0.64605791182164329,0.76328839541333071) (-0.99843709629793354,0.055887071279065059) (0.41164851402268487,-0.91134269125445677) (-0.99513258963687679,-0.098545060975182674) (-0.4089746516070652,0.91254574369884522) (0.73724446150384937,0.67562608296445981) (-0.97254134808870374,0.23273015760276228) (-0.58112258188994781,-0.81381603868291985) (0.39099993840529712,-0.92039070408552748) (0.13428827872323379,0.9909423082084805)
 (0.99999999999999989,0) (-0.29547712738939802,-0.95534981404180452) (0.018856927789759892,-0.9998221923293823) (0.54213718786792564,-0.84028999133076554) (-0.21352536184573911,-0.9769375209544604) (0.94746976082240442,-0.31984535689475901) (-0.94022746244643707,-0.34054708758339786) (0.67245292609503282,-0.74013989365945432) (-0.97386196316382645,0.22714065400693445) (0.67088299062968937,-0.7415632224455071) (0.82176173406293951,0.56983124908157701) (-0.046633615511887549,0.99891206114667086) (-0.072060426897058438,0.99740026813482174) (-0.41492484268350149,-0.90985568906506908) (0.39321392770849073,-0.91944701155426101) (0.47950704826805302,0.877538028042808) (-0.54073791594197562,-0.84119112350448022) (-0.83483368965322957,0.55050223489099059) (-0.81084196260323615,-0.58526516356411729) (0.3883128212738659,-0.92152761913809822) (-0.93789897781061993,-0.34690850007140966) (0.20455890020379949,0.97885425694911909) (0.79274685927863719,-0.60955099631110266) (-0.99600564212170406,-0.089290317849879508) (0.31048007345409839,0.95057988827238371) (0.57077118668509097,0.82110915988685285) (-0.48554851905290058,-0.87420972063088831) (0.99375097680599278,-0.1116198732177017) (-0.041495181122280567,0.99913870405646366) (-0.74827184074784525,0.66339223114521906) (0.42723706770331615,0.90413963964659427) (-0.89504617094410466,-0.4459734878648019) (0.64283262761296411,0.76600666633927783) (0.90809570937146988,-0.41876268054964877) (-0.02902402881269317,0.99957871413485044) (0.21565100075898175,-0.97647050435312677) (-0.13552786088128782,0.99077353564017967) (-0.66756143915003596,-0.74455471589395894) (-0.83396364305696746,-0.5518193926088063) (-0.69038228237936594,0.72344474853070651) (0.48388278502577892,0.87513281869422288) (-0.55907013863193444,0.82912036526071975) (0.19568206522782056,-0.98066738976483525) (0.80453567575947726,0.59390432430673645) (0.66248399098245825,0.74907607203270987) (-0.98438415054001926,0.17603364498187682)
 (1,0) (-0.96698013507851488,0.25485175762301071) (0.99447656704661924,0.10495883762300577) (-0.93838635853564545,-0.34558796581219553) (-0.84788204159590974,-0.53018491447715943) (0.73822339590491837,0.67455631176248787) (-0.9567804954238428,-0.29081107884072555) (-0.81994443588723587,-0.57244311687499805) (0.92059878136996331,0.39050977419283472) (0.30498613067369884,-0.95235679243479254) (0.81653344042912179,-0.57729813845272493) (0.085179287952825339,0.99636564016622453) (-0.065333375469932023,-0.99786349269311647) (-0.24560192577203102,-0.96937077223169421) (-0.46527992912619648,-0.88516359366634689) (-0.99279938617492702,0.11978889268495621) (0.90562234539780317,0.42408509466401162) (0.36046979505890359,0.93277088657943918) (0.99249318812241127,0.12229992449144206) (0.25606444984578791,0.96665971133857398) (0.28835730476776938,-0.95752287951101667) (-0.67607747138099139,-0.73683054543842419) (-0.88766892734724689,0.46048222052777338) (0.98587346480056737,-0.16749182488147168) (-0.99600564212170406,-0.089290317849879522) (0.96284831156630768,-0.27004282792533191) (-0.86724705156016391,0.49787804888366338) (-0.74710276723993141,0.66470854905171606) (0.61481218947520866,-0.78867355203068723) (-0.89455602378632404,0.44695583708863473) (-0.71248191966586483,0.70169046890295228) (0.84218671556677638,-0.53918599399729117) (0.46018971046656604,0.88782060709396615) (0.90169137075150951,0.43238023996508562) (-0.08290709957733948,-0.99655728026023349) (0.10272353613211074,0.99470994522248324) (-0.079770741894716043,0.99681323663842181) (-0.31044947020798797,0.95058988341323136) (-0.99883823093648594,0.04818909025570229) (0.82179825304784015,-0.56977858093080147) (0.19914610782117304,-0.9799698096062337) (0.95798846062926457,-0.28680674556427799) (0.090539547290223579,-0.99589286089241613) (0.44466106960701507,0.89569890765588478) (-0.54311374650009214,0.83965913224512334) (-0.95225624844130174,-0.30529991369880582)
 (1,-5.5511151231257827e-17) (-0.73515334240945396,0.67790085052624727) (-0.33329481487039109,-0.94282265903006024) (-0.048030840877856973,-0.99884585313479057) (0.14795834268882815,0.98899359392706698) (0.85583097069599745,-0.51725559407081134) (-0.64192116702048718,-0.76677064062929345) (-0.99756154707911204,-0.069792261670828248) (-0.2124283745617242,-0.97717663995874571) (-0.43770145706898173,0.89912036706977783) (0.0426834199339578,-0.99908864754972659) (0.97514723067558529,-0.22155784460437958) (-0.63230290877714368,-0.77472126055244139) (0.76616522234883111,0.6426436431360445) (-0.71136628182653827,-0.70282146600704198) (-0.075363165380425368,0.99715615291881099) (-0.32475999823749579,0.945796459892287) (-0.98827485330078735,-0.15268534419946572) (-0.1498415234514209,-0.98871002718176115) (-0.94859224122343566,-0.3165008055135104) (0.7528931271074758,0.65814279541321996) (0.27577815754129831,-0.96122131053318238) (0.068582037153375297,-0.99764548020822263) (-0.88766892734724689,0.46048222052777343) (0.79274685927863731,-0.60955099631110277) (0.34809586624818928,0.93745894198142021) (0.62439138374930203,0.78111164368458463) (0.94197715438636642,0.33567698850854411) (0.4262216792519456,0.90461874849886503) (0.94606573311412323,-0.3239747345507637) (-0.53778155133463124,0.843084220611511) (0.98423795476428078,0.17684922505181339) (-0.91047982462173405,0.41355348983750401) (0.98386098483447593,0.17893452020372164) (0.30410782814688669,-0.9526376167566476) (-0.6458564943329862,-0.76345883237271295) (-0.66509200426346204,-0.74676142499784481) (0.2256730758949092,0.97420309115508963) (0.87216894816368917,0.48920478928465727) (-0.15477647277790491,-0.98794951463849157) (0.084080602864334691,0.99645895661686457) (-0.99737097124188623,0.072464789546496516) (-0.28604345566835337,0.95821664641630389) (0.86955184785630912,0.493841658722387) (-0.53205804713269478,0.84670788025230026) (-0.43449816189264534,-0.90067271931146786)
