# Created by Octave 5.2.0, Sat Sep 18 00:12:53 2021 CEST <ania@ania-bania>
# name: F_norm
# type: scalar
3.4552145577392884e-12


# name: H
# type: complex matrix
# rows: 51
# columns: 51
 (1,0) (-0.37835044331261342,0.92566243417627003) (-0.51041826142416435,0.85992627498217589) (-0.053196690680173075,0.99858405359822577) (-0.99326831407984384,-0.1158363338723154) (-0.83742631124028943,-0.54655024768312133) (-0.81439065241927211,0.5803170385677896) (0.47338840957958261,0.88085379812753717) (-0.94861706909229238,-0.3164263835819473) (0.72519912290084365,-0.68853920160281068) (0.41254360360698145,-0.9109378546986302) (0.98228245129497405,0.18740647234801455) (-0.72644260436538444,0.6872271404439938) (-0.32830491535720208,-0.94457179851628958) (0.75308650736967786,-0.65792150931378568) (0.057860203338750693,-0.99832469511155564) (0.87040294318405242,0.49234004153281219) (-0.99287277020741238,-0.11917911805615705) (0.38923834339714591,-0.92113707559159308) (-0.099333393039837181,-0.99505420808475686) (0.92660829556489577,-0.37602801303934141) (-0.6736304164446264,-0.73906837440160678) (-0.94510846429871376,-0.32675677607498727) (-0.34942930749606166,0.93696273088250692) (-0.15759353506436208,-0.9875040646528479) (-0.13663307097631477,-0.99062172594566111) (0.64839721482624968,0.76130220793423864) (0.39218032001520187,0.91988836093993531) (0.97095969108884062,-0.23924313632923455) (-0.22059682484696375,-0.97536508081201434) (-0.99996406906834401,-0.0084770615355354018) (-0.896632166190378,0.44277619465450768) (-0.99858951400444174,0.053094091200035276) (0.26423977549843269,0.96445701876471057) (-0.22093262520210927,0.97528907259401965) (0.41866959734754339,0.908138628325456) (0.75135113488771965,-0.65990262319748838) (-0.91193446982789661,0.41033586577303749) (0.48482846860267909,0.87460925905935638) (0.85141700747762961,0.52448935106237027) (0.99666262251724302,0.081630979885340682) (0.035833544315865995,-0.99935777232268108) (0.4956800516145714,-0.86850520230529771) (0.49873862097928479,0.86675243751816422) (-0.62890070695158862,-0.77748562738855775) (-0.63529108193867401,0.77227277642629566) (-0.78117427206072476,0.62431302779166153) (0.80096736366049504,-0.59870801092915649) (0.94997585052772182,0.31232336354190426) (-0.89875903233072219,-0.43844292878769148) (0.987279838324021,0.15899220370470513)
 (1,1.3877787807814457e-17) (-0.8927344719846052,0.45058313609186357) (0.99602126535029689,0.089115873838473247) (0.78148519329940525,-0.6239237875364253) (-0.10697692884860226,-0.99426150317415363) (0.04728091837773403,0.99888163200519997) (0.14427809609658854,-0.98953718019422698) (0.092479325769765697,0.99571460484677676) (-0.15956369909342166,0.98718763461240711) (0.52619450138983326,0.85036424354926443) (0.26246396531414229,-0.96494179457186446) (-0.96135960153104361,0.27529568929439041) (0.87061176473820534,0.49197068520332876) (-0.026859885868575545,0.99963920818020346) (-0.63833786443355256,0.76975630613228585) (-0.994439721431021,0.10530736175688543) (-0.081230766825915068,0.99669532080815204) (-0.60197275749919854,0.79851662426578329) (0.86900448203836,-0.49480421400514474) (-0.56069070831157741,0.82802531942752733) (0.59682771742073015,-0.80236941349877122) (-0.12719893276724409,0.99187722602290418) (-0.79078822189425835,-0.61208985297366636) (0.41624003939721849,0.90925476605988154) (-0.76342041044036657,0.64590190967596106) (-0.45777474640356514,0.88906820973148237) (-0.63038525535084988,-0.77628244205072494) (-0.96328722418126167,0.2684729478535316) (-0.63818423947200842,0.76988367724581774) (0.027007897208497819,0.99963522021204065) (-0.73337961975425692,-0.67981933874310352) (0.05433109283247569,-0.99852297537494139) (-0.97454703781325136,0.22418311954608533) (0.51516882622068949,-0.8570887238147451) (-0.6701426063047462,0.74223236739924603) (0.20039794510907089,-0.97971458272094225) (0.30040724236167832,-0.95381103408204326) (0.010847249630566429,-0.9999411668570648) (-0.55550571742018939,0.83151271662763981) (-0.69375538460667052,0.72021070967408796) (0.86825023325632877,-0.49612652867019669) (0.9966626225172428,0.081630979885340585) (0.68252031021416126,-0.73086662678301062) (-0.99739609616230651,-0.072118148618746256) (0.31615893862054739,-0.94870623774187768) (0.61892933730845123,-0.78544667254939782) (0.9980257381784724,0.062806257119175105) (0.089529477149508124,-0.99598417292713648) (0.97101255765813221,-0.23902847711143432) (0.15529543649741204,-0.98786807186136494) (0.61249972444297218,-0.79047080120475477)
 (1,0) (-0.82316776606077346,-0.56779822905545041) (-0.30034016175716483,0.95383215883911321) (-0.048923899742451926,-0.9988025090246776) (-0.97202567414917052,-0.23487462356512143) (-0.69622626974881774,-0.71782238841627999) (-0.83066645864442779,-0.55677036063633789) (0.17089740961192665,-0.98528882840918153) (-0.99812656125496479,-0.061183067243663625) (0.93750159668934774,0.34798097103854153) (0.028616970985604728,0.99959045062045349) (-0.80644569511311848,-0.59130816063497338) (-0.43731945768012953,-0.8993062281194053) (0.69718660036092517,0.71688970161189092) (0.85034312178381344,0.52622863399378794) (0.69286593783106254,0.72106642703254775) (0.54938197430206626,0.83557132927832933) (-0.28311048034322739,-0.95908730359640182) (0.88202558330057523,-0.47120151782787512) (-0.73233426537929391,-0.6809453162709671) (-0.671392953602582,-0.74110154624908819) (-0.60760590631857481,0.79423866854163239) (-0.85513222610613626,0.518409949629416) (-0.82362394524434257,0.56713631238014273) (-0.91421689277804075,0.40522521264015704) (0.53795511876947133,0.8429734813086992) (-0.84241530505591511,0.5388287796763781) (0.68012187375371824,0.73309906345713305) (0.31815371322999531,-0.94803914199677042) (0.39600612524335238,-0.91824786891652987) (-0.42899702398280232,0.90330590245713449) (0.95713652826589657,0.28963712859213175) (0.97748485708572341,-0.21100557852365065) (0.99138856088749394,-0.13095312650489555) (0.50322307784836617,0.86415654480008441) (0.97722213711258221,0.21221897826800046) (-0.9050435352188948,-0.42531893839621465) (0.51165243699421126,-0.85919251842523314) (0.4995606740592789,-0.86627890020098985) (-0.20700944232553709,-0.97833894473647232) (-0.69375538460667074,0.72021070967408818) (0.85141700747762949,0.52448935106237005) (-0.293166243487408,0.95606148007305081) (-0.19355132226715854,-0.98109015164185576) (-0.4045186380359363,0.91452975428990646) (0.39047753574126931,0.92061245596691599) (-0.44189335051571038,-0.89706759320019658) (-0.94694605593111447,-0.3213925437164224) (0.99995602823806207,-0.009377717758839943) (0.61955103212676976,-0.7849563800560182) (0.13782901365122158,0.99045603789160808)
 (1,0) (0.16866930249486947,0.98567269739801411) (0.82364465588356128,0.56710623416995276) (-0.56994303651872846,-0.82168420644661699) (0.9960783229144432,0.088475842013193681) (0.93173557396163931,0.36313746737891689) (-0.78682256784516547,-0.6171792662829152) (0.1552281405354852,0.9878786486132225) (-0.43292466733083346,-0.90143010401055756) (0.86934601715500626,-0.49420390777159118) (0.1073992859591912,-0.99421596918146282) (-0.42125058072573107,-0.90694429169504243) (-0.95099859305692169,0.30919520695466629) (-0.58902462833300329,0.80811508290413692) (-0.85078506671098597,-0.52551381548117093) (-0.99437184877478491,0.10594633719110218) (-0.90300231159859612,0.42963568898262533) (0.15190196283452662,0.98839556539221674) (0.81027837884250176,-0.58604517639884368) (-0.0027015942696863547,0.99999635068754034) (-0.97692635354541113,-0.21357644942373136) (0.074832598585706026,-0.99719611019542809) (0.71232143468437703,0.70185338475295367) (0.53251462526569915,-0.84642080189355562) (-0.20507907701588221,0.97874540722820114) (0.49206284687774704,-0.87055967901261577) (0.68582614267495601,-0.72776541689170793) (-0.98681577715087743,-0.16184752690754622) (0.79901068446564172,0.60131682673091313) (0.74216534944087198,-0.67021682617590417) (-0.99457104236067273,-0.10405979866211196) (-0.70838099428978207,0.70583026779034563) (0.73412318561750267,-0.67901630933195667) (0.77778705652220392,0.62852787902089324) (0.92013501993286462,-0.39160125777777371) (-0.96881535159451471,0.24778380599785302) (-0.94863197007513478,0.31638170830714518) (0.10182968499887862,0.99480184723040432) (-0.96214146875783568,-0.2725505349407682) (0.4995606740592789,-0.86627890020098985) (-0.55550571742018928,0.83151271662763993) (0.48482846860267897,0.87460925905935627) (0.99998553938922996,-0.0053778259932178232) (0.14848787574587147,-0.98891422821013941) (0.58413759476555516,0.81165464970115886) (-0.47160709675011303,0.88180879236653098) (-0.66593693451483138,-0.74600804234873197) (0.56804802173228508,-0.82299541007591592) (-0.85505688923620971,0.51853419961433844) (-0.99196533939223652,-0.1265099420774389) (0.92132046332555451,-0.38880406872558682)
 (0.99999999999999978,0) (-0.99580906763293764,-0.091456551542401232) (0.99588557652309917,0.090619636245396901) (-0.047415780669826352,-0.99887523932844779) (0.20634433145400122,0.97847944121315855) (0.46549970182473521,-0.88504803688901212) (-0.47694901553665786,0.87893096235063273) (-0.98386774826009127,-0.1788973279107868) (-0.87065227349267116,0.4918989923368956) (-0.72151330910732603,0.69240056671048389) (0.87581975364278231,-0.48263833159943115) (-0.99929575487924305,0.037523249863583741) (0.43497444001159935,-0.90044280025807089) (-0.85687887571758092,0.51551779052616753) (0.79915780268569592,0.60112129092769107) (-0.15346913664379419,0.98815344157565643) (0.88870419501458953,0.45848102879341851) (0.2436299611993363,-0.96986826012918381) (-0.22852459545711215,-0.97353813960787683) (-0.99178739450592712,-0.12789747495215661) (-0.96375684787857319,0.26678219237265888) (0.96007992580549506,-0.27972582302196464) (0.44477220555244862,-0.89564372669494141) (0.54368617169817757,-0.83928859559997604) (0.99811526805866846,0.061367024273437182) (0.98532904370299412,-0.17066539085396887) (0.50421534096122866,-0.86357795822921857) (-0.1766823037515681,0.98426793280134262) (0.24343640983822268,-0.9699168595117188) (-0.98845960612628436,0.15148467597968907) (0.71347459384294842,-0.70068110003099915) (0.65117540263131624,-0.75892726595368509) (-0.99996803009781821,-0.0079961729770890166) (-0.39576874598233291,0.91835020537023782) (-0.62073684981357957,0.78401898145613813) (-0.99081698667406437,-0.13520983291951144) (0.50128740545815598,0.8652808429227028) (-0.82410863699629378,0.56643177385110854) (0.10182968499887876,0.99480184723040432) (0.51165243699421126,-0.85919251842523303) (0.01084724963056638,-0.99994116685706491) (-0.91193446982789628,0.41033586577303743) (-0.69484201935153378,0.71916240734863068) (0.10698311449870235,-0.9942608376136276) (-0.99982076728342661,0.018932335005924783) (-0.95878740098841686,0.2841244792443729) (0.91121281654920694,0.41193592093487563) (0.82862169565090649,0.55980897232594828) (0.99997451490179301,-0.0071392959679324464) (0.14730606796282156,0.98909095756726673) (0.77783050558237377,-0.62847410812656235)
 (1,0) (-0.93165993043369077,-0.36333149330091852) (-0.59081197743212377,0.80680927567966143) (-0.27579906721940745,-0.9612153112185079) (-0.59029342398897944,0.80718874719321687) (0.89246019010903888,0.45112615649122689) (0.62940966596598935,0.77707365956424423) (-0.28801164101460447,0.95762690785089788) (0.10153591797525734,-0.9948318739168539) (0.52361526196129693,0.85195484471959837) (-0.89097881943793911,0.4540448692728053) (-0.3602601718900072,-0.93285186849240265) (-0.42886678798697286,-0.9033677424846025) (0.4820574230246305,-0.87613962409358803) (0.24382015051144304,0.9698204649338823) (0.50200831070740115,-0.86486279604379568) (0.85041078924614566,-0.5261192731061437) (-0.99231464609450803,0.12374022444753333) (-0.43342870924940841,0.90118785721867645) (-0.72021553775430935,0.69375037237990644) (0.13533467982645478,-0.99079994168159424) (0.88301956791762715,-0.46933617234831665) (0.92763529708766401,0.37348728973965017) (-0.85873344105934935,-0.51242255727705022) (0.93767548186651561,0.34751214468904779) (-0.036379042104323252,-0.99933806356786203) (0.99247356767766393,0.12245904401534784) (-0.22856780659457943,0.97352799537996493) (-0.85708277970295288,-0.51517871533735327) (0.26774733508152515,0.96348916161871245) (-0.99627537329578897,-0.086228652803644876) (-0.10857427582556964,0.9940883394492358) (0.97799266951111552,0.20863925417454368) (0.99166313537347917,-0.12885738605610642) (-0.77933988859504022,-0.62660141880198716) (0.996568994703526,-0.082766169390604827) (-0.14071945108530143,0.99004951193676749) (0.50128740545815598,0.86528084292270291) (-0.94863197007513478,0.31638170830714507) (-0.90504353521889458,-0.42531893839621471) (0.30040724236167832,-0.95381103408204349) (0.75135113488771965,-0.65990262319748827) (-0.42502967613714959,-0.90517941558717585) (0.39840137875180393,0.91721117601599578) (-0.97601242681177602,-0.21771481968156992) (0.56220301231933412,-0.82699925812484865) (0.074302653051322332,0.99723573730063109) (-0.89740576058935395,-0.44120618860238359) (-0.26011425426069096,0.965577844987345) (0.62130660216774936,-0.7835675504401326) (-0.62413747368668215,-0.78131454225554997)
 (1,0) (0.35814323995894598,-0.93366665340029653) (-0.61630145702584638,-0.78751032632455475) (-0.25353896567806622,0.96732517432500542) (-0.92342998812209076,-0.38376693061913725) (-0.96401783738765645,0.26583756167709643) (-0.64614949054543203,-0.76321087247750619) (-0.62833405191290725,0.77794364783492476) (0.20692671618889935,-0.97835644533436106) (0.059294168401038023,-0.99824055296988623) (-0.96557777848229276,0.26011450113591716) (-0.94217133412735332,0.33513158184313013) (0.70314825186744556,0.71104327287145053) (0.92268487409591615,-0.38555495472709106) (0.71228442685317961,-0.70189094257045437) (0.36240768079017943,0.93201967409721587) (-0.18665114565375088,-0.98242625668603334) (-0.91677794842159643,-0.39939728753195941) (-0.072502438273471442,0.9973682351290365) (0.093254628024328268,0.99564229236811863) (0.72155982681961861,-0.69235208985026642) (-0.99610428365858783,0.088183082714328426) (-0.17132299492229316,0.9852149163562538) (0.89857444541309406,0.43882110939486951) (0.95155738704521442,0.30747120053700233) (0.96852502412387864,0.24891620607310297) (0.96833527999837166,0.24965333066168346) (-0.17968127426718949,-0.98372488007456327) (0.5552345221799172,-0.8316938291099919) (-0.018690721734394004,0.99982531320278023) (-0.99927004536186825,0.038201785854684478) (0.56866573398874587,0.82256871019205768) (-0.38547530312918477,-0.92271815343443842) (0.067356596976039143,-0.99772896562332591) (-0.99083385956540504,-0.13508613081555418) (-0.99672765871599034,0.08083300285485176) (0.996568994703526,-0.082766169390604924) (-0.99081698667406448,-0.13520983291951152) (-0.96881535159451471,0.24778380599785296) (0.9772221371125821,0.21221897826800051) (0.20039794510907083,-0.97971458272094247) (0.41866959734754344,0.90813862832545578) (-0.73683170631431172,0.67607620618532516) (-0.05171156498767663,-0.99866206198419327) (0.29843434928149271,0.95443016463695618) (0.6749566220537293,0.73785741057863774) (0.72097368114725002,-0.69296244565847276) (0.99886879419910857,-0.047551361444534715) (0.99276490181245958,0.12007435083853324) (-0.80467399384871852,0.59371690528698795) (-0.99040164508690864,-0.13821932357357986)
 (1,5.5511151231257827e-17) (0.90200200244009499,-0.43173184686105803) (0.99608593315366889,0.088390122600825016) (-0.27795005354964442,-0.96059552764508949) (-0.1166733689004415,0.99317034036938434) (0.24884073693433334,-0.96854441696908622) (0.62997569542395226,0.77661484867023767) (0.98800911620914733,-0.15439555138550493) (0.97654824330121204,-0.21529869601400276) (0.79811275830470918,-0.60250811200452359) (0.44879212551557057,0.89363618328445416) (-0.81124374421419765,-0.58470812160712327) (0.99998703400901401,0.0050923289226009194) (-0.99966927891939239,-0.025716391364017932) (0.79484585326205781,0.60681139537101669) (0.98957950034844422,-0.14398754282968501) (0.32064989437290092,0.94719778570193236) (-0.99936807384667181,0.035545083710577963) (-0.97901888138474613,0.20376955094462024) (-0.28498213232355141,0.95853282899248182) (0.61836088028485114,-0.78589428152477647) (-0.22864613750500179,-0.97350960129011832) (0.97127211500197763,-0.23797159204320828) (-0.84244168333148539,0.53878753714764427) (-0.55125961946634927,-0.83433376531566128) (0.56753715865680154,0.82334778407654086) (-0.96312259173834724,0.26906295412635478) (0.64955466153396257,-0.76031489639458449) (-0.80488529807384135,0.59343041457662971) (-0.67912489977045876,-0.73402273160425413) (-0.53216475334111013,-0.84664081835297567) (-0.028672214849333466,0.99958886753285792) (-0.34410791911068922,-0.93893010389767972) (-0.97598306488899467,-0.21784640701622426) (-0.88673357014955945,0.46228084058267366) (-0.99083385956540515,-0.13508613081555404) (-0.77933988859504044,-0.62660141880198716) (-0.62073684981357968,0.78401898145613813) (0.92013501993286484,-0.39160125777777388) (0.50322307784836628,0.86415654480008441) (-0.67014260630474642,0.74223236739924625) (-0.22093262520210905,0.97528907259401976) (0.29971219053411136,-0.95402966560021185) (-0.9199114630479146,-0.39212612786328443) (0.72641616755387184,-0.68725508475118069) (0.87501753732009768,-0.48409122010450678) (-0.22345648696040371,0.9747139059412836) (0.019316727432075742,-0.9998134146136044) (-0.93088835969856654,-0.36530379381785977) (0.020338538568636877,0.99979315053109641) (0.397976456608856,0.91739562893283666)
 (0.99999999999999989,5.5511151231257827e-17) (-0.10138688844533955,0.99484707309784592) (-0.98451489519034463,0.17530094451635753) (-0.85150927420231071,0.52433954261284377) (0.99195689653215102,0.12657612500898452) (0.4990689505301924,-0.86656227855630641) (0.37741862963364786,-0.92604275171583506) (0.40224182635138378,-0.91553345822721599) (0.87592336688313266,-0.48245026204586139) (-0.86577619365736291,0.50043139639330891) (-0.58380617803083557,-0.81189306345910328) (-0.56511716890975427,-0.82501065775140492) (-0.99867593950198352,0.051442860144181812) (-0.21060709564398061,-0.97757079092227461) (0.99871258567153443,0.050726435132621983) (-0.96567187218602202,-0.25976496158784163) (-0.43308975396266669,0.9013508001952073) (-0.3651160604513744,0.93096200910695148) (-0.10345986323088163,-0.99463362938332067) (0.53049826338609329,-0.84768602238348212) (-0.026207390717735757,0.99965652734914712) (0.98421939031030203,0.17695251266146733) (-0.98636781689191566,-0.16455555232157365) (-0.90751239442559073,0.42002530157587942) (-0.48958424968433056,0.87195599800736423) (0.81454579158774343,0.58009926168430082) (0.83672600674920716,-0.54762175781235489) (-0.74502123717951363,-0.66704074549572157) (0.71757908972163742,-0.6964770276141663) (-0.98903244645517285,-0.14769840845075205) (-0.71200720158963071,0.70217216185526554) (0.053679320422559462,-0.99855822592322618) (0.67469583588522697,0.73809588065447951) (0.72567503855127402,-0.68803759957111199) (-0.97598306488899467,-0.21784640701622449) (0.067356596976039296,-0.99772896562332591) (0.99166313537347928,-0.12885738605610647) (-0.39576874598233319,0.91835020537023793) (0.77778705652220403,0.62852787902089335) (0.99138856088749372,-0.13095312650489543) (0.51516882622068971,-0.8570887238147451) (0.26423977549843269,0.96445701876471046) (0.063638567788745937,0.99797301200472655) (-0.41408189442791021,0.91023963037597022) (0.9701504054671739,0.24250400155847868) (0.9163206824901371,-0.40044526072959979) (-0.84625380590168897,0.53277996959053153) (-0.9999211747600032,0.012555646799873144) (-0.54967627828618382,-0.83537775233090006) (0.71004957975587601,0.70415168414802221) (-0.68455529459249775,0.72896093766769743)
 (1,5.5511151231257827e-17) (0.87320582985501183,0.48735159659862026) (-0.71143751341813888,-0.70274936108217156) (-0.39784205614886559,-0.91745392165450923) (-0.965320125369452,-0.26106906281042075) (-0.80755438930606904,0.58979310636230931) (-0.48403099972214386,-0.87505085069839206) (-0.31379736154982707,0.94948997671611224) (-0.89019526292940609,-0.45557918505792366) (0.3922316383980945,0.919866480441347) (0.99564390051176721,-0.093237456924246787) (0.93900249814057613,-0.34391032041180908) (-0.64553843242603881,0.76372778675449682) (0.99039118023132788,0.13829428809607491) (0.97582628482436529,0.21854761917229215) (-0.06892233198606823,0.9976220287030525) (-0.30326490130643546,-0.95290629110925162) (0.015212045114695316,0.99988429014732727) (-0.65422506595858143,0.756299916085867) (0.87635531273961964,-0.48166520097785476) (-0.76232155260744938,-0.64719846293865912) (0.055035050317266798,0.99848442313166741) (-0.55587908297931632,-0.83126316236560738) (0.37055262617501422,-0.92881147238543038) (0.49354979882603578,0.86971753810001973) (-0.85198405770694086,-0.52356772762767778) (-0.49727990863121802,-0.86759016388598431) (0.73835179192422906,-0.6744157703985445) (-0.9428372431420301,0.33325355653665967) (0.40828225338614921,-0.91285573973653378) (0.86589493074271373,0.50022591787518733) (-0.24149839712086996,0.97040121815053293) (-0.9529324667007486,0.30318264117130733) (0.67469583588522697,0.7380958806544794) (-0.34410791911068911,-0.93893010389767972) (-0.38547530312918482,-0.92271815343443853) (0.97799266951111563,0.20863925417454354) (-0.99996803009781843,-0.0079961729770890999) (0.73412318561750278,-0.67901630933195678) (0.9774848570857233,-0.21100557852365054) (-0.97454703781325147,0.22418311954608522) (-0.99858951400444163,0.053094091200035387) (0.98930629304433948,-0.14585286607694214) (-0.89321349958526031,-0.44963278812676533) (-0.77981184616892585,-0.62601396515941699) (0.84046441700149555,-0.54186673984877376) (0.061029878547912142,0.99813593960162716) (-0.92403043562486731,0.38231891666371121) (0.20489630386043084,0.97878368634970814) (0.97302776650192047,0.23068802659927845) (0.92404838630150632,0.38227552860938763)
 (0.99999999999999989,8.6736173798840355e-19) (-0.76483815719903936,0.64422247189334114) (-0.022311125589166526,-0.99975107585585521) (0.61529323579303108,0.78829831535233208) (0.71885597032203219,0.69515904218557345) (0.13147210358481359,0.99131987066687444) (-0.96270977005088598,-0.27053631669065792) (-0.97775132774286766,0.2097673499309699) (-0.67427622711054491,0.73847922757079931) (0.59369602621394901,0.80468939874820566) (0.92513572469811312,0.37963652470130504) (-0.85735188526681516,-0.51473074983861844) (0.96694424300527337,-0.25498790347572914) (0.31183893488066478,0.95013497919637002) (-0.59542915886909131,-0.80340781472950606) (-0.82517153873724858,-0.56488222813077882) (-0.13972429877076403,-0.99019044649652999) (0.91731535306718814,-0.39816145346732057) (-0.77383457764921904,-0.63338775361894439) (0.62566589324723798,-0.78009114212835695) (0.99999240508930576,0.0038974047377140168) (0.83292155618116104,-0.55339107442092672) (0.44451823278338087,0.89576980342224877) (0.013387331450708528,0.99991038566294477) (0.6120469494028582,-0.79082142846955883) (-0.114757107519078,-0.99339358074925499) (-0.97444885802054027,0.224609490232385) (0.94943065938886284,-0.31397678737832035) (0.99252126452115508,0.12207186192284349) (-0.35018164729189766,-0.93668181038169107) (-0.40123983402729291,-0.91597303213017911) (-0.33080128349048915,0.94370043490560385) (-0.24149839712087007,0.9704012181505326) (0.053679320422559483,-0.99855822592322607) (-0.028672214849333581,0.99958886753285769) (0.56866573398874576,0.82256871019205768) (-0.10857427582556961,0.99408833944923569) (0.65117540263131635,-0.75892726595368498) (-0.70838099428978218,0.70583026779034552) (0.95713652826589635,0.28963712859213175) (0.05433109283247578,-0.99852297537494161) (-0.89663216619037778,0.4427761946545074) (-0.90910852243194518,-0.41655935284373441) (-0.73481893294619238,-0.67826332333674277) (0.4734549445765221,0.88081803765365674) (0.21878030011968821,-0.97577414409254282) (-0.99021402237789136,-0.13955712051412084) (-0.89145699675319467,-0.45310531109199176) (-0.97493436147974299,0.22249267584814733) (0.82496456069352031,-0.56518445980027665) (-0.20410608556062018,0.97894877590050844)
 (1,-5.5511151231257827e-17) (0.4910538813537797,0.87112920144339023) (0.5021905091726907,-0.86475701355749435) (0.95733030928998031,0.28899598425370232) (-0.64555814628479891,0.76371112324316592) (-0.84759228952964971,-0.53064801020064312) (0.57384270532569559,0.81896553623732593) (0.72856227326067002,0.68497957194448467) (-0.38588277710745938,0.92254782116259904) (-0.18097294172618167,-0.98348807535372584) (0.33680604017995247,-0.94157404982204573) (-0.93567852476876034,0.35285364995500285) (-0.73158474088272396,0.68175051661701092) (-0.88661951933830674,-0.46249954370607271) (-0.78763393780271562,-0.61614347356877441) (0.99747147519705903,-0.07106796865121584) (0.54621393793992223,-0.83764570911583147) (-0.05484297220421408,-0.99849499167487399) (0.88776423827973316,0.46029844365543782) (0.74160365792200866,-0.67083829240488702) (-0.20028917579595756,-0.97973682489685809) (0.89108448777219129,0.45383745510014639) (-0.72103606699721301,-0.69289753217138728) (-0.95471285316038501,-0.29752876837436637) (0.89941726681836531,0.43709104331818632) (0.31863274155961924,0.94787824956910627) (-0.76104178486701768,0.64870286085881412) (-0.9870278731726716,-0.1605489881009558) (0.66677918149168813,-0.74525534089282319) (0.95793693101358079,0.28697880792887764) (-0.53651069123463735,0.84389352301753151) (-0.40123983402729324,-0.91597303213017933) (0.86589493074271373,0.50022591787518733) (-0.71200720158963049,0.70217216185526565) (-0.53216475334111002,-0.84664081835297544) (-0.99927004536186836,0.038201785854684644) (-0.99627537329578897,-0.086228652803644723) (0.71347459384294853,-0.70068110003099937) (-0.99457104236067284,-0.10405979866211185) (-0.42899702398280226,0.9033059024571346) (-0.73337961975425725,-0.67981933874310352) (-0.99996406906834401,-0.0084770615355352907) (-0.20923347514022733,0.97786571311235904) (0.99803749376370332,-0.062619174714026948) (0.99962301151568034,-0.027456053036216843) (0.69063648264623112,0.72320208022243093) (0.43573448111488966,0.90007525350247719) (-0.65392553612020299,-0.75655891588819624) (-0.73447101938102199,0.67864005311314135) (0.90814591809751688,-0.41865378469902426) (0.90424673999529215,-0.42701034320949399)
 (1,0) (-0.9911107115425648,-0.13303968379991721) (0.9777748677325504,-0.20965759712111065) (-0.99660366455146154,0.08234765207704009) (-0.7427502359877256,-0.66956858270097652) (0.41831027446355362,0.90830419699472464) (0.66445389627397,-0.74732925790867766) (0.86971601878540117,0.49355247610368891) (-0.42414296039933685,0.90559524576031913) (0.99269577212239812,0.12064453576655609) (-0.12653056383193989,-0.99196270918636875) (-0.97128219296002627,-0.237930455467042) (-0.84401776396246053,-0.53631521898582646) (-0.59336201297548263,0.80493572510958489) (-0.5121749675178987,0.85888113417867551) (-0.30167290192324009,0.95341148527024333) (-0.8508719206157408,-0.52537317661608596) (0.25796156634271006,0.96615517919742899) (0.090963439436520244,0.99585423264947803) (-0.2918840765506806,-0.95645370293399989) (0.82275554257006167,0.56839538806208134) (0.6119669556647398,0.79088333221432405) (0.62244370082363587,0.78266457649811583) (-0.5680853913897802,0.8229696155323869) (-0.15557465204568299,-0.98782413801286728) (0.11590212383636384,-0.99326063935414921) (0.26520887566575546,0.96419098329537012) (0.32276061480706125,-0.9464806313545755) (0.28254128219951952,-0.95925514012334689) (0.025486118373305777,0.99967517612985701) (0.95793693101358102,0.28697880792887781) (-0.35018164729189771,-0.93668181038169129) (0.40828225338614932,-0.91285573973653389) (-0.98903244645517296,-0.14769840845075216) (-0.67912489977045876,-0.73402273160425446) (-0.018690721734394011,0.99982531320278045) (0.26774733508152521,0.96348916161871245) (-0.9884596061262847,0.15148467597968901) (0.74216534944087198,-0.67021682617590406) (0.3960061252433526,-0.91824786891652987) (0.027007897208497722,0.9996352202120411) (-0.22059682484696364,-0.97536508081201445) (-0.24362444852796633,-0.96986964489020089) (0.93404953413523206,0.35714348346532832) (-0.18766256261743519,-0.9822335580664403) (-0.34300605948712132,0.93933319070238108) (0.70593581259749483,-0.70827581385525185) (-0.61066129261993496,-0.79189190278456745) (0.28462390321329717,-0.95863926151583967) (0.30197811687485787,0.95331485718450626) (-0.36556978156075504,0.93078393562073269)
