# Created by Octave 5.1.0, Fri Sep 17 16:03:16 2021 GMT <unknown@Ola>
# name: F_norm
# type: scalar
2.2194166775262235e-13


# name: H
# type: complex matrix
# rows: 37
# columns: 37
 (1,-2.7755575615628914e-17) (-0.88512640699205436,-0.46535066739539255) (-0.81971131455099455,-0.5727768857042691) (0.98903660785884817,0.14767053976695238) (-0.50613936950463723,0.86245170220566569) (-0.98655605880438768,-0.1634232016463813) (0.54430430742120306,0.83888784764277402) (0.93636281546096967,0.35103372747074812) (-0.97877689143819235,0.20492876027192727) (-0.00044584441340175807,0.99999990061137511) (0.98660519794452661,0.16312628049717409) (-0.23743819565667401,-0.97140264733183856) (0.99918979010129882,0.040246283770348168) (-0.94806832142980579,-0.3180667507006536) (-0.37832377042839038,0.92567333586360179) (-0.90678159097975408,-0.42160069527958116) (0.1461496326888197,0.98926249543026956) (0.48136206328725523,0.87652185598981902) (0.62313980165614968,0.78211047019710433) (-0.13567726387146081,-0.99075308733728151) (-0.64379876349472109,0.7651948458547464) (0.068619173805512704,-0.99764292659560783) (0.99968786699446766,0.024983366147373565) (-0.96298321842108503,-0.26956134930544134) (0.75585929507006522,-0.65473408805116129) (-0.045209875341256395,-0.99897751084377706) (0.94138520798258174,-0.33733349995455919) (-0.98379270799094265,-0.17930953043229217) (-0.81730006710461889,0.5762122875388771) (0.63579934025029916,-0.77185438972469744) (-0.99429644023980701,0.10665171787856417) (0.59000318419363096,0.80740091815737869) (-0.16194180206421857,-0.9868003104702564) (0.62040264130626654,0.78428347085744954) (-0.090873788423685792,-0.99586241749426829) (0.75325389236965579,0.65772986372063358) (-0.58791912724146111,-0.8089197116053235)
 (1,0) (0.40112063983939122,0.91602523562117943) (-0.81831535995990667,0.57476949436594837) (0.94959627984716133,0.31347552583962834) (-0.92112127769991825,-0.38927572717608638) (-0.30367815771635087,-0.95277467248348069) (-0.9957845881251175,-0.091722701947175023) (0.033281354223217992,-0.99944602228487978) (0.88371160666420223,0.46803183251460034) (-0.54831963572253761,0.83626884258658307) (-0.67470467057620287,-0.73808780473779589) (0.92538120609657637,0.37903775986469379) (0.36392903635280993,0.93142667800493884) (-0.71605393946807616,0.69804495254406684) (0.096794351009493629,-0.99530440248833008) (0.77325207182049227,0.6340987568394354) (-0.83378494369967915,-0.55208936564628941) (0.54342830803765052,0.83945558192398551) (-0.06386026435493232,-0.99795885017194852) (-0.0077094956433595568,-0.99997028139686472) (0.084498573934725207,0.99642360018367626) (0.62281624315554818,0.78236815327670994) (0.96894119912393584,0.24729123041521273) (0.99019050875164427,0.13972385758402397) (-0.044030622347044621,0.99903018187426806) (0.96324388951659434,-0.26862838515120346) (-0.045209875341256311,-0.99897751084377684) (-0.94606088978345537,-0.32398887762103334) (-0.50455714117679029,0.86337830137634608) (-0.90327747901057187,0.4290568679234793) (0.84821711870120542,0.52964867557865625) (-0.54766020853182984,-0.83670084019969415) (-0.99933946214924407,-0.036340602516471039) (-0.88325102572563863,0.46890044311624057) (0.024194875277274132,-0.9997072611571437) (0.46966243481105124,-0.88284607793621372) (-0.18554066013106124,-0.98263658767528594)
 (0.99999999999999989,0) (0.75430959133941511,0.6565188804698352) (0.92860575109068877,-0.3710678631211517) (0.22366512971858871,-0.97466605037210918) (-0.99173965770960315,-0.12826710929166946) (0.63617171378161275,-0.77154750377677106) (-0.73299906618048882,-0.68022964429561106) (0.96668832962020579,0.25595638959810474) (-0.27653538702455632,-0.96100373554069973) (0.73924247545747679,-0.67343935323049176) (-0.56671950671344273,-0.82391079657355715) (-0.81777177592305006,-0.57554263308955789) (-0.9827775661902618,0.18479246573696237) (-0.99840604521899312,0.056439072194459983) (-0.99162305984333021,-0.12916542566395989) (-0.99893950873919213,0.046041914381386051) (0.9231355480051634,0.38447465457323499) (-0.95970813049075199,0.28099876204344171) (-0.54641141837129803,-0.83751690244046284) (-0.15860296365542892,0.987342443086346) (0.38764363931467333,0.92180931265575561) (0.94686406333865614,-0.32163402425398163) (-0.59543554534448317,0.80340308148545192) (0.99705372929056502,-0.076706328994269879) (-0.50602684354735494,-0.86251772944647509) (-0.04403062234704469,0.99903018187426806) (0.75585929507006522,-0.65473408805116118) (-0.1858515356749626,0.98257783747001892) (-0.23446207248982254,0.97212526793812826) (-0.25480422591474222,0.96699266101454495) (-0.85009609328844959,-0.52662760293751743) (0.34888953969312075,0.9371638539192193) (0.93798813238243028,-0.34666736724087865) (0.66754055908023624,0.7445734362592088) (0.97217470881760248,-0.23425698609734397) (0.16153212766659164,-0.98686745398331199) (-0.65442330899983714,0.75612838370061519)
 (1,0) (-0.98314763953930329,0.18281334433869056) (0.15068988795401586,0.98858108300149383) (-0.42802356453352386,-0.90376757421585752) (-0.76089924346576154,-0.648870049619516) (0.46332114832206917,0.88619044991329066) (0.66289977028732583,0.74870815045183803) (-0.99988721282360937,-0.01501870939312494) (-0.57787049155366166,0.81612847946357625) (0.67092096778052646,-0.74152886322276235) (-0.94928979681265624,-0.31440241994518447) (0.98896029708802191,-0.1481807368842904) (-0.65138259224991657,0.75874944383095255) (0.69605537227361314,0.71798810486598075) (0.99852503403627069,-0.054293244541713304) (-0.79165846751384772,-0.61096388666894774) (0.32640015369372971,-0.94523168570922889) (-0.19444397756687126,0.98091362493747425) (-0.37311314840928844,0.92778584731828539) (-0.95052944130902861,-0.31063448167379337) (0.90489398826135281,0.42563701672723719) (-0.029820945348157379,0.999555256710975) (-0.99658656126337697,-0.082554381526599718) (-0.55544620914237752,-0.83155246902968361) (0.99705372929056524,-0.07670632899426999) (0.99019050875164449,0.13972385758402406) (-0.96298321842108503,-0.26956134930544151) (0.18796278702565677,-0.98217615054202412) (-0.69211519158058343,0.72178706110831059) (-0.80436163950229012,-0.59414001119028248) (0.34822835370974892,-0.93740973628003166) (0.95208587112954679,0.30583082577708426) (0.51406573749771656,-0.85775078987485032) (0.90022492222074624,-0.43542518233635985) (0.98173028420344122,0.19027782077223743) (-0.54160576138668737,0.84063261846822668) (-0.49104371110396561,-0.8711349343157152)
 (1,0) (0.50375182612609126,0.86384842285821728) (-0.17450133875820534,0.98465693658837017) (-0.52906752433980786,-0.848579727950737) (0.30112169645796028,0.95358571923151247) (0.96931897806595679,-0.24580626265652913) (0.62039283870878026,0.78429122504262638) (-0.22898481514195979,-0.97342999462437119) (-0.99960212004428506,-0.028206410671540005) (0.27936376238010635,0.96018534058213556) (0.12046356540225628,0.9927177491163226) (-0.90916232358192395,-0.41644191597282598) (-0.92234879559267913,0.38635825249208122) (-0.2169725362411381,-0.97617770847171537) (-0.4430226963257512,0.89651039622542139) (0.12898079124401346,-0.99164709221076719) (-0.77013777876666589,-0.63787757580616256) (-0.20899255617628981,-0.97791723139686115) (0.49583688095824152,-0.86841567666734631) (0.80293736388136039,-0.59606341079053959) (0.96837540466453564,0.24949764656364581) (0.49989357502265375,-0.86608683955540555) (-0.9954109266492146,-0.095692670081640452) (-0.99658656126337686,-0.082554381526599552) (-0.59543554534448329,0.80340308148545181) (0.96894119912393561,0.24729123041521278) (0.99968786699446743,0.02498336614737362) (0.67357106864678062,0.73912246311557561) (-0.9120767840449302,-0.41001943857121997) (-0.73104836009537733,0.68232565187149496) (0.38031987311171034,-0.92485501248373703) (0.97315642710240158,-0.23014466839205788) (-0.75981321638479249,0.6501414278501233) (-0.99507041663873053,-0.09917089255635253) (-0.9918515536913719,-0.12739896169126991) (0.79234304424892521,0.61007581514951614) (0.90162968694080681,-0.43250885265740391)
 (1,0) (0.82873634756207204,-0.55963922863705418) (-0.23255494786987851,-0.97258325927461775) (-0.95626267511424756,0.29250930956696414) (0.88370367513992087,-0.46804680806966137) (-0.24203608545098404,0.97026724841126333) (-0.48106544220456865,-0.87668468694082047) (-0.97095475270273024,0.23926317770183747) (-0.95998218296688531,0.28006107974178346) (0.80581602778596295,0.59216596437422286) (-0.35736404538852257,0.93396517015547798) (0.99703160326220464,-0.076993389952632718) (0.11530568739684111,-0.9933300551447859) (-0.98384635324291192,-0.17901495247778493) (-0.58644758364711802,-0.80998717991981684) (0.5451890565238463,-0.8383131232699621) (-0.99522248438368877,-0.097633019912116537) (-0.082593776523291418,0.99658329711049332) (0.99891678757889346,0.046532262926545276) (0.53808821181048261,0.8428885313673441) (0.69491547757318139,0.71909142605738063) (-0.96378218826392925,-0.26669063272862265) (0.49989357502265386,-0.86608683955540577) (-0.029820945348157379,0.999555256710975) (0.94686406333865636,-0.32163402425398169) (0.62281624315554818,0.78236815327670994) (0.068619173805512912,-0.99764292659560783) (-0.49497072181573776,0.86890965269423082) (-0.54102536359009545,-0.84100627581023768) (-0.40035399453627163,0.91636056171075597) (-0.48624663837658177,0.87382161032299599) (-0.26073036454564191,-0.96541166193696781) (0.96792145604262725,0.25125296999701618) (0.34892887217112167,-0.93714921019301345) (0.57415923125937818,-0.81874365778285019) (-0.50246141977472147,0.86459963083381675) (-0.90918352368293887,0.41639562949612713)
 (1.0000000000000002,0) (-0.81864619216420786,0.57429819088609635) (0.94970182025752403,-0.31315563638476129) (-0.74866570259979115,0.66294770966552152) (0.24180341949744938,0.97032525800338776) (-0.99896700556842821,-0.045441410471602439) (-0.99963954303780311,0.026847420642835518) (-0.99576829690222479,0.091899395452002819) (-0.30717795581994645,-0.95165209160610786) (-0.9541826762768959,-0.29922469866817614) (-0.30150713641558002,-0.95346391997310453) (-0.92440068084286109,-0.38142283788107684) (-0.39753725412792407,-0.91758603497461255) (-0.62445349569146336,0.7810619896773322) (0.96995146519462616,-0.24329848985720848) (-0.50278287533721433,-0.86441273721969414) (0.86418592241453618,0.50317262594514967) (-0.50472090395060332,-0.86328257778973372) (0.94860897716030268,0.31645064141329438) (0.49043045473191377,-0.87148033200494479) (0.75464955683710333,-0.65612807161831233) (0.69491547757318162,0.71909142605738063) (0.96837540466453598,0.24949764656364584) (0.90489398826135303,0.42563701672723714) (0.38764363931467355,0.92180931265575561) (0.084498573934725374,0.99642360018367648) (-0.64379876349472098,0.7651948458547464) (-0.85580459441429313,-0.51729923272646328) (-0.61892930801688473,0.7854466956310534) (0.82532189415405555,-0.56466252844505549) (0.081947035676600999,-0.99663668573047148) (-0.1631945398735753,-0.9865939094457522) (-0.2032009909706527,0.97913704723524053) (0.9636589067394723,-0.26713575474220075) (-0.65932597387778114,-0.7518572073007721) (0.54661661813942608,0.83738299049707088) (0.54550073483137274,0.83811034374862237)
 (1,0) (-0.44774109172587273,-0.89416324839490247) (-0.18768136735085705,-0.9822299651045634) (0.7893478922378272,-0.61394617436685606) (-0.86551725219893394,0.50087911330580304) (0.90652355953819352,0.42215522737756389) (0.9969323486531011,-0.078268079119221068) (-0.86255476331962544,-0.50596371438535437) (0.99988540199065556,-0.015138787467462222) (0.91185304652664834,0.41051677376213302) (-0.88297777918911757,0.46941478615213506) (0.13248219162866798,0.9911853857383417) (-0.97863493601090845,-0.20560559821883295) (-0.956058606281461,-0.29317561521236701) (0.92253776700497703,0.38590681316798703) (-0.0015949882798985682,0.99999872800538425) (0.41564742952194655,0.90952581839758584) (-0.99885168201335772,-0.047909470244265784) (-0.1417726855719556,-0.98989924013796304) (0.59339255116176814,0.80491321285324158) (0.49043045473191393,-0.87148033200494479) (0.53808821181048272,0.8428885313673441) (0.80293736388136061,-0.59606341079053982) (-0.9505294413090285,-0.31063448167379343) (-0.15860296365542889,0.98734244308634611) (-0.007709495643359543,-0.99997028139686472) (-0.13567726387146073,-0.99075308733728162) (-0.96920471756891269,0.2462564018298089) (0.74516280298893856,-0.666882596145429) (0.70789924452630837,-0.70631342872628622) (-0.70496885529894859,-0.70923826254545097) (-0.90382575540947019,0.42790069392150032) (-0.89958144763220316,-0.43675304128986892) (-0.98520008579928464,0.17140825808893206) (0.93177076178873353,0.36304716976674528) (0.19034325532027779,0.98171759949288839) (-0.036549105181715169,0.99933185824850801)
 (1,0) (-0.88090983335702855,-0.47328412766000683) (0.7931480757932553,-0.60902884157111714) (-0.91066092758451944,-0.41315454126864176) (0.47620813099207066,-0.87933259690349219) (0.4422559489791294,0.89688888698242342) (-0.95488396607003245,0.29697914294166494) (0.99096281761706573,-0.13413684840656903) (0.99998105838962648,-0.0061549055201556846) (-0.10636226937168319,0.99432744488629399) (0.55450284341752498,-0.83218182907456084) (0.59881834938453649,-0.80088487589689161) (0.8020197450308304,0.59729752098990263) (-0.29544076713389805,0.95536105903230828) (0.55987758142231026,0.82857533985794252) (-0.030002442446120048,0.99954982539504678) (-0.49147976072255434,-0.87088899683030829) (-0.99878698025533974,-0.049239903253569028) (-0.98405618232899283,0.17785789276860606) (-0.14177268557195555,-0.98989924013796293) (0.94860897716030246,0.31645064141329443) (0.99891678757889335,0.046532262926545276) (0.49583688095824163,-0.86841567666734643) (-0.37311314840928833,0.92778584731828517) (-0.54641141837129792,-0.83751690244046284) (-0.06386026435493225,-0.99795885017194863) (0.62313980165614946,0.78211047019710433) (-0.12677056449375862,-0.99193206621115693) (-0.53564609766407534,-0.84444257238562281) (-0.33949120906552022,0.94060922755798615) (-0.99995601627589248,0.00937899321076896) (0.34227252851773965,0.93960072170155062) (0.42575731490240554,0.90483739357251092) (-0.51279951788890321,-0.85850838927345852) (-0.9896718552195628,0.14335138292416344) (-0.95926636885203553,-0.28250315677781601) (0.18903543363730968,0.98197026677468957)
 (1,-5.5511151231257827e-17) (-0.75196910591048804,-0.65919834932756172) (0.50480328506908423,-0.86323440813226482) (0.18553652653411828,-0.98263736816877378) (-0.97151746796331218,-0.23696795024255018) (-0.70414628108375077,-0.71005493789982443) (-0.8241639327377579,-0.56635131497528446) (-0.99143376770564529,0.13061042934233202) (-0.90284333075596135,0.42996967347649306) (-0.33564068516756673,0.9419900904257148) (0.87851788361461391,0.47770945999561421) (-0.36567588829700037,0.93074225471835148) (0.07090611066965713,-0.99748299407543928) (0.81901870525445108,-0.5737668171333401) (0.93407702906277246,-0.35707156674434981) (-0.74271216630029979,0.66961081086666796) (-0.2557651515359437,-0.96673894473109812) (0.9818408295821055,0.18970657702231541) (-0.99878698025533974,-0.049239903253568862) (-0.99885168201335772,-0.047909470244265673) (-0.50472090395060343,-0.86328257778973361) (-0.082593776523291362,0.99658329711049309) (-0.20899255617628981,-0.97791723139686138) (-0.19444397756687132,0.98091362493747436) (-0.95970813049075199,0.28099876204344171) (0.54342830803765041,0.83945558192398562) (0.48136206328725495,0.87652185598981891) (0.42324992793472033,0.90601296817609345) (0.97658380633585362,-0.21513732638149274) (0.73991141210909994,0.67270432006247649) (0.9752857451031135,-0.22094731362626796) (0.79584003796141412,0.60550692314586874) (0.99278139987423031,-0.11993786751382945) (-0.35910247504171544,0.93329813694173558) (-0.2795194328049635,-0.96014003493469247) (0.99999748339237882,-0.0022434814262949354) (-0.87055286154160871,-0.4920749081813845)
 (1,0) (-0.015100253424730425,0.99988598467350698) (-0.99868753237970131,-0.051217308298486253) (-0.61781123974228691,0.78632644114775774) (-0.76180257554595143,0.64780925888069529) (0.98521551566434296,-0.17131954848832209) (-0.41294665200955394,-0.91075521551847327) (-0.067911122965659876,0.99769137481364589) (-0.91093830439512669,-0.41254261063038106) (-0.6962256943152505,0.71782294653712986) (0.02911154708641267,-0.99957616909680058) (0.40777171803931955,0.9130839095982699) (0.62055058893911885,-0.78416641509778595) (0.30897424810713703,0.95107040433746504) (0.39860974478805589,0.91712064166062779) (0.35374077717065955,-0.93534349977251519) (-0.9878277823937166,0.15555151021803576) (-0.25576515153594337,-0.966738944731098) (-0.49147976072255434,-0.87088899683030829) (0.41564742952194661,0.90952581839758573) (0.86418592241453585,0.50317262594514967) (-0.99522248438368854,-0.097633019912116703) (-0.770137778766666,-0.63787757580616256) (0.3264001536937296,-0.94523168570922889) (0.9231355480051634,0.38447465457323504) (-0.83378494369967904,-0.55208936564628941) (0.14614963268881964,0.98926249543026934) (0.56436051803870857,-0.82552844026058836) (0.94295601461616008,0.33291733883834812) (0.9280526441213417,0.37244904314467908) (-0.85978118052036656,0.51066262994564648) (0.26447089302595722,0.96439366792926051) (-0.98475117203331641,-0.17396875920408955) (-0.017772999621398444,-0.99984204776777497) (0.99662378234607285,-0.082103815150140536) (0.66272731562376563,-0.74886080490710527) (-0.46073736543565647,-0.88753652324364141)
 (1,0) (0.53321646316240245,0.84597884335991469) (0.94279275367777282,0.33337939890263452) (0.92511531383137524,-0.37968626010783607) (0.69464804459647089,-0.71934977176496062) (-0.1225117898133955,-0.99246705807130886) (0.92332916489135131,-0.38400944423417638) (-0.033495530899809112,0.99943886726989939) (-0.046675710824789829,0.99891009506311434) (-0.87349207740155888,0.48683836200191621) (-0.12025082703854012,-0.99274354120112429) (0.10416584968830617,-0.99455994075707321) (-0.64607091194308253,-0.76327739173974907) (0.28895419872763117,0.95734292238344443) (-0.77091744454192357,0.63693507808955763) (0.96618374200582102,-0.25785456498505105) (0.35374077717065944,-0.9353434997725153) (-0.74271216630029968,0.66961081086666807) (-0.030002442446119992,0.999549825395047) (-0.0015949882798984572,0.99999872800538425) (-0.50278287533721411,-0.86441273721969414) (0.5451890565238463,-0.83831312326996221) (0.12898079124401329,-0.99164709221076752) (-0.79165846751384761,-0.61096388666894763) (-0.99893950873919213,0.046041914381386106) (0.77325207182049238,0.63409875683943528) (-0.90678159097975408,-0.42160069527958111) (0.3687765943693283,-0.92951805977364454) (-0.69772135354116127,-0.71636925730567802) (0.93576438100012549,0.35262589702325114) (-0.10095866724836966,0.99489062087620139) (-0.91613244185498899,-0.40087572760247842) (-0.9688881833155597,-0.24749886511148783) (0.29569893918429074,0.95528118235694626) (-0.50209631509391206,0.86481170804350016) (0.94003849668434314,0.3410683578865692) (-0.94616334546481262,0.32368954833116598)
 (1,0) (-0.75731958651429343,0.65304444250129001) (0.37723841963726201,0.92611617778202182) (-0.24741416263113608,-0.96890981630362949) (-0.42293532310555693,-0.90615987136354648) (-0.93226208885897111,0.36178363378725298) (0.880450085792707,-0.47413884720366101) (-0.0840460584543265,-0.99646187085020588) (-0.99063448478138783,0.13654053450134845) (-0.50947926333891547,0.8604829343035435) (0.99974774445383441,0.02245990782420107) (0.98114394988550591,-0.19327842508430282) (-0.94692749069343551,0.32144723885738047) (0.24101107823676274,0.97052236458886099) (-0.73028250664582006,-0.68314527041259632) (-0.77091744454192357,0.63693507808955752) (0.39860974478805605,0.9171206416606279) (0.93407702906277268,-0.35707156674434987) (0.55987758142231026,0.82857533985794252) (0.92253776700497714,0.38590681316798703) (0.96995146519462616,-0.24329848985720851) (-0.58644758364711802,-0.80998717991981684) (-0.44302269632575142,0.89651039622542161) (0.99852503403627058,-0.054293244541713248) (-0.99162305984333043,-0.12916542566396) (0.09679435100949374,-0.99530440248833019) (-0.3783237704283906,0.9256733358636019) (-0.72454768270003522,0.68922467707853408) (0.41452361059034448,-0.91003855756948282) (0.62127222098593171,-0.78359481074800885) (-0.99759699875534324,0.069283678267915094) (-0.62132841536014927,-0.78355025382297461) (0.71019139009438947,0.70400865721651451) (-0.93081969920204966,0.36547871015615319) (0.9955468272943675,0.094268312089060419) (-0.69161679419678457,-0.72226463985506306) (0.65604681053510827,-0.75472020139036489)
 (1,0) (0.98275248074205868,-0.18492582728037077) (0.99994580726304105,-0.010410693399798554) (-0.89996471889850249,0.43596273319853696) (0.97403770854530758,0.22638582626084744) (0.49827178635766978,-0.86702089185897735) (0.21407484912923325,0.97681725976269351) (-0.33499969053595674,0.94221823763967416) (-0.96350753075299733,-0.26768122493417701) (0.63982977252740769,0.76851666357179604) (-0.99979370477172058,-0.020311275165250275) (0.45654055923953252,-0.8897026007432226) (0.10034477608528997,0.99495272546608615) (-0.79160707399661179,-0.61103047419790979) (0.2410110782367626,0.97052236458886076) (0.28895419872763123,0.95734292238344421) (0.30897424810713708,0.95107040433746504) (0.81901870525445108,-0.57376681713333988) (-0.29544076713389794,0.95536105903230839) (-0.956058606281461,-0.2931756152123669) (-0.62445349569146325,0.78106198967733187) (-0.9838463532429117,-0.17901495247778484) (-0.2169725362411381,-0.97617770847171537) (0.69605537227361292,0.71798810486598041) (-0.99840604521899301,0.056439072194459927) (-0.71605393946807627,0.69804495254406684) (-0.94806832142980557,-0.3180667507006536) (-0.27831786519816981,-0.96048902435766259) (0.9829195928991934,-0.18403552345914898) (-0.67870311010400108,-0.73441275066215772) (0.69343916881126333,-0.72051517621653405) (-0.95070153098430277,0.31010739911215207) (0.22185644291296369,-0.97507933971447058) (-0.77607244865496283,-0.630643761912135) (0.51931542051661628,-0.85458264317364308) (0.7839851924711132,-0.62077952445778384) (0.99164057850468634,0.12903086089339899)
 (1,0) (0.38958487107898504,-0.92099056902140508) (-0.89182679832611433,0.45237701288570348) (0.87202537996546137,0.48946065898710645) (-0.81766931489188388,-0.57568818946043909) (0.97966066447514,0.20066136269876955) (-0.952766101069213,0.30370504877820376) (-0.93420470662539978,0.35673739097402124) (0.95884700839005321,-0.28392325459786671) (0.95537948517986016,0.29538117627476762) (0.5829594861251054,0.81250122309862027) (0.4905016061632067,0.87144028731251244) (0.91449934156904378,-0.40458738768007219) (0.10034477608529002,0.99495272546608637) (-0.9469274906934354,0.32144723885738052) (-0.64607091194308242,-0.76327739173974907) (0.62055058893911885,-0.78416641509778617) (0.070906110669657019,-0.9974829940754395) (0.8020197450308304,0.59729752098990252) (-0.97863493601090856,-0.20560559821883301) (-0.39753725412792396,-0.91758603497461244) (0.11530568739684105,-0.9933300551447859) (-0.92234879559267924,0.38635825249208133) (-0.65138259224991657,0.75874944383095255) (-0.98277756619026169,0.18479246573696254) (0.36392903635280999,0.93142667800493895) (0.99918979010129871,0.040246283770348223) (0.23754692037294217,-0.97137606549746325) (0.6375651267176472,0.77039646234488357) (-0.69780457634897886,-0.71628819146096667) (-0.99795704737763957,0.063888430793876572) (-0.44782789714364796,-0.89411977639458262) (-0.91879863721108335,0.39472656898042285) (0.75754564838673433,0.65278219232016643) (0.57937367332762946,-0.81506205080033656) (-0.93301929262841976,-0.35982634642722183) (0.68981897210293364,0.7239818959938521)
 (1,5.5511151231257827e-17) (-0.27634116748000748,-0.96105960229102716) (0.53407851525839478,0.84543488190362037) (-0.80937301559784858,0.58729491877764783) (0.62484861632844968,0.78074592965472656) (-0.9956737120485829,0.092918561845286463) (-0.96574939111722591,-0.25947661466249389) (-0.90770137140250884,-0.41961675413882676) (0.99463513661690062,-0.10344537209116555) (-0.59044988221779393,0.80707430673327307) (0.95282016717102347,-0.30353538349290315) (-0.26163299137385415,-0.96516743512448055) (0.4905016061632067,0.87144028731251266) (0.45654055923953279,-0.8897026007432226) (0.98114394988550591,-0.19327842508430276) (0.10416584968830639,-0.99455994075707321) (0.40777171803931961,0.91308390959827024) (-0.36567588829700071,0.93074225471835159) (0.59881834938453649,-0.80088487589689172) (0.13248219162866795,0.9911853857383417) (-0.9244006808428612,-0.381422837881077) (0.99703160326220464,-0.076993389952632663) (-0.90916232358192428,-0.41644191597282615) (0.98896029708802213,-0.14818073688429031) (-0.81777177592305028,-0.57554263308955811) (0.92538120609657659,0.37903775986469401) (-0.23743819565667384,-0.97140264733183868) (0.66220568724978968,0.7493221121614082) (0.75102775858996051,0.66027063074722636) (-0.37828262087094133,-0.92569015266827448) (-0.71761104807244513,0.69644409946841113) (0.39299582123141291,0.91954025713649357) (-0.9441365086569431,-0.32955462828046816) (-0.56332338955090289,-0.82623650293658746) (0.033330678810950587,0.99944437856741331) (-0.97129669029240251,0.23787126650149448) (-0.3927190587497944,-0.91965849144923129)
 (1,0) (0.59529889057133811,0.80350434403588356) (-0.9995367547915186,0.030434779789581312) (-0.88165303735704148,-0.47189821118447095) (0.82478318334538758,-0.56544911395336916) (-0.98587224534594342,0.16749900255389299) (-0.92481086722745987,0.38042720704228805) (0.79823946822200109,0.60234022891772521) (-0.94391186175376984,-0.33019751246872292) (0.44234886541925228,-0.89684306389819479) (-0.32810033644360287,-0.94464287920123358) (0.95282016717102336,-0.30353538349290304) (0.58295948612510529,0.81250122309862005) (-0.99979370477172069,-0.020311275165250331) (0.99974774445383419,0.022459907824201042) (-0.12025082703854012,-0.99274354120112407) (0.02911154708641267,-0.99957616909680069) (0.87851788361461391,0.47770945999561426) (0.55450284341752498,-0.83218182907456095) (-0.88297777918911746,0.469414786152135) (-0.30150713641557986,-0.95346391997310431) (-0.35736404538852246,0.93396517015547786) (0.12046356540225628,0.99271774911632271) (-0.94928979681265613,-0.31440241994518425) (-0.56671950671344273,-0.82391079657355704) (-0.67470467057620298,-0.738087804737796) (0.9866051979445265,0.16312628049717426) (-0.20787326125400463,0.97815576840073204) (0.82529505795911406,-0.5647017507572144) (0.78573081537062817,0.61856857807118648) (0.73597175266460513,-0.67701224455676656) (-0.99472503559850134,-0.10257730525589764) (-0.99925409291280576,-0.038616807182977109) (0.21281321864540365,0.97709289935490951) (0.12948253125402975,0.99158170318943006) (-0.31615434642625484,0.94870776809078006) (0.97980708734962707,0.19994517143317481)
 (1,0) (0.32240632132367614,-0.94660137543241218) (-0.83765758944133917,-0.54619571844836456) (-0.91327959032889805,-0.40733326636635026) (-0.086602214838917224,-0.9962429705573812) (0.76534404068554862,-0.6436213944448379) (0.87738575444191369,0.47978561660641256) (-0.57384823725844358,-0.81896166002773152) (-0.054941244524110242,-0.99848958915460984) (0.957245475381161,0.28927685676924614) (0.4423488654192525,-0.89684306389819513) (-0.59044988221779382,0.80707430673327329) (0.95537948517986027,0.29538117627476784) (0.6398297725274078,0.76851666357179627) (-0.50947926333891547,0.86048293430354339) (-0.87349207740155888,0.4868383620019161) (-0.6962256943152505,0.71782294653713008) (-0.33564068516756668,0.94199009042571502) (-0.10636226937168321,0.99432744488629432) (0.91185304652664845,0.41051677376213302) (-0.9541826762768959,-0.29922469866817614) (0.80581602778596295,0.59216596437422286) (0.27936376238010641,0.96018534058213578) (0.67092096778052646,-0.74152886322276235) (0.73924247545747701,-0.67343935323049187) (-0.54831963572253772,0.83626884258658318) (-0.00044584441340184133,0.999999900611375) (-0.0080981718459212509,0.99996720926876104) (-0.26846711033266235,-0.96328885110834261) (-0.9518513748233296,-0.30655988036097936) (0.95717242623627152,-0.28951847342262965) (-0.45768998228271357,-0.88911184904827989) (-0.99822346034570941,0.059581232073849147) (0.4387879564590812,-0.89859063497594016) (-0.93910290782916628,0.34363604075650206) (0.92876646519766304,-0.37066541938011766) (-0.98750293070574113,-0.15760064037805696)
 (1,-1.1102230246251565e-16) (-0.36283829775599152,0.93185211792512146) (0.015968443418200751,-0.99987249627879971) (0.47939678207401337,0.87759827104266785) (0.11532252062721488,0.99332810099995972) (0.14143642722311384,0.98994734054613265) (0.99992158181821456,0.012523187060812624) (0.3169509626364222,-0.9484419261524899) (0.29670670821534328,-0.95496865356932781) (-0.054941244524110422,-0.99848958915460972) (-0.94391186175376995,-0.33019751246872286) (0.99463513661690062,-0.10344537209116578) (0.9588470083900531,-0.28392325459786677) (-0.96350753075299744,-0.2676812249341769) (-0.99063448478138771,0.13654053450134862) (-0.046675710824789829,0.99891009506311446) (-0.91093830439512691,-0.41254261063038089) (-0.90284333075596124,0.42996967347649323) (0.99998105838962648,-0.0061549055201557956) (0.99988540199065534,-0.015138787467462334) (-0.30717795581994639,-0.95165209160610764) (-0.9599821829668852,0.28006107974178357) (-0.99960212004428528,-0.028206410671539783) (-0.57787049155366144,0.81612847946357614) (-0.2765353870245566,-0.96100373554069973) (0.88371160666420234,0.46803183251460023) (-0.97877689143819213,0.20492876027192747) (0.9937040109358326,-0.11203721993176596) (0.41692699805532263,0.90893997507677915) (0.63103660634284753,-0.77575305442860032) (0.82191865039290657,-0.56960489125033209) (-0.017616938968514795,0.99984480968867384) (0.56028382644861563,0.82830069046216459) (-0.38854127573954733,0.92143131976652692) (-0.93555886265332988,-0.35317080076190921) (-0.52917056890411263,-0.84851547363951862) (-0.47951028958231834,-0.87753625690605008)
