# Created by Octave 5.2.0, Sat Sep 18 09:35:57 2021 CEST <ania@ania-bania>
# name: F_norm
# type: scalar
1.154981089414934e-12


# name: H
# type: complex matrix
# rows: 58
# columns: 58
 (1,0) (-0.035085759084519864,-0.9993843052146989) (-0.61987141647269761,-0.78470340068087419) (-0.85004770105619887,0.52670571093265239) (-0.088200537218351485,-0.99610273829278928) (0.057053324626643379,0.99837113246980913) (0.54212066942173309,-0.84030064845014218) (-0.58431054611243727,0.81153015082730207) (-0.56571995553554077,0.82459743627352156) (-0.82533377178614209,0.56464516747180038) (-0.45715552850457325,-0.88938676781122927) (0.56243576556534014,-0.82684098205938339) (-0.810934212980568,-0.58513733620201369) (-0.85311304951733691,-0.52172610126696295) (-0.8532882406484289,-0.52143952513317493) (0.93728794293947826,-0.34855603856521994) (-0.13718864993662289,0.99054493806619615) (0.49264436141574458,-0.87023073558986108) (-0.74469882666979026,0.66740067242746726) (0.77846763045674328,0.62768475234871102) (0.88327088144324428,-0.46886303969760024) (0.4125618785177273,0.91092957817491227) (0.86182876444939849,-0.50719935012539219) (0.52381178000583395,0.85183403261851598) (-0.96920126081213676,0.24627000637544549) (-0.33467855167206029,-0.94233235487841061) (0.44969194757757031,0.89318371698318089) (-0.22974341518829766,-0.97325123332961461) (-0.63238106747359557,0.77465746333521956) (0.98504310072855938,-0.17230812432113451) (-0.96701718313774132,0.25471114525348942) (0.99153855649452771,-0.12981252244968985) (-0.2671057223849056,-0.96366723150122702) (0.19466353708541612,0.98087007668161341) (-0.95295761375511989,-0.30310359019013622) (0.47575375607111303,0.87957851473545479) (0.41327192105631227,-0.91060766484058542) (0.21835653153929357,-0.97586906146989216) (0.94167052783012994,0.33653620461418993) (0.99984843785596189,-0.01740980519684996) (0.95375794872943698,0.30057573959888462) (-0.32871424976642505,-0.94442942669131913) (0.89768530773195887,-0.44063713901823298) (0.047866799071938783,0.99885372780332726) (-0.51745979393085262,0.85570752109879011) (-0.66075273742240281,-0.75060363707405486) (-0.86755448937654378,0.49734214376282587) (0.30169490179384217,-0.95340452392025321) (-0.48223916800543792,0.87603960232481548) (0.46538320485113349,0.88510929982826536) (0.72715025002902312,0.68647834188904389) (-0.8719253155751463,0.48963889148961925) (0.79346481276776515,0.60861612770235951) (0.31154728781587421,-0.95023064960806813) (-0.7319308438826756,0.68137892524879073) (-0.20583961339925805,-0.97858574154523914) (0.11935133123786583,0.99285208351080623) (-0.8947739378038021,-0.44651942872295941)
 (1.0000000000000002,-5.5511151231257827e-17) (0.13481060626533309,0.99087138440787337) (-0.63945374434184266,-0.76882957074191682) (-0.97262235412097198,-0.23239138595089703) (0.078378910091880805,-0.99692364123477639) (0.7807523171103663,-0.62484063514371158) (-0.99944418487077225,0.033336486437539226) (-0.60905074603609499,0.79313125569030074) (-0.59203911637744655,0.80590922856051828) (-0.26980383304829764,-0.96291530867072861) (0.80617932390564462,0.59167127503964467) (0.895115375119517,0.44583457158978179) (-0.99943405405058361,0.033638840705588979) (-0.99295052850033361,0.1185295235412086) (0.92525868690949076,-0.37933673997982809) (0.80911361198276199,0.58765224657463067) (-0.98700900271218728,-0.16066495748946497) (-0.56218896404377749,0.82700880811958788) (-0.75104272401990468,0.6602536078634923) (-0.98086901409357119,0.19466889117448694) (-0.73499942683949926,-0.67806772710814855) (-0.87194464675659056,-0.48960446586251677) (-0.91795968808955997,-0.39667368332487074) (0.96225706959104185,0.2721421173248641) (0.37464525652572161,-0.92716823271873239) (0.25867191298924797,0.96596523821019598) (0.050951924838087304,-0.99870110711628524) (0.22563380136385622,-0.97421218822292199) (0.8516561324725177,-0.52410097502480779) (0.93532468928500878,0.35379051091557723) (0.98181602107472266,-0.18983493029734966) (-0.64523973026934422,-0.76398016367046062) (0.84578224915452371,0.53352824387760323) (-0.57420769397414528,0.8187096702622344) (0.32169092695702828,0.94684473252668422) (0.87340858829280843,-0.48698812911236838) (0.72997293413036057,-0.68347605330187888) (-0.79204033220569747,0.61046876427830876) (-0.023388871387214405,0.99972644293088198) (-0.33387654381638598,-0.94261681158847721) (0.95896296404371828,0.2835313626258712) (0.71180620225167102,-0.70237591817776202) (0.97213157668637029,0.23443591365076383) (0.74071858750252617,-0.67181543159431778) (-0.40069872502603443,0.91620987320728431) (0.99947550994016887,0.03238371550388125) (0.70130439186111182,0.71286194312525542) (-0.71356217478851747,0.70059190882501687) (0.30169490179384217,-0.95340452392025321) (0.39225296487614897,-0.91985738652568694) (0.48754545356899676,0.87309760663066815) (0.024902799187107527,0.99968987720825175) (-0.94110897183719988,0.33810339118016469) (0.036464171603685813,-0.9993349609561637) (-0.95839229815483695,0.28545437960818459) (-0.75258856685389253,0.65849103945369392) (-0.17414851707936091,-0.9847193986101116) (-0.97861540808120306,-0.20569852470560174)
 (1,0) (-0.12018069379694837,0.99275203391304401) (0.51261077273833766,0.85862110134366298) (-0.8938120789484747,-0.44844171028775931) (0.90158076876104609,-0.43261081516790295) (0.96830125026821023,-0.24978528525319596) (0.38526181934341663,0.92280730954853385) (0.95407011167829836,0.29958341409724515) (-0.79567061107545634,0.60572954251118216) (0.014784982951694697,-0.9998906961658931) (-0.93759162637809201,0.34773832424063661) (-0.96768121174111688,-0.25217666910965647) (0.086717650491145604,-0.99623292913519845) (-0.86691879886908241,0.49844939178153663) (0.69594091354841026,-0.71809904946978231) (-0.99855484296556107,0.053742214227006646) (-0.16874233006978007,-0.98566019806149385) (-0.63987084032884933,-0.76848247065033903) (0.92733912334277491,-0.37422206016996062) (-0.99759758123788911,-0.069275290748654322) (0.9920310592167636,0.12599356153894548) (-0.41656861462516948,0.90910427856724274) (0.99955931358467232,0.029684653040535164) (-0.099496333353128324,-0.99503792874909402) (-0.10396170063029661,-0.99458130125297106) (-0.80985518066447781,-0.58662985463655626) (-0.37674997769047341,0.92631498655167333) (-0.84183937974792022,0.5397281340690282) (0.98667295445570768,0.16271595172460721) (-0.58019442405569499,-0.81447801093380201) (0.82562167623154892,0.56422411126839256) (0.37007323417564619,0.92900258414429626) (0.24479064243618018,-0.96957595956979181) (0.12932577228040743,-0.99160216045754979) (-0.67112843670072142,0.74134109656193248) (-0.77606771347368542,-0.6306495889982997) (-0.4878604017158043,-0.87292166225709777) (-0.99996198104993661,0.0087198884559533396) (0.82663372603297924,-0.56274033353300079) (0.91927409122948767,-0.39361801939723617) (0.2183919756622078,-0.97586112995976881) (0.85726757887337213,-0.51487114719372706) (-0.048525372618949458,0.99882195020543674) (0.9776154446320886,0.21039972057206147) (0.99978372270707849,-0.02079682211235323) (0.98778146670461786,0.15584535294602442) (-0.97305212568540156,-0.23058525689887144) (0.70130439186111171,0.71286194312525542) (-0.86755448937654378,0.49734214376282582) (-0.4457704263217826,0.89514732140407749) (0.59202167788735727,-0.80592203897860948) (-0.51042084913799368,0.85992473901222855) (-0.38717304228230065,0.92200706902380491) (0.64959357034243925,0.76028165397421066) (-0.95106402794046008,0.30899387495170921) (-0.99999563897073829,0.0029533099239925087) (-0.90861644986335444,0.41763159248039983) (0.91812748987908033,0.39628514018108202)
 (1,0) (-0.07973310866382638,-0.99681624755157561) (-0.46427707603705903,-0.88569001161042726) (-0.91296808761113946,-0.408030968191952) (-0.91423080610239493,0.40519382173642082) (-0.82971349128621241,-0.55818950400168221) (-0.17244602545461402,-0.98501896850005177) (0.25532381660295173,0.96685559866781778) (-0.93261022316369302,-0.36088526106030849) (-0.10085123501365356,0.9949015169333173) (0.9644419269497887,-0.26429485341447406) (-0.59490496640748614,0.80379604436928243) (-0.31517444720170507,-0.9490337548428408) (0.56598458310297872,0.82441582450226247) (-0.16567186407181608,0.98618093342701019) (0.78627124227312395,-0.61788148829227629) (-0.86830035649014392,-0.49603879981215848) (-0.33843996136294846,0.94098798746458323) (-0.2997318716443394,-0.95402348247859048) (-0.97872587106465292,-0.20517229176653679) (-0.98175973768815827,-0.19012579376423255) (0.37965498879774678,0.9251281475995532) (0.24989248103232292,0.96827359146240877) (-0.62735526256677343,-0.77873318571239458) (0.77774918044445707,-0.62857474680261882) (0.99810561974685807,-0.061523750127387811) (0.47614234917576337,0.87936821828025358) (-0.90683100561002039,0.42149439766658342) (0.74099760137356219,0.67150767289631719) (0.1039670726473747,0.99458073971153138) (0.54918153308674089,0.83570308346714639) (0.20954502185691681,-0.9777989997003409) (0.36092840940717447,-0.9325935252202916) (0.92639845134972187,-0.37654469766129711) (-0.053467603767401395,0.99856958462962242) (0.025448654611485932,0.99967613054352067) (0.4627556974414716,-0.88648585126072643) (0.033860785413349193,-0.9994265591884125) (-0.98876292441902225,0.14949207100827644) (0.94112466959722185,0.33805969336127767) (-0.99902005509503322,0.04425979572837424) (0.7232212377185363,0.6906164212592022) (0.086020828808276939,-0.99629333883707849) (-0.17548633318586115,-0.98448186720984443) (-0.74680416981627706,-0.66504400752508075) (0.45901322860442834,0.8884294321813837) (0.98778146670461808,0.15584535294602442) (0.99947550994016887,0.032383715503881305) (-0.66075273742240281,-0.75060363707405475) (-0.8444507945471782,0.53563313526016709) (0.47259276974033326,-0.88128092796177304) (-0.99571839743397117,0.092438482308646097) (0.68736384537887707,-0.7263132547778266) (-0.98643886792382829,0.16412909507200624) (-0.30777121132585794,0.95146039406746596) (0.9741435661406973,-0.22592988413817289) (0.99641240954759902,0.084630432466980154) (0.048599544882926393,0.99881834396309166)
 (0.99999999999999989,-1.3877787807814457e-17) (-0.93004242845702012,-0.36745214827208483) (0.97434097774412864,-0.2250770070189651) (0.80268677340140859,-0.59640082478685286) (0.0058297987639376742,0.99998300657879735) (0.88124214264204281,-0.47266508865333617) (0.42897900256328964,0.90331446094912304) (-0.91305532646197662,-0.40783571547795072) (-0.96564967837645688,-0.25984745265529563) (-0.0062118672570073558,0.99998070616646439) (-0.27140316821772742,0.96246575018614466) (-0.38007552685953333,-0.9249554550801049) (-0.49485142840590202,0.86897759683701903) (0.85094824171587369,-0.52524955013846553) (0.51645616536107797,-0.8563136278610376) (0.72652400956080598,0.68714107978761452) (0.35493010485667842,-0.93489283913528121) (0.99673199829366455,-0.080779474976723387) (0.37048705881859934,0.92883762803190917) (0.73720516549366111,0.67566896034186752) (-0.70660236290661638,0.70761083989350138) (-0.99135012642975306,-0.1312437687195469) (0.81644199200233913,-0.57742746184715943) (-0.48321632590901897,-0.87550098936265752) (-0.71883466676616625,-0.69518107127220596) (0.98365585518883769,-0.18005876416525132) (-0.74608697056845641,0.66584850555361408) (0.75885594094864928,0.65125852077876123) (0.97051275271164106,-0.24104978080071304) (0.60205061463485532,0.79845792463835841) (-0.92509394610683993,-0.37973831894671023) (-0.49138758609329536,-0.87094100846923406) (0.15462686710867093,0.98797294090889021) (0.19080454933015201,-0.98162804766108902) (0.0061736277523170846,0.99998094297860318) (0.96851475752453198,-0.24895614966736557) (-0.22734046240332328,0.97381533883701132) (-0.089983084368542479,-0.9959432938312901) (-0.93984550469793138,-0.34159980576559362) (-0.94853681793189137,0.31666686758744467) (-0.91729363353426285,0.39821148888186014) (-0.57843597825618631,-0.81572778490058206) (0.27117655531539198,-0.96252962336090009) (0.95009097287084854,0.31197298483894786) (0.70010267245542512,0.7140421892442862) (-0.74680416981627684,-0.66504400752508042) (0.99978372270707849,-0.020796822112353286) (-0.40069872502603437,0.91620987320728398) (-0.5174597939308524,0.85570752109878989) (-0.95219309102015182,0.30549683699423952) (-0.078893625647336152,-0.99688304019690288) (-0.22035721931374033,0.97541924109396161) (0.55277817579668354,-0.83332843967003145) (0.60638030014486521,-0.79517478053332402) (-0.96647061711522242,0.25677723079144998) (-0.65608797761492954,-0.75468441459271851) (-0.31064684320704439,0.95052540145200737) (-0.6034018430079604,-0.79743728020114368)
 (1,0) (0.56082900964772819,0.82793165293854409) (-0.73671900200391349,0.67619901810514171) (0.21425395188452218,-0.97677799120468878) (0.44931128250216568,0.89337526908699327) (-0.49530852922668778,0.86871713513392723) (0.80086325417323068,0.59884726609968575) (-0.7322515684806552,-0.68103424323422912) (-0.99953413199194296,0.03052079591214283) (0.47854834482135711,-0.87806120610623695) (0.70269700111445332,-0.71148923015373677) (-0.73060625043347838,-0.682799023745295) (-0.089659456909157165,0.99597248043646025) (0.63372472997668083,0.7735586381238212) (0.37122580838898167,0.92854262109283237) (-0.16145010922325229,0.98688087540077496) (-0.68603095183260299,-0.72757235593970382) (0.35422244086165916,-0.9351611959389714) (-0.97875085719666766,0.20505306517285771) (0.3002023594109805,0.95387553873871866) (-0.93996715492778538,-0.34126492298061456) (0.96973907972605311,-0.24414364061360283) (0.48346968290156545,-0.87536110589576621) (0.96425257522654384,-0.26498485082921364) (0.02915125937660492,0.99957501173086494) (-0.29140006473166219,0.95660127653813032) (0.96916610624785182,-0.24640831662178131) (0.8800727323712112,-0.47483890503692555) (0.070708796007397295,0.99749700058054624) (-0.85555104071166654,-0.51771847247049663) (0.90185884152659612,0.43203082061388226) (-0.49204660653150262,-0.87056885827649144) (-0.27722058746380662,-0.96080629987850574) (0.26346295607873266,-0.96466951375808485) (-0.38921859258637087,-0.92114542130170118) (-0.95885008924417314,-0.28391284993187654) (-0.82401414874167989,-0.56656922143152699) (0.25445206899327133,-0.96708538639824426) (0.67944682366591702,0.73372475343979926) (0.71400022742948666,0.70014546719281401) (-0.88814999619682355,0.45955367940598818) (0.37366816153399313,0.92756245345303012) (0.8749836049107883,-0.48415254944833386) (-0.44922521230596268,-0.89341855175984697) (0.95009097287084854,0.31197298483894798) (-0.17548633318586113,-0.98448186720984443) (0.97761544463208871,0.21039972057206144) (0.74071858750252617,-0.67181543159431767) (0.047866799071938776,0.99885372780332715) (-0.016413331931513345,-0.99986529219435372) (-0.69968963798585881,0.71444692629699158) (0.24751635022466564,-0.96888371664068262) (0.071148920305299845,0.99746570424220127) (-0.88124188399688674,0.47266557087397021) (-0.91513030912701065,0.40315817902791412) (-0.77187096890803075,0.63577921274368576) (-0.91009248485803063,-0.41440519905635342) (-0.9833888726521568,-0.18151122594462837)
 (1,0) (-0.14461745151268507,0.98948764151856716) (0.82699004619215066,0.56221656281107835) (-0.42672839417700364,0.90437983038274172) (0.42715128475237846,0.90418017006257645) (-0.71633717268217811,0.69775429417073731) (-0.68055221850870617,-0.7326995822865463) (-0.53666712325899812,-0.84379404999852525) (-0.50701408266742021,-0.86193777036217101) (0.8111548348128792,-0.58483145773777068) (-0.90403195648561852,-0.42746487768328617) (-0.41289843354912681,0.91077707677162967) (-0.39030391109761658,0.92068607949827341) (0.36509006845311814,0.93097220254790225) (-0.97438333231567054,-0.22489357862199932) (-0.020361716656681017,-0.99979267875634659) (0.81913590242573764,-0.57359948863049992) (-0.016262738300238722,-0.99986775292684282) (-0.82879192747794239,0.55955691484190728) (-0.82043565787472617,-0.57173886634342097) (0.04198650062790743,-0.99911817807756098) (-0.057422213073111017,0.99834998344557557) (-0.76230508508852268,0.64721785918512575) (0.99976419660874383,0.021715229201477837) (-0.58371950807526496,-0.81195537801800965) (0.97172271086295914,0.23612491014956782) (-0.82391039383962716,0.56672009221751407) (-0.74824067214049417,-0.66342738604518015) (0.50921929114897613,0.86063680697593359) (0.99357466017818807,-0.1131785962618389) (-0.69187827090240195,-0.72201416762629955) (-0.27952946539545137,0.96013711415387604) (0.44292288376779182,-0.89655971303356252) (-0.77167657306517623,0.636015146503908) (0.40351799197011595,-0.91497171003064803) (0.80520450689745582,0.59299721927849369) (-0.30651335899361182,0.95186635656401375) (0.19868062227804295,0.98006428887660624) (-0.33432668178996505,0.94245725093677868) (0.40820536046195099,-0.9128901268444779) (0.20842191710609281,0.97803900968714896) (-0.28559405740959987,0.95835068444297611) (-0.89203506652682552,-0.45196619352168177) (0.8749836049107883,-0.48415254944833386) (0.27117655531539198,-0.96252962336090031) (0.086020828808276883,-0.99629333883707838) (-0.048525372618949458,0.99882195020543674) (0.97213157668637029,0.23443591365076383) (0.89768530773195876,-0.44063713901823287) (0.13194830453231005,-0.9912565989344243) (0.23646483145633751,-0.97164004831229744) (-0.96275807306677219,-0.27036437033151328) (0.64210377224297432,-0.76661773112245446) (0.91763685200403744,-0.39741993891112126) (0.72996167750059415,0.68348807552181945) (-0.99461930802524978,0.10359745220502437) (-0.92999821757294776,0.36756402885910888) (0.85958234441505443,-0.51099725358353731)
 (1,5.5511151231257827e-17) (0.76044227349526738,-0.6494055348404042) (0.46678150136247332,-0.88437267596064684) (-0.5989572510384884,-0.80078100091624249) (-0.48159337061906748,0.87639478853754249) (0.99958715784040297,-0.028731757352215781) (-0.24808229331410936,0.96873896161144146) (0.32650598236129258,-0.94519513513469222) (-0.42801061718601802,0.90377370595522755) (-0.39585272488601025,-0.91831400958512943) (-0.036872872638352816,0.99931996440749415) (-0.69166292979453792,-0.72222045910375277) (-0.70108639091223124,-0.71307634407380649) (0.61020524452301084,-0.79224337141853507) (0.30740586789156249,0.95157849512577486) (-0.26203403453177637,-0.96505863280269133) (0.99722252274876433,-0.074479796741057258) (-0.66168652654542148,-0.74978059496645655) (0.96808332878934422,-0.25062854689787212) (0.58966033346094027,0.80765134256232807) (0.10341337074130397,-0.99463846434366332) (0.89154205446854506,0.45293792633649654) (-0.3136444699635802,0.94954049227047854) (0.45106542867909366,0.89249088457560477) (-0.37599521982367318,0.92662160274285954) (0.93480139212790569,0.35517088461151874) (0.058999735838563827,-0.99825799830053019) (-0.46185511104827337,-0.88695538579941169) (-0.9862478052776682,0.16527330874942997) (-0.98994393620350618,-0.14146025298262183) (-0.64637457010299448,-0.76302025865907985) (-0.97830956070382236,0.20714826437963263) (0.91923219072889206,0.39371586141247067) (0.71839744300132113,0.69563288729700334) (0.98414795048968484,0.1773494052624815) (0.56298153477733393,-0.82646947402778281) (-0.98133774605635615,0.19229203874584094) (-0.9741096525473335,-0.22607605979870776) (-0.56667574146705024,0.82394089838578255) (-0.79215913067239996,-0.61031460058919573) (-0.98819722888532358,-0.15318693424494106) (-0.29052083247859778,-0.95686866700500894) (-0.28559405740959987,0.95835068444297611) (0.37366816153399313,0.9275624534530299) (-0.5784359782561862,-0.81572778490058195) (0.7232212377185363,0.69061642125920208) (0.85726757887337202,-0.51487114719372695) (0.71180620225167079,-0.7023759181777619) (-0.32871424976642505,-0.94442942669131891) (0.9035646818385733,0.42845170758669182) (-0.89406599031304101,0.44793526872256961) (-0.89764406422550691,-0.44072115215940477) (0.13065931069399034,0.99142732690246604) (0.47255164401539279,0.88130298067029589) (0.015788055581365645,0.99987536088302764) (0.21020369053346888,-0.9776576131172463) (0.59966559591053625,0.80025069389614378) (-0.81320711560925063,0.58197438699867543)
 (1,5.5511151231257827e-17) (-0.81271912835839821,0.58265566023198179) (0.96064791176696307,-0.27776895006061064) (0.78456377491787788,-0.62004812965334466) (0.4757254742695467,0.87959381144424431) (-0.54039827491566694,-0.84140935606170453) (-0.88150119172730101,0.47218179653958392) (0.98814000364259535,-0.15355563552410645) (0.98956231104649639,-0.14410562985642428) (0.60663521481779237,-0.79498032437474309) (-0.94296551051935762,-0.33289044139321045) (0.467987186563675,-0.88373525063347524) (-0.95210853961717512,0.3057602472331109) (-0.42299856817984449,-0.90613035006990039) (-0.7190215509006167,0.69498777639644038) (0.75205699827056127,-0.65909807415305843) (-0.97262946819849549,0.23236160954837337) (0.10173508955040045,0.99481152564401332) (-0.64074969768621037,0.76774984527190027) (0.20386738892683476,0.97899851263020365) (0.49683058360244381,-0.86784755066616159) (-0.81592582337340236,-0.578156597084588) (-0.68481772013983933,-0.72871440920464448) (-0.80220977445188002,-0.59704227469573978) (0.99981191946251546,-0.019393960417544542) (0.11386931597423705,0.99349573671936664) (-0.26534792957361908,0.96415272455715928) (-0.9647570399370865,-0.26314226929900447) (0.95991558867400739,0.28028924813597683) (-0.56049929440684165,0.82815490155491778) (-0.35475825161716368,-0.93495806478661303) (0.9980421793400952,-0.062544450258004869) (-0.0024826929298805145,-0.99999691811315916) (0.7173036473692691,-0.69676070316195693) (-0.15035755408385748,0.98863168365672038) (-0.90229495557674955,-0.43111925628618397) (-0.14496186565271979,-0.98943724283376544) (0.19098709885876497,0.98159254686937736) (0.43987696344682581,0.89805804769446707) (0.53790820513796878,0.84300341805075263) (0.456958476194325,-0.88948802748219102) (-0.9881972288853238,-0.1531869342449409) (0.20842191710609304,0.97803900968714896) (-0.88814999619682333,0.45955367940598829) (-0.91729363353426296,0.3982114888818602) (-0.99902005509503311,0.044259795728374351) (0.21839197566220775,-0.97586112995976881) (0.95896296404371828,0.28353136262587114) (0.95375794872943676,0.30057573959888456) (-0.60435411924599436,0.79671582044691003) (0.069145144763290423,0.99760661032075282) (-0.16126142106903718,-0.98691172557366735) (0.13598377853204996,-0.99071106382039664) (0.94436127721703134,0.32890998478765376) (0.99989546862669598,-0.014458624409080523) (-0.8907853151834616,0.45442438562813059) (0.97069113138619689,-0.24033045468309688) (-0.71947033684387152,-0.69452317052907886)
 (1,0) (0.42603681562252071,0.90470582607509853) (0.014775508680613003,0.99989083621324937) (0.31148780383220431,-0.95025015025718118) (0.33396735432683766,0.94258464142162468) (-0.18248206180818888,0.9832091827877909) (0.65843862293847399,-0.75263442641357403) (0.75526034543530018,-0.65542490844714918) (0.90066691032694546,-0.43451020315076061) (-0.24430852151745081,0.96969755404144364) (-0.99995700430479884,-0.0092730546088773402) (0.82566652896747539,-0.56415847325268365) (-0.90094783838091608,0.43392740466206658) (-0.20974680131776025,0.9777557360286715) (0.99408784566541475,-0.10857879673443763) (0.54561698500611389,-0.83803466853874031) (-0.87415183005755126,0.48565273396433561) (-0.9968030866386054,0.079897474726986356) (-0.072219655884543321,-0.99738875134218208) (-0.79885064490773439,0.60152942332898129) (-0.42922719778302715,-0.90319655263034082) (-0.93726374145491953,0.34862111088390096) (0.91060159377084282,-0.41328529785367474) (-0.24903944775287712,-0.96849334198173387) (0.29603489785258136,0.95517712454466308) (-0.33074952199521573,-0.9437185775960627) (0.026760837943304028,0.99964186464582072) (0.6112930831756419,-0.79140430025469155) (-0.35082557904970901,-0.9364408219874012) (-0.3370598969038322,-0.94148320531976537) (-0.26892972028692974,0.96315980270482404) (0.44347090446187132,-0.89628876869888896) (0.94749862869811663,0.31975982958338339) (-0.54354647080151997,0.83937907650787624) (0.35549075012812886,-0.93467979895435005) (-0.82519149816145421,-0.56485307059628964) (0.1155866700677784,0.99329739841733455) (-0.037731093777994273,0.9992879287584322) (-0.63945714732894876,-0.768826740384286) (0.12646061906194217,-0.99197162853907883) (0.53790820513796855,0.84300341805075241) (-0.79215913067239985,-0.61031460058919551) (0.40820536046195088,-0.91289012684447768) (0.71400022742948643,0.70014546719281379) (-0.94853681793189126,0.31666686758744456) (0.94112466959722163,0.33805969336127756) (0.91927409122948733,-0.39361801939723612) (-0.33387654381638582,-0.94261681158847677) (0.99984843785596145,-0.017409805196849926) (-0.99503223991898992,0.09955320950023544) (-0.31348511676573887,0.94959311368942267) (-0.40334594792174006,0.91504756504518059) (-0.295595936093971,-0.95531305997810334) (-0.70645325669193071,0.70775970223612106) (-0.54470524480964011,-0.83862756708617348) (0.95866847161394975,-0.28452550243058605) (-0.73554157879424142,0.67747958335648639) (0.21898840424277322,0.97572746133703014)
 (1,0) (-0.8533456930792942,-0.52134549782559636) (-0.91505464332060837,0.40332988946691628) (-0.9999992903232946,-0.0011913659847501701) (-0.99802928613451147,-0.062749852731598998) (-0.24107398941765568,-0.97050673960887979) (0.77763866858738262,-0.6287114609402672) (-0.086392493439321705,-0.99626117914798717) (0.021537692505493533,0.99976803699735206) (-0.59746855133778176,-0.80189234324959824) (-0.55867972867117177,0.82938348233607173) (-0.058992564048519325,0.99825842214678184) (0.854224802492488,-0.51990382457399797) (-0.48735351445141128,-0.87320475946472853) (0.99907619634087119,-0.042973874680549917) (0.60874121077931376,-0.79336885387500367) (0.20588940683129398,-0.97857526647399717) (0.59393975698041412,-0.80450951832656625) (-0.80648371837946509,0.59125629974557536) (0.41198974918765885,0.91118848026316046) (-0.10459827578478698,0.99451455529964539) (-0.32512590096719518,-0.94567074001486728) (0.39869328017963068,0.91708433000439316) (-0.87485712618006017,0.48438105740415394) (-0.20209996096170085,-0.9793648991970666) (-0.3618887915450586,0.93222127338634309) (0.7392841446784979,0.67339360958282113) (0.21812923259544292,0.97591989317121763) (-0.8528908620174519,0.52208924283797353) (0.0021942277251086328,-0.99999759267944932) (0.94859321868664459,0.31649787591974227) (0.49004627626778985,-0.87169641912541818) (-0.26216694507834082,0.9650225349225221) (0.94912420242342832,0.31490196629125022) (-0.4296372278375612,-0.90300157943165138) (-0.97355170864577056,-0.2284667822526984) (-0.51720763960274641,-0.85585995205790277) (0.49244165961800174,0.87034545547883857) (0.86549918383402402,0.50091033407451302) (-0.63945714732894898,-0.76882674038428611) (0.43987696344682559,0.89805804769446695) (-0.56667574146705046,0.82394089838578266) (-0.33432668178996511,0.94245725093677868) (0.6794468236659168,0.73372475343979915) (-0.93984550469793149,-0.34159980576559373) (-0.98876292441902203,0.14949207100827644) (0.82663372603297902,-0.5627403335330009) (-0.02338887138721446,0.99972644293088164) (0.94167052783012961,0.33653620461418993) (0.5363523056766627,-0.84399419677822607) (0.53010308600629563,-0.84793320385901005) (0.21917613412598524,-0.97568530901596984) (-0.30048575580990045,-0.9537863023525498) (-0.23213600468824586,-0.97268333764251125) (-0.75903016588562167,0.65105545637499029) (0.99043184134978723,0.13800278127802934) (-0.41452284817586493,0.91003890484977035) (0.96479523902540543,0.26300218013148402)
 (1,1.3877787807814457e-17) (0.0614779265996191,-0.99810844327708759) (0.9962636797055805,0.086363652652565043) (0.63244111189927676,-0.77460844300821274) (-0.73868020661593259,0.67405604541005304) (0.32128106009038582,0.94698388604410744) (-0.99973570415981616,0.022989602608057103) (0.92057286225033641,-0.39057087101859284) (-0.11950887198038522,0.99283313276601204) (0.64367885918900813,0.76529571162599219) (0.71002387566933811,-0.70417760258296536) (-0.15500895228290495,0.98791306536160006) (-0.9304314020389739,0.36646610498079224) (-0.45906172108475773,0.88840437652833193) (-0.9490696335230312,-0.31506639097887956) (0.97289282643038655,0.2312564556510659) (0.9796291645964248,-0.20081508875607484) (-0.76013388663371306,0.64976647681387734) (0.91965467316089167,-0.39272800019011578) (0.99511176766981513,0.098755100349563529) (0.16064357772887083,0.9870124826639568) (-0.96387001644422665,0.26637303054138622) (-0.76564735345296597,-0.6432605460856945) (0.55984438493607824,-0.82859777012465108) (-0.81013308038199172,-0.58624601667796461) (0.99980832096735583,-0.019578593525484467) (0.81877287826939005,-0.57411756096678956) (-0.058712557277893915,0.99827492987547506) (0.94174888609337981,-0.33631686776294117) (-0.62533607338110442,-0.78035555699200465) (-0.18012311811579038,0.98364407298587597) (0.074916026568117161,-0.9971898459988664) (-0.98575886026973158,0.16816500646603699) (-0.97439861875241907,0.22482733769134) (-0.92661353930532686,-0.37601509115467419) (-0.87427376754960984,-0.48543318734364305) (0.16972278723541293,-0.98549184445790361) (0.14078445708517645,-0.99004027021289776) (0.49244165961800179,0.87034545547883868) (-0.037731093777994315,0.99928792875843253) (0.19098709885876486,0.98159254686937758) (-0.97410965254733362,-0.22607605979870785) (0.19868062227804295,0.98006428887660624) (0.25445206899327133,-0.96708538639824415) (-0.089983084368542438,-0.99594329383129021) (0.03386078541334922,-0.9994265591884125) (-0.99996198104993672,0.008719888455953298) (-0.79204033220569758,0.61046876427830865) (0.21835653153929363,-0.97586906146989205) (0.90481733356404648,0.42579994467125504) (-0.67254289418469548,0.74005814331150455) (-0.99965996176504746,0.026076058826158668) (-0.55176887393205665,0.83399706819613306) (0.74763276760260688,-0.66411237362878661) (0.79979932704780499,-0.60026747076105802) (0.88634657682553675,-0.46302240307532672) (-0.93324130709385023,-0.35925013950416196) (0.58089264629016413,0.81398018003266448)
