# Created by Octave 5.1.0, Fri Sep 17 16:23:47 2021 GMT <unknown@Ola>
# name: F_norm
# type: scalar
1.2982376324396581e-13


# name: H
# type: complex matrix
# rows: 40
# columns: 40
 (1,0) (-0.45490212549723813,0.89054143992185708) (-0.1188973070059256,-0.99290655672461881) (0.65309086522112159,-0.75727955324617557) (0.87783020323200123,-0.478971955644235) (-0.94332488757599742,-0.33187069240855127) (-0.98327437766872117,-0.18213044287045577) (-0.3224758151880105,-0.94657770342366943) (-0.74942189018697924,-0.66209276578782761) (-0.10119656274441427,0.99486645118262773) (-0.92647505398857377,0.37635618014969452) (0.95912768801109993,0.28297363497414774) (0.13611695853934572,0.99069277457645655) (0.94937243515462977,-0.31415279621319459) (0.81622843274957679,-0.57772930129184996) (0.23307891885726714,0.97245782303621153) (0.77984645049524548,0.62597085686952436) (0.77858197656579564,0.62754291149442409) (-0.20043506481734347,-0.97970698925324995) (0.20994700908841621,0.97771276629428805) (-0.88324310951735829,0.4689153542912704) (0.27149089821165789,-0.96244100712107428) (-0.81632871965211995,-0.57758758770521623) (-0.34771530204159051,-0.93760016463635776) (0.97143430033966516,0.23730866002652612) (-0.77483487488281988,-0.63216367869826651) (0.72756794511526202,0.68603562971667542) (0.91382297784739119,0.40611274931738683) (-0.44727555721053525,0.89439620746177417) (-0.3560032461812489,-0.93448471828511614) (-0.34114267751118799,0.94001152842957081) (0.99994049824446751,0.010908710767370211) (-0.77444705450479334,-0.63263872768654461) (-0.53351558272929789,-0.84579023580614665) (-0.34293775270746923,0.93935813072967633) (0.25478002876036548,-0.96699903668249176) (-0.84160478187249332,0.54009387251602192) (-0.27324077738451391,0.96194567288090982) (-0.99823138918723375,-0.059448243383008137) (0.99866632362255769,-0.051629197768363722)
 (1,0) (-0.85067513640600101,0.52569174646424843) (0.33953430716290445,-0.94059367117762738) (0.25516991099907571,-0.96689622841374456) (0.93933086566556834,0.34301242660867914) (-0.4030164507740448,0.91519273402135981) (-0.99084985630961797,0.13496874546060489) (0.13756470317053887,0.99049278262973794) (-0.21794057884756629,0.97596204029234035) (0.66866152411092705,-0.74356692111312528) (-0.94467040375107447,0.32802107901289301) (-0.96466298120251126,0.26348687386183689) (-0.25938116823449009,-0.96577503051451452) (0.99833935999771195,0.057606616628299939) (0.82909149144215344,0.55911295711888631) (-0.7781690640490202,-0.62805486046767622) (0.97952499708466323,0.20132257718967078) (0.34968823720055192,-0.93686612531544267) (-0.3393687303426508,0.94065342441603739) (-0.97952230205739221,0.20133568926593126) (-0.79780178313278283,-0.60291982454564608) (0.38403909678873238,-0.92331683193673819) (-0.06644696268514258,0.99778995843309637) (-0.98707486137296885,0.16025984539345942) (0.40622793842307181,0.9137717778770259) (-0.39727101019000299,0.91770133728932513) (0.92983961125857117,-0.3679650762429908) (0.098896728606908652,-0.99509770227392846) (-0.99135724150545534,-0.13119001377656422) (-0.93415702612656459,0.35686222907219128) (-0.35600324618124879,-0.93448471828511637) (-0.77904311803961956,0.62697035036364213) (0.88860116702781466,0.45868067972916249) (-0.97336454079568258,-0.22926288561738503) (0.28293572816637202,-0.95913887092900463) (0.91039151159440768,0.41374786478826719) (-0.060876737253393834,-0.99814529145880448) (0.92858779947613224,-0.37111278429080607) (0.97431361720951992,-0.22519541585054889) (0.77091460387160515,0.63693851629296727)
 (1,0) (-0.27163894286619028,0.96239923354008272) (0.14870149692130916,-0.98888212887753324) (-0.018547168554109567,-0.9998279864749865) (0.66321799882790244,-0.74842627294257424) (-0.49882542990089485,0.86670248094959756) (0.71807338536963905,0.69596739379354944) (0.93157071819647497,0.36356016970909222) (-0.32605478029016816,-0.94535087679122076) (-0.87094731817767146,0.49137640252572368) (0.9024627663940934,-0.43076786703782877) (-0.57584784152310498,0.81755688695844331) (0.99991917547793274,0.012713870831920909) (-0.68922701023133459,0.72454546328548419) (0.97404224286064833,0.22636631622880155) (-0.41200955322941535,-0.91117952569606053) (-0.36611337580467052,0.93057025315497166) (-0.75692986037905341,-0.65349612582367078) (0.75372664535661005,-0.65718805838167182) (0.92228452341138467,-0.3865116529625407) (-0.086110545549818729,-0.99628558854633276) (0.70838854745715985,-0.70582268724626274) (0.52817643777499168,0.84913464808552019) (0.99299945383300647,0.11811894296577467) (0.56833494994389988,-0.82279729257713619) (-0.54739493946660867,0.83687441127468321) (-0.98455144804150652,-0.17509553437873165) (-0.97902770318501697,0.20372716165565813) (0.80146501889730137,0.59804165698047207) (-0.99135724150545523,-0.13119001377656428) (-0.4472755572105353,0.89439620746177417) (-0.53216369284077625,-0.8466414849403896) (-0.5782372956430174,0.81586863521491637) (0.75226834457191061,-0.65885684162421598) (-0.94316981659292243,-0.33231114496518765) (-0.92911105051827492,0.36980083261781316) (0.80558136947715253,-0.59248515352818443) (0.57511563959521861,0.81807212462776291) (-0.99846096789233729,0.055458954150767098) (-0.94332717496375351,0.3318641905582827)
 (1,-3.4694469519536142e-18) (0.96459282350568065,-0.26374359677789033) (-0.42221005605151263,0.90649802458084749) (-0.72641056595503362,0.68726100549128188) (-0.99563596718199421,0.093322134853285832) (0.34781027431526762,-0.93756493806068597) (0.32895998609369337,-0.94434386086278821) (-0.67076378428866956,0.741671049513693) (0.35604767490775474,0.93446779141540326) (-0.99932659619726505,0.036692698630482898) (0.6151849629361843,0.78838281397884724) (-0.99922031473401507,0.03948116795202504) (-0.93903165254318599,-0.34383070764841961) (-0.4737292013194051,0.88067056486366058) (0.92523875597564009,0.37938535085141323) (-0.23689747308291509,0.97153465571071096) (0.9553604016361491,0.2954428929346849) (-0.94197899400013019,-0.33567182613752655) (-0.61837509971358329,0.78588309312149995) (0.41811968909200042,0.90839194491893693) (0.68050916548968299,-0.73273956879953939) (-0.46899938610501324,-0.883198491752064) (0.76135050826569373,-0.64834049970950458) (-0.86570091993961007,-0.50056160181910969) (0.94214170995991986,0.33521485401723861) (-0.48882455554972626,-0.87238211461011372) (0.19404804491956548,0.9809920266051575) (-0.19311683304721297,-0.98117576855210564) (-0.97902770318501686,0.20372716165565813) (0.09889672860690861,-0.99509770227392835) (0.91382297784739108,0.40611274931738678) (0.96230383174563083,-0.2719767185030299) (-0.18991322515270082,0.98180087946186922) (0.43456751361219059,-0.90063925969997471) (-0.91433483247376879,-0.40495902771165104) (0.64567301074414851,-0.763614014536524) (0.91684063203630795,-0.39925337249328713) (0.98767391674424532,-0.15652550649361224) (-0.67485908912576709,0.7379466171914737) (-0.65078635878752966,-0.75926090062380303)
 (1.0000000000000002,0) (0.10325505936485116,-0.99465491137155759) (0.26116199446209409,-0.96529498737359121) (-0.10057387254030731,-0.99492959357044286) (0.89503751738554993,-0.44599085469582489) (0.09285932021742116,0.99567923883586051) (0.8584614006574065,0.51287817616011311) (0.62178088548120869,-0.78319124768488368) (-0.36110912372156179,0.9325235657960852) (0.29717435618147015,-0.9548232307752722) (0.98299350250474615,0.18364033879693101) (-0.99355762233387235,-0.11332806846612507) (-0.99767516978225879,-0.068148775483801438) (-0.36036222425327635,-0.93281245024454562) (0.47289308520170548,-0.88111981589816313) (0.71770310655964309,0.69634923051198849) (-0.97211544199548583,0.23450280901072726) (0.8034379855528383,0.59538844746165287) (0.78559556700368016,0.61874033738246526) (-0.96938693255104158,0.24553813349311571) (0.88396222708921335,-0.46755831837266926) (-0.75387399313014658,-0.65701902748855612) (-0.99921460427587561,0.039625428727091044) (0.73465601073907227,0.67843978795833693) (-0.8992386036427733,0.4374584937095124) (-0.39222463952852671,-0.91986946473220788) (-0.60984096147463362,0.79252381775420211) (0.19404804491956565,0.98099202660515772) (-0.98455144804150652,-0.17509553437873165) (0.92983961125857095,-0.3679650762429908) (0.72756794511526202,0.68603562971667542) (-0.99878138602590127,-0.049353246379347737) (-0.74937779976268137,0.66214266832975144) (-0.92322502851727117,-0.38425973861345952) (-0.37586907186785601,0.92667277979511076) (-0.40809857362455104,-0.91293786984964509) (0.50592943418003722,0.86257487073892236) (0.42286692586521968,-0.9061917915150739) (0.99999156089492147,-0.0041083012230325455) (-0.44213904356495193,0.89694652357622162)
 (1,5.5511151231257827e-17) (0.87389709093567003,0.48611096927982733) (0.86177633172837009,-0.50728843281982572) (-0.99132770831415273,-0.13141299299768866) (-0.82596689172241999,-0.56371862997279487) (0.99834033495471086,-0.057589717854107103) (0.47459240132057828,-0.8802056876712212) (-0.95759658735470699,0.28811243618875548) (0.75873460597106634,0.65139987542363798) (0.13100022058849808,0.99138233906286866) (-0.59998340455522703,-0.8000124463146302) (-0.20427264766165154,-0.9789140337217046) (0.58547001947222777,-0.81069405838404263) (0.96958832149593421,-0.24474167364529142) (-0.99940185212353927,-0.034582336127563396) (0.2886956575765206,0.95742091960457021) (-0.76573405479511958,-0.64315733481553783) (0.48408525298135407,-0.87502083852099144) (0.97925741415062251,-0.20262012938263735) (-0.98776565512795811,-0.15594553712638393) (-0.99490709644249686,-0.1007961777467814) (0.99351681764158262,-0.11368523678711601) (-0.0012223531259965004,-0.99999925292613878) (0.97018533487300518,0.24236422177655609) (-0.17195469399875352,0.98510485899308997) (-0.70138477648192188,0.71278285285169807) (-0.39222463952852671,-0.91986946473220788) (-0.48882455554972637,-0.87238211461011383) (-0.54739493946660878,0.83687441127468332) (-0.39727101019000288,0.91770133728932501) (-0.77483487488281999,-0.63216367869826662) (0.71133644989186529,-0.70285165935298066) (-0.0053400199637549939,0.9999857419917485) (0.99326243039128403,-0.11588677393559582) (-0.67012476167899104,0.74224847846572006) (-0.047757166379646776,-0.99885897556130887) (-0.31670830392540461,0.94852298349839381) (-0.66016956985971553,0.75111659483148063) (0.54545471807097379,0.83814029287113667) (-0.11702583891512353,0.99312887030143893)
 (0.99999999999999989,0) (0.6612432614282282,0.75017154652503248) (-0.21124318141750184,0.97743353651520071) (-0.31815192920900248,-0.94803974069687069) (-0.92157058156725546,0.38821084888213819) (-0.22463492702784094,-0.97444299451491556) (-0.6443983712191792,-0.76468996277580936) (-0.0043990937108392414,0.9999903239404484) (0.086736691795697984,-0.99623127149088109) (0.85290030362955604,0.52207381860098179) (0.67125651082835036,0.74122513224427844) (-0.76920385817605075,0.63900346209318581) (0.79798347903618938,0.60267932367495269) (-0.60573738196256,0.79566464298292428) (0.47650900002456098,-0.87916959279515172) (0.91705750477080539,-0.3987549785815146) (-0.023858151261896415,-0.99971535379745191) (0.97792026582648672,0.20897835697950429) (0.0042230665623203267,-0.99999108281464699) (-0.93091034150249674,0.36524777355064719) (-0.66274748360885039,-0.74884295614643803) (-0.68641391554435405,-0.72721106739863917) (0.47179381393518921,0.88170890725481943) (-0.58420722285805227,0.81160453470916627) (-0.012665882178466314,0.9999197844970571) (-0.17195469399875349,0.98510485899308997) (-0.8992386036427733,0.43745849370951251) (0.94214170995991986,0.33521485401723866) (0.56833494994389988,-0.82279729257713607) (0.40622793842307175,0.91377177787702557) (0.97143430033966516,0.23730866002652617) (-0.8725517647305725,0.48852166570743139) (-0.46421158024435655,-0.88572434129758315) (0.81547778006045091,-0.57878838121344378) (0.53500251299118506,-0.8448504667058645) (0.59876204017426105,-0.80092697497734233) (-0.86013770867520922,0.51006188067229763) (-0.94153051872293581,-0.33692771081245193) (0.048175060050324264,-0.99883890772694051) (-0.99341299852121623,0.11458889286962159)
 (0.99999999999999989,0) (0.88217322431490575,-0.47092504955867776) (0.70691460328320033,0.70729890687385866) (0.60776120855052473,-0.79411983565530297) (-0.81264057896568209,0.58276520951264887) (-0.54701415128697828,0.8371233590647118) (0.59482446599214289,0.80385561804167427) (0.57499173018371119,-0.81815922058016444) (-0.57747770916837005,0.81640645233465137) (-0.98741234078330531,-0.15816721932446487) (0.17597049595696107,-0.9843954411478455) (-0.52565812572213066,-0.85069591209920381) (-0.92433435554222965,-0.38158354152705631) (-0.78594487342912323,0.61829657603004695) (0.99843438971035292,0.055935404206239381) (0.95992345847004279,0.28026229478635289) (-0.090855277992158812,0.99586410642264234) (0.96110821714430572,-0.27617203866013296) (-0.058395245866390499,-0.99829354163001816) (0.99779017428466876,0.066443721305859627) (-0.52095272003448501,0.85358553378596536) (-0.97569266443518565,-0.21914338814431106) (-0.78444642408802423,-0.62019658797474186) (-0.93378893061470503,-0.35782430473829796) (-0.58420722285805216,0.81160453470916627) (0.97018533487300518,0.24236422177655614) (0.73465601073907216,0.67843978795833682) (-0.86570091993961018,-0.50056160181910958) (0.99299945383300647,0.11811894296577466) (-0.98707486137296874,0.16025984539345942) (-0.34771530204159051,-0.93760016463635765) (-0.66164234171055702,-0.74981958607105681) (0.99983081128185902,0.018394260285756775) (0.76638247028650741,0.64238454934528932) (-0.95664147795185028,-0.2912680598041954) (0.76211407762631411,0.64744276402149459) (-0.37704980406850008,0.92619298488592872) (-0.96057696496054723,0.27801419817553163) (-0.096910771780089042,-0.99529307357832431) (0.67607293808195457,-0.7368347049326831)
 (0.99999999999999989,0) (-0.97519495894542063,-0.22134767233345573) (-0.98714036557923401,-0.1598558683442575) (-0.36049687682345932,0.93276042036555729) (0.48150451527280191,0.87644361014950867) (0.8766673346998467,-0.48109706325258972) (-0.7719160775556223,0.63572444440271614) (0.98357801290600988,-0.18048349655263485) (-0.93356230792662365,-0.35841514646944783) (-0.16882439533617977,-0.98564614519581661) (0.47940838166674959,-0.87759193455026008) (0.87856097869690764,-0.47763019870097356) (-0.94731854631636248,0.32029294685498899) (-0.97836654521300925,0.20687895786657745) (-0.52078128028010928,-0.85369014174336655) (0.5285466528711501,-0.84890425593155328) (0.99740522415516741,-0.071991796949240128) (0.85327239879625616,0.52146544799486239) (-0.16402320235004383,0.98645648109322925) (-0.75353307666838232,-0.65740999563946556) (-0.99141904447025941,-0.13072214143624408) (0.59408196886281461,-0.80440450910725347) (0.70440279562086805,0.70980046599132696) (-0.78444642408802423,-0.62019658797474198) (0.47179381393518915,0.88170890725481954) (-0.0012223531259964726,-0.99999925292613867) (-0.9992146042758755,0.039625428727091044) (0.76135050826569384,-0.64834049970950458) (0.52817643777499157,0.8491346480855203) (-0.066446962685142608,0.99778995843309615) (-0.81632871965211995,-0.57758758770521612) (0.82295721388852416,-0.56810335688925251) (0.49628843716011584,-0.86815769716173696) (0.94225867049844747,0.33488594755602652) (-0.68393206574305665,0.72954570072644254) (-0.9122734504466028,0.40958167880198193) (0.39712534046983411,0.91776438368282642) (0.97652156672248258,-0.21541965956213843) (0.0089057899784530936,0.99996034266607781) (-0.96636478476077969,0.25717523748263904)
 (1,0) (0.94104762775463502,-0.33827409344697651) (-0.9536059717296469,-0.30105755376930199) (0.7342784745197154,0.67884837913705021) (0.97682476907910554,0.21404058146424487) (0.81366402604639188,0.58133540466582323) (-0.7199071758626765,0.6940703553253269) (-0.71850875724196295,-0.69551791189487699) (0.83918386425669989,0.54384781140608873) (-0.5512109904308492,0.83436589337546763) (-0.92231436638163911,0.38644043469341516) (-0.73634431248242249,0.67660701553766667) (0.7438309220613567,0.66836783239871145) (0.076511614244851978,-0.99706869015411737) (0.61142065426065073,0.79130574593103886) (0.8167034350654131,-0.57705762203817601) (0.35929498315241959,0.93322404334731057) (0.1817303781067954,0.98334839689357367) (0.4121984264262139,-0.91109409901049943) (-0.93149528453135377,-0.36375339846639598) (-0.97725236974708396,-0.21207971572903656) (-0.9397069566765921,0.34198075322102223) (0.59408196886281461,-0.80440450910725381) (-0.97569266443518565,-0.21914338814431117) (-0.68641391554435427,-0.72721106739863928) (0.99351681764158284,-0.11368523678711612) (-0.75387399313014669,-0.65701902748855623) (-0.46899938610501346,-0.88319849175206411) (0.70838854745715985,-0.70582268724626285) (0.38403909678873238,-0.9233168319367383) (0.27149089821165795,-0.96244100712107428) (0.20021188337274792,0.97975262273511576) (-0.99756165812755682,-0.069790674404247577) (-0.27070829759462944,0.96266142418475342) (-0.17042512119525136,-0.98537062979651702) (-0.50785003409143648,-0.86144549617101562) (0.86175152982919334,-0.50733056367327778) (0.0095949599491215246,0.99995396731228314) (0.49042708218199516,0.87148222991777335) (-0.73832070396145388,0.67444980398978815)
 (1,2.7755575615628914e-17) (0.99089608083458314,0.13462896043074452) (0.97640883245567467,0.21593006252614871) (0.19790982726900677,0.98022023049432705) (0.87874357841199691,-0.47729416862107044) (0.96946075226493011,0.24524650826854788) (-0.67097887800398948,-0.74147646306036374) (-0.38915645946971089,-0.9211716724112825) (0.42137314769323986,-0.90688735265361964) (0.95580389232057172,-0.29400496496631612) (0.66983932870141349,0.74250607655751855) (0.9167125143547753,0.39954745153153642) (-0.56781771144601723,-0.82315432730940985) (-0.99903380672122877,-0.043948299490324944) (-0.99425563415839791,-0.10703146240373183) (-0.97011576548915013,0.24264253862297175) (-0.48939539793526565,0.87206200724477301) (-0.99999816210971848,-0.0019172316461715799) (0.98495660466743618,0.1728018718706375) (0.44240884591568369,0.89681347729366401) (-0.93980347151164645,-0.34171542975794622) (-0.97725236974708396,-0.21207971572903658) (-0.99141904447025953,-0.13072214143624417) (-0.52095272003448523,0.85358553378596536) (-0.66274748360885039,-0.74884295614643803) (-0.99490709644249686,-0.10079617774678151) (0.88396222708921346,-0.46755831837266926) (0.68050916548968321,-0.7327395687995395) (-0.086110545549818729,-0.99628558854633287) (-0.79780178313278272,-0.60291982454564619) (-0.88324310951735829,0.4689153542912704) (-0.99806113247757955,0.062241271175739632) (0.81492159111641427,-0.57957122110426851) (0.95391325176157271,0.3000825021784207) (0.97097919872498917,0.23916395138770119) (0.82880346481177369,0.55953982585335171) (0.16193845034016138,0.98680086050906313) (0.94045689189189685,0.33991298076571502) (-0.98471470226403301,-0.17417507038912475) (-0.72223237202514312,0.69165049034822135)
 (1,0) (0.98745069155872367,0.15792761550849313) (0.75093593779130985,0.66037505807948738) (-0.26077967869135787,-0.9653983422306216) (0.98856726826214136,0.15078048985438164) (0.90391682273489904,-0.42770828560696034) (-0.88410283949896018,-0.46729238083867297) (0.94122297383760201,-0.33778589893644251) (0.75813716950012777,-0.65209510979789931) (-0.40311519037184707,-0.91514924645735762) (-0.02187097225616963,-0.99976080167836634) (0.097198695686370518,-0.99526499665007229) (-0.54288477144511871,0.83980719509479129) (0.95461057557090423,0.29785675921185228) (-0.098007861926797279,0.99518564047143376) (0.51718211209651688,-0.85587537815232528) (0.78641363883103765,-0.61770024175203808) (-0.61817426979154622,-0.78604107536927614) (-0.37267431386767241,0.92796220601016943) (-0.77383513729466236,0.63338706987761573) (0.44240884591568369,0.89681347729366379) (-0.93149528453135366,-0.36375339846639587) (-0.75353307666838232,-0.65740999563946556) (0.99779017428466887,0.066443721305859738) (-0.93091034150249663,0.3652477735506473) (-0.987765655127958,-0.15594553712638393) (-0.96938693255104158,0.24553813349311565) (0.41811968909200042,0.90839194491893704) (0.92228452341138434,-0.38651165296254064) (-0.97952230205739199,0.20133568926593126) (0.20994700908841624,0.97771276629428794) (0.71856246171545901,0.69546242789486445) (0.43978315354082648,0.89810399056105239) (-0.9359960668494125,0.35201045842763046) (0.29141691666703651,-0.95659614293612838) (-0.85737561061727341,0.51469123007746909) (-0.55084872749666736,-0.834605103875661) (-0.67414499986038623,0.73859902461568416) (-0.52697731150909966,0.84987935211689991) (-0.052547315669514094,-0.99861843544765805)
 (1,0) (-0.52490944262219319,-0.85115807993936032) (0.033664022902663765,-0.9994332061533725) (-0.89095326842076616,0.45409500491676286) (0.58464886767808077,0.81128644850184606) (-0.483129529208633,-0.87554888955822696) (0.79238233378855549,0.61002478400455384) (-0.98625524986324831,-0.1652288779759204) (0.20298314021219754,-0.97918223267663262) (-0.76443883637023624,0.64469625828673716) (0.75100118619508716,0.66030085440923991) (0.99517521487212224,0.098113667265194701) (-0.43586816852316251,-0.90001052197641773) (-0.69539331595328924,0.71862934543997692) (-0.93780260572846885,0.3471689396949183) (0.17579812881643958,0.984426237919652) (0.83184581234835719,-0.55500679678586085) (0.55366851435243636,-0.83273715914132596) (0.84019685432224367,0.54228151912729472) (-0.37267431386767241,0.92796220601016943) (0.98495660466743618,0.17280187187063745) (0.41219842642621374,-0.91109409901049931) (-0.16402320235004383,0.98645648109322925) (-0.058395245866390486,-0.99829354163001816) (0.00422306656232024,-0.9999910828146471) (0.97925741415062251,-0.20262012938263746) (0.78559556700368016,0.61874033738246514) (-0.61837509971358329,0.78588309312150018) (0.75372664535660994,-0.65718805838167182) (-0.33936873034265069,0.94065342441603716) (-0.20043506481734333,-0.97970698925324995) (-0.94460591003512184,-0.32820675606501443) (-0.94434034958668189,0.32897006572407794) (-0.6152657902600781,0.78831973674115396) (0.47133727488595184,-0.88195304484030568) (0.36455190260728504,-0.93118307024204894) (-0.75670795985264294,-0.65375306002775402) (-0.92410101968662917,0.38214827673840468) (-0.23461437359271961,0.97208852256556166) (0.37444649951325071,0.92724852062555141)
 (1,-2.7755575615628914e-17) (0.21957661192885625,0.97559526008168151) (0.940634437521639,-0.33942135311195409) (-0.7364283970052885,-0.67651549581973447) (-0.87722496093337543,0.48007954332114361) (-0.5826569480294238,0.81271820510742654) (-0.7986511465704661,0.60179427222405446) (-0.78562884134036781,-0.61869808764387757) (0.86551887627303636,-0.50087630690127427) (0.51871782934717492,-0.85494550324412755) (-0.69379114969397859,0.72017625662493701) (0.92175878541547152,-0.38776377023826519) (-0.99294504841980535,0.11857542248961099) (-0.075253085103287778,0.99716446646600776) (-0.42883068771607608,0.90338487992270311) (0.95586562811428943,-0.29380418817585752) (0.55916783907125467,-0.82905447815471289) (-0.83899589144788966,0.54413775290229605) (0.55366851435243625,-0.83273715914132596) (-0.61817426979154622,-0.78604107536927614) (-0.99999816210971837,-0.0019172316461714134) (0.18173037810679543,0.98334839689357356) (0.85327239879625627,0.52146544799486227) (0.96110821714430583,-0.27617203866013296) (0.97792026582648695,0.20897835697950418) (0.48408525298135396,-0.87502083852099133) (0.8034379855528383,0.59538844746165276) (-0.94197899400013041,-0.3356718261375265) (-0.75692986037905341,-0.65349612582367056) (0.34968823720055187,-0.93686612531544255) (0.77858197656579564,0.62754291149442398) (-0.78048720581593733,-0.62517175364665234) (-0.90532875102648669,0.42471149332790836) (0.44098918546873539,0.89751241679411931) (-0.27027591971593612,0.96278290762856078) (-0.78300263991774288,0.62201838066237725) (-0.9261343019739694,-0.37719392188526585) (0.94415570161716444,-0.32949963748659861) (0.84518971445442448,-0.53446641295824038) (-0.36235157474838675,-0.9320414884957452)
 (1,0) (-0.23225024170793757,-0.97265606728514487) (0.99960568458950894,-0.028079802996799491) (-0.34293400742008673,0.93935949803831753) (0.7644417305550476,0.64469282653524573) (0.74338063655518094,0.66886861878459625) (-0.89271406033990952,-0.45062357513942009) (-0.79743541026915055,0.60340431424449681) (-0.99933297659466824,0.03651851435149589) (-0.98072193153624987,0.19540852848278256) (-0.41587980218425974,0.90941958970278447) (-0.35759719580837029,-0.93387592620753956) (0.80900366524915279,-0.58780359782280678) (-0.92320352381216386,-0.38431140188758883) (-0.26041773749611596,-0.96549603934837769) (-0.46756513788364873,0.88395861997937686) (0.89654745332632191,0.44294769886983987) (0.55916783907125478,-0.82905447815471289) (0.83184581234835719,-0.55500679678586073) (0.78641363883103765,-0.61770024175203808) (-0.48939539793526543,0.8720620072447729) (0.35929498315241953,0.93322404334731046) (0.99740522415516719,-0.071991796949240155) (-0.090855277992158839,0.99586410642264234) (-0.023858151261896443,-0.99971535379745191) (-0.76573405479511947,-0.64315733481553772) (-0.97211544199548594,0.23450280901072723) (0.95536040163614921,0.29544289293468484) (-0.36611337580467063,0.93057025315497155) (0.97952499708466312,0.2013225771896707) (0.77984645049524559,0.62597085686952436) (-0.99960072624898566,0.02825576193452381) (0.9938783209297738,-0.11048023889281758) (-0.54227383672637874,-0.84020181266291794) (-0.75702908469602792,-0.65338117888740488) (-0.62046979018468773,0.78423034847433082) (-0.62154618384145477,-0.78337752160253205) (-0.78098638597994907,0.62454804852307189) (0.86755071670892603,-0.49734872467699065) (0.37676217782643495,-0.92631002442998622)
 (1,0) (-0.83683638342732858,-0.54745307321474523) (-0.69800994545738115,0.71608806444639483) (0.088714612510975399,0.99605708547604221) (-0.43446917490243953,-0.90068670249959482) (-0.38372972762596247,-0.92344544838128073) (0.17797936703218481,0.98403421938000846) (-0.95777309237992703,0.28752513544556785) (0.51213286931481505,0.8589062371221754) (0.8935174265467547,-0.44902851630744445) (0.47994647519503186,-0.87729777210925619) (-0.99393581906647499,-0.10996175506354622) (-0.97635841292057246,-0.21615792726435168) (0.64321052643276833,-0.76568937480291677) (0.76393604274699733,-0.6452919669359426) (-0.82893819431741878,-0.55934020953421304) (-0.46756513788364884,0.88395861997937697) (0.95586562811428943,-0.29380418817585752) (0.17579812881643958,0.98442623791965178) (0.51718211209651688,-0.85587537815232528) (-0.97011576548915013,0.2426425386229718) (0.81670343506541287,-0.57705762203817612) (0.52854665287114999,-0.84890425593155328) (0.95992345847004279,0.28026229478635289) (0.9170575047708055,-0.3987549785815146) (0.28869565757652071,0.95742091960457021) (0.71770310655964309,0.69634923051198838) (-0.23689747308291512,0.97153465571071107) (-0.41200955322941524,-0.91117952569606042) (-0.77816906404902009,-0.62805486046767611) (0.23307891885726711,0.97245782303621153) (-0.7057145735512893,0.70849625311452591) (-0.00060910287404780661,-0.99999981449682751) (0.84270725375528088,0.53837206880393862) (0.98698938557076765,-0.16078542462126255) (-0.93916125555872576,-0.34347654367854319) (-0.99620540072123132,0.08703332450189305) (-0.60715279863313798,0.79458509872256522) (0.045595139805746976,0.99896000081389347) (-0.32163282693932377,-0.94686447004575025)
 (1,0) (-0.27417026946971251,-0.96168116511601953) (-0.66633174244059867,0.74565542244127436) (-0.14466829145897966,-0.98948020972950224) (-0.17368166076205149,-0.98480184845223329) (-0.67476489226771164,0.73803275006123037) (0.82999452417616937,-0.55777153910680477) (0.22241068607766229,0.97495306898253475) (-0.50743642745952,0.8616891969191206) (-0.25037299358346132,-0.96814945338209812) (-0.81069706504951777,0.5854658561522591) (0.62503489353641228,0.78059681133215308) (-0.98669801414860459,0.16256392242806897) (-0.77260753524052994,-0.63488392363451263) (-0.3113074267877759,0.95030925809800093) (0.76393604274699733,-0.64529196693594271) (-0.26041773749611596,-0.96549603934837758) (-0.42883068771607608,0.90338487992270311) (-0.93780260572846885,0.34716893969491835) (-0.098007861926797224,0.99518564047143376) (-0.99425563415839779,-0.10703146240373168) (0.61142065426065084,0.79130574593103864) (-0.52078128028010939,-0.85369014174336644) (0.99843438971035281,0.055935404206239325) (0.47650900002456087,-0.87916959279515172) (-0.99940185212353916,-0.03458233612756334) (0.47289308520170537,-0.88111981589816302) (0.9252387559756402,0.37938535085141317) (0.97404224286064833,0.22636631622880141) (0.82909149144215344,0.5591129571188862) (0.81622843274957679,-0.57772930129185007) (-0.83340017718932702,-0.55267001425877849) (-0.045946663872926174,-0.99894389435991282) (0.98412120922781365,-0.17749773392352175) (-0.99243100022611908,-0.12280354143991687) (0.98184536745348305,0.18968308941530637) (0.30304168862047171,-0.9529773003372396) (-0.36999092252816923,0.92903536921193397) (-0.41174645255949527,0.91129844661596537) (0.65150673040970686,0.75864285420140409)
